00007ffd189a0968 (__TEXT,__text) external _AAAFSCGetMetadata
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffd1895ef00 (__TEXT,__text) non-external (was a private external) _reallocToFit
00007ffd1898d331 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffd189707b9 (__TEXT,__text) non-external _remap_page
00007ffd189610a8 (__TEXT,__text) non-external _removeEntryProc
00007ffd18960cd1 (__TEXT,__text) non-external (was a private external) _removeFile
00007ffd18961145 (__TEXT,__text) non-external _removeLeaveDirProc
00007ffd1894b8be (__TEXT,__text) non-external _removeStreamAbort
00007ffd1894b0b3 (__TEXT,__text) non-external _removeStreamClose
00007ffd1894b8ac (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffd1894b3bd (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffd18961072 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffd1899c782 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
00007ffd189a1a4c (__TEXT,__text) non-external _resizeResourceFork
00007ffd1896dd35 (__TEXT,__text) non-external _resizeStream
00007ffd189a0c6e (__TEXT,__text) non-external _resourceForkSize
00007ffd18965ce7 (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
00007ffd1897c808 (__TEXT,__text) non-external _retireEntryRange
00007ffd1898c4ca (__TEXT,__text) non-external _retireThreadEnqueue
00007ffd18988342 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffd18973e85 (__TEXT,__text) non-external _sanitize_internal_controls
00007ffd18965c92 (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
00007ffd1895664f (__TEXT,__text) non-external _seekTo
00007ffd18969f21 (__TEXT,__text) non-external _segment_find
00007ffd1894a64c (__TEXT,__text) non-external _sendEOF
00007ffd189676c2 (__TEXT,__text) non-external _sendHeader
00007ffd18936969 (__TEXT,__text) non-external _sendMessage
00007ffd189a9f88 (__TEXT,__text) non-external _sendMessage
00007ffd18946440 (__TEXT,__text) non-external _sequentialReaderProc
00007ffd189464c6 (__TEXT,__text) non-external _sequentialWriterProc
00007ffd1895f036 (__TEXT,__text) non-external (was a private external) _serializeHexString
00007ffd189b68a0 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffd18972980 (__TEXT,__text) non-external _setFieldBlob
00007ffd1896025d (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffd189607ee (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
00007ffd18965766 (__TEXT,__text) non-external _setThreadErrorContext
00007ffd189a2d63 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
00007ffd1896ca8c (__TEXT,__text) non-external _setupContext
00007ffd1897a5c8 (__TEXT,__text) non-external _setupContext
00007ffd1895effd (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffd1895f086 (__TEXT,__text) non-external (was a private external) _sha1cmp
00007ffd1893ab82 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffd18927c77 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffd189601d5 (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffd1896119c (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffd189849bf (__TEXT,__text) non-external _stateAppendEntry
00007ffd18998c1e (__TEXT,__text) non-external _stateCollectorStreamClose
00007ffd1899973d (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
00007ffd18998c2b (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
00007ffd189966ad (__TEXT,__text) non-external _stateComputePatches
00007ffd1898411b (__TEXT,__text) non-external _stateConcatPath
00007ffd18981a29 (__TEXT,__text) non-external _stateDestroy
00007ffd18998aec (__TEXT,__text) non-external _stateDestroy
00007ffd18996a67 (__TEXT,__text) non-external _stateGenerateArchive
00007ffd1898414e (__TEXT,__text) non-external _stateGetEntryData
00007ffd1899a744 (__TEXT,__text) non-external _stateLoadEntryHeader
00007ffd18984333 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00007ffd1895ea00 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffd189ac464 (__TEXT,__text) non-external _storeCachePos
00007ffd189a2e2f (__TEXT,__text) non-external _storeChunkOffsets
00007ffd1895f86d (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffd1895ca72 (__TEXT,__text) non-external _streamAbort
00007ffd189754b2 (__TEXT,__text) non-external _streamAbort
00007ffd1895c917 (__TEXT,__text) non-external _streamClose
00007ffd1897514f (__TEXT,__text) non-external _streamClose
00007ffd189392d9 (__TEXT,__text) non-external _streamConsumerProc
00007ffd18975d48 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007ffd1895ca8f (__TEXT,__text) non-external _streamPRead
00007ffd189754d2 (__TEXT,__text) non-external _streamPWrite
00007ffd1895d8e0 (__TEXT,__text) non-external _streamProc
00007ffd189a92e1 (__TEXT,__text) non-external _streamProc
00007ffd1895ce5e (__TEXT,__text) non-external _streamRead
00007ffd1895ce81 (__TEXT,__text) non-external _streamSeek
00007ffd1893939c (__TEXT,__text) non-external _streamThreadProc
00007ffd18939247 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffd189525f1 (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffd189520cc (__TEXT,__text) non-external _stringTableReserve
00007ffd189a02cc (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
00007ffd1899a971 (__TEXT,__text) non-external _subArchiveCreate
00007ffd1899aed4 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffd18992b8d (__TEXT,__text) non-external _tarParseInt
00007ffd1896d6ad (__TEXT,__text) non-external _tempStreamCancel
00007ffd1896d62a (__TEXT,__text) non-external _tempStreamClose
00007ffd1896d6fa (__TEXT,__text) non-external _tempStreamPRead
00007ffd1896d962 (__TEXT,__text) non-external _tempStreamPWrite
00007ffd1896d6c2 (__TEXT,__text) non-external _tempStreamRead
00007ffd1896d8d6 (__TEXT,__text) non-external _tempStreamSeek
00007ffd1896dbc6 (__TEXT,__text) non-external _tempStreamTruncate
00007ffd1896d92a (__TEXT,__text) non-external _tempStreamWrite
00007ffd18958f19 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffd18958c23 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffd189a69f1 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffd18966104 (__TEXT,__text) non-external _threadWrapperProc
00007ffd1893e87e (__TEXT,__text) non-external _treeAdd
00007ffd1893e24b (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffd1893e517 (__TEXT,__text) non-external _treeRebalance
00007ffd1893f241 (__TEXT,__text) non-external _treeRotateLeft
00007ffd1893f135 (__TEXT,__text) non-external _treeRotateRight
00007ffd1893e764 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffd1897c280 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffd1895fb41 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffd1896264e (__TEXT,__text) non-external _updateFromHeader
00007ffd18965c20 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffd18965c53 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffd1898edbb (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffd189368b3 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffd18935bc9 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffd18936637 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffd18935f4e (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffd1896cd3d (__TEXT,__text) non-external _verifySegment
00007ffd1897b1fa (__TEXT,__text) non-external _verifySegment
00007ffd189aa10b (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
00007ffd1898440c (__TEXT,__text) non-external _workerApplyAttr
00007ffd189368c8 (__TEXT,__text) non-external _workerDataFree
00007ffd189848c3 (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffd189847c7 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffd1894b8d3 (__TEXT,__text) non-external _workerDestroy
00007ffd189840c0 (__TEXT,__text) non-external _workerDestroy
00007ffd189845f8 (__TEXT,__text) non-external _workerLoadAndApplyACL
00007ffd189844c8 (__TEXT,__text) non-external _workerLoadAndApplyXAT
00007ffd18925a23 (__TEXT,__text) non-external _workerProc
00007ffd189356dc (__TEXT,__text) non-external _workerProc
00007ffd1894afbe (__TEXT,__text) non-external _workerProc
00007ffd1895ed83 (__TEXT,__text) non-external _workerProc
00007ffd18981ae2 (__TEXT,__text) non-external _workerProc
00007ffd189a919a (__TEXT,__text) non-external _workerProc
00007ffd18984728 (__TEXT,__text) non-external _workerReserve
00007ffd189841eb (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffd1896394d (__TEXT,__text) non-external _writeBlobProc
00007ffd189632e2 (__TEXT,__text) non-external _writeHeaderProc
00007ffd1899c0fa (__TEXT,__text) non-external _writeOBuf
00007ffd1892bec1 (__TEXT,__text) non-external _writeProc
00007ffd18957a92 (__TEXT,__text) non-external _writeProc
00007ffd18978078 (__TEXT,__text) non-external _writeProc
00007ffd18974e36 (__TEXT,__text) non-external _writerProc
00007ffd189aa529 (__TEXT,__text) non-external (was a private external) _writerProc
