00007ff8434a2580 (__DATA,__data) non-external _.compoundliteral
00007ff803d7f187 (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00007ff84069ad40 (__DATA_CONST,__const) non-external _dispatch_table
00007ff803d6e70d (__TEXT,__text) non-external _dump_stack_restore
00007ff803d6e68b (__TEXT,__text) non-external _dump_stack_stash
00007ff803d7d9a0 (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
00007ff803d722ab (__TEXT,__text) non-external _eliminate_dead_code
00007ff803d7eb0d (__TEXT,__text) non-external _eliminate_dead_code_policy
00007ff803d75dd8 (__TEXT,__text) non-external _emit
00007ff803d7c41a (__TEXT,__text) non-external _emit_bitmask
00007ff803d774c3 (__TEXT,__text) non-external _emit_buffer
00007ff803d7504e (__TEXT,__text) non-external _emit_instruction
00007ff803d7c965 (__TEXT,__text) non-external _emit_modifier_descriptor
00007ff803d7c383 (__TEXT,__text) non-external _emit_network
00007ff803d7c226 (__TEXT,__text) non-external _emit_pattern
00007ff803d7b5af (__TEXT,__text) non-external _emit_profile
00007ff803d7c27a (__TEXT,__text) non-external _emit_regex
00007ff803d7bd0d (__TEXT,__text) non-external _emit_string_table
00007ff803d7c12a (__TEXT,__text) non-external _emit_string_table_reference
00007ff803d7bc4b (__TEXT,__text) non-external _emit_variable_names
00007ff803d82492 (__TEXT,__text) non-external _enable_profile_flag
00007ff803d75ad1 (__TEXT,__text) non-external _encode_address
00007ff803d6b55c (__TEXT,__text) non-external _end_expression
00007ff803d61e20 (__TEXT,__text) non-external _eqv
00007ff803d71e07 (__TEXT,__text) non-external _expand_logical_conditions
00007ff803d7ffe0 (__TEXT,__text) non-external _expand_logical_conditions_policy
00007ff803d826b8 (__TEXT,__text) non-external _extends_builtin
00007ff803d7f66e (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
00007ff803d5c800 (__TEXT,__text) non-external (was a private external) _fill_vector
00007ff84069d0c0 (__DATA_CONST,__const) non-external _filter_info
00007ff803d5c76b (__TEXT,__text) non-external _find_consecutive_cells
00007ff803d5fc81 (__TEXT,__text) non-external _find_slot_in_env
00007ff803d6b9ad (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
00007ff803d8368d (__TEXT,__text) non-external _format_error
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff803d5b719 (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff8434ab960 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff803d6335b (__TEXT,__text) non-external _gc
00007ff803d62727 (__TEXT,__text) non-external (was a private external) _gc_protect
00007ff803d629aa (__TEXT,__text) non-external (was a private external) _gc_unprotect
00007ff803d871ed (__TEXT,__text) non-external _gc_unprotect.cold.1
00007ff803d85410 (__TEXT,__text) non-external _generate_syscallmask
00007ff803d61cd1 (__TEXT,__text) non-external (was a private external) _gensym
00007ff803d871ca (__TEXT,__text) non-external _gensym.cold.1
00007ff803d5c907 (__TEXT,__text) non-external _get_cell
00007ff803d75d78 (__TEXT,__text) non-external _get_current_data_address
00007ff803d5e77c (__TEXT,__text) non-external _inchar
00007ff803d87ae0 (__TEXT,__const) non-external _init_scm
00007ff803d7961c (__TEXT,__text) non-external _inspect_iterate_items
00007ff803d61896 (__TEXT,__text) non-external _is_any
00007ff803d775ce (__TEXT,__text) non-external (was a private external) _is_bt_pointer
00007ff803d68d02 (__TEXT,__text) non-external (was a private external) _is_character
00007ff803d7765f (__TEXT,__text) non-external (was a private external) _is_closure
00007ff803d77685 (__TEXT,__text) non-external (was a private external) _is_continuation
00007ff803d776ab (__TEXT,__text) non-external (was a private external) _is_environment
00007ff803d77638 (__TEXT,__text) non-external (was a private external) _is_foreign
00007ff803d7764b (__TEXT,__text) non-external (was a private external) _is_foreign_block
00007ff803d66706 (__TEXT,__text) non-external (was a private external) _is_foreign_object
00007ff803d83b00 (__TEXT,__text) non-external _is_implicit_source_name
00007ff803d647e1 (__TEXT,__text) non-external (was a private external) _is_integer
00007ff803d77672 (__TEXT,__text) non-external (was a private external) _is_macro
00007ff803d64dc4 (__TEXT,__text) non-external _is_nonneg
00007ff803d78965 (__TEXT,__text) non-external _is_num_integer
00007ff803d61dc2 (__TEXT,__text) non-external (was a private external) _is_number
00007ff803d608f6 (__TEXT,__text) non-external (was a private external) _is_pair
00007ff803d7760f (__TEXT,__text) non-external (was a private external) _is_port
00007ff803d6e00e (__TEXT,__text) non-external _is_position_at_end_of_sequence
00007ff803d77625 (__TEXT,__text) non-external (was a private external) _is_proc
00007ff803d77698 (__TEXT,__text) non-external (was a private external) _is_promise
00007ff803d64db0 (__TEXT,__text) non-external (was a private external) _is_string
00007ff803d64fc7 (__TEXT,__text) non-external (was a private external) _is_symbol
00007ff803d77417 (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
00007ff803d647ee (__TEXT,__text) non-external (was a private external) _ivalue
00007ff803d68a68 (__TEXT,__text) non-external _list_cost_estimate
00007ff803d68c54 (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00007ff803d636bc (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
00007ff803d5fa80 (__TEXT,__text) non-external _mk_atom
00007ff803d6deef (__TEXT,__text) non-external (was a private external) _mk_counted_string
00007ff803d78498 (__TEXT,__text) non-external _mk_empty_string
00007ff803d62ac1 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
00007ff803d62af8 (__TEXT,__text) non-external (was a private external) _mk_foreign_func
00007ff803d666d7 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
00007ff803d63261 (__TEXT,__text) non-external (was a private external) _mk_integer
00007ff803d606eb (__TEXT,__text) non-external _mk_sharp_const
00007ff803d77282 (__TEXT,__text) non-external _mk_sharp_integer
00007ff803d5cb90 (__TEXT,__text) non-external (was a private external) _mk_string
00007ff803d5c9a0 (__TEXT,__text) non-external (was a private external) _mk_symbol
00007ff803d5c5ff (__TEXT,__text) non-external _mk_vector
00007ff803d87256 (__TEXT,__text) non-external _mk_vector.cold.1
00007ff84069df20 (__DATA_CONST,__const) non-external _modifier_info
00007ff803d6e048 (__TEXT,__text) non-external _move_to_next_node
00007ff803d83e55 (__TEXT,__text) non-external _msgfilter_free_callback
00007ff803d70223 (__TEXT,__text) non-external _negate_instruction
00007ff84069d020 (__DATA_CONST,__const) non-external _network_filter_constants
00007ff803d5c851 (__TEXT,__text) non-external _new_frame_in_env
00007ff803d5cc6a (__TEXT,__text) non-external _new_slot_spec_in_env
00007ff803d97810 (__TEXT,__const) non-external _nfBasicCF
00007ff803d93c20 (__TEXT,__const) non-external _nfTrieHi
00007ff803d98210 (__TEXT,__const) non-external _nfTrieLo
00007ff803d96630 (__TEXT,__const) non-external _nfTrieMid
00007ff803d94250 (__TEXT,__const) non-external _nfU16InvMasks
00007ff803d94360 (__TEXT,__const) non-external _nfU16Seq2
00007ff803d94f80 (__TEXT,__const) non-external _nfU16Seq3
00007ff803d954c0 (__TEXT,__const) non-external _nfU16SeqMisc
00007ff803d95650 (__TEXT,__const) non-external _nfU32Char
00007ff803d964d0 (__TEXT,__const) non-external _nfU32SeqMisc
00007ff803d61dd8 (__TEXT,__text) non-external _num_eq
00007ff803d68cbc (__TEXT,__text) non-external _num_ge
00007ff803d6df46 (__TEXT,__text) non-external _num_gt
00007ff803d77470 (__TEXT,__text) non-external _num_le
00007ff803d7742c (__TEXT,__text) non-external _num_lt
00007ff803d7801a (__TEXT,__text) non-external _num_mod
00007ff8431bf0c8 (__DATA_DIRTY,__bss) non-external _num_one
00007ff803d77fac (__TEXT,__text) non-external _num_rem
00007ff8431bf0b8 (__DATA_DIRTY,__bss) non-external _num_zero
00007ff803d64671 (__TEXT,__text) non-external (was a private external) _objvalue
00007ff803d5ca63 (__TEXT,__text) non-external _oblist_add_by_name
00007ff803d5c9cf (__TEXT,__text) non-external _oblist_find_by_name
00007ff803d6b5ca (__TEXT,__text) non-external _op_concat
00007ff803d6bb00 (__TEXT,__text) non-external _operand_release
00007ff803d817e4 (__TEXT,__text) non-external _operation_expand
00007ff84069e9a0 (__DATA_CONST,__const) non-external _operation_info
00007ff84069e370 (__DATA_CONST,__const) non-external _operation_names
00007ff803d81a89 (__TEXT,__text) non-external _operations_allowed_by_default
00007ff803d8107c (__TEXT,__text) non-external _operator_name
00007ff803d6b40c (__TEXT,__text) non-external _operator_precedence
00007ff803d5d42f (__TEXT,__text) non-external _opexe_0
00007ff803d87279 (__TEXT,__text) non-external _opexe_0.cold.1
00007ff803d8729c (__TEXT,__text) non-external _opexe_0.cold.2
00007ff803d5fd24 (__TEXT,__text) non-external _opexe_1
00007ff803d6090c (__TEXT,__text) non-external _opexe_2
00007ff803d618a4 (__TEXT,__text) non-external _opexe_3
00007ff803d61f94 (__TEXT,__text) non-external _opexe_4
00007ff803d5e970 (__TEXT,__text) non-external _opexe_5
00007ff803d76a3c (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ff803d64671 (__TEXT,__text) non-external (was a private external) _pair_car
00007ff803d646bf (__TEXT,__text) non-external (was a private external) _pair_cdr
00007ff803d6556d (__TEXT,__text) non-external _parse_pattern
00007ff803d80f36 (__TEXT,__text) non-external _peek_operand
00007ff803d8f300 (__TEXT,__const) non-external _policy_scm
00007ff803d7c6ad (__TEXT,__text) non-external _populate_modifier_descriptor
00007ff803d7c9c8 (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
00007ff803d7bbbb (__TEXT,__text) non-external _populate_profile_entry_points
00007ff803d638dc (__TEXT,__text) non-external _port_close
00007ff803d777d4 (__TEXT,__text) non-external _port_from_file
00007ff803d5cde1 (__TEXT,__text) non-external _port_from_string
00007ff803d64de7 (__TEXT,__text) non-external _port_rep_from_file
00007ff803d7c1cd (__TEXT,__text) non-external _previously_emitted_condition
00007ff803d7cbf8 (__TEXT,__text) non-external _previously_emitted_data
00007ff803d788d9 (__TEXT,__text) non-external _printatom
00007ff803d7851d (__TEXT,__text) non-external _printslashstring
00007ff84069c2e0 (__DATA_CONST,__const) non-external _profile_dirs
00007ff803d7bb2b (__TEXT,__text) non-external _profile_has_autobox_actions
00007ff803d7bb8b (__TEXT,__text) non-external _profile_has_mach_message_filters
00007ff803d7bb5b (__TEXT,__text) non-external _profile_has_message_filters
00007ff803d6d76c (__TEXT,__text) non-external _push_bytes
00007ff803d6c1ba (__TEXT,__text) non-external _push_byteset
00007ff803d81010 (__TEXT,__text) non-external _push_byteset_skip
00007ff803d6d939 (__TEXT,__text) non-external _push_jne_instr
00007ff803d6b454 (__TEXT,__text) non-external _push_literal
00007ff803d6daad (__TEXT,__text) non-external _push_match_sequence_instr
00007ff803d84f1c (__TEXT,__text) non-external _push_match_variable_instr
00007ff803d77240 (__TEXT,__text) non-external _push_nop
00007ff803d77240 (__TEXT,__text) non-external _push_operand
00007ff803d6af3c (__TEXT,__text) non-external _push_operator
00007ff803d85078 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
00007ff803d80f83 (__TEXT,__text) non-external _push_seek
00007ff803d84fc9 (__TEXT,__text) non-external _push_seek_byte_instr
00007ff803d7770a (__TEXT,__text) non-external (was a private external) _putcharacter
00007ff803d776be (__TEXT,__text) non-external (was a private external) _putstr
00007ff803d7883c (__TEXT,__text) non-external _readsharpstrexp
00007ff803d5f9ce (__TEXT,__text) non-external _readstr_upto
00007ff803d78648 (__TEXT,__text) non-external _readstrexp
                 (undefined) external _reallocf (from libSystem)
00007ff803d75e6c (__TEXT,__text) non-external _record_condition_data
00007ff803d7cca3 (__TEXT,__text) non-external _record_data_address
00007ff803d6dc9f (__TEXT,__text) non-external _regex_quote
00007ff803d7f46f (__TEXT,__text) non-external _remove_conditions_matching_predicate_policy
00007ff803d80fc8 (__TEXT,__text) non-external _remove_leading_literal_byte
00007ff803d731c7 (__TEXT,__text) non-external _reorder_condition
00007ff803d732bc (__TEXT,__text) non-external _reorder_condition_list
00007ff803d812b1 (__TEXT,__text) non-external _reorder_policy
00007ff803d68d44 (__TEXT,__text) non-external _reverse
00007ff803d62ec0 (__TEXT,__text) non-external (was a private external) _s_cons
00007ff803d62985 (__TEXT,__text) non-external (was a private external) _s_immutable_cons
00007ff803d5e494 (__TEXT,__text) non-external _s_save
00007ff803d7637c (__TEXT,__text) external _sandbox_apply
00007ff803d76397 (__TEXT,__text) external _sandbox_apply_container
00007ff803d79020 (__TEXT,__text) external _sandbox_compile_entitlements
00007ff803d58fa1 (__TEXT,__text) external _sandbox_compile_file
00007ff803d58f08 (__TEXT,__text) external _sandbox_compile_named
00007ff803d76ead (__TEXT,__text) external _sandbox_compile_string
00007ff803d799b4 (__TEXT,__text) external _sandbox_container_paths_iterate_items
00007ff803d58da0 (__TEXT,__text) external _sandbox_create_params
00007ff803d79db3 (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
00007ff803d7646c (__TEXT,__text) external _sandbox_free_params
00007ff803d76439 (__TEXT,__text) external _sandbox_free_profile
00007ff803d79163 (__TEXT,__text) external _sandbox_inspect_pid
00007ff803d79265 (__TEXT,__text) external _sandbox_inspect_smemory
00007ff803d799c9 (__TEXT,__text) external _sandbox_prepare_user_home_mount
00007ff803d79e64 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
00007ff803d79058 (__TEXT,__text) external _sandbox_register_profile
00007ff803d7a1fd (__TEXT,__text) external _sandbox_register_sync_root
00007ff803d58e04 (__TEXT,__text) external _sandbox_set_param
00007ff803d792e5 (__TEXT,__text) external _sandbox_set_user_state_item
00007ff803d792fd (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
00007ff803d79136 (__TEXT,__text) external _sandbox_unregister_all_profiles
00007ff803d790f1 (__TEXT,__text) external _sandbox_unregister_profile
00007ff803d79270 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
00007ff803d792cd (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
00007ff803d7927f (__TEXT,__text) external _sandbox_user_state_item_buffer_send
00007ff803d79608 (__TEXT,__text) external _sandbox_user_state_iterate_items
00007ff803d867c1 (__TEXT,__text) non-external _save_condition
00007ff803d802fc (__TEXT,__text) non-external _sb_action_iterate
00007ff803d7a89b (__TEXT,__text) non-external _sb_annotation_destroy
00007ff803d7a7b2 (__TEXT,__text) non-external _sb_annotation_list_copy
00007ff803d74e84 (__TEXT,__text) non-external _sb_annotation_set_integer
00007ff803d7b1a6 (__TEXT,__text) non-external _sb_bitmask_clear_bit
00007ff803d7af73 (__TEXT,__text) non-external _sb_bitmask_create_empty
00007ff803d7b058 (__TEXT,__text) non-external _sb_bitmask_get_hash
00007ff803d7b0e0 (__TEXT,__text) non-external _sb_bitmask_iterate_set
00007ff803d7af04 (__TEXT,__text) non-external _sb_bitmask_release
00007ff803d7aeb1 (__TEXT,__text) non-external _sb_bitmask_retain
00007ff803d7b15c (__TEXT,__text) non-external _sb_bitmask_set_bit
00007ff803d7b503 (__TEXT,__text) non-external _sb_branch_get_target_instruction
00007ff803d7b4c5 (__TEXT,__text) non-external _sb_branch_new
00007ff803d5b758 (__TEXT,__text) non-external _sb_buffer_alloc
00007ff803d6c550 (__TEXT,__text) non-external _sb_buffer_get_byte_count
00007ff803d6c5ec (__TEXT,__text) non-external _sb_buffer_get_hash
00007ff803d6dbd8 (__TEXT,__text) non-external _sb_buffer_is_equivalent
00007ff803d65b88 (__TEXT,__text) non-external _sb_buffer_release
00007ff803d6c9c0 (__TEXT,__text) non-external _sb_buffer_retain
00007ff803d7b1e2 (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
00007ff803d6c597 (__TEXT,__text) non-external _sb_buffer_with_data_pointer
00007ff803d6bfb6 (__TEXT,__text) non-external _sb_byteset_add_byte
00007ff803d7d950 (__TEXT,__text) non-external _sb_byteset_copy
00007ff803d6c226 (__TEXT,__text) non-external _sb_byteset_get_population
00007ff803d7497c (__TEXT,__text) non-external _sb_byteset_is_equivalent
00007ff803d6e2ec (__TEXT,__text) non-external _sb_byteset_iterate_ranges
00007ff803d6c10e (__TEXT,__text) non-external _sb_byteset_negate
00007ff803d6bf77 (__TEXT,__text) non-external _sb_byteset_new
00007ff803d6c0a9 (__TEXT,__text) non-external _sb_byteset_release
00007ff803d6c056 (__TEXT,__text) non-external _sb_byteset_retain
00007ff803d6e438 (__TEXT,__text) non-external _sb_byteset_union
00007ff803d7d872 (__TEXT,__text) non-external _sb_byteset_with_range
00007ff803d5b5fa (__TEXT,__text) non-external _sb_calloc
00007ff803d7dc4c (__TEXT,__text) non-external _sb_codepath_extend
00007ff803d7dbc5 (__TEXT,__text) non-external _sb_codepath_get_last_branch
00007ff803d7db51 (__TEXT,__text) non-external _sb_codepath_get_last_instruction
00007ff803d7ddf7 (__TEXT,__text) non-external _sb_codepath_restore_state
00007ff803d7df9a (__TEXT,__text) non-external _sb_condition_bitmask
00007ff803d7df27 (__TEXT,__text) non-external _sb_condition_boolean
00007ff803d68fa9 (__TEXT,__text) non-external _sb_condition_conjunction
00007ff803d76cdb (__TEXT,__text) non-external _sb_condition_constant
00007ff803d6643f (__TEXT,__text) non-external _sb_condition_disjunction
00007ff803d7e963 (__TEXT,__text) non-external _sb_condition_is_bitmask
00007ff803d7e814 (__TEXT,__text) non-external _sb_condition_is_boolean
00007ff803d711c8 (__TEXT,__text) non-external _sb_condition_is_conjunction
00007ff803d69264 (__TEXT,__text) non-external _sb_condition_is_contrary
00007ff803d704a8 (__TEXT,__text) non-external _sb_condition_is_disjunction
00007ff803d699e6 (__TEXT,__text) non-external _sb_condition_is_equivalent
00007ff803d75b5d (__TEXT,__text) non-external _sb_condition_is_integer
00007ff803d7e8fa (__TEXT,__text) non-external _sb_condition_is_network
00007ff803d71412 (__TEXT,__text) non-external _sb_condition_is_pattern
00007ff803d65fc0 (__TEXT,__text) non-external _sb_condition_is_regex
00007ff803d7e888 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
00007ff803d7157d (__TEXT,__text) non-external _sb_condition_is_transposable
00007ff803d6602b (__TEXT,__text) non-external _sb_condition_list_append
00007ff803d71b35 (__TEXT,__text) non-external _sb_condition_list_contains_condition
00007ff803d7173e (__TEXT,__text) non-external _sb_condition_list_copy
00007ff803d6cab8 (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
00007ff803d7ea66 (__TEXT,__text) non-external _sb_condition_list_filter
00007ff803d689e2 (__TEXT,__text) non-external _sb_condition_list_get_hash
00007ff803d744b0 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
00007ff803d68b59 (__TEXT,__text) non-external _sb_condition_list_iterate
00007ff803d72103 (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
00007ff803d645a5 (__TEXT,__text) non-external _sb_condition_list_new
00007ff803d64d0d (__TEXT,__text) non-external _sb_condition_list_release
00007ff803d71840 (__TEXT,__text) non-external _sb_condition_list_remove
00007ff803d728d8 (__TEXT,__text) non-external _sb_condition_matches_subset
00007ff803d702f4 (__TEXT,__text) non-external _sb_condition_negation
00007ff803d769c7 (__TEXT,__text) non-external _sb_condition_network
00007ff803d65cc6 (__TEXT,__text) non-external _sb_condition_new
00007ff803d6bf0a (__TEXT,__text) non-external _sb_condition_pattern
00007ff803d667ea (__TEXT,__text) non-external _sb_condition_pattern_path
00007ff803d662cf (__TEXT,__text) non-external _sb_condition_release
00007ff803d6c8fd (__TEXT,__text) non-external _sb_condition_string
00007ff803d5b2e0 (__TEXT,__text) non-external _sb_context_intern_string
00007ff803d649fb (__TEXT,__text) non-external _sb_context_release
00007ff803d6497d (__TEXT,__text) non-external _sb_context_release_modification
00007ff803d5b1b8 (__TEXT,__text) non-external _sb_context_retain
00007ff803d7eac3 (__TEXT,__text) non-external _sb_context_retain_modification
00007ff803d7f0f0 (__TEXT,__text) non-external _sb_error_fatal
00007ff803d7f378 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
00007ff803d7f197 (__TEXT,__text) non-external _sb_error_for_instruction
00007ff803d6c3fb (__TEXT,__text) non-external _sb_error_new
00007ff84069cf18 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
00007ff803d6c2e5 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
00007ff803d7ef67 (__TEXT,__text) non-external _sb_error_set_with_description
00007ff803d7f049 (__TEXT,__text) non-external _sb_error_set_with_format
00007ff803d7efc9 (__TEXT,__text) non-external _sb_error_set_with_formatv
00007ff803d63291 (__TEXT,__text) non-external _sb_filter_accepts_type
00007ff803d65e75 (__TEXT,__text) non-external _sb_filter_has_dependency
00007ff8431bf0d8 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00007ff8431bf0e8 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
00007ff803d65008 (__TEXT,__text) non-external _sb_filter_is_case_sensitive
00007ff803d7f883 (__TEXT,__text) non-external _sb_filter_pattern_values_can_be_mutually_exclusive
00007ff803d7f8c0 (__TEXT,__text) non-external _sb_filter_values_are_serialized_via_string_table
00007ff803d6510b (__TEXT,__text) non-external _sb_fsa_acceptor
00007ff803d67a8e (__TEXT,__text) non-external _sb_fsa_copy
00007ff803d678da (__TEXT,__text) non-external _sb_fsa_disjunction
00007ff803d67cde (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
00007ff803d72c39 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
00007ff803d72b30 (__TEXT,__text) non-external _sb_fsa_matches_subset
00007ff803d7ae58 (__TEXT,__text) non-external _sb_fsa_may_backtrack
00007ff803d6e151 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
00007ff803d6e532 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
00007ff803d6e0ae (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
00007ff803d6be74 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
00007ff803d67685 (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
00007ff803d6788e (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
00007ff803d7aa13 (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00007ff803d65a65 (__TEXT,__text) non-external _sb_fsa_release
00007ff803d68810 (__TEXT,__text) non-external _sb_fsa_release_indegree
00007ff803d659a2 (__TEXT,__text) non-external _sb_fsa_retain
00007ff803d67800 (__TEXT,__text) non-external _sb_fsa_retain_indegree
00007ff803d6df90 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
00007ff803d5b667 (__TEXT,__text) non-external _sb_hash_compute
00007ff803d7917b (__TEXT,__text) non-external _sb_inspect_subsystem
00007ff803d5b95c (__TEXT,__text) non-external _sb_instr_action
00007ff803d6671d (__TEXT,__text) non-external _sb_instr_conditional
00007ff803d7fbdb (__TEXT,__text) non-external _sb_instr_deep_copy
00007ff803d749e1 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
00007ff803d70588 (__TEXT,__text) non-external _sb_instr_get_jump_target
00007ff803d6fff1 (__TEXT,__text) non-external _sb_instr_is_equivalent
00007ff803d7fcf4 (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
00007ff803d7fa2f (__TEXT,__text) non-external _sb_instr_jump
00007ff803d5ba35 (__TEXT,__text) non-external _sb_instr_new
00007ff803d5bb6e (__TEXT,__text) non-external _sb_instr_release
00007ff803d7f950 (__TEXT,__text) non-external _sb_instr_release_tracking
00007ff803d701d8 (__TEXT,__text) non-external _sb_instr_replace
00007ff803d5baf6 (__TEXT,__text) non-external _sb_instr_retain
00007ff803d7fac9 (__TEXT,__text) non-external _sb_instr_retain_tracking
00007ff803d70702 (__TEXT,__text) non-external _sb_instr_set_condition
00007ff803d6c86b (__TEXT,__text) non-external _sb_instr_set_false_branch
00007ff803d7280a (__TEXT,__text) non-external _sb_instr_set_true_branch
00007ff803d5b6b9 (__TEXT,__text) non-external _sb_malloc
00007ff803d8026f (__TEXT,__text) non-external _sb_modifier_get_name
00007ff803d69dca (__TEXT,__text) non-external _sb_modifier_requires_argument
00007ff803d6480b (__TEXT,__text) non-external _sb_modifiers_iterate
00007ff803d6487c (__TEXT,__text) non-external _sb_modifiers_release
00007ff803d804c1 (__TEXT,__text) non-external _sb_modifiers_set_deny_errno
00007ff803d805a6 (__TEXT,__text) non-external _sb_modifiers_set_message_filter
00007ff803d8038a (__TEXT,__text) non-external _sb_modifiers_set_modifier
00007ff803d8046c (__TEXT,__text) non-external _sb_modifiers_set_signal
00007ff803d80142 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
00007ff803d800b0 (__TEXT,__text) non-external _sb_msgfilter_release
00007ff803d7615a (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
00007ff803d6f004 (__TEXT,__text) non-external _sb_mutable_buffer_new
00007ff803d76273 (__TEXT,__text) non-external _sb_mutable_buffer_release
00007ff803d74f23 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00007ff803d74fab (__TEXT,__text) non-external _sb_mutable_buffer_write
00007ff803d78b03 (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
00007ff803d873d7 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
00007ff803d78b75 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
00007ff803d78b89 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
00007ff803d78b7f (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
