00007ffd047bfef6 (__TEXT,__text) external _AAAFSCGetMetadata
00007ffd0476adfd (__TEXT,__text) non-external _removeStreamAbort
00007ffd0476a5c5 (__TEXT,__text) non-external _removeStreamClose
00007ffd0476adeb (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffd0476a8cf (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffd047807d8 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffd047bc88f (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
00007ffd047c0f84 (__TEXT,__text) non-external _resizeResourceFork
00007ffd0478d68f (__TEXT,__text) non-external _resizeStream
00007ffd047c01fc (__TEXT,__text) non-external _resourceForkSize
00007ffd047854f3 (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
00007ffd0479c5d5 (__TEXT,__text) non-external _retireEntryRange
00007ffd047ac506 (__TEXT,__text) non-external _retireThreadEnqueue
00007ffd047a831d (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffd047937f7 (__TEXT,__text) non-external _sanitize_internal_controls
00007ffd0478549e (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
00007ffd04775c87 (__TEXT,__text) non-external _seekTo
00007ffd0478986d (__TEXT,__text) non-external _segment_find
00007ffd04769b5f (__TEXT,__text) non-external _sendEOF
00007ffd04786f42 (__TEXT,__text) non-external _sendHeader
00007ffd04755d96 (__TEXT,__text) non-external _sendMessage
00007ffd047c95e9 (__TEXT,__text) non-external _sendMessage
00007ffd0476595f (__TEXT,__text) non-external _sequentialReaderProc
00007ffd047659e3 (__TEXT,__text) non-external _sequentialWriterProc
00007ffd0477e796 (__TEXT,__text) non-external (was a private external) _serializeHexString
00007ffd047d5d20 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffd04792344 (__TEXT,__text) non-external _setFieldBlob
00007ffd0477f99c (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffd0477ff59 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
00007ffd04784f7e (__TEXT,__text) non-external _setThreadErrorContext
00007ffd047c22ee (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
00007ffd0478c3e8 (__TEXT,__text) non-external _setupContext
00007ffd0479a38f (__TEXT,__text) non-external _setupContext
00007ffd0477e75d (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffd0477e7e6 (__TEXT,__text) non-external (was a private external) _sha1cmp
00007ffd0475a0a3 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffd04746f15 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffd0477f911 (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffd04780902 (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffd047a4863 (__TEXT,__text) non-external _stateAppendEntry
00007ffd047b8c59 (__TEXT,__text) non-external _stateCollectorStreamClose
00007ffd047b9856 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
00007ffd047b8c66 (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
00007ffd047b6735 (__TEXT,__text) non-external _stateComputePatches
00007ffd047a421f (__TEXT,__text) non-external _stateConcatPath
00007ffd047a185a (__TEXT,__text) non-external _stateDestroy
00007ffd047b8b20 (__TEXT,__text) non-external _stateDestroy
00007ffd047b6aef (__TEXT,__text) non-external _stateGenerateArchive
00007ffd047a4252 (__TEXT,__text) non-external _stateGetEntryData
00007ffd047ba856 (__TEXT,__text) non-external _stateLoadEntryHeader
00007ffd047a4437 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00007ffd0477e168 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffd047cbaf1 (__TEXT,__text) non-external _storeCachePos
00007ffd047c23ba (__TEXT,__text) non-external _storeChunkOffsets
00007ffd0477efac (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffd0477c155 (__TEXT,__text) non-external _streamAbort
00007ffd04794e4c (__TEXT,__text) non-external _streamAbort
00007ffd0477bffa (__TEXT,__text) non-external _streamClose
00007ffd04794add (__TEXT,__text) non-external _streamClose
00007ffd047587e4 (__TEXT,__text) non-external _streamConsumerProc
00007ffd047956e2 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007ffd0477c172 (__TEXT,__text) non-external _streamPRead
00007ffd04794e6c (__TEXT,__text) non-external _streamPWrite
00007ffd0477cfcc (__TEXT,__text) non-external _streamProc
00007ffd047c8926 (__TEXT,__text) non-external _streamProc
00007ffd0477c542 (__TEXT,__text) non-external _streamRead
00007ffd0477c565 (__TEXT,__text) non-external _streamSeek
00007ffd047588a7 (__TEXT,__text) non-external _streamThreadProc
00007ffd04758752 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffd04771bcb (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffd047716a8 (__TEXT,__text) non-external _stringTableReserve
00007ffd047bf824 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
00007ffd047baa83 (__TEXT,__text) non-external _subArchiveCreate
00007ffd047bafdd (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffd047b2b5e (__TEXT,__text) non-external _tarParseInt
00007ffd0478d00d (__TEXT,__text) non-external _tempStreamCancel
00007ffd0478cf8a (__TEXT,__text) non-external _tempStreamClose
00007ffd0478d05a (__TEXT,__text) non-external _tempStreamPRead
00007ffd0478d2bc (__TEXT,__text) non-external _tempStreamPWrite
00007ffd0478d022 (__TEXT,__text) non-external _tempStreamRead
00007ffd0478d230 (__TEXT,__text) non-external _tempStreamSeek
00007ffd0478d520 (__TEXT,__text) non-external _tempStreamTruncate
00007ffd0478d284 (__TEXT,__text) non-external _tempStreamWrite
00007ffd04778596 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffd047782a0 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffd047c5fb9 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffd04785903 (__TEXT,__text) non-external _threadWrapperProc
00007ffd0475ddaa (__TEXT,__text) non-external _treeAdd
00007ffd0475d77b (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffd0475da49 (__TEXT,__text) non-external _treeRebalance
00007ffd0475e78a (__TEXT,__text) non-external _treeRotateLeft
00007ffd0475e668 (__TEXT,__text) non-external _treeRotateRight
00007ffd0475dc8d (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffd0479c047 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffd0477f27f (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffd04781e51 (__TEXT,__text) non-external _updateFromHeader
00007ffd0478542c (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffd0478545f (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffd047aecb8 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffd04755ce0 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffd04754fe9 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffd04755a57 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffd0475536e (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffd0478c69d (__TEXT,__text) non-external _verifySegment
00007ffd0479afba (__TEXT,__text) non-external _verifySegment
00007ffd047c976c (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
00007ffd047a4510 (__TEXT,__text) non-external _workerApplyAttr
00007ffd04755cf5 (__TEXT,__text) non-external _workerDataFree
00007ffd047a4767 (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffd047a466b (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffd0476ae12 (__TEXT,__text) non-external _workerDestroy
00007ffd047a41c4 (__TEXT,__text) non-external _workerDestroy
00007ffd04744cb7 (__TEXT,__text) non-external _workerProc
00007ffd04754afc (__TEXT,__text) non-external _workerProc
00007ffd0476a4d0 (__TEXT,__text) non-external _workerProc
00007ffd0477e4eb (__TEXT,__text) non-external _workerProc
00007ffd047a1913 (__TEXT,__text) non-external _workerProc
00007ffd047c87df (__TEXT,__text) non-external _workerProc
00007ffd047a45cc (__TEXT,__text) non-external _workerReserve
00007ffd047a42ef (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffd04783171 (__TEXT,__text) non-external _writeBlobProc
00007ffd04782b06 (__TEXT,__text) non-external _writeHeaderProc
00007ffd047bc1ff (__TEXT,__text) non-external _writeOBuf
00007ffd0474b133 (__TEXT,__text) non-external _writeProc
00007ffd047770b8 (__TEXT,__text) non-external _writeProc
00007ffd04797dbc (__TEXT,__text) non-external _writeProc
00007ffd047947c4 (__TEXT,__text) non-external _writerProc
00007ffd047c9bb8 (__TEXT,__text) non-external (was a private external) _writerProc
