00000001cb9f3880 (__TEXT,__text) non-external +[Cube initialize]
00000001df3b5000 (__DATA_CONST,__const) external _kMCObjectKeyAnimationKeyframeFunctionInnerEaseInControl
00000001df3b5008 (__DATA_CONST,__const) external _kMCObjectKeyAnimationKeyframeFunctionInnerEaseOutControl
00000001df3b4fe8 (__DATA_CONST,__const) external _kMCObjectKeyAnimationKeyframeFunctionParameters
00000001df3b4ff8 (__DATA_CONST,__const) external _kMCObjectKeyAnimationKeyframeFunctionTimeFactor
00000001df3b4ff0 (__DATA_CONST,__const) external _kMCObjectKeyAnimationKeyframeFunctionTimeOffset
00000001df3b4fc8 (__DATA_CONST,__const) external _kMCObjectKeyAnimationKeyframePostControl
00000001df3b4fc0 (__DATA_CONST,__const) external _kMCObjectKeyAnimationKeyframePreControl
00000001df3b4fa8 (__DATA_CONST,__const) external _kMCObjectKeyAnimationKeyframeTimeOffset
00000001df3b4fb8 (__DATA_CONST,__const) external _kMCObjectKeyAnimationKeyframeTimeOffsetArgument
00000001df3b4fb0 (__DATA_CONST,__const) external _kMCObjectKeyAnimationKeyframeTimeOffsetKind
00000001df3b5048 (__DATA_CONST,__const) external _kMCObjectKeyAnimationKeyframeVectorElementNameBase
00000001df3b5040 (__DATA_CONST,__const) external _kMCObjectKeyAnimationKeyframeVectorLength
00000001df3b5068 (__DATA_CONST,__const) external _kMCObjectKeyAnimationPathComboAnimationPaths
00000001df3b5070 (__DATA_CONST,__const) external _kMCObjectKeyAnimationPathComboCombineOperation
00000001df3b5078 (__DATA_CONST,__const) external _kMCObjectKeyAnimationPathExpression
00000001df3b5058 (__DATA_CONST,__const) external _kMCObjectKeyAnimationPathIsTriggered
00000001df3b5050 (__DATA_CONST,__const) external _kMCObjectKeyAnimationPathKey
00000001df3b5060 (__DATA_CONST,__const) external _kMCObjectKeyAnimationPathKeyframes
00000001df3b4f38 (__DATA_CONST,__const) external _kMCObjectKeyAnimationTriggerAnimationAttributes
00000001df3b4f30 (__DATA_CONST,__const) external _kMCObjectKeyAnimationTriggerAnimationKey
00000001df3b5080 (__DATA_CONST,__const) external _kMCObjectKeyAssetPath
00000001df3b50b0 (__DATA_CONST,__const) external _kMCObjectKeyAudioPlaylistDuckInDuration
00000001df3b50a8 (__DATA_CONST,__const) external _kMCObjectKeyAudioPlaylistDuckLevel
00000001df3b50b8 (__DATA_CONST,__const) external _kMCObjectKeyAudioPlaylistDuckOutDuration
00000001df3b5098 (__DATA_CONST,__const) external _kMCObjectKeyAudioPlaylistFadeInDuration
00000001df3b50a0 (__DATA_CONST,__const) external _kMCObjectKeyAudioPlaylistFadeOutDuration
00000001df3b5088 (__DATA_CONST,__const) external _kMCObjectKeyAudioPlaylistSongs
00000001df3b5090 (__DATA_CONST,__const) external _kMCObjectKeyAudioPlaylistVolume
00000001df3b4ee8 (__DATA_CONST,__const) external _kMCObjectKeyConditionalActionActionIfFalse
00000001df3b4ee0 (__DATA_CONST,__const) external _kMCObjectKeyConditionalActionActionIfTrue
00000001df3b4ed8 (__DATA_CONST,__const) external _kMCObjectKeyConditionalActionPredicate
00000001df3b50c0 (__DATA_CONST,__const) external _kMCObjectKeyContainerAudioPlaylist
00000001df3b50c8 (__DATA_CONST,__const) external _kMCObjectKeyContainerInitialState
00000001df3b50e0 (__DATA_CONST,__const) external _kMCObjectKeyEffectActions
00000001df3b50f0 (__DATA_CONST,__const) external _kMCObjectKeyEffectEffectAttributes
00000001df3b50e8 (__DATA_CONST,__const) external _kMCObjectKeyEffectEffectID
00000001df3b50d0 (__DATA_CONST,__const) external _kMCObjectKeyEffectSlides
00000001df3b50d8 (__DATA_CONST,__const) external _kMCObjectKeyEffectTexts
00000001df3b5158 (__DATA_CONST,__const) external _kMCObjectKeyFilterAnimationPaths
00000001df3b5150 (__DATA_CONST,__const) external _kMCObjectKeyFilterAttributes
00000001df3b5148 (__DATA_CONST,__const) external _kMCObjectKeyFilterFilterID
00000001df3b4fa0 (__DATA_CONST,__const) external _kMCObjectKeyGenericActionAttributes
00000001df3b51a8 (__DATA_CONST,__const) external _kMCObjectKeyMontageAudioAssets
00000001df3b5198 (__DATA_CONST,__const) external _kMCObjectKeyMontageAudioFadeOutDuration
00000001df3b51b0 (__DATA_CONST,__const) external _kMCObjectKeyMontageContainers
00000001df3b5188 (__DATA_CONST,__const) external _kMCObjectKeyMontageFadeInDuration
00000001df3b5190 (__DATA_CONST,__const) external _kMCObjectKeyMontageFadeOutDuration
00000001df3b5178 (__DATA_CONST,__const) external _kMCObjectKeyMontageRootPlug
00000001df3b51b8 (__DATA_CONST,__const) external _kMCObjectKeyMontageStyleHint
00000001df3b5180 (__DATA_CONST,__const) external _kMCObjectKeyMontageUUIDSeed
00000001df3b51a0 (__DATA_CONST,__const) external _kMCObjectKeyMontageVideoAssets
00000001df3b4f98 (__DATA_CONST,__const) external _kMCObjectKeyMotionTriggerAttributes
00000001df3b4f70 (__DATA_CONST,__const) external _kMCObjectKeyMotionTriggerDuration
00000001df3b4f78 (__DATA_CONST,__const) external _kMCObjectKeyMotionTriggerEaseIn
00000001df3b4f80 (__DATA_CONST,__const) external _kMCObjectKeyMotionTriggerEaseOut
00000001df3b4f90 (__DATA_CONST,__const) external _kMCObjectKeyMotionTriggerExpression
00000001df3b4f68 (__DATA_CONST,__const) external _kMCObjectKeyMotionTriggerKey
00000001df3b4f88 (__DATA_CONST,__const) external _kMCObjectKeyMotionTriggerScalar
00000001df3b5108 (__DATA_CONST,__const) external _kMCObjectKeyNavigatorPlugs
00000001df3b5110 (__DATA_CONST,__const) external _kMCObjectKeyNavigatorStartPlugID
00000001df3b51c0 (__DATA_CONST,__const) external _kMCObjectKeyObjectID
00000001df3b51c8 (__DATA_CONST,__const) external _kMCObjectKeyObjectType
00000001df3b5120 (__DATA_CONST,__const) external _kMCObjectKeyParallelizerBackgroundColor
00000001df3b5118 (__DATA_CONST,__const) external _kMCObjectKeyParallelizerPlugs
00000001df3b51f0 (__DATA_CONST,__const) external _kMCObjectKeyPlugActions
00000001df3b51e8 (__DATA_CONST,__const) external _kMCObjectKeyPlugAnimationPaths
00000001df3b51d8 (__DATA_CONST,__const) external _kMCObjectKeyPlugContainerID
00000001df3b51e0 (__DATA_CONST,__const) external _kMCObjectKeyPlugFilters
00000001df3b5218 (__DATA_CONST,__const) external _kMCObjectKeyPlugFlags
00000001df3b5220 (__DATA_CONST,__const) external _kMCObjectKeyPlugHavenIDInSupercontainer
00000001df3b5200 (__DATA_CONST,__const) external _kMCObjectKeyPlugLoopDuration
00000001df3b5210 (__DATA_CONST,__const) external _kMCObjectKeyPlugNumberOfLoops
00000001df3b5240 (__DATA_CONST,__const) external _kMCObjectKeyPlugParallelAudioPriority
00000001df3b5250 (__DATA_CONST,__const) external _kMCObjectKeyPlugParallelGeometries
00000001df3b5228 (__DATA_CONST,__const) external _kMCObjectKeyPlugParallelIDInSupercontainer
00000001df3b5248 (__DATA_CONST,__const) external _kMCObjectKeyPlugParallelOpacity
00000001df3b5258 (__DATA_CONST,__const) external _kMCObjectKeyPlugParallelPositionX
00000001df3b5260 (__DATA_CONST,__const) external _kMCObjectKeyPlugParallelPositionY
00000001df3b5268 (__DATA_CONST,__const) external _kMCObjectKeyPlugParallelPositionZ
00000001df3b5288 (__DATA_CONST,__const) external _kMCObjectKeyPlugParallelRotationX
00000001df3b5290 (__DATA_CONST,__const) external _kMCObjectKeyPlugParallelRotationY
00000001df3b5298 (__DATA_CONST,__const) external _kMCObjectKeyPlugParallelRotationZ
00000001df3b5280 (__DATA_CONST,__const) external _kMCObjectKeyPlugParallelScale
00000001df3b5278 (__DATA_CONST,__const) external _kMCObjectKeyPlugParallelSizeHeight
00000001df3b5270 (__DATA_CONST,__const) external _kMCObjectKeyPlugParallelSizeWidth
00000001df3b5230 (__DATA_CONST,__const) external _kMCObjectKeyPlugParallelTimeIn
00000001df3b5238 (__DATA_CONST,__const) external _kMCObjectKeyPlugParallelZIndex
00000001df3b51f8 (__DATA_CONST,__const) external _kMCObjectKeyPlugPhaseInDuration
00000001df3b5208 (__DATA_CONST,__const) external _kMCObjectKeyPlugPhaseOutDuration
00000001df3b52a8 (__DATA_CONST,__const) external _kMCObjectKeyPlugSerialIndex
00000001df3b52c0 (__DATA_CONST,__const) external _kMCObjectKeyPlugSerialTransitionAttributes
00000001df3b52b8 (__DATA_CONST,__const) external _kMCObjectKeyPlugSerialTransitionDuration
00000001df3b52b0 (__DATA_CONST,__const) external _kMCObjectKeyPlugSerialTransitionID
00000001df3b5140 (__DATA_CONST,__const) external _kMCObjectKeySerializerInitialTransitionAttributes
00000001df3b5138 (__DATA_CONST,__const) external _kMCObjectKeySerializerInitialTransitionDuration
00000001df3b5130 (__DATA_CONST,__const) external _kMCObjectKeySerializerInitialTransitionID
00000001df3b5128 (__DATA_CONST,__const) external _kMCObjectKeySerializerPlugs
00000001df3b5398 (__DATA_CONST,__const) external _kMCObjectKeySlideAnimationPaths
00000001df3b5300 (__DATA_CONST,__const) external _kMCObjectKeySlideAsset
00000001df3b52f8 (__DATA_CONST,__const) external _kMCObjectKeySlideAssetID
00000001df3b5340 (__DATA_CONST,__const) external _kMCObjectKeySlideAudioDuckInDuration
00000001df3b5338 (__DATA_CONST,__const) external _kMCObjectKeySlideAudioDuckLevel
00000001df3b5348 (__DATA_CONST,__const) external _kMCObjectKeySlideAudioDuckOutDuration
00000001df3b5328 (__DATA_CONST,__const) external _kMCObjectKeySlideAudioFadeInDuration
00000001df3b5330 (__DATA_CONST,__const) external _kMCObjectKeySlideAudioFadeOutDuration
00000001df3b5320 (__DATA_CONST,__const) external _kMCObjectKeySlideAudioVolume
00000001df3b5378 (__DATA_CONST,__const) external _kMCObjectKeySlideCenterX
00000001df3b5380 (__DATA_CONST,__const) external _kMCObjectKeySlideCenterY
00000001df3b5358 (__DATA_CONST,__const) external _kMCObjectKeySlideDuration
00000001df3b53a0 (__DATA_CONST,__const) external _kMCObjectKeySlideFilters
00000001df3b52e8 (__DATA_CONST,__const) external _kMCObjectKeySlideFlags
00000001df3b5368 (__DATA_CONST,__const) external _kMCObjectKeySlideFrameAttributes
00000001df3b5360 (__DATA_CONST,__const) external _kMCObjectKeySlideFrameID
00000001df3b5318 (__DATA_CONST,__const) external _kMCObjectKeySlideIndex
00000001df3b5370 (__DATA_CONST,__const) external _kMCObjectKeySlideKenBurnsType
00000001df3b5308 (__DATA_CONST,__const) external _kMCObjectKeySlidePlug
00000001df3b5390 (__DATA_CONST,__const) external _kMCObjectKeySlideRotation
00000001df3b5388 (__DATA_CONST,__const) external _kMCObjectKeySlideScale
00000001df3b52f0 (__DATA_CONST,__const) external _kMCObjectKeySlideSlideAssets
00000001df3b5310 (__DATA_CONST,__const) external _kMCObjectKeySlideSong
00000001df3b5350 (__DATA_CONST,__const) external _kMCObjectKeySlideStartTime
00000001df3b53c0 (__DATA_CONST,__const) external _kMCObjectKeySongAsset
00000001df3b53b8 (__DATA_CONST,__const) external _kMCObjectKeySongAssetID
00000001df3b53f0 (__DATA_CONST,__const) external _kMCObjectKeySongDuration
00000001df3b53d0 (__DATA_CONST,__const) external _kMCObjectKeySongFadeInDuration
00000001df3b53d8 (__DATA_CONST,__const) external _kMCObjectKeySongFadeOutDuration
00000001df3b53e0 (__DATA_CONST,__const) external _kMCObjectKeySongIndex
00000001df3b53e8 (__DATA_CONST,__const) external _kMCObjectKeySongStartTime
00000001df3b53c8 (__DATA_CONST,__const) external _kMCObjectKeySongVolume
00000001df3b4f60 (__DATA_CONST,__const) external _kMCObjectKeyStateOperationExpression
00000001df3b4f50 (__DATA_CONST,__const) external _kMCObjectKeyStateOperationScalar
00000001df3b4f48 (__DATA_CONST,__const) external _kMCObjectKeyStateOperationStateKey
00000001df3b4f58 (__DATA_CONST,__const) external _kMCObjectKeyStateOperationString
00000001df3b5400 (__DATA_CONST,__const) external _kMCObjectKeyTextAttributedString
00000001df3b53f8 (__DATA_CONST,__const) external _kMCObjectKeyTextIndex
00000001df3b4f10 (__DATA_CONST,__const) external _kMCObjectKeyTransitionAttributes
00000001df3b4f18 (__DATA_CONST,__const) external _kMCObjectKeyTransitionDestinationPlugID
00000001df3b4f08 (__DATA_CONST,__const) external _kMCObjectKeyTransitionDuration
00000001df3b4f00 (__DATA_CONST,__const) external _kMCObjectKeyTransitionID
00000001df3b51d0 (__DATA_CONST,__const) external _kMCObjectSnapshotObjectID
00000001df3b52c8 (__DATA_CONST,__const) external _kMCSlideKenBurnsTypeCropToFit
00000001df3b52e0 (__DATA_CONST,__const) external _kMCSlideKenBurnsTypeLinear
00000001df3b52d0 (__DATA_CONST,__const) external _kMCSlideKenBurnsTypeScaleToFit
00000001df3b52d8 (__DATA_CONST,__const) external _kMCSlideKenBurnsTypeScropToFit
00000001df3b5450 (__DATA_CONST,__const) external _kMCTextAlignmentID
00000001df3b5418 (__DATA_CONST,__const) external _kMCTextBackroundColorID
00000001df3b5458 (__DATA_CONST,__const) external _kMCTextFirstLineHeadIndentID
00000001df3b5428 (__DATA_CONST,__const) external _kMCTextFontFamilyID
00000001df3b5420 (__DATA_CONST,__const) external _kMCTextFontNameID
00000001df3b5430 (__DATA_CONST,__const) external _kMCTextFontSizeID
00000001df3b5448 (__DATA_CONST,__const) external _kMCTextFontStretchID
00000001df3b5440 (__DATA_CONST,__const) external _kMCTextFontStyleID
00000001df3b5438 (__DATA_CONST,__const) external _kMCTextFontWeightID
00000001df3b5410 (__DATA_CONST,__const) external _kMCTextForegroundColorID
00000001df3b5460 (__DATA_CONST,__const) external _kMCTextHeadIndentID
00000001df3b54c8 (__DATA_CONST,__const) external _kMCTextKernID
00000001df3b54c0 (__DATA_CONST,__const) external _kMCTextLigatureID
00000001df3b5480 (__DATA_CONST,__const) external _kMCTextShadowBlurRadiusID
00000001df3b5470 (__DATA_CONST,__const) external _kMCTextShadowColorID
00000001df3b5468 (__DATA_CONST,__const) external _kMCTextShadowID
00000001df3b5478 (__DATA_CONST,__const) external _kMCTextShadowOffsetID
00000001df3b5488 (__DATA_CONST,__const) external _kMCTextStrikethroughID
00000001df3b54d8 (__DATA_CONST,__const) external _kMCTextStrokeColorID
00000001df3b54d0 (__DATA_CONST,__const) external _kMCTextStrokeWidthID
00000001df3b54b8 (__DATA_CONST,__const) external _kMCTextSuperscriptID
00000001df3b5408 (__DATA_CONST,__const) external _kMCTextTextID
00000001df3b54b0 (__DATA_CONST,__const) external _kMCTextUnderlineByWordID
00000001df3b5498 (__DATA_CONST,__const) external _kMCTextUnderlineColorID
00000001df3b5490 (__DATA_CONST,__const) external _kMCTextUnderlineID
00000001df3b54a8 (__DATA_CONST,__const) external _kMCTextUnderlinePatternID
00000001df3b54a0 (__DATA_CONST,__const) external _kMCTextUnderlineThicknessID
00000001df3b4f20 (__DATA_CONST,__const) external _kMCTransitionTriggerAttributePresetIDKey
00000001df3b4f28 (__DATA_CONST,__const) external _kMCTransitionTriggerAttributeRandomSeedKey
                 (undefined) external _kMDItemContentTypeTree (from CoreServices)
00000001d63690b0 (__DATA,__data) external _kMEAVExportPreset
00000001d63690c8 (__DATA,__data) external _kMEAVOutputSettingsPreset1280x720
00000001d63690d0 (__DATA,__data) external _kMEAVOutputSettingsPreset1920x1080
00000001d63690b8 (__DATA,__data) external _kMEAVOutputSettingsPreset640x480
00000001d63690c0 (__DATA,__data) external _kMEAVOutputSettingsPreset960x540
00000001d63690d8 (__DATA,__data) external _kMEAVOutputSettingsPresetiPhone3G
00000001d6369808 (__DATA,__data) external _kMEAudioTypeFile
00000001d6369810 (__DATA,__data) external _kMEAudioTypeMEAVComposition
00000001d6369080 (__DATA,__data) external _kMEExportAudioOnly
00000001d6369098 (__DATA,__data) external _kMEExportDateModified
00000001d6369040 (__DATA,__data) external _kMEExportDirectory
00000001d63690a0 (__DATA,__data) external _kMEExportDisplayName
00000001d6369060 (__DATA,__data) external _kMEExportDuration
00000001d6369078 (__DATA,__data) external _kMEExportEnableProgressImage
00000001d6369050 (__DATA,__data) external _kMEExportHeight
00000001d6369088 (__DATA,__data) external _kMEExportOutputFrameRate
00000001d6369038 (__DATA,__data) external _kMEExportPath
00000001d63690a8 (__DATA,__data) external _kMEExportPluginIdentifier
00000001d6369068 (__DATA,__data) external _kMEExportPluginSpecificOptions
00000001d6369090 (__DATA,__data) external _kMEExportPosterTime
00000001d6369058 (__DATA,__data) external _kMEExportStartTime
00000001d6369070 (__DATA,__data) external _kMEExportTmpDirectory
00000001d6369030 (__DATA,__data) external _kMEExportUTType
00000001d6369048 (__DATA,__data) external _kMEExportWidth
00000001d6369150 (__DATA,__data) external _kMEExporterErrorDomain
00000001cba34a90 (__TEXT,__const) external _kMEExporterMinFreeSpace
00000001d6369280 (__DATA,__data) external _kMEExporterPropertyMediaType
00000001d6369288 (__DATA,__data) external _kMEExporterPropertyPreferredAudioType
00000001d6369278 (__DATA,__data) external _kMEExporterPropertyUTType
00000001d63690e8 (__DATA,__data) external _kMEHTMLBundleWithHTML5Renderer
00000001d6369140 (__DATA,__data) external _kMEHTMLCloudExtension
00000001d6369118 (__DATA,__data) external _kMEHTMLEditOriginalDocument
00000001d63690f8 (__DATA,__data) external _kMEHTMLIncludeCloudMetadata
00000001d6369110 (__DATA,__data) external _kMEHTMLIncludeDocumentData
00000001d6369128 (__DATA,__data) external _kMEHTMLIncludeOnIndexPage
00000001d63690f0 (__DATA,__data) external _kMEHTMLIsStandalone
00000001d6369138 (__DATA,__data) external _kMEHTMLKeyPhoto
00000001d6369120 (__DATA,__data) external _kMEHTMLMediaMetadata
00000001d6369108 (__DATA,__data) external _kMEHTMLOnlyUseOriginalAssets
00000001d6369100 (__DATA,__data) external _kMEHTMLPrettyPrintOutput
00000001d63690e0 (__DATA,__data) external _kMEHTMLReferenceOriginalAssets
00000001d6369130 (__DATA,__data) external _kMEHTMLUUID
00000001d6369148 (__DATA,__data) external _kMEHTMLUseOriginalPaths
00000001df3b4bb0 (__DATA_CONST,__const) external _kMPAnimatedSetFeaturingAttributesAnimationDuration
00000001df3b4b98 (__DATA_CONST,__const) external _kMPAnimatedSetFeaturingAttributesAnimationPresetID
00000001df3b4ba8 (__DATA_CONST,__const) external _kMPAnimatedSetFeaturingAttributesDuration
00000001df3b4ba0 (__DATA_CONST,__const) external _kMPAnimatedSetFeaturingAttributesFlags
00000001d6367b70 (__DATA,__data) external _kMPAssetAttributeMapFlightPlanEndLatLong
00000001d6367b68 (__DATA,__data) external _kMPAssetAttributeMapFlightPlanStartLatLong
00000001d6367b60 (__DATA,__data) external _kMPAssetAttributeMapLevel
00000001d6367b48 (__DATA,__data) external _kMPAssetAttributeMapPoint
00000001d6367ac0 (__DATA,__data) external _kMPAssetDescriptionMediaSourceType
00000001d6367ac8 (__DATA,__data) external _kMPAssetDescriptionThumbnailPath
00000001d6367ab8 (__DATA,__data) external _kMPAssetDescriptionUID
00000001d6367b40 (__DATA,__data) external _kMPAssetMapInset
00000001d6367b38 (__DATA,__data) external _kMPAssetMapLatLongPoints
00000001d6367b78 (__DATA,__data) external _kMPAssetOptionMapFlightPlanBearing
00000001d6367b50 (__DATA,__data) external _kMPAssetOptionMapLatLong
00000001d6367b58 (__DATA,__data) external _kMPAssetOptionMapPoint
00000001d63684b8 (__DATA,__data) external _kMPAuthoringAlignToBeats
00000001d6368648 (__DATA,__data) external _kMPAuthoringAlwaysIncludeLastTransition
00000001d6368518 (__DATA,__data) external _kMPAuthoringAspectRatio
00000001d6368490 (__DATA,__data) external _kMPAuthoringAudioDuration
00000001d6368498 (__DATA,__data) external _kMPAuthoringAudioDurationFactor
00000001d63684a0 (__DATA,__data) external _kMPAuthoringAudioScalingMode
00000001d6368728 (__DATA,__data) external _kMPAuthoringAuthorOldEffectsOnAspectRatioChange
00000001d6368720 (__DATA,__data) external _kMPAuthoringAuthorOnAspectRatioChange
00000001d6368580 (__DATA,__data) external _kMPAuthoringBackgroundColor
00000001d6367ab0 (__DATA,__data) external _kMPAuthoringCachedAbsolutePaths
00000001d63686c0 (__DATA,__data) external _kMPAuthoringCanAdjustPhaseDurations
00000001d63684b0 (__DATA,__data) external _kMPAuthoringCanRepeatEffectWithPreset
00000001d63684a8 (__DATA,__data) external _kMPAuthoringCanRepeatPreset
00000001d6368588 (__DATA,__data) external _kMPAuthoringColorScheme
00000001d63684c8 (__DATA,__data) external _kMPAuthoringCreateBeats
00000001d63684e0 (__DATA,__data) external _kMPAuthoringCroppingMode
00000001d6368750 (__DATA,__data) external _kMPAuthoringCustomDurations
00000001d63686b8 (__DATA,__data) external _kMPAuthoringDetectFacesInBackground
00000001d6367aa0 (__DATA,__data) external _kMPAuthoringDidFinishApplyingStyleNotification
00000001d6368610 (__DATA,__data) external _kMPAuthoringDuckMovies
00000001d63686d8 (__DATA,__data) external _kMPAuthoringDynamicEffect
00000001d63686e0 (__DATA,__data) external _kMPAuthoringDynamicLastIndexUsed
00000001d63686e8 (__DATA,__data) external _kMPAuthoringDynamicMinimumSlidesToAdd
00000001d63686c8 (__DATA,__data) external _kMPAuthoringEffectDecidesTransition
00000001d6368528 (__DATA,__data) external _kMPAuthoringEffectDuration
00000001d6368450 (__DATA,__data) external _kMPAuthoringEffectList
00000001d63686d0 (__DATA,__data) external _kMPAuthoringEffectNeedsPreviousAttributes
00000001d63685c8 (__DATA,__data) external _kMPAuthoringEffectPadding
00000001d6368448 (__DATA,__data) external _kMPAuthoringEffectPickingMode
00000001d6368600 (__DATA,__data) external _kMPAuthoringFadeOutAudio
00000001d6368730 (__DATA,__data) external _kMPAuthoringFitMoviesWhenPossible
00000001d6368628 (__DATA,__data) external _kMPAuthoringGapInformation
00000001d63684c0 (__DATA,__data) external _kMPAuthoringIgnoreBeats
00000001d6367aa8 (__DATA,__data) external _kMPAuthoringIgnoreClustering
00000001d6368460 (__DATA,__data) external _kMPAuthoringIgnoreTransitionList
00000001d6368430 (__DATA,__data) external _kMPAuthoringImageOrderingMode
00000001d6368458 (__DATA,__data) external _kMPAuthoringInitiallyIgnoreEffect
00000001d6368708 (__DATA,__data) external _kMPAuthoringIntroDuration
00000001d63685e0 (__DATA,__data) external _kMPAuthoringIntroEffectID
00000001d63686f8 (__DATA,__data) external _kMPAuthoringJournalRepresentation
00000001d63684f0 (__DATA,__data) external _kMPAuthoringKenBurnsLevel
00000001d63684f8 (__DATA,__data) external _kMPAuthoringKenBurnsLikelihood
00000001d6368508 (__DATA,__data) external _kMPAuthoringKenBurnsMaxZoom
00000001d6368510 (__DATA,__data) external _kMPAuthoringKenBurnsPanFactor
00000001d6368500 (__DATA,__data) external _kMPAuthoringKenBurnsZoomFactor
00000001d63686f0 (__DATA,__data) external _kMPAuthoringLastPreset
00000001d6368488 (__DATA,__data) external _kMPAuthoringLayerHasImages
00000001d6368480 (__DATA,__data) external _kMPAuthoringLayerIndex
00000001d6368530 (__DATA,__data) external _kMPAuthoringLayerTimeScale
00000001d6368608 (__DATA,__data) external _kMPAuthoringLayerType
00000001d6368660 (__DATA,__data) external _kMPAuthoringLive
00000001d6367fe0 (__DATA,__data) external _kMPAuthoringLiveDidAddEffectsNotification
00000001d6367fe8 (__DATA,__data) external _kMPAuthoringLiveDidChangeNotification
00000001d6368668 (__DATA,__data) external _kMPAuthoringLiveMaxSlidePreload
00000001d6368690 (__DATA,__data) external _kMPAuthoringLiveMissedImages
00000001d6367ff8 (__DATA,__data) external _kMPAuthoringLiveNeedsPathsNotification
00000001d6368698 (__DATA,__data) external _kMPAuthoringLivePlaceholderIndex
00000001d6368680 (__DATA,__data) external _kMPAuthoringLiveReset
00000001d6368670 (__DATA,__data) external _kMPAuthoringLiveSlideIndex
00000001d63686a0 (__DATA,__data) external _kMPAuthoringLiveUseOutro
00000001d6367ff0 (__DATA,__data) external _kMPAuthoringLiveUsedAllPathsNotification
00000001d63684d0 (__DATA,__data) external _kMPAuthoringLockTransitionDuration
00000001d63684e8 (__DATA,__data) external _kMPAuthoringMatchPhasesWithTransition
00000001d6368748 (__DATA,__data) external _kMPAuthoringMaximumDuration
00000001d6368578 (__DATA,__data) external _kMPAuthoringMaximumTransitionDuration
00000001d6368740 (__DATA,__data) external _kMPAuthoringMinimumDuration
00000001d6368590 (__DATA,__data) external _kMPAuthoringMinimumEffectDuration
00000001d6368570 (__DATA,__data) external _kMPAuthoringMinimumTransitionDuration
00000001d63685a0 (__DATA,__data) external _kMPAuthoringMovieVolume
00000001d6368658 (__DATA,__data) external _kMPAuthoringMultilineSizeFactor
00000001d6367a98 (__DATA,__data) external _kMPAuthoringNoImagesAvailableNotification
00000001d63686a8 (__DATA,__data) external _kMPAuthoringOutroDuration
00000001d63685d8 (__DATA,__data) external _kMPAuthoringOutroEffectID
00000001d6368568 (__DATA,__data) external _kMPAuthoringOutroTitleStrings
00000001d63685d0 (__DATA,__data) external _kMPAuthoringPadTextOnlyEffects
00000001d63686b0 (__DATA,__data) external _kMPAuthoringPerformFaceDetection
00000001d6368630 (__DATA,__data) external _kMPAuthoringPickEffectsEvenlyByID
00000001d6368620 (__DATA,__data) external _kMPAuthoringPickTransitionEvenlyByID
00000001d6368688 (__DATA,__data) external _kMPAuthoringPlaceLabels
00000001d6368598 (__DATA,__data) external _kMPAuthoringReconfigureIndices
00000001d6368618 (__DATA,__data) external _kMPAuthoringRegionOfInterestPickMode
00000001d6368710 (__DATA,__data) external _kMPAuthoringRemoveIntroAfterStart
00000001d6368700 (__DATA,__data) external _kMPAuthoringReorderMode
00000001d6368470 (__DATA,__data) external _kMPAuthoringRepeatTransitions
00000001d6368538 (__DATA,__data) external _kMPAuthoringReplaceAudioPlaylist
00000001d6368640 (__DATA,__data) external _kMPAuthoringRequestGeneratedImages
00000001d63685a8 (__DATA,__data) external _kMPAuthoringSaveVersionInformation
00000001d63685e8 (__DATA,__data) external _kMPAuthoringScaleOutroEffect
00000001d6368758 (__DATA,__data) external _kMPAuthoringScreenSize
00000001d6368638 (__DATA,__data) external _kMPAuthoringSecondaryPaths
00000001d63684d8 (__DATA,__data) external _kMPAuthoringSeed
00000001d6368718 (__DATA,__data) external _kMPAuthoringSkipFaceDetectionAtStart
00000001d63685b0 (__DATA,__data) external _kMPAuthoringSkipTransitions
00000001d6368428 (__DATA,__data) external _kMPAuthoringStyleID
00000001d6368650 (__DATA,__data) external _kMPAuthoringSubtitles
00000001d6368738 (__DATA,__data) external _kMPAuthoringTellEffectsToSyncToMusic
00000001d63685f0 (__DATA,__data) external _kMPAuthoringTitleColor
00000001d6368558 (__DATA,__data) external _kMPAuthoringTitleEffect
00000001d6368560 (__DATA,__data) external _kMPAuthoringTitleStrings
00000001d6368478 (__DATA,__data) external _kMPAuthoringTransitionDuration
00000001d6368468 (__DATA,__data) external _kMPAuthoringTransitionList
00000001d63685c0 (__DATA,__data) external _kMPAuthoringUniformDurations
00000001d6368438 (__DATA,__data) external _kMPAuthoringUseBestAspectRatio
00000001d63685f8 (__DATA,__data) external _kMPAuthoringUseClustering
00000001d6368540 (__DATA,__data) external _kMPAuthoringUseDefaultAudio
00000001d6368550 (__DATA,__data) external _kMPAuthoringUseImageOnlyTitleEffect
00000001d63685b8 (__DATA,__data) external _kMPAuthoringUseLoopTransition
00000001d6368440 (__DATA,__data) external _kMPAuthoringUseROIAspectRatio
00000001d6368520 (__DATA,__data) external _kMPAuthoringUseROIForCropping
00000001d6368548 (__DATA,__data) external _kMPAuthoringUseTitleEffect
00000001d6368678 (__DATA,__data) external _kMPAuthoringVideoPathIndicies
00000001d6367e40 (__DATA,__data) external _kMPCriterionHarmonicComplexity
00000001d6367e38 (__DATA,__data) external _kMPCriterionRhythmicStrength
00000001d6367ae8 (__DATA,__data) external _kMPDocumentAuthoringOptions
00000001d6367b08 (__DATA,__data) external _kMPDocumentAuthoringVersions
