000000000003c1b8 (__DATA,__data) external _NDR_record
0000000000007e38 (__TEXT,__text) external _setiopolicy_np
0000000000008a6c (__TEXT,__text) external _setitimer
000000000000bae0 (__TEXT,__text) external _setpgid
0000000000008530 (__TEXT,__text) external _setpriority
000000000000edcc (__TEXT,__text) external _setprivexec
0000000000011f54 (__TEXT,__text) external _setquota
000000000000dac8 (__TEXT,__text) external _setregid
000000000000daf0 (__TEXT,__text) external _setreuid
0000000000003668 (__TEXT,__text) external _setrlimit
000000000000db18 (__TEXT,__text) external _setsgroups_np
0000000000008bd0 (__TEXT,__text) external _setsid
0000000000004b84 (__TEXT,__text) external _setsockopt
00000000000095fc (__TEXT,__text) external _setuid
000000000000db90 (__TEXT,__text) external _setwgroups_np
0000000000004330 (__TEXT,__text) external _setxattr
000000000001546c (__TEXT,__text) external _sfi_get_class_offtime
0000000000015494 (__TEXT,__text) external _sfi_process_get_flags
0000000000015480 (__TEXT,__text) external _sfi_process_set_flags
0000000000009b20 (__TEXT,__text) external _sfi_set_class_offtime
000000000000ccec (__TEXT,__text) external _shm_open
000000000000edf4 (__TEXT,__text) external _shm_unlink
000000000000ee1c (__TEXT,__text) external _shmat
000000000000dc30 (__TEXT,__text) external _shmctl
000000000000ee44 (__TEXT,__text) external _shmdt
000000000000ee6c (__TEXT,__text) external _shmget
000000000000cd60 (__TEXT,__text) external _shmsys
0000000000004dec (__TEXT,__text) external _shutdown
000000000000ee94 (__TEXT,__text) external _sigpending
0000000000003ff0 (__TEXT,__text) external _sigprocmask
000000000001a424 (__TEXT,__text) external _sigsuspend
00000000000079f0 (__TEXT,__text) external _sigsuspend$NOCANCEL
0000000000004abc (__TEXT,__text) external _socket
000000000000eebc (__TEXT,__text) external _socket_delegate
0000000000004c80 (__TEXT,__text) external _socketpair
00000000000151f8 (__TEXT,__text) external _stackshot_capture_with_config
0000000000015174 (__TEXT,__text) external _stackshot_config_create
0000000000015350 (__TEXT,__text) external _stackshot_config_dealloc
0000000000015300 (__TEXT,__text) external _stackshot_config_dealloc_buffer
0000000000015268 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
0000000000015274 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00000000000152b4 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00000000000151dc (__TEXT,__text) external _stackshot_config_set_flags
00000000000152d8 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00000000000151c0 (__TEXT,__text) external _stackshot_config_set_pid
0000000000015290 (__TEXT,__text) external _stackshot_config_set_size_hint
000000000000bb30 (__TEXT,__text) external _stat
000000000000bb30 (__TEXT,__text) external _stat64
000000000000ef34 (__TEXT,__text) external _statfs
000000000000ef34 (__TEXT,__text) external _statfs64
000000000003c268 (__DATA,__bss) non-external _supported
000000000000ef5c (__TEXT,__text) external _swapon
0000000000000c68 (__TEXT,__text) external _swtch
0000000000000c5c (__TEXT,__text) external _swtch_pri
00000000000061f4 (__TEXT,__text) external _symlink
000000000000ef84 (__TEXT,__text) external _symlinkat
000000000000efac (__TEXT,__text) external _sync
0000000000002e00 (__TEXT,__text) external _syscall
0000000000000c74 (__TEXT,__text) external _syscall_thread_switch
0000000000015458 (__TEXT,__text) external _system_get_sfi_window
000000000000efd4 (__TEXT,__text) external _system_override
0000000000009b5c (__TEXT,__text) external _system_set_sfi_window
000000000003c270 (__DATA,__bss) non-external _system_version_compat_check_path_suffix
000000000003c220 (__DATA,__common) external _system_version_compat_mode
0000000000029d0c (__TEXT,__text) external _task_assign
0000000000029e3c (__TEXT,__text) external _task_assign_default
00000000000283d4 (__TEXT,__text) external _task_create
000000000002c260 (__TEXT,__text) external _task_create_identity_token
000000000002c528 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
0000000000000a88 (__TEXT,__text) external _task_dyld_process_info_notify_get
000000000002c140 (__TEXT,__text) external _task_dyld_process_info_notify_register
0000000000000bf0 (__TEXT,__text) external _task_for_pid
000000000002afd8 (__TEXT,__text) external _task_generate_corpse
0000000000029f58 (__TEXT,__text) external _task_get_assignment
000000000002b510 (__TEXT,__text) external _task_get_dyld_image_infos
000000000002975c (__TEXT,__text) external _task_get_emulation_vector
000000000002bd9c (__TEXT,__text) external _task_get_exc_guard_behavior
000000000000b628 (__TEXT,__text) external _task_get_exception_ports
000000000002c644 (__TEXT,__text) external _task_get_exception_ports_info
000000000002abcc (__TEXT,__text) external _task_get_mach_voucher
000000000000117c (__TEXT,__text) external _task_get_special_port
000000000002a274 (__TEXT,__text) external _task_get_state
000000000002c3bc (__TEXT,__text) external _task_identity_token_get_task_port
000000000000134c (__TEXT,__text) external _task_info
000000000002bbc4 (__TEXT,__text) external _task_inspect
000000000000effc (__TEXT,__text) external _task_inspect_for_pid
000000000002b134 (__TEXT,__text) external _task_map_corpse_info
000000000002ba54 (__TEXT,__text) external _task_map_corpse_info_64
000000000002cc8c (__TEXT,__text) external _task_map_kcdata_object_64
0000000000000be4 (__TEXT,__text) external _task_name_for_pid
00000000000294cc (__TEXT,__text) external _task_policy
00000000000291a4 (__TEXT,__text) external _task_policy_get
000000000000315c (__TEXT,__text) external _task_policy_set
000000000002aa28 (__TEXT,__text) external _task_purgable_info
000000000000f024 (__TEXT,__text) external _task_read_for_pid
000000000002b8ec (__TEXT,__text) external _task_register_dyld_get_process_state
000000000002b2a0 (__TEXT,__text) external _task_register_dyld_image_infos
000000000002b7c8 (__TEXT,__text) external _task_register_dyld_set_dyld_state
000000000002b6a0 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
0000000000000d28 (__TEXT,__text) external _task_restartable_ranges_register
0000000000003698 (__TEXT,__text) external _task_restartable_ranges_synchronize
0000000000028778 (__TEXT,__text) external _task_resume
000000000002a918 (__TEXT,__text) external _task_resume2
00000000000293ac (__TEXT,__text) external _task_sample
0000000000012054 (__TEXT,__text) external _task_self_
0000000000000b30 (__TEXT,__text) external _task_self_trap
000000000002ca40 (__TEXT,__text) external _task_set_corpse_forking_behavior
0000000000029644 (__TEXT,__text) external _task_set_emulation
00000000000298e8 (__TEXT,__text) external _task_set_emulation_vector
000000000002bee0 (__TEXT,__text) external _task_set_exc_guard_behavior
000000000000a4e8 (__TEXT,__text) external _task_set_exception_ports
000000000000a960 (__TEXT,__text) external _task_set_info
000000000002ad38 (__TEXT,__text) external _task_set_mach_voucher
000000000002a668 (__TEXT,__text) external _task_set_phys_footprint_limit
000000000002a0b4 (__TEXT,__text) external _task_set_policy
000000000001b78c (__TEXT,__text) external _task_set_port_space
0000000000029a1c (__TEXT,__text) external _task_set_ras_pc
0000000000001cfc (__TEXT,__text) external _task_set_special_port
000000000002a4bc (__TEXT,__text) external _task_set_state
0000000000028668 (__TEXT,__text) external _task_suspend
000000000002a7bc (__TEXT,__text) external _task_suspend2
0000000000028be4 (__TEXT,__text) external _task_swap_exception_ports
000000000002ae58 (__TEXT,__text) external _task_swap_mach_voucher
0000000000028558 (__TEXT,__text) external _task_terminate
000000000002cb5c (__TEXT,__text) external _task_test_async_upcall_propagation
000000000002c920 (__TEXT,__text) external _task_test_sync_upcall
000000000000920c (__TEXT,__text) external _task_threads
000000000002b3d8 (__TEXT,__text) external _task_unregister_dyld_image_infos
0000000000029b34 (__TEXT,__text) external _task_zone_info
0000000000015454 (__TEXT,__text) external _terminate_with_payload
000000000000a924 (__TEXT,__text) external _terminate_with_reason
000000000002d6cc (__TEXT,__text) external _thread_abort
000000000002d7dc (__TEXT,__text) external _thread_abort_safely
000000000002e20c (__TEXT,__text) external _thread_assign
000000000002e32c (__TEXT,__text) external _thread_assign_default
000000000002eb50 (__TEXT,__text) external _thread_convert_thread_state
0000000000028888 (__TEXT,__text) external _thread_create
00000000000289e4 (__TEXT,__text) external _thread_create_running
000000000002d8ec (__TEXT,__text) external _thread_depress_abort
0000000000003b3c (__TEXT,__text) external _thread_destruct_special_reply_port
000000000002e43c (__TEXT,__text) external _thread_get_assignment
0000000000009b70 (__TEXT,__text) external _thread_get_exception_ports
000000000002edac (__TEXT,__text) external _thread_get_exception_ports_info
000000000002e744 (__TEXT,__text) external _thread_get_mach_voucher
0000000000014044 (__TEXT,__text) external _thread_get_register_pointer_values
000000000002d9fc (__TEXT,__text) external _thread_get_special_port
0000000000000c2c (__TEXT,__text) external _thread_get_special_reply_port
000000000000938c (__TEXT,__text) external _thread_get_state
0000000000007a4c (__TEXT,__text) external _thread_info
0000000000005940 (__TEXT,__text) external _thread_policy
0000000000009624 (__TEXT,__text) external _thread_policy_get
0000000000006980 (__TEXT,__text) external _thread_policy_set
000000000002d5bc (__TEXT,__text) external _thread_resume
000000000002dfd0 (__TEXT,__text) external _thread_sample
0000000000000b24 (__TEXT,__text) external _thread_self_trap
000000000000f04c (__TEXT,__text) external _thread_selfcounts
0000000000006c30 (__TEXT,__text) external _thread_set_exception_ports
000000000002e8b0 (__TEXT,__text) external _thread_set_mach_voucher
0000000000013fec (__TEXT,__text) external _thread_set_policy
000000000002db68 (__TEXT,__text) external _thread_set_special_port
000000000002d300 (__TEXT,__text) external _thread_set_state
000000000002d4ac (__TEXT,__text) external _thread_suspend
000000000002dc98 (__TEXT,__text) external _thread_swap_exception_ports
000000000002e9d0 (__TEXT,__text) external _thread_swap_mach_voucher
0000000000005e24 (__TEXT,__text) external _thread_switch
000000000002cdfc (__TEXT,__text) external _thread_terminate
000000000001d7cc (__TEXT,__text) external _thread_wire
0000000000031190 (__TEXT,__const) non-external _times_now
000000000000f074 (__TEXT,__text) external _tracker_action
000000000000f09c (__TEXT,__text) external _truncate
0000000000005dd4 (__TEXT,__text) external _umask
000000000000f0c4 (__TEXT,__text) external _undelete
000000000000f0ec (__TEXT,__text) external _ungraftdmg
00000000000047bc (__TEXT,__text) external _unlink
0000000000009e40 (__TEXT,__text) external _unlinkat
000000000000c66c (__TEXT,__text) external _unmount
000000000000f114 (__TEXT,__text) external _usrctl
0000000000013f34 (__TEXT,__text) external _utimensat
0000000000005dfc (__TEXT,__text) external _utimes
000000000000f13c (__TEXT,__text) external _vfs_purge
0000000000002cbc (__TEXT,__text) external _vm_allocate
000000000001d8fc (__TEXT,__text) external _vm_allocate_cpm
000000000002f6d4 (__TEXT,__text) external _vm_behavior_set
00000000000039f8 (__TEXT,__text) external _vm_copy
0000000000002da4 (__TEXT,__text) external _vm_deallocate
000000000002f088 (__TEXT,__text) external _vm_inherit
0000000000040028 (__DATA_DIRTY,__common) external _vm_kernel_page_mask
0000000000040030 (__DATA_DIRTY,__common) external _vm_kernel_page_shift
0000000000040020 (__DATA_DIRTY,__common) external _vm_kernel_page_size
000000000002f7f4 (__TEXT,__text) external _vm_machine_attribute
000000000000c2f8 (__TEXT,__text) external _vm_map
000000000002f94c (__TEXT,__text) external _vm_map_page_query
000000000002f5b4 (__TEXT,__text) external _vm_msync
0000000000040038 (__DATA_DIRTY,__common) external _vm_page_mask
0000000000040040 (__DATA_DIRTY,__common) external _vm_page_shift
0000000000040050 (__DATA_DIRTY,__common) external _vm_page_size
000000000000f164 (__TEXT,__text) external _vm_pressure_monitor
0000000000005158 (__TEXT,__text) external _vm_protect
00000000000041d4 (__TEXT,__text) external _vm_purgable_control
00000000000098b8 (__TEXT,__text) external _vm_read
000000000002f1a8 (__TEXT,__text) external _vm_read_list
000000000002f464 (__TEXT,__text) external _vm_read_overwrite
00000000000085b0 (__TEXT,__text) external _vm_region_64
00000000000087dc (__TEXT,__text) external _vm_region_recurse_64
0000000000002f3c (__TEXT,__text) external _vm_remap
000000000001bb68 (__TEXT,__text) external _vm_remap_new
000000000001d698 (__TEXT,__text) external _vm_wire
000000000002f32c (__TEXT,__text) external _vm_write
0000000000003f78 (__TEXT,__text) external _voucher_mach_msg_adopt
0000000000001c80 (__TEXT,__text) external _voucher_mach_msg_clear
0000000000003f60 (__TEXT,__text) external _voucher_mach_msg_revert
000000000000187c (__TEXT,__text) external _voucher_mach_msg_set
000000000003c208 (__DATA,__common) external _vprintf_stderr_func
000000000000c5a4 (__TEXT,__text) external _wait4
000000000000f18c (__TEXT,__text) external _waitid
000000000000de04 (__TEXT,__text) external _waitid$NOCANCEL
000000000001a9d4 (__TEXT,__text) external _work_interval_copy_port
0000000000008f1c (__TEXT,__text) external _work_interval_create
000000000001a828 (__TEXT,__text) external _work_interval_destroy
000000000001a4f0 (__TEXT,__text) external _work_interval_get_flags_from_port
0000000000009020 (__TEXT,__text) external _work_interval_instance_alloc
000000000001a63c (__TEXT,__text) external _work_interval_instance_clear
000000000001a7ac (__TEXT,__text) external _work_interval_instance_finish
000000000001a650 (__TEXT,__text) external _work_interval_instance_free
000000000001a6d0 (__TEXT,__text) external _work_interval_instance_get_complexity
000000000001a6a0 (__TEXT,__text) external _work_interval_instance_get_deadline
000000000001a6b8 (__TEXT,__text) external _work_interval_instance_get_finish
0000000000009088 (__TEXT,__text) external _work_interval_instance_get_id
000000000001a688 (__TEXT,__text) external _work_interval_instance_get_start
000000000001a6e8 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
000000000001a680 (__TEXT,__text) external _work_interval_instance_set_complexity
000000000001a670 (__TEXT,__text) external _work_interval_instance_set_deadline
000000000001a678 (__TEXT,__text) external _work_interval_instance_set_finish
000000000001a668 (__TEXT,__text) external _work_interval_instance_set_start
000000000001a704 (__TEXT,__text) external _work_interval_instance_start
000000000001a754 (__TEXT,__text) external _work_interval_instance_update
000000000001a928 (__TEXT,__text) external _work_interval_join
000000000001a980 (__TEXT,__text) external _work_interval_join_port
000000000001a9c0 (__TEXT,__text) external _work_interval_leave
000000000001a578 (__TEXT,__text) external _work_interval_notify
000000000001a5f0 (__TEXT,__text) external _work_interval_notify_simple
00000000000043d4 (__TEXT,__text) external _write
000000000000472c (__TEXT,__text) external _write$NOCANCEL
00000000000046dc (__TEXT,__text) external _writev
000000000000de2c (__TEXT,__text) external _writev$NOCANCEL
