00007ffa1e8ece3b (__TEXT,__text) non-external _DiToMD5
00007ffa1e8db9f4 (__TEXT,__text) external __ZThn24_N9IOCommand4freeEv
00007ffa1e8db990 (__TEXT,__text) external __ZThn24_N9IOCommand4initEv
00007ffa1e8daaae (__TEXT,__text) external __ZThn24_N9IOService4freeEv
00007ffa1e8da998 (__TEXT,__text) external __ZThn24_N9IOService4initEv
00007ffa1e8e1a3c (__TEXT,__text) external __ZThn24_N9OSBoolean4freeEv
00007ffa1e8dbc22 (__TEXT,__text) external __ZThn40_N13IOCommandPool10getCommandEb
00007ffa1e8dba7a (__TEXT,__text) external __ZThn40_N13IOCommandPool13initWithQueueEP15IODispatchQueue
00007ffa1e8dbca6 (__TEXT,__text) external __ZThn40_N13IOCommandPool13returnCommandEP9IOCommand
00007ffa1e8dbd94 (__TEXT,__text) external __ZThn40_N13IOCommandPool15gatedGetCommandEPP9IOCommandb
00007ffa1e8dbe14 (__TEXT,__text) external __ZThn40_N13IOCommandPool18gatedReturnCommandEP9IOCommand
00007ffa1e8db120 (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007ffa1e8e03a2 (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00007ffa1e8e045e (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00007ffa1e8e0a4e (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00007ffa1e8e0ae2 (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00007ffa1e8e0280 (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00007ffa1e8e0290 (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e8e038c (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00007ffa1e8e088e (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e8e0370 (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00007ffa1e8e0a38 (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00007ffa1e8e0dea (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e8e0a1c (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00007ffa43aba4b0 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
00007ffa43aba4b8 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znwm (from libc++)
00007ffa1e8d7d46 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00007ffa1e8d7da0 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00007ffa1e8d7dfa (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00007ffa1e8fba60 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00007ffa1e8fba83 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00007ffa1e8df065 (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00007ffa1e8de5f6 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00007ffa1e8dfaa4 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00007ffa1e8dfafc (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00007ffa1e8e0164 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00007ffa1e8e021b (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.35
00007ffa1e8deec5 (__TEXT,__text) non-external ____Z27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00007ffa1e8eac8a (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00007ffa1e8dd0ca (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00007ffa1e8fc19b (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00007ffa1e8e1e68 (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00007ffa1e8e1e41 (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00007ffa1e8e1ce8 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00007ffa1e8fc7f4 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00007ffa1e8e1f61 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00007ffa1e8e1b6c (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00007ffa1e8e1cb7 (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00007ffa1e8e1eb1 (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00007ffa1e8dd35b (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00007ffa1e8fc1be (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke.cold.1
00007ffa1e8e1e88 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00007ffa1e8dd0e7 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00007ffa1e8dd139 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.171
00007ffa1e8dd1b0 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.173
00007ffa1e8eccc0 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00007ffa1e8e9b78 (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00007ffa1e8e97c7 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00007ffa1e8e069f (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00007ffa1e8dbbe4 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00007ffa1e8dbc85 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00007ffa1e8fbf25 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00007ffa1e8d8566 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00007ffa1e8d836c (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00007ffa1e8d846f (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00007ffa1e8d7fd2 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00007ffa1e8d88c0 (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00007ffa1e8d636a (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00007ffa1e8d9e2e (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1e8d9bfb (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00007ffa1e8da01e (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00007ffa1e8d8cf8 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1e8d8b17 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1e8d8f8c (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1e8d90c1 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00007ffa1e8fbc27 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00007ffa1e8fbc4a (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00007ffa1e8d8f0d (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1e8dbfcf (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1e8dbf50 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1e8e10ea (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00007ffa1e8e0cc4 (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00007ffa1e8da2a8 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00007ffa1e8dac20 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00007ffa1e8e087e (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00007ffa1e8e07ad (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00007ffa1e8e06cc (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00007ffa1e8e0e8c (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00007ffa1e8e0cf6 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffa1e8fad1c (__TEXT,__text) external ___assert_rtn
00007ffa4193d228 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4193d9d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4193e740 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4193eb48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4193e770 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ffa4193d498 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.106
00007ffa4193d4b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00007ffa4193d4e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffa4193d518 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.110
00007ffa4193d548 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.122
00007ffa4193d568 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ffa4193d598 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.136
00007ffa4193d5b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.138
00007ffa4193d5e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
00007ffa4193d8d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.147
00007ffa4193d918 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.169
00007ffa4193d948 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.172
00007ffa4193d978 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.174
00007ffa4193da08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ffa4193d9a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.184
00007ffa4193da38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
00007ffa4193e8a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffa4193da68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ffa4193da88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00007ffa4193daa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.34
00007ffa4193dad8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ffa4193db08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ffa4193db38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48
00007ffa4193db68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.49
00007ffa4193db98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ffa4193dbc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ffa4193dbf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffa4193dc28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ffa4193dc58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ffa4193e578 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ffa4193e598 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.59
00007ffa4193e5c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007ffa4193e5f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00007ffa4193e628 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ffa4193e648 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ffa4193e678 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffa4193e6a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffa4193d258 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ffa4193d288 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00007ffa4193d2b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffa4193d2e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffa4193d318 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffa4193d338 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ffa4193d358 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ffa4193d378 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007ffa4193d3a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00007ffa4193d3d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffa4193d408 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00007ffa4193d438 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00007ffa4193d468 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007ffa4193d8f8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa4193e8c0 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007ffa1e8d4df0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffa1e8d4e10 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffa1e8d8038 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffa1e8d88e2 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ffa1e8ecd58 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffa1e8da064 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffa1e8d63f5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffa1e8e01b8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffa1e8e989c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffa1e8e9c78 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007ffa1e8d804f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffa1e8d891a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ffa1e8ecd75 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffa1e8da07b (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffa1e8d6430 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffa1e8e01f0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffa1e8e98e6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ffa1e8e9ce6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ffa1e8d4711 (__TEXT,__text) external _absolutetime_to_nanoseconds
00007ffa1e8fac82 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00007ffa1e8ed579 (__TEXT,__text) external _aes_decrypt
00007ffa1e8ed943 (__TEXT,__text) external _aes_decrypt_aad_gcm
00007ffa1e8ed4b0 (__TEXT,__text) external _aes_decrypt_cbc
00007ffa1e8ed9d2 (__TEXT,__text) external _aes_decrypt_finalize_gcm
00007ffa1e8ed989 (__TEXT,__text) external _aes_decrypt_gcm
00007ffa1e8eda48 (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00007ffa1e8ed910 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00007ffa1e8ed470 (__TEXT,__text) external _aes_decrypt_key
00007ffa1e8fce75 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00007ffa1e8ed5a2 (__TEXT,__text) external _aes_decrypt_key128
00007ffa1e8ed5c6 (__TEXT,__text) external _aes_decrypt_key256
00007ffa1e8ed7f8 (__TEXT,__text) external _aes_decrypt_key_gcm
00007ffa1e8ed83f (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00007ffa1e8ed8e0 (__TEXT,__text) external _aes_decrypt_reset_gcm
00007ffa1e8ed889 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00007ffa1e8ed459 (__TEXT,__text) external _aes_encrypt
00007ffa1e8ed712 (__TEXT,__text) external _aes_encrypt_aad_gcm
00007ffa1e8ed390 (__TEXT,__text) external _aes_encrypt_cbc
00007ffa1e8ed7a1 (__TEXT,__text) external _aes_encrypt_finalize_gcm
00007ffa1e8ed758 (__TEXT,__text) external _aes_encrypt_gcm
00007ffa1e8eda29 (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00007ffa1e8ed6df (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00007ffa1e8ed350 (__TEXT,__text) external _aes_encrypt_key
00007ffa1e8fce57 (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00007ffa1e8ed590 (__TEXT,__text) external _aes_encrypt_key128
00007ffa1e8ed5b4 (__TEXT,__text) external _aes_encrypt_key256
00007ffa1e8ed5d8 (__TEXT,__text) external _aes_encrypt_key_gcm
00007ffa1e8ed61f (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00007ffa1e8ed6af (__TEXT,__text) external _aes_encrypt_reset_gcm
00007ffa1e8ed669 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
00007ffa1e8d4767 (__TEXT,__text) external _clock_get_calendar_microtime
00007ffa1e8facc8 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00007ffa1e8d4724 (__TEXT,__text) external _clock_get_calendar_nanotime
00007ffa1e8faca5 (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00007ffa1e8d47c0 (__TEXT,__text) external _clock_get_system_nanotime
00007ffa1e8faceb (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00007ffa1e8d4806 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00007ffa1e8d3b94 (__TEXT,__text) external _crc32
                 (undefined) external _csr_check (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ffa43ab8f30 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00007ffa41942160 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00007ffa43ab8f38 (__DATA,__common) external _gIOCommandMetaClass
00007ffa43ab8f40 (__DATA,__common) external _gIOCommandPoolMetaClass
00007ffa41942170 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00007ffa41942168 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00007ffa43ab8f18 (__DATA,__common) external _gIODKDebug
00007ffa43ab8f48 (__DATA,__common) external _gIODMACommandMetaClass
00007ffa41942178 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00007ffa43ab8f50 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00007ffa41942180 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00007ffa43ab8f58 (__DATA,__common) external _gIODispatchQueueMetaClass
00007ffa41942188 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00007ffa43ab8f60 (__DATA,__common) external _gIODispatchSourceMetaClass
00007ffa41942190 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00007ffa43ab8f68 (__DATA,__common) external _gIOEventLinkMetaClass
00007ffa41942198 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00007ffa43ab8fa0 (__DATA,__common) external _gIOHistogramReporterMetaClass
00007ffa419421d0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00007ffa43ab8f70 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00007ffa419421a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00007ffa43ab8f78 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00007ffa419421a8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00007ffa43ab8f80 (__DATA,__common) external _gIOMemoryMapMetaClass
00007ffa419421b0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00007ffa43ab8fa8 (__DATA,__common) external _gIOReportLegendMetaClass
00007ffa419421d8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00007ffa43ab8f88 (__DATA,__common) external _gIOReporterMetaClass
00007ffa419421b8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00007ffa43ab8fb0 (__DATA,__common) external _gIOServiceMetaClass
00007ffa43ab8fb8 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00007ffa419421e8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00007ffa43ab8fc0 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00007ffa419421f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00007ffa419421e0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
