000000018a5ae000 (__TEXT,__const) non-external _A1_Table
000000018a5ae15c (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB16Q12.identityMap
000000018a39f2fc (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB16U
000000018a5ae158 (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB16U.identityMap
000000018a39ef90 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB8888
000000018a5ae154 (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB8888.identityMap
000000018a39f994 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGBFFFF
000000018a5ae160 (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGBFFFF.identityMap
000000018a3a3004 (__TEXT,__text) external _vImageConvert_XRGB8888ToPlanar8
000000018a3a363c (__TEXT,__text) external _vImageConvert_XRGBFFFFToPlanarF
000000018a1d1190 (__TEXT,__text) external _vImageConvert_YpCbCrToARGB_GenerateConversion
00000001ee24de78 (__AUTH_CONST,__const) non-external (was a private external) _vImageConverter_CGCVImageFormat_vtbl
00000001ee24de08 (__AUTH_CONST,__const) non-external (was a private external) _vImageConverter_CGImageFormat_vtbl
00000001ee24dee8 (__AUTH_CONST,__const) non-external (was a private external) _vImageConverter_CVCGImageFormat_vtbl
000000018a1a97c0 (__TEXT,__text) non-external _vImageConverter_CreateCGPassList
000000018a3e5e14 (__TEXT,__text) non-external _vImageConverter_CreateCGPassListWithCGColorConversionInfo
000000018a3db25c (__TEXT,__text) external _vImageConverter_CreateForCGToCVImageFormat
00000001ee24f1a8 (__AUTH_CONST,__const) non-external _vImageConverter_CreateForCGToCVImageFormat.Convert_BGR888toRGB888_vtbl
000000018a3dbfc8 (__TEXT,__text) external _vImageConverter_CreateForCVToCGImageFormat
00000001ee24f208 (__AUTH_CONST,__const) non-external _vImageConverter_CreateForCVToCGImageFormat.Convert_BGR888toRGB888_vtbl
000000018a3dae00 (__TEXT,__text) external _vImageConverter_CreateWithCGColorConversionInfo
000000018a3db124 (__TEXT,__text) external _vImageConverter_CreateWithCGColorConverter
000000018a1bb758 (__TEXT,__text) external _vImageConverter_CreateWithCGImageFormat
000000018a1a8c80 (__TEXT,__text) external _vImageConverter_CreateWithColorSyncCodeFragment
000000018a3d196c (__TEXT,__text) external _vImageConverter_GetDestinationBufferOrder
000000018a3d1950 (__TEXT,__text) external _vImageConverter_GetNumberOfDestinationBuffers
000000018a3d1944 (__TEXT,__text) external _vImageConverter_GetNumberOfSourceBuffers
000000018a3d195c (__TEXT,__text) external _vImageConverter_GetSourceBufferOrder
000000018a1ad5fc (__TEXT,__text) non-external _vImageConverter_Init
000000018a1c3954 (__TEXT,__text) external _vImageConverter_MustOperateOutOfPlace
000000018a3d132c (__TEXT,__text) external _vImageConverter_Print
000000018a1bbcec (__TEXT,__text) external _vImageConverter_Release
000000018a3d1314 (__TEXT,__text) external _vImageConverter_Retain
000000018a2567bc (__TEXT,__text) non-external (was a private external) _vImageConvolve
000000018a259114 (__TEXT,__text) external _vImageConvolveFloatKernel_ARGB8888
000000018a257d4c (__TEXT,__text) external _vImageConvolveMultiKernel_ARGB8888
000000018a2596cc (__TEXT,__text) external _vImageConvolveMultiKernel_ARGBFFFF
000000018a2c7060 (__TEXT,__text) external _vImageConvolveWithBias_ARGB16F
000000018a2589fc (__TEXT,__text) external _vImageConvolveWithBias_ARGB8888
000000018a259a64 (__TEXT,__text) external _vImageConvolveWithBias_ARGBFFFF
000000018a2c6b04 (__TEXT,__text) external _vImageConvolveWithBias_Planar16F
000000018a1bc8d4 (__TEXT,__text) external _vImageConvolveWithBias_Planar8
000000018a258498 (__TEXT,__text) external _vImageConvolveWithBias_PlanarF
000000018a2c7058 (__TEXT,__text) external _vImageConvolve_ARGB16F
000000018a258958 (__TEXT,__text) external _vImageConvolve_ARGB8888
000000018a25964c (__TEXT,__text) external _vImageConvolve_ARGBFFFF
000000018a2c6af4 (__TEXT,__text) external _vImageConvolve_Planar16F
000000018a1bc88c (__TEXT,__text) external _vImageConvolve_Planar8
000000018a25848c (__TEXT,__text) external _vImageConvolve_PlanarF
000000018a1c24ac (__TEXT,__text) external _vImageCopyBuffer
000000018a523734 (__TEXT,__text) non-external _vImageCopyBuffer.cold.1
000000018a3efa2c (__TEXT,__text) external _vImageCreateCGImageFromBuffer
000000018a3eed80 (__TEXT,__text) non-external _vImageCreateCGImageFromBuffer_loader
000000018a2ff0bc (__TEXT,__text) external _vImageCreateGammaFunction
000000018a3efb7c (__TEXT,__text) external _vImageCreateMonochromeColorSpaceWithWhitePointAndTransferFunction
000000018a3ef8ec (__TEXT,__text) non-external _vImageCreateMonochromeColorSpaceWithWhitePointAndTransferFunction_loader
000000018a3efb70 (__TEXT,__text) external _vImageCreateRGBColorSpaceWithPrimariesAndTransferFunction
000000018a3ef854 (__TEXT,__text) non-external _vImageCreateRGBColorSpaceWithPrimariesAndTransferFunction_loader
000000018a1ae81c (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckDestBuffer
000000018a1ae710 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckSrcBuffer
000000018a1aea64 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckTempBuffer
000000018a205abc (__TEXT,__text) external _vImageDecodeVectorHalf
000000018a1b2de8 (__TEXT,__text) external _vImageDeepmap2Decode
000000018a1fbf08 (__TEXT,__text) external _vImageDeepmap2DecodeScratchBufferSize
000000018a1fc224 (__TEXT,__text) external _vImageDeepmap2DecodeStreamCreate
000000018a1fc3b0 (__TEXT,__text) external _vImageDeepmap2DecodeStreamProcess
000000018a1fc36c (__TEXT,__text) external _vImageDeepmap2DecodeStreamRelease
000000018a1fc1d0 (__TEXT,__text) external _vImageDeepmap2DecodeStreamScratchBufferSize
000000018a1fb594 (__TEXT,__text) external _vImageDeepmap2Encode
000000018a1fbd28 (__TEXT,__text) external _vImageDeepmap2EncodeCreateBuffer
000000018a1b3a50 (__TEXT,__text) external _vImageDeepmap2PixelSize
000000018a1e95e8 (__TEXT,__text) external _vImageDeepmapDecode
000000018a1e95d8 (__TEXT,__text) external _vImageDeepmapDecodeScratchBufferSize
000000018a1cff44 (__TEXT,__text) external _vImageDeepmapDecodeStreamCreate
000000018a1d00a4 (__TEXT,__text) external _vImageDeepmapDecodeStreamProcess
000000018a1d07cc (__TEXT,__text) external _vImageDeepmapDecodeStreamRelease
000000018a1e9b3c (__TEXT,__text) external _vImageDeepmapDecodeStreamScratchBufferSize
000000018a1e8b88 (__TEXT,__text) external _vImageDeepmapEncode
000000018a1e93f8 (__TEXT,__text) external _vImageDeepmapEncodeCreateBuffer
000000018a1d0f30 (__TEXT,__text) external _vImageDeepmapPixelSize
000000018a2ff2f4 (__TEXT,__text) external _vImageDestroyGammaFunction
000000018a35f140 (__TEXT,__text) external _vImageDestroyResamplingFilter
000000018a2c0a0c (__TEXT,__text) external _vImageDetectIndicatorAlgorithmComputeScaFactor_RGBAFFFF
000000018a2bfe8c (__TEXT,__text) external _vImageDetectIndicatorAlgorithm_RGBAFFFF
000000018a2adf98 (__TEXT,__text) non-external _vImageDiff_Planar8
000000018a2f2504 (__TEXT,__text) external _vImageDilate_ARGB8888
000000018a2f3b44 (__TEXT,__text) external _vImageDilate_ARGBFFFF
000000018a1bff78 (__TEXT,__text) external _vImageDilate_Planar8
000000018a2f0ec4 (__TEXT,__text) external _vImageDilate_PlanarF
000000018a2b7a2c (__TEXT,__text) external _vImageDownScale_CbCr8
000000018a2b7400 (__TEXT,__text) external _vImageDownScale_Planar8
000000018a205548 (__TEXT,__text) external _vImageEncodeVectorHalf
000000018a523684 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.1
000000018a5236b0 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.2
000000018a5236dc (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.3
000000018a2054d0 (__TEXT,__text) external _vImageEncodeVectorOptionsCreate
000000018a205510 (__TEXT,__text) external _vImageEncodeVectorOptionsFree
000000018a205504 (__TEXT,__text) external _vImageEncodeVectorOptionsSetQuantization
000000018a2e2d14 (__TEXT,__text) external _vImageEndsInContrastStretch_ARGB8888
000000018a2e3650 (__TEXT,__text) external _vImageEndsInContrastStretch_ARGBFFFF
000000018a2e201c (__TEXT,__text) external _vImageEndsInContrastStretch_Planar8
000000018a2e2480 (__TEXT,__text) external _vImageEndsInContrastStretch_PlanarF
000000018a2ca434 (__TEXT,__text) external _vImageEqualization_ARGB8888
000000018a2ca774 (__TEXT,__text) external _vImageEqualization_ARGBFFFF
000000018a2c9610 (__TEXT,__text) external _vImageEqualization_Planar8
000000018a2c9808 (__TEXT,__text) external _vImageEqualization_PlanarF
000000018a2f20fc (__TEXT,__text) external _vImageErode_ARGB8888
000000018a2f373c (__TEXT,__text) external _vImageErode_ARGBFFFF
000000018a2f01ac (__TEXT,__text) external _vImageErode_Planar8
000000018a2f0abc (__TEXT,__text) external _vImageErode_PlanarF
000000018a20ba50 (__TEXT,__text) external _vImageExtractChannel_ARGB16U
000000018a20b950 (__TEXT,__text) external _vImageExtractChannel_ARGB8888
000000018a20bb50 (__TEXT,__text) external _vImageExtractChannel_ARGBFFFF
000000018a3fa170 (__TEXT,__text) external _vImageExtract_444YpCbCrA10To420Yp10P32_CbCr10P32
000000018a3f9e38 (__TEXT,__text) external _vImageExtract_444YpCbCrA10To420Yp10_CbCr10
000000018a3f9b00 (__TEXT,__text) external _vImageExtract_444YpCbCrA8To420Yp8_CbCr8
000000018a250008 (__TEXT,__text) external _vImageFlatten_ARGB16Q12
000000018a20e4f0 (__TEXT,__text) external _vImageFlatten_ARGB16U
000000018a1e0788 (__TEXT,__text) external _vImageFlatten_ARGB8888
000000018a20bc50 (__TEXT,__text) external _vImageFlatten_ARGB8888ToRGB888
000000018a20e9e0 (__TEXT,__text) external _vImageFlatten_ARGBFFFF
000000018a20c424 (__TEXT,__text) external _vImageFlatten_ARGBFFFFToRGBFFF
000000018a20c188 (__TEXT,__text) external _vImageFlatten_BGRA8888ToRGB888
000000018a20c95c (__TEXT,__text) external _vImageFlatten_BGRAFFFFToRGBFFF
000000018a3270a4 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst
000000018a3277e0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast
000000018a327c7c (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst
000000018a3283b4 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast
000000018a32625c (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst
000000018a326a20 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast
000000018a3289c8 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst
000000018a328fd0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast
000000018a250294 (__TEXT,__text) external _vImageFlatten_RGBA16Q12
000000018a20e768 (__TEXT,__text) external _vImageFlatten_RGBA16U
000000018a1cd1b8 (__TEXT,__text) external _vImageFlatten_RGBA8888
000000018a20beec (__TEXT,__text) external _vImageFlatten_RGBA8888ToRGB888
000000018a20ec58 (__TEXT,__text) external _vImageFlatten_RGBAFFFF
000000018a20c6c0 (__TEXT,__text) external _vImageFlatten_RGBAFFFFToRGBFFF
000000018a2fe080 (__TEXT,__text) external _vImageFloodFill_ARGB16U
000000018a2fdfc8 (__TEXT,__text) external _vImageFloodFill_ARGB8888
000000018a2fdf14 (__TEXT,__text) external _vImageFloodFill_Planar16U
000000018a2fde60 (__TEXT,__text) external _vImageFloodFill_Planar8
000000018a2c20d4 (__TEXT,__text) external _vImageFreeTemplate_RGBAFFFF
000000018a2ff300 (__TEXT,__text) external _vImageGamma_Planar8toPlanarF
000000018a30041c (__TEXT,__text) external _vImageGamma_PlanarF
000000018a2ff654 (__TEXT,__text) external _vImageGamma_PlanarFtoPlanar8
000000018a2adbc8 (__TEXT,__text) external _vImageGaussianBoxDiffConvolve_Planar8
000000018a1ed620 (__TEXT,__text) external _vImageGaussianConvolve_Planar8
000000018a3ef9cc (__TEXT,__text) non-external _vImageGetCPUCount
000000018a3ef984 (__TEXT,__text) non-external _vImageGetLogicalCPUCount
000000018a2ae6c8 (__TEXT,__text) external _vImageGetMinimumGeometryTempBufferSize
000000018a257cf4 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForConvolution
000000018a2c3150 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForHistogram
000000018a2f4d6c (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForMinMax
000000018a2bb384 (__TEXT,__text) external _vImageGetPerspectiveWarp
000000018a35f130 (__TEXT,__text) external _vImageGetResamplingFilterExtent
000000018a1c436c (__TEXT,__text) external _vImageGetResamplingFilterSize
000000018a1e362c (__TEXT,__text) non-external (was a private external) _vImageGetResamplingFilterSizeForBuffer
000000018a2ad7d0 (__TEXT,__text) external _vImageGradientSobel_Planar8to16S
000000018a5ad3f0 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel1_D
000000018a5ad3fc (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel1_S
000000018a5ad400 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel3_D
000000018a5ad40c (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel3_S
000000018a5ad418 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel5_D
000000018a5ad42c (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel5_S
000000018a5ad440 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel7_D
000000018a5ad45c (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel7_S
000000018a2f64b4 (__TEXT,__text) external _vImageHighEfficiencyAlphaBlend_ARGB8888
000000018a2f55a0 (__TEXT,__text) external _vImageHighEfficiencyBoxConvolve_ARGB8888
000000018a2f535c (__TEXT,__text) external _vImageHighEfficiencyBuffer_GetImageBuffer
000000018a2f4f4c (__TEXT,__text) external _vImageHighEfficiencyBuffer_Init
000000018a2f52e8 (__TEXT,__text) external _vImageHighEfficiencyBuffer_InitWithImageBuffer
000000018a2f5100 (__TEXT,__text) external _vImageHighEfficiencyBuffer_InitWithPixelData
000000018a2f5300 (__TEXT,__text) external _vImageHighEfficiencyBuffer_Release
000000018a2f5e84 (__TEXT,__text) external _vImageHighEfficiencyConvert_ARGB8888toPlanar8
000000018a2f60cc (__TEXT,__text) external _vImageHighEfficiencyConvert_Planar8toARGB8888
000000018a2f5aa0 (__TEXT,__text) external _vImageHighEfficiencyConvolve_ARGB8888
000000018a2f5c44 (__TEXT,__text) external _vImageHighEfficiencyImageHistogramCalculation_ARGB8888
000000018a2f6314 (__TEXT,__text) external _vImageHighEfficiencyMatrixMultiply_ARGB8888
000000018a2f5514 (__TEXT,__text) external _vImageHighEfficiencyOperation_AsyncWait
000000018a2f5380 (__TEXT,__text) external _vImageHighEfficiencyOperation_Init
000000018a2f5574 (__TEXT,__text) external _vImageHighEfficiencyOperation_Release
000000018a2f54bc (__TEXT,__text) external _vImageHighEfficiencyOperation_WaitUntilCompleted
000000018a2f5d00 (__TEXT,__text) external _vImageHighEfficiencyPermuteChannels_ARGB8888
000000018a2f6cd0 (__TEXT,__text) external _vImageHighEfficiencyPiecewiseGamma_Planar8
000000018a2f6b18 (__TEXT,__text) external _vImageHighEfficiencyPiecewiseGamma_PlanarF
000000018a2f6964 (__TEXT,__text) external _vImageHighEfficiencyPiecewisePolynomial_PlanarF
000000018a2f6654 (__TEXT,__text) external _vImageHighEfficiencyPremultipliedAlphaBlend_ARGB8888
000000018a2f6e88 (__TEXT,__text) external _vImageHighEfficiencyPremultiplyData_ARGB8888
000000018a2f6fcc (__TEXT,__text) external _vImageHighEfficiencyPremultiplyData_RGBA8888
000000018a2f67f4 (__TEXT,__text) external _vImageHighEfficiencyRotate90_ARGB8888
000000018a2f58f8 (__TEXT,__text) external _vImageHighEfficiencySepConvolve_ARGB8888
000000018a2f577c (__TEXT,__text) external _vImageHighEfficiencyTentConvolve_ARGB8888
000000018a2f7110 (__TEXT,__text) external _vImageHighEfficiencyUnpremultiplyData_ARGB8888
000000018a2f7254 (__TEXT,__text) external _vImageHighEfficiencyUnpremultiplyData_RGBA8888
000000018a1c20f4 (__TEXT,__text) external _vImageHistogramCalculation_ARGB8888
000000018a2c5768 (__TEXT,__text) external _vImageHistogramCalculation_ARGBFFFF
000000018a2c3168 (__TEXT,__text) external _vImageHistogramCalculation_Planar8
000000018a2c3c9c (__TEXT,__text) external _vImageHistogramCalculation_PlanarF
000000018a2ccb68 (__TEXT,__text) external _vImageHistogramSpecification_ARGB8888
000000018a2cd2a0 (__TEXT,__text) external _vImageHistogramSpecification_ARGBFFFF
000000018a2cbc5c (__TEXT,__text) external _vImageHistogramSpecification_Planar8
000000018a2cbea0 (__TEXT,__text) external _vImageHistogramSpecification_PlanarF
000000018a2be2c4 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16F
000000018a2bdc3c (__TEXT,__text) external _vImageHorizontalReflect_ARGB16S
000000018a2bd8f4 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16U
000000018a2bd56c (__TEXT,__text) external _vImageHorizontalReflect_ARGB8888
000000018a2bdf84 (__TEXT,__text) external _vImageHorizontalReflect_ARGBFFFF
000000018a2be2c0 (__TEXT,__text) external _vImageHorizontalReflect_CbCr16F
000000018a2be2bc (__TEXT,__text) external _vImageHorizontalReflect_Planar16F
000000018a2bce08 (__TEXT,__text) external _vImageHorizontalReflect_Planar16U
000000018a2bc9dc (__TEXT,__text) external _vImageHorizontalReflect_Planar8
000000018a2bd234 (__TEXT,__text) external _vImageHorizontalReflect_PlanarF
000000018a39e5f0 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16F
000000018a2b16cc (__TEXT,__text) external _vImageHorizontalShearD_ARGB16S
000000018a2b0d68 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16U
000000018a1e39fc (__TEXT,__text) external _vImageHorizontalShearD_ARGB8888
000000018a2baa98 (__TEXT,__text) external _vImageHorizontalShearD_ARGBFFFF
000000018a39e10c (__TEXT,__text) external _vImageHorizontalShearD_CbCr16F
000000018a2b86d8 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16S
000000018a2b8334 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16U
000000018a39eb54 (__TEXT,__text) external _vImageHorizontalShearD_CbCrF
000000018a39db14 (__TEXT,__text) external _vImageHorizontalShearD_Planar16F
000000018a2aeb10 (__TEXT,__text) external _vImageHorizontalShearD_Planar8
000000018a2af464 (__TEXT,__text) external _vImageHorizontalShearD_PlanarF
000000018a39e850 (__TEXT,__text) external _vImageHorizontalShear_ARGB16F
000000018a2b4b80 (__TEXT,__text) external _vImageHorizontalShear_ARGB16S
000000018a1d2a58 (__TEXT,__text) external _vImageHorizontalShear_ARGB16U
000000018a1c4ad8 (__TEXT,__text) external _vImageHorizontalShear_ARGB8888
000000018a2b2004 (__TEXT,__text) external _vImageHorizontalShear_ARGBFFFF
000000018a39e384 (__TEXT,__text) external _vImageHorizontalShear_CbCr16F
000000018a2b87b8 (__TEXT,__text) external _vImageHorizontalShear_CbCr16S
000000018a2b471c (__TEXT,__text) external _vImageHorizontalShear_CbCr16U
000000018a1dd710 (__TEXT,__text) external _vImageHorizontalShear_CbCr8
000000018a39ed6c (__TEXT,__text) external _vImageHorizontalShear_CbCrF
000000018a39dea8 (__TEXT,__text) external _vImageHorizontalShear_Planar16F
000000018a2b29a0 (__TEXT,__text) external _vImageHorizontalShear_Planar16S
000000018a2b3334 (__TEXT,__text) external _vImageHorizontalShear_Planar16U
000000018a1d9fa8 (__TEXT,__text) external _vImageHorizontalShear_Planar8
000000018a2b3cd0 (__TEXT,__text) external _vImageHorizontalShear_PlanarF
000000018a2b57ac (__TEXT,__text) external _vImageHorizontalShear_XRGB2101010W
000000018a302804 (__TEXT,__text) external _vImageInterpolatedLookupTable_PlanarF
000000018a3037f0 (__TEXT,__text) external _vImageInvert_16U
000000018a303464 (__TEXT,__text) external _vImageInvert_8
000000018a303b6c (__TEXT,__text) external _vImageInvert_F
000000018a205198 (__TEXT,__text) external _vImageLinearTransform_16Q12to8
000000018a325288 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U
000000018a205160 (__TEXT,__text) external _vImageLinearTransform_16Uto8
000000018a20517c (__TEXT,__text) external _vImageLinearTransform_16UtoF
000000018a32395c (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8
000000018a205110 (__TEXT,__text) external _vImageLinearTransform_8to16Q12
000000018a20512c (__TEXT,__text) external _vImageLinearTransform_8to16U
000000018a205148 (__TEXT,__text) external _vImageLinearTransform_8toF
000000018a325800 (__TEXT,__text) external _vImageLinearTransform_F
000000018a2051d0 (__TEXT,__text) external _vImageLinearTransform_Fto16U
000000018a2051b4 (__TEXT,__text) external _vImageLinearTransform_Fto8
000000018a1fe340 (__TEXT,__text) non-external (was a private external) _vImageLogDebug
000000018a52366c (__TEXT,__text) non-external _vImageLogDebug.cold.1
000000018a1fe294 (__TEXT,__text) non-external (was a private external) _vImageLogError
000000018a52366c (__TEXT,__text) non-external _vImageLogError.cold.1
000000018a1fe1e8 (__TEXT,__text) non-external (was a private external) _vImageLogWarning
000000018a52366c (__TEXT,__text) non-external _vImageLogWarning.cold.1
000000018a301c84 (__TEXT,__text) external _vImageLookupTable_8to64U
000000018a1b5984 (__TEXT,__text) external _vImageLookupTable_Planar16
000000018a301f70 (__TEXT,__text) external _vImageLookupTable_Planar16WithClipping
000000018a3019f8 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar128
000000018a1b57b4 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar16
000000018a1e1e3c (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar24
000000018a301640 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar48
000000018a30181c (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar96
000000018a1c3310 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanarF
000000018a2ffcc4 (__TEXT,__text) external _vImageLookupTable_PlanarFtoPlanar8
000000018a333290 (__TEXT,__text) external _vImageMapping_CreateFromImageMap_Image8U
000000018a332910 (__TEXT,__text) external _vImageMapping_CreateFromMap_Image8U
000000018a333284 (__TEXT,__text) external _vImageMapping_Release
000000018a1d7d6c (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888
000000018a2fe81c (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888ToPlanar8
000000018a2fee44 (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFF
000000018a2fe938 (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFFToPlanarF
000000018a1b1ca8 (__TEXT,__text) external _vImageMatrixMultiply_Planar16S
000000018a2fe138 (__TEXT,__text) external _vImageMatrixMultiply_Planar8
000000018a1b09a0 (__TEXT,__text) external _vImageMatrixMultiply_PlanarF
000000018a2f290c (__TEXT,__text) external _vImageMax_ARGB8888
000000018a2f3f4c (__TEXT,__text) external _vImageMax_ARGBFFFF
000000018a1c0e58 (__TEXT,__text) external _vImageMax_Planar8
000000018a2f12cc (__TEXT,__text) external _vImageMax_PlanarF
000000018a2f3024 (__TEXT,__text) external _vImageMin_ARGB8888
000000018a2f4654 (__TEXT,__text) external _vImageMin_ARGBFFFF
000000018a1c13dc (__TEXT,__text) external _vImageMin_Planar8
000000018a2f19e4 (__TEXT,__text) external _vImageMin_PlanarF
000000018a3031f0 (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_Planar16Q12
000000018a1b9c3c (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_PlanarF
000000018a1b5e9c (__TEXT,__text) external _vImageMultidimensionalTable_Create
000000018a1bc814 (__TEXT,__text) external _vImageMultidimensionalTable_Release
000000018a302e7c (__TEXT,__text) external _vImageMultidimensionalTable_Retain
000000018a35efd4 (__TEXT,__text) external _vImageNewResamplingFilter
000000018a1c4444 (__TEXT,__text) external _vImageNewResamplingFilterForFunctionUsingBuffer
000000018a51b858 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB16U
000000018a1c3db8 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB8888
000000018a51bae0 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGBFFFF
000000018a1c3d20 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGB8888
000000018a51bb30 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGBFFFF
000000018a32d320 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U
000000018a32d1e8 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8
000000018a32d464 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF
000000018a51bd4c (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16F
000000018a51bc80 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16S
000000018a51bcc4 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16U
000000018a51bc0c (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar8
000000018a51bd08 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_PlanarF
000000018a51b5a4 (__TEXT,__text) external _vImageOverwriteChannels_ARGB16U
000000018a51b560 (__TEXT,__text) external _vImageOverwriteChannels_ARGB8888
000000018a51b814 (__TEXT,__text) external _vImageOverwriteChannels_ARGBFFFF
000000018a2fd368 (__TEXT,__text) external _vImagePNGDecompressionFilter
000000018a215adc (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB16U
000000018a1cb614 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB8888
000000018a215ddc (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGBFFFF
000000018a21591c (__TEXT,__text) external _vImagePermuteChannels_ARGB16F
000000018a1ccbd4 (__TEXT,__text) external _vImagePermuteChannels_ARGB16U
000000018a1bba38 (__TEXT,__text) external _vImagePermuteChannels_ARGB8888
000000018a215920 (__TEXT,__text) external _vImagePermuteChannels_ARGBFFFF
000000018a331118 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U
000000018a330624 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8
000000018a331b04 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF
000000018a2160dc (__TEXT,__text) external _vImagePermuteChannels_RGB888
000000018a2bc67c (__TEXT,__text) external _vImagePerspectiveWarp_ARGB16F
000000018a2bc004 (__TEXT,__text) external _vImagePerspectiveWarp_ARGB16U
000000018a2bb984 (__TEXT,__text) external _vImagePerspectiveWarp_ARGB8888
000000018a2bc364 (__TEXT,__text) external _vImagePerspectiveWarp_Planar16F
000000018a2bbce4 (__TEXT,__text) external _vImagePerspectiveWarp_Planar16U
000000018a2bb5a0 (__TEXT,__text) external _vImagePerspectiveWarp_Planar8
000000018a300e10 (__TEXT,__text) external _vImagePiecewiseGamma_Planar16Q12
000000018a300fc8 (__TEXT,__text) external _vImagePiecewiseGamma_Planar16Q12toPlanar8
000000018a300bd0 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8
000000018a300ce0 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8toPlanar16Q12
000000018a301038 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8toPlanarF
000000018a1b0488 (__TEXT,__text) external _vImagePiecewiseGamma_PlanarF
