00007ff8400a4bd0 (__DATA,__data) external _NDR_record
00007ff800afce96 (__TEXT,__text) external _processor_set_policy_control
00007ff800afcb22 (__TEXT,__text) external _processor_set_policy_disable
00007ff800afca33 (__TEXT,__text) external _processor_set_policy_enable
00007ff800afcfe3 (__TEXT,__text) external _processor_set_stack_usage
00007ff800afc6be (__TEXT,__text) external _processor_set_statistics
00007ff800afcc12 (__TEXT,__text) external _processor_set_tasks
00007ff800afd318 (__TEXT,__text) external _processor_set_tasks_with_flavor
00007ff800afcd54 (__TEXT,__text) external _processor_set_threads
00007ff800afd45f (__TEXT,__text) external _processor_start
00007ff800aed940 (__TEXT,__text) external _pselect
00007ff800aef551 (__TEXT,__text) external _pselect$DARWIN_EXTSN
00007ff800ae594d (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00007ff800aedad5 (__TEXT,__text) external _pselect$NOCANCEL
00007ff800adfb14 (__TEXT,__text) external _pthread_getugid_np
00007ff800ae07ac (__TEXT,__text) external _pthread_setugid_np
00007ff800ae0470 (__TEXT,__text) external _ptrace
00007ff800ae1a34 (__TEXT,__text) external _pwrite
00007ff800ae0494 (__TEXT,__text) external _pwrite$NOCANCEL
00007ff800ae1a4c (__TEXT,__text) external _pwritev
00007ff800ae04ac (__TEXT,__text) external _pwritev$NOCANCEL
00007ff800ae534c (__TEXT,__text) external _quota
00007ff800ae1a64 (__TEXT,__text) external _quotactl
00007ff800ae1a7c (__TEXT,__text) external _read
00007ff800ae04c4 (__TEXT,__text) external _read$NOCANCEL
00007ff800ae1a94 (__TEXT,__text) external _readlink
00007ff800ae1aac (__TEXT,__text) external _readlinkat
00007ff800ae1ac4 (__TEXT,__text) external _readv
00007ff800ae04dc (__TEXT,__text) external _readv$NOCANCEL
00007ff800ae3820 (__TEXT,__text) external _reboot
00007ff800ae3827 (__TEXT,__text) external _reboot_np
00007ff800aed90c (__TEXT,__text) external _record_system_event_as_kernel
00007ff800ae0524 (__TEXT,__text) external _recvfrom
00007ff800ae053c (__TEXT,__text) external _recvfrom$NOCANCEL
00007ff800ae0554 (__TEXT,__text) external _recvmsg
00007ff800ae056c (__TEXT,__text) external _recvmsg$NOCANCEL
00007ff800ae1adc (__TEXT,__text) external _recvmsg_x
00007ff800ae1af4 (__TEXT,__text) external _register_uexc_handler
00007ff800ae1b0c (__TEXT,__text) external _removexattr
00007ff800aef526 (__TEXT,__text) external _rename
00007ff800ae7c99 (__TEXT,__text) external _rename_ext
00007ff800ae3928 (__TEXT,__text) external _renameat
00007ff800ae7c58 (__TEXT,__text) external _renameatx_np
00007ff800ae7c6f (__TEXT,__text) external _renamex_np
00007ff800ae1b24 (__TEXT,__text) external _revoke
00007ff800aeef24 (__TEXT,__text) external _rmdir
00007ff800ae1b3c (__TEXT,__text) external _searchfs
00007ff800aed911 (__TEXT,__text) external _select
00007ff800ae05e4 (__TEXT,__text) external _select$DARWIN_EXTSN
00007ff800ae05fc (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00007ff800aedaa6 (__TEXT,__text) external _select$NOCANCEL
00007ff800ae1b54 (__TEXT,__text) external _sem_close
00007ff800aed1d5 (__TEXT,__text) external _sem_destroy
00007ff800aed1f8 (__TEXT,__text) external _sem_getvalue
00007ff800aed21b (__TEXT,__text) external _sem_init
00007ff800ae0614 (__TEXT,__text) external _sem_open
00007ff800ae1b6c (__TEXT,__text) external _sem_post
00007ff800ae1b84 (__TEXT,__text) external _sem_trywait
00007ff800ae1b9c (__TEXT,__text) external _sem_unlink
00007ff800ae1bb4 (__TEXT,__text) external _sem_wait
00007ff800ae062c (__TEXT,__text) external _sem_wait$NOCANCEL
00007ff800affb8f (__TEXT,__text) external _semaphore_create
00007ff800affcc9 (__TEXT,__text) external _semaphore_destroy
00007ff800ae5661 (__TEXT,__text) external _semaphore_signal
00007ff800ae5666 (__TEXT,__text) external _semaphore_signal_all
00007ff800adef54 (__TEXT,__text) external _semaphore_signal_all_trap
00007ff800ae566b (__TEXT,__text) external _semaphore_signal_thread
00007ff800adef60 (__TEXT,__text) external _semaphore_signal_thread_trap
00007ff800adef48 (__TEXT,__text) external _semaphore_signal_trap
00007ff800ae5675 (__TEXT,__text) external _semaphore_timedwait
00007ff800ae5686 (__TEXT,__text) external _semaphore_timedwait_signal
00007ff800adef90 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00007ff800adef84 (__TEXT,__text) external _semaphore_timedwait_trap
00007ff800ae5670 (__TEXT,__text) external _semaphore_wait
00007ff800ae5681 (__TEXT,__text) external _semaphore_wait_signal
00007ff800adef78 (__TEXT,__text) external _semaphore_wait_signal_trap
00007ff800adef6c (__TEXT,__text) external _semaphore_wait_trap
00007ff800ae0644 (__TEXT,__text) external _semctl
00007ff800ae1bcc (__TEXT,__text) external _semget
00007ff800ae1be4 (__TEXT,__text) external _semop
00007ff800ae065c (__TEXT,__text) external _semsys
00007ff800ae1bfc (__TEXT,__text) external _sendfile
00007ff800ae06a4 (__TEXT,__text) external _sendmsg
00007ff800ae06bc (__TEXT,__text) external _sendmsg$NOCANCEL
00007ff800ae1c14 (__TEXT,__text) external _sendmsg_x
00007ff800ae06d4 (__TEXT,__text) external _sendto
00007ff800ae06ec (__TEXT,__text) external _sendto$NOCANCEL
00007ff800ae0704 (__TEXT,__text) external _setattrlist
00007ff800ae1c2c (__TEXT,__text) external _setattrlistat
00007ff800af157e (__TEXT,__text) external _setaudit
00007ff800ae1c44 (__TEXT,__text) external _setaudit_addr
00007ff800ae1c5c (__TEXT,__text) external _setauid
00007ff800ae1c74 (__TEXT,__text) external _setegid
00007ff800ae1c8c (__TEXT,__text) external _seteuid
00007ff800ae1ca4 (__TEXT,__text) external _setgid
00007ff800ae1cbc (__TEXT,__text) external _setgroups
00007ff800ae58fd (__TEXT,__text) external _setiopolicy_np
00007ff800ae1cd4 (__TEXT,__text) external _setitimer
00007ff800ae1cec (__TEXT,__text) external _setpgid
00007ff800ae9be9 (__TEXT,__text) external _setpriority
00007ff800ae1d04 (__TEXT,__text) external _setprivexec
00007ff800ae5367 (__TEXT,__text) external _setquota
00007ff800ae074c (__TEXT,__text) external _setregid
00007ff800ae0764 (__TEXT,__text) external _setreuid
00007ff800aedc3b (__TEXT,__text) external _setrlimit
00007ff800ae0794 (__TEXT,__text) external _setsgroups_np
00007ff800ae1d1c (__TEXT,__text) external _setsid
00007ff800ae1d34 (__TEXT,__text) external _setsockopt
00007ff800ae1d4c (__TEXT,__text) external _setuid
00007ff800ae07f4 (__TEXT,__text) external _setwgroups_np
00007ff800ae1d64 (__TEXT,__text) external _setxattr
00007ff800aea1fe (__TEXT,__text) external _sfi_get_class_offtime
00007ff800aea21f (__TEXT,__text) external _sfi_process_get_flags
00007ff800aea20f (__TEXT,__text) external _sfi_process_set_flags
00007ff800aea1ed (__TEXT,__text) external _sfi_set_class_offtime
00007ff800ae086c (__TEXT,__text) external _shm_open
00007ff800ae1d7c (__TEXT,__text) external _shm_unlink
00007ff800ae1d94 (__TEXT,__text) external _shmat
00007ff800ae0884 (__TEXT,__text) external _shmctl
00007ff800ae1dac (__TEXT,__text) external _shmdt
00007ff800ae1dc4 (__TEXT,__text) external _shmget
00007ff800ae089c (__TEXT,__text) external _shmsys
00007ff800ae1ddc (__TEXT,__text) external _shutdown
00007ff800ae1df4 (__TEXT,__text) external _sigpending
00007ff800ae1e0c (__TEXT,__text) external _sigprocmask
00007ff800aeed83 (__TEXT,__text) external _sigsuspend
00007ff800aedc46 (__TEXT,__text) external _sigsuspend$NOCANCEL
00007ff800ae1e24 (__TEXT,__text) external _socket
00007ff800ae1e3c (__TEXT,__text) external _socket_delegate
00007ff800ae0944 (__TEXT,__text) external _socketpair
00007ff800ae9a72 (__TEXT,__text) external _stackshot_capture_with_config
00007ff800ae99ef (__TEXT,__text) external _stackshot_config_create
00007ff800ae9b96 (__TEXT,__text) external _stackshot_config_dealloc
00007ff800ae9b4e (__TEXT,__text) external _stackshot_config_dealloc_buffer
00007ff800ae9ae0 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00007ff800ae9aed (__TEXT,__text) external _stackshot_config_get_stackshot_size
00007ff800ae9b1a (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00007ff800ae9a60 (__TEXT,__text) external _stackshot_config_set_flags
00007ff800ae9b33 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00007ff800ae9a50 (__TEXT,__text) external _stackshot_config_set_pid
00007ff800ae9b02 (__TEXT,__text) external _stackshot_config_set_size_hint
00007ff800ae1e54 (__TEXT,__text) external _stat
00007ff800ae1e54 (__TEXT,__text) external _stat64
00007ff800ae1e6c (__TEXT,__text) external _statfs
00007ff800ae1e6c (__TEXT,__text) external _statfs64
00007ff8400a5308 (__DATA,__bss) non-external _supported
00007ff800ae1e84 (__TEXT,__text) external _swapon
00007ff800adf050 (__TEXT,__text) external _swtch
00007ff800adf044 (__TEXT,__text) external _swtch_pri
00007ff800ae1e9c (__TEXT,__text) external _symlink
00007ff800ae1eb4 (__TEXT,__text) external _symlinkat
00007ff800ae1ecc (__TEXT,__text) external _sync
00007ff800ae09a4 (__TEXT,__text) external _syscall
00007ff800adf05c (__TEXT,__text) external _syscall_thread_switch
00007ff800aea1dc (__TEXT,__text) external _system_get_sfi_window
00007ff800ae1ee4 (__TEXT,__text) external _system_override
00007ff800aea1cb (__TEXT,__text) external _system_set_sfi_window
00007ff800b00916 (__TEXT,__text) external _task_assign
00007ff800b00a15 (__TEXT,__text) external _task_assign_default
00007ff800afe360 (__TEXT,__text) external _task_create
00007ff800b029c9 (__TEXT,__text) external _task_create_identity_token
00007ff800b02c2a (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00007ff800adee70 (__TEXT,__text) external _task_dyld_process_info_notify_get
00007ff800b028cc (__TEXT,__text) external _task_dyld_process_info_notify_register
00007ff800adefd8 (__TEXT,__text) external _task_for_pid
00007ff800b01971 (__TEXT,__text) external _task_generate_corpse
00007ff800b00b04 (__TEXT,__text) external _task_get_assignment
00007ff800b01ded (__TEXT,__text) external _task_get_dyld_image_infos
00007ff800b00450 (__TEXT,__text) external _task_get_emulation_vector
00007ff800b02593 (__TEXT,__text) external _task_get_exc_guard_behavior
00007ff800aff444 (__TEXT,__text) external _task_get_exception_ports
00007ff800b02d19 (__TEXT,__text) external _task_get_exception_ports_info
00007ff800b015f2 (__TEXT,__text) external _task_get_mach_voucher
00007ff800afee26 (__TEXT,__text) external _task_get_special_port
00007ff800b00e01 (__TEXT,__text) external _task_get_state
00007ff800b02aec (__TEXT,__text) external _task_identity_token_get_task_port
00007ff800afe90e (__TEXT,__text) external _task_info
00007ff800b023ed (__TEXT,__text) external _task_inspect
00007ff800ae1efc (__TEXT,__text) external _task_inspect_for_pid
00007ff800b01a94 (__TEXT,__text) external _task_map_corpse_info
00007ff800b022a0 (__TEXT,__text) external _task_map_corpse_info_64
00007ff800b03271 (__TEXT,__text) external _task_map_kcdata_object_64
00007ff800adefcc (__TEXT,__text) external _task_name_for_pid
00007ff800b00208 (__TEXT,__text) external _task_policy
00007ff800afff01 (__TEXT,__text) external _task_policy_get
00007ff800affdc6 (__TEXT,__text) external _task_policy_set
00007ff800b01490 (__TEXT,__text) external _task_purgable_info
00007ff800ae1f14 (__TEXT,__text) external _task_read_for_pid
00007ff800b02136 (__TEXT,__text) external _task_register_dyld_get_process_state
00007ff800b01be5 (__TEXT,__text) external _task_register_dyld_image_infos
00007ff800b0203b (__TEXT,__text) external _task_register_dyld_set_dyld_state
00007ff800b01f3c (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00007ff800b073ea (__TEXT,__text) external _task_restartable_ranges_register
00007ff800b0754e (__TEXT,__text) external _task_restartable_ranges_synchronize
00007ff800afed41 (__TEXT,__text) external _task_resume
00007ff800b013ab (__TEXT,__text) external _task_resume2
00007ff800b0010b (__TEXT,__text) external _task_sample
00007ff800ae56a4 (__TEXT,__text) external _task_self_
00007ff800adef18 (__TEXT,__text) external _task_self_trap
00007ff800b0307f (__TEXT,__text) external _task_set_corpse_forking_behavior
00007ff800b00368 (__TEXT,__text) external _task_set_emulation
00007ff800b00597 (__TEXT,__text) external _task_set_emulation_vector
00007ff800b026b8 (__TEXT,__text) external _task_set_exc_guard_behavior
00007ff800aff340 (__TEXT,__text) external _task_set_exception_ports
00007ff800afeaf6 (__TEXT,__text) external _task_set_info
00007ff800b01730 (__TEXT,__text) external _task_set_mach_voucher
00007ff800b01154 (__TEXT,__text) external _task_set_phys_footprint_limit
00007ff800b00c27 (__TEXT,__text) external _task_set_policy
00007ff800af0b14 (__TEXT,__text) external _task_set_port_space
00007ff800b0069b (__TEXT,__text) external _task_set_ras_pc
00007ff800afef64 (__TEXT,__text) external _task_set_special_port
00007ff800b00feb (__TEXT,__text) external _task_set_state
00007ff800afec5c (__TEXT,__text) external _task_suspend
00007ff800b01288 (__TEXT,__text) external _task_suspend2
00007ff800aff6c1 (__TEXT,__text) external _task_swap_exception_ports
00007ff800b0182d (__TEXT,__text) external _task_swap_mach_voucher
00007ff800afe4a8 (__TEXT,__text) external _task_terminate
00007ff800b0316e (__TEXT,__text) external _task_test_async_upcall_propagation
00007ff800b02f82 (__TEXT,__text) external _task_test_sync_upcall
00007ff800afe58d (__TEXT,__text) external _task_threads
00007ff800b01ce9 (__TEXT,__text) external _task_unregister_dyld_image_infos
00007ff800b00783 (__TEXT,__text) external _task_zone_info
00007ff800ae9fb5 (__TEXT,__text) external _terminate_with_payload
00007ff800ae9f96 (__TEXT,__text) external _terminate_with_reason
00007ff800b03d13 (__TEXT,__text) external _thread_abort
00007ff800b03df8 (__TEXT,__text) external _thread_abort_safely
00007ff800b050a1 (__TEXT,__text) external _thread_assign
00007ff800b0519e (__TEXT,__text) external _thread_assign_default
00007ff800b058b7 (__TEXT,__text) external _thread_convert_thread_state
00007ff800aff063 (__TEXT,__text) external _thread_create
00007ff800aff186 (__TEXT,__text) external _thread_create_running
00007ff800b03edd (__TEXT,__text) external _thread_depress_abort
00007ff800af0be9 (__TEXT,__text) external _thread_destruct_special_reply_port
00007ff800b05283 (__TEXT,__text) external _thread_get_assignment
00007ff800b0450f (__TEXT,__text) external _thread_get_exception_ports
00007ff800b05afe (__TEXT,__text) external _thread_get_exception_ports_info
00007ff800b05538 (__TEXT,__text) external _thread_get_mach_voucher
00007ff800ae79cc (__TEXT,__text) external _thread_get_register_pointer_values
00007ff800b03fc2 (__TEXT,__text) external _thread_get_special_port
00007ff800adf014 (__TEXT,__text) external _thread_get_special_reply_port
00007ff800b037f6 (__TEXT,__text) external _thread_get_state
00007ff800b041ff (__TEXT,__text) external _thread_info
00007ff800ae78f9 (__TEXT,__text) external _thread_policy
00007ff800b04cab (__TEXT,__text) external _thread_policy_get
00007ff800ae793a (__TEXT,__text) external _thread_policy_set
00007ff800b03c2e (__TEXT,__text) external _thread_resume
00007ff800b04eb5 (__TEXT,__text) external _thread_sample
00007ff800adef0c (__TEXT,__text) external _thread_self_trap
00007ff800ae1f2c (__TEXT,__text) external _thread_selfcounts
00007ff800b0440b (__TEXT,__text) external _thread_set_exception_ports
00007ff800b05676 (__TEXT,__text) external _thread_set_mach_voucher
00007ff800ae797b (__TEXT,__text) external _thread_set_policy
00007ff800b04100 (__TEXT,__text) external _thread_set_special_port
00007ff800b039e0 (__TEXT,__text) external _thread_set_state
00007ff800b03b49 (__TEXT,__text) external _thread_suspend
00007ff800b0478c (__TEXT,__text) external _thread_swap_exception_ports
00007ff800b05773 (__TEXT,__text) external _thread_swap_mach_voucher
00007ff800ae55b1 (__TEXT,__text) external _thread_switch
00007ff800b033be (__TEXT,__text) external _thread_terminate
00007ff800af2fe2 (__TEXT,__text) external _thread_wire
00007ff800b08a50 (__TEXT,__const) non-external _times_now
00007ff800ae1f44 (__TEXT,__text) external _tracker_action
00007ff800ae1f5c (__TEXT,__text) external _truncate
00007ff800ae1f74 (__TEXT,__text) external _umask
00007ff800ae1f8c (__TEXT,__text) external _undelete
00007ff800ae1fa4 (__TEXT,__text) external _ungraftdmg
00007ff800aeed96 (__TEXT,__text) external _unlink
00007ff800ae3902 (__TEXT,__text) external _unlinkat
00007ff800ae1fbc (__TEXT,__text) external _unmount
00007ff800ae1fd4 (__TEXT,__text) external _usrctl
00007ff800ae7829 (__TEXT,__text) external _utimensat
00007ff800ae1fec (__TEXT,__text) external _utimes
00007ff800ae2004 (__TEXT,__text) external _vfs_purge
00007ff800af1076 (__TEXT,__text) external _vm_allocate
00007ff800af30e1 (__TEXT,__text) external _vm_allocate_cpm
00007ff800b06525 (__TEXT,__text) external _vm_behavior_set
00007ff800b06222 (__TEXT,__text) external _vm_copy
00007ff800af10a5 (__TEXT,__text) external _vm_deallocate
00007ff800b05d67 (__TEXT,__text) external _vm_inherit
00007ff8400a4c38 (__DATA,__common) external _vm_kernel_page_mask
00007ff8400a4c40 (__DATA,__common) external _vm_kernel_page_shift
00007ff8400a4c30 (__DATA,__common) external _vm_kernel_page_size
00007ff800b06793 (__TEXT,__text) external _vm_machine_attribute
00007ff800af12fd (__TEXT,__text) external _vm_map
00007ff800b06a38 (__TEXT,__text) external _vm_map_page_query
00007ff800b06439 (__TEXT,__text) external _vm_msync
00007ff8400a4c48 (__DATA,__common) external _vm_page_mask
00007ff8400a4c50 (__DATA,__common) external _vm_page_shift
00007ff8400a4c68 (__DATA,__common) external _vm_page_size
00007ff800ae201c (__TEXT,__text) external _vm_pressure_monitor
00007ff800af10aa (__TEXT,__text) external _vm_protect
00007ff800af1527 (__TEXT,__text) external _vm_purgable_control
00007ff800af1496 (__TEXT,__text) external _vm_read
00007ff800b05fa5 (__TEXT,__text) external _vm_read_list
00007ff800b0630e (__TEXT,__text) external _vm_read_overwrite
00007ff800b06da6 (__TEXT,__text) external _vm_region_64
00007ff800b06b81 (__TEXT,__text) external _vm_region_recurse_64
00007ff800af1384 (__TEXT,__text) external _vm_remap
00007ff800af140d (__TEXT,__text) external _vm_remap_new
00007ff800af2edc (__TEXT,__text) external _vm_wire
00007ff800b06124 (__TEXT,__text) external _vm_write
00007ff800ae210c (__TEXT,__text) external _voucher_mach_msg_adopt
00007ff800ae20f9 (__TEXT,__text) external _voucher_mach_msg_clear
00007ff800ae2126 (__TEXT,__text) external _voucher_mach_msg_revert
00007ff800ae20e4 (__TEXT,__text) external _voucher_mach_msg_set
00007ff8400a4c20 (__DATA,__common) external _vprintf_stderr_func
00007ff800ae0b4c (__TEXT,__text) external _wait4
00007ff800ae2034 (__TEXT,__text) external _waitid
00007ff800ae0b64 (__TEXT,__text) external _waitid$NOCANCEL
00007ff800aef4ad (__TEXT,__text) external _work_interval_copy_port
00007ff800aeef3b (__TEXT,__text) external _work_interval_create
00007ff800aef347 (__TEXT,__text) external _work_interval_destroy
00007ff800aef038 (__TEXT,__text) external _work_interval_get_flags_from_port
00007ff800aef14d (__TEXT,__text) external _work_interval_instance_alloc
00007ff800aef1b5 (__TEXT,__text) external _work_interval_instance_clear
00007ff800aef2df (__TEXT,__text) external _work_interval_instance_finish
00007ff800aef1c9 (__TEXT,__text) external _work_interval_instance_free
00007ff800aef21d (__TEXT,__text) external _work_interval_instance_get_complexity
00007ff800aef1ff (__TEXT,__text) external _work_interval_instance_get_deadline
00007ff800aef20e (__TEXT,__text) external _work_interval_instance_get_finish
00007ff800aef22c (__TEXT,__text) external _work_interval_instance_get_id
00007ff800aef1f0 (__TEXT,__text) external _work_interval_instance_get_start
00007ff800aef231 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
00007ff800aef1eb (__TEXT,__text) external _work_interval_instance_set_complexity
00007ff800aef1e1 (__TEXT,__text) external _work_interval_instance_set_deadline
00007ff800aef1e6 (__TEXT,__text) external _work_interval_instance_set_finish
00007ff800aef1dc (__TEXT,__text) external _work_interval_instance_set_start
00007ff800aef24d (__TEXT,__text) external _work_interval_instance_start
00007ff800aef292 (__TEXT,__text) external _work_interval_instance_update
00007ff800aef41f (__TEXT,__text) external _work_interval_join
00007ff800aef466 (__TEXT,__text) external _work_interval_join_port
00007ff800aef49d (__TEXT,__text) external _work_interval_leave
00007ff800aef0a3 (__TEXT,__text) external _work_interval_notify
00007ff800aef112 (__TEXT,__text) external _work_interval_notify_simple
00007ff800ae204c (__TEXT,__text) external _write
00007ff800ae0bc4 (__TEXT,__text) external _write$NOCANCEL
00007ff800ae2064 (__TEXT,__text) external _writev
00007ff800ae0bdc (__TEXT,__text) external _writev$NOCANCEL
