00007ff843ad7718 (__DATA,__data) non-external _C
00007ff801de36f0 (__TEXT,__text) non-external _getargs
00007ff801de4b98 (__TEXT,__text) non-external _getargs
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getattrlistbulk (from libsystem_kernel)
00007ff801dcee13 (__TEXT,__text) non-external _getbits
00007ff801df43ac (__TEXT,__const) non-external _getbits.digits
00007ff801dc3c82 (__TEXT,__text) external _getbsize
00007ff843ad91b0 (__DATA,__bss) non-external _getbsize.header
00007ff801da8b31 (__TEXT,__text) external _getc
00007ff801dd1de5 (__TEXT,__text) external _getc_unlocked
00007ff801dd1e0b (__TEXT,__text) external _getchar
00007ff801dd1e56 (__TEXT,__text) external _getchar_unlocked
00007ff801d9d091 (__TEXT,__text) external _getcwd
00007ff801db4e00 (__TEXT,__text) external _getdate
00007ff843ad90b8 (__DATA,__bss) non-external _getdate.tm
00007ff843ad986c (__DATA,__common) external _getdate_err
00007ff801da1ec2 (__TEXT,__text) external _getdelim
                 (undefined) external _getdirentries (from libsystem_kernel)
00007ff801dadd58 (__TEXT,__text) external _getdiskbyname
00007ff843ad8a40 (__DATA,__bss) non-external _getdiskbyname.dp
                 (undefined) external _getdtablesize (from libsystem_kernel)
00007ff801dc3f7f (__TEXT,__text) non-external _getent
00007ff801d71d10 (__TEXT,__text) external _getenv
                 (undefined) external _geteuid (from libsystem_kernel)
                 (undefined) external _getfsstat (from libsystem_kernel)
                 (undefined) external _getfsstat$INODE64 (from libsystem_kernel)
                 (undefined) external _getfsstat64 (from libsystem_kernel)
                 (undefined) external _getgrgid (from libsystem_info)
                 (undefined) external _getgrnam (from libsystem_info)
                 (undefined) external _getgroupcount (from libsystem_info)
                 (undefined) external _getgrouplist (from libsystem_info)
00007ff801ded97e (__TEXT,__text) external _getgroups$DARWIN_EXTSN
00007ff801db74c6 (__TEXT,__text) external _gethostid
00007ff801d89b8e (__TEXT,__text) external _gethostname
                 (undefined) external _getifaddrs (from libsystem_info)
00007ff801dcf9d2 (__TEXT,__text) external _getipv4sourcefilter
00007ff801df1178 (__TEXT,__text) non-external _getipv4sourcefilter.cold.1
00007ff801df119b (__TEXT,__text) non-external _getipv4sourcefilter.cold.2
00007ff801df11be (__TEXT,__text) non-external _getipv4sourcefilter.cold.3
00007ff801daffdc (__TEXT,__text) external _getlastlogx
00007ff801db00ac (__TEXT,__text) external _getlastlogxbyname
00007ff801da1eb0 (__TEXT,__text) external _getline
00007ff801dae7e4 (__TEXT,__text) external _getloadavg
00007ff801da8a50 (__TEXT,__text) external _getlogin
00007ff801da8a8a (__TEXT,__text) non-external _getlogin_basic
00007ff801dc4fd9 (__TEXT,__text) external _getlogin_r
00007ff801dedafb (__TEXT,__text) external _getmntinfo
00007ff801da3177 (__TEXT,__text) external _getmntinfo$INODE64
00007ff843ad91f8 (__DATA,__bss) non-external _getmntinfo$INODE64.vars
00007ff843ad9850 (__DATA,__bss) non-external _getmntinfo.vars
00007ff801de57f9 (__TEXT,__text) external _getmntinfo64
00007ff843ad9808 (__DATA,__bss) non-external _getmntinfo64.bufsize
00007ff843ad97f8 (__DATA,__bss) non-external _getmntinfo64.mntbuf
00007ff843ad9800 (__DATA,__bss) non-external _getmntinfo64.mntsize
00007ff801d7f601 (__TEXT,__text) non-external _getmntinfo_internal
00007ff801d7f6c8 (__TEXT,__text) non-external _getmntinfo_internal
00007ff801dedb21 (__TEXT,__text) external _getmntinfo_r_np
00007ff801d7f5a9 (__TEXT,__text) external _getmntinfo_r_np$INODE64
00007ff801dc6658 (__TEXT,__text) external _getmode
00007ff801d7a35e (__TEXT,__text) non-external _getoffset
00007ff801d9df08 (__TEXT,__text) external _getopt
00007ff843ad7b18 (__DATA,__data) non-external _getopt.place
00007ff801d9d8d3 (__TEXT,__text) non-external _getopt_internal
00007ff801df177c (__TEXT,__text) non-external _getopt_internal.cold.1
00007ff843ad7b20 (__DATA,__data) non-external _getopt_internal.posixly_correct
00007ff801d9d8c3 (__TEXT,__text) external _getopt_long
00007ff801da99c0 (__TEXT,__text) external _getopt_long_only
00007ff801d809db (__TEXT,__text) external _getpagesize
00007ff8438d5008 (__DATA_DIRTY,__bss) non-external _getpagesize.value
00007ff801dc64f3 (__TEXT,__text) external _getpass
00007ff843ad9290 (__DATA,__bss) non-external _getpass.buf
00007ff801dc5044 (__TEXT,__text) external _getpeereid
                 (undefined) external _getpgrp (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getpriority (from libsystem_kernel)
00007ff801d7f78f (__TEXT,__text) external _getprogname
                 (undefined) external _getpwnam (from libsystem_info)
                 (undefined) external _getpwuid (from libsystem_info)
                 (undefined) external _getpwuid_r (from libsystem_info)
                 (undefined) external _getrlimit (from libsystem_kernel)
00007ff801d7a58f (__TEXT,__text) non-external _getrule
                 (undefined) external _getrusage (from libsystem_kernel)
00007ff801dd1e86 (__TEXT,__text) external _gets
00007ff801df43c0 (__TEXT,__const) non-external _gets.w
00007ff843ad9540 (__DATA,__bss) non-external _gets.warned
00007ff801d7a39a (__TEXT,__text) non-external _getsecs
                 (undefined) external _getsectiondata (from libmacho)
                 (undefined) external _getsockopt (from libsystem_kernel)
00007ff801dcfbe2 (__TEXT,__text) external _getsourcefilter
00007ff801ddf076 (__TEXT,__text) external _getsubopt
00007ff801d78f14 (__TEXT,__text) external _gettimeofday
00007ff843ad9144 (__DATA,__bss) non-external _gettimeofday.cached_tz.0
00007ff843ad9148 (__DATA,__bss) non-external _gettimeofday.cached_tz.1
00007ff843ad9140 (__DATA,__bss) non-external _gettimeofday.validtz
00007ff801dae9ef (__TEXT,__text) external _getttyent
00007ff843ad8a90 (__DATA,__bss) non-external _getttyent.line
00007ff840082b00 (__DATA_CONST,__const) non-external _getttyent.nonexistent
00007ff843ad8a50 (__DATA,__bss) non-external _getttyent.tty
00007ff801dae895 (__TEXT,__text) external _getttynam
00007ff801dae364 (__TEXT,__text) non-external _gettype
                 (undefined) external _getuid (from libsystem_kernel)
00007ff801daf109 (__TEXT,__text) external _getusershell
00007ff801de866d (__TEXT,__text) external _getutmp
00007ff801de86ac (__TEXT,__text) external _getutmpx
00007ff801de7ebc (__TEXT,__text) external _getutxent
00007ff801db0993 (__TEXT,__text) external _getutxent_wtmp
00007ff801de8015 (__TEXT,__text) external _getutxid
00007ff801de80ec (__TEXT,__text) external _getutxline
00007ff801df43a1 (__TEXT,__const) non-external _getv4.digits
00007ff801da8d31 (__TEXT,__text) external _getvfsbyname
00007ff801dd1f3b (__TEXT,__text) external _getw
00007ff801dd1f70 (__TEXT,__text) external _getwc
00007ff801dd1f98 (__TEXT,__text) external _getwc_l
00007ff801dd1fa2 (__TEXT,__text) external _getwchar
00007ff801dd1fd4 (__TEXT,__text) external _getwchar_l
00007ff801db7531 (__TEXT,__text) external _getwd
00007ff801d7a2de (__TEXT,__text) non-external _getzname
00007ff801dedb80 (__TEXT,__text) external _glob
00007ff801d9fc50 (__TEXT,__text) external _glob$INODE64
00007ff801da034b (__TEXT,__text) non-external _glob0
00007ff801da0583 (__TEXT,__text) non-external _glob0
00007ff801da0af9 (__TEXT,__text) non-external _glob2
00007ff801da10fa (__TEXT,__text) non-external _glob2
00007ff801dedba3 (__TEXT,__text) external _glob_b
00007ff801dc50a3 (__TEXT,__text) external _glob_b$INODE64
00007ff801dc50f6 (__TEXT,__text) non-external _globexp1
00007ff801dedbc6 (__TEXT,__text) non-external _globexp1
00007ff801da1c3c (__TEXT,__text) non-external _globfinal
00007ff801da1c3c (__TEXT,__text) non-external _globfinal
00007ff801da1cd2 (__TEXT,__text) external _globfree
00007ff801df4684 (__TEXT,__const) non-external _gmt
00007ff801d9b09f (__TEXT,__text) non-external _gmt_init
00007ff843ad7ae8 (__DATA,__data) non-external _gmt_notify
00007ff843ad7af0 (__DATA,__data) non-external _gmt_once
00007ff801da2514 (__TEXT,__text) external _gmtime
00007ff843ad9708 (__DATA,__bss) non-external _gmtime_key
00007ff843ad9704 (__DATA,__bss) non-external _gmtime_key_error
00007ff801da25b2 (__TEXT,__text) non-external _gmtime_key_init
00007ff843ad7ad8 (__DATA,__data) non-external _gmtime_once
00007ff801d9aff6 (__TEXT,__text) external _gmtime_r
00007ff801d9b133 (__TEXT,__text) non-external _gmtload
00007ff843ad9748 (__DATA,__bss) non-external _gmtptr
00007ff801d9b014 (__TEXT,__text) non-external _gmtsub
00007ff801df4830 (__TEXT,__const) non-external _gnuoptchar
00007ff843ad91d8 (__DATA,__bss) non-external _gottoprec
00007ff801d987ef (__TEXT,__text) external _grantpt
00007ff801dd4af0 (__TEXT,__text) non-external _grouping_init
00007ff801dd8f01 (__TEXT,__text) non-external _grouping_init
00007ff801dd4b8b (__TEXT,__text) non-external _grouping_print
00007ff801dd9028 (__TEXT,__text) non-external _grouping_print
00007ff801dc64dc (__TEXT,__text) non-external _handler
00007ff843ad9840 (__DATA,__bss) non-external _handlers
00007ff801dbd680 (__TEXT,__text) non-external _hash4
00007ff801dbc29c (__TEXT,__text) non-external _hash_access
00007ff801dbbb8d (__TEXT,__text) non-external _hash_close
00007ff801de2575 (__TEXT,__text) external _hash_create
00007ff801dbbbbe (__TEXT,__text) non-external _hash_delete
00007ff801de2601 (__TEXT,__text) external _hash_destroy
00007ff801dbbc1b (__TEXT,__text) non-external _hash_fd
00007ff801dbbc4b (__TEXT,__text) non-external _hash_get
00007ff801de2857 (__TEXT,__text) external _hash_purge
00007ff801dbbc90 (__TEXT,__text) non-external _hash_put
00007ff801de26cb (__TEXT,__text) external _hash_search
00007ff801dbbcf7 (__TEXT,__text) non-external _hash_seq
00007ff801de28cd (__TEXT,__text) external _hash_stats
00007ff801dbbf4d (__TEXT,__text) non-external _hash_sync
00007ff801de27e2 (__TEXT,__text) external _hash_traverse
00007ff801ddf1a6 (__TEXT,__text) external _hcreate
00007ff801dbba6d (__TEXT,__text) non-external _hdestroy
00007ff801ddf272 (__TEXT,__text) external _hdestroy
00007ff801d7ef57 (__TEXT,__text) external _heapsort
00007ff801da492b (__TEXT,__text) external _heapsort_b
00007ff801df2490 (__TEXT,__const) non-external _hexdigit
00007ff801df7910 (__TEXT,__cstring) non-external _hexlist
00007ff843ad8af8 (__DATA,__bss) non-external _hexpreg
                 (undefined) external _host_get_clock_service (from libsystem_kernel)
00007ff801ddf2ee (__TEXT,__text) external _hsearch
00007ff843ad9790 (__DATA,__bss) non-external _htable
00007ff843ad9798 (__DATA,__bss) non-external _htablesize
                 (undefined) external _if_nametoindex (from libsystem_info)
00007ff801df4810 (__TEXT,__const) non-external _illoptchar
00007ff801df4900 (__TEXT,__const) non-external _illoptstring
00007ff801ddf3a3 (__TEXT,__text) external _imaxabs
00007ff801ddf3b3 (__TEXT,__text) external _imaxdiv
                 (indirect) external _index (for __platform_strchr)
00007ff801d851dd (__TEXT,__text) external _inet_addr
00007ff801d8519c (__TEXT,__text) external _inet_aton
00007ff801dce161 (__TEXT,__text) external _inet_lnaof
00007ff801dce18b (__TEXT,__text) external _inet_makeaddr
00007ff801dce1c4 (__TEXT,__text) external _inet_net_ntop
00007ff801dce680 (__TEXT,__text) external _inet_net_pton
00007ff801df10cd (__TEXT,__text) non-external _inet_net_pton.cold.1
00007ff801df10ee (__TEXT,__text) non-external _inet_net_pton.cold.2
00007ff801df1111 (__TEXT,__text) non-external _inet_net_pton.cold.3
00007ff801df4361 (__TEXT,__const) non-external _inet_net_pton_ipv4.digits
00007ff801df4350 (__TEXT,__const) non-external _inet_net_pton_ipv4.xdigits
00007ff801df4370 (__TEXT,__const) non-external _inet_net_pton_ipv6.xdigits_l
00007ff801df4390 (__TEXT,__const) non-external _inet_net_pton_ipv6.xdigits_u
00007ff801dcee98 (__TEXT,__text) external _inet_neta
00007ff801dcef3d (__TEXT,__text) external _inet_netof
00007ff801dcef69 (__TEXT,__text) external _inet_network
00007ff801dcf3a2 (__TEXT,__text) external _inet_nsap_addr
00007ff801dcf533 (__TEXT,__text) external _inet_nsap_ntoa
00007ff801da3046 (__TEXT,__text) external _inet_ntoa
00007ff843ad94e0 (__DATA,__bss) non-external _inet_ntoa.ret
00007ff801d85276 (__TEXT,__text) external _inet_ntop
00007ff801d852c7 (__TEXT,__text) external _inet_ntop4
00007ff801d939c4 (__TEXT,__text) external _inet_ntop6
00007ff801d83400 (__TEXT,__text) external _inet_pton
00007ff801d83765 (__TEXT,__text) non-external _inet_pton4
00007ff801df4a40 (__TEXT,__const) non-external _inet_pton4.digits
00007ff801df4a50 (__TEXT,__const) non-external _inet_pton6.xdigits_l
00007ff801df4a70 (__TEXT,__const) non-external _inet_pton6.xdigits_u
00007ff801dac4b0 (__TEXT,__text) non-external _infinity
00007ff801dac76e (__TEXT,__text) non-external _initMPFromDigits
00007ff801df2590 (__TEXT,__const) non-external _initMPFromDigits.powersOfTen
00007ff801dadcf1 (__TEXT,__text) non-external _init_perm
00007ff801daf13d (__TEXT,__text) non-external _initshells
00007ff801de19c4 (__TEXT,__text) external _initstate
00007ff801d8a519 (__TEXT,__text) non-external _insertionsort
00007ff801d8a5b3 (__TEXT,__text) non-external _insertionsort
00007ff801ddf3e3 (__TEXT,__text) external _insque
                 (undefined) external _ioctl (from libsystem_kernel)
00007ff801db1807 (__TEXT,__text) external _isalnum
00007ff801db1ed0 (__TEXT,__text) external _isalnum_l
00007ff801db186b (__TEXT,__text) external _isalpha
00007ff801db1f34 (__TEXT,__text) external _isalpha_l
00007ff801db17f6 (__TEXT,__text) external _isascii
00007ff801d86be9 (__TEXT,__text) external _isatty
00007ff801db18c9 (__TEXT,__text) external _isblank
00007ff801db1f92 (__TEXT,__text) external _isblank_l
00007ff801db1927 (__TEXT,__text) external _iscntrl
00007ff801db1ff0 (__TEXT,__text) external _iscntrl_l
00007ff801da2be6 (__TEXT,__text) external _isdigit
00007ff801db204e (__TEXT,__text) external _isdigit_l
00007ff801db1985 (__TEXT,__text) external _isgraph
00007ff801db20ac (__TEXT,__text) external _isgraph_l
00007ff801db1c51 (__TEXT,__text) external _ishexnumber
00007ff801db210a (__TEXT,__text) external _ishexnumber_l
00007ff801db1caf (__TEXT,__text) external _isideogram
00007ff801db2168 (__TEXT,__text) external _isideogram_l
00007ff801db19e3 (__TEXT,__text) external _islower
00007ff801db21c6 (__TEXT,__text) external _islower_l
00007ff801db1d0d (__TEXT,__text) external _isnumber
00007ff801db2224 (__TEXT,__text) external _isnumber_l
00007ff801db1d6b (__TEXT,__text) external _isphonogram
00007ff801db2282 (__TEXT,__text) external _isphonogram_l
00007ff801db1a41 (__TEXT,__text) external _isprint
00007ff801db22e0 (__TEXT,__text) external _isprint_l
00007ff801db1a9f (__TEXT,__text) external _ispunct
00007ff801db233e (__TEXT,__text) external _ispunct_l
00007ff801db1dc9 (__TEXT,__text) external _isrune
00007ff801db239c (__TEXT,__text) external _isrune_l
                 (undefined) external _issetugid (from libsystem_kernel)
00007ff801db1afd (__TEXT,__text) external _isspace
00007ff801db2405 (__TEXT,__text) external _isspace_l
00007ff801db1e2b (__TEXT,__text) external _isspecial
00007ff801db2463 (__TEXT,__text) external _isspecial_l
00007ff801d98a1f (__TEXT,__text) non-external _istrsenvisx
00007ff801df0ee4 (__TEXT,__text) non-external _istrsenvisx.cold.1
00007ff801df0f07 (__TEXT,__text) non-external _istrsenvisx.cold.2
00007ff801df0f2a (__TEXT,__text) non-external _istrsenvisx.cold.3
00007ff801df0f4d (__TEXT,__text) non-external _istrsenvisx.cold.4
00007ff801d989c0 (__TEXT,__text) non-external _istrsenvisxl
00007ff801db1b5b (__TEXT,__text) external _isupper
00007ff801db24c1 (__TEXT,__text) external _isupper_l
00007ff801db25bf (__TEXT,__text) external _iswalnum
00007ff801db2a4f (__TEXT,__text) external _iswalnum_l
00007ff801db2623 (__TEXT,__text) external _iswalpha
00007ff801db2ab3 (__TEXT,__text) external _iswalpha_l
00007ff801db2f70 (__TEXT,__text) external _iswascii
00007ff801db2f12 (__TEXT,__text) external _iswblank
00007ff801db31b9 (__TEXT,__text) external _iswblank_l
00007ff801db2681 (__TEXT,__text) external _iswcntrl
00007ff801db2b11 (__TEXT,__text) external _iswcntrl_l
00007ff801db26df (__TEXT,__text) external _iswctype
00007ff801db2b6f (__TEXT,__text) external _iswctype_l
00007ff801db2749 (__TEXT,__text) external _iswdigit
00007ff801db2be0 (__TEXT,__text) external _iswdigit_l
00007ff801db276c (__TEXT,__text) external _iswgraph
00007ff801db2c3e (__TEXT,__text) external _iswgraph_l
00007ff801db2f81 (__TEXT,__text) external _iswhexnumber
00007ff801db3217 (__TEXT,__text) external _iswhexnumber_l
00007ff801db2fdf (__TEXT,__text) external _iswideogram
00007ff801db3275 (__TEXT,__text) external _iswideogram_l
00007ff801db27ca (__TEXT,__text) external _iswlower
00007ff801db2c9c (__TEXT,__text) external _iswlower_l
00007ff801db303d (__TEXT,__text) external _iswnumber
00007ff801db32d3 (__TEXT,__text) external _iswnumber_l
00007ff801db309b (__TEXT,__text) external _iswphonogram
00007ff801db3331 (__TEXT,__text) external _iswphonogram_l
00007ff801db2828 (__TEXT,__text) external _iswprint
00007ff801db2cfa (__TEXT,__text) external _iswprint_l
00007ff801db2886 (__TEXT,__text) external _iswpunct
00007ff801db2d58 (__TEXT,__text) external _iswpunct_l
00007ff801db30f9 (__TEXT,__text) external _iswrune
00007ff801db338f (__TEXT,__text) external _iswrune_l
00007ff801db28e4 (__TEXT,__text) external _iswspace
00007ff801db2db6 (__TEXT,__text) external _iswspace_l
00007ff801db315b (__TEXT,__text) external _iswspecial
00007ff801db33f8 (__TEXT,__text) external _iswspecial_l
00007ff801db2942 (__TEXT,__text) external _iswupper
00007ff801db2e14 (__TEXT,__text) external _iswupper_l
00007ff801db29a0 (__TEXT,__text) external _iswxdigit
00007ff801db2e72 (__TEXT,__text) external _iswxdigit_l
00007ff801da2bc3 (__TEXT,__text) external _isxdigit
00007ff801db251f (__TEXT,__text) external _isxdigit_l
00007ff801df59f0 (__TEXT,__cstring) non-external _itoa64
00007ff801dc5520 (__TEXT,__text) external _jrand48
00007ff840083090 (__DATA_CONST,__const) external _kOSThermalNotificationPressureLevelName
                 (undefined) external _kill (from libsystem_kernel)
00007ff801da325c (__TEXT,__text) external _killpg
00007ff801de2f1d (__TEXT,__text) external _l64a
00007ff843ad97e8 (__DATA,__bss) non-external _l64a.buf
00007ff801ddf40c (__TEXT,__text) external _labs
00007ff801dc8e88 (__TEXT,__text) non-external _largesearch
00007ff843ad9750 (__DATA,__bss) non-external _last_default_tzload_mtimespec
00007ff843ad7ab8 (__DATA,__data) non-external _lastglue
00007ff801daccde (__TEXT,__text) external _lchflags
00007ff801d93668 (__TEXT,__text) external _lchmod
00007ff843ad95f0 (__DATA,__bss) non-external _lcl_TZname
00007ff8438d4ea0 (__DATA_DIRTY,__data) non-external _lcl_notify
00007ff8438d4dc0 (__DATA_DIRTY,__data) non-external (was a private external) _lcl_rwlock
00007ff8438d6830 (__DATA_DIRTY,__bss) non-external _lclptr
00007ff801dc5560 (__TEXT,__text) external _lcong48
00007ff801ddf41c (__TEXT,__text) external _ldiv
00007ff801ddf4fb (__TEXT,__text) external _lfind
00007ff801dd4079 (__TEXT,__text) non-external _lflush
00007ff843ad9870 (__DATA,__common) non-external (was a private external) _libc_hooks
00007ff801db727d (__TEXT,__text) external _libc_set_introspection_hooks
00007ff801df0093 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.1
00007ff801df00b4 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.2
00007ff801df00d5 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.3
00007ff801df00f6 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.4
00007ff801dcf150 (__TEXT,__text) external _link_addr
00007ff801dcf2c0 (__TEXT,__text) external _link_ntoa
00007ff843ad9500 (__DATA,__bss) non-external _link_ntoa.obuf
00007ff801ddf44c (__TEXT,__text) external _llabs
00007ff801ddf45c (__TEXT,__text) external _lldiv
00007ff801dd013f (__TEXT,__text) non-external _loadCat
00007ff801d95d38 (__TEXT,__text) non-external _loadlocale
00007ff801da8b78 (__TEXT,__text) external _localeconv
00007ff801d769b8 (__TEXT,__text) external _localeconv_l
00007ff801df1042 (__TEXT,__text) non-external _localeconv_l.cold.1
00007ff801df1054 (__TEXT,__text) non-external _localeconv_l.cold.2
00007ff801d7f7d2 (__TEXT,__text) external _localtime
00007ff8438d6840 (__DATA_DIRTY,__bss) non-external _localtime_key
00007ff843ad96f8 (__DATA,__bss) non-external _localtime_key_error
00007ff801d7f8a1 (__TEXT,__text) non-external _localtime_key_init
00007ff8438d4ea8 (__DATA_DIRTY,__data) non-external _localtime_once
00007ff801d78fe5 (__TEXT,__text) external _localtime_r
00007ff801da99d0 (__TEXT,__text) external _lockf
00007ff801dc55a4 (__TEXT,__text) external _lockf$NOCANCEL
00007ff801db7092 (__TEXT,__text) external _login
00007ff801db5f9b (__TEXT,__text) external _login_tty
00007ff801db70f3 (__TEXT,__text) external _logout
00007ff801db6002 (__TEXT,__text) external _logwtmp
00007ff801dc8ed6 (__TEXT,__text) non-external _lookup_substsearch
00007ff801df0f70 (__TEXT,__text) non-external _lookup_substsearch.cold.1
00007ff801dc566c (__TEXT,__text) external _lrand48
00007ff801ddf48c (__TEXT,__text) external _lsearch
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
                 (undefined) external _lstat$INODE64 (from libsystem_kernel)
00007ff801db681b (__TEXT,__text) external _lstatx64_np
00007ff801def6bb (__TEXT,__text) external _lstatx_np
00007ff801d8ad9f (__TEXT,__text) external _lstatx_np$INODE64
00007ff801d8add9 (__TEXT,__text) non-external _lstatx_syscall
00007ff801d8ade6 (__TEXT,__text) non-external _lstatx_syscall
00007ff801da2183 (__TEXT,__text) external _lutimes
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_boottime_usec (from libsystem_kernel)
                 (undefined) external _mach_continuous_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_error_string (from libsystem_kernel)
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc_type_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _malloc_type_realloc (from libsystem_malloc)
00007ff840082b60 (__DATA_CONST,__const) non-external _mapping
00007ff801d9f053 (__TEXT,__text) external _mblen
00007ff801d9f0da (__TEXT,__text) external _mblen_l
00007ff801db6c36 (__TEXT,__text) external _mbmb
00007ff843ad9160 (__DATA,__bss) non-external _mbmb.warn_depreciated
                 (undefined) external _mbr_gid_to_uuid (from libsystem_info)
                 (undefined) external _mbr_uid_to_uuid (from libsystem_info)
                 (undefined) external _mbr_uuid_to_id (from libsystem_info)
00007ff801d9f15d (__TEXT,__text) external _mbrlen
00007ff801dcaf49 (__TEXT,__text) external _mbrlen_l
00007ff801db6b8e (__TEXT,__text) external _mbrrune
00007ff843ad915c (__DATA,__bss) non-external _mbrrune.warn_depreciated
00007ff801da2c22 (__TEXT,__text) external _mbrtowc
00007ff801d9f9ed (__TEXT,__text) external _mbrtowc_l
00007ff801db6ae5 (__TEXT,__text) external _mbrune
00007ff843ad9158 (__DATA,__bss) non-external _mbrune.warn_depreciated
00007ff801dcafc5 (__TEXT,__text) external _mbsinit
00007ff801dcaf92 (__TEXT,__text) external _mbsinit_l
00007ff801dcb042 (__TEXT,__text) external _mbsnrtowcs
00007ff801dcaffd (__TEXT,__text) external _mbsnrtowcs_l
00007ff801dcb1d1 (__TEXT,__text) external _mbsrtowcs
00007ff801dcb186 (__TEXT,__text) external _mbsrtowcs_l
00007ff801d9939a (__TEXT,__text) external _mbstowcs
00007ff801dcb225 (__TEXT,__text) external _mbstowcs_l
00007ff801d9910f (__TEXT,__text) external _mbtowc
00007ff801d781fd (__TEXT,__text) external _mbtowc_l
                 (indirect) external _memccpy (for __platform_memccpy)
                 (indirect) external _memchr (for __platform_memchr)
                 (indirect) external _memcmp (for __platform_memcmp)
                 (indirect) external _memcpy (for __platform_memmove)
00007ff801d87cd4 (__TEXT,__text) external _memmem
                 (indirect) external _memmove (for __platform_memmove)
                 (indirect) external _memset (for __platform_memset)
                 (indirect) external _memset_pattern16 (for __platform_memset_pattern16)
                 (indirect) external _memset_pattern4 (for __platform_memset_pattern4)
                 (indirect) external _memset_pattern8 (for __platform_memset_pattern8)
00007ff801d7201d (__TEXT,__text) external _memset_s
00007ff801dce154 (__TEXT,__text) non-external _memstream_close
00007ff801dce0ce (__TEXT,__text) non-external _memstream_seek
00007ff801df1087 (__TEXT,__text) non-external _memstream_seek.cold.1
00007ff801df10aa (__TEXT,__text) non-external _memstream_seek.cold.2
00007ff801dcdfbb (__TEXT,__text) non-external _memstream_update
00007ff801df1066 (__TEXT,__text) non-external _memstream_update.cold.1
00007ff801dcdfe5 (__TEXT,__text) non-external _memstream_write
00007ff801d89d0b (__TEXT,__text) external _mergesort
00007ff801d9a2fe (__TEXT,__text) external _mergesort_b
                 (undefined) external _mkdirat (from libsystem_kernel)
00007ff801db676e (__TEXT,__text) external _mkdirx_np
00007ff801da308c (__TEXT,__text) external _mkdtemp
00007ff801dd2144 (__TEXT,__text) external _mkdtempat_np
00007ff801db6757 (__TEXT,__text) external _mkfifox_np
00007ff801dd20dd (__TEXT,__text) external _mkostemp
00007ff801dd1feb (__TEXT,__text) external _mkostemps
00007ff801dd204c (__TEXT,__text) external _mkostempsat_np
00007ff801d80a54 (__TEXT,__text) external _mkpath_np
00007ff801db6106 (__TEXT,__text) external _mkpathat_np
00007ff801d9fbc8 (__TEXT,__text) external _mkstemp
00007ff801dd21c3 (__TEXT,__text) external _mkstemp_dprotected_np
00007ff801d936ad (__TEXT,__text) external _mkstemps
00007ff801dd20a1 (__TEXT,__text) external _mkstempsat_np
00007ff801d878b0 (__TEXT,__text) external _mktemp
00007ff801d8ae7d (__TEXT,__text) external _mktime
                 (undefined) external _mmap (from libsystem_kernel)
00007ff801df46c0 (__TEXT,__const) non-external _mon_lengths
00007ff801db17d2 (__TEXT,__text) external _monaddition
00007ff801db17ea (__TEXT,__text) external _moncontrol
00007ff801db17f0 (__TEXT,__text) external _moncount
00007ff801db17c6 (__TEXT,__text) external _moninit
00007ff801db17e4 (__TEXT,__text) external _monitor
00007ff801db17de (__TEXT,__text) external _monoutput
00007ff801db17d8 (__TEXT,__text) external _monreset
00007ff801db17cc (__TEXT,__text) external _monstartup
00007ff801dd0e2d (__TEXT,__text) non-external _moreglue
00007ff801dbf004 (__TEXT,__text) non-external _mpool_bkt
00007ff801dbf26c (__TEXT,__text) external _mpool_close
00007ff801dbef56 (__TEXT,__text) external _mpool_filter
00007ff801dbf0d2 (__TEXT,__text) external _mpool_get
00007ff801dbef71 (__TEXT,__text) external _mpool_new
00007ff801df05fc (__TEXT,__text) non-external _mpool_new.cold.1
00007ff801dbee88 (__TEXT,__text) external _mpool_open
00007ff801dbf257 (__TEXT,__text) external _mpool_put
00007ff801dbf2b7 (__TEXT,__text) external _mpool_sync
00007ff801dbf322 (__TEXT,__text) non-external _mpool_write
00007ff801dc569d (__TEXT,__text) external _mrand48
00007ff801db7909 (__TEXT,__text) non-external _mswap
00007ff801dac8da (__TEXT,__text) non-external _multiplyByFiveToTheN
                 (undefined) external _munmap (from libsystem_kernel)
00007ff843ad90f8 (__DATA,__bss) non-external _namebuf
00007ff801d801a6 (__TEXT,__text) external _nanosleep
