00007ffd014c1ef6 (__TEXT,__text) external _AAAFSCGetMetadata
00007ffd0146cdfd (__TEXT,__text) non-external _removeStreamAbort
00007ffd0146c5c5 (__TEXT,__text) non-external _removeStreamClose
00007ffd0146cdeb (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffd0146c8cf (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffd014827d8 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffd014be88f (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
00007ffd014c2f84 (__TEXT,__text) non-external _resizeResourceFork
00007ffd0148f68f (__TEXT,__text) non-external _resizeStream
00007ffd014c21fc (__TEXT,__text) non-external _resourceForkSize
00007ffd014874f3 (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
00007ffd0149e5d5 (__TEXT,__text) non-external _retireEntryRange
00007ffd014ae506 (__TEXT,__text) non-external _retireThreadEnqueue
00007ffd014aa31d (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffd014957f7 (__TEXT,__text) non-external _sanitize_internal_controls
00007ffd0148749e (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
00007ffd01477c87 (__TEXT,__text) non-external _seekTo
00007ffd0148b86d (__TEXT,__text) non-external _segment_find
00007ffd0146bb5f (__TEXT,__text) non-external _sendEOF
00007ffd01488f42 (__TEXT,__text) non-external _sendHeader
00007ffd01457d96 (__TEXT,__text) non-external _sendMessage
00007ffd014cb5e9 (__TEXT,__text) non-external _sendMessage
00007ffd0146795f (__TEXT,__text) non-external _sequentialReaderProc
00007ffd014679e3 (__TEXT,__text) non-external _sequentialWriterProc
00007ffd01480796 (__TEXT,__text) non-external (was a private external) _serializeHexString
00007ffd014d7d20 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffd01494344 (__TEXT,__text) non-external _setFieldBlob
00007ffd0148199c (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffd01481f59 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
00007ffd01486f7e (__TEXT,__text) non-external _setThreadErrorContext
00007ffd014c42ee (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
00007ffd0148e3e8 (__TEXT,__text) non-external _setupContext
00007ffd0149c38f (__TEXT,__text) non-external _setupContext
00007ffd0148075d (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffd014807e6 (__TEXT,__text) non-external (was a private external) _sha1cmp
00007ffd0145c0a3 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffd01448f15 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffd01481911 (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffd01482902 (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffd014a6863 (__TEXT,__text) non-external _stateAppendEntry
00007ffd014bac59 (__TEXT,__text) non-external _stateCollectorStreamClose
00007ffd014bb856 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
00007ffd014bac66 (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
00007ffd014b8735 (__TEXT,__text) non-external _stateComputePatches
00007ffd014a621f (__TEXT,__text) non-external _stateConcatPath
00007ffd014a385a (__TEXT,__text) non-external _stateDestroy
00007ffd014bab20 (__TEXT,__text) non-external _stateDestroy
00007ffd014b8aef (__TEXT,__text) non-external _stateGenerateArchive
00007ffd014a6252 (__TEXT,__text) non-external _stateGetEntryData
00007ffd014bc856 (__TEXT,__text) non-external _stateLoadEntryHeader
00007ffd014a6437 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00007ffd01480168 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffd014cdaf1 (__TEXT,__text) non-external _storeCachePos
00007ffd014c43ba (__TEXT,__text) non-external _storeChunkOffsets
00007ffd01480fac (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffd0147e155 (__TEXT,__text) non-external _streamAbort
00007ffd01496e4c (__TEXT,__text) non-external _streamAbort
00007ffd0147dffa (__TEXT,__text) non-external _streamClose
00007ffd01496add (__TEXT,__text) non-external _streamClose
00007ffd0145a7e4 (__TEXT,__text) non-external _streamConsumerProc
00007ffd014976e2 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007ffd0147e172 (__TEXT,__text) non-external _streamPRead
00007ffd01496e6c (__TEXT,__text) non-external _streamPWrite
00007ffd0147efcc (__TEXT,__text) non-external _streamProc
00007ffd014ca926 (__TEXT,__text) non-external _streamProc
00007ffd0147e542 (__TEXT,__text) non-external _streamRead
00007ffd0147e565 (__TEXT,__text) non-external _streamSeek
00007ffd0145a8a7 (__TEXT,__text) non-external _streamThreadProc
00007ffd0145a752 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffd01473bcb (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffd014736a8 (__TEXT,__text) non-external _stringTableReserve
00007ffd014c1824 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
00007ffd014bca83 (__TEXT,__text) non-external _subArchiveCreate
00007ffd014bcfdd (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffd014b4b5e (__TEXT,__text) non-external _tarParseInt
00007ffd0148f00d (__TEXT,__text) non-external _tempStreamCancel
00007ffd0148ef8a (__TEXT,__text) non-external _tempStreamClose
00007ffd0148f05a (__TEXT,__text) non-external _tempStreamPRead
00007ffd0148f2bc (__TEXT,__text) non-external _tempStreamPWrite
00007ffd0148f022 (__TEXT,__text) non-external _tempStreamRead
00007ffd0148f230 (__TEXT,__text) non-external _tempStreamSeek
00007ffd0148f520 (__TEXT,__text) non-external _tempStreamTruncate
00007ffd0148f284 (__TEXT,__text) non-external _tempStreamWrite
00007ffd0147a596 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffd0147a2a0 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffd014c7fb9 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffd01487903 (__TEXT,__text) non-external _threadWrapperProc
00007ffd0145fdaa (__TEXT,__text) non-external _treeAdd
00007ffd0145f77b (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffd0145fa49 (__TEXT,__text) non-external _treeRebalance
00007ffd0146078a (__TEXT,__text) non-external _treeRotateLeft
00007ffd01460668 (__TEXT,__text) non-external _treeRotateRight
00007ffd0145fc8d (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffd0149e047 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffd0148127f (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffd01483e51 (__TEXT,__text) non-external _updateFromHeader
00007ffd0148742c (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffd0148745f (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffd014b0cb8 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffd01457ce0 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffd01456fe9 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffd01457a57 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffd0145736e (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffd0148e69d (__TEXT,__text) non-external _verifySegment
00007ffd0149cfba (__TEXT,__text) non-external _verifySegment
00007ffd014cb76c (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
00007ffd014a6510 (__TEXT,__text) non-external _workerApplyAttr
00007ffd01457cf5 (__TEXT,__text) non-external _workerDataFree
00007ffd014a6767 (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffd014a666b (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffd0146ce12 (__TEXT,__text) non-external _workerDestroy
00007ffd014a61c4 (__TEXT,__text) non-external _workerDestroy
00007ffd01446cb7 (__TEXT,__text) non-external _workerProc
00007ffd01456afc (__TEXT,__text) non-external _workerProc
00007ffd0146c4d0 (__TEXT,__text) non-external _workerProc
00007ffd014804eb (__TEXT,__text) non-external _workerProc
00007ffd014a3913 (__TEXT,__text) non-external _workerProc
00007ffd014ca7df (__TEXT,__text) non-external _workerProc
00007ffd014a65cc (__TEXT,__text) non-external _workerReserve
00007ffd014a62ef (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffd01485171 (__TEXT,__text) non-external _writeBlobProc
00007ffd01484b06 (__TEXT,__text) non-external _writeHeaderProc
00007ffd014be1ff (__TEXT,__text) non-external _writeOBuf
00007ffd0144d133 (__TEXT,__text) non-external _writeProc
00007ffd014790b8 (__TEXT,__text) non-external _writeProc
00007ffd01499dbc (__TEXT,__text) non-external _writeProc
00007ffd014967c4 (__TEXT,__text) non-external _writerProc
00007ffd014cbbb8 (__TEXT,__text) non-external (was a private external) _writerProc
