00007ff808205190 (__TEXT,__const) non-external _A1_Table
00007ff8077a7bf0 (__TEXT,__text) external _vImageSepConvolve_Planar8to16S
00007ff841feaf60 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16S.vSepConvolve8to16Sbgf
00007ff841feaf68 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16S.vSepConvolve8to16Scip
00007ff841feaf58 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16S.vSepConvolve8to16Sext
00007ff8077a7090 (__TEXT,__text) external _vImageSepConvolve_Planar8to16U
00007ff841feaf48 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16U.vSepConvolve8to16Ubgf
00007ff841feaf50 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16U.vSepConvolve8to16Ucip
00007ff841feaf40 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16U.vSepConvolve8to16Uext
00007ff8077a40d0 (__TEXT,__text) external _vImageSepConvolve_PlanarF
00007ff841feaee8 (__DATA,__bss) non-external _vImageSepConvolve_PlanarF.vSepConvolveFbgf
00007ff841feaef0 (__DATA,__bss) non-external _vImageSepConvolve_PlanarF.vSepConvolveFcip
00007ff841feaee0 (__DATA,__bss) non-external _vImageSepConvolve_PlanarF.vSepConvolveFext
00007ff8077a86d0 (__TEXT,__text) external _vImageSquareBoxConvolve_Planar8
00007ff841feaf70 (__DATA,__bss) non-external _vImageSquareBoxConvolve_Planar8.vSquareBoxPlanar8
00007ff8079181d0 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_Planar16Q12
00007ff807733c70 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_PlanarF
00007ff8079195f0 (__TEXT,__text) external _vImageSymmetricPiecewisePolynomial_PlanarF
00007ff8077e5dc0 (__TEXT,__text) external _vImageTableLookUp_ARGB8888
00007ff8077e6120 (__TEXT,__text) external _vImageTableLookUp_Planar8
00007ff807854d40 (__TEXT,__text) external _vImageTentConvolve_ARGB8888
00007ff807854450 (__TEXT,__text) external _vImageTentConvolve_Planar8
00007ff8077e3760 (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_Planar16Q12
00007ff841feb1e8 (__DATA,__bss) non-external _vImageTransformHLGLuminanceScaling_Planar16Q12.vTransformHLGLuminanceScaling_Planar16Q12
00007ff8077e3290 (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_PlanarF
00007ff841feb1e0 (__DATA,__bss) non-external _vImageTransformHLGLuminanceScaling_PlanarF.vTransformHLGLuminanceScaling_PlanarF
00007ff8077e3f60 (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_Planar16Q12
00007ff841feb1f8 (__DATA,__bss) non-external _vImageTransformHLGSceneReferredMapping_Planar16Q12.vTransformHLGSceneReferredMapping_Planar16Q12
00007ff8077e3a90 (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_PlanarF
00007ff841feb1f0 (__DATA,__bss) non-external _vImageTransformHLGSceneReferredMapping_PlanarF.vTransformHLGSceneReferredMapping_PlanarF
00007ff8077e4760 (__TEXT,__text) external _vImageTransformPQToneMapping_Planar16Q12
00007ff841feb208 (__DATA,__bss) non-external _vImageTransformPQToneMapping_Planar16Q12.vTransformPQToneMapping_Planar16Q12
00007ff8077e4290 (__TEXT,__text) external _vImageTransformPQToneMapping_PlanarF
00007ff841feb200 (__DATA,__bss) non-external _vImageTransformPQToneMapping_PlanarF.vTransformPQToneMapping_PlanarF
00007ff8077e1e60 (__TEXT,__text) external _vImageTransformTRCParametric_Planar16Q12
00007ff841feb198 (__DATA,__bss) non-external _vImageTransformTRCParametric_Planar16Q12.vTransformTRCParametric_Planar16Q12
00007ff8077e1a70 (__TEXT,__text) external _vImageTransformTRCParametric_PlanarF
00007ff841feb190 (__DATA,__bss) non-external _vImageTransformTRCParametric_PlanarF.vTransformTRCParametric_PlanarF
00007ff8077e2c00 (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_Planar16Q12
00007ff841feb1c8 (__DATA,__bss) non-external _vImageTransformTRC_HLG_EOTF_Planar16Q12.vTransformTRC_HLG_EOTF_Planar16Q12
00007ff8077e29d0 (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_PlanarF
00007ff841feb1c0 (__DATA,__bss) non-external _vImageTransformTRC_HLG_EOTF_PlanarF.vTransformTRC_HLG_EOTF_PlanarF
00007ff8077e3060 (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_Planar16Q12
00007ff841feb1d8 (__DATA,__bss) non-external _vImageTransformTRC_HLG_OETF_Planar16Q12.vTransformTRC_HLG_OETF_Planar16Q12
00007ff8077e2e30 (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_PlanarF
00007ff841feb1d0 (__DATA,__bss) non-external _vImageTransformTRC_HLG_OETF_PlanarF.vTransformTRC_HLG_OETF_PlanarF
00007ff8077e2340 (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_Planar16Q12
00007ff841feb1a8 (__DATA,__bss) non-external _vImageTransformTRC_PQ_EOTF_Planar16Q12.vTransformTRC_PQ_EOTF_Planar16Q12
00007ff8077e2110 (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_PlanarF
00007ff841feb1a0 (__DATA,__bss) non-external _vImageTransformTRC_PQ_EOTF_PlanarF.vTransformTRC_PQ_EOTF_PlanarF
00007ff8077e27a0 (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_Planar16Q12
00007ff841feb1b8 (__DATA,__bss) non-external _vImageTransformTRC_PQ_OETF_Planar16Q12.vTransformTRC_PQ_OETF_Planar16Q12
00007ff8077e2570 (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_PlanarF
00007ff841feb1b0 (__DATA,__bss) non-external _vImageTransformTRC_PQ_OETF_PlanarF.vTransformTRC_PQ_OETF_PlanarF
00007ff8077be6c0 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16Q12
00007ff841feb0e8 (__DATA,__bss) non-external _vImageUnpremultiplyData_ARGB16Q12.vUnpremultiplyData_ARGB16Q12_CV
00007ff8077bdf40 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16U
00007ff841feb0d0 (__DATA,__bss) non-external _vImageUnpremultiplyData_ARGB16U.vUnpremultiplyData_ARGB16U_CV
00007ff80774d2b0 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB8888
00007ff841fea8c0 (__DATA,__data) non-external _vImageUnpremultiplyData_ARGB8888.vUnpremultiplyData_ARGB8888_CV
00007ff8077be1a0 (__TEXT,__text) external _vImageUnpremultiplyData_ARGBFFFF
00007ff841feb0d8 (__DATA,__bss) non-external _vImageUnpremultiplyData_ARGBFFFF.vUnpremultiplyData_ARGBFFFF_CV
00007ff807952f60 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst
00007ff80783f560 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_AVX
00007ff80796eaa0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_AVX2
00007ff8079e14e0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_SSE4_1
00007ff807952f80 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_resolver
00007ff807957df0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_scalar
00007ff841feab48 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_vec
00007ff807952f00 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast
00007ff80783eaf0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_AVX
00007ff80796deb0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_AVX2
00007ff8079e09f0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_SSE4_1
00007ff807952f20 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_resolver
00007ff807957a40 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_scalar
00007ff841feab40 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_vec
00007ff807953020 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst
00007ff8078406b0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_AVX
00007ff807970030 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_AVX2
00007ff8079e2810 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_SSE4_1
00007ff807953040 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_resolver
00007ff807958570 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_scalar
00007ff841feab58 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_vec
00007ff807952fc0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast
00007ff80783ffe0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_AVX
00007ff80796f730 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_AVX2
00007ff8079e2000 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_SSE4_1
00007ff807952fe0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_resolver
00007ff8079581d0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_scalar
00007ff841feab50 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_vec
00007ff807952ea0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst
00007ff80783e030 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_AVX
00007ff80796d3e0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_AVX2
00007ff8079dff40 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_SSE4_1
00007ff807952ec0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_resolver
00007ff807957640 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_scalar
00007ff841feab38 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_vec
00007ff8077370c0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast
00007ff80783d5c0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_AVX
00007ff807737120 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_AVX2
00007ff8079df4d0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_SSE4_1
00007ff8077370e0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_resolver
00007ff807957270 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_scalar
00007ff841feab30 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_vec
00007ff8079530e0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst
00007ff8078412a0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_AVX
00007ff807970ee0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_AVX2
00007ff8079e3540 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_SSE4_1
00007ff807953100 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_resolver
00007ff807958cd0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_scalar
00007ff841feab68 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_vec
00007ff807953080 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast
00007ff807840d60 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_AVX
00007ff8079709a0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_AVX2
00007ff8079e3020 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_SSE4_1
00007ff8079530a0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_resolver
00007ff807958980 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_scalar
00007ff841feab60 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_vec
00007ff8077bd970 (__TEXT,__text) external _vImageUnpremultiplyData_Planar8
00007ff841fea8b8 (__DATA,__data) non-external _vImageUnpremultiplyData_Planar8.vUnpremultiplyData_Planar8_CV
00007ff8077bdc10 (__TEXT,__text) external _vImageUnpremultiplyData_PlanarF
00007ff841feb0c8 (__DATA,__bss) non-external _vImageUnpremultiplyData_PlanarF.vUnpremultiplyData_PlanarF_CV
00007ff8077bed50 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16F
00007ff841feb100 (__DATA,__bss) non-external _vImageUnpremultiplyData_RGBA16F.vUnpremultiplyData_RGBA16F_CV
00007ff8077be8f0 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16Q12
00007ff841feb0f0 (__DATA,__bss) non-external _vImageUnpremultiplyData_RGBA16Q12.vUnpremultiplyData_RGBA16Q12_CV
00007ff8077be460 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16U
00007ff841feb0e0 (__DATA,__bss) non-external _vImageUnpremultiplyData_RGBA16U.vUnpremultiplyData_RGBA16U_CV
00007ff807740a50 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA8888
00007ff841fea8c8 (__DATA,__data) non-external _vImageUnpremultiplyData_RGBA8888.vUnpremultiplyData_RGBA8888_CV
00007ff8077beb20 (__TEXT,__text) external _vImageUnpremultiplyData_RGBAFFFF
00007ff841feb0f8 (__DATA,__bss) non-external _vImageUnpremultiplyData_RGBAFFFF.vUnpremultiplyData_RGBAFFFF_CV
00007ff8078cb7f0 (__TEXT,__text) external _vImageVerticalReflect_ARGB16F
00007ff8078cb1b0 (__TEXT,__text) external _vImageVerticalReflect_ARGB16S
00007ff8078caed0 (__TEXT,__text) external _vImageVerticalReflect_ARGB16U
00007ff8078cabf0 (__TEXT,__text) external _vImageVerticalReflect_ARGB8888
00007ff8078cb490 (__TEXT,__text) external _vImageVerticalReflect_ARGBFFFF
00007ff8078cb7e0 (__TEXT,__text) external _vImageVerticalReflect_CbCr16F
00007ff8078cb7d0 (__TEXT,__text) external _vImageVerticalReflect_Planar16F
00007ff8078cb770 (__TEXT,__text) external _vImageVerticalReflect_Planar16U
00007ff8078ca5f0 (__TEXT,__text) external _vImageVerticalReflect_Planar8
00007ff8078ca910 (__TEXT,__text) external _vImageVerticalReflect_PlanarF
00007ff807a38860 (__TEXT,__text) external _vImageVerticalShearD_ARGB16F
00007ff841feb870 (__DATA,__bss) non-external _vImageVerticalShearD_ARGB16F.vVerticalShear_ARGB16F
00007ff8078bb230 (__TEXT,__text) external _vImageVerticalShearD_ARGB16S
00007ff8078ba6a0 (__TEXT,__text) external _vImageVerticalShearD_ARGB16U
00007ff80779d280 (__TEXT,__text) external _vImageVerticalShearD_ARGB8888
00007ff8078c64d0 (__TEXT,__text) external _vImageVerticalShearD_ARGBFFFF
00007ff807a38240 (__TEXT,__text) external _vImageVerticalShearD_CbCr16F
00007ff841feb860 (__DATA,__bss) non-external _vImageVerticalShearD_CbCr16F.vVerticalShear_CbCr16F
00007ff8078c3f00 (__TEXT,__text) external _vImageVerticalShearD_CbCr16S
00007ff8078c3ba0 (__TEXT,__text) external _vImageVerticalShearD_CbCr16U
00007ff807a38f00 (__TEXT,__text) external _vImageVerticalShearD_CbCrF
00007ff841feb880 (__DATA,__bss) non-external _vImageVerticalShearD_CbCrF.vVerticalShear_CbCrF
00007ff807a37c20 (__TEXT,__text) external _vImageVerticalShearD_Planar16F
00007ff841feb850 (__DATA,__bss) non-external _vImageVerticalShearD_Planar16F.vVerticalShear_Planar16F
00007ff8078b7a30 (__TEXT,__text) external _vImageVerticalShearD_Planar8
00007ff8078b8520 (__TEXT,__text) external _vImageVerticalShearD_PlanarF
00007ff807a38b50 (__TEXT,__text) external _vImageVerticalShear_ARGB16F
00007ff8078bf560 (__TEXT,__text) external _vImageVerticalShear_ARGB16S
00007ff80777b930 (__TEXT,__text) external _vImageVerticalShear_ARGB16U
00007ff8077686e0 (__TEXT,__text) external _vImageVerticalShear_ARGB8888
00007ff8078bbd20 (__TEXT,__text) external _vImageVerticalShear_ARGBFFFF
00007ff807a38530 (__TEXT,__text) external _vImageVerticalShear_CbCr16F
00007ff8078c3fe0 (__TEXT,__text) external _vImageVerticalShear_CbCr16S
00007ff8078bec50 (__TEXT,__text) external _vImageVerticalShear_CbCr16U
00007ff8077894e0 (__TEXT,__text) external _vImageVerticalShear_CbCr8
00007ff807a391f0 (__TEXT,__text) external _vImageVerticalShear_CbCrF
00007ff807a37f10 (__TEXT,__text) external _vImageVerticalShear_Planar16F
00007ff8078bca50 (__TEXT,__text) external _vImageVerticalShear_Planar16S
00007ff8078bd780 (__TEXT,__text) external _vImageVerticalShear_Planar16U
00007ff807783ad0 (__TEXT,__text) external _vImageVerticalShear_Planar8
00007ff8078be340 (__TEXT,__text) external _vImageVerticalShear_PlanarF
00007ff8078c0530 (__TEXT,__text) external _vImageVerticalShear_XRGB2101010W
00007ff807a526a0 (__TEXT,__text) non-external _vImage_CGImageFormat_Print
00007ff807a70a00 (__TEXT,__text) non-external (was a private external) _vImage_free
00007ff807a709f0 (__TEXT,__text) non-external (was a private external) _vImage_malloc
00007ff807a70a20 (__TEXT,__text) non-external (was a private external) _vImage_posix_memalign
00007ff8079865c0 (__TEXT,__text) non-external (was a private external) _vImage_vramp
00007ff807ed5370 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_avx
00007ff808031360 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_avx2
00007ff807c1ebb0 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_avx512
00007ff807d6c640 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_sse4_1
00007ff807a95f30 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_vec
00007ff807ec1d90 (__TEXT,__text) non-external (was a private external) _vInvert_16U_avx
00007ff80801d3e0 (__TEXT,__text) non-external (was a private external) _vInvert_16U_avx2
00007ff807c0f2b0 (__TEXT,__text) non-external (was a private external) _vInvert_16U_avx512
00007ff807d548e0 (__TEXT,__text) non-external (was a private external) _vInvert_16U_sse4_1
00007ff807a7e1d0 (__TEXT,__text) non-external (was a private external) _vInvert_16U_vec
00007ff807ec0e40 (__TEXT,__text) non-external (was a private external) _vInvert_8_avx
00007ff80801c490 (__TEXT,__text) non-external (was a private external) _vInvert_8_avx2
00007ff807c0e350 (__TEXT,__text) non-external (was a private external) _vInvert_8_avx512
00007ff807d534f0 (__TEXT,__text) non-external (was a private external) _vInvert_8_sse4_1
00007ff807a7cde0 (__TEXT,__text) non-external (was a private external) _vInvert_8_vec
00007ff807ec3140 (__TEXT,__text) non-external (was a private external) _vInvert_F_avx
00007ff80801e790 (__TEXT,__text) non-external (was a private external) _vInvert_F_avx2
00007ff807c106b0 (__TEXT,__text) non-external (was a private external) _vInvert_F_avx512
00007ff807d55f10 (__TEXT,__text) non-external (was a private external) _vInvert_F_sse4_1
00007ff807a7f800 (__TEXT,__text) non-external (was a private external) _vInvert_F_vec
00007ff807ebd820 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_avx
00007ff808018fb0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_avx2
00007ff807c09f60 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_avx512
00007ff807d4fb20 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_sse4_1
00007ff807a79410 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_vec
00007ff807eb92e0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_avx
00007ff808013c80 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_avx2
00007ff807c036e0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_avx512
00007ff807d4b430 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_sse4_1
00007ff807a74d20 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_vec
00007ff807ebc4d0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_avx
00007ff808017640 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_avx2
00007ff807c08270 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_avx512
00007ff807d4e630 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_sse4_1
00007ff807a77f20 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_vec
00007ff807eb6320 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_avx
00007ff8080102c0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_avx2
00007ff807bff520 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_avx512
00007ff807d48160 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_sse4_1
00007ff807a71a50 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_vec
00007ff807ebae40 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_avx
00007ff8080156e0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_avx2
00007ff807c05cb0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_avx512
00007ff807d4ce70 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_sse4_1
00007ff807a76760 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_vec
00007ff807eb7c00 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_avx
00007ff808011fa0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_avx2
00007ff807c01950 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_avx512
00007ff807d49b60 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_sse4_1
00007ff807a73450 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_vec
00007ff807ec00e0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_avx
00007ff80801b750 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_avx2
00007ff807c0d470 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_avx512
00007ff807d524c0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_sse4_1
00007ff807a7bdb0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_vec
00007ff807ebf3f0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_avx
00007ff80801aa30 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_avx2
00007ff807c0c550 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_avx512
00007ff807d515b0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_sse4_1
00007ff807a7aea0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_vec
00007ff808034f20 (__TEXT,__text) non-external (was a private external) _vLookupTable_2to8_avx2
00007ff807a9b9f0 (__TEXT,__text) non-external (was a private external) _vLookupTable_2to8_vec
00007ff808035180 (__TEXT,__text) non-external (was a private external) _vLookupTable_4to8_avx2
00007ff807a9bc80 (__TEXT,__text) non-external (was a private external) _vLookupTable_4to8_vec
00007ff807942c90 (__TEXT,__text) non-external (was a private external) _vLookupTable_8to64U
00007ff807742b60 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16
00007ff807942380 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16WithClipping
00007ff807ed6150 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16toPlanar16_avx
00007ff808034c10 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16toPlanar16_avx2
00007ff807c1f240 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16toPlanar16_avx512
00007ff807d71df0 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16toPlanar16_sse4_1
00007ff807a9b6e0 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16toPlanar16_vec
00007ff807943050 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar128
00007ff807797800 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar16
00007ff80779b3e0 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar24
00007ff8079420a0 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar48
00007ff807943040 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar96
00007ff807763030 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanarF
00007ff807953b60 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8
00007ff80784f4f0 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8_AVX
00007ff8079805b0 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8_AVX2
00007ff8079f0a00 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8_SSE4_1
00007ff807953b80 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8_resolver
00007ff807964260 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8_scalar
00007ff841feac50 (__DATA,__data) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8_vec
00007ff807781030 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGB8888
00007ff807934ce0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGB8888ToPlanar8
00007ff807922540 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGB8888ToPlanar8_avx2
00007ff8079360b0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFF
00007ff8079363a0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFFToPlanarF
00007ff80791ba70 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFFToPlanarF_avx
00007ff8079240b0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFFToPlanarF_avx2
00007ff80791b450 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFF_AVX
00007ff80803ee80 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_0_avx2
00007ff807aa9020 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_0_vec
00007ff808044390 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_10_avx2
