00007ffb43be0fe8 (__DATA,__data) non-external _.compoundliteral
00007ffb0b0daa0c (__TEXT,__text) external _glvmCalculateSurfaceTextureBase
00007ffb0b105930 (__TEXT,__text) non-external (was a private external) _glvmChooseArgTypeConversion
00007ffb0b105d20 (__TEXT,__text) non-external (was a private external) _glvmChooseDestTypeConversion
00007ffb0b153420 (__TEXT,__text) external _glvmCopyAttributes
00007ffb0b0d7954 (__TEXT,__text) non-external (was a private external) _glvmEPGetAttributeCode
00007ffb0b0d79c8 (__TEXT,__text) non-external (was a private external) _glvmFPGetAttributeCode
00007ffb0b0d7974 (__TEXT,__text) non-external (was a private external) _glvmGPGetAttributeCode
00007ffb0b0d7a68 (__TEXT,__text) external _glvmGetConstants
00007ffb0b22eeb8 (__TEXT,__text) non-external _glvmGetConstants.cold.1
00007ffb0b127cf0 (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00007ffb0b0d73ac (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
00007ffb0b1285c0 (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00007ffb0b0d78c4 (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00007ffb0b127280 (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00007ffb0b146cf0 (__TEXT,__text) external _glvmInterpretCPTransformPatch
00007ffb0b143b70 (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00007ffb0b14aa40 (__TEXT,__text) external _glvmInterpretEPTransformPatch
00007ffb0b147420 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00007ffb0b157020 (__TEXT,__text) external _glvmInterpretFPTransformFour
00007ffb0b1536a0 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00007ffb0b14fa30 (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00007ffb0b14c0d0 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00007ffb0b1432c0 (__TEXT,__text) external _glvmInterpretVPTransformFour
00007ffb0b13f970 (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00007ffb0b10c040 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00007ffb0b107ca0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00007ffb0b117a30 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00007ffb0b11cab0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00007ffb0b121a80 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00007ffb0b1206c0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00007ffb0b113bb0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00007ffb0b108890 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00007ffb0b105fd0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00007ffb0b1de63b (__TEXT,__text) non-external _glvmOp
00007ffb0b129cb0 (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00007ffb0b13ad10 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00007ffb0b129e40 (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00007ffb0b1315b0 (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00007ffb0b129fd0 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00007ffb0b13a490 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00007ffb0b131700 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00007ffb0b12a150 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00007ffb0b129c40 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00007ffb0b129c00 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00007ffb0b129c30 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00007ffb0b13abd0 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00007ffb0b12a2d0 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00007ffb0b13ae50 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00007ffb0b12a460 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00007ffb0b131740 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00007ffb0b138f50 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00007ffb0b13d2c0 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00007ffb0b13cdd0 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00007ffb0b12a660 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00007ffb0b135ee0 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00007ffb0b135e60 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00007ffb0b13a7d0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00007ffb0b12a8c0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00007ffb0b13a950 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00007ffb0b14fd10 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00007ffb0b131510 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00007ffb0b131540 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00007ffb0b12ab10 (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00007ffb0b132860 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00007ffb0b131a90 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00007ffb0b131f90 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00007ffb0b132310 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00007ffb0b1324d0 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00007ffb0b1326f0 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00007ffb0b137ff0 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00007ffb0b1327c0 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00007ffb0b143930 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00007ffb0b1471e0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00007ffb0b153440 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00007ffb0b14be80 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00007ffb0b13f6f0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00007ffb0b14b700 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00007ffb0b14bbe0 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00007ffb0b14b970 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00007ffb0b12ab50 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00007ffb0b12aef0 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00007ffb0b12b1d0 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00007ffb0b13b590 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00007ffb0b13b280 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00007ffb0b1365b0 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00007ffb0b13d5d0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00007ffb0b13dad0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00007ffb0b12b580 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00007ffb0b12b7e0 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00007ffb0b13b250 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00007ffb0b0feb10 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00007ffb0b131570 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00007ffb0b13e150 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00007ffb0b13e1a0 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00007ffb0b13e390 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00007ffb0b1302a0 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00007ffb0b13af90 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00007ffb0b13b0a0 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00007ffb0b0feb30 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00007ffb0b0feb70 (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00007ffb0b152cb0 (__TEXT,__text) non-external (was a private external) _glvmOperationKIL
00007ffb0b13b800 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00007ffb0b12bb40 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00007ffb0b12bee0 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00007ffb0b12c1d0 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00007ffb0b139040 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00007ffb0b12c6e0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00007ffb0b12c8f0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00007ffb0b136a70 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00007ffb0b136d90 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00007ffb0b132c40 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00007ffb0b132fd0 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00007ffb0b133360 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00007ffb0b133370 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00007ffb0b12cbf0 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00007ffb0b133b30 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00007ffb0b13cb40 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00007ffb0b12cc70 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00007ffb0b12ccb0 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00007ffb0b12d100 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00007ffb0b13a4d0 (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00007ffb0b133c80 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00007ffb0b13bce0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00007ffb0b13bb20 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00007ffb0b13cae0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00007ffb0b13c500 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00007ffb0b13c800 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00007ffb0b133cc0 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00007ffb0b12fbd0 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00007ffb0b12fc10 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00007ffb0b12fc20 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00007ffb0b0feb20 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00007ffb0b134250 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00007ffb0b136ea0 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00007ffb0b139550 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00007ffb0b1397d0 (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00007ffb0b12ff10 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00007ffb0b129ba0 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00007ffb0b1312c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00007ffb0b1346b0 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00007ffb0b1347a0 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00007ffb0b134bc0 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00007ffb0b134be0 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00007ffb0b134e80 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00007ffb0b13a550 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00007ffb0b13a620 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00007ffb0b1306e0 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00007ffb0b13a810 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00007ffb0b135110 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00007ffb0b1353b0 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00007ffb0b137c50 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00007ffb0b135640 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00007ffb0b130920 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00007ffb0b130af0 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00007ffb0b146fe0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00007ffb0b14ad40 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00007ffb0b13e530 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00007ffb0b135a50 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00007ffb0b135a70 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00007ffb0b138080 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00007ffb0b1500d0 (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00007ffb0b130f50 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00007ffb0b13aa90 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00007ffb0b0fea10 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00007ffb0b0fe820 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00007ffb0b0fe910 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00007ffb0b13b220 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00007ffb0b13a210 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00007ffb0b13c170 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00007ffb0b13bc30 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00007ffb0b13cb10 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00007ffb0b13c6b0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00007ffb0b13c9b0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00007ffb0b13a510 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00007ffb0b135bc0 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00007ffb0b135e20 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00007ffb0b129c50 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00007ffb0b1291c0 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00007ffb0b129510 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00007ffb0b0fe930 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00007ffb0b0fe750 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00007ffb0b0fea90 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00007ffb0b0fe840 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00007ffb0b0feae0 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00007ffb0b0fe6b0 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00007ffb0b0fe6d0 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00007ffb0b0fea50 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00007ffb0b0fe730 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00007ffb0b0fe670 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00007ffb0b0fea30 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00007ffb0b0fe720 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00007ffb0b152d20 (__TEXT,__text) external _glvmPreloadFPTransformFour
00007ffb0b1502a0 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00007ffb0b0ff1e0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00007ffb0b101e40 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00007ffb0b0feb80 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00007ffb0b0ff2a0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00007ffb0b101890 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00007ffb0b1036f0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00007ffb0b103820 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00007ffb0b0fed70 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00007ffb0b0fee70 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00007ffb0b0feee0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00007ffb0b0ff0d0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00007ffb0b101910 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00007ffb0b1039d0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00007ffb0b103d30 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00007ffb0b1041b0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00007ffb0b0fda00 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00007ffb0b0fd8d0 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00007ffb0b0dba50 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00007ffb0b0e1cf0 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00007ffb0b0e32c0 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00007ffb0b0fd910 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00007ffb0b143190 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffb0b146bc0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffb0b14a910 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffb0b14f900 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffb0b156ef0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffb0b0d9f0c (__TEXT,__text) external _glvmSetTextureFormat
00007ffb0b105660 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00007ffb0b10f4e0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00007ffb0b113030 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00007ffb0b119a90 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00007ffb0b11e8f0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00007ffb0b123d50 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00007ffb0b120d90 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00007ffb0b115040 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00007ffb0b11b2c0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00007ffb0b11f7e0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00007ffb0b125260 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00007ffb0b121410 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00007ffb0b116260 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00007ffb0b10d710 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00007ffb0b10fed0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00007ffb0b0db9c8 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00007ffb0b105700 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00007ffb0b0dad08 (__TEXT,__text) external _glvmUpdateTextureStructure
00007ffb0b14a3f0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00007ffb0b14f1b0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00007ffb0b1428d0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00007ffb4322d230 (__DATA_DIRTY,__bss) non-external _glvm_constants
00007ffb4322d220 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00007ffb0b1ac98c (__TEXT,__text) non-external _handleResetPost
00007ffb0b1ac92f (__TEXT,__text) non-external _handleResetPre
00007ffb0b1b2350 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00007ffb0b1ba8d9 (__TEXT,__text) non-external _include_str_getch
00007ffb0b1ba9ae (__TEXT,__text) non-external _include_str_ungetch
00007ffb0b1b1b62 (__TEXT,__text) non-external _initAggregateType
00007ffb0b160380 (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00007ffb0b1e0633 (__TEXT,__text) non-external _inliningNodeReplacement
00007ffb0b19b9ea (__TEXT,__text) non-external _inputForOutput
00007ffb0b20d6b8 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00007ffb0b20d6af (__TEXT,__text) non-external _instructionIndexHashFunction
00007ffb0b19147d (__TEXT,__text) non-external _isBuiltinName
00007ffb0b1958e3 (__TEXT,__text) non-external _isBuiltinName
00007ffb0b1fbc9e (__TEXT,__text) non-external _iterateQualifiers
00007ffb0b1bb7e9 (__TEXT,__text) non-external _lAddByte
00007ffb0b1bb068 (__TEXT,__text) non-external _lFloatConst
00007ffb0b1bb6bf (__TEXT,__text) non-external _lNewBlock
00007ffb0b1bbd6c (__TEXT,__text) non-external _lReadByte
00007ffb0b1b6d40 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00007ffb0b1dca4f (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00007ffb0b0cc48c (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00007ffb0b0cc500 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00007ffb0b0cc605 (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00007ffb0b0cc681 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00007ffb0b0cc44d (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00007ffb0b0cc5f3 (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00007ffb0b0cc568 (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00007ffb0b0cc492 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00007ffb0b0cc4fa (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00007ffb0b0cc486 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00007ffb0b0cc692 (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00007ffb0b0cc444 (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00007ffb0b1b8d62 (__TEXT,__text) non-external _macro_scan
00007ffb0b1936df (__TEXT,__text) non-external _makeCopyFunction
00007ffb0b1dcdab (__TEXT,__text) non-external _makeIntConstantNode
00007ffb0b15bc4f (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00007ffb0b1b9664 (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00007ffb0b1b95ae (__TEXT,__text) non-external (was a private external) _mem_Alloc
00007ffb0b1b94f3 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00007ffb0b1b9576 (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ffb0b15d2f8 (__TEXT,__text) non-external _mergeTypes
00007ffb43be57d0 (__DATA,__bss) non-external _message
00007ffb43be57c0 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffb4322d1a0 (__DATA_DIRTY,__data) non-external _mutex
00007ffb0b19dc8c (__TEXT,__text) non-external _nameTablePush
00007ffb4322ee90 (__DATA_DIRTY,__bss) non-external _nameTableSets
00007ffb0b1b944d (__TEXT,__text) non-external _noop
00007ffb0b1bb062 (__TEXT,__text) non-external _noop
00007ffb0b195785 (__TEXT,__text) non-external _offsetLayout
00007ffb0b1b703b (__TEXT,__text) non-external _op_add
00007ffb0b1b6fcb (__TEXT,__text) non-external _op_and
00007ffb0b1b7099 (__TEXT,__text) non-external _op_cmpl
00007ffb0b1b7059 (__TEXT,__text) non-external _op_div
00007ffb0b1b6fd5 (__TEXT,__text) non-external _op_eq
00007ffb0b1b6ffc (__TEXT,__text) non-external _op_ge
00007ffb0b1b6fef (__TEXT,__text) non-external _op_gt
00007ffb0b1b7016 (__TEXT,__text) non-external _op_le
00007ffb0b1b6fa2 (__TEXT,__text) non-external _op_logand
00007ffb0b1b6f95 (__TEXT,__text) non-external _op_logor
00007ffb0b1b7009 (__TEXT,__text) non-external _op_lt
00007ffb0b1b706f (__TEXT,__text) non-external _op_mod
00007ffb0b1b704e (__TEXT,__text) non-external _op_mul
00007ffb0b1b6fe2 (__TEXT,__text) non-external _op_ne
00007ffb0b1b708f (__TEXT,__text) non-external _op_neg
00007ffb0b1b70a3 (__TEXT,__text) non-external _op_not
00007ffb0b1b6fb7 (__TEXT,__text) non-external _op_or
00007ffb0b1b7087 (__TEXT,__text) non-external _op_pos
00007ffb0b1b7023 (__TEXT,__text) non-external _op_shl
00007ffb0b1b702f (__TEXT,__text) non-external _op_shr
00007ffb0b1b7044 (__TEXT,__text) non-external _op_sub
00007ffb0b1b6fc1 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00007ffb0b19c9c3 (__TEXT,__text) non-external _outputForInput
00007ffb0b188cc4 (__TEXT,__text) non-external _packInto
00007ffb0b1a44dd (__TEXT,__text) non-external _parseInterpolationQualifiers
00007ffb0b1a4334 (__TEXT,__text) non-external _parseLayout
00007ffb0b15d237 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00007ffb0b15cf38 (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00007ffb0b1db9d0 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00007ffb0b1dbbb7 (__TEXT,__text) non-external _phase2Process
00007ffb0b1dbe44 (__TEXT,__text) non-external _phase2ProcessConstant
00007ffb0b1dbef1 (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
