00000001827d78e8 (__TEXT,__text) external _CreateLSTMBreakEngine
00000001da574768 (__AUTH_CONST,__const) external __ZTVN3icu12ChoiceFormatE
00000001da57cdb0 (__AUTH_CONST,__const) external __ZTVN3icu12CollationKeyE
00000001da576240 (__AUTH_CONST,__const) external __ZTVN3icu12CurrencyUnitE
00000001da56e7a0 (__AUTH_CONST,__const) external __ZTVN3icu12DateIntervalE
00000001da5771e8 (__AUTH_CONST,__const) external __ZTVN3icu12DateTimeRuleE
00000001da57b4f0 (__AUTH_CONST,__const) external __ZTVN3icu12FixedDecimalE
00000001da57a0c8 (__AUTH_CONST,__const) external __ZTVN3icu12NumberFormatE
00000001da57b340 (__AUTH_CONST,__const) external __ZTVN3icu12PluralFormat14PluralSelectorE
00000001da57b318 (__AUTH_CONST,__const) external __ZTVN3icu12PluralFormat21PluralSelectorAdapterE
00000001da57b2c0 (__AUTH_CONST,__const) external __ZTVN3icu12PluralFormatE
00000001da57bd10 (__AUTH_CONST,__const) external __ZTVN3icu12RegexCompileE
00000001da57c1a0 (__AUTH_CONST,__const) external __ZTVN3icu12RegexMatcherE
00000001da57c468 (__AUTH_CONST,__const) external __ZTVN3icu12RegexPatternE
00000001da56fd48 (__AUTH_CONST,__const) external __ZTVN3icu12ResourceSinkE
00000001da57cac0 (__AUTH_CONST,__const) external __ZTVN3icu12SelectFormatE
00000001da56fed8 (__AUTH_CONST,__const) external __ZTVN3icu12SharedObjectE
00000001da57d048 (__AUTH_CONST,__const) external __ZTVN3icu12StringSearchE
00000001da57df10 (__AUTH_CONST,__const) external __ZTVN3icu12TimeZoneRuleE
00000001da572380 (__AUTH_CONST,__const) external __ZTVN3icu12UnifiedCacheE
00000001da573d18 (__AUTH_CONST,__const) external __ZTVN3icu13BasicTimeZoneE
00000001da56e018 (__AUTH_CONST,__const) external __ZTVN3icu13BreakIteratorE
00000001da574ec0 (__AUTH_CONST,__const) external __ZTVN3icu13CollationKeys13LevelCallbackE
00000001da576828 (__AUTH_CONST,__const) external __ZTVN3icu13DecimalFormatE
00000001da577528 (__AUTH_CONST,__const) external __ZTVN3icu13FieldPositionE
00000001da5781d8 (__AUTH_CONST,__const) external __ZTVN3icu13FormattedListE
00000001da5791e0 (__AUTH_CONST,__const) external __ZTVN3icu13IFixedDecimalE
00000001da578240 (__AUTH_CONST,__const) external __ZTVN3icu13ListFormatter16ListPatternsSinkE
00000001da578218 (__AUTH_CONST,__const) external __ZTVN3icu13ListFormatterE
00000001da56eb30 (__AUTH_CONST,__const) external __ZTVN3icu13LocaleBuilderE
00000001da578460 (__AUTH_CONST,__const) external __ZTVN3icu13MeasureFormatE
00000001da578820 (__AUTH_CONST,__const) external __ZTVN3icu13MessageFormat11DummyFormatE
00000001da5787e0 (__AUTH_CONST,__const) external __ZTVN3icu13MessageFormat22PluralSelectorProviderE
00000001da578688 (__AUTH_CONST,__const) external __ZTVN3icu13MessageFormatE
00000001da57aff0 (__AUTH_CONST,__const) external __ZTVN3icu13OlsonTimeZoneE
00000001da56f708 (__AUTH_CONST,__const) external __ZTVN3icu13ParsePositionE
00000001da56fca0 (__AUTH_CONST,__const) external __ZTVN3icu13ResourceValueE
00000001da57dae0 (__AUTH_CONST,__const) external __ZTVN3icu13TimeZoneNames19MatchInfoCollectionE
00000001da57db00 (__AUTH_CONST,__const) external __ZTVN3icu13TimeZoneNamesE
00000001da572480 (__AUTH_CONST,__const) external __ZTVN3icu13UnicodeFilterE
00000001da572768 (__AUTH_CONST,__const) external __ZTVN3icu13UnicodeStringE
00000001da576150 (__AUTH_CONST,__const) external __ZTVN3icu14CurrencyAmountE
00000001da577670 (__AUTH_CONST,__const) external __ZTVN3icu14FormattedValueE
00000001da577ad8 (__AUTH_CONST,__const) external __ZTVN3icu14HebrewCalendarE
00000001da577c90 (__AUTH_CONST,__const) external __ZTVN3icu14IndianCalendarE
00000001da56f238 (__AUTH_CONST,__const) external __ZTVN3icu14MessagePatternE
00000001da56fc60 (__AUTH_CONST,__const) external __ZTVN3icu14ResourceBundleE
00000001da57ca28 (__AUTH_CONST,__const) external __ZTVN3icu14SearchIteratorE
00000001da574080 (__AUTH_CONST,__const) external __ZTVN3icu14SharedCalendarE
00000001da57cb70 (__AUTH_CONST,__const) external __ZTVN3icu14SimpleTimeZoneE
00000001da57d4d0 (__AUTH_CONST,__const) external __ZTVN3icu14TimeUnitAmountE
00000001da57d520 (__AUTH_CONST,__const) external __ZTVN3icu14TimeUnitFormatE
00000001da57d880 (__AUTH_CONST,__const) external __ZTVN3icu14TimeZoneFormatE
00000001da57d730 (__AUTH_CONST,__const) external __ZTVN3icu14TransliteratorE
00000001da572550 (__AUTH_CONST,__const) external __ZTVN3icu14UnicodeFunctorE
00000001da572430 (__AUTH_CONST,__const) external __ZTVN3icu14UnicodeMatcherE
00000001da5738f8 (__AUTH_CONST,__const) external __ZTVN3icu15AlphabeticIndex14ImmutableIndexE
00000001da573a28 (__AUTH_CONST,__const) external __ZTVN3icu15AlphabeticIndex6BucketE
00000001da573920 (__AUTH_CONST,__const) external __ZTVN3icu15AlphabeticIndexE
00000001da574568 (__AUTH_CONST,__const) external __ZTVN3icu15ChineseCalendarE
00000001da577e48 (__AUTH_CONST,__const) external __ZTVN3icu15IslamicCalendarE
00000001da56f688 (__AUTH_CONST,__const) external __ZTVN3icu15Normalizer2ImplE
00000001da57af28 (__AUTH_CONST,__const) external __ZTVN3icu15NumberingSystemE
00000001da57cfc8 (__AUTH_CONST,__const) external __ZTVN3icu15UnicodeReplacerE
00000001da56e2a0 (__AUTH_CONST,__const) external __ZTVN3icu16BytesTrieBuilder17BTLinearMatchNodeE
00000001da56e1f0 (__AUTH_CONST,__const) external __ZTVN3icu16BytesTrieBuilderE
00000001da574b78 (__AUTH_CONST,__const) external __ZTVN3icu16CollationBuilderE
00000001da576d98 (__AUTH_CONST,__const) external __ZTVN3icu16DateIntervalInfo16DateIntervalSinkE
00000001da576d60 (__AUTH_CONST,__const) external __ZTVN3icu16DateIntervalInfoE
00000001da57cc48 (__AUTH_CONST,__const) external __ZTVN3icu16SimpleDateFormatE
00000001da56fe90 (__AUTH_CONST,__const) external __ZTVN3icu16UnifiedCacheBaseE
00000001da56e310 (__AUTH_CONST,__const) external __ZTVN3icu17CanonicalIteratorE
00000001da56e3a0 (__AUTH_CONST,__const) external __ZTVN3icu17CharacterIteratorE
00000001da574e00 (__AUTH_CONST,__const) external __ZTVN3icu17CollationIteratorE
00000001da574fc0 (__AUTH_CONST,__const) external __ZTVN3icu17CollationSettingsE
00000001da576ad8 (__AUTH_CONST,__const) external __ZTVN3icu17DateFormatSymbolsE
00000001da56e728 (__AUTH_CONST,__const) external __ZTVN3icu17DictionaryMatcherE
00000001da577900 (__AUTH_CONST,__const) external __ZTVN3icu17GregorianCalendarE
00000001da57c4f8 (__AUTH_CONST,__const) external __ZTVN3icu17RuleBasedCollatorE
00000001da57bc38 (__AUTH_CONST,__const) external __ZTVN3icu17RuleBasedTimeZoneE
00000001da57b3e0 (__AUTH_CONST,__const) external __ZTVN3icu17SharedPluralRulesE
00000001da573338 (__AUTH_CONST,__const) external __ZTVN3icu17StringEnumerationE
00000001da570290 (__AUTH_CONST,__const) external __ZTVN3icu17StringTrieBuilder14BranchHeadNodeE
00000001da570068 (__AUTH_CONST,__const) external __ZTVN3icu17StringTrieBuilder14FinalValueNodeE
00000001da5701c8 (__AUTH_CONST,__const) external __ZTVN3icu17StringTrieBuilder14ListBranchNodeE
00000001da570170 (__AUTH_CONST,__const) external __ZTVN3icu17StringTrieBuilder15LinearMatchNodeE
00000001da570238 (__AUTH_CONST,__const) external __ZTVN3icu17StringTrieBuilder15SplitBranchNodeE
00000001da570118 (__AUTH_CONST,__const) external __ZTVN3icu17StringTrieBuilder21IntermediateValueNodeE
00000001da570010 (__AUTH_CONST,__const) external __ZTVN3icu17StringTrieBuilder4NodeE
00000001da5700c0 (__AUTH_CONST,__const) external __ZTVN3icu17StringTrieBuilder9ValueNodeE
00000001da56ff60 (__AUTH_CONST,__const) external __ZTVN3icu17StringTrieBuilderE
00000001da570930 (__AUTH_CONST,__const) external __ZTVN3icu17UCharsTrieBuilder18UCTLinearMatchNodeE
00000001da570880 (__AUTH_CONST,__const) external __ZTVN3icu17UCharsTrieBuilderE
00000001da57dfe0 (__AUTH_CONST,__const) external __ZTVN3icu18AnnualTimeZoneRuleE
00000001da573b80 (__AUTH_CONST,__const) external __ZTVN3icu18CalendarAstronomer9AngleFuncE
00000001da573c00 (__AUTH_CONST,__const) external __ZTVN3icu18CalendarAstronomer9CoordFuncE
00000001da56e0f8 (__AUTH_CONST,__const) external __ZTVN3icu18CharStringByteSinkE
00000001da575000 (__AUTH_CONST,__const) external __ZTVN3icu18CollationTailoringE
00000001da576200 (__AUTH_CONST,__const) external __ZTVN3icu18CurrencyPluralInfoE
00000001da576490 (__AUTH_CONST,__const) external __ZTVN3icu18DateFmtBestPatternE
00000001da576c38 (__AUTH_CONST,__const) external __ZTVN3icu18DateIntervalFormatE
00000001da56ed70 (__AUTH_CONST,__const) external __ZTVN3icu18LocaleDisplayNamesE
00000001da56fb60 (__AUTH_CONST,__const) external __ZTVN3icu18RuleBasedTokenizerE
00000001da57a208 (__AUTH_CONST,__const) external __ZTVN3icu18SharedNumberFormatE
00000001da57e110 (__AUTH_CONST,__const) external __ZTVN3icu18TimeZoneTransitionE
00000001da5733a0 (__AUTH_CONST,__const) external __ZTVN3icu18UStringEnumerationE
00000001da5731d8 (__AUTH_CONST,__const) external __ZTVN3icu18UnicodeSetIteratorE
00000001da575028 (__AUTH_CONST,__const) external __ZTVN3icu19CollationCacheEntryE
00000001da574f00 (__AUTH_CONST,__const) external __ZTVN3icu19CollationRuleParser4SinkE
00000001da574f60 (__AUTH_CONST,__const) external __ZTVN3icu19CollationRuleParser8ImporterE
00000001da56ea38 (__AUTH_CONST,__const) external __ZTVN3icu19FilteredNormalizer2E
00000001da57df78 (__AUTH_CONST,__const) external __ZTVN3icu19InitialTimeZoneRuleE
00000001da57cb30 (__AUTH_CONST,__const) external __ZTVN3icu19SharedBreakIteratorE
00000001da56e148 (__AUTH_CONST,__const) external __ZTVN3icu20CheckedArrayByteSinkE
00000001da574d40 (__AUTH_CONST,__const) external __ZTVN3icu20CollationDataBuilder10CEModifierE
00000001da574d00 (__AUTH_CONST,__const) external __ZTVN3icu20CollationDataBuilderE
00000001da575080 (__AUTH_CONST,__const) external __ZTVN3icu20CompactDecimalFormatE
00000001da576758 (__AUTH_CONST,__const) external __ZTVN3icu20DecimalFormatSymbolsE
00000001da577730 (__AUTH_CONST,__const) external __ZTVN3icu20FieldPositionHandlerE
00000001da57d998 (__AUTH_CONST,__const) external __ZTVN3icu20TimeZoneGenericNamesE
00000001da5764b8 (__AUTH_CONST,__const) external __ZTVN3icu21DateFmtBestPatternKeyE
00000001da5777b0 (__AUTH_CONST,__const) external __ZTVN3icu21FieldPositionIteratorE
00000001da576bf8 (__AUTH_CONST,__const) external __ZTVN3icu21FormattedDateIntervalE
00000001da57b878 (__AUTH_CONST,__const) external __ZTVN3icu21RuleBasedNumberFormatE
00000001da57e048 (__AUTH_CONST,__const) external __ZTVN3icu21TimeArrayTimeZoneRuleE
00000001da57ea20 (__AUTH_CONST,__const) external __ZTVN3icu21UTF8CollationIteratorE
00000001da56e6f8 (__AUTH_CONST,__const) external __ZTVN3icu22BytesDictionaryMatcherE
00000001da5754c8 (__AUTH_CONST,__const) external __ZTVN3icu22CompoundTransliteratorE
00000001da56f948 (__AUTH_CONST,__const) external __ZTVN3icu22RuleBasedBreakIterator10BreakCacheE
00000001da56f748 (__AUTH_CONST,__const) external __ZTVN3icu22RuleBasedBreakIteratorE
00000001da5709a0 (__AUTH_CONST,__const) external __ZTVN3icu22UCharCharacterIteratorE
00000001da57e4b0 (__AUTH_CONST,__const) external __ZTVN3icu22UIterCollationIteratorE
00000001da57e840 (__AUTH_CONST,__const) external __ZTVN3icu22UTF16CollationIteratorE
00000001da576ab0 (__AUTH_CONST,__const) external __ZTVN3icu23SharedDateFormatSymbolsE
00000001da56fd90 (__AUTH_CONST,__const) external __ZTVN3icu23StringCharacterIteratorE
00000001da56e6c8 (__AUTH_CONST,__const) external __ZTVN3icu23UCharsDictionaryMatcherE
00000001da5727d0 (__AUTH_CONST,__const) external __ZTVN3icu23UnicodeStringAppendableE
00000001da574910 (__AUTH_CONST,__const) external __ZTVN3icu24CollationElementIteratorE
00000001da577080 (__AUTH_CONST,__const) external __ZTVN3icu24DateTimePatternGenerator19AppendItemNamesSinkE
00000001da576e20 (__AUTH_CONST,__const) external __ZTVN3icu24DateTimePatternGenerator20AvailableFormatsSinkE
00000001da577038 (__AUTH_CONST,__const) external __ZTVN3icu24DateTimePatternGenerator21AppendItemFormatsSinkE
00000001da576df8 (__AUTH_CONST,__const) external __ZTVN3icu24DateTimePatternGeneratorE
00000001da57e990 (__AUTH_CONST,__const) external __ZTVN3icu24FCDUTF8CollationIteratorE
00000001da56e350 (__AUTH_CONST,__const) external __ZTVN3icu24ForwardCharacterIteratorE
00000001da56f848 (__AUTH_CONST,__const) external __ZTVN3icu24RuleBasedBreakIterator57E
00000001da574dc0 (__AUTH_CONST,__const) external __ZTVN3icu25CollationFastLatinBuilderE
00000001da57e420 (__AUTH_CONST,__const) external __ZTVN3icu25FCDUIterCollationIteratorE
00000001da57e8d0 (__AUTH_CONST,__const) external __ZTVN3icu25FCDUTF16CollationIteratorE
00000001da57be30 (__AUTH_CONST,__const) external __ZTVN3icu25FormattedRelativeDateTimeE
00000001da57be70 (__AUTH_CONST,__const) external __ZTVN3icu25RelativeDateTimeFormatterE
00000001da57c958 (__AUTH_CONST,__const) external __ZTVN3icu25ScientificNumberFormatter11MarkupStyleE
00000001da57c9c0 (__AUTH_CONST,__const) external __ZTVN3icu25ScientificNumberFormatter16SuperscriptStyleE
00000001da57c930 (__AUTH_CONST,__const) external __ZTVN3icu25ScientificNumberFormatterE
00000001da5776f8 (__AUTH_CONST,__const) external __ZTVN3icu28FieldPositionIteratorHandlerE
00000001da56e958 (__AUTH_CONST,__const) external __ZTVN3icu28FilteredBreakIteratorBuilderE
00000001da5775f8 (__AUTH_CONST,__const) external __ZTVN3icu31FormattedValueStringBuilderImplE
00000001da57b558 (__AUTH_CONST,__const) external __ZTVN3icu33PluralAvailableLocalesEnumerationE
00000001da56e918 (__AUTH_CONST,__const) external __ZTVN3icu34SimpleFilteredBreakIteratorBuilderE
00000001da573778 (__AUTH_CONST,__const) external __ZTVN3icu4IDNAE
00000001da5774d8 (__AUTH_CONST,__const) external __ZTVN3icu6FormatE
00000001da56efb0 (__AUTH_CONST,__const) external __ZTVN3icu6Locale8IteratorE
00000001da56ee70 (__AUTH_CONST,__const) external __ZTVN3icu6LocaleE
00000001da57bd48 (__AUTH_CONST,__const) external __ZTVN3icu6RegionE
00000001da573218 (__AUTH_CONST,__const) external __ZTVN3icu6UStackE
00000001da579a60 (__AUTH_CONST,__const) external __ZTVN3icu6number15FormattedNumberE
00000001da579ae0 (__AUTH_CONST,__const) external __ZTVN3icu6number20FormattedNumberRangeE
00000001da579978 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl13ModifierStoreE
00000001da579728 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl14SimpleModifierE
00000001da579008 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl14SymbolProviderE
00000001da5791a0 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl15DecimalQuantityE
00000001da579e20 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl17ParsedPatternInfoE
00000001da57a008 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl17UsagePrefsHandlerE
00000001da579ed8 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl18ScientificModifierE
00000001da579d10 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl20AffixPatternProviderE
00000001da579aa0 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl20UFormattedNumberDataE
00000001da5796b8 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl21AdoptingModifierStoreE
00000001da5798a0 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl21ConstantAffixModifierE
00000001da57a030 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl21UnitConversionHandlerE
00000001da579c00 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl22MutablePatternModifierE
00000001da579a00 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl23MultiplierFormatHandlerE
00000001da579ce8 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl24ImmutablePatternModifierE
00000001da579920 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl26ConstantMultiFieldModifierE
00000001da5797f0 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl30CurrencySpacingEnabledModifierE
00000001da579040 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl32LocalizedNumberFormatterAsFormatE
00000001da579848 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl8ModifierE
00000001da578640 (__AUTH_CONST,__const) external __ZTVN3icu7MeasureE
00000001da5728d0 (__AUTH_CONST,__const) external __ZTVN3icu7UObjectE
00000001da573810 (__AUTH_CONST,__const) external __ZTVN3icu7UVectorE
00000001da56e188 (__AUTH_CONST,__const) external __ZTVN3icu8ByteSinkE
00000001da5740a8 (__AUTH_CONST,__const) external __ZTVN3icu8CalendarE
00000001da574998 (__AUTH_CONST,__const) external __ZTVN3icu8CollatorE
00000001da57d480 (__AUTH_CONST,__const) external __ZTVN3icu8TimeUnitE
00000001da57d2b8 (__AUTH_CONST,__const) external __ZTVN3icu8TimeZoneE
00000001da57a558 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl13SeriesMatcherE
00000001da57a838 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl13SymbolMatcherE
00000001da57aa48 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl14PercentMatcherE
00000001da57aaa0 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl15PermilleMatcherE
00000001da57aaf8 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl15PlusSignMatcherE
00000001da57a338 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl16CodePointMatcherE
00000001da57a940 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl16MinusSignMatcherE
00000001da57a700 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl16NumberParserImplE
00000001da57a890 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl17IgnorablesMatcherE
00000001da57a4f8 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl18ArraySeriesMatcherE
00000001da57a728 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl18NumberParseMatcherE
00000001da57a600 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl23CombinedCurrencyMatcherE
00000001da56e7f0 (__AUTH_CONST,__const) external __ZTVN3icu9ErrorCodeE
00000001da573850 (__AUTH_CONST,__const) external __ZTVN3icu9UVector32E
00000001da573890 (__AUTH_CONST,__const) external __ZTVN3icu9UVector64E
00000001da57eb98 (__AUTH_CONST,__const) external __ZTVN3icu9VTimeZoneE
0000000182939b30 (__TEXT,__text) external __ZThn16_NK3icu6number4impl22MutablePatternModifier9getSymbolENS1_16AffixPatternTypeE
00000001828578e8 (__TEXT,__text) external __ZThn8_N3icu10UnicodeSet7matchesERKNS_11ReplaceableERiia
0000000182856948 (__TEXT,__text) external __ZThn8_N3icu10UnicodeSetD0Ev
0000000182856918 (__TEXT,__text) external __ZThn8_N3icu10UnicodeSetD1Ev
000000018295fb28 (__TEXT,__text) external __ZThn8_N3icu12FixedDecimalD0Ev
000000018295fab0 (__TEXT,__text) external __ZThn8_N3icu12FixedDecimalD1Ev
0000000182855fdc (__TEXT,__text) external __ZThn8_N3icu13UnicodeFilter7matchesERKNS_11ReplaceableERiia
0000000182855e34 (__TEXT,__text) external __ZThn8_N3icu13UnicodeFilterD0Ev
0000000182855e2c (__TEXT,__text) external __ZThn8_N3icu13UnicodeFilterD1Ev
00000001828579ac (__TEXT,__text) external __ZThn8_NK3icu10UnicodeSet13addMatchSetToERS0_
00000001828574e0 (__TEXT,__text) external __ZThn8_NK3icu10UnicodeSet17matchesIndexValueEh
0000000182859cf4 (__TEXT,__text) external __ZThn8_NK3icu10UnicodeSet9toPatternERNS_13UnicodeStringEa
0000000182939920 (__TEXT,__text) external __ZThn8_NK3icu6number4impl22MutablePatternModifier13containsFieldENS_22FormattedStringBuilder5FieldE
0000000182939940 (__TEXT,__text) external __ZThn8_NK3icu6number4impl22MutablePatternModifier13getParametersERNS1_8Modifier10ParametersE
0000000182939838 (__TEXT,__text) external __ZThn8_NK3icu6number4impl22MutablePatternModifier15getPrefixLengthEv
00000001829398f8 (__TEXT,__text) external __ZThn8_NK3icu6number4impl22MutablePatternModifier17getCodePointCountEv
0000000182939960 (__TEXT,__text) external __ZThn8_NK3icu6number4impl22MutablePatternModifier22semanticallyEquivalentERKNS1_8ModifierE
0000000182939784 (__TEXT,__text) external __ZThn8_NK3icu6number4impl22MutablePatternModifier5applyERNS_22FormattedStringBuilderEiiR10UErrorCode
0000000182939908 (__TEXT,__text) external __ZThn8_NK3icu6number4impl22MutablePatternModifier8isStrongEv
                 (undefined) weak external __ZdaPv (from libc++)
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znam (from libc++)
                 (undefined) weak external __Znwm (from libc++)
                 (undefined) external ___chkstk_darwin (from libSystem)
                 (undefined) external ___cxa_bad_typeid (from libc++)
                 (undefined) external ___cxa_pure_virtual (from libc++)
                 (undefined) external ___dynamic_cast (from libc++)
                 (undefined) external ___exp10 (from libSystem)
                 (undefined) external ___sincos_stret (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdoutp (from libSystem)
                 (undefined) external _abort (from libSystem)
                 (undefined) external _acos (from libSystem)
                 (undefined) external _asin (from libSystem)
                 (undefined) external _atan (from libSystem)
                 (undefined) external _atan2 (from libSystem)
                 (undefined) external _atoi (from libSystem)
                 (undefined) external _atol (from libSystem)
                 (undefined) external _bsearch (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _closedir (from libSystem)
                 (undefined) external _cos (from libSystem)
                 (undefined) external _div (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _expf (from libSystem)
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _fflush (from libSystem)
                 (undefined) external _fgets (from libSystem)
                 (undefined) external _fileno (from libSystem)
                 (undefined) external _fmod (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fseek (from libSystem)
                 (undefined) external _ftell (from libSystem)
                 (undefined) external _fwrite (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
0000000182a55c70 (__TEXT,__const) external _icudt70_dat
00000001829f5138 (__TEXT,__text) external _izrule_clone
00000001829f510c (__TEXT,__text) external _izrule_close
00000001829f513c (__TEXT,__text) external _izrule_equals
00000001829f5278 (__TEXT,__text) external _izrule_getDSTSavings
00000001829f5294 (__TEXT,__text) external _izrule_getDynamicClassID
00000001829f5284 (__TEXT,__text) external _izrule_getFinalStart
00000001829f5280 (__TEXT,__text) external _izrule_getFirstStart
00000001829f5174 (__TEXT,__text) external _izrule_getName
00000001829f5288 (__TEXT,__text) external _izrule_getNextStart
00000001829f528c (__TEXT,__text) external _izrule_getPreviousStart
00000001829f5274 (__TEXT,__text) external _izrule_getRawOffset
00000001829f5290 (__TEXT,__text) external _izrule_getStaticClassID
00000001829f527c (__TEXT,__text) external _izrule_isEquivalentTo
00000001829f5048 (__TEXT,__text) external _izrule_open
00000001828461d8 (__TEXT,__text) external _locale_getKeywordsStart
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _log (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _modf (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _open (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _pow (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _readdir (from libSystem)
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
000000018286e378 (__TEXT,__text) external _res_countArrayItems
000000018286e2a0 (__TEXT,__text) external _res_getAlias
000000018286f2b4 (__TEXT,__text) external _res_getArrayItem
000000018286e2e8 (__TEXT,__text) external _res_getBinaryNoTrace
000000018286e330 (__TEXT,__text) external _res_getIntVectorNoTrace
000000018286e178 (__TEXT,__text) external _res_getPublicType
000000018286f128 (__TEXT,__text) external _res_getResource
000000018286e190 (__TEXT,__text) external _res_getStringNoTrace
000000018286eff8 (__TEXT,__text) external _res_getTableItemByIndex
000000018286ed4c (__TEXT,__text) external _res_getTableItemByKey
000000018286ddf8 (__TEXT,__text) external _res_read
                 (undefined) external _rewind (from libSystem)
                 (undefined) external _setlocale (from libSystem)
                 (undefined) external _sin (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _stat (from libSystem)
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncat (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoul (from libSystem)
                 (undefined) external _tan (from libSystem)
                 (undefined) external _tanhf (from libSystem)
                 (undefined) external _timezone (from libSystem)
                 (undefined) external _tzname (from libSystem)
                 (undefined) external _tzset (from libSystem)
0000000182843a34 (__TEXT,__text) external _u_UCharsToChars
000000018287b1e4 (__TEXT,__text) external _u_asciiToUpper
0000000182875a58 (__TEXT,__text) external _u_austrcpy
000000018287595c (__TEXT,__text) external _u_austrncpy
0000000182878618 (__TEXT,__text) external _u_caseInsensitivePrefixMatch
0000000182814040 (__TEXT,__text) external _u_catclose
0000000182814044 (__TEXT,__text) external _u_catgets
000000018281403c (__TEXT,__text) external _u_catopen
00000001828154a0 (__TEXT,__text) external _u_charAge
00000001828150d4 (__TEXT,__text) external _u_charDigitValue
000000018280bf90 (__TEXT,__text) external _u_charDirection
0000000182852528 (__TEXT,__text) external _u_charFromName
000000018280bf98 (__TEXT,__text) external _u_charMirror
0000000182851ecc (__TEXT,__text) external _u_charName
0000000182814134 (__TEXT,__text) external _u_charType
0000000182843a10 (__TEXT,__text) external _u_charsToUChars
0000000182818e70 (__TEXT,__text) external _u_cleanup
000000018287a50c (__TEXT,__text) external _u_countChar32
0000000182815338 (__TEXT,__text) external _u_digit
0000000182852ee0 (__TEXT,__text) external _u_enumCharNames
00000001828141a8 (__TEXT,__text) external _u_enumCharTypes
000000018288aed4 (__TEXT,__text) external _u_errorName
00000001829f5de0 (__TEXT,__text) external _u_fadopt
