00000001e3534160 (__DATA,__data) non-external _.compoundliteral
0000000183fee2f4 (__TEXT,__text) non-external _emit_pattern
0000000183fed608 (__TEXT,__text) non-external _emit_profile
0000000183fee358 (__TEXT,__text) non-external _emit_regex
0000000183fedd7c (__TEXT,__text) non-external _emit_string_table
0000000183fee1cc (__TEXT,__text) non-external _emit_string_table_reference
0000000183fedc9c (__TEXT,__text) non-external _emit_variable_names
0000000183ff6a04 (__TEXT,__text) non-external _enable_profile_flag
0000000183fe6f8c (__TEXT,__text) non-external _encode_address
0000000183fdc5c4 (__TEXT,__text) non-external _end_expression
0000000183fd2b60 (__TEXT,__text) non-external _eqv
0000000183fe3094 (__TEXT,__text) non-external _expand_logical_conditions
0000000183ff2d70 (__TEXT,__text) non-external _expand_logical_conditions_policy
0000000183ff6778 (__TEXT,__text) non-external _extends_builtin
0000000183ff20b8 (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
0000000183fcd960 (__TEXT,__text) non-external (was a private external) _fill_vector
00000001df9ff5b0 (__DATA_CONST,__const) non-external _filter_info
0000000183fcd8cc (__TEXT,__text) non-external _find_consecutive_cells
0000000183fd0b8c (__TEXT,__text) non-external _find_slot_in_env
0000000183fdca38 (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
0000000183ff5908 (__TEXT,__text) non-external _format_error
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
0000000183fcc788 (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00000001e353d540 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
0000000183fd4134 (__TEXT,__text) non-external _gc
0000000183fd33e0 (__TEXT,__text) non-external (was a private external) _gc_protect
0000000183fd3604 (__TEXT,__text) non-external (was a private external) _gc_unprotect
0000000183ffacc0 (__TEXT,__text) non-external _gc_unprotect.cold.1
0000000183ff8bf8 (__TEXT,__text) non-external _generate_syscallmask
0000000183fd2a20 (__TEXT,__text) non-external (was a private external) _gensym
0000000183ffac94 (__TEXT,__text) non-external _gensym.cold.1
0000000183fcda64 (__TEXT,__text) non-external _get_cell
0000000183fe7298 (__TEXT,__text) non-external _get_current_data_address
0000000183ff85d4 (__TEXT,__text) non-external _has_pending_backtrack
0000000183fcf75c (__TEXT,__text) non-external _inchar
0000000183ffbae5 (__TEXT,__const) non-external _init_scm
0000000183feb294 (__TEXT,__text) non-external _inspect_iterate_items
0000000183fd2648 (__TEXT,__text) non-external _is_any
0000000183fe8cf4 (__TEXT,__text) non-external (was a private external) _is_bt_pointer
0000000183fd9ed4 (__TEXT,__text) non-external (was a private external) _is_character
0000000183fe8d80 (__TEXT,__text) non-external (was a private external) _is_closure
0000000183fe8da8 (__TEXT,__text) non-external (was a private external) _is_continuation
0000000183fe8dd0 (__TEXT,__text) non-external (was a private external) _is_environment
0000000183fe8d58 (__TEXT,__text) non-external (was a private external) _is_foreign
0000000183fe8d6c (__TEXT,__text) non-external (was a private external) _is_foreign_block
0000000183fd77a8 (__TEXT,__text) non-external (was a private external) _is_foreign_object
0000000183ff5dec (__TEXT,__text) non-external _is_implicit_source_name
0000000183fd5550 (__TEXT,__text) non-external (was a private external) _is_integer
0000000183fe8d94 (__TEXT,__text) non-external (was a private external) _is_macro
0000000183fd5bac (__TEXT,__text) non-external _is_nonneg
0000000183fea46c (__TEXT,__text) non-external _is_num_integer
0000000183fd2b08 (__TEXT,__text) non-external (was a private external) _is_number
0000000183fd1750 (__TEXT,__text) non-external (was a private external) _is_pair
0000000183fe8d30 (__TEXT,__text) non-external (was a private external) _is_port
0000000183fdf36c (__TEXT,__text) non-external _is_position_at_end_of_sequence
0000000183fe8d44 (__TEXT,__text) non-external (was a private external) _is_proc
0000000183fe8dbc (__TEXT,__text) non-external (was a private external) _is_promise
0000000183fd5b98 (__TEXT,__text) non-external (was a private external) _is_string
0000000183fd5dc8 (__TEXT,__text) non-external (was a private external) _is_symbol
0000000183fe8b38 (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
0000000183fd5558 (__TEXT,__text) non-external (was a private external) _ivalue
0000000183fd9bf8 (__TEXT,__text) non-external _list_cost_estimate
0000000183fd9e0c (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
0000000183fd4478 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
0000000183fd0938 (__TEXT,__text) non-external _mk_atom
0000000183fdf22c (__TEXT,__text) non-external (was a private external) _mk_counted_string
0000000183fe9ef0 (__TEXT,__text) non-external _mk_empty_string
0000000183fd3760 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
0000000183fd37a8 (__TEXT,__text) non-external (was a private external) _mk_foreign_func
0000000183fd776c (__TEXT,__text) non-external (was a private external) _mk_foreign_object
0000000183fd4000 (__TEXT,__text) non-external (was a private external) _mk_integer
0000000183fd150c (__TEXT,__text) non-external _mk_sharp_const
0000000183fe891c (__TEXT,__text) non-external _mk_sharp_integer
0000000183fcdd5c (__TEXT,__text) non-external (was a private external) _mk_string
0000000183fcdb18 (__TEXT,__text) non-external (was a private external) _mk_symbol
0000000183fcd718 (__TEXT,__text) non-external _mk_vector
0000000183ffad44 (__TEXT,__text) non-external _mk_vector.cold.1
00000001dfa00210 (__DATA_CONST,__const) non-external _modifier_info
0000000183fdf3c0 (__TEXT,__text) non-external _move_to_next_node
0000000183ff6cfc (__TEXT,__text) non-external _msgfilter_free_callback
0000000183fe143c (__TEXT,__text) non-external _negate_instruction
00000001df9ff510 (__DATA_CONST,__const) non-external _network_filter_constants
0000000183fcd9b4 (__TEXT,__text) non-external _new_frame_in_env
0000000183fcde5c (__TEXT,__text) non-external _new_slot_spec_in_env
000000018400b7cc (__TEXT,__const) non-external _nfBasicCF
0000000184007c0c (__TEXT,__const) non-external _nfTrieHi
000000018400c1cc (__TEXT,__const) non-external _nfTrieLo
000000018400a5ec (__TEXT,__const) non-external _nfTrieMid
0000000184008238 (__TEXT,__const) non-external _nfU16InvMasks
0000000184008340 (__TEXT,__const) non-external _nfU16Seq2
0000000184008f54 (__TEXT,__const) non-external _nfU16Seq3
0000000184009488 (__TEXT,__const) non-external _nfU16SeqMisc
0000000184009614 (__TEXT,__const) non-external _nfU32Char
000000018400a490 (__TEXT,__const) non-external _nfU32SeqMisc
0000000183fd2b1c (__TEXT,__text) non-external _num_eq
0000000183fd9e88 (__TEXT,__text) non-external _num_ge
0000000183fdf290 (__TEXT,__text) non-external _num_gt
0000000183fe8b94 (__TEXT,__text) non-external _num_le
0000000183fe8b4c (__TEXT,__text) non-external _num_lt
0000000183fe9a64 (__TEXT,__text) non-external _num_mod
00000001e558e1c0 (__DATA_DIRTY,__bss) non-external _num_one
0000000183fe99f4 (__TEXT,__text) non-external _num_rem
00000001e558e1b0 (__DATA_DIRTY,__bss) non-external _num_zero
0000000183fd53b0 (__TEXT,__text) non-external (was a private external) _objvalue
0000000183fcdc2c (__TEXT,__text) non-external _oblist_add_by_name
0000000183fcdb70 (__TEXT,__text) non-external _oblist_find_by_name
0000000183fdc650 (__TEXT,__text) non-external _op_concat
0000000183fdcb8c (__TEXT,__text) non-external _operand_release
0000000183ff7f18 (__TEXT,__text) non-external _operation_expand
00000001dfa00c30 (__DATA_CONST,__const) non-external _operation_info
00000001dfa00600 (__DATA_CONST,__const) non-external _operation_names
0000000183ff7d20 (__TEXT,__text) non-external _operations_allowed_by_default
0000000183ff42a0 (__TEXT,__text) non-external _operator_name
0000000183fdc450 (__TEXT,__text) non-external _operator_precedence
0000000183fce5f8 (__TEXT,__text) non-external _opexe_0
0000000183ffad70 (__TEXT,__text) non-external _opexe_0.cold.1
0000000183ffad9c (__TEXT,__text) non-external _opexe_0.cold.2
0000000183fd0c54 (__TEXT,__text) non-external _opexe_1
0000000183fd1764 (__TEXT,__text) non-external _opexe_2
0000000183fd2650 (__TEXT,__text) non-external _opexe_3
0000000183fd2cd0 (__TEXT,__text) non-external _opexe_4
0000000183fcf998 (__TEXT,__text) non-external _opexe_5
0000000183fe7f90 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
0000000183fd53b0 (__TEXT,__text) non-external (was a private external) _pair_car
0000000183fd5414 (__TEXT,__text) non-external (was a private external) _pair_cdr
0000000183fd64b4 (__TEXT,__text) non-external _parse_pattern
0000000183ff409c (__TEXT,__text) non-external _peek_operand
00000001840032f9 (__TEXT,__const) non-external _policy_scm
0000000183fee800 (__TEXT,__text) non-external _populate_modifier_descriptor
0000000183feeb9c (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
0000000183fedbe8 (__TEXT,__text) non-external _populate_profile_entry_points
0000000183fd46b8 (__TEXT,__text) non-external _port_close
0000000183fe8f30 (__TEXT,__text) non-external _port_from_file
0000000183fcdfd8 (__TEXT,__text) non-external _port_from_string
0000000183fd5bdc (__TEXT,__text) non-external _port_rep_from_file
0000000183fee28c (__TEXT,__text) non-external _previously_emitted_condition
0000000183feee18 (__TEXT,__text) non-external _previously_emitted_data
0000000183fea3d0 (__TEXT,__text) non-external _printatom
0000000183fe9f84 (__TEXT,__text) non-external _printslashstring
00000001df9ff178 (__DATA_CONST,__const) non-external _profile_dirs
0000000183fedb1c (__TEXT,__text) non-external _profile_has_autobox_actions
0000000183fedba4 (__TEXT,__text) non-external _profile_has_mach_message_filters
0000000183fedb60 (__TEXT,__text) non-external _profile_has_message_filters
0000000183fdea38 (__TEXT,__text) non-external _push_bytes
0000000183fdd3cc (__TEXT,__text) non-external _push_byteset
0000000183ff421c (__TEXT,__text) non-external _push_byteset_skip
0000000183fdec18 (__TEXT,__text) non-external _push_jne_instr
0000000183fdc4a0 (__TEXT,__text) non-external _push_literal
0000000183fdedcc (__TEXT,__text) non-external _push_match_sequence_instr
0000000183ff8618 (__TEXT,__text) non-external _push_match_variable_instr
0000000183fe88cc (__TEXT,__text) non-external _push_nop
0000000183fe88cc (__TEXT,__text) non-external _push_operand
0000000183fdbfc0 (__TEXT,__text) non-external _push_operator
0000000183ff87b0 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
0000000183ff4150 (__TEXT,__text) non-external _push_seek
0000000183ff86d4 (__TEXT,__text) non-external _push_seek_byte_instr
0000000183fe8e34 (__TEXT,__text) non-external (was a private external) _putcharacter
0000000183fe8de4 (__TEXT,__text) non-external (was a private external) _putstr
0000000183fea324 (__TEXT,__text) non-external _readsharpstrexp
0000000183fd0864 (__TEXT,__text) non-external _readstr_upto
0000000183fea0b8 (__TEXT,__text) non-external _readstrexp
                 (undefined) external _reallocf (from libSystem)
0000000183fe73b4 (__TEXT,__text) non-external _record_condition_data
0000000183feeefc (__TEXT,__text) non-external _record_data_address
0000000183fdefd0 (__TEXT,__text) non-external _regex_quote
0000000183ff1e7c (__TEXT,__text) non-external _remove_conditions_matching_predicate_policy
0000000183ff41a8 (__TEXT,__text) non-external _remove_leading_literal_byte
0000000183fe464c (__TEXT,__text) non-external _reorder_condition
0000000183fe4760 (__TEXT,__text) non-external _reorder_condition_list
0000000183ff4564 (__TEXT,__text) non-external _reorder_policy
0000000183fd9f10 (__TEXT,__text) non-external _reverse
0000000183fd3c08 (__TEXT,__text) non-external (was a private external) _s_cons
0000000183fd35d0 (__TEXT,__text) non-external (was a private external) _s_immutable_cons
0000000183fcf464 (__TEXT,__text) non-external _s_save
0000000183fe7908 (__TEXT,__text) external _sandbox_apply
0000000183fe7910 (__TEXT,__text) external _sandbox_apply_container
0000000183feac74 (__TEXT,__text) external _sandbox_compile_entitlements
0000000183fca084 (__TEXT,__text) external _sandbox_compile_file
0000000183fc9fd0 (__TEXT,__text) external _sandbox_compile_named
0000000183fe84b4 (__TEXT,__text) external _sandbox_compile_string
0000000183feb644 (__TEXT,__text) external _sandbox_container_paths_iterate_items
0000000183fc9e44 (__TEXT,__text) external _sandbox_create_params
0000000183febadc (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
0000000183fe7a08 (__TEXT,__text) external _sandbox_free_params
0000000183fe79bc (__TEXT,__text) external _sandbox_free_profile
0000000183feadc8 (__TEXT,__text) external _sandbox_inspect_pid
0000000183feaecc (__TEXT,__text) external _sandbox_inspect_smemory
0000000183feb654 (__TEXT,__text) external _sandbox_prepare_user_home_mount
0000000183febba8 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
0000000183feac94 (__TEXT,__text) external _sandbox_register_profile
0000000183febf78 (__TEXT,__text) external _sandbox_register_sync_root
0000000183fc9ec0 (__TEXT,__text) external _sandbox_set_param
0000000183feaf68 (__TEXT,__text) external _sandbox_set_user_state_item
0000000183feaf7c (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
0000000183fead90 (__TEXT,__text) external _sandbox_unregister_all_profiles
0000000183fead3c (__TEXT,__text) external _sandbox_unregister_profile
0000000183feaed4 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
0000000183feaf3c (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
0000000183feaedc (__TEXT,__text) external _sandbox_user_state_item_buffer_send
0000000183feb284 (__TEXT,__text) external _sandbox_user_state_iterate_items
0000000183ffa1b0 (__TEXT,__text) non-external _save_condition
0000000183ff31d8 (__TEXT,__text) non-external _sb_action_iterate
0000000183fec6d4 (__TEXT,__text) non-external _sb_annotation_destroy
0000000183fec5e8 (__TEXT,__text) non-external _sb_annotation_list_copy
0000000183fe6394 (__TEXT,__text) non-external _sb_annotation_set_integer
0000000183fed1f4 (__TEXT,__text) non-external _sb_bitmask_clear_bit
0000000183fecf48 (__TEXT,__text) non-external _sb_bitmask_create_empty
0000000183fed03c (__TEXT,__text) non-external _sb_bitmask_get_hash
0000000183fed0f4 (__TEXT,__text) non-external _sb_bitmask_iterate_set
0000000183feceb8 (__TEXT,__text) non-external _sb_bitmask_release
0000000183fece50 (__TEXT,__text) non-external _sb_bitmask_retain
0000000183fed188 (__TEXT,__text) non-external _sb_bitmask_set_bit
0000000183fed518 (__TEXT,__text) non-external _sb_branch_get_target_instruction
0000000183fed4c8 (__TEXT,__text) non-external _sb_branch_new
0000000183fcc7d8 (__TEXT,__text) non-external _sb_buffer_alloc
0000000183fdd728 (__TEXT,__text) non-external _sb_buffer_get_byte_count
0000000183fdd7c4 (__TEXT,__text) non-external _sb_buffer_get_hash
0000000183fdeefc (__TEXT,__text) non-external _sb_buffer_is_equivalent
0000000183fd6ad8 (__TEXT,__text) non-external _sb_buffer_release
0000000183fddc38 (__TEXT,__text) non-external _sb_buffer_retain
0000000183fed24c (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
0000000183fdd774 (__TEXT,__text) non-external _sb_buffer_with_data_pointer
0000000183fdd150 (__TEXT,__text) non-external _sb_byteset_add_byte
0000000183fefd20 (__TEXT,__text) non-external _sb_byteset_copy
0000000183fdd450 (__TEXT,__text) non-external _sb_byteset_get_population
0000000183fe5de0 (__TEXT,__text) non-external _sb_byteset_is_equivalent
0000000183fdf69c (__TEXT,__text) non-external _sb_byteset_iterate_ranges
0000000183fdd300 (__TEXT,__text) non-external _sb_byteset_negate
0000000183fdd0f8 (__TEXT,__text) non-external _sb_byteset_new
0000000183fdd280 (__TEXT,__text) non-external _sb_byteset_release
0000000183fdd218 (__TEXT,__text) non-external _sb_byteset_retain
0000000183fdf7ec (__TEXT,__text) non-external _sb_byteset_union
0000000183fefc24 (__TEXT,__text) non-external _sb_byteset_with_range
0000000183fcc62c (__TEXT,__text) non-external _sb_calloc
0000000183ff020c (__TEXT,__text) non-external _sb_codepath_extend
0000000183ff015c (__TEXT,__text) non-external _sb_codepath_get_last_branch
0000000183ff00c8 (__TEXT,__text) non-external _sb_codepath_get_last_instruction
0000000183ff03f4 (__TEXT,__text) non-external _sb_codepath_restore_state
0000000183ff05dc (__TEXT,__text) non-external _sb_condition_bitmask
0000000183ff0548 (__TEXT,__text) non-external _sb_condition_boolean
0000000183fda17c (__TEXT,__text) non-external _sb_condition_conjunction
0000000183fe8294 (__TEXT,__text) non-external _sb_condition_constant
0000000183fd7480 (__TEXT,__text) non-external _sb_condition_disjunction
0000000183ff1348 (__TEXT,__text) non-external _sb_condition_is_bitmask
0000000183ff11b0 (__TEXT,__text) non-external _sb_condition_is_boolean
0000000183fe237c (__TEXT,__text) non-external _sb_condition_is_conjunction
0000000183fda470 (__TEXT,__text) non-external _sb_condition_is_contrary
0000000183fe1660 (__TEXT,__text) non-external _sb_condition_is_disjunction
0000000183fdaca8 (__TEXT,__text) non-external _sb_condition_is_equivalent
0000000183fe7034 (__TEXT,__text) non-external _sb_condition_is_integer
0000000183ff12c0 (__TEXT,__text) non-external _sb_condition_is_network
0000000183fe25e0 (__TEXT,__text) non-external _sb_condition_is_pattern
0000000183fd6f98 (__TEXT,__text) non-external _sb_condition_is_regex
0000000183ff1238 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
0000000183fe2784 (__TEXT,__text) non-external _sb_condition_is_transposable
0000000183fd7020 (__TEXT,__text) non-external _sb_condition_list_append
0000000183fe2d24 (__TEXT,__text) non-external _sb_condition_list_contains_condition
0000000183fe2984 (__TEXT,__text) non-external _sb_condition_list_copy
0000000183fddd3c (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
0000000183ff14a0 (__TEXT,__text) non-external _sb_condition_list_filter
0000000183fd9b50 (__TEXT,__text) non-external _sb_condition_list_get_hash
0000000183fe58e8 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
0000000183fd9cf4 (__TEXT,__text) non-external _sb_condition_list_iterate
0000000183fe3398 (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
0000000183fd52ac (__TEXT,__text) non-external _sb_condition_list_new
0000000183fd5abc (__TEXT,__text) non-external _sb_condition_list_release
0000000183fe2ab4 (__TEXT,__text) non-external _sb_condition_list_remove
0000000183fe3c28 (__TEXT,__text) non-external _sb_condition_matches_subset
0000000183fe1538 (__TEXT,__text) non-external _sb_condition_negation
0000000183fe7efc (__TEXT,__text) non-external _sb_condition_network
0000000183fd6c38 (__TEXT,__text) non-external _sb_condition_new
0000000183fdd068 (__TEXT,__text) non-external _sb_condition_pattern
0000000183fd78b8 (__TEXT,__text) non-external _sb_condition_pattern_path
0000000183fd72e4 (__TEXT,__text) non-external _sb_condition_release
0000000183fddb4c (__TEXT,__text) non-external _sb_condition_string
0000000183fcc330 (__TEXT,__text) non-external _sb_context_intern_string
0000000183fd57c0 (__TEXT,__text) non-external _sb_context_release
0000000183fd5718 (__TEXT,__text) non-external _sb_context_release_modification
0000000183fcc20c (__TEXT,__text) non-external _sb_context_retain
0000000183ff1520 (__TEXT,__text) non-external _sb_context_retain_modification
0000000183ff1bcc (__TEXT,__text) non-external _sb_error_fatal
0000000183ff1db4 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
0000000183ff1c18 (__TEXT,__text) non-external _sb_error_for_instruction
0000000183fdd5b4 (__TEXT,__text) non-external _sb_error_new
00000001df9ff4d0 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
0000000183fdd508 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
0000000183ff1a94 (__TEXT,__text) non-external _sb_error_set_with_description
0000000183ff1ba0 (__TEXT,__text) non-external _sb_error_set_with_format
0000000183ff1b00 (__TEXT,__text) non-external _sb_error_set_with_formatv
0000000183fd4040 (__TEXT,__text) non-external _sb_filter_accepts_type
0000000183fd6dfc (__TEXT,__text) non-external _sb_filter_has_dependency
00000001e558e1d0 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00000001e558e1e0 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
0000000183fd5e28 (__TEXT,__text) non-external _sb_filter_is_case_sensitive
0000000183ff238c (__TEXT,__text) non-external _sb_filter_pattern_values_can_be_mutually_exclusive
0000000183ff23e0 (__TEXT,__text) non-external _sb_filter_values_are_serialized_via_string_table
0000000183fd5f5c (__TEXT,__text) non-external _sb_fsa_acceptor
0000000183fd8ad0 (__TEXT,__text) non-external _sb_fsa_copy
0000000183fd88f4 (__TEXT,__text) non-external _sb_fsa_disjunction
0000000183fd8d64 (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
0000000183fe3fe0 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
0000000183fe3ea4 (__TEXT,__text) non-external _sb_fsa_matches_subset
0000000183fecdfc (__TEXT,__text) non-external _sb_fsa_may_backtrack
0000000183fdf4e4 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
0000000183fdf910 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
0000000183fdf434 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
0000000183fdcfb8 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
0000000183fd8690 (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
0000000183fd889c (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
0000000183fec8ec (__TEXT,__text) non-external _sb_fsa_recognizer_variable
0000000183fd69a0 (__TEXT,__text) non-external _sb_fsa_release
0000000183fd9948 (__TEXT,__text) non-external _sb_fsa_release_indegree
0000000183fd68d0 (__TEXT,__text) non-external _sb_fsa_retain
0000000183fd8808 (__TEXT,__text) non-external _sb_fsa_retain_indegree
0000000183fdf2d4 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
0000000183fcc6a4 (__TEXT,__text) non-external _sb_hash_compute
0000000183feaddc (__TEXT,__text) non-external _sb_inspect_subsystem
0000000183fcca14 (__TEXT,__text) non-external _sb_instr_action
0000000183fd77bc (__TEXT,__text) non-external _sb_instr_conditional
0000000183ff2768 (__TEXT,__text) non-external _sb_instr_deep_copy
0000000183fe5e58 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
0000000183fe175c (__TEXT,__text) non-external _sb_instr_get_jump_target
0000000183fe11ac (__TEXT,__text) non-external _sb_instr_is_equivalent
0000000183ff28a0 (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
0000000183ff2588 (__TEXT,__text) non-external _sb_instr_jump
0000000183fccb1c (__TEXT,__text) non-external _sb_instr_new
0000000183fccc78 (__TEXT,__text) non-external _sb_instr_release
0000000183ff2488 (__TEXT,__text) non-external _sb_instr_release_tracking
0000000183fe13d8 (__TEXT,__text) non-external _sb_instr_replace
0000000183fccbe8 (__TEXT,__text) non-external _sb_instr_retain
0000000183ff2634 (__TEXT,__text) non-external _sb_instr_retain_tracking
0000000183fe18f4 (__TEXT,__text) non-external _sb_instr_set_condition
0000000183fdda84 (__TEXT,__text) non-external _sb_instr_set_false_branch
0000000183fe3b0c (__TEXT,__text) non-external _sb_instr_set_true_branch
0000000183fcc714 (__TEXT,__text) non-external _sb_malloc
0000000183ff3130 (__TEXT,__text) non-external _sb_modifier_get_name
0000000183fdb0c0 (__TEXT,__text) non-external _sb_modifier_requires_argument
0000000183fd5574 (__TEXT,__text) non-external _sb_modifiers_iterate
0000000183fd5604 (__TEXT,__text) non-external _sb_modifiers_release
0000000183ff3430 (__TEXT,__text) non-external _sb_modifiers_set_deny_errno
0000000183ff3540 (__TEXT,__text) non-external _sb_modifiers_set_message_filter
0000000183ff328c (__TEXT,__text) non-external _sb_modifiers_set_modifier
0000000183ff33b4 (__TEXT,__text) non-external _sb_modifiers_set_signal
0000000183ff2f30 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
0000000183ff3010 (__TEXT,__text) non-external _sb_msgfilter_iterate_entry_points
0000000183ff2e70 (__TEXT,__text) non-external _sb_msgfilter_release
0000000183fe76d8 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
0000000183fe04a0 (__TEXT,__text) non-external _sb_mutable_buffer_new
0000000183fe77cc (__TEXT,__text) non-external _sb_mutable_buffer_release
0000000183fe6440 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
0000000183fe64d8 (__TEXT,__text) non-external _sb_mutable_buffer_write
0000000183fea670 (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
0000000183ffaf28 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
0000000183fea710 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
0000000183fea720 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
0000000183fea718 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
0000000183fea5f4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
0000000183fea494 (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
0000000183fea950 (__TEXT,__text) non-external _sb_packbuff_pack_item
0000000183ffafe8 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
0000000183ffb014 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
0000000183feaac4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
0000000183feaa90 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
0000000183fea938 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
0000000183fea534 (__TEXT,__text) non-external _sb_packbuff_realloc
0000000183fea7d0 (__TEXT,__text) non-external _sb_packbuff_unpack_item
0000000183ffafbc (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
0000000183feab9c (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
0000000183fea8b4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
0000000183fea760 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
0000000183fdd960 (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
