00007ff800e049b0 (__TEXT,__text) external _APL_dgemm
00007ff800e46831 (__TEXT,__text) external _sscal$NEWLAPACK
00007ff800e996aa (__TEXT,__text) external _sscal$NEWLAPACK$ILP64
00007ff800d44fd8 (__TEXT,__text) external _sscal_
00007ff800d42020 (__TEXT,__text) external _sspmv
00007ff800d83727 (__TEXT,__text) external _sspmv$NEWLAPACK
00007ff800e8b329 (__TEXT,__text) external _sspmv$NEWLAPACK$ILP64
00007ff800d42020 (__TEXT,__text) external _sspmv_
00007ff800d427ec (__TEXT,__text) external _sspr
00007ff800d83823 (__TEXT,__text) external _sspr$NEWLAPACK
00007ff800e8b421 (__TEXT,__text) external _sspr$NEWLAPACK$ILP64
00007ff800d42853 (__TEXT,__text) external _sspr2
00007ff800d838f3 (__TEXT,__text) external _sspr2$NEWLAPACK
00007ff800e8b4f3 (__TEXT,__text) external _sspr2$NEWLAPACK$ILP64
00007ff800d42853 (__TEXT,__text) external _sspr2_
00007ff800d427ec (__TEXT,__text) external _sspr_
00007ff800d44ff2 (__TEXT,__text) external _sswap
00007ff800e468a9 (__TEXT,__text) external _sswap$NEWLAPACK
00007ff800e99732 (__TEXT,__text) external _sswap$NEWLAPACK$ILP64
00007ff800d44ff2 (__TEXT,__text) external _sswap_
00007ff800d3ff2e (__TEXT,__text) external _ssymm
00007ff800e089c3 (__TEXT,__text) external _ssymm$NEWLAPACK
00007ff800e93862 (__TEXT,__text) external _ssymm$NEWLAPACK$ILP64
00007ff800d3ff2e (__TEXT,__text) external _ssymm_
00007ff800d41f01 (__TEXT,__text) external _ssymv
00007ff800d839dd (__TEXT,__text) external _ssymv$NEWLAPACK
00007ff800e8b5db (__TEXT,__text) external _ssymv$NEWLAPACK$ILP64
00007ff800d41f01 (__TEXT,__text) external _ssymv_
00007ff800d426fb (__TEXT,__text) external _ssyr
00007ff800d83aed (__TEXT,__text) external _ssyr$NEWLAPACK
00007ff800e8b6e5 (__TEXT,__text) external _ssyr$NEWLAPACK$ILP64
00007ff800d4276b (__TEXT,__text) external _ssyr2
00007ff800d83bc9 (__TEXT,__text) external _ssyr2$NEWLAPACK
00007ff800e8b7c7 (__TEXT,__text) external _ssyr2$NEWLAPACK$ILP64
00007ff800d4276b (__TEXT,__text) external _ssyr2_
00007ff800d4037d (__TEXT,__text) external _ssyr2k
00007ff800e090a3 (__TEXT,__text) external _ssyr2k$NEWLAPACK
00007ff800e93f32 (__TEXT,__text) external _ssyr2k$NEWLAPACK$ILP64
00007ff800d4037d (__TEXT,__text) external _ssyr2k_
00007ff800d426fb (__TEXT,__text) external _ssyr_
00007ff800d402a0 (__TEXT,__text) external _ssyrk
00007ff800e08d0f (__TEXT,__text) external _ssyrk$NEWLAPACK
00007ff800e93ba2 (__TEXT,__text) external _ssyrk$NEWLAPACK$ILP64
00007ff800d402a0 (__TEXT,__text) external _ssyrk_
00007ff800d421a9 (__TEXT,__text) external _stbmv
00007ff800d83cc7 (__TEXT,__text) external _stbmv$NEWLAPACK
00007ff800e8b8c1 (__TEXT,__text) external _stbmv$NEWLAPACK$ILP64
00007ff800d421a9 (__TEXT,__text) external _stbmv_
00007ff800d424b4 (__TEXT,__text) external _stbsv
00007ff800d84119 (__TEXT,__text) external _stbsv$NEWLAPACK
00007ff800e8bd0f (__TEXT,__text) external _stbsv$NEWLAPACK$ILP64
00007ff800d424b4 (__TEXT,__text) external _stbsv_
00007ff800d422b5 (__TEXT,__text) external _stpmv
00007ff800d8456b (__TEXT,__text) external _stpmv$NEWLAPACK
00007ff800e8c15d (__TEXT,__text) external _stpmv$NEWLAPACK$ILP64
00007ff800d422b5 (__TEXT,__text) external _stpmv_
00007ff800d425c0 (__TEXT,__text) external _stpsv
00007ff800d84967 (__TEXT,__text) external _stpsv$NEWLAPACK
00007ff800e8c561 (__TEXT,__text) external _stpsv$NEWLAPACK$ILP64
00007ff800d425c0 (__TEXT,__text) external _stpsv_
00007ff800d9012f (__TEXT,__text) external _strCopyLower
00007ff800d900e9 (__TEXT,__text) external _strSetZeroLower
00007ff800d40004 (__TEXT,__text) external _strmm
00007ff800e09473 (__TEXT,__text) external _strmm$NEWLAPACK
00007ff800e942f6 (__TEXT,__text) external _strmm$NEWLAPACK$ILP64
00007ff800d40004 (__TEXT,__text) external _strmm_
00007ff800d420a0 (__TEXT,__text) external _strmv
00007ff800d84d63 (__TEXT,__text) external _strmv$NEWLAPACK
00007ff800e8c962 (__TEXT,__text) external _strmv$NEWLAPACK$ILP64
00007ff800d420a0 (__TEXT,__text) external _strmv_
00007ff800d40152 (__TEXT,__text) external _strsm
00007ff800e099bd (__TEXT,__text) external _strsm$NEWLAPACK
00007ff800e94844 (__TEXT,__text) external _strsm$NEWLAPACK$ILP64
00007ff800d40152 (__TEXT,__text) external _strsm_
00007ff800d423ab (__TEXT,__text) external _strsv
00007ff800d851ab (__TEXT,__text) external _strsv$NEWLAPACK
00007ff800e8cd86 (__TEXT,__text) external _strsv$NEWLAPACK$ILP64
00007ff800d423ab (__TEXT,__text) external _strsv_
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _valloc (from libSystem)
                 (undefined) external _vfprintf (from libSystem)
00007ff800f06161 (__TEXT,__text) external _xerbla
00007ff800ea4eff (__TEXT,__text) external _xerbla$NEWLAPACK
00007ff800eb69f2 (__TEXT,__text) external _xerbla$NEWLAPACK$ILP64
00007ff800f06161 (__TEXT,__text) external _xerbla_
00007ff800d3fd12 (__TEXT,__text) external _xerbla_array__
00007ff800e465e7 (__TEXT,__text) external _zaxpby$NEWLAPACK
00007ff800e9942d (__TEXT,__text) external _zaxpby$NEWLAPACK$ILP64
00007ff800d4503d (__TEXT,__text) external _zaxpy
00007ff800e4656a (__TEXT,__text) external _zaxpy$NEWLAPACK
00007ff800e993a4 (__TEXT,__text) external _zaxpy$NEWLAPACK$ILP64
00007ff800d4503d (__TEXT,__text) external _zaxpy_
00007ff800d45051 (__TEXT,__text) external _zcopy
00007ff800e4663a (__TEXT,__text) external _zcopy$NEWLAPACK
00007ff800e9948a (__TEXT,__text) external _zcopy$NEWLAPACK$ILP64
00007ff800d45051 (__TEXT,__text) external _zcopy_
00007ff800d45065 (__TEXT,__text) external _zdotc
00007ff800e466b1 (__TEXT,__text) external _zdotc$NEWLAPACK
00007ff800e9950d (__TEXT,__text) external _zdotc$NEWLAPACK$ILP64
00007ff800d45065 (__TEXT,__text) external _zdotc_
00007ff800d45087 (__TEXT,__text) external _zdotu
00007ff800e466d3 (__TEXT,__text) external _zdotu$NEWLAPACK
00007ff800e99532 (__TEXT,__text) external _zdotu$NEWLAPACK$ILP64
00007ff800d45087 (__TEXT,__text) external _zdotu_
00007ff800d450c7 (__TEXT,__text) external _zdrot
00007ff800e467a7 (__TEXT,__text) external _zdrot$NEWLAPACK
00007ff800e9961a (__TEXT,__text) external _zdrot$NEWLAPACK$ILP64
00007ff800d450c7 (__TEXT,__text) external _zdrot_
00007ff800d450e8 (__TEXT,__text) external _zdscal
00007ff800e46892 (__TEXT,__text) external _zdscal$NEWLAPACK
00007ff800e99718 (__TEXT,__text) external _zdscal$NEWLAPACK$ILP64
00007ff800d450e8 (__TEXT,__text) external _zdscal_
00007ff800d44113 (__TEXT,__text) external _zgbmv
00007ff800d82c92 (__TEXT,__text) external _zgbmv$NEWLAPACK
00007ff800e8a8a9 (__TEXT,__text) external _zgbmv$NEWLAPACK$ILP64
00007ff800d44113 (__TEXT,__text) external _zgbmv_
00007ff800d4141f (__TEXT,__text) external _zgemm
00007ff800e08312 (__TEXT,__text) external _zgemm$NEWLAPACK
00007ff800e931c6 (__TEXT,__text) external _zgemm$NEWLAPACK$ILP64
00007ff800d4141f (__TEXT,__text) external _zgemm_
00007ff800d44051 (__TEXT,__text) external _zgemv
00007ff800d82963 (__TEXT,__text) external _zgemv$NEWLAPACK
00007ff800e8a590 (__TEXT,__text) external _zgemv$NEWLAPACK$ILP64
00007ff800d44051 (__TEXT,__text) external _zgemv_
00007ff800d44a30 (__TEXT,__text) external _zgerc
00007ff800d82e2e (__TEXT,__text) external _zgerc$NEWLAPACK
00007ff800e8aa3e (__TEXT,__text) external _zgerc$NEWLAPACK$ILP64
00007ff800d44a30 (__TEXT,__text) external _zgerc_
00007ff800d44a77 (__TEXT,__text) external _zgeru
00007ff800d82eb8 (__TEXT,__text) external _zgeru$NEWLAPACK
00007ff800e8aac4 (__TEXT,__text) external _zgeru$NEWLAPACK$ILP64
00007ff800d44a77 (__TEXT,__text) external _zgeru_
00007ff800d44281 (__TEXT,__text) external _zhbmv
00007ff800d82f92 (__TEXT,__text) external _zhbmv$NEWLAPACK
00007ff800e8ab97 (__TEXT,__text) external _zhbmv$NEWLAPACK$ILP64
00007ff800d44281 (__TEXT,__text) external _zhbmv_
00007ff800d41544 (__TEXT,__text) external _zhemm
00007ff800e08507 (__TEXT,__text) external _zhemm$NEWLAPACK
00007ff800e933b1 (__TEXT,__text) external _zhemm$NEWLAPACK$ILP64
00007ff800d41544 (__TEXT,__text) external _zhemm_
00007ff800d441ee (__TEXT,__text) external _zhemv
00007ff800d830b8 (__TEXT,__text) external _zhemv$NEWLAPACK
00007ff800e8acb7 (__TEXT,__text) external _zhemv$NEWLAPACK$ILP64
00007ff800d441ee (__TEXT,__text) external _zhemv_
00007ff800d44abe (__TEXT,__text) external _zher
00007ff800d831b7 (__TEXT,__text) external _zher$NEWLAPACK
00007ff800e8adb8 (__TEXT,__text) external _zher$NEWLAPACK$ILP64
00007ff800d44b2e (__TEXT,__text) external _zher2
00007ff800d832af (__TEXT,__text) external _zher2$NEWLAPACK
00007ff800e8aeb2 (__TEXT,__text) external _zher2$NEWLAPACK$ILP64
00007ff800d44b2e (__TEXT,__text) external _zher2_
00007ff800d41b89 (__TEXT,__text) external _zher2k
00007ff800e088c2 (__TEXT,__text) external _zher2k$NEWLAPACK
00007ff800e93764 (__TEXT,__text) external _zher2k$NEWLAPACK$ILP64
00007ff800d41b89 (__TEXT,__text) external _zher2k_
00007ff800d44abe (__TEXT,__text) external _zher_
00007ff800d419a2 (__TEXT,__text) external _zherk
00007ff800e086cd (__TEXT,__text) external _zherk$NEWLAPACK
00007ff800e93573 (__TEXT,__text) external _zherk$NEWLAPACK$ILP64
00007ff800d419a2 (__TEXT,__text) external _zherk_
00007ff800d44318 (__TEXT,__text) external _zhpmv
00007ff800d833b7 (__TEXT,__text) external _zhpmv$NEWLAPACK
00007ff800e8afb9 (__TEXT,__text) external _zhpmv$NEWLAPACK$ILP64
00007ff800d44318 (__TEXT,__text) external _zhpmv_
00007ff800d44bba (__TEXT,__text) external _zhpr
00007ff800d8349d (__TEXT,__text) external _zhpr$NEWLAPACK
00007ff800e8b0a0 (__TEXT,__text) external _zhpr$NEWLAPACK$ILP64
00007ff800d44c21 (__TEXT,__text) external _zhpr2
00007ff800d83583 (__TEXT,__text) external _zhpr2$NEWLAPACK
00007ff800e8b188 (__TEXT,__text) external _zhpr2$NEWLAPACK$ILP64
00007ff800d44c21 (__TEXT,__text) external _zhpr2_
00007ff800d44bba (__TEXT,__text) external _zhpr_
00007ff800d450a9 (__TEXT,__text) external _zrotg
00007ff800e467e3 (__TEXT,__text) external _zrotg$NEWLAPACK
00007ff800e99658 (__TEXT,__text) external _zrotg$NEWLAPACK$ILP64
00007ff800d450a9 (__TEXT,__text) external _zrotg_
00007ff800d450b6 (__TEXT,__text) external _zscal
00007ff800e4686d (__TEXT,__text) external _zscal$NEWLAPACK
00007ff800e996ee (__TEXT,__text) external _zscal$NEWLAPACK$ILP64
00007ff800d450b6 (__TEXT,__text) external _zscal_
00007ff800d45102 (__TEXT,__text) external _zswap
00007ff800e468dc (__TEXT,__text) external _zswap$NEWLAPACK
00007ff800e9976b (__TEXT,__text) external _zswap$NEWLAPACK$ILP64
00007ff800d45102 (__TEXT,__text) external _zswap_
00007ff800d41618 (__TEXT,__text) external _zsymm
00007ff800e08c3d (__TEXT,__text) external _zsymm$NEWLAPACK
00007ff800e93ad3 (__TEXT,__text) external _zsymm$NEWLAPACK$ILP64
00007ff800d41618 (__TEXT,__text) external _zsymm_
00007ff800d41c8c (__TEXT,__text) external _zsyr2k
00007ff800e09373 (__TEXT,__text) external _zsyr2k$NEWLAPACK
00007ff800e941f9 (__TEXT,__text) external _zsyr2k$NEWLAPACK$ILP64
00007ff800d41c8c (__TEXT,__text) external _zsyr2k_
00007ff800d41a98 (__TEXT,__text) external _zsyrk
00007ff800e08fb4 (__TEXT,__text) external _zsyrk$NEWLAPACK
00007ff800e93e44 (__TEXT,__text) external _zsyrk$NEWLAPACK$ILP64
00007ff800d41a98 (__TEXT,__text) external _zsyrk_
00007ff800d444b7 (__TEXT,__text) external _ztbmv
00007ff800d83ffa (__TEXT,__text) external _ztbmv$NEWLAPACK
00007ff800e8bbf1 (__TEXT,__text) external _ztbmv$NEWLAPACK$ILP64
00007ff800d444b7 (__TEXT,__text) external _ztbmv_
00007ff800d44803 (__TEXT,__text) external _ztbsv
00007ff800d8444c (__TEXT,__text) external _ztbsv$NEWLAPACK
00007ff800e8c03f (__TEXT,__text) external _ztbsv$NEWLAPACK$ILP64
00007ff800d44803 (__TEXT,__text) external _ztbsv_
00007ff800d445d8 (__TEXT,__text) external _ztpmv
00007ff800d8485d (__TEXT,__text) external _ztpmv$NEWLAPACK
00007ff800e8c455 (__TEXT,__text) external _ztpmv$NEWLAPACK$ILP64
00007ff800d445d8 (__TEXT,__text) external _ztpmv_
00007ff800d44924 (__TEXT,__text) external _ztpsv
00007ff800d84c59 (__TEXT,__text) external _ztpsv$NEWLAPACK
00007ff800e8c856 (__TEXT,__text) external _ztpsv$NEWLAPACK$ILP64
00007ff800d44924 (__TEXT,__text) external _ztpsv_
00007ff800d416ec (__TEXT,__text) external _ztrmm
00007ff800e09864 (__TEXT,__text) external _ztrmm$NEWLAPACK
00007ff800e946ea (__TEXT,__text) external _ztrmm$NEWLAPACK$ILP64
00007ff800d416ec (__TEXT,__text) external _ztrmm_
00007ff800d44398 (__TEXT,__text) external _ztrmv
00007ff800d8508e (__TEXT,__text) external _ztrmv$NEWLAPACK
00007ff800e8cc72 (__TEXT,__text) external _ztrmv$NEWLAPACK$ILP64
00007ff800d44398 (__TEXT,__text) external _ztrmv_
00007ff800d41847 (__TEXT,__text) external _ztrsm
00007ff800e09dae (__TEXT,__text) external _ztrsm$NEWLAPACK
00007ff800e94c38 (__TEXT,__text) external _ztrsm$NEWLAPACK$ILP64
00007ff800d41847 (__TEXT,__text) external _ztrsm_
00007ff800d446e4 (__TEXT,__text) external _ztrsv
00007ff800d854d6 (__TEXT,__text) external _ztrsv$NEWLAPACK
00007ff800e8d096 (__TEXT,__text) external _ztrsv$NEWLAPACK$ILP64
00007ff800d446e4 (__TEXT,__text) external _ztrsv_
