                 (undefined) external _APP_SANDBOX_READ (from libSystem)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLComponents (from Foundation)
0000000218893808 (__DATA,__data) external _PXR_WORK_THREAD_LIMIT
000000020a2b69b0 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE9_PoolSpan4sizeEv
000000020a2b69f0 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE9_PoolSpan5emptyEv
000000020a0fcb14 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice13_SendWithTypeERKNS_6TfTypeEPKNS_10TfWeakBaseEPKvRKSt9type_info
000000020a0fcba4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice16SendWithWeakBaseEPKNS_10TfWeakBaseEPKvRKSt9type_info
000000020a0fcb90 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice4SendEv
000000020a0fca80 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice5_SendEPKNS_10TfWeakBaseEPKvRKSt9type_info
000000020a529c9c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage11GetMetadataERKNS_7TfTokenEPNS_7VtValueE
000000020a529eb4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage11HasMetadataERKNS_7TfTokenE
000000020a52a0b0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage11SetMetadataERKNS_7TfTokenERKNS_7VtValueE
000000020a5122d8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage12GetRootLayerEv
000000020a51c970 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage12IsLayerMutedERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020a52231c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage12_GetMetadataERKNS_9UsdObjectERKNS_7TfTokenES6_bPNS_7VtValueE
000000020a506460 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage12_GetMetadataINS_12VtDictionaryEEENSt3__19enable_ifIXsr26_HasTypeSpecificResolutionIT_EE5valueEbE4typeERKNS_9UsdObjectERKNS_7TfTokenESD_bPS5_
000000020a526280 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage12_HasMetadataERKNS_9UsdObjectERKNS_7TfTokenES6_b
000000020a52a470 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage13ClearMetadataERKNS_7TfTokenE
000000020a5038d4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage13GetEditTargetEv
000000020a51bcf8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage13GetLayerStackEb
000000020a5122e8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage13GetPrimAtPathERKNS_7SdfPathE
000000020a516430 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage13GetPrototypesEv
000000020a5120b0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage13GetPseudoRootEv
000000020a519c98 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage13GetUsedLayersEb
000000020a51b640 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage13HasLocalLayerERKNS_9TfWeakPtrINS_8SdfLayerEEE
000000020a517da4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage13_ReportErrorsERKNSt3__16vectorINS1_10shared_ptrINS_12PcpErrorBaseEEENS1_9allocatorIS5_EEEERKNS2_INS1_12basic_stringIcNS1_11char_traitsIcEENS6_IcEEEENS6_ISF_EEEERKSF_
000000020a51e59c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage14ExportToStringEPNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEb
000000020a512170 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage14GetDefaultPrimEv
000000020a52b434 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage14GetEndTimeCodeEv
000000020a51c968 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage14GetMutedLayersEv
000000020a512520 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage14HasDefaultPrimEv
000000020a512678 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage15GetObjectAtPathERKNS_7SdfPathE
000000020a51c074 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage15GetSessionLayerEv
000000020a527e54 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage15_GetAllMetadataERKNS_9UsdObjectEbPNSt3__13mapINS_7TfTokenENS_7VtValueENS_20TfDictionaryLessThanENS4_9allocatorINS4_4pairIKS6_S7_EEEEEEb
000000020a5086f8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage15_GetResolveInfoERKNS_12UsdAttributeEPNS_14UsdResolveInfoEPKNS_11UsdTimeCodeE
000000020a521e98 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage15_GetVariabilityERKNS_11UsdPropertyE
000000020a512cc4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage15_IsValidForLoadERKNS_7SdfPathE
000000020a52ad34 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage16GetStartTimeCodeEv
000000020a521330 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage16_GetPcpPrimIndexERKNS_7SdfPathE
000000020a517d50 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage16_ReportPcpErrorsERKNSt3__16vectorINS1_10shared_ptrINS_12PcpErrorBaseEEENS1_9allocatorIS5_EEEERKNS1_12basic_stringIcNS1_11char_traitsIcEENS6_IcEEEE
000000020a512900 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage17GetPropertyAtPathERKNS_7SdfPathE
000000020a513120 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage17_DiscoverPayloadsERKNS_7SdfPathENS_13UsdLoadPolicyEPNSt3__13setIS1_NS5_4lessIS1_EENS5_9allocatorIS1_EEEEbSC_
000000020a528384 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage17_GetPropertyStackERKNS_11UsdPropertyENS_11UsdTimeCodeE
000000020a512bf0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage17_IsValidForUnloadERKNS_7SdfPathE
000000020a50eae0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage17_ValidateEditPrimERKNS_7UsdPrimEPKc
000000020a5129a0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage18GetAttributeAtPathERKNS_7SdfPathE
000000020a52bf44 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage18GetFramesPerSecondEv
000000020a52aaec (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage18HasMetadataDictKeyERKNS_7TfTokenES3_
000000020a52c17c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage18SetFramesPerSecondEd
000000020a529054 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage18_GetNumTimeSamplesERKNS_12UsdAttributeE
000000020a512ae0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage18_GetPrimDataAtPathERKNS_7SdfPathE
000000020a529fc8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage19HasAuthoredMetadataERKNS_7TfTokenE
000000020a52762c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage19_ListMetadataFieldsERKNS_9UsdObjectEb
000000020a52d58c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage20GetInterpolationTypeEv
000000020a52a818 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage20GetMetadataByDictKeyERKNS_7TfTokenES3_PNS_7VtValueE
000000020a52ad0c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage20SetMetadataByDictKeyERKNS_7TfTokenES3_RKNS_7VtValueE
000000020a51e2c4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage20_GetDefiningSpecTypeEPKNS_12Usd_PrimDataERKNS_7TfTokenE
000000020a52c2dc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage21GetColorConfigurationEv
000000020a512a40 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage21GetRelationshipAtPathERKNS_7SdfPathE
000000020a52be48 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage21GetTimeCodesPerSecondEv
000000020a52c1d8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage21SetColorConfigurationERKNS_12SdfAssetPathE
000000020a52bee8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage21SetTimeCodesPerSecondEd
000000020a52ad20 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage22ClearMetadataByDictKeyERKNS_7TfTokenES3_
000000020a508258 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage22GetPathResolverContextEv
000000020a50e930 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage22_GetSchemaPropertySpecERKNS_11UsdPropertyE
000000020a508598 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage22_MakeResolvedTimeCodesENS_11UsdTimeCodeERKNS_12UsdAttributeEPNS_11SdfTimeCodeEm
000000020a50e9c0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage23_GetSchemaAttributeSpecERKNS_12UsdAttributeE
000000020a507ab4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage23_MakeResolvedAssetPathsENS_11UsdTimeCodeERKNS_12UsdAttributeEPNS_12SdfAssetPathEmb
000000020a50ec4c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage23_ValidateEditPrimAtPathERKNS_7SdfPathEPKc
000000020a52cc54 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24GetColorManagementSystemEv
000000020a52b990 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24HasAuthoredTimeCodeRangeEv
000000020a52cb3c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24SetColorManagementSystemERKNS_7TfTokenE
000000020a5168ec (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetPrototypeForInstanceEPKNS_12Usd_PrimDataE
000000020a528754 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoERKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPNS_7VtValueE
000000020a4fa150 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_10GfMatrix2dEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fa680 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_10GfMatrix3dEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fabb0 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_10GfMatrix4dEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f8aa0 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_11SdfTimeCodeEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f9c18 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_12SdfAssetPathEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fbb40 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfQuatdEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fb610 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfQuatfEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fb0e0 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfQuathEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fd000 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec2dEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fcad0 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec2fEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fc5a0 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec2hEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fc070 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec2iEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fe4c0 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec3dEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fdf90 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec3fEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fda60 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec3hEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fd530 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec3iEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4ff980 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec4dEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4ff450 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec4fEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fef20 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec4hEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fe9f0 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7GfVec4iEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f96e0 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7TfTokenEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fa27c (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_10GfMatrix2dEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fa7ac (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_10GfMatrix3dEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4facdc (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_10GfMatrix4dEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f8bd0 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_11SdfTimeCodeEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f9d48 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_12SdfAssetPathEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fbc6c (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfQuatdEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fb73c (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfQuatfEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fb20c (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfQuathEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fd12c (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec2dEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fcbfc (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec2fEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fc6cc (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec2hEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fc19c (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec2iEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fe5ec (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec3dEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fe0bc (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec3fEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fdb8c (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec3hEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4fd65c (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec3iEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4ffaac (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec4dEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4ff57c (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec4fEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4ff04c (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec4hEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4feb1c (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7GfVec4iEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f980c (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_7TfTokenEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f7c34 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINS_8pxr_half4halfEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f92dc (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayINSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f54d8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayIbEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f8694 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayIdEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f8164 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayIfEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f6244 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayIhEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f6774 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayIiEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f6ca4 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayIjEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f71d4 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayIxEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f7704 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_7VtArrayIyEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f7b08 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINS_8pxr_half4halfEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f91b0 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
000000020a4f53ac (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_GetValueFromResolveInfoIbEEbRKNS_14UsdResolveInfoENS_11UsdTimeCodeERKNS_12UsdAttributeEPT_
