00007ff841b40b40 (__DATA,__data) non-external _.compoundliteral
00007ff802db823d (__TEXT,__text) non-external _operation_expand
00007ff84020d410 (__DATA_CONST,__const) non-external _operation_info
00007ff84020ce30 (__DATA_CONST,__const) non-external _operation_names
00007ff802da5b8f (__TEXT,__text) non-external _operator_precedence
00007ff802d9741f (__TEXT,__text) non-external _opexe_0
00007ff802dbd6c6 (__TEXT,__text) non-external _opexe_0.cold.1
00007ff802dbd6e9 (__TEXT,__text) non-external _opexe_0.cold.2
00007ff802d9a094 (__TEXT,__text) non-external _opexe_1
00007ff802d9acf4 (__TEXT,__text) non-external _opexe_2
00007ff802d9be74 (__TEXT,__text) non-external _opexe_3
00007ff802d9c544 (__TEXT,__text) non-external _opexe_4
00007ff802d98a18 (__TEXT,__text) non-external _opexe_5
00007ff802db2f38 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ff802d9ed3d (__TEXT,__text) non-external (was a private external) _pair_car
00007ff802d9ed8b (__TEXT,__text) non-external (was a private external) _pair_cdr
00007ff802d9fc68 (__TEXT,__text) non-external _parse_pattern
00007ff802dd7770 (__TEXT,__const) non-external _policy_scm
00007ff802db6a77 (__TEXT,__text) non-external _populate_modifier_descriptor
00007ff802db6e23 (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
00007ff802d9df0d (__TEXT,__text) non-external _port_close
00007ff802d96dc9 (__TEXT,__text) non-external _port_from_string
00007ff802d9f4b7 (__TEXT,__text) non-external _port_rep_from_file
00007ff802db2038 (__TEXT,__text) non-external _previously_emitted_buffer
00007ff802db478a (__TEXT,__text) non-external _printatom
00007ff802dba848 (__TEXT,__text) non-external _priortysort
00007ff84020a8b0 (__DATA_CONST,__const) non-external _profile_dirs
00007ff802da8098 (__TEXT,__text) non-external _push_bytes
00007ff802da698b (__TEXT,__text) non-external _push_byteset
00007ff802da8248 (__TEXT,__text) non-external _push_jne_instr
00007ff802da5bd5 (__TEXT,__text) non-external _push_literal
00007ff802da83ae (__TEXT,__text) non-external _push_match_sequence_instr
00007ff802db386b (__TEXT,__text) non-external _push_nop
00007ff802da56d8 (__TEXT,__text) non-external _push_operator
00007ff802db3b7d (__TEXT,__text) non-external (was a private external) _putcharacter
00007ff802db3b31 (__TEXT,__text) non-external (was a private external) _putstr
00007ff802d99d26 (__TEXT,__text) non-external _readstr_upto
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _reallocf (from libSystem)
00007ff802db219f (__TEXT,__text) non-external _record_buffer_data
00007ff802db22ab (__TEXT,__text) non-external _record_condition_data
00007ff802da8599 (__TEXT,__text) non-external _regex_quote
00007ff802dae671 (__TEXT,__text) non-external _reorder_condition
00007ff802dae868 (__TEXT,__text) non-external _reorder_condition_list
00007ff802db7758 (__TEXT,__text) non-external _reorder_policy
00007ff802da340a (__TEXT,__text) non-external _reverse
00007ff802d9d49b (__TEXT,__text) non-external (was a private external) _s_cons
00007ff802d9cf5c (__TEXT,__text) non-external (was a private external) _s_immutable_cons
00007ff802d98554 (__TEXT,__text) non-external _s_save
00007ff802db28a9 (__TEXT,__text) external _sandbox_apply
00007ff802db28c3 (__TEXT,__text) external _sandbox_apply_container
00007ff802db4eac (__TEXT,__text) external _sandbox_compile_entitlements
00007ff802d931cb (__TEXT,__text) external _sandbox_compile_file
00007ff802d93140 (__TEXT,__text) external _sandbox_compile_named
00007ff802db3589 (__TEXT,__text) external _sandbox_compile_string
00007ff802db5810 (__TEXT,__text) external _sandbox_container_paths_iterate_items
00007ff802d93010 (__TEXT,__text) external _sandbox_create_params
00007ff802db5c09 (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
00007ff802db2986 (__TEXT,__text) external _sandbox_free_params
00007ff802db2955 (__TEXT,__text) external _sandbox_free_profile
00007ff802db4fd7 (__TEXT,__text) external _sandbox_inspect_pid
00007ff802db50d4 (__TEXT,__text) external _sandbox_inspect_smemory
00007ff802db5825 (__TEXT,__text) external _sandbox_prepare_user_home_mount
00007ff802db5cba (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
00007ff802db4ed5 (__TEXT,__text) external _sandbox_register_profile
00007ff802db6038 (__TEXT,__text) external _sandbox_register_sync_root
00007ff802d9305b (__TEXT,__text) external _sandbox_set_param
00007ff802db5154 (__TEXT,__text) external _sandbox_set_user_state_item
00007ff802db516c (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
00007ff802db4faa (__TEXT,__text) external _sandbox_unregister_all_profiles
00007ff802db4f65 (__TEXT,__text) external _sandbox_unregister_profile
00007ff802db50df (__TEXT,__text) external _sandbox_user_state_item_buffer_create
00007ff802db513c (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
00007ff802db50ee (__TEXT,__text) external _sandbox_user_state_item_buffer_send
00007ff802db5464 (__TEXT,__text) external _sandbox_user_state_iterate_items
00007ff802db76f0 (__TEXT,__text) non-external _sb_annotation_destroy
00007ff802db0aa9 (__TEXT,__text) non-external _sb_annotation_set_integer
00007ff802dbb5ec (__TEXT,__text) non-external _sb_bitmask_create_empty
00007ff802dbb57d (__TEXT,__text) non-external _sb_bitmask_release
00007ff802d95746 (__TEXT,__text) non-external _sb_buffer_alloc
00007ff802da6d19 (__TEXT,__text) non-external _sb_buffer_get_byte_count
00007ff802da6da8 (__TEXT,__text) non-external _sb_buffer_get_hash
00007ff802da84d6 (__TEXT,__text) non-external _sb_buffer_is_equivalent
00007ff802da0434 (__TEXT,__text) non-external _sb_buffer_release
00007ff802da71a7 (__TEXT,__text) non-external _sb_buffer_retain
00007ff802dbc64e (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
00007ff802da6d55 (__TEXT,__text) non-external _sb_buffer_with_data_pointer
00007ff802da6777 (__TEXT,__text) non-external _sb_byteset_add_byte
00007ff802dbc212 (__TEXT,__text) non-external _sb_byteset_copy
00007ff802da69f8 (__TEXT,__text) non-external _sb_byteset_get_population
00007ff802daff70 (__TEXT,__text) non-external _sb_byteset_is_equivalent
00007ff802da8bd0 (__TEXT,__text) non-external _sb_byteset_iterate_ranges
00007ff802da68e0 (__TEXT,__text) non-external _sb_byteset_negate
00007ff802da6734 (__TEXT,__text) non-external _sb_byteset_new
00007ff802da6879 (__TEXT,__text) non-external _sb_byteset_release
00007ff802da6826 (__TEXT,__text) non-external _sb_byteset_retain
00007ff802da8d3a (__TEXT,__text) non-external _sb_byteset_union
00007ff802d95600 (__TEXT,__text) non-external _sb_calloc
00007ff802dbceed (__TEXT,__text) non-external _sb_condition_boolean
00007ff802da3659 (__TEXT,__text) non-external _sb_condition_conjunction
00007ff802db33a8 (__TEXT,__text) non-external _sb_condition_constant
00007ff802da0d22 (__TEXT,__text) non-external _sb_condition_disjunction
00007ff802dbd38e (__TEXT,__text) non-external _sb_condition_is_bitmask
00007ff802dac144 (__TEXT,__text) non-external _sb_condition_is_conjunction
00007ff802da3920 (__TEXT,__text) non-external _sb_condition_is_contrary
00007ff802dab454 (__TEXT,__text) non-external _sb_condition_is_disjunction
00007ff802da3fda (__TEXT,__text) non-external _sb_condition_is_equivalent
00007ff802db1e24 (__TEXT,__text) non-external _sb_condition_is_integer
00007ff802dac389 (__TEXT,__text) non-external _sb_condition_is_pattern
00007ff802da08a4 (__TEXT,__text) non-external _sb_condition_is_regex
00007ff802dbd31f (__TEXT,__text) non-external _sb_condition_is_string_textbuf
00007ff802dac4e5 (__TEXT,__text) non-external _sb_condition_is_transposable
00007ff802da0914 (__TEXT,__text) non-external _sb_condition_list_append
00007ff802dacab4 (__TEXT,__text) non-external _sb_condition_list_contains_condition
00007ff802dac6bd (__TEXT,__text) non-external _sb_condition_list_copy
00007ff802da72c7 (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
00007ff802dbc2a8 (__TEXT,__text) non-external _sb_condition_list_filter
00007ff802da3096 (__TEXT,__text) non-external _sb_condition_list_get_hash
00007ff802dafacc (__TEXT,__text) non-external _sb_condition_list_is_equivalent
00007ff802da3214 (__TEXT,__text) non-external _sb_condition_list_iterate
00007ff802dad0b3 (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
00007ff802d9ec71 (__TEXT,__text) non-external _sb_condition_list_new
00007ff802d9f3d9 (__TEXT,__text) non-external _sb_condition_list_release
00007ff802dac7cc (__TEXT,__text) non-external _sb_condition_list_remove
00007ff802dad8d4 (__TEXT,__text) non-external _sb_condition_matches_subset
00007ff802dab2a4 (__TEXT,__text) non-external _sb_condition_negation
00007ff802db2ec7 (__TEXT,__text) non-external _sb_condition_network
00007ff802da0563 (__TEXT,__text) non-external _sb_condition_new
00007ff802da66d3 (__TEXT,__text) non-external _sb_condition_pattern
00007ff802da1100 (__TEXT,__text) non-external _sb_condition_pattern_path
00007ff802da0bb1 (__TEXT,__text) non-external _sb_condition_release
00007ff802da0818 (__TEXT,__text) non-external _sb_condition_set_source_info
00007ff802da70e2 (__TEXT,__text) non-external _sb_condition_string
00007ff802d952c1 (__TEXT,__text) non-external _sb_context_intern_string
00007ff802d9f0cc (__TEXT,__text) non-external _sb_context_release
00007ff802d9f04e (__TEXT,__text) non-external _sb_context_release_modification
00007ff802d95199 (__TEXT,__text) non-external _sb_context_retain
00007ff802dbc9f4 (__TEXT,__text) non-external _sb_context_retain_modification
00007ff802dbb261 (__TEXT,__text) non-external _sb_error_fatal
00007ff802dbb4e9 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
00007ff802dbb308 (__TEXT,__text) non-external _sb_error_for_instruction
00007ff802da6bdc (__TEXT,__text) non-external _sb_error_new
00007ff84020b7f0 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
00007ff802da6abf (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
00007ff802dbb0e8 (__TEXT,__text) non-external _sb_error_set_with_description
00007ff802dbb1c3 (__TEXT,__text) non-external _sb_error_set_with_format
00007ff802dbb143 (__TEXT,__text) non-external _sb_error_set_with_formatv
00007ff802d9d8e5 (__TEXT,__text) non-external _sb_filter_accepts_type
00007ff802dbc997 (__TEXT,__text) non-external _sb_filter_has_atom_namespace
00007ff841a52090 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00007ff841a520a0 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
00007ff802d9f7b7 (__TEXT,__text) non-external _sb_fsa_acceptor
00007ff802da2141 (__TEXT,__text) non-external _sb_fsa_copy
00007ff802da1f8d (__TEXT,__text) non-external _sb_fsa_disjunction
00007ff802da238f (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
00007ff802dae0ea (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
00007ff802dadfe1 (__TEXT,__text) non-external _sb_fsa_matches_subset
00007ff802da8a3f (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
00007ff802da8e3e (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
00007ff802da89ad (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
00007ff802da663d (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
00007ff802da1d52 (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
00007ff802da1f3c (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
00007ff802dbcb0c (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00007ff802da0309 (__TEXT,__text) non-external _sb_fsa_release
00007ff802da2ebc (__TEXT,__text) non-external _sb_fsa_release_indegree
00007ff802da0246 (__TEXT,__text) non-external _sb_fsa_retain
00007ff802da1eb9 (__TEXT,__text) non-external _sb_fsa_retain_indegree
00007ff802da8894 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
00007ff802d95657 (__TEXT,__text) non-external _sb_hash_compute
00007ff802db4fef (__TEXT,__text) non-external _sb_inspect_subsystem
00007ff802d9596a (__TEXT,__text) non-external _sb_instr_action
00007ff802da1016 (__TEXT,__text) non-external _sb_instr_conditional
00007ff802daffde (__TEXT,__text) non-external _sb_instr_get_action_modifiers
00007ff802dab541 (__TEXT,__text) non-external _sb_instr_get_jump_target
00007ff802daaf6c (__TEXT,__text) non-external _sb_instr_is_equivalent
00007ff802d959d3 (__TEXT,__text) non-external _sb_instr_new
00007ff802d95b8c (__TEXT,__text) non-external _sb_instr_release
00007ff802dab167 (__TEXT,__text) non-external _sb_instr_replace
00007ff802d95a89 (__TEXT,__text) non-external _sb_instr_retain
00007ff802dab6aa (__TEXT,__text) non-external _sb_instr_set_condition
00007ff802da7038 (__TEXT,__text) non-external _sb_instr_set_false_branch
00007ff802dad7e3 (__TEXT,__text) non-external _sb_instr_set_true_branch
00007ff802d95adf (__TEXT,__text) non-external _sb_instr_track
00007ff802d956a7 (__TEXT,__text) non-external _sb_malloc
00007ff802da4569 (__TEXT,__text) non-external _sb_modifier_requires_argument
00007ff802d9eedb (__TEXT,__text) non-external _sb_modifiers_iterate
00007ff802d9ef4c (__TEXT,__text) non-external _sb_modifiers_release
00007ff802db66c5 (__TEXT,__text) non-external _sb_msgfilter_release
00007ff802db268e (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
00007ff802da98b5 (__TEXT,__text) non-external _sb_mutable_buffer_new
00007ff802db27a7 (__TEXT,__text) non-external _sb_mutable_buffer_release
00007ff802db0b45 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00007ff802db0bcd (__TEXT,__text) non-external _sb_mutable_buffer_write
00007ff802db499e (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
00007ff802dbd824 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
00007ff802db4a10 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
00007ff802db4a24 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
00007ff802db4a1a (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
00007ff802db493c (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
00007ff802db482f (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
00007ff802db4be8 (__TEXT,__text) non-external _sb_packbuff_pack_item
00007ff802dbd8b9 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
00007ff802dbd8dc (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
00007ff802db4d49 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
00007ff802db4d16 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
00007ff802db4bcf (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
00007ff802db48a1 (__TEXT,__text) non-external _sb_packbuff_realloc
00007ff802db4a98 (__TEXT,__text) non-external _sb_packbuff_unpack_item
00007ff802dbd896 (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
00007ff802db4df8 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
00007ff802db4b60 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
00007ff802db4a43 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
00007ff802da6f3f (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
00007ff802da029f (__TEXT,__text) non-external _sb_pattern_new
00007ff802d9f70b (__TEXT,__text) non-external _sb_pattern_prefix
00007ff802da4751 (__TEXT,__text) non-external _sb_pattern_regex
00007ff802da0782 (__TEXT,__text) non-external _sb_pattern_release
00007ff802da072f (__TEXT,__text) non-external _sb_pattern_retain
00007ff802da766d (__TEXT,__text) non-external _sb_pattern_serialize
00007ff802db6380 (__TEXT,__text) non-external _sb_pattern_var_release
00007ff802db632b (__TEXT,__text) non-external _sb_pattern_var_retain
00007ff802db6471 (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
00007ff802db662f (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
00007ff802db348a (__TEXT,__text) non-external _sb_pattern_varset_release
00007ff802db33dc (__TEXT,__text) non-external _sb_pattern_varset_retain
00007ff802dbaedc (__TEXT,__text) non-external _sb_policy_get_entry_point
00007ff802dbae1c (__TEXT,__text) non-external _sb_policy_is_equivalent
00007ff802dbaddc (__TEXT,__text) non-external _sb_policy_is_operation_supported
00007ff802dbaf1e (__TEXT,__text) non-external _sb_policy_iterate_entry_points
00007ff802dbaa4e (__TEXT,__text) non-external _sb_policy_new
00007ff802dbacb1 (__TEXT,__text) non-external _sb_policy_release
00007ff802dbad3d (__TEXT,__text) non-external _sb_policy_set_entry_point
00007ff802da9811 (__TEXT,__text) non-external _sb_profile_release
00007ff802db3433 (__TEXT,__text) non-external _sb_profile_set_pattern_variables
00007ff802db35b7 (__TEXT,__text) non-external _sb_program_add_source_buffer
00007ff802d957c5 (__TEXT,__text) non-external _sb_program_source_alloc
00007ff802da81ea (__TEXT,__text) non-external _sb_realloc
00007ff802da6e02 (__TEXT,__text) non-external _sb_regex_release
00007ff802da9594 (__TEXT,__text) non-external _sb_sbpl_parser_release
00007ff802da6ce6 (__TEXT,__text) non-external _sb_textbuf_get_length
00007ff802da1357 (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
00007ff802d951f0 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
00007ff802da6ea5 (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
00007ff802db7b70 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
00007ff802dacd55 (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
00007ff802db7e03 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
00007ff802daa62e (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
00007ff802da9469 (__TEXT,__text) non-external _sb_visitor_has_visited
00007ff802da90fd (__TEXT,__text) non-external _sb_visitor_new
00007ff802da950c (__TEXT,__text) non-external _sb_visitor_release
00007ff802dbaf7a (__TEXT,__text) non-external _sb_warn
00007ff802dda530 (__TEXT,__const) non-external _sbpl1_scm
00007ff802ddaf40 (__TEXT,__const) non-external _sbpl2_scm
00007ff802db8617 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
00007ff802db8d70 (__TEXT,__text) non-external _sbpl_filter_eqv
00007ff802db882f (__TEXT,__text) non-external _sbpl_leave_message_filter_context
00007ff802db8e3e (__TEXT,__text) non-external _sbpl_operation_eqv
00007ff802dd41d0 (__TEXT,__const) non-external _sbpl_scm
00007ff802da8f3c (__TEXT,__text) non-external (was a private external) _scheme_call
00007ff802d9d045 (__TEXT,__text) non-external (was a private external) _scheme_define
00007ff802da964c (__TEXT,__text) non-external (was a private external) _scheme_deinit
00007ff802d963ab (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
00007ff802db3d54 (__TEXT,__text) non-external (was a private external) _scheme_error
00007ff802db410a (__TEXT,__text) non-external (was a private external) _scheme_errorf
00007ff802da87e3 (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
00007ff802da8efe (__TEXT,__text) non-external (was a private external) _scheme_global
00007ff802d95d61 (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
00007ff802d95d1d (__TEXT,__text) non-external (was a private external) _scheme_init_new
00007ff802d9d65c (__TEXT,__text) non-external (was a private external) _scheme_load_file
00007ff802d96e77 (__TEXT,__text) non-external (was a private external) _scheme_load_string
00007ff802d9ddd7 (__TEXT,__text) non-external (was a private external) _scheme_push_string
00007ff802db41f5 (__TEXT,__text) non-external (was a private external) _scheme_quit
00007ff802d96e54 (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
00007ff802d96d96 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
00007ff802d96da5 (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
00007ff802db3bb8 (__TEXT,__text) non-external (was a private external) _scheme_write_to_string
00007ff802da25f7 (__TEXT,__text) non-external _shallow_copy_node
00007ff802dad552 (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
00007ff802daf9ac (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
00007ff802d96bd9 (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff802da87d7 (__TEXT,__text) non-external (was a private external) _string_length
00007ff802d9f6f5 (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
00007ff802d9d092 (__TEXT,__text) non-external (was a private external) _symname
00007ff802daa676 (__TEXT,__text) non-external _synthesize_logical_conditions
00007ff802dbc49d (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00007ff84020a7b0 (__DATA_CONST,__const) non-external _tests
00007ff802d985dc (__TEXT,__text) non-external _token
00007ff802da926c (__TEXT,__text) non-external _traverse_postorder
00007ff802dba8ef (__TEXT,__text) non-external _traverse_preorder
00007ff802dbcf67 (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
00007ff802dba6d5 (__TEXT,__text) non-external _unicode_decompose
00007ff802da1cec (__TEXT,__text) non-external _unicode_decomposeable
00007ff802dba761 (__TEXT,__text) non-external _unicode_recursive_decompose
00007ff802ddafa0 (__TEXT,__const) non-external _utf_extrabytes
                 (undefined) external _uuid_unparse_lower (from libSystem)
00007ff802db8944 (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
00007ff802db806e (__TEXT,__text) non-external _version
00007ff802dbd4d7 (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
00007ff802d9d10b (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
