00007ffc137ede5e (__TEXT,__text) external _AAAFSCGetMetadata
00007ffc137ae59c (__TEXT,__text) non-external _removeLeaveDirProc
00007ffc13798aa4 (__TEXT,__text) non-external _removeStreamAbort
00007ffc1379826c (__TEXT,__text) non-external _removeStreamClose
00007ffc13798a92 (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffc13798576 (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffc137ae4c9 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffc137ea82b (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
00007ffc137eeee8 (__TEXT,__text) non-external _resizeResourceFork
00007ffc137bb492 (__TEXT,__text) non-external _resizeStream
00007ffc137ee164 (__TEXT,__text) non-external _resourceForkSize
00007ffc137b3322 (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
00007ffc137ca5a0 (__TEXT,__text) non-external _retireEntryRange
00007ffc137da4e1 (__TEXT,__text) non-external _retireThreadEnqueue
00007ffc137d6301 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffc137c172b (__TEXT,__text) non-external _sanitize_internal_controls
00007ffc137b32cd (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
00007ffc137a3941 (__TEXT,__text) non-external _seekTo
00007ffc137b7660 (__TEXT,__text) non-external _segment_find
00007ffc13797806 (__TEXT,__text) non-external _sendEOF
00007ffc137b4d98 (__TEXT,__text) non-external _sendHeader
00007ffc1378395f (__TEXT,__text) non-external _sendMessage
00007ffc137f7640 (__TEXT,__text) non-external _sendMessage
00007ffc1379353b (__TEXT,__text) non-external _sequentialReaderProc
00007ffc137935bf (__TEXT,__text) non-external _sequentialWriterProc
00007ffc137ac4b6 (__TEXT,__text) non-external (was a private external) _serializeHexString
00007ffc13803d50 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffc137c015c (__TEXT,__text) non-external _setFieldBlob
00007ffc137ad68e (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffc137adc47 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
00007ffc137b2cf2 (__TEXT,__text) non-external _setThreadErrorContext
00007ffc137f02b4 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
00007ffc137ba1e5 (__TEXT,__text) non-external _setupContext
00007ffc137c82cf (__TEXT,__text) non-external _setupContext
00007ffc137ac47d (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffc137ac506 (__TEXT,__text) non-external (was a private external) _sha1cmp
00007ffc13787c74 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffc13774be2 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffc137ad603 (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffc137ae5f3 (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffc137d2847 (__TEXT,__text) non-external _stateAppendEntry
00007ffc137e6be1 (__TEXT,__text) non-external _stateCollectorStreamClose
00007ffc137e77b4 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
00007ffc137e6bee (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
00007ffc137e4704 (__TEXT,__text) non-external _stateComputePatches
00007ffc137d2203 (__TEXT,__text) non-external _stateConcatPath
00007ffc137cf811 (__TEXT,__text) non-external _stateDestroy
00007ffc137e6aa8 (__TEXT,__text) non-external _stateDestroy
00007ffc137e4abe (__TEXT,__text) non-external _stateGenerateArchive
00007ffc137d2236 (__TEXT,__text) non-external _stateGetEntryData
00007ffc137e87c2 (__TEXT,__text) non-external _stateLoadEntryHeader
00007ffc137d241b (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00007ffc137abe81 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffc137f9b5a (__TEXT,__text) non-external _storeCachePos
00007ffc137f0380 (__TEXT,__text) non-external _storeChunkOffsets
00007ffc137acc98 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffc137a9e63 (__TEXT,__text) non-external _streamAbort
00007ffc137c2d34 (__TEXT,__text) non-external _streamAbort
00007ffc137a9d08 (__TEXT,__text) non-external _streamClose
00007ffc137c29bd (__TEXT,__text) non-external _streamClose
00007ffc13786395 (__TEXT,__text) non-external _streamConsumerProc
00007ffc137c35d1 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007ffc137a9e80 (__TEXT,__text) non-external _streamPRead
00007ffc137c2d54 (__TEXT,__text) non-external _streamPWrite
00007ffc137aacf8 (__TEXT,__text) non-external _streamProc
00007ffc137f697e (__TEXT,__text) non-external _streamProc
00007ffc137aa250 (__TEXT,__text) non-external _streamRead
00007ffc137aa273 (__TEXT,__text) non-external _streamSeek
00007ffc13786458 (__TEXT,__text) non-external _streamThreadProc
00007ffc13786302 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffc1379f8d5 (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffc1379f3b2 (__TEXT,__text) non-external _stringTableReserve
00007ffc137ed78c (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
00007ffc137e89ef (__TEXT,__text) non-external _subArchiveCreate
00007ffc137e8f49 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffc137e0b2a (__TEXT,__text) non-external _tarParseInt
00007ffc137bae10 (__TEXT,__text) non-external _tempStreamCancel
00007ffc137bad8d (__TEXT,__text) non-external _tempStreamClose
00007ffc137bae5d (__TEXT,__text) non-external _tempStreamPRead
00007ffc137bb0bf (__TEXT,__text) non-external _tempStreamPWrite
00007ffc137bae25 (__TEXT,__text) non-external _tempStreamRead
00007ffc137bb033 (__TEXT,__text) non-external _tempStreamSeek
00007ffc137bb323 (__TEXT,__text) non-external _tempStreamTruncate
00007ffc137bb087 (__TEXT,__text) non-external _tempStreamWrite
00007ffc137a6262 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffc137a5f6c (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffc137f3fa9 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffc137b3732 (__TEXT,__text) non-external _threadWrapperProc
00007ffc1378b9aa (__TEXT,__text) non-external _treeAdd
00007ffc1378b37b (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffc1378b649 (__TEXT,__text) non-external _treeRebalance
00007ffc1378c38b (__TEXT,__text) non-external _treeRotateLeft
00007ffc1378c269 (__TEXT,__text) non-external _treeRotateRight
00007ffc1378b88d (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffc137ca00b (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffc137acf71 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffc137afb5e (__TEXT,__text) non-external _updateFromHeader
00007ffc137b325b (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffc137b328d (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffc137dccbd (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffc137838a9 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffc13782ba2 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffc13783616 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffc13782f27 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffc137ba49a (__TEXT,__text) non-external _verifySegment
00007ffc137c8f1f (__TEXT,__text) non-external _verifySegment
00007ffc137f77d5 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
00007ffc137d24f4 (__TEXT,__text) non-external _workerApplyAttr
00007ffc137838be (__TEXT,__text) non-external _workerDataFree
00007ffc137d274b (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffc137d264f (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffc13798ab9 (__TEXT,__text) non-external _workerDestroy
00007ffc137d21a8 (__TEXT,__text) non-external _workerDestroy
00007ffc13772977 (__TEXT,__text) non-external _workerProc
00007ffc137826b5 (__TEXT,__text) non-external _workerProc
00007ffc13798177 (__TEXT,__text) non-external _workerProc
00007ffc137ac204 (__TEXT,__text) non-external _workerProc
00007ffc137cf8ca (__TEXT,__text) non-external _workerProc
00007ffc137f6837 (__TEXT,__text) non-external _workerProc
00007ffc137d25b0 (__TEXT,__text) non-external _workerReserve
00007ffc137d22d3 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffc137b0ed3 (__TEXT,__text) non-external _writeBlobProc
00007ffc137b087f (__TEXT,__text) non-external _writeHeaderProc
00007ffc137ea16e (__TEXT,__text) non-external _writeOBuf
00007ffc13778e5e (__TEXT,__text) non-external _writeProc
00007ffc137a4d78 (__TEXT,__text) non-external _writeProc
00007ffc137c5ccc (__TEXT,__text) non-external _writeProc
00007ffc137c26a4 (__TEXT,__text) non-external _writerProc
00007ffc137f7c21 (__TEXT,__text) non-external (was a private external) _writerProc
