00000001e7069878 (__DATA,__data) non-external _.compoundliteral
                 (undefined) external _malloc_size (from libSystem)
0000000183cfd660 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
0000000183cf9a60 (__TEXT,__text) non-external _mk_atom
0000000183d085f0 (__TEXT,__text) non-external (was a private external) _mk_counted_string
0000000183d13cc8 (__TEXT,__text) non-external _mk_empty_string
0000000183cfc8cc (__TEXT,__text) non-external (was a private external) _mk_foreign_block
0000000183cfc914 (__TEXT,__text) non-external (was a private external) _mk_foreign_func
0000000183d008b0 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
0000000183cfd200 (__TEXT,__text) non-external (was a private external) _mk_integer
0000000183cfa638 (__TEXT,__text) non-external _mk_sharp_const
0000000183d12840 (__TEXT,__text) non-external _mk_sharp_integer
0000000183cf6e8c (__TEXT,__text) non-external (was a private external) _mk_string
0000000183cf6c40 (__TEXT,__text) non-external (was a private external) _mk_symbol
0000000183cf6840 (__TEXT,__text) non-external _mk_vector
0000000183d209d4 (__TEXT,__text) non-external _mk_vector.cold.1
00000001e4d36450 (__DATA_CONST,__const) non-external _modifier_info
0000000183d08784 (__TEXT,__text) non-external _move_to_next_node
0000000183d1dba4 (__TEXT,__text) non-external _msgfilter_free_callback
0000000183d0a9a8 (__TEXT,__text) non-external _negate_instruction
00000001e4d357d0 (__DATA_CONST,__const) non-external _network_filter_constants
0000000183cf6adc (__TEXT,__text) non-external _new_frame_in_env
0000000183cf6f8c (__TEXT,__text) non-external _new_slot_spec_in_env
0000000183d45728 (__TEXT,__const) non-external _nfBasicCF
0000000183d41b68 (__TEXT,__const) non-external _nfTrieHi
0000000183d46128 (__TEXT,__const) non-external _nfTrieLo
0000000183d44548 (__TEXT,__const) non-external _nfTrieMid
0000000183d42194 (__TEXT,__const) non-external _nfU16InvMasks
0000000183d4229c (__TEXT,__const) non-external _nfU16Seq2
0000000183d42eb0 (__TEXT,__const) non-external _nfU16Seq3
0000000183d433e4 (__TEXT,__const) non-external _nfU16SeqMisc
0000000183d43570 (__TEXT,__const) non-external _nfU32Char
0000000183d443ec (__TEXT,__const) non-external _nfU32SeqMisc
0000000183cfbc74 (__TEXT,__text) non-external _num_eq
0000000183d03054 (__TEXT,__text) non-external _num_ge
0000000183d08654 (__TEXT,__text) non-external _num_gt
0000000183d12ab8 (__TEXT,__text) non-external _num_le
0000000183d12a70 (__TEXT,__text) non-external _num_lt
0000000183d1383c (__TEXT,__text) non-external _num_mod
00000001e82ab1e8 (__DATA_DIRTY,__bss) non-external _num_one
0000000183d137cc (__TEXT,__text) non-external _num_rem
00000001e82ab1d8 (__DATA_DIRTY,__bss) non-external _num_zero
0000000183d00900 (__TEXT,__text) non-external (was a private external) _objvalue
0000000183cf6d58 (__TEXT,__text) non-external _oblist_add_by_name
0000000183cf6c98 (__TEXT,__text) non-external _oblist_find_by_name
0000000183d059c0 (__TEXT,__text) non-external _op_concat
0000000183d05efc (__TEXT,__text) non-external _operand_release
0000000183d1ed28 (__TEXT,__text) non-external _operation_expand
00000001e4d36e18 (__DATA_CONST,__const) non-external _operation_info
00000001e4d367f8 (__DATA_CONST,__const) non-external _operation_names
0000000183d1ebcc (__TEXT,__text) non-external _operations_allowed_by_default
0000000183d1bf8c (__TEXT,__text) non-external _operator_name
0000000183d057c0 (__TEXT,__text) non-external _operator_precedence
0000000183cf772c (__TEXT,__text) non-external _opexe_0
0000000183d20a00 (__TEXT,__text) non-external _opexe_0.cold.1
0000000183d20a2c (__TEXT,__text) non-external _opexe_0.cold.2
0000000183cf9d80 (__TEXT,__text) non-external _opexe_1
0000000183cfa890 (__TEXT,__text) non-external _opexe_2
0000000183cfb7a8 (__TEXT,__text) non-external _opexe_3
0000000183cfbe28 (__TEXT,__text) non-external _opexe_4
0000000183cf8abc (__TEXT,__text) non-external _opexe_5
0000000183d11e20 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
0000000183cfe4d0 (__TEXT,__text) non-external (was a private external) _pair_car
0000000183cfe534 (__TEXT,__text) non-external (was a private external) _pair_cdr
0000000183cff5d0 (__TEXT,__text) non-external _parse_pattern
0000000183d1bd88 (__TEXT,__text) non-external _peek_operand
0000000183d3d312 (__TEXT,__const) non-external _policy_scm
0000000183d17968 (__TEXT,__text) non-external _populate_modifier_descriptor
0000000183d17d68 (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
0000000183cfd8a0 (__TEXT,__text) non-external _port_close
0000000183d12d08 (__TEXT,__text) non-external _port_from_file
0000000183cf710c (__TEXT,__text) non-external _port_from_string
0000000183cfecf0 (__TEXT,__text) non-external _port_rep_from_file
0000000183d10e6c (__TEXT,__text) non-external _previously_emitted_buffer
0000000183d17278 (__TEXT,__text) non-external _previously_emitted_condition
0000000183d141a8 (__TEXT,__text) non-external _printatom
0000000183d13d5c (__TEXT,__text) non-external _printslashstring
00000001e4d35418 (__DATA_CONST,__const) non-external _profile_dirs
0000000183d16e84 (__TEXT,__text) non-external _profile_has_mach_message_filters
0000000183d16e40 (__TEXT,__text) non-external _profile_has_message_filters
0000000183d07df0 (__TEXT,__text) non-external _push_bytes
0000000183d0675c (__TEXT,__text) non-external _push_byteset
0000000183d1bf08 (__TEXT,__text) non-external _push_byteset_skip
0000000183d07fd0 (__TEXT,__text) non-external _push_jne_instr
0000000183d05810 (__TEXT,__text) non-external _push_literal
0000000183d08180 (__TEXT,__text) non-external _push_match_sequence_instr
0000000183d1f410 (__TEXT,__text) non-external _push_match_variable_instr
0000000183d127f0 (__TEXT,__text) non-external _push_nop
0000000183d1c024 (__TEXT,__text) non-external _push_operand
0000000183d05330 (__TEXT,__text) non-external _push_operator
0000000183d1f5a8 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
0000000183d1be3c (__TEXT,__text) non-external _push_seek
0000000183d1f4cc (__TEXT,__text) non-external _push_seek_byte_instr
0000000183d12c40 (__TEXT,__text) non-external (was a private external) _putcharacter
0000000183d12bf0 (__TEXT,__text) non-external (was a private external) _putstr
0000000183d140fc (__TEXT,__text) non-external _readsharpstrexp
0000000183cf998c (__TEXT,__text) non-external _readstr_upto
0000000183d13e90 (__TEXT,__text) non-external _readstrexp
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _reallocf (from libSystem)
0000000183d11048 (__TEXT,__text) non-external _record_buffer_data
0000000183d11138 (__TEXT,__text) non-external _record_condition_data
0000000183d08384 (__TEXT,__text) non-external _regex_quote
0000000183d1be94 (__TEXT,__text) non-external _remove_leading_literal_byte
0000000183d0dbc4 (__TEXT,__text) non-external _reorder_condition
0000000183d0dcd8 (__TEXT,__text) non-external _reorder_condition_list
0000000183d1c22c (__TEXT,__text) non-external _reorder_policy
0000000183d030dc (__TEXT,__text) non-external _reverse
0000000183cfcd74 (__TEXT,__text) non-external (was a private external) _s_cons
0000000183cfc73c (__TEXT,__text) non-external (was a private external) _s_immutable_cons
0000000183cf8598 (__TEXT,__text) non-external _s_save
0000000183d11794 (__TEXT,__text) external _sandbox_apply
0000000183d1179c (__TEXT,__text) external _sandbox_apply_container
0000000183d14a38 (__TEXT,__text) external _sandbox_compile_entitlements
0000000183cf3558 (__TEXT,__text) external _sandbox_compile_file
0000000183cf34b4 (__TEXT,__text) external _sandbox_compile_named
0000000183d124b4 (__TEXT,__text) external _sandbox_compile_string
0000000183d153f4 (__TEXT,__text) external _sandbox_container_paths_iterate_items
0000000183cf3360 (__TEXT,__text) external _sandbox_create_params
0000000183d1588c (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
0000000183d11894 (__TEXT,__text) external _sandbox_free_params
0000000183d11848 (__TEXT,__text) external _sandbox_free_profile
0000000183d14b84 (__TEXT,__text) external _sandbox_inspect_pid
0000000183d14c7c (__TEXT,__text) external _sandbox_inspect_smemory
0000000183d15404 (__TEXT,__text) external _sandbox_prepare_user_home_mount
0000000183d15958 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
0000000183d14a58 (__TEXT,__text) external _sandbox_register_profile
0000000183d15d2c (__TEXT,__text) external _sandbox_register_sync_root
0000000183cf33bc (__TEXT,__text) external _sandbox_set_param
0000000183d14d18 (__TEXT,__text) external _sandbox_set_user_state_item
0000000183d14d2c (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
0000000183d14b4c (__TEXT,__text) external _sandbox_unregister_all_profiles
0000000183d14af8 (__TEXT,__text) external _sandbox_unregister_profile
0000000183d14c84 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
0000000183d14cec (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
0000000183d14c8c (__TEXT,__text) external _sandbox_user_state_item_buffer_send
0000000183d15034 (__TEXT,__text) external _sandbox_user_state_iterate_items
0000000183d15f84 (__TEXT,__text) non-external _sb_annotation_destroy
0000000183d15eb8 (__TEXT,__text) non-external _sb_annotation_list_copy
0000000183d0fec0 (__TEXT,__text) non-external _sb_annotation_set_integer
0000000183d16aa8 (__TEXT,__text) non-external _sb_bitmask_clear_bit
0000000183d1683c (__TEXT,__text) non-external _sb_bitmask_create_empty
0000000183d16964 (__TEXT,__text) non-external _sb_bitmask_get_hash
0000000183d16a18 (__TEXT,__text) non-external _sb_bitmask_iterate_set
0000000183d167ac (__TEXT,__text) non-external _sb_bitmask_release
0000000183d16744 (__TEXT,__text) non-external _sb_bitmask_retain
0000000183cf5904 (__TEXT,__text) non-external _sb_buffer_alloc
0000000183d06aac (__TEXT,__text) non-external _sb_buffer_get_byte_count
0000000183d06b48 (__TEXT,__text) non-external _sb_buffer_get_hash
0000000183d082b0 (__TEXT,__text) non-external _sb_buffer_is_equivalent
0000000183cffc24 (__TEXT,__text) non-external _sb_buffer_release
0000000183d06fd0 (__TEXT,__text) non-external _sb_buffer_retain
0000000183d16b00 (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
0000000183d06af8 (__TEXT,__text) non-external _sb_buffer_with_data_pointer
0000000183d064e0 (__TEXT,__text) non-external _sb_byteset_add_byte
0000000183d188ac (__TEXT,__text) non-external _sb_byteset_copy
0000000183d067e0 (__TEXT,__text) non-external _sb_byteset_get_population
0000000183d0f320 (__TEXT,__text) non-external _sb_byteset_is_equivalent
0000000183d08a60 (__TEXT,__text) non-external _sb_byteset_iterate_ranges
0000000183d06690 (__TEXT,__text) non-external _sb_byteset_negate
0000000183d06488 (__TEXT,__text) non-external _sb_byteset_new
0000000183d06610 (__TEXT,__text) non-external _sb_byteset_release
0000000183d065a8 (__TEXT,__text) non-external _sb_byteset_retain
0000000183d08bb4 (__TEXT,__text) non-external _sb_byteset_union
0000000183d187bc (__TEXT,__text) non-external _sb_byteset_with_range
0000000183cf5768 (__TEXT,__text) non-external _sb_calloc
0000000183d18c70 (__TEXT,__text) non-external _sb_condition_boolean
0000000183d0333c (__TEXT,__text) non-external _sb_condition_conjunction
0000000183d12294 (__TEXT,__text) non-external _sb_condition_constant
0000000183d005c0 (__TEXT,__text) non-external _sb_condition_disjunction
0000000183d19958 (__TEXT,__text) non-external _sb_condition_is_bitmask
0000000183d197c0 (__TEXT,__text) non-external _sb_condition_is_boolean
0000000183d0b8ec (__TEXT,__text) non-external _sb_condition_is_conjunction
0000000183d03634 (__TEXT,__text) non-external _sb_condition_is_contrary
0000000183d0abcc (__TEXT,__text) non-external _sb_condition_is_disjunction
0000000183d03dfc (__TEXT,__text) non-external _sb_condition_is_equivalent
0000000183d10c08 (__TEXT,__text) non-external _sb_condition_is_integer
0000000183d198d0 (__TEXT,__text) non-external _sb_condition_is_network
0000000183d0bb38 (__TEXT,__text) non-external _sb_condition_is_pattern
0000000183d000d8 (__TEXT,__text) non-external _sb_condition_is_regex
0000000183d19848 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
0000000183d0bcdc (__TEXT,__text) non-external _sb_condition_is_transposable
0000000183d00160 (__TEXT,__text) non-external _sb_condition_list_append
0000000183d0c280 (__TEXT,__text) non-external _sb_condition_list_contains_condition
0000000183d0bedc (__TEXT,__text) non-external _sb_condition_list_copy
0000000183d070e0 (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
0000000183d19ab0 (__TEXT,__text) non-external _sb_condition_list_filter
0000000183d02d1c (__TEXT,__text) non-external _sb_condition_list_get_hash
0000000183d0ee24 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
0000000183d02ebc (__TEXT,__text) non-external _sb_condition_list_iterate
0000000183d0c8f4 (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
0000000183cfe3cc (__TEXT,__text) non-external _sb_condition_list_new
0000000183cfebd0 (__TEXT,__text) non-external _sb_condition_list_release
0000000183d0c00c (__TEXT,__text) non-external _sb_condition_list_remove
0000000183d0d19c (__TEXT,__text) non-external _sb_condition_matches_subset
0000000183d0aaa4 (__TEXT,__text) non-external _sb_condition_negation
0000000183d11d8c (__TEXT,__text) non-external _sb_condition_network
0000000183cffd84 (__TEXT,__text) non-external _sb_condition_new
0000000183d063f8 (__TEXT,__text) non-external _sb_condition_pattern
0000000183d00a10 (__TEXT,__text) non-external _sb_condition_pattern_path
0000000183d00424 (__TEXT,__text) non-external _sb_condition_release
0000000183d06ee4 (__TEXT,__text) non-external _sb_condition_string
0000000183cf5438 (__TEXT,__text) non-external _sb_context_intern_string
0000000183cfe8d4 (__TEXT,__text) non-external _sb_context_release
0000000183cfe82c (__TEXT,__text) non-external _sb_context_release_modification
0000000183cf5314 (__TEXT,__text) non-external _sb_context_retain
0000000183d19b30 (__TEXT,__text) non-external _sb_context_retain_modification
0000000183d19eb4 (__TEXT,__text) non-external _sb_error_fatal
0000000183d1a09c (__TEXT,__text) non-external _sb_error_fatal_for_instruction
0000000183d19f00 (__TEXT,__text) non-external _sb_error_for_instruction
0000000183d06944 (__TEXT,__text) non-external _sb_error_new
00000001e4d35790 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
0000000183d06898 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
0000000183d19d7c (__TEXT,__text) non-external _sb_error_set_with_description
0000000183d19e88 (__TEXT,__text) non-external _sb_error_set_with_format
0000000183d19de8 (__TEXT,__text) non-external _sb_error_set_with_formatv
0000000183cfd240 (__TEXT,__text) non-external _sb_filter_accepts_type
0000000183d1a3f4 (__TEXT,__text) non-external _sb_filter_has_atom_namespace
0000000183cfff3c (__TEXT,__text) non-external _sb_filter_has_dependency
00000001e82ab1f8 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00000001e82ab208 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
0000000183cfef44 (__TEXT,__text) non-external _sb_filter_is_case_sensitive
0000000183d1a3a0 (__TEXT,__text) non-external _sb_filter_pattern_values_can_be_mutually_exclusive
0000000183cff078 (__TEXT,__text) non-external _sb_fsa_acceptor
0000000183d01c84 (__TEXT,__text) non-external _sb_fsa_copy
0000000183d01a98 (__TEXT,__text) non-external _sb_fsa_disjunction
0000000183d01f18 (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
0000000183d0d554 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
0000000183d0d418 (__TEXT,__text) non-external _sb_fsa_matches_subset
0000000183d166f0 (__TEXT,__text) non-external _sb_fsa_may_backtrack
0000000183d088a8 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
0000000183d08cd8 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
0000000183d087f8 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
0000000183d06348 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
0000000183d01814 (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
0000000183d01a40 (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
0000000183d1619c (__TEXT,__text) non-external _sb_fsa_recognizer_variable
0000000183cffaec (__TEXT,__text) non-external _sb_fsa_release
0000000183d02b14 (__TEXT,__text) non-external _sb_fsa_release_indegree
0000000183cffa1c (__TEXT,__text) non-external _sb_fsa_retain
0000000183d019ac (__TEXT,__text) non-external _sb_fsa_retain_indegree
0000000183d08698 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
0000000183cf57d8 (__TEXT,__text) non-external _sb_hash_compute
0000000183d14b98 (__TEXT,__text) non-external _sb_inspect_subsystem
0000000183cf5b70 (__TEXT,__text) non-external _sb_instr_action
0000000183d00908 (__TEXT,__text) non-external _sb_instr_conditional
0000000183d1a538 (__TEXT,__text) non-external _sb_instr_deep_copy
0000000183d0f3a8 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
0000000183d0acc8 (__TEXT,__text) non-external _sb_instr_get_jump_target
0000000183d0a6f4 (__TEXT,__text) non-external _sb_instr_is_equivalent
0000000183d1a670 (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
0000000183d1a48c (__TEXT,__text) non-external _sb_instr_jump
0000000183cf5be8 (__TEXT,__text) non-external _sb_instr_new
0000000183cf5dd4 (__TEXT,__text) non-external _sb_instr_release
0000000183d0a92c (__TEXT,__text) non-external _sb_instr_replace
0000000183cf5ca4 (__TEXT,__text) non-external _sb_instr_retain
0000000183d0ae60 (__TEXT,__text) non-external _sb_instr_set_condition
0000000183d06e08 (__TEXT,__text) non-external _sb_instr_set_false_branch
0000000183d0d06c (__TEXT,__text) non-external _sb_instr_set_true_branch
0000000183cf5d0c (__TEXT,__text) non-external _sb_instr_track
0000000183cf5848 (__TEXT,__text) non-external _sb_malloc
0000000183d1af10 (__TEXT,__text) non-external _sb_modifier_get_name
0000000183d04404 (__TEXT,__text) non-external _sb_modifier_requires_argument
0000000183cfe694 (__TEXT,__text) non-external _sb_modifiers_iterate
0000000183cfe718 (__TEXT,__text) non-external _sb_modifiers_release
0000000183d1b100 (__TEXT,__text) non-external _sb_modifiers_set_deny_errno
0000000183d1b210 (__TEXT,__text) non-external _sb_modifiers_set_message_filter
0000000183d1af5c (__TEXT,__text) non-external _sb_modifiers_set_modifier
0000000183d1b084 (__TEXT,__text) non-external _sb_modifiers_set_signal
0000000183d1ad04 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
0000000183d1adf0 (__TEXT,__text) non-external _sb_msgfilter_iterate_entry_points
0000000183d1ac44 (__TEXT,__text) non-external _sb_msgfilter_release
0000000183d11564 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
0000000183d0979c (__TEXT,__text) non-external _sb_mutable_buffer_new
0000000183d11658 (__TEXT,__text) non-external _sb_mutable_buffer_release
0000000183d0ff5c (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
0000000183d10004 (__TEXT,__text) non-external _sb_mutable_buffer_write
0000000183d1442c (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
0000000183d20bb8 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
0000000183d144cc (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
0000000183d144dc (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
0000000183d144d4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
0000000183d143c0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
0000000183d1426c (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
0000000183d14714 (__TEXT,__text) non-external _sb_packbuff_pack_item
0000000183d20c78 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
0000000183d20ca4 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
0000000183d14888 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
0000000183d14854 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
0000000183d146fc (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
0000000183d142fc (__TEXT,__text) non-external _sb_packbuff_realloc
0000000183d14594 (__TEXT,__text) non-external _sb_packbuff_unpack_item
0000000183d20c4c (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
0000000183d14960 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
0000000183d14678 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
0000000183d1451c (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
0000000183d06ce4 (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
0000000183cffa84 (__TEXT,__text) non-external _sb_pattern_new
0000000183cfefac (__TEXT,__text) non-external _sb_pattern_prefix
0000000183d04624 (__TEXT,__text) non-external _sb_pattern_regex
0000000183d00014 (__TEXT,__text) non-external _sb_pattern_release
0000000183cfffac (__TEXT,__text) non-external _sb_pattern_retain
0000000183d074b8 (__TEXT,__text) non-external _sb_pattern_serialize
0000000183d20324 (__TEXT,__text) non-external _sb_pattern_var_release
0000000183d202bc (__TEXT,__text) non-external _sb_pattern_var_retain
0000000183d20440 (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
0000000183d20660 (__TEXT,__text) non-external _sb_pattern_varset_enter
0000000183d207dc (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
0000000183d123a4 (__TEXT,__text) non-external _sb_pattern_varset_release
0000000183d122d8 (__TEXT,__text) non-external _sb_pattern_varset_retain
0000000183d1ba78 (__TEXT,__text) non-external _sb_policy_get_entry_point
0000000183d1ba18 (__TEXT,__text) non-external _sb_policy_is_operation_supported
0000000183d1bad4 (__TEXT,__text) non-external _sb_policy_iterate_entry_points
0000000183d1b6b8 (__TEXT,__text) non-external _sb_policy_new
0000000183d1b894 (__TEXT,__text) non-external _sb_policy_release
0000000183d1b94c (__TEXT,__text) non-external _sb_policy_set_entry_point
0000000183d096d4 (__TEXT,__text) non-external _sb_profile_release
0000000183d12340 (__TEXT,__text) non-external _sb_profile_set_pattern_variables
0000000183d124d0 (__TEXT,__text) non-external _sb_program_add_source_buffer
0000000183cf5994 (__TEXT,__text) non-external _sb_program_source_alloc
0000000183d07f60 (__TEXT,__text) non-external _sb_realloc
0000000183d06b90 (__TEXT,__text) non-external _sb_regex_release
0000000183d09470 (__TEXT,__text) non-external _sb_sbpl_parser_release
0000000183d1f6f0 (__TEXT,__text) non-external _sb_source_info_copy
0000000183d06a6c (__TEXT,__text) non-external _sb_textbuf_get_length
0000000183d00c78 (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
0000000183cf537c (__TEXT,__text) non-external _sb_textbuf_with_string_copy
0000000183d06c50 (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
0000000183d1b448 (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
0000000183d19cf8 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
0000000183d0c584 (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
0000000183d1c3c4 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
0000000183d0a0b0 (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
0000000183d1f778 (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
0000000183d0931c (__TEXT,__text) non-external _sb_visitor_has_visited
0000000183d08f88 (__TEXT,__text) non-external _sb_visitor_new
0000000183d093cc (__TEXT,__text) non-external _sb_visitor_release
0000000183d2089c (__TEXT,__text) non-external _sb_warn
0000000183d40471 (__TEXT,__const) non-external _sbpl1_scm
0000000183d41295 (__TEXT,__const) non-external _sbpl2_scm
0000000183d41726 (__TEXT,__const) non-external _sbpl3_scm
0000000183d1dbcc (__TEXT,__text) non-external _sbpl_enter_message_filter_context
0000000183d1d58c (__TEXT,__text) non-external _sbpl_filter_eqv
0000000183d1daac (__TEXT,__text) non-external _sbpl_leave_message_filter_context
0000000183d1d440 (__TEXT,__text) non-external _sbpl_operation_eqv
0000000183d397bd (__TEXT,__const) non-external _sbpl_scm
0000000183d12c7c (__TEXT,__text) non-external (was a private external) _scheme_backtrace
0000000183d2097c (__TEXT,__text) non-external _scheme_backtrace.cold.1
0000000183d08e10 (__TEXT,__text) non-external (was a private external) _scheme_call
0000000183cfc844 (__TEXT,__text) non-external (was a private external) _scheme_define
0000000183d09540 (__TEXT,__text) non-external (was a private external) _scheme_deinit
0000000183cf6604 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
0000000183d12ebc (__TEXT,__text) non-external (was a private external) _scheme_error
0000000183d1322c (__TEXT,__text) non-external (was a private external) _scheme_errorf
0000000183d085e8 (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
0000000183d12b34 (__TEXT,__text) non-external (was a private external) _scheme_get_location_col
0000000183d12b2c (__TEXT,__text) non-external (was a private external) _scheme_get_location_line
0000000183d12b14 (__TEXT,__text) non-external (was a private external) _scheme_get_location_name
0000000183d08dc4 (__TEXT,__text) non-external (was a private external) _scheme_global
0000000183cf6010 (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
0000000183cf5fb0 (__TEXT,__text) non-external (was a private external) _scheme_init_new
0000000183cfcf6c (__TEXT,__text) non-external (was a private external) _scheme_load_file
0000000183cf71cc (__TEXT,__text) non-external (was a private external) _scheme_load_string
0000000183cfd774 (__TEXT,__text) non-external (was a private external) _scheme_push_string
0000000183d1329c (__TEXT,__text) non-external (was a private external) _scheme_quit
0000000183cf71a0 (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
0000000183cf70d8 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
0000000183cf70e0 (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
0000000183d12d58 (__TEXT,__text) non-external (was a private external) _scheme_write_to_file
0000000183d021ac (__TEXT,__text) non-external _shallow_copy_node
0000000183d0cda0 (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
0000000183d0ecd8 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
0000000183cf6efc (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
0000000183d085e0 (__TEXT,__text) non-external (was a private external) _string_length
0000000183cfef3c (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
0000000183d1f52c (__TEXT,__text) non-external _submatch_end
0000000183cfc8c0 (__TEXT,__text) non-external (was a private external) _symname
0000000183d13670 (__TEXT,__text) non-external _syntaxnum
0000000183d0a108 (__TEXT,__text) non-external _synthesize_logical_conditions
0000000183d1a928 (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00000001ed3eaa08 (__AUTH_CONST,__const) non-external _tests
0000000183cf8620 (__TEXT,__text) non-external _token
