00000001886ff710 (__TEXT,__const) non-external _A1_Table
000000018833b7b0 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckTempBuffer
00000001883913d8 (__TEXT,__text) external _vImageDecodeVectorHalf
000000018833f9e0 (__TEXT,__text) external _vImageDeepmap2Decode
0000000188386aa0 (__TEXT,__text) external _vImageDeepmap2DecodeScratchBufferSize
0000000188386dec (__TEXT,__text) external _vImageDeepmap2DecodeStreamCreate
0000000188386f60 (__TEXT,__text) external _vImageDeepmap2DecodeStreamProcess
0000000188386f28 (__TEXT,__text) external _vImageDeepmap2DecodeStreamRelease
0000000188386d98 (__TEXT,__text) external _vImageDeepmap2DecodeStreamScratchBufferSize
0000000188386174 (__TEXT,__text) external _vImageDeepmap2Encode
00000001883868bc (__TEXT,__text) external _vImageDeepmap2EncodeCreateBuffer
0000000188340758 (__TEXT,__text) external _vImageDeepmap2PixelSize
0000000188377fb0 (__TEXT,__text) external _vImageDeepmapDecode
0000000188377fa0 (__TEXT,__text) external _vImageDeepmapDecodeScratchBufferSize
000000018835e058 (__TEXT,__text) external _vImageDeepmapDecodeStreamCreate
000000018835e1c0 (__TEXT,__text) external _vImageDeepmapDecodeStreamProcess
000000018835e87c (__TEXT,__text) external _vImageDeepmapDecodeStreamRelease
0000000188378438 (__TEXT,__text) external _vImageDeepmapDecodeStreamScratchBufferSize
00000001883776bc (__TEXT,__text) external _vImageDeepmapEncode
0000000188377dc8 (__TEXT,__text) external _vImageDeepmapEncodeCreateBuffer
000000018835f060 (__TEXT,__text) external _vImageDeepmapPixelSize
0000000188496450 (__TEXT,__text) external _vImageDestroyGammaFunction
00000001884de25c (__TEXT,__text) external _vImageDestroyResamplingFilter
000000018844a1e4 (__TEXT,__text) non-external _vImageDiff_Planar8
000000018848ab00 (__TEXT,__text) external _vImageDilate_ARGB8888
000000018848c198 (__TEXT,__text) external _vImageDilate_ARGBFFFF
000000018834bc44 (__TEXT,__text) external _vImageDilate_Planar8
0000000188489468 (__TEXT,__text) external _vImageDilate_PlanarF
00000001884538e0 (__TEXT,__text) external _vImageDownScale_CbCr8
00000001884532c4 (__TEXT,__text) external _vImageDownScale_Planar8
0000000188390e38 (__TEXT,__text) external _vImageEncodeVectorHalf
0000000188673730 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.1
000000018867375c (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.2
0000000188673788 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.3
0000000188390dd4 (__TEXT,__text) external _vImageEncodeVectorOptionsCreate
0000000188390e04 (__TEXT,__text) external _vImageEncodeVectorOptionsFree
0000000188390df8 (__TEXT,__text) external _vImageEncodeVectorOptionsSetQuantization
000000018847db2c (__TEXT,__text) external _vImageEndsInContrastStretch_ARGB8888
000000018847e078 (__TEXT,__text) external _vImageEndsInContrastStretch_ARGBFFFF
000000018847cdc0 (__TEXT,__text) external _vImageEndsInContrastStretch_Planar8
000000018847d28c (__TEXT,__text) external _vImageEndsInContrastStretch_PlanarF
0000000188462c54 (__TEXT,__text) external _vImageEqualization_ARGB8888
0000000188462f94 (__TEXT,__text) external _vImageEqualization_ARGBFFFF
0000000188461de4 (__TEXT,__text) external _vImageEqualization_Planar8
0000000188461fe8 (__TEXT,__text) external _vImageEqualization_PlanarF
000000018848a6dc (__TEXT,__text) external _vImageErode_ARGB8888
000000018848bd74 (__TEXT,__text) external _vImageErode_ARGBFFFF
000000018848876c (__TEXT,__text) external _vImageErode_Planar8
0000000188489044 (__TEXT,__text) external _vImageErode_PlanarF
0000000188397598 (__TEXT,__text) external _vImageExtractChannel_ARGB16U
0000000188397474 (__TEXT,__text) external _vImageExtractChannel_ARGB8888
00000001883976bc (__TEXT,__text) external _vImageExtractChannel_ARGBFFFF
000000018856e2e8 (__TEXT,__text) external _vImageExtract_444YpCbCrA10To420Yp10P32_CbCr10P32
000000018856dfb8 (__TEXT,__text) external _vImageExtract_444YpCbCrA10To420Yp10_CbCr10
000000018856dc88 (__TEXT,__text) external _vImageExtract_444YpCbCrA8To420Yp8_CbCr8
00000001883da64c (__TEXT,__text) external _vImageFlatten_ARGB16Q12
000000018839a0ac (__TEXT,__text) external _vImageFlatten_ARGB16U
000000018836f4ac (__TEXT,__text) external _vImageFlatten_ARGB8888
00000001883977e0 (__TEXT,__text) external _vImageFlatten_ARGB8888ToRGB888
000000018839a5ac (__TEXT,__text) external _vImageFlatten_ARGBFFFF
0000000188397fd8 (__TEXT,__text) external _vImageFlatten_ARGBFFFFToRGBFFF
0000000188397d30 (__TEXT,__text) external _vImageFlatten_BGRA8888ToRGB888
0000000188398528 (__TEXT,__text) external _vImageFlatten_BGRAFFFFToRGBFFF
00000001884ae218 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst
00000001884ae7e8 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast
00000001884aed58 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst
00000001884af2bc (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast
00000001884ad808 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst
00000001884add60 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast
00000001884af7bc (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst
00000001884afbec (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast
00000001883da8dc (__TEXT,__text) external _vImageFlatten_RGBA16Q12
000000018839a32c (__TEXT,__text) external _vImageFlatten_RGBA16U
000000018835b5f4 (__TEXT,__text) external _vImageFlatten_RGBA8888
0000000188397a88 (__TEXT,__text) external _vImageFlatten_RGBA8888ToRGB888
000000018839a82c (__TEXT,__text) external _vImageFlatten_RGBAFFFF
0000000188398280 (__TEXT,__text) external _vImageFlatten_RGBAFFFFToRGBFFF
0000000188495114 (__TEXT,__text) external _vImageFloodFill_ARGB16U
000000018849505c (__TEXT,__text) external _vImageFloodFill_ARGB8888
0000000188494fa8 (__TEXT,__text) external _vImageFloodFill_Planar16U
0000000188494ef4 (__TEXT,__text) external _vImageFloodFill_Planar8
000000018849645c (__TEXT,__text) external _vImageGamma_Planar8toPlanarF
00000001884974f0 (__TEXT,__text) external _vImageGamma_PlanarF
00000001884967dc (__TEXT,__text) external _vImageGamma_PlanarFtoPlanar8
0000000188449e64 (__TEXT,__text) external _vImageGaussianBoxDiffConvolve_Planar8
000000018837b694 (__TEXT,__text) external _vImageGaussianConvolve_Planar8
000000018856391c (__TEXT,__text) non-external _vImageGetCPUCount
00000001885638d4 (__TEXT,__text) non-external _vImageGetLogicalCPUCount
000000018844a5a4 (__TEXT,__text) external _vImageGetMinimumGeometryTempBufferSize
00000001883e1784 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForConvolution
000000018845b5b4 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForHistogram
000000018848d3f4 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForMinMax
00000001884572c0 (__TEXT,__text) external _vImageGetPerspectiveWarp
00000001884de24c (__TEXT,__text) external _vImageGetResamplingFilterExtent
0000000188350104 (__TEXT,__text) external _vImageGetResamplingFilterSize
00000001883721cc (__TEXT,__text) non-external (was a private external) _vImageGetResamplingFilterSizeForBuffer
000000018844997c (__TEXT,__text) external _vImageGradientSobel_Planar8to16S
00000001886fec28 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel1_D
00000001886fec34 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel1_S
00000001886fec38 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel3_D
00000001886fec44 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel3_S
00000001886fec50 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel5_D
00000001886fec64 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel5_S
00000001886fec78 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel7_D
00000001886fec94 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel7_S
000000018848eac4 (__TEXT,__text) external _vImageHighEfficiencyAlphaBlend_ARGB8888
000000018848db8c (__TEXT,__text) external _vImageHighEfficiencyBoxConvolve_ARGB8888
000000018848d950 (__TEXT,__text) external _vImageHighEfficiencyBuffer_GetImageBuffer
000000018848d5e8 (__TEXT,__text) external _vImageHighEfficiencyBuffer_Init
000000018848d8dc (__TEXT,__text) external _vImageHighEfficiencyBuffer_InitWithImageBuffer
000000018848d77c (__TEXT,__text) external _vImageHighEfficiencyBuffer_InitWithPixelData
000000018848d8f4 (__TEXT,__text) external _vImageHighEfficiencyBuffer_Release
000000018848e484 (__TEXT,__text) external _vImageHighEfficiencyConvert_ARGB8888toPlanar8
000000018848e6dc (__TEXT,__text) external _vImageHighEfficiencyConvert_Planar8toARGB8888
000000018848e090 (__TEXT,__text) external _vImageHighEfficiencyConvolve_ARGB8888
000000018848e230 (__TEXT,__text) external _vImageHighEfficiencyImageHistogramCalculation_ARGB8888
000000018848e938 (__TEXT,__text) external _vImageHighEfficiencyMatrixMultiply_ARGB8888
000000018848db04 (__TEXT,__text) external _vImageHighEfficiencyOperation_AsyncWait
000000018848d974 (__TEXT,__text) external _vImageHighEfficiencyOperation_Init
000000018848db60 (__TEXT,__text) external _vImageHighEfficiencyOperation_Release
000000018848dab0 (__TEXT,__text) external _vImageHighEfficiencyOperation_WaitUntilCompleted
000000018848e318 (__TEXT,__text) external _vImageHighEfficiencyPermuteChannels_ARGB8888
000000018848f290 (__TEXT,__text) external _vImageHighEfficiencyPiecewiseGamma_Planar8
000000018848f0fc (__TEXT,__text) external _vImageHighEfficiencyPiecewiseGamma_PlanarF
000000018848ef5c (__TEXT,__text) external _vImageHighEfficiencyPiecewisePolynomial_PlanarF
000000018848ec68 (__TEXT,__text) external _vImageHighEfficiencyPremultipliedAlphaBlend_ARGB8888
000000018848f428 (__TEXT,__text) external _vImageHighEfficiencyPremultiplyData_ARGB8888
000000018848f55c (__TEXT,__text) external _vImageHighEfficiencyPremultiplyData_RGBA8888
000000018848ee0c (__TEXT,__text) external _vImageHighEfficiencyRotate90_ARGB8888
000000018848dee4 (__TEXT,__text) external _vImageHighEfficiencySepConvolve_ARGB8888
000000018848dd6c (__TEXT,__text) external _vImageHighEfficiencyTentConvolve_ARGB8888
000000018848f690 (__TEXT,__text) external _vImageHighEfficiencyUnpremultiplyData_ARGB8888
000000018848f7c4 (__TEXT,__text) external _vImageHighEfficiencyUnpremultiplyData_RGBA8888
000000018834df9c (__TEXT,__text) external _vImageHistogramCalculation_ARGB8888
000000018845de84 (__TEXT,__text) external _vImageHistogramCalculation_ARGBFFFF
000000018845b5d4 (__TEXT,__text) external _vImageHistogramCalculation_Planar8
000000018845c150 (__TEXT,__text) external _vImageHistogramCalculation_PlanarF
00000001884653c4 (__TEXT,__text) external _vImageHistogramSpecification_ARGB8888
0000000188465b28 (__TEXT,__text) external _vImageHistogramSpecification_ARGBFFFF
000000018846445c (__TEXT,__text) external _vImageHistogramSpecification_Planar8
0000000188464694 (__TEXT,__text) external _vImageHistogramSpecification_PlanarF
0000000188459ea0 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16F
0000000188459850 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16S
0000000188459524 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16U
0000000188459208 (__TEXT,__text) external _vImageHorizontalReflect_ARGB8888
0000000188459b7c (__TEXT,__text) external _vImageHorizontalReflect_ARGBFFFF
0000000188459e9c (__TEXT,__text) external _vImageHorizontalReflect_CbCr16F
0000000188459e98 (__TEXT,__text) external _vImageHorizontalReflect_Planar16F
0000000188458b40 (__TEXT,__text) external _vImageHorizontalReflect_Planar16U
0000000188458794 (__TEXT,__text) external _vImageHorizontalReflect_Planar8
0000000188458eec (__TEXT,__text) external _vImageHorizontalReflect_PlanarF
0000000188514900 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16F
000000018844d534 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16S
000000018844cbd0 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16U
0000000188372594 (__TEXT,__text) external _vImageHorizontalShearD_ARGB8888
00000001884569e8 (__TEXT,__text) external _vImageHorizontalShearD_ARGBFFFF
0000000188514408 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16F
000000018845458c (__TEXT,__text) external _vImageHorizontalShearD_CbCr16S
00000001884541e4 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16U
0000000188514e80 (__TEXT,__text) external _vImageHorizontalShearD_CbCrF
0000000188513dcc (__TEXT,__text) external _vImageHorizontalShearD_Planar16F
000000018844a9d4 (__TEXT,__text) external _vImageHorizontalShearD_Planar8
000000018844b324 (__TEXT,__text) external _vImageHorizontalShearD_PlanarF
0000000188514b74 (__TEXT,__text) external _vImageHorizontalShear_ARGB16F
0000000188450ab0 (__TEXT,__text) external _vImageHorizontalShear_ARGB16S
0000000188360c2c (__TEXT,__text) external _vImageHorizontalShear_ARGB16U
0000000188350874 (__TEXT,__text) external _vImageHorizontalShear_ARGB8888
000000018844de44 (__TEXT,__text) external _vImageHorizontalShear_ARGBFFFF
000000018851467c (__TEXT,__text) external _vImageHorizontalShear_CbCr16F
000000018845468c (__TEXT,__text) external _vImageHorizontalShear_CbCr16S
0000000188450614 (__TEXT,__text) external _vImageHorizontalShear_CbCr16U
000000018836b8e8 (__TEXT,__text) external _vImageHorizontalShear_CbCr8
00000001885150b0 (__TEXT,__text) external _vImageHorizontalShear_CbCrF
0000000188514190 (__TEXT,__text) external _vImageHorizontalShear_Planar16F
000000018844e810 (__TEXT,__text) external _vImageHorizontalShear_Planar16S
000000018844f1d4 (__TEXT,__text) external _vImageHorizontalShear_Planar16U
0000000188367b20 (__TEXT,__text) external _vImageHorizontalShear_Planar8
000000018844fba0 (__TEXT,__text) external _vImageHorizontalShear_PlanarF
00000001884515d0 (__TEXT,__text) external _vImageHorizontalShear_XRGB2101010W
000000018849991c (__TEXT,__text) external _vImageInterpolatedLookupTable_PlanarF
000000018849a8ac (__TEXT,__text) external _vImageInvert_16U
000000018849a53c (__TEXT,__text) external _vImageInvert_8
000000018849ac14 (__TEXT,__text) external _vImageInvert_F
000000018838fab8 (__TEXT,__text) external _vImageLinearTransform_16Q12to8
00000001884ac80c (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U
000000018838fa80 (__TEXT,__text) external _vImageLinearTransform_16Uto8
000000018838fa9c (__TEXT,__text) external _vImageLinearTransform_16UtoF
00000001884ab04c (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8
000000018838fa30 (__TEXT,__text) external _vImageLinearTransform_8to16Q12
000000018838fa4c (__TEXT,__text) external _vImageLinearTransform_8to16U
000000018838fa68 (__TEXT,__text) external _vImageLinearTransform_8toF
00000001884acd9c (__TEXT,__text) external _vImageLinearTransform_F
000000018838faf0 (__TEXT,__text) external _vImageLinearTransform_Fto16U
000000018838fad4 (__TEXT,__text) external _vImageLinearTransform_Fto8
0000000188388ec8 (__TEXT,__text) non-external (was a private external) _vImageLogDebug
0000000188388e04 (__TEXT,__text) non-external (was a private external) _vImageLogError
0000000188388d40 (__TEXT,__text) non-external (was a private external) _vImageLogWarning
0000000188498dac (__TEXT,__text) external _vImageLookupTable_8to64U
00000001883424bc (__TEXT,__text) external _vImageLookupTable_Planar16
0000000188499090 (__TEXT,__text) external _vImageLookupTable_Planar16WithClipping
0000000188498ae4 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar128
0000000188342300 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar16
0000000188370a3c (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar24
00000001884986ac (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar48
00000001884988c8 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar96
000000018834f18c (__TEXT,__text) external _vImageLookupTable_Planar8toPlanarF
0000000188496dd0 (__TEXT,__text) external _vImageLookupTable_PlanarFtoPlanar8
00000001884b7cd0 (__TEXT,__text) external _vImageMapping_CreateFromMap_Image8U
0000000188673bd0 (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.1
0000000188673bfc (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.2
0000000188673c28 (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.3
0000000188673c54 (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.4
00000001884b8234 (__TEXT,__text) external _vImageMapping_Release
000000018836591c (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888
0000000188495868 (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888ToPlanar8
0000000188495f0c (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFF
000000018849599c (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFFToPlanarF
000000018833e798 (__TEXT,__text) external _vImageMatrixMultiply_Planar16S
00000001884951cc (__TEXT,__text) external _vImageMatrixMultiply_Planar8
000000018833d4a4 (__TEXT,__text) external _vImageMatrixMultiply_PlanarF
000000018848af24 (__TEXT,__text) external _vImageMax_ARGB8888
000000018848c5bc (__TEXT,__text) external _vImageMax_ARGBFFFF
000000018834cce0 (__TEXT,__text) external _vImageMax_Planar8
000000018848988c (__TEXT,__text) external _vImageMax_PlanarF
000000018848b64c (__TEXT,__text) external _vImageMin_ARGB8888
000000018848cccc (__TEXT,__text) external _vImageMin_ARGBFFFF
000000018834d290 (__TEXT,__text) external _vImageMin_Planar8
0000000188489fb4 (__TEXT,__text) external _vImageMin_PlanarF
000000018849a2dc (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_Planar16Q12
0000000188345e94 (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_PlanarF
00000001883429f4 (__TEXT,__text) external _vImageMultidimensionalTable_Create
00000001883489d4 (__TEXT,__text) external _vImageMultidimensionalTable_Release
0000000188499f9c (__TEXT,__text) external _vImageMultidimensionalTable_Retain
00000001884de0d8 (__TEXT,__text) external _vImageNewResamplingFilter
00000001883501e0 (__TEXT,__text) external _vImageNewResamplingFilterForFunctionUsingBuffer
000000018867316c (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB16U
000000018834fb6c (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB8888
00000001886733ec (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGBFFFF
000000018834fad4 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGB8888
000000018867343c (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGBFFFF
00000001884b33e4 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U
00000001884b32ac (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8
00000001884b3530 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF
000000018867367c (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16F
000000018867358c (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16S
00000001886735f4 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16U
0000000188673518 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar8
0000000188673638 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_PlanarF
0000000188672ec0 (__TEXT,__text) external _vImageOverwriteChannels_ARGB16U
0000000188672e7c (__TEXT,__text) external _vImageOverwriteChannels_ARGB8888
0000000188673128 (__TEXT,__text) external _vImageOverwriteChannels_ARGBFFFF
00000001884943a0 (__TEXT,__text) external _vImagePNGDecompressionFilter
00000001883a140c (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB16U
00000001883598f4 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB8888
00000001883a1700 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGBFFFF
00000001883a1214 (__TEXT,__text) external _vImagePermuteChannels_ARGB16F
000000018835affc (__TEXT,__text) external _vImagePermuteChannels_ARGB16U
0000000188347c1c (__TEXT,__text) external _vImagePermuteChannels_ARGB8888
00000001883a1218 (__TEXT,__text) external _vImagePermuteChannels_ARGBFFFF
00000001884b633c (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U
00000001884b5744 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8
00000001884b6db8 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF
00000001883a19f8 (__TEXT,__text) external _vImagePermuteChannels_RGB888
00000001884584bc (__TEXT,__text) external _vImagePerspectiveWarp_ARGB16F
0000000188457ecc (__TEXT,__text) external _vImagePerspectiveWarp_ARGB16U
00000001884578d0 (__TEXT,__text) external _vImagePerspectiveWarp_ARGB8888
00000001884581a4 (__TEXT,__text) external _vImagePerspectiveWarp_Planar16F
0000000188457ba8 (__TEXT,__text) external _vImagePerspectiveWarp_Planar16U
00000001884574fc (__TEXT,__text) external _vImagePerspectiveWarp_Planar8
0000000188497e40 (__TEXT,__text) external _vImagePiecewiseGamma_Planar16Q12
0000000188497ffc (__TEXT,__text) external _vImagePiecewiseGamma_Planar16Q12toPlanar8
0000000188497c10 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8
0000000188497d18 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8toPlanar16Q12
000000018849806c (__TEXT,__text) external _vImagePiecewiseGamma_Planar8toPlanarF
000000018833cee8 (__TEXT,__text) external _vImagePiecewiseGamma_PlanarF
0000000188498330 (__TEXT,__text) external _vImagePiecewiseGamma_PlanarFtoPlanar8
0000000188496510 (__TEXT,__text) external _vImagePiecewisePolynomial_Planar8toPlanarF
0000000188346384 (__TEXT,__text) external _vImagePiecewisePolynomial_PlanarF
0000000188497190 (__TEXT,__text) external _vImagePiecewisePolynomial_PlanarFtoPlanar8
0000000188499b3c (__TEXT,__text) external _vImagePiecewiseRational_PlanarF
000000018838b060 (__TEXT,__text) external _vImagePremultipliedAlphaBlendDarken_RGBA8888
000000018838ae18 (__TEXT,__text) external _vImagePremultipliedAlphaBlendLighten_RGBA8888
000000018838a988 (__TEXT,__text) external _vImagePremultipliedAlphaBlendMultiply_RGBA8888
000000018838abd0 (__TEXT,__text) external _vImagePremultipliedAlphaBlendScreen_RGBA8888
000000018834779c (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_ARGB8888
000000018833f6b0 (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_RGBA8888
0000000188389ec4 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGB8888
000000018838a374 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGBFFFF
000000018838a11c (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRA8888
000000018838a5d0 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRAFFFF
0000000188389a44 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_Planar8
0000000188389c84 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_PlanarF
000000018838b728 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGB8888
000000018838b980 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGBFFFF
000000018838b2a8 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_Planar8
000000018838b4e8 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_PlanarF
000000018838cd5c (__TEXT,__text) external _vImagePremultiplyData_ARGB16Q12
000000018838cb3c (__TEXT,__text) external _vImagePremultiplyData_ARGB16U
000000018833f850 (__TEXT,__text) external _vImagePremultiplyData_ARGB8888
000000018838c1ac (__TEXT,__text) external _vImagePremultiplyData_ARGBFFFF
00000001884b2758 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst
00000001884b24fc (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast
00000001884b2c5c (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst
00000001884b29cc (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast
00000001884b2268 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst
000000018834b9c0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast
00000001884b30c8 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst
00000001884b2efc (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast
000000018838bbd8 (__TEXT,__text) external _vImagePremultiplyData_Planar8
000000018838be78 (__TEXT,__text) external _vImagePremultiplyData_PlanarF
000000018838c67c (__TEXT,__text) external _vImagePremultiplyData_RGBA16F
000000018835c9b0 (__TEXT,__text) external _vImagePremultiplyData_RGBA16Q12
000000018838c91c (__TEXT,__text) external _vImagePremultiplyData_RGBA16U
000000018833f520 (__TEXT,__text) external _vImagePremultiplyData_RGBA8888
000000018838c45c (__TEXT,__text) external _vImagePremultiplyData_RGBAFFFF
0000000188493964 (__TEXT,__text) non-external _vImageRLD_Float
0000000188493280 (__TEXT,__text) non-external _vImageRLD_Int
00000001884b8240 (__TEXT,__text) external _vImageRemap_Image8U
00000001884b4f34 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst
00000001884b4c90 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast
00000001884b49e0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst
00000001884b4748 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast
00000001884b548c (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst
00000001884b51e8 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast
00000001884938bc (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGB8888
0000000188494358 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGBFFFF
0000000188493254 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_Planar8
00000001884938e8 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_PlanarF
000000018844c3ec (__TEXT,__text) external _vImageRotate90_ARGB16F
000000018844d4a8 (__TEXT,__text) external _vImageRotate90_ARGB16S
000000018844cbac (__TEXT,__text) external _vImageRotate90_ARGB16U
000000018844c81c (__TEXT,__text) external _vImageRotate90_ARGB8888
000000018844de20 (__TEXT,__text) external _vImageRotate90_ARGBFFFF
000000018844c020 (__TEXT,__text) external _vImageRotate90_CbCr16F
000000018845b478 (__TEXT,__text) external _vImageRotate90_CbCr16S
000000018845b408 (__TEXT,__text) external _vImageRotate90_CbCr16U
000000018845b3c8 (__TEXT,__text) external _vImageRotate90_CbCr8
000000018845b4e8 (__TEXT,__text) external _vImageRotate90_CbCrF
000000018844bca0 (__TEXT,__text) external _vImageRotate90_Planar16F
000000018845b3a0 (__TEXT,__text) external _vImageRotate90_Planar16S
000000018845b37c (__TEXT,__text) external _vImageRotate90_Planar16U
000000018844a9b0 (__TEXT,__text) external _vImageRotate90_Planar8
000000018844b300 (__TEXT,__text) external _vImageRotate90_PlanarF
000000018844c090 (__TEXT,__text) external _vImageRotate_ARGB16F
000000018844d14c (__TEXT,__text) external _vImageRotate_ARGB16S
000000018844c840 (__TEXT,__text) external _vImageRotate_ARGB16U
000000018844c4b0 (__TEXT,__text) external _vImageRotate_ARGB8888
