00000001ea57bdd8 (__DATA,__data) non-external _.compoundliteral
000000018495d234 (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fsgetpath (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _fstatat (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _fts_close (from libSystem)
                 (undefined) external _fts_open (from libSystem)
                 (undefined) external _fts_read (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00000001ea57b970 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
0000000184964fa0 (__TEXT,__text) non-external _gc
0000000184964248 (__TEXT,__text) non-external (was a private external) _gc_protect
0000000184964460 (__TEXT,__text) non-external (was a private external) _gc_unprotect
000000018498bc04 (__TEXT,__text) non-external _gc_unprotect.cold.1
0000000184989b68 (__TEXT,__text) non-external _generate_syscallmask
000000018496376c (__TEXT,__text) non-external (was a private external) _gensym
000000018498bbd8 (__TEXT,__text) non-external _gensym.cold.1
000000018495e3cc (__TEXT,__text) non-external _get_cell
00000001849787fc (__TEXT,__text) non-external _get_current_data_address
00000001849601cc (__TEXT,__text) non-external _inchar
000000018498ccb9 (__TEXT,__const) non-external _init_scm
000000018497d8ac (__TEXT,__text) non-external _inspect_iterate_items
0000000184963270 (__TEXT,__text) non-external _is_any
000000018497a318 (__TEXT,__text) non-external (was a private external) _is_bt_pointer
000000018496af64 (__TEXT,__text) non-external (was a private external) _is_character
000000018497a3a4 (__TEXT,__text) non-external (was a private external) _is_closure
000000018497a3cc (__TEXT,__text) non-external (was a private external) _is_continuation
000000018497a3f4 (__TEXT,__text) non-external (was a private external) _is_environment
000000018497a37c (__TEXT,__text) non-external (was a private external) _is_foreign
000000018497a390 (__TEXT,__text) non-external (was a private external) _is_foreign_block
00000001849687fc (__TEXT,__text) non-external (was a private external) _is_foreign_object
0000000184986f20 (__TEXT,__text) non-external _is_implicit_source_name
0000000184966464 (__TEXT,__text) non-external (was a private external) _is_integer
000000018497a3b8 (__TEXT,__text) non-external (was a private external) _is_macro
0000000184966aec (__TEXT,__text) non-external _is_nonneg
000000018497b6e4 (__TEXT,__text) non-external _is_num_integer
0000000184963854 (__TEXT,__text) non-external (was a private external) _is_number
0000000184962318 (__TEXT,__text) non-external (was a private external) _is_pair
000000018497a354 (__TEXT,__text) non-external (was a private external) _is_port
000000018497041c (__TEXT,__text) non-external _is_position_at_end_of_sequence
000000018497a368 (__TEXT,__text) non-external (was a private external) _is_proc
000000018497a3e0 (__TEXT,__text) non-external (was a private external) _is_promise
0000000184966ad8 (__TEXT,__text) non-external (was a private external) _is_string
0000000184966d08 (__TEXT,__text) non-external (was a private external) _is_symbol
000000018497a0c4 (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
000000018496646c (__TEXT,__text) non-external (was a private external) _ivalue
000000018497c5d4 (__TEXT,__text) non-external _legacy_track_hardlinks
000000018497c550 (__TEXT,__text) non-external _legacy_track_hardlinks_stat
000000018496ac70 (__TEXT,__text) non-external _list_cost_estimate
000000018496ae90 (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_free (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00000001849652d4 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
0000000184961478 (__TEXT,__text) non-external _mk_atom
00000001849702dc (__TEXT,__text) non-external (was a private external) _mk_counted_string
000000018497b134 (__TEXT,__text) non-external _mk_empty_string
00000001849645bc (__TEXT,__text) non-external (was a private external) _mk_foreign_block
0000000184964604 (__TEXT,__text) non-external (was a private external) _mk_foreign_func
00000001849687c0 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
0000000184964e64 (__TEXT,__text) non-external (was a private external) _mk_integer
00000001849620d8 (__TEXT,__text) non-external _mk_sharp_const
0000000184979ea4 (__TEXT,__text) non-external _mk_sharp_integer
000000018495e6b4 (__TEXT,__text) non-external (was a private external) _mk_string
000000018495e47c (__TEXT,__text) non-external (was a private external) _mk_symbol
000000018495e094 (__TEXT,__text) non-external _mk_vector
000000018498bc88 (__TEXT,__text) non-external _mk_vector.cold.1
00000001e6663410 (__DATA_CONST,__const) non-external _modifier_info
000000018497046c (__TEXT,__text) non-external _move_to_next_node
0000000184987e74 (__TEXT,__text) non-external _msgfilter_free_callback
0000000184972824 (__TEXT,__text) non-external _negate_instruction
00000001e6663370 (__DATA_CONST,__const) non-external _network_filter_constants
000000018495e31c (__TEXT,__text) non-external _new_frame_in_env
000000018495e7e4 (__TEXT,__text) non-external _new_slot_spec_in_env
000000018499db8c (__TEXT,__const) non-external _nfBasicCF
0000000184999fcc (__TEXT,__const) non-external _nfTrieHi
000000018499e58c (__TEXT,__const) non-external _nfTrieLo
000000018499c9ac (__TEXT,__const) non-external _nfTrieMid
000000018499a5f8 (__TEXT,__const) non-external _nfU16InvMasks
000000018499a700 (__TEXT,__const) non-external _nfU16Seq2
000000018499b314 (__TEXT,__const) non-external _nfU16Seq3
000000018499b848 (__TEXT,__const) non-external _nfU16SeqMisc
000000018499b9d4 (__TEXT,__const) non-external _nfU32Char
000000018499c850 (__TEXT,__const) non-external _nfU32SeqMisc
0000000184963868 (__TEXT,__text) non-external _num_eq
000000018496af18 (__TEXT,__text) non-external _num_ge
0000000184970340 (__TEXT,__text) non-external _num_gt
000000018497a120 (__TEXT,__text) non-external _num_le
000000018497a0d8 (__TEXT,__text) non-external _num_lt
000000018497acec (__TEXT,__text) non-external _num_mod
00000001ecf85f28 (__DATA_DIRTY,__bss) non-external _num_one
000000018497ac7c (__TEXT,__text) non-external _num_rem
00000001ecf85f38 (__DATA_DIRTY,__bss) non-external _num_zero
00000001849662c4 (__TEXT,__text) non-external (was a private external) _objvalue
000000018495e584 (__TEXT,__text) non-external _oblist_add_by_name
000000018495e4d4 (__TEXT,__text) non-external _oblist_find_by_name
000000018496d7a0 (__TEXT,__text) non-external _op_concat
                 (undefined) external _open (from libSystem)
000000018496dcc0 (__TEXT,__text) non-external _operand_release
0000000184989134 (__TEXT,__text) non-external _operation_expand
00000001e666cb58 (__DATA_CONST,__const) non-external _operation_info
00000001e66636f0 (__DATA_CONST,__const) non-external _operation_names
0000000184988f44 (__TEXT,__text) non-external _operations_allowed_by_default
00000001849854b8 (__TEXT,__text) non-external _operator_name
000000018496d55c (__TEXT,__text) non-external _operator_precedence
000000018495ef64 (__TEXT,__text) non-external _opexe_0
000000018498bcb4 (__TEXT,__text) non-external _opexe_0.cold.1
000000018498bce0 (__TEXT,__text) non-external _opexe_0.cold.2
000000018496172c (__TEXT,__text) non-external _opexe_1
000000018496232c (__TEXT,__text) non-external _opexe_2
0000000184963278 (__TEXT,__text) non-external _opexe_3
0000000184963a40 (__TEXT,__text) non-external _opexe_4
0000000184960408 (__TEXT,__text) non-external _opexe_5
00000001849794e8 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_enabled (from libSystem)
                 (undefined) external _os_signpost_id_generate (from libSystem)
                 (undefined) external _os_variant_allows_internal_security_policies (from libSystem)
                 (undefined) external _os_variant_is_basesystem (from libSystem)
00000001849662c4 (__TEXT,__text) non-external (was a private external) _pair_car
0000000184966328 (__TEXT,__text) non-external (was a private external) _pair_cdr
000000018496743c (__TEXT,__text) non-external _parse_pattern
00000001849852e8 (__TEXT,__text) non-external _peek_operand
000000018499464d (__TEXT,__const) non-external _policy_scm
00000001849805f4 (__TEXT,__text) non-external _populate_modifier_descriptor
0000000184980940 (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
000000018497f99c (__TEXT,__text) non-external _populate_profile_entry_points
00000001849654fc (__TEXT,__text) non-external _port_close
000000018497a550 (__TEXT,__text) non-external _port_from_file
000000018495e958 (__TEXT,__text) non-external _port_from_string
0000000184966b1c (__TEXT,__text) non-external _port_rep_from_file
0000000184980030 (__TEXT,__text) non-external _previously_emitted_condition
0000000184980bbc (__TEXT,__text) non-external _previously_emitted_data
000000018497b648 (__TEXT,__text) non-external _printatom
000000018497b1c8 (__TEXT,__text) non-external _printslashstring
00000001e6662278 (__DATA_CONST,__const) non-external _profile_dirs
000000018497f8d0 (__TEXT,__text) non-external _profile_has_autobox_actions
000000018497f958 (__TEXT,__text) non-external _profile_has_mach_message_filters
000000018497f914 (__TEXT,__text) non-external _profile_has_message_filters
000000018496fb68 (__TEXT,__text) non-external _push_bytes
000000018496e568 (__TEXT,__text) non-external _push_byteset
0000000184985464 (__TEXT,__text) non-external _push_byteset_skip
000000018496fcd0 (__TEXT,__text) non-external _push_jne_instr
000000018496d5ac (__TEXT,__text) non-external _push_literal
000000018496fe74 (__TEXT,__text) non-external _push_match_sequence_instr
0000000184989754 (__TEXT,__text) non-external _push_match_variable_instr
000000018498534c (__TEXT,__text) non-external _push_operand
000000018496d124 (__TEXT,__text) non-external _push_operator
00000001849898f0 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
0000000184989814 (__TEXT,__text) non-external _push_seek_byte_instr
000000018497a458 (__TEXT,__text) non-external (was a private external) _putcharacter
000000018497a408 (__TEXT,__text) non-external (was a private external) _putstr
                 (undefined) external _rb_tree_find_node (from libSystem)
                 (undefined) external _rb_tree_init (from libSystem)
                 (undefined) external _rb_tree_insert_node (from libSystem)
                 (undefined) external _rb_tree_iterate (from libSystem)
                 (undefined) external _rb_tree_remove_node (from libSystem)
000000018497b570 (__TEXT,__text) non-external _readsharpstrexp
00000001849613a4 (__TEXT,__text) non-external _readstr_upto
000000018497b300 (__TEXT,__text) non-external _readstrexp
                 (undefined) external _reallocf (from libSystem)
0000000184978920 (__TEXT,__text) non-external _record_condition_data
0000000184980c88 (__TEXT,__text) non-external _record_data_address
000000018497f7f8 (__TEXT,__text) non-external _record_enabled_profile_flags
000000018497007c (__TEXT,__text) non-external _regex_quote
000000018498552c (__TEXT,__text) non-external _remove_conditions_matching_predicate_policy
00000001849853f0 (__TEXT,__text) non-external _remove_leading_literal_byte
0000000184975adc (__TEXT,__text) non-external _reorder_condition
0000000184975cb4 (__TEXT,__text) non-external _reorder_condition_list
0000000184985770 (__TEXT,__text) non-external _reorder_policy
000000018496afa0 (__TEXT,__text) non-external _reverse
0000000184997b2a (__TEXT,__const) non-external _root_translation_scm
                 (undefined) external _rootless_protected_volume_fd (from libSystem)
0000000184964a60 (__TEXT,__text) non-external (was a private external) _s_cons
000000018496442c (__TEXT,__text) non-external (was a private external) _s_immutable_cons
000000018495febc (__TEXT,__text) non-external _s_save
0000000184978e80 (__TEXT,__text) external _sandbox_apply
0000000184978e88 (__TEXT,__text) external _sandbox_apply_container
000000018497d2e0 (__TEXT,__text) external _sandbox_compile_entitlements
000000018495aa7c (__TEXT,__text) external _sandbox_compile_file
000000018495a9c8 (__TEXT,__text) external _sandbox_compile_named
0000000184979a90 (__TEXT,__text) external _sandbox_compile_string
000000018497dc44 (__TEXT,__text) external _sandbox_container_paths_iterate_items
000000018495a848 (__TEXT,__text) external _sandbox_create_params
000000018497e0e0 (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
0000000184978f80 (__TEXT,__text) external _sandbox_free_params
0000000184978f34 (__TEXT,__text) external _sandbox_free_profile
000000018497d43c (__TEXT,__text) external _sandbox_inspect_pid
000000018497d540 (__TEXT,__text) external _sandbox_inspect_smemory
000000018497dc54 (__TEXT,__text) external _sandbox_prepare_user_home_mount
000000018497e1ac (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
000000018497d300 (__TEXT,__text) external _sandbox_register_profile
000000018497e584 (__TEXT,__text) external _sandbox_register_sync_root
000000018495a8c4 (__TEXT,__text) external _sandbox_set_param
000000018497d5dc (__TEXT,__text) external _sandbox_set_user_state_item
000000018497d5f0 (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
000000018497d404 (__TEXT,__text) external _sandbox_unregister_all_profiles
000000018497d3b0 (__TEXT,__text) external _sandbox_unregister_profile
000000018497d548 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
000000018497d5b0 (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
000000018497d550 (__TEXT,__text) external _sandbox_user_state_item_buffer_send
000000018497d89c (__TEXT,__text) external _sandbox_user_state_iterate_items
000000018498b0e8 (__TEXT,__text) non-external _save_condition
000000018498463c (__TEXT,__text) non-external _sb_action_iterate
000000018497e970 (__TEXT,__text) non-external _sb_annotation_destroy
00000001849778d0 (__TEXT,__text) non-external _sb_annotation_set_integer
000000018497f418 (__TEXT,__text) non-external _sb_bitmask_clear_bit
000000018497f15c (__TEXT,__text) non-external _sb_bitmask_create_empty
000000018497f268 (__TEXT,__text) non-external _sb_bitmask_get_hash
000000018497f318 (__TEXT,__text) non-external _sb_bitmask_iterate_set
000000018497f0c4 (__TEXT,__text) non-external _sb_bitmask_release
000000018497f05c (__TEXT,__text) non-external _sb_bitmask_retain
000000018497f3ac (__TEXT,__text) non-external _sb_bitmask_set_bit
000000018495d284 (__TEXT,__text) non-external _sb_buffer_alloc
000000018496e850 (__TEXT,__text) non-external _sb_buffer_get_byte_count
000000018496e8e8 (__TEXT,__text) non-external _sb_buffer_get_hash
000000018496ffa8 (__TEXT,__text) non-external _sb_buffer_is_equivalent
0000000184967a90 (__TEXT,__text) non-external _sb_buffer_release
000000018496ed58 (__TEXT,__text) non-external _sb_buffer_retain
000000018497f470 (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
000000018496e898 (__TEXT,__text) non-external _sb_buffer_with_data_pointer
000000018496e2ec (__TEXT,__text) non-external _sb_byteset_add_byte
0000000184981ad8 (__TEXT,__text) non-external _sb_byteset_copy
000000018496e5bc (__TEXT,__text) non-external _sb_byteset_get_population
000000018497731c (__TEXT,__text) non-external _sb_byteset_is_equivalent
0000000184970768 (__TEXT,__text) non-external _sb_byteset_iterate_ranges
000000018496e4a0 (__TEXT,__text) non-external _sb_byteset_negate
000000018496e258 (__TEXT,__text) non-external _sb_byteset_new
000000018496e41c (__TEXT,__text) non-external _sb_byteset_release
000000018496e3b4 (__TEXT,__text) non-external _sb_byteset_retain
0000000184970888 (__TEXT,__text) non-external _sb_byteset_union
00000001849819dc (__TEXT,__text) non-external _sb_byteset_with_range
000000018497e800 (__TEXT,__text) non-external _sb_calloc_typed
0000000184981f18 (__TEXT,__text) non-external _sb_condition_bitmask
0000000184981e84 (__TEXT,__text) non-external _sb_condition_boolean
000000018496b1fc (__TEXT,__text) non-external _sb_condition_conjunction
0000000184979874 (__TEXT,__text) non-external _sb_condition_constant
00000001849684d4 (__TEXT,__text) non-external _sb_condition_disjunction
0000000184982bb0 (__TEXT,__text) non-external _sb_condition_is_bitmask
0000000184982a24 (__TEXT,__text) non-external _sb_condition_is_boolean
0000000184973764 (__TEXT,__text) non-external _sb_condition_is_conjunction
000000018496b4f0 (__TEXT,__text) non-external _sb_condition_is_contrary
0000000184972a48 (__TEXT,__text) non-external _sb_condition_is_disjunction
000000018496bd18 (__TEXT,__text) non-external _sb_condition_is_equivalent
0000000184978590 (__TEXT,__text) non-external _sb_condition_is_integer
0000000184982b2c (__TEXT,__text) non-external _sb_condition_is_network
00000001849739d4 (__TEXT,__text) non-external _sb_condition_is_pattern
0000000184967fe4 (__TEXT,__text) non-external _sb_condition_is_regex
0000000184982aa8 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
0000000184973b74 (__TEXT,__text) non-external _sb_condition_is_transposable
000000018496806c (__TEXT,__text) non-external _sb_condition_list_append
000000018497411c (__TEXT,__text) non-external _sb_condition_list_contains_condition
0000000184973d74 (__TEXT,__text) non-external _sb_condition_list_copy
000000018496ee58 (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
0000000184982cec (__TEXT,__text) non-external _sb_condition_list_filter
000000018496abc4 (__TEXT,__text) non-external _sb_condition_list_get_hash
0000000184976e18 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
000000018496ad6c (__TEXT,__text) non-external _sb_condition_list_iterate
000000018497478c (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
00000001849661a0 (__TEXT,__text) non-external _sb_condition_list_new
00000001849669f4 (__TEXT,__text) non-external _sb_condition_list_release
0000000184973eb8 (__TEXT,__text) non-external _sb_condition_list_remove
00000001849750a8 (__TEXT,__text) non-external _sb_condition_matches_subset
0000000184972920 (__TEXT,__text) non-external _sb_condition_negation
0000000184979454 (__TEXT,__text) non-external _sb_condition_network
0000000184967bf8 (__TEXT,__text) non-external _sb_condition_new
000000018496e1c8 (__TEXT,__text) non-external _sb_condition_pattern
000000018496890c (__TEXT,__text) non-external _sb_condition_pattern_path
000000018496833c (__TEXT,__text) non-external _sb_condition_release
0000000184967f58 (__TEXT,__text) non-external _sb_condition_set_source_info
000000018496ec6c (__TEXT,__text) non-external _sb_condition_string
000000018495ce8c (__TEXT,__text) non-external _sb_context_intern_string
00000001849666d4 (__TEXT,__text) non-external _sb_context_release
000000018496662c (__TEXT,__text) non-external _sb_context_release_modification
000000018495cd68 (__TEXT,__text) non-external _sb_context_retain
0000000184982f98 (__TEXT,__text) non-external _sb_context_retain_modification
000000018498bf64 (__TEXT,__text) non-external _sb_error_fatal
000000018498bfb0 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
0000000184983638 (__TEXT,__text) non-external _sb_error_for_instruction
000000018496e6f0 (__TEXT,__text) non-external _sb_error_new
00000001e66625d0 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
000000018496e64c (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
0000000184983500 (__TEXT,__text) non-external _sb_error_set_with_description
000000018498360c (__TEXT,__text) non-external _sb_error_set_with_format
000000018498356c (__TEXT,__text) non-external _sb_error_set_with_formatv
0000000184964ea4 (__TEXT,__text) non-external _sb_filter_accepts_type
0000000184967dc0 (__TEXT,__text) non-external _sb_filter_has_dependency
00000001ecf85f18 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00000001ecf85f10 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
0000000184966d68 (__TEXT,__text) non-external _sb_filter_is_case_sensitive
0000000184983a88 (__TEXT,__text) non-external _sb_filter_values_are_serialized_via_string_table
0000000184966e94 (__TEXT,__text) non-external _sb_fsa_acceptor
0000000184969b20 (__TEXT,__text) non-external _sb_fsa_copy
0000000184969948 (__TEXT,__text) non-external _sb_fsa_disjunction
0000000184969de4 (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
0000000184975460 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
0000000184975324 (__TEXT,__text) non-external _sb_fsa_matches_subset
000000018497f000 (__TEXT,__text) non-external _sb_fsa_may_backtrack
00000001849705a4 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
00000001849709ac (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
00000001849704e0 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
000000018496e104 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
00000001849696d8 (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
00000001849698f0 (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
000000018497eb2c (__TEXT,__text) non-external _sb_fsa_recognizer_variable
000000018496794c (__TEXT,__text) non-external _sb_fsa_release
000000018496a9d4 (__TEXT,__text) non-external _sb_fsa_release_indegree
0000000184967868 (__TEXT,__text) non-external _sb_fsa_retain
0000000184969860 (__TEXT,__text) non-external _sb_fsa_retain_indegree
0000000184970384 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
000000018495d1bc (__TEXT,__text) non-external _sb_hash_compute
000000018497d450 (__TEXT,__text) non-external _sb_inspect_subsystem
000000018495d3bc (__TEXT,__text) non-external _sb_instr_action
0000000184968810 (__TEXT,__text) non-external _sb_instr_conditional
0000000184977390 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
0000000184972b50 (__TEXT,__text) non-external _sb_instr_get_jump_target
0000000184972594 (__TEXT,__text) non-external _sb_instr_is_equivalent
0000000184983d6c (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
000000018495d4c4 (__TEXT,__text) non-external _sb_instr_new
000000018495d620 (__TEXT,__text) non-external _sb_instr_release
0000000184983b20 (__TEXT,__text) non-external _sb_instr_release_tracking
00000001849727c0 (__TEXT,__text) non-external _sb_instr_replace
000000018495d590 (__TEXT,__text) non-external _sb_instr_retain
0000000184983c20 (__TEXT,__text) non-external _sb_instr_retain_tracking
0000000184972ce0 (__TEXT,__text) non-external _sb_instr_set_condition
000000018496eba4 (__TEXT,__text) non-external _sb_instr_set_false_branch
0000000184974f8c (__TEXT,__text) non-external _sb_instr_set_true_branch
000000018497e710 (__TEXT,__text) non-external _sb_malloc_typed
000000018496c120 (__TEXT,__text) non-external _sb_modifier_requires_argument
0000000184966488 (__TEXT,__text) non-external _sb_modifiers_iterate
0000000184966518 (__TEXT,__text) non-external _sb_modifiers_release
00000001849843f0 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
00000001849844b8 (__TEXT,__text) non-external _sb_msgfilter_iterate_entry_points
0000000184984334 (__TEXT,__text) non-external _sb_msgfilter_release
0000000184978c48 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
0000000184971584 (__TEXT,__text) non-external _sb_mutable_buffer_new
0000000184978d3c (__TEXT,__text) non-external _sb_mutable_buffer_release
000000018497797c (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
0000000184977a28 (__TEXT,__text) non-external _sb_mutable_buffer_write
000000018497b908 (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
000000018498be4c (__TEXT,__text) non-external _sb_packbuff_free.cold.1
000000018497b9a8 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
000000018497b9b8 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
000000018497b9b0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
000000018497b88c (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
000000018497b720 (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
000000018497bbd8 (__TEXT,__text) non-external _sb_packbuff_pack_item
000000018498bf0c (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
000000018498bf38 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
000000018497bd38 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
000000018497bd04 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
000000018497bbc0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
000000018497b7c0 (__TEXT,__text) non-external _sb_packbuff_realloc
000000018497ba68 (__TEXT,__text) non-external _sb_packbuff_unpack_item
000000018498bee0 (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
000000018497be10 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
000000018497bb3c (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
000000018497b9f8 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
000000018496ea84 (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
00000001849678d0 (__TEXT,__text) non-external _sb_pattern_new
0000000184966dc8 (__TEXT,__text) non-external _sb_pattern_prefix
000000018496c328 (__TEXT,__text) non-external _sb_pattern_regex
0000000184967e90 (__TEXT,__text) non-external _sb_pattern_release
0000000184967e28 (__TEXT,__text) non-external _sb_pattern_retain
000000018496f260 (__TEXT,__text) non-external _sb_pattern_serialize
000000018498b5f0 (__TEXT,__text) non-external _sb_pattern_var_release
000000018498b588 (__TEXT,__text) non-external _sb_pattern_var_retain
000000018498b704 (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
000000018498b928 (__TEXT,__text) non-external _sb_pattern_varset_enter
000000018498ba98 (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
0000000184979984 (__TEXT,__text) non-external _sb_pattern_varset_release
00000001849798b8 (__TEXT,__text) non-external _sb_pattern_varset_retain
0000000184984f28 (__TEXT,__text) non-external _sb_policy_get_entry_point
0000000184984ecc (__TEXT,__text) non-external _sb_policy_is_operation_supported
0000000184984f84 (__TEXT,__text) non-external _sb_policy_iterate_entry_points
0000000184984b5c (__TEXT,__text) non-external _sb_policy_new
0000000184984d4c (__TEXT,__text) non-external _sb_policy_release
0000000184984e08 (__TEXT,__text) non-external _sb_policy_set_entry_point
0000000184985020 (__TEXT,__text) non-external _sb_profile_iterate_enabled_named_flags_textbufs
0000000184971458 (__TEXT,__text) non-external _sb_profile_release
0000000184979920 (__TEXT,__text) non-external _sb_profile_set_pattern_variables
0000000184979aac (__TEXT,__text) non-external _sb_program_add_source_buffer
000000018495d31c (__TEXT,__text) non-external _sb_program_source_alloc
000000018497e780 (__TEXT,__text) non-external _sb_realloc_typed
000000018496e930 (__TEXT,__text) non-external _sb_regex_release
00000001849711e8 (__TEXT,__text) non-external _sb_sbpl_parser_release
0000000184980d94 (__TEXT,__text) non-external _sb_stringtable_enter
000000018497f768 (__TEXT,__text) non-external _sb_stringtable_release
000000018496e810 (__TEXT,__text) non-external _sb_textbuf_get_length
0000000184968b74 (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
000000018495cdd0 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
000000018498a22c (__TEXT,__text) non-external _sb_textbuf_with_string_pointer
000000018496e9f0 (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
00000001849848f4 (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
0000000184983150 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
0000000184974420 (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
0000000184985954 (__TEXT,__text) non-external _sb_transform_reorder_profile
00000001849859a8 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
000000018498b50c (__TEXT,__text) non-external _sb_transform_synthesize_bitmasks_profile
0000000184971f38 (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
