00007ff81f2581b7 (__TEXT,__text) non-external +[Calculate _lock]
00007ff81f3d93b0 (__TEXT,__const) non-external ___bid_Kx64
00007ff81f2b04e0 (__TEXT,__const) non-external ___bid_char_table2
00007ff81f2af920 (__TEXT,__const) non-external ___bid_char_table3
00007ff81f3d56e0 (__TEXT,__const) non-external ___bid_convert_table
00007ff81f3d85e0 (__TEXT,__const) non-external ___bid_estimate_decimal_digits
00007ff81f3d6fd0 (__TEXT,__const) non-external ___bid_factors
00007ff81f3d9c30 (__TEXT,__const) non-external ___bid_half128
00007ff81f3dad00 (__TEXT,__const) non-external ___bid_half192
00007ff81f3dc9f0 (__TEXT,__const) non-external ___bid_half256
00007ff81f3d9520 (__TEXT,__const) non-external ___bid_half64
00007ff81f3d9b00 (__TEXT,__const) non-external ___bid_mask128
00007ff81f3dab40 (__TEXT,__const) non-external ___bid_mask192
00007ff81f3dc790 (__TEXT,__const) non-external ___bid_mask256
00007ff81f3d9490 (__TEXT,__const) non-external ___bid_mask64
00007ff81f2f96a0 (__TEXT,__const) non-external ___bid_maskhigh128
00007ff81f2aed60 (__TEXT,__const) non-external ___bid_midi_tbl
00007ff81f3d96e0 (__TEXT,__const) non-external ___bid_midpoint128
00007ff81f3da0e0 (__TEXT,__const) non-external ___bid_midpoint192
00007ff81f3dbaa0 (__TEXT,__const) non-external ___bid_midpoint256
00007ff81f3d9310 (__TEXT,__const) non-external ___bid_midpoint64
00007ff81f2ac960 (__TEXT,__const) non-external ___bid_mod10_18_tbl
00007ff81f2f8660 (__TEXT,__const) non-external ___bid_nr_digits
00007ff81f2f9a60 (__TEXT,__const) non-external ___bid_onehalf128
00007ff81f3d6ae0 (__TEXT,__const) non-external ___bid_packed_10000_zeros
00007ff81f3d8b40 (__TEXT,__const) non-external ___bid_power10_index_binexp_128
00007ff81f3d87f0 (__TEXT,__const) non-external ___bid_power10_table_128
00007ff81f3d8550 (__TEXT,__const) non-external ___bid_recip_scale
00007ff81f3d8310 (__TEXT,__const) non-external ___bid_reciprocals10_128
00007ff81f3d8ab0 (__TEXT,__const) non-external ___bid_reciprocals10_64
00007ff81f29fbea (__TEXT,__text) non-external ___bid_round128_19_38
00007ff81f29ffb0 (__TEXT,__text) non-external ___bid_round192_39_57
00007ff81f2a0985 (__TEXT,__text) non-external ___bid_round256_58_76
00007ff81f29fab4 (__TEXT,__text) non-external ___bid_round64_2_18
00007ff81f3d77d0 (__TEXT,__const) non-external ___bid_round_const_table_128
00007ff81f2f97b0 (__TEXT,__const) non-external ___bid_shiftright128
00007ff81f3d8a60 (__TEXT,__const) non-external ___bid_short_recip_scale
00007ff81f3d9fb0 (__TEXT,__const) non-external ___bid_ten2k128
00007ff81f3db5c0 (__TEXT,__const) non-external ___bid_ten2k256
00007ff81f3d9640 (__TEXT,__const) non-external ___bid_ten2k64
00007ff81f2f9480 (__TEXT,__const) non-external ___bid_ten2mk128
00007ff81f2f9840 (__TEXT,__const) non-external ___bid_ten2mk128trunc
00007ff81f3d9d60 (__TEXT,__const) non-external ___bid_ten2mxtrunc128
00007ff81f3daec0 (__TEXT,__const) non-external ___bid_ten2mxtrunc192
00007ff81f3dcc50 (__TEXT,__const) non-external ___bid_ten2mxtrunc256
00007ff81f3d95b0 (__TEXT,__const) non-external ___bid_ten2mxtrunc64
00007ff81f29de39 (__TEXT,__text) non-external ___binary128_to_bid128
00007ff81f29cf07 (__TEXT,__text) non-external ___binary64_to_bid128
00007ff841c7c550 (__DATA_CONST,__const) non-external ___block_descriptor_32_e25_c24?08"NSDictionary"16l
00007ff841c7c6e0 (__DATA_CONST,__const) non-external ___block_descriptor_32_e28_"NSString"16?0"NSString"8l
00007ff841c7c300 (__DATA_CONST,__const) non-external ___block_descriptor_32_e31_q24?0"UnitRank"8"UnitRank"16l
00007ff841c7ca60 (__DATA_CONST,__const) non-external ___block_descriptor_32_e37_c24?0"NSString"8"NSCharacterSet"16l
00007ff841c7c430 (__DATA_CONST,__const) non-external ___block_descriptor_32_e41_q24?0"CalculateUnit"8"CalculateUnit"16l
00007ff841c7c970 (__DATA_CONST,__const) non-external ___block_descriptor_32_e45_q24?0"CalculateResult"8"CalculateResult"16l
00007ff841c7cc30 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00007ff841c7c5b0 (__DATA_CONST,__const) non-external ___block_descriptor_32_e83_"NSString"32?0"NSString"8"NSString"16?<"NSString"?"NSTextCheckingResult">24l
00007ff841c7c240 (__DATA_CONST,__const) non-external ___block_descriptor_40_e161_v24?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}16l
00007ff841c7c1e0 (__DATA_CONST,__const) non-external ___block_descriptor_40_e18_c16?0"NSString"8l
00007ff841c7cbe0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_v8?0l
00007ff841c7c2a0 (__DATA_CONST,__const) non-external ___block_descriptor_40_e83_v16?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8l
00007ff841c7cc00 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32bs_e24_v16?0"NSNotification"8l
00007ff841c7c340 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32bs_e52_v56?0"NSString"8{_NSRange=QQ}16{_NSRange=QQ}32^c48l
00007ff841c7c680 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32bs_e71_"NSString"32?0"NSString"8"NSString"16?<"NSString"?"NSString">24l
00007ff841c7c6b0 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32bs_e84_"NSString"32?0"NSString"8"NSString"16?<"NSString"?"NSString"{_NSRange=QQ}>24l
00007ff841c7c720 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e28_"NSString"16?0"NSString"8l
00007ff841c7ca30 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e30_"NSTextCheckingResult"12?0c8l
00007ff841c7c8e0 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e31_v28?0"CalculateToken"8^i16c24l
00007ff841c7c400 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e34_"NSString"32?0"NSNumber"8Q16Q24l
00007ff841c7c910 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e37_{UnitSet=[4Q]}16?0"CalculateToken"8l
00007ff841c7c940 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e38_"NSMutableSet"16?0"CalculateToken"8l
00007ff841c7cb00 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e38_v40?0Q8Q16"NSString"24"UnitRanks"32l
00007ff841c7c870 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e40_"NSString"16?0"NSTextCheckingResult"8l
00007ff841c7c470 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e5_v8?0l
00007ff841c7c220 (__DATA_CONST,__const) non-external ___block_descriptor_41_e161_v24?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}16l
00007ff841c7c280 (__DATA_CONST,__const) non-external ___block_descriptor_48_e161_v24?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}16l
00007ff841c7c200 (__DATA_CONST,__const) non-external ___block_descriptor_48_e83_v16?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8l
00007ff841c7cad0 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40bs_e11_v24?0Q8Q16l
00007ff841c7c750 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40bs_e28_"NSString"16?0"NSString"8l
00007ff841c7c650 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40bs_e40_"NSString"16?0"NSTextCheckingResult"8l
00007ff841c7cca0 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40bs_e5_v8?0l
00007ff841c7cc70 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e11_q24?0816l
00007ff841c7c4a0 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e18_v16?0"NSString"8l
00007ff841c7c780 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e21_"NSString"16?0i8i12l
00007ff841c7c7b0 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e28_"NSString"16?0"NSString"8l
00007ff841c7c9d0 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e37_v32?0"NSString"8i16f20"NSLocale"24l
00007ff841c7c260 (__DATA_CONST,__const) non-external ___block_descriptor_49_e161_v24?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}16l
00007ff841c7c620 (__DATA_CONST,__const) non-external ___block_descriptor_56_e8_32bs40bs48r_e37_v32?0"NSTextCheckingResult"8Q16^c24l
00007ff841c7cbb0 (__DATA_CONST,__const) non-external ___block_descriptor_56_e8_32bs40r48r_e37_v40?0"NSString"8{_NSRange=QQ}16^c32l
00007ff841c7caa0 (__DATA_CONST,__const) non-external ___block_descriptor_56_e8_32s40bs48r_e37_v40?0"NSString"8{_NSRange=QQ}16^c32l
00007ff841c7c5f0 (__DATA_CONST,__const) non-external ___block_descriptor_56_e8_32s40r48r_e20_v24?0{_NSRange=QQ}8l
00007ff841c7ca00 (__DATA_CONST,__const) non-external ___block_descriptor_56_e8_32s40s48bs_e36_v32?0"NSArray"8i16i20"NSLocale"24l
00007ff841c7c1b0 (__DATA_CONST,__const) non-external ___block_descriptor_56_e8_32s40s48r_e46_v32?0"NSData"8"NSURLResponse"16"NSError"24l
00007ff841c7c150 (__DATA_CONST,__const) non-external ___block_descriptor_56_e8_32s40s48r_e5_v8?0l
00007ff841c7c180 (__DATA_CONST,__const) non-external ___block_descriptor_60_e8_32s40s48r_e5_v8?0l
00007ff841c7cb80 (__DATA_CONST,__const) non-external ___block_descriptor_72_e8_32bs40r48r56r64r_e37_v40?0"NSString"8{_NSRange=QQ}16^c32l
00007ff841c7c7e0 (__DATA_CONST,__const) non-external ___block_descriptor_88_e8_32s40s48s56bs64r72r80r_e43_"NSString"32?0"NSString"8{_NSRange=QQ}16l
00007ff841c7cb50 (__DATA_CONST,__const) non-external ___block_descriptor_92_e8_32s40r48r56r64r72r80r_e37_v40?0"NSString"8{_NSRange=QQ}16^c32l
00007ff841c7ccf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff841c7c2c0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff841c7cc50 (__DATA_CONST,__const) non-external ___block_literal_global.1043
00007ff841c7cd10 (__DATA_CONST,__const) non-external ___block_literal_global.1080
00007ff841c7c2e0 (__DATA_CONST,__const) non-external ___block_literal_global.127
00007ff841c7c320 (__DATA_CONST,__const) non-external ___block_literal_global.196
00007ff841c7ca80 (__DATA_CONST,__const) non-external ___block_literal_global.220
00007ff841c7ccd0 (__DATA_CONST,__const) non-external ___block_literal_global.240
00007ff841c7cb30 (__DATA_CONST,__const) non-external ___block_literal_global.243
00007ff841c7c450 (__DATA_CONST,__const) non-external ___block_literal_global.454
00007ff841c7c3e0 (__DATA_CONST,__const) non-external ___block_literal_global.509
00007ff841c7c4d0 (__DATA_CONST,__const) non-external ___block_literal_global.619
00007ff841c7c4f0 (__DATA_CONST,__const) non-external ___block_literal_global.625
00007ff841c7c510 (__DATA_CONST,__const) non-external ___block_literal_global.630
00007ff841c7c530 (__DATA_CONST,__const) non-external ___block_literal_global.668
00007ff841c7c570 (__DATA_CONST,__const) non-external ___block_literal_global.673
00007ff841c7c590 (__DATA_CONST,__const) non-external ___block_literal_global.680
00007ff841c7c5d0 (__DATA_CONST,__const) non-external ___block_literal_global.682
00007ff841c7c700 (__DATA_CONST,__const) non-external ___block_literal_global.708
00007ff841c7c9b0 (__DATA_CONST,__const) non-external ___block_literal_global.734
00007ff841c7c810 (__DATA_CONST,__const) non-external ___block_literal_global.809
00007ff841c7c830 (__DATA_CONST,__const) non-external ___block_literal_global.817
00007ff841c7c850 (__DATA_CONST,__const) non-external ___block_literal_global.823
00007ff841c7c8a0 (__DATA_CONST,__const) non-external ___block_literal_global.835
00007ff841c7c8c0 (__DATA_CONST,__const) non-external ___block_literal_global.844
00007ff841c7c990 (__DATA_CONST,__const) non-external ___block_literal_global.931
                 (undefined) external ___bzero (from libSystem)
00007ff81f273d3e (__TEXT,__text) non-external ___calc_yyparse_block_invoke
00007ff81f2a1b70 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff81f2a1b90 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff81f258081 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00007ff81f262e3c (__TEXT,__text) non-external ___copy_helper_block_e8_32b40b48r
00007ff81f26b65e (__TEXT,__text) non-external ___copy_helper_block_e8_32b40r48r
00007ff81f26b6a8 (__TEXT,__text) non-external ___copy_helper_block_e8_32b40r48r56r64r
00007ff81f2580a7 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00007ff81f2631d2 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00007ff81f26bb29 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40b48r
00007ff81f262e86 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40r48r
00007ff81f26b767 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40r48r56r64r72r80r
00007ff81f2580b6 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00007ff81f26c4b1 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40s48b
00007ff81f241321 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40s48r
00007ff81f263074 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40s48s56b64r72r80r
00007ff81f258098 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00007ff81f262ec8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r48r
00007ff81f26b716 (__TEXT,__text) non-external ___destroy_helper_block_e8_32s40r48r56r64r
00007ff81f26b7f1 (__TEXT,__text) non-external ___destroy_helper_block_e8_32s40r48r56r64r72r80r
00007ff81f2580db (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00007ff81f241365 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48r
00007ff81f26c4f5 (__TEXT,__text) non-external ___destroy_helper_block_e8_32s40s48s
00007ff81f2630f5 (__TEXT,__text) non-external ___destroy_helper_block_e8_32s40s48s56s64r72r80r
00007ff81f27775e (__TEXT,__text) non-external ___dpml_bid_C_ux_erf__
00007ff81f277cd7 (__TEXT,__text) non-external ___dpml_bid_C_ux_hyperbolic__
00007ff81f27ae0b (__TEXT,__text) non-external ___dpml_bid_C_ux_trig__
00007ff81f2789af (__TEXT,__text) non-external ___dpml_bid_addsub__
00007ff81f2a6770 (__TEXT,__const) non-external ___dpml_bid_bid_x_table
00007ff81f2a6920 (__TEXT,__const) non-external ___dpml_bid_cbrt_x_table
00007ff81f279365 (__TEXT,__text) non-external ___dpml_bid_divide__
00007ff81f2a6990 (__TEXT,__const) non-external ___dpml_bid_erf_x_table
00007ff81f27900e (__TEXT,__text) non-external ___dpml_bid_evaluate_packed_poly__
00007ff81f2796c8 (__TEXT,__text) non-external ___dpml_bid_evaluate_rational__
00007ff81f2772a9 (__TEXT,__text) non-external ___dpml_bid_exception
00007ff81f2a6ef0 (__TEXT,__const) non-external ___dpml_bid_exp_x_table
00007ff81f2791d2 (__TEXT,__text) non-external ___dpml_bid_extended_multiply__
00007ff81f2788bd (__TEXT,__text) non-external ___dpml_bid_ffs_and_shift__
00007ff81f2a6040 (__TEXT,__const) non-external ___dpml_bid_globals_table
00007ff81f2a7440 (__TEXT,__const) non-external ___dpml_bid_inv_hyper_x_table
00007ff81f2a74b0 (__TEXT,__const) non-external ___dpml_bid_inv_trig_x_table
00007ff81f2a79d0 (__TEXT,__const) non-external ___dpml_bid_lgamma_x_table
00007ff81f2a7da0 (__TEXT,__const) non-external ___dpml_bid_log_x_table
00007ff81f2790d9 (__TEXT,__text) non-external ___dpml_bid_multiply__
00007ff81f278eba (__TEXT,__text) non-external ___dpml_bid_pack__
00007ff81f2a8d50 (__TEXT,__const) non-external ___dpml_bid_sqrt_t_table
00007ff81f2a8050 (__TEXT,__const) non-external ___dpml_bid_sqrt_x_table
00007ff81f2a8940 (__TEXT,__const) non-external ___dpml_bid_trig_x_table
00007ff81f278e20 (__TEXT,__text) non-external ___dpml_bid_unpack2__
00007ff81f278bd1 (__TEXT,__text) non-external ___dpml_bid_unpack_x_or_y__
00007ff81f277fd5 (__TEXT,__text) non-external ___dpml_bid_ux_asin_acos__
00007ff81f277628 (__TEXT,__text) non-external ___dpml_bid_ux_cmp__
00007ff81f27ab50 (__TEXT,__text) non-external ___dpml_bid_ux_degree_reduce__
00007ff81f277a5c (__TEXT,__text) non-external ___dpml_bid_ux_exp_common__
00007ff81f277aa6 (__TEXT,__text) non-external ___dpml_bid_ux_exp_reduce__
00007ff81f278772 (__TEXT,__text) non-external ___dpml_bid_ux_log__
00007ff81f27a4bc (__TEXT,__text) non-external ___dpml_bid_ux_radian_reduce__
00007ff81f27a418 (__TEXT,__text) non-external ___dpml_bid_ux_sincos
00007ff81f27a130 (__TEXT,__text) non-external ___dpml_bid_ux_sqrt_evaluation__
00007ff81f27aef7 (__TEXT,__text) non-external ___dpml_bid_ux_tancot__
00007ff81f2a7f90 (__TEXT,__const) non-external ___dpml_bid_x_constants__
00007ff81f2a61e0 (__TEXT,__const) non-external ___dpml_response_table
                 (undefined) external ___error (from libSystem)
00007ff81f279d68 (__TEXT,__text) non-external ___eval_neg_poly
00007ff81f27988e (__TEXT,__text) non-external ___eval_pos_poly
00007ff81f2a8100 (__TEXT,__const) non-external ___four_over_pi
00007ff81f24b0f5 (__TEXT,__text) non-external ___functionACosD_block_invoke
00007ff81f24cc69 (__TEXT,__text) non-external ___functionACosH_block_invoke
00007ff81f249bec (__TEXT,__text) non-external ___functionACos_block_invoke
00007ff81f252031 (__TEXT,__text) non-external ___functionAND_block_invoke
00007ff81f24acad (__TEXT,__text) non-external ___functionASinD_block_invoke
00007ff81f24ca0e (__TEXT,__text) non-external ___functionASinH_block_invoke
00007ff81f24995a (__TEXT,__text) non-external ___functionASin_block_invoke
00007ff81f24b48a (__TEXT,__text) non-external ___functionATanD_block_invoke
00007ff81f24d377 (__TEXT,__text) non-external ___functionATanH_block_invoke
00007ff81f249f7d (__TEXT,__text) non-external ___functionATan_block_invoke
00007ff81f24d64b (__TEXT,__text) non-external ___functionCeil_block_invoke
00007ff81f252920 (__TEXT,__text) non-external ___functionCompose_block_invoke
00007ff81f241654 (__TEXT,__text) non-external ___functionConstant_block_invoke
00007ff81f24a54e (__TEXT,__text) non-external ___functionCosD_block_invoke
00007ff81f24bf89 (__TEXT,__text) non-external ___functionCosH_block_invoke
00007ff81f24938b (__TEXT,__text) non-external ___functionCos_block_invoke
00007ff81f2483a0 (__TEXT,__text) non-external ___functionCubeRoot_block_invoke
00007ff81f246dc8 (__TEXT,__text) non-external ___functionDivide_block_invoke
00007ff81f24f65c (__TEXT,__text) non-external ___functionERFC_block_invoke
00007ff81f24f2b7 (__TEXT,__text) non-external ___functionERF_block_invoke
00007ff81f248666 (__TEXT,__text) non-external ___functionExp_block_invoke
00007ff81f250a53 (__TEXT,__text) non-external ___functionFMod_block_invoke
00007ff81f24e6ce (__TEXT,__text) non-external ___functionFabs_block_invoke
00007ff81f24fedc (__TEXT,__text) non-external ___functionFactorial_block_invoke
00007ff81f25324d (__TEXT,__text) non-external ___functionFail_block_invoke
00007ff81f24dd55 (__TEXT,__text) non-external ___functionFloor_block_invoke
00007ff81f250f9d (__TEXT,__text) non-external ___functionHypot_block_invoke
00007ff81f24e8df (__TEXT,__text) non-external ___functionJ0_block_invoke
00007ff81f24ea42 (__TEXT,__text) non-external ___functionJ1_block_invoke
00007ff81f24f080 (__TEXT,__text) non-external ___functionLGamma_block_invoke
00007ff81f2525b8 (__TEXT,__text) non-external ___functionLeftShift_block_invoke
00007ff81f2488b6 (__TEXT,__text) non-external ___functionLn_block_invoke
00007ff81f248d4f (__TEXT,__text) non-external ___functionLogBase_block_invoke
00007ff81f248aff (__TEXT,__text) non-external ___functionLog_block_invoke
00007ff81f251aed (__TEXT,__text) non-external ___functionMax_block_invoke
00007ff81f2515a9 (__TEXT,__text) non-external ___functionMin_block_invoke
00007ff81f2522f3 (__TEXT,__text) non-external ___functionNOR_block_invoke
00007ff81f247301 (__TEXT,__text) non-external ___functionNegate_block_invoke
00007ff81f241ace (__TEXT,__text) non-external ___functionNoOp_block_invoke
00007ff81f252192 (__TEXT,__text) non-external ___functionOR_block_invoke
00007ff81f247c64 (__TEXT,__text) non-external ___functionPercentDecrease_block_invoke
00007ff81f2477ea (__TEXT,__text) non-external ___functionPercentIncrease_block_invoke
00007ff81f247582 (__TEXT,__text) non-external ___functionPercent_block_invoke
00007ff81f245f7e (__TEXT,__text) non-external ___functionPow_block_invoke
00007ff81f24ee6b (__TEXT,__text) non-external ___functionRInt_block_invoke
00007ff81f2512a9 (__TEXT,__text) non-external ___functionRem_block_invoke
00007ff81f25276c (__TEXT,__text) non-external ___functionRightShift_block_invoke
00007ff81f25055c (__TEXT,__text) non-external ___functionRoot_block_invoke
00007ff81f24e1b2 (__TEXT,__text) non-external ___functionRoundNearest_block_invoke
00007ff81f24df71 (__TEXT,__text) non-external ___functionRound_block_invoke
00007ff81f246925 (__TEXT,__text) non-external ___functionSameCurrency_block_invoke
00007ff81f24a20f (__TEXT,__text) non-external ___functionSinD_block_invoke
00007ff81f24b801 (__TEXT,__text) non-external ___functionSinH_block_invoke
00007ff81f249114 (__TEXT,__text) non-external ___functionSine_block_invoke
00007ff81f248158 (__TEXT,__text) non-external ___functionSqrRoot_block_invoke
00007ff81f245ae5 (__TEXT,__text) non-external ___functionSubtract_block_invoke
00007ff81f24a88d (__TEXT,__text) non-external ___functionTanD_block_invoke
00007ff81f24c5fb (__TEXT,__text) non-external ___functionTanH_block_invoke
00007ff81f249602 (__TEXT,__text) non-external ___functionTan_block_invoke
00007ff81f2421d3 (__TEXT,__text) non-external ___functionUnit_block_invoke
00007ff81f252457 (__TEXT,__text) non-external ___functionXOR_block_invoke
00007ff81f24eba5 (__TEXT,__text) non-external ___functionY0_block_invoke
00007ff81f24ed08 (__TEXT,__text) non-external ___functionY1_block_invoke
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___stdoutp (from libSystem)
00007ff81f2a8030 (__TEXT,__const) non-external ___ux_one__
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
00007ff81f2529f7 (__TEXT,__text) non-external __functionConvert
00007ff8430ab748 (__DATA,__bss) non-external __loadIfNeeded.onceToken
00007ff8430ab690 (__DATA,__bss) non-external __lock.onceToken
00007ff8430ab6d8 (__DATA,__bss) non-external __lock.onceToken.667
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ff841c82e08 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00007ff841c82f50 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.274
00007ff841c82fb0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.275
00007ff841c83010 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.496
00007ff841c82e60 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.529
00007ff841c83040 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.757
00007ff841c830b8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.758
00007ff841c82ed8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.88
00007ff841c83130 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.897
00007ff8430ab060 (__DATA,__data) non-external __updateInputValueFromMatch:.feetInchRegexp
00007ff8430ab068 (__DATA,__data) non-external __updateInputValueFromMatch:.onceToken
                 (undefined) external _acos (from libSystem)
                 (undefined) external _acosh (from libSystem)
00007ff8430ab770 (__DATA,__bss) non-external _addSet
00007ff81f24265e (__TEXT,__text) non-external _addUnitToSuggestions
                 (undefined) external _asin (from libSystem)
                 (undefined) external _asinh (from libSystem)
                 (undefined) external _atan (from libSystem)
                 (undefined) external _atanh (from libSystem)
00007ff8430ab758 (__DATA,__bss) non-external _availableUnitRanks
00007ff8430ab750 (__DATA,__bss) non-external _availableUnitRanksLock
00007ff81f285db9 (__TEXT,__text) non-external _bid128_ext_fma
00007ff81f242e7b (__TEXT,__text) non-external _bid128_pow_fix
00007ff81f29f17a (__TEXT,__text) non-external _bid128_to_binary128_2part
00007ff81f28dcd3 (__TEXT,__text) non-external _bid___div_128_by_128.1196
00007ff81f2945da (__TEXT,__text) non-external _bid___div_128_by_128.1228
00007ff81f28c653 (__TEXT,__text) non-external _bid_add_and_round
00007ff81f28d45f (__TEXT,__text) non-external _bid_bid_nr_digits256
00007ff81f3077e0 (__TEXT,__const) non-external _bid_breakpoints_binary128
00007ff81f2f9cb0 (__TEXT,__const) non-external _bid_breakpoints_binary64
00007ff81f3d3690 (__TEXT,__const) non-external _bid_coefflimits_bid128
00007ff81f2b05a0 (__TEXT,__const) non-external _bid_decimal128_moduli.1262
00007ff81f32e4c0 (__TEXT,__const) non-external _bid_exponents_binary128
00007ff81f2fc670 (__TEXT,__const) non-external _bid_exponents_binary64
00007ff81f277448 (__TEXT,__text) non-external _bid_f128_add
00007ff81f277e87 (__TEXT,__text) non-external _bid_f128_asinh
00007ff81f2775c5 (__TEXT,__text) non-external _bid_f128_cmp
00007ff81f2773c9 (__TEXT,__text) non-external _bid_f128_div
00007ff81f277c7a (__TEXT,__text) non-external _bid_f128_exp
00007ff81f277549 (__TEXT,__text) non-external _bid_f128_itof
00007ff81f27818f (__TEXT,__text) non-external _bid_f128_lgamma
00007ff81f27885f (__TEXT,__text) non-external _bid_f128_log
00007ff81f27734c (__TEXT,__text) non-external _bid_f128_mul
00007ff81f27769c (__TEXT,__text) non-external _bid_f128_nextafter
00007ff81f27a322 (__TEXT,__text) non-external _bid_f128_sqrt
00007ff81f2774c7 (__TEXT,__text) non-external _bid_f128_sub
00007ff81f2853b8 (__TEXT,__text) non-external _bid_get_BID128
00007ff81f29a308 (__TEXT,__text) non-external _bid_get_BID128.1259
00007ff81f3d49a0 (__TEXT,__const) non-external _bid_innertable_exp
00007ff81f3d39a0 (__TEXT,__const) non-external _bid_innertable_sig
00007ff81f2aa4e0 (__TEXT,__const) non-external _bid_log_table_1
00007ff81f2ab8e0 (__TEXT,__const) non-external _bid_log_table_2
00007ff81f338000 (__TEXT,__const) non-external _bid_multipliers1_binary128
