00007ff84338a698 (__DATA,__data) non-external _C
00007ff80036c6ec (__TEXT,__text) non-external _getipv4sourcefilter.cold.2
00007ff80036c70f (__TEXT,__text) non-external _getipv4sourcefilter.cold.3
00007ff80032b850 (__TEXT,__text) external _getlastlogx
00007ff80032b920 (__TEXT,__text) external _getlastlogxbyname
00007ff80031d997 (__TEXT,__text) external _getline
00007ff80032a306 (__TEXT,__text) external _getloadavg
00007ff8003244ac (__TEXT,__text) external _getlogin
00007ff8003244e6 (__TEXT,__text) non-external _getlogin_basic
00007ff8003404b2 (__TEXT,__text) external _getlogin_r
00007ff8003690f5 (__TEXT,__text) external _getmntinfo
00007ff80031ec37 (__TEXT,__text) external _getmntinfo$INODE64
00007ff84338c1b8 (__DATA,__bss) non-external _getmntinfo$INODE64.vars
00007ff84338c810 (__DATA,__bss) non-external _getmntinfo.vars
00007ff800360bcd (__TEXT,__text) external _getmntinfo64
00007ff84338c7c8 (__DATA,__bss) non-external _getmntinfo64.bufsize
00007ff84338c7b8 (__DATA,__bss) non-external _getmntinfo64.mntbuf
00007ff84338c7c0 (__DATA,__bss) non-external _getmntinfo64.mntsize
00007ff8002fb072 (__TEXT,__text) non-external _getmntinfo_internal
00007ff8002fb12e (__TEXT,__text) non-external _getmntinfo_internal
00007ff80036911b (__TEXT,__text) external _getmntinfo_r_np
00007ff8002fb01a (__TEXT,__text) external _getmntinfo_r_np$INODE64
00007ff800341b2c (__TEXT,__text) external _getmode
00007ff8002f5dc8 (__TEXT,__text) non-external _getoffset
00007ff800319910 (__TEXT,__text) external _getopt
00007ff84338aa98 (__DATA,__data) non-external _getopt.place
00007ff8003192f3 (__TEXT,__text) non-external _getopt_internal
00007ff80036ccaf (__TEXT,__text) non-external _getopt_internal.cold.1
00007ff84338aaa0 (__DATA,__data) non-external _getopt_internal.posixly_correct
00007ff8003192e3 (__TEXT,__text) external _getopt_long
00007ff800325444 (__TEXT,__text) external _getopt_long_only
00007ff8002fc42b (__TEXT,__text) external _getpagesize
00007ff8431a7b48 (__DATA_DIRTY,__bss) non-external _getpagesize.value
00007ff8003419c6 (__TEXT,__text) external _getpass
00007ff84338c250 (__DATA,__bss) non-external _getpass.buf
00007ff80034051d (__TEXT,__text) external _getpeereid
                 (undefined) external _getpgrp (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getpriority (from libsystem_kernel)
00007ff8002fb1ea (__TEXT,__text) external _getprogname
                 (undefined) external _getpwnam (from libsystem_info)
                 (undefined) external _getpwuid (from libsystem_info)
                 (undefined) external _getpwuid_r (from libsystem_info)
                 (undefined) external _getrlimit (from libsystem_kernel)
00007ff8002f6009 (__TEXT,__text) non-external _getrule
                 (undefined) external _getrusage (from libsystem_kernel)
00007ff80034cf77 (__TEXT,__text) external _gets
00007ff80036f850 (__TEXT,__const) non-external _gets.w
00007ff84338c500 (__DATA,__bss) non-external _gets.warned
00007ff8002f5e01 (__TEXT,__text) non-external _getsecs
                 (undefined) external _getsectiondata (from libmacho)
                 (undefined) external _getsockopt (from libsystem_kernel)
00007ff80034ac70 (__TEXT,__text) external _getsourcefilter
00007ff80035a418 (__TEXT,__text) external _getsubopt
00007ff8002f4976 (__TEXT,__text) external _gettimeofday
00007ff84338c104 (__DATA,__bss) non-external _gettimeofday.cached_tz.0
00007ff84338c108 (__DATA,__bss) non-external _gettimeofday.cached_tz.1
00007ff84338c100 (__DATA,__bss) non-external _gettimeofday.validtz
00007ff80032a51e (__TEXT,__text) external _getttyent
00007ff84338ba50 (__DATA,__bss) non-external _getttyent.line
00007ff840082e28 (__DATA_CONST,__const) non-external _getttyent.nonexistent
00007ff84338ba10 (__DATA,__bss) non-external _getttyent.tty
00007ff80032a3c4 (__TEXT,__text) external _getttynam
00007ff800329e89 (__TEXT,__text) non-external _gettype
                 (undefined) external _getuid (from libsystem_kernel)
00007ff80032ac3d (__TEXT,__text) external _getusershell
00007ff800363a65 (__TEXT,__text) external _getutmp
00007ff800363aa4 (__TEXT,__text) external _getutmpx
00007ff80036328c (__TEXT,__text) external _getutxent
00007ff80032c21b (__TEXT,__text) external _getutxent_wtmp
00007ff8003633f9 (__TEXT,__text) external _getutxid
00007ff8003634d6 (__TEXT,__text) external _getutxline
00007ff80036f831 (__TEXT,__const) non-external _getv4.digits
00007ff80032478c (__TEXT,__text) external _getvfsbyname
00007ff80034d02c (__TEXT,__text) external _getw
00007ff80034d061 (__TEXT,__text) external _getwc
00007ff80034d089 (__TEXT,__text) external _getwc_l
00007ff80034d093 (__TEXT,__text) external _getwchar
00007ff80034d0c5 (__TEXT,__text) external _getwchar_l
00007ff800332ca6 (__TEXT,__text) external _getwd
00007ff8002f5d48 (__TEXT,__text) non-external _getzname
00007ff800369180 (__TEXT,__text) external _glob
00007ff80031b760 (__TEXT,__text) external _glob$INODE64
00007ff80031be58 (__TEXT,__text) non-external _glob0
00007ff80031c080 (__TEXT,__text) non-external _glob0
00007ff80031c5eb (__TEXT,__text) non-external _glob2
00007ff80031cbe3 (__TEXT,__text) non-external _glob2
00007ff8003691a0 (__TEXT,__text) external _glob_b
00007ff800340580 (__TEXT,__text) external _glob_b$INODE64
00007ff8003405ce (__TEXT,__text) non-external _globexp1
00007ff8003691c5 (__TEXT,__text) non-external _globexp1
00007ff80031d726 (__TEXT,__text) non-external _globfinal
00007ff80031d726 (__TEXT,__text) non-external _globfinal
00007ff80031d7af (__TEXT,__text) external _globfree
00007ff80036fb24 (__TEXT,__const) non-external _gmt
00007ff800316ab6 (__TEXT,__text) non-external _gmt_init
00007ff84338aa68 (__DATA,__data) non-external _gmt_notify
00007ff84338aa70 (__DATA,__data) non-external _gmt_once
00007ff80031dfde (__TEXT,__text) external _gmtime
00007ff84338c6c8 (__DATA,__bss) non-external _gmtime_key
00007ff84338c6c4 (__DATA,__bss) non-external _gmtime_key_error
00007ff80031e07c (__TEXT,__text) non-external _gmtime_key_init
00007ff84338aa58 (__DATA,__data) non-external _gmtime_once
00007ff800316a10 (__TEXT,__text) external _gmtime_r
00007ff800316b4f (__TEXT,__text) non-external _gmtload
00007ff84338c708 (__DATA,__bss) non-external _gmtptr
00007ff800316a26 (__TEXT,__text) non-external _gmtsub
00007ff80036fcf0 (__TEXT,__const) non-external _gnuoptchar
00007ff84338c198 (__DATA,__bss) non-external _gottoprec
00007ff800314200 (__TEXT,__text) external _grantpt
00007ff80034fb7c (__TEXT,__text) non-external _grouping_init
00007ff80035415d (__TEXT,__text) non-external _grouping_init
00007ff80034fc17 (__TEXT,__text) non-external _grouping_print
00007ff800354283 (__TEXT,__text) non-external _grouping_print
00007ff8003419af (__TEXT,__text) non-external _handler
00007ff84338c800 (__DATA,__bss) non-external _handlers
00007ff800338ddc (__TEXT,__text) non-external _hash4
00007ff8003379bb (__TEXT,__text) non-external _hash_access
00007ff8003372b0 (__TEXT,__text) non-external _hash_close
00007ff80035d91c (__TEXT,__text) external _hash_create
00007ff8003372e1 (__TEXT,__text) non-external _hash_delete
00007ff80035d9a4 (__TEXT,__text) external _hash_destroy
00007ff80033733e (__TEXT,__text) non-external _hash_fd
00007ff80033736d (__TEXT,__text) non-external _hash_get
00007ff80035dbea (__TEXT,__text) external _hash_purge
00007ff8003373b2 (__TEXT,__text) non-external _hash_put
00007ff80035da6e (__TEXT,__text) external _hash_search
00007ff800337419 (__TEXT,__text) non-external _hash_seq
00007ff80035dc5e (__TEXT,__text) external _hash_stats
00007ff80033766f (__TEXT,__text) non-external _hash_sync
00007ff80035db80 (__TEXT,__text) external _hash_traverse
00007ff80035a543 (__TEXT,__text) external _hcreate
00007ff800337196 (__TEXT,__text) non-external _hdestroy
00007ff80035a60f (__TEXT,__text) external _hdestroy
00007ff8002fa97d (__TEXT,__text) external _heapsort
00007ff8003203c0 (__TEXT,__text) external _heapsort_b
00007ff80036d900 (__TEXT,__const) non-external _hexdigit
00007ff800372da0 (__TEXT,__cstring) non-external _hexlist
00007ff84338bab8 (__DATA,__bss) non-external _hexpreg
                 (undefined) external _host_get_clock_service (from libsystem_kernel)
00007ff80035a68b (__TEXT,__text) external _hsearch
00007ff84338c750 (__DATA,__bss) non-external _htable
00007ff84338c758 (__DATA,__bss) non-external _htablesize
                 (undefined) external _if_nametoindex (from libsystem_info)
00007ff80036fcd0 (__TEXT,__const) non-external _illoptchar
00007ff80036fdc0 (__TEXT,__const) non-external _illoptstring
00007ff80035a740 (__TEXT,__text) external _imaxabs
00007ff80035a750 (__TEXT,__text) external _imaxdiv
                 (indirect) external _index (for __platform_strchr)
00007ff800300bfc (__TEXT,__text) external _inet_addr
00007ff800300bbb (__TEXT,__text) external _inet_aton
00007ff80034919e (__TEXT,__text) external _inet_lnaof
00007ff8003491cb (__TEXT,__text) external _inet_makeaddr
00007ff800349204 (__TEXT,__text) external _inet_net_ntop
00007ff8003496c6 (__TEXT,__text) external _inet_net_pton
00007ff80036c61e (__TEXT,__text) non-external _inet_net_pton.cold.1
00007ff80036c63f (__TEXT,__text) non-external _inet_net_pton.cold.2
00007ff80036c662 (__TEXT,__text) non-external _inet_net_pton.cold.3
00007ff80036f7f1 (__TEXT,__const) non-external _inet_net_pton_ipv4.digits
00007ff80036f7e0 (__TEXT,__const) non-external _inet_net_pton_ipv4.xdigits
00007ff80036f800 (__TEXT,__const) non-external _inet_net_pton_ipv6.xdigits_l
00007ff80036f820 (__TEXT,__const) non-external _inet_net_pton_ipv6.xdigits_u
00007ff800349f08 (__TEXT,__text) external _inet_neta
00007ff800349fad (__TEXT,__text) external _inet_netof
00007ff800349fdd (__TEXT,__text) external _inet_network
00007ff80034a412 (__TEXT,__text) external _inet_nsap_addr
00007ff80034a59f (__TEXT,__text) external _inet_nsap_ntoa
00007ff80031eb06 (__TEXT,__text) external _inet_ntoa
00007ff84338c4a0 (__DATA,__bss) non-external _inet_ntoa.ret
00007ff800300c95 (__TEXT,__text) external _inet_ntop
00007ff800300cd6 (__TEXT,__text) external _inet_ntop4
00007ff80030f2dc (__TEXT,__text) external _inet_ntop6
00007ff8002fee58 (__TEXT,__text) external _inet_pton
00007ff8002ff1a2 (__TEXT,__text) non-external _inet_pton4
00007ff80036ff10 (__TEXT,__const) non-external _inet_pton4.digits
00007ff80036ff20 (__TEXT,__const) non-external _inet_pton6.xdigits_l
00007ff80036ff40 (__TEXT,__const) non-external _inet_pton6.xdigits_u
00007ff800327f44 (__TEXT,__text) non-external _infinity
00007ff80032822c (__TEXT,__text) non-external _initMPFromDigits
00007ff80036da00 (__TEXT,__const) non-external _initMPFromDigits.powersOfTen
00007ff800329816 (__TEXT,__text) non-external _init_perm
00007ff80032ac71 (__TEXT,__text) non-external _initshells
00007ff80035cd54 (__TEXT,__text) external _initstate
00007ff80030602b (__TEXT,__text) non-external _insertionsort
00007ff8003060c5 (__TEXT,__text) non-external _insertionsort
00007ff80035a780 (__TEXT,__text) external _insque
                 (undefined) external _ioctl (from libsystem_kernel)
00007ff80032d086 (__TEXT,__text) external _isalnum
00007ff80032d74d (__TEXT,__text) external _isalnum_l
00007ff80032d0ea (__TEXT,__text) external _isalpha
00007ff80032d7b1 (__TEXT,__text) external _isalpha_l
00007ff80032d075 (__TEXT,__text) external _isascii
00007ff8003025c1 (__TEXT,__text) external _isatty
00007ff80032d148 (__TEXT,__text) external _isblank
00007ff80032d80f (__TEXT,__text) external _isblank_l
00007ff80032d1a6 (__TEXT,__text) external _iscntrl
00007ff80032d86d (__TEXT,__text) external _iscntrl_l
00007ff80031e6a6 (__TEXT,__text) external _isdigit
00007ff80032d8cb (__TEXT,__text) external _isdigit_l
00007ff80032d204 (__TEXT,__text) external _isgraph
00007ff80032d929 (__TEXT,__text) external _isgraph_l
00007ff80032d4ce (__TEXT,__text) external _ishexnumber
00007ff80032d987 (__TEXT,__text) external _ishexnumber_l
00007ff80032d52c (__TEXT,__text) external _isideogram
00007ff80032d9e5 (__TEXT,__text) external _isideogram_l
00007ff80032d262 (__TEXT,__text) external _islower
00007ff80032da43 (__TEXT,__text) external _islower_l
00007ff80032d58a (__TEXT,__text) external _isnumber
00007ff80032daa1 (__TEXT,__text) external _isnumber_l
00007ff80032d5e8 (__TEXT,__text) external _isphonogram
00007ff80032daff (__TEXT,__text) external _isphonogram_l
00007ff80032d2c0 (__TEXT,__text) external _isprint
00007ff80032db5d (__TEXT,__text) external _isprint_l
00007ff80032d31e (__TEXT,__text) external _ispunct
00007ff80032dbbb (__TEXT,__text) external _ispunct_l
00007ff80032d646 (__TEXT,__text) external _isrune
00007ff80032dc19 (__TEXT,__text) external _isrune_l
                 (undefined) external _issetugid (from libsystem_kernel)
00007ff80032d37c (__TEXT,__text) external _isspace
00007ff80032dc82 (__TEXT,__text) external _isspace_l
00007ff80032d6a8 (__TEXT,__text) external _isspecial
00007ff80032dce0 (__TEXT,__text) external _isspecial_l
00007ff80031443f (__TEXT,__text) non-external _istrsenvisx
00007ff80036c4e0 (__TEXT,__text) non-external _istrsenvisx.cold.1
00007ff80036c503 (__TEXT,__text) non-external _istrsenvisx.cold.2
00007ff80036c526 (__TEXT,__text) non-external _istrsenvisx.cold.3
00007ff80036c549 (__TEXT,__text) non-external _istrsenvisx.cold.4
00007ff8003143d7 (__TEXT,__text) non-external _istrsenvisxl
00007ff80032d3da (__TEXT,__text) external _isupper
00007ff80032dd3e (__TEXT,__text) external _isupper_l
00007ff80032de38 (__TEXT,__text) external _iswalnum
00007ff80032e2c4 (__TEXT,__text) external _iswalnum_l
00007ff80032de9c (__TEXT,__text) external _iswalpha
00007ff80032e328 (__TEXT,__text) external _iswalpha_l
00007ff80032e7e1 (__TEXT,__text) external _iswascii
00007ff80032e783 (__TEXT,__text) external _iswblank
00007ff80032ea2a (__TEXT,__text) external _iswblank_l
00007ff80032defa (__TEXT,__text) external _iswcntrl
00007ff80032e386 (__TEXT,__text) external _iswcntrl_l
00007ff80032df58 (__TEXT,__text) external _iswctype
00007ff80032e3e4 (__TEXT,__text) external _iswctype_l
00007ff80032dfc2 (__TEXT,__text) external _iswdigit
00007ff80032e455 (__TEXT,__text) external _iswdigit_l
00007ff80032dfe5 (__TEXT,__text) external _iswgraph
00007ff80032e4b3 (__TEXT,__text) external _iswgraph_l
00007ff80032e7f2 (__TEXT,__text) external _iswhexnumber
00007ff80032ea88 (__TEXT,__text) external _iswhexnumber_l
00007ff80032e850 (__TEXT,__text) external _iswideogram
00007ff80032eae6 (__TEXT,__text) external _iswideogram_l
00007ff80032e043 (__TEXT,__text) external _iswlower
00007ff80032e511 (__TEXT,__text) external _iswlower_l
00007ff80032e8ae (__TEXT,__text) external _iswnumber
00007ff80032eb44 (__TEXT,__text) external _iswnumber_l
00007ff80032e90c (__TEXT,__text) external _iswphonogram
00007ff80032eba2 (__TEXT,__text) external _iswphonogram_l
00007ff80032e0a1 (__TEXT,__text) external _iswprint
00007ff80032e56f (__TEXT,__text) external _iswprint_l
00007ff80032e0ff (__TEXT,__text) external _iswpunct
00007ff80032e5cd (__TEXT,__text) external _iswpunct_l
00007ff80032e96a (__TEXT,__text) external _iswrune
00007ff80032ec00 (__TEXT,__text) external _iswrune_l
00007ff80032e15d (__TEXT,__text) external _iswspace
00007ff80032e62b (__TEXT,__text) external _iswspace_l
00007ff80032e9cc (__TEXT,__text) external _iswspecial
00007ff80032ec69 (__TEXT,__text) external _iswspecial_l
00007ff80032e1bb (__TEXT,__text) external _iswupper
00007ff80032e689 (__TEXT,__text) external _iswupper_l
00007ff80032e219 (__TEXT,__text) external _iswxdigit
00007ff80032e6e7 (__TEXT,__text) external _iswxdigit_l
00007ff80031e683 (__TEXT,__text) external _isxdigit
00007ff80032dd9c (__TEXT,__text) external _isxdigit_l
00007ff800370ed0 (__TEXT,__cstring) non-external _itoa64
00007ff800340a00 (__TEXT,__text) external _jrand48
00007ff8400833c0 (__DATA_CONST,__const) external _kOSThermalNotificationPressureLevelName
                 (undefined) external _kill (from libsystem_kernel)
00007ff80031ed16 (__TEXT,__text) external _killpg
00007ff80035e2c3 (__TEXT,__text) external _l64a
00007ff84338c7a8 (__DATA,__bss) non-external _l64a.buf
00007ff80035a7a9 (__TEXT,__text) external _labs
00007ff8003445e7 (__TEXT,__text) non-external _largesearch
00007ff84338c710 (__DATA,__bss) non-external _last_default_tzload_mtimespec
00007ff84338aa38 (__DATA,__data) non-external _lastglue
00007ff8003287e6 (__TEXT,__text) external _lchflags
00007ff80030ef80 (__TEXT,__text) external _lchmod
00007ff84338c5b0 (__DATA,__bss) non-external _lcl_TZname
00007ff8431a79e0 (__DATA_DIRTY,__data) non-external _lcl_notify
00007ff8431a7900 (__DATA_DIRTY,__data) non-external (was a private external) _lcl_rwlock
00007ff8431a9370 (__DATA_DIRTY,__bss) non-external _lclptr
00007ff800340a40 (__TEXT,__text) external _lcong48
00007ff80035a7b9 (__TEXT,__text) external _ldiv
00007ff80035a898 (__TEXT,__text) external _lfind
00007ff80034f107 (__TEXT,__text) non-external _lflush
00007ff84338c830 (__DATA,__common) non-external (was a private external) _libc_hooks
00007ff8003329e8 (__TEXT,__text) external _libc_set_introspection_hooks
00007ff80036b667 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.1
00007ff80036b688 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.2
00007ff80036b6a9 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.3
00007ff80036b6ca (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.4
00007ff80034a1c0 (__TEXT,__text) external _link_addr
00007ff80034a330 (__TEXT,__text) external _link_ntoa
00007ff84338c4c0 (__DATA,__bss) non-external _link_ntoa.obuf
00007ff80035a7e9 (__TEXT,__text) external _llabs
00007ff80035a7f9 (__TEXT,__text) external _lldiv
00007ff80034b1bb (__TEXT,__text) non-external _loadCat
00007ff800311759 (__TEXT,__text) non-external _loadlocale
00007ff8003245d4 (__TEXT,__text) external _localeconv
00007ff8002f2450 (__TEXT,__text) external _localeconv_l
00007ff80036c593 (__TEXT,__text) non-external _localeconv_l.cold.1
00007ff80036c5a5 (__TEXT,__text) non-external _localeconv_l.cold.2
00007ff8002fb22c (__TEXT,__text) external _localtime
00007ff8431a9380 (__DATA_DIRTY,__bss) non-external _localtime_key
00007ff84338c6b8 (__DATA,__bss) non-external _localtime_key_error
00007ff8002fb2fb (__TEXT,__text) non-external _localtime_key_init
00007ff8431a79e8 (__DATA_DIRTY,__data) non-external _localtime_once
00007ff8002f4a3f (__TEXT,__text) external _localtime_r
00007ff800325454 (__TEXT,__text) external _lockf
00007ff800340a84 (__TEXT,__text) external _lockf$NOCANCEL
00007ff8003327fd (__TEXT,__text) external _login
00007ff80033170b (__TEXT,__text) external _login_tty
00007ff80033285e (__TEXT,__text) external _logout
00007ff800331772 (__TEXT,__text) external _logwtmp
00007ff800344649 (__TEXT,__text) non-external _lookup_substsearch
00007ff80036c570 (__TEXT,__text) non-external _lookup_substsearch.cold.1
00007ff800340b4c (__TEXT,__text) external _lrand48
00007ff80035a829 (__TEXT,__text) external _lsearch
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
                 (undefined) external _lstat$INODE64 (from libsystem_kernel)
00007ff800331f87 (__TEXT,__text) external _lstatx64_np
00007ff80036ac73 (__TEXT,__text) external _lstatx_np
00007ff8003068aa (__TEXT,__text) external _lstatx_np$INODE64
00007ff8003068e4 (__TEXT,__text) non-external _lstatx_syscall
00007ff8003068f1 (__TEXT,__text) non-external _lstatx_syscall
00007ff80031dc5a (__TEXT,__text) external _lutimes
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_boottime_usec (from libsystem_kernel)
                 (undefined) external _mach_continuous_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_error_string (from libsystem_kernel)
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc_type_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _malloc_type_realloc (from libsystem_malloc)
00007ff840082e90 (__DATA_CONST,__const) non-external _mapping
00007ff80031ab6e (__TEXT,__text) external _mblen
00007ff80031abf6 (__TEXT,__text) external _mblen_l
00007ff8003323a5 (__TEXT,__text) external _mbmb
00007ff84338c120 (__DATA,__bss) non-external _mbmb.warn_depreciated
                 (undefined) external _mbr_gid_to_uuid (from libsystem_info)
                 (undefined) external _mbr_uid_to_uuid (from libsystem_info)
                 (undefined) external _mbr_uuid_to_id (from libsystem_info)
00007ff80031ac7a (__TEXT,__text) external _mbrlen
00007ff800345fb4 (__TEXT,__text) external _mbrlen_l
00007ff8003322fd (__TEXT,__text) external _mbrrune
00007ff84338c11c (__DATA,__bss) non-external _mbrrune.warn_depreciated
00007ff80031e6e2 (__TEXT,__text) external _mbrtowc
00007ff80031b503 (__TEXT,__text) external _mbrtowc_l
00007ff800332254 (__TEXT,__text) external _mbrune
00007ff84338c118 (__DATA,__bss) non-external _mbrune.warn_depreciated
00007ff800346030 (__TEXT,__text) external _mbsinit
00007ff800345ffd (__TEXT,__text) external _mbsinit_l
00007ff8003460ad (__TEXT,__text) external _mbsnrtowcs
00007ff800346068 (__TEXT,__text) external _mbsnrtowcs_l
00007ff80034623c (__TEXT,__text) external _mbsrtowcs
00007ff8003461f1 (__TEXT,__text) external _mbsrtowcs_l
00007ff800314db7 (__TEXT,__text) external _mbstowcs
00007ff800346290 (__TEXT,__text) external _mbstowcs_l
00007ff800314b36 (__TEXT,__text) external _mbtowc
00007ff8002f3c8c (__TEXT,__text) external _mbtowc_l
                 (indirect) external _memccpy (for __platform_memccpy)
                 (indirect) external _memchr (for __platform_memchr)
                 (indirect) external _memcmp (for __platform_memcmp)
                 (indirect) external _memcpy (for __platform_memmove)
00007ff8003036aa (__TEXT,__text) external _memmem
                 (indirect) external _memmove (for __platform_memmove)
                 (indirect) external _memset (for __platform_memset)
                 (indirect) external _memset_pattern16 (for __platform_memset_pattern16)
                 (indirect) external _memset_pattern4 (for __platform_memset_pattern4)
                 (indirect) external _memset_pattern8 (for __platform_memset_pattern8)
00007ff8002ed94f (__TEXT,__text) external _memset_s
00007ff800349191 (__TEXT,__text) non-external _memstream_close
00007ff800349105 (__TEXT,__text) non-external _memstream_seek
00007ff80036c5d8 (__TEXT,__text) non-external _memstream_seek.cold.1
00007ff80036c5fb (__TEXT,__text) non-external _memstream_seek.cold.2
00007ff800348fef (__TEXT,__text) non-external _memstream_update
00007ff80036c5b7 (__TEXT,__text) non-external _memstream_update.cold.1
00007ff80034901c (__TEXT,__text) non-external _memstream_write
00007ff8003057c9 (__TEXT,__text) external _mergesort
00007ff800315d03 (__TEXT,__text) external _mergesort_b
                 (undefined) external _mkdirat (from libsystem_kernel)
00007ff800331eda (__TEXT,__text) external _mkdirx_np
00007ff80031eb4c (__TEXT,__text) external _mkdtemp
00007ff80034d235 (__TEXT,__text) external _mkdtempat_np
00007ff800331ec3 (__TEXT,__text) external _mkfifox_np
00007ff80034d1ce (__TEXT,__text) external _mkostemp
00007ff80034d0dc (__TEXT,__text) external _mkostemps
00007ff80034d13d (__TEXT,__text) external _mkostempsat_np
00007ff8002fc4a4 (__TEXT,__text) external _mkpath_np
00007ff800331878 (__TEXT,__text) external _mkpathat_np
00007ff80031b6dc (__TEXT,__text) external _mkstemp
00007ff80034d2b4 (__TEXT,__text) external _mkstemp_dprotected_np
00007ff80030efc5 (__TEXT,__text) external _mkstemps
00007ff80034d192 (__TEXT,__text) external _mkstempsat_np
00007ff800303290 (__TEXT,__text) external _mktemp
00007ff800306988 (__TEXT,__text) external _mktime
                 (undefined) external _mmap (from libsystem_kernel)
00007ff80036fb60 (__TEXT,__const) non-external _mon_lengths
00007ff80032d051 (__TEXT,__text) external _monaddition
00007ff80032d069 (__TEXT,__text) external _moncontrol
00007ff80032d06f (__TEXT,__text) external _moncount
00007ff80032d045 (__TEXT,__text) external _moninit
00007ff80032d063 (__TEXT,__text) external _monitor
00007ff80032d05d (__TEXT,__text) external _monoutput
00007ff80032d057 (__TEXT,__text) external _monreset
00007ff80032d04b (__TEXT,__text) external _monstartup
00007ff80034bef0 (__TEXT,__text) non-external _moreglue
00007ff80033a5fc (__TEXT,__text) non-external _mpool_bkt
00007ff80033a86e (__TEXT,__text) external _mpool_close
00007ff80033a54d (__TEXT,__text) external _mpool_filter
00007ff80033a6c9 (__TEXT,__text) external _mpool_get
00007ff80033a568 (__TEXT,__text) external _mpool_new
00007ff80036bbd0 (__TEXT,__text) non-external _mpool_new.cold.1
00007ff80033a47d (__TEXT,__text) external _mpool_open
00007ff80033a859 (__TEXT,__text) external _mpool_put
00007ff80033a8b8 (__TEXT,__text) external _mpool_sync
00007ff80033a923 (__TEXT,__text) non-external _mpool_write
00007ff800340b7d (__TEXT,__text) external _mrand48
00007ff800333072 (__TEXT,__text) non-external _mswap
00007ff800328398 (__TEXT,__text) non-external _multiplyByFiveToTheN
                 (undefined) external _munmap (from libsystem_kernel)
00007ff84338c0b8 (__DATA,__bss) non-external _namebuf
00007ff8002fbbfa (__TEXT,__text) external _nanosleep
00007ff80031851e (__TEXT,__text) external _nanosleep$NOCANCEL
00007ff84338c2c0 (__DATA,__bss) non-external _new_categories
00007ff800330f19 (__TEXT,__text) external _new_printf_comp
00007ff80032099a (__TEXT,__text) external _new_printf_domain
00007ff800301d36 (__TEXT,__text) external _newlocale
00007ff8431a7a40 (__DATA_DIRTY,__data) non-external _next
00007ff80033e7a1 (__TEXT,__text) non-external _nextcomp
00007ff84338c140 (__DATA,__bss) non-external _nextcomp.lmsgverb
00007ff84338c160 (__DATA,__bss) non-external _nextcomp.state
00007ff800346736 (__TEXT,__text) external _nextwctype
00007ff8003465f4 (__TEXT,__text) external _nextwctype_l
00007ff80036abec (__TEXT,__text) external _nftw
00007ff80032b3a8 (__TEXT,__text) external _nftw$INODE64
00007ff800340bac (__TEXT,__text) external _nice
00007ff800323b3c (__TEXT,__text) external _nl_langinfo
00007ff800323b64 (__TEXT,__text) external _nl_langinfo_l
00007ff84338c2b8 (__DATA,__bss) non-external _nl_langinfo_l.csym
00007ff80036fd60 (__TEXT,__const) non-external _noarg
00007ff80036f76c (__TEXT,__const) non-external _nogrouping
00007ff84338aaa4 (__DATA,__data) non-external _nonopt_end
00007ff84338aaa8 (__DATA,__data) non-external _nonopt_start
                 (undefined) external _notify_cancel (from libsystem_notify)
                 (undefined) external _notify_check (from libsystem_notify)
00007ff8002f4ed2 (__TEXT,__text) non-external _notify_check_tz
                 (undefined) external _notify_monitor_file (from libsystem_notify)
                 (undefined) external _notify_post (from libsystem_notify)
                 (undefined) external _notify_register_check (from libsystem_notify)
00007ff8002f6407 (__TEXT,__text) non-external _notify_register_tz
00007ff80036fb30 (__TEXT,__const) non-external _notify_tz_name
00007ff800340c2c (__TEXT,__text) external _nrand48
00007ff8003346a5 (__TEXT,__text) non-external _nroot
00007ff84338a880 (__DATA,__data) non-external _numempty
00007ff84338a8e8 (__DATA,__data) non-external _numempty
00007ff80036f310 (__TEXT,__const) non-external _nv
00007ff80034339e (__TEXT,__text) external _nvis
00007ff80035754f (__TEXT,__text) external _offtime
00007ff840082e70 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
00007ff800348ee3 (__TEXT,__text) external _open_memstream
00007ff80033037e (__TEXT,__text) external _open_with_subsystem
00007ff8003570a1 (__TEXT,__text) external _open_wmemstream
