00007ffa42e92020 (__DATA,__data) non-external _.compoundliteral
00007ffa17a80070 (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeListNodeSetType
00007ffa17a81183 (__TEXT,__text) non-external (was a private external) _glpSubroutineUniformNodeGetExtra
00007ffa17a807aa (__TEXT,__text) non-external (was a private external) _glpSwitchStatementNodeGetBody
00007ffa17a80790 (__TEXT,__text) non-external (was a private external) _glpSwitchStatementNodeGetExpr
00007ffa17a807b8 (__TEXT,__text) non-external (was a private external) _glpSwitchStatementNodeSetBody
00007ffa17a8079d (__TEXT,__text) non-external (was a private external) _glpSwitchStatementNodeSetExpr
00007ffa17ab021f (__TEXT,__text) non-external _glpSwizzleHasDuplicateComponents
00007ffa17a42f7c (__TEXT,__text) non-external _glpTextureNameFromSamplerType
00007ffa17a80ad8 (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeAddDef
00007ffa17a7da73 (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeGetDef
00007ffa17a7da6a (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeGetDefCount
00007ffa17a7da1d (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeGetGlobalTypeQualifier
00007ffa17a80ae5 (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeInsertDef
00007ffa17a80ac8 (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeSetDef
00007ffa17a7de00 (__TEXT,__text) non-external (was a private external) _glpTypeConversionNodeGetToPrecision
00007ffa17a7ddf6 (__TEXT,__text) non-external (was a private external) _glpTypeConversionNodeGetToType
00007ffa17a7de0a (__TEXT,__text) non-external (was a private external) _glpTypeConversionNodeSetToPrecision
00007ffa17a4a603 (__TEXT,__text) non-external (was a private external) _glpTypeFromScalarTypeAndComponentCount
00007ffa17a1f8e8 (__TEXT,__text) non-external (was a private external) _glpTypeGetAppleVec4Types
00007ffa17a728d0 (__TEXT,__text) non-external (was a private external) _glpTypeGetKind
00007ffa17a7301c (__TEXT,__text) non-external (was a private external) _glpTypeGetSamplerCount
00007ffa17a24ec6 (__TEXT,__text) non-external _glpTypeGetVec4s
00007ffa17a37430 (__TEXT,__text) non-external _glpTypeGetVec4s
00007ffa17a53059 (__TEXT,__text) non-external _glpTypeGetVec4s
00007ffa17a7397c (__TEXT,__text) non-external (was a private external) _glpTypeHumanReadableDescription
00007ffa17a7dee9 (__TEXT,__text) non-external (was a private external) _glpTypeIdentifierNodeGetName
00007ffa17a730e8 (__TEXT,__text) non-external (was a private external) _glpTypeIsAtomic
00007ffa17a7317f (__TEXT,__text) non-external (was a private external) _glpTypeIsSized
00007ffa17a735d1 (__TEXT,__text) non-external (was a private external) _glpTypeParseDeref
00007ffa17a1f751 (__TEXT,__text) non-external (was a private external) _glpTypeSizeGetSize
00007ffa17a1f743 (__TEXT,__text) non-external (was a private external) _glpTypeSizeIsValid
00007ffa17a460b9 (__TEXT,__text) non-external _glpTypeToLLVMType
00007ffa17a77e1f (__TEXT,__text) non-external (was a private external) _glpTypedValueHash
00007ffa17a1f42d (__TEXT,__text) non-external (was a private external) _glpTypedValueHashCache
00007ffa17a1f38b (__TEXT,__text) non-external (was a private external) _glpTypedValueHashGet
00007ffa17a1f1d9 (__TEXT,__text) non-external (was a private external) _glpTypedValueHashPut
00007ffa17a77e77 (__TEXT,__text) non-external (was a private external) _glpTypedValuesEqual
00007ffa17a72d19 (__TEXT,__text) non-external (was a private external) _glpTypesEqual
00007ffa17a7dae2 (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorNodeGetExpr
00007ffa17a7daef (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorNodeSetExpr
00007ffa17a73da0 (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorStringToSymbol
00007ffa17a7e12a (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeGetCallee
00007ffa17a7e13b (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeSetCallee
00007ffa17a2040f (__TEXT,__text) non-external (was a private external) _glpUnlockPoolAllocator
00007ffa17ab4db3 (__TEXT,__text) non-external (was a private external) _glpUpdateExtensionBehavior
00007ffa17a67190 (__TEXT,__text) non-external (was a private external) _glpValidateSwizzle
00007ffa17a77aa3 (__TEXT,__text) non-external (was a private external) _glpValueGetAsSize
00007ffa17a77a5a (__TEXT,__text) non-external (was a private external) _glpValueIsUsableAsSize
00007ffa17a7f503 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeAddDeclaration
00007ffa17a7f4c0 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetBaseType
00007ffa17a7f4e3 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclaration
00007ffa17a7f4da (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclarationCount
00007ffa17a7f510 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeInsertDeclaration
00007ffa17a7f4cd (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetBaseType
00007ffa17a7f4f3 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetDeclaration
00007ffa17a7f41c (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetExtra
00007ffa17a7f44a (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetInitializer
00007ffa17a7f412 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetIsFromSource
00007ffa17a7f3f6 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetName
00007ffa17a7f430 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetType
00007ffa17a7f426 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetExtra
00007ffa17a7f458 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetInitializer
00007ffa17a7f404 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetName
00007ffa17a7f43d (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetType
00007ffa17a7de7f (__TEXT,__text) non-external (was a private external) _glpVariableIdentifierNodeGetName
00007ffa17a4b859 (__TEXT,__text) non-external (was a private external) _glpVariableObjectExtendImplicitArraySize
00007ffa17a4b712 (__TEXT,__text) non-external (was a private external) _glpVariableObjectGetABI
00007ffa17a4b7a8 (__TEXT,__text) non-external (was a private external) _glpVariableObjectValidateImplicitArraySize
00007ffa17aa2360 (__TEXT,__text) non-external _glpVecFromValue
00007ffa17ad694b (__TEXT,__text) external _glpVertexStateToPPStream
00007ffa17ac5fe0 (__TEXT,__text) non-external _glpWriteAddressOperand
00007ffa17ac5938 (__TEXT,__text) non-external _glpWriteBranchOperand
00007ffa17ac5a67 (__TEXT,__text) non-external _glpWriteClampSat
00007ffa17ac5ad6 (__TEXT,__text) non-external _glpWriteDestinationOperand
00007ffa17ac9026 (__TEXT,__text) non-external _glpWriteOperandSize
00007ffa17a7eef2 (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeGetExtra
00007ffa17a7eefc (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeSetExtra
00007ffa17ac537c (__TEXT,__text) non-external _glpWriteSizeType
00007ffa17ac8f9e (__TEXT,__text) non-external _glpWriteSizeTypePrecision
00007ffa17ac53f1 (__TEXT,__text) non-external _glpWriteSourceOperand
00007ffa17a6ca39 (__TEXT,__text) non-external (was a private external) _glp_serialized_integer32_control
00007ffa17a6c9bc (__TEXT,__text) non-external (was a private external) _glp_serialized_integer64_control
00007ffa1799979d (__TEXT,__text) non-external (was a private external) _glp_strtod
00007ffa17a1d2a1 (__TEXT,__text) external _glsmAllocateTextureLevels
00007ffa17a1d373 (__TEXT,__text) external _glsmCleanTextureGeometry
00007ffa17a1e27c (__TEXT,__text) external _glsmCreateBuffer
00007ffa17a1e0fa (__TEXT,__text) external _glsmCreateSampler
00007ffa17a1d240 (__TEXT,__text) external _glsmCreateTexture
00007ffa17a1e2b8 (__TEXT,__text) external _glsmDestroyBuffer
00007ffa17a1e138 (__TEXT,__text) external _glsmDestroySampler
00007ffa17a1d344 (__TEXT,__text) external _glsmDestroyTexture
00007ffa17a1d2d4 (__TEXT,__text) external _glsmFreeTextureLevelBuffers
00007ffa17a1d8c5 (__TEXT,__text) external _glsmLoadTextureLevelBuffer
00007ffa17a1defc (__TEXT,__text) external _glsmLoadTextureStructure
00007ffa17a1d68e (__TEXT,__text) non-external _glsmResetTextureLevel
00007ffa17a1e142 (__TEXT,__text) external _glsmUpdateTexImageDataInPPStream
00007ffa17999f50 (__TEXT,__text) non-external (was a private external) _glvmCPGetAttributeCode
00007ffa1799d104 (__TEXT,__text) external _glvmCalculateSurfaceTextureBase
00007ffa179c9530 (__TEXT,__text) non-external (was a private external) _glvmChooseArgTypeConversion
00007ffa179c9840 (__TEXT,__text) non-external (was a private external) _glvmChooseDestTypeConversion
00007ffa17a17c80 (__TEXT,__text) external _glvmCopyAttributes
00007ffa17999f70 (__TEXT,__text) non-external (was a private external) _glvmEPGetAttributeCode
00007ffa17999fe4 (__TEXT,__text) non-external (was a private external) _glvmFPGetAttributeCode
00007ffa17999f90 (__TEXT,__text) non-external (was a private external) _glvmGPGetAttributeCode
00007ffa1799a08c (__TEXT,__text) external _glvmGetConstants
00007ffa179ec420 (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00007ffa17999a18 (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
00007ffa179ecc60 (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00007ffa17999ee0 (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00007ffa179eba00 (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00007ffa17a0b930 (__TEXT,__text) external _glvmInterpretCPTransformPatch
00007ffa17a088b0 (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00007ffa17a0f4e0 (__TEXT,__text) external _glvmInterpretEPTransformPatch
00007ffa17a0bfc0 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00007ffa17a1b880 (__TEXT,__text) external _glvmInterpretFPTransformFour
00007ffa17a17ee0 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00007ffa17a14490 (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00007ffa17a10be0 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00007ffa17a080e0 (__TEXT,__text) external _glvmInterpretVPTransformFour
00007ffa17a04780 (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00007ffa179cff00 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00007ffa179cb980 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00007ffa179dbb30 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00007ffa179e1400 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00007ffa179e64a0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00007ffa179e5060 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00007ffa179d7ce0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00007ffa179cc470 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00007ffa179c9ae0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00007ffa17aa25b3 (__TEXT,__text) non-external _glvmOp
00007ffa179ee370 (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00007ffa179ff720 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00007ffa179ee500 (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00007ffa179f5d20 (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00007ffa179ee6a0 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00007ffa179feed0 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00007ffa179f5e70 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00007ffa179ee810 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00007ffa179ee300 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00007ffa179ee2c0 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00007ffa179ee2f0 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00007ffa179ff5e0 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00007ffa179ee980 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00007ffa179ff860 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00007ffa179eeaf0 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00007ffa179f5eb0 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00007ffa179fd9d0 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00007ffa17a01c90 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00007ffa17a017a0 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00007ffa179eecd0 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00007ffa179fa780 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00007ffa179fa700 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00007ffa179ff1e0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00007ffa179eef40 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00007ffa179ff360 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00007ffa17a14730 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00007ffa179f5c80 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00007ffa179f5cb0 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00007ffa179ef190 (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00007ffa179f6ff0 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00007ffa179f6230 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00007ffa179f6720 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00007ffa179f6a90 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00007ffa179f6c50 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00007ffa179f6e80 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00007ffa179fc9a0 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00007ffa179f6f50 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00007ffa17a08690 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00007ffa17a0bda0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00007ffa17a17ca0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00007ffa17a10980 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00007ffa17a04540 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00007ffa17a10230 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00007ffa17a106e0 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00007ffa17a10480 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00007ffa179ef1d0 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00007ffa179ef580 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00007ffa179ef840 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00007ffa179fff80 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00007ffa179ffc90 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00007ffa179faf90 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00007ffa17a01fa0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00007ffa17a024a0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00007ffa179efc00 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00007ffa179efe60 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00007ffa179ffc60 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00007ffa179c27d0 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00007ffa179f5ce0 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00007ffa17a02b10 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00007ffa17a02b60 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00007ffa17a02d40 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00007ffa179f4910 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00007ffa179ff9a0 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00007ffa179ffab0 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00007ffa179c27f0 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00007ffa179c2830 (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00007ffa17a001f0 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00007ffa179f01c0 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00007ffa179f0570 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00007ffa179f0850 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00007ffa179fdac0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00007ffa179f0d60 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00007ffa179f0f50 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00007ffa179fb3d0 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00007ffa179fb6f0 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00007ffa179f73e0 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00007ffa179f77e0 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00007ffa179f7be0 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00007ffa179f7bf0 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00007ffa179f1240 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00007ffa179f83f0 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00007ffa17a01530 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00007ffa179f12c0 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00007ffa179f1300 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00007ffa179f1770 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00007ffa179fef10 (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00007ffa179f8540 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00007ffa17a006d0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00007ffa17a00510 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00007ffa17a014d0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00007ffa17a00ef0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00007ffa17a011f0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00007ffa179f8580 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00007ffa179f41f0 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00007ffa179f4230 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00007ffa179f4240 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00007ffa179c27e0 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00007ffa179f8b10 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00007ffa179fb800 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00007ffa179fdf90 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00007ffa179fe210 (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00007ffa179f4570 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00007ffa179ee260 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00007ffa179f5a30 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00007ffa179f8f70 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00007ffa179f9060 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00007ffa179f9470 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00007ffa179f9490 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00007ffa179f9730 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00007ffa179fef90 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00007ffa179ff050 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00007ffa179f4dd0 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00007ffa179ff220 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00007ffa179f99c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00007ffa179f9c60 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00007ffa179fc5a0 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00007ffa179f9ef0 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00007ffa179f5000 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00007ffa179f51f0 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00007ffa17a0bbd0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00007ffa17a0f790 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00007ffa17a02ef0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00007ffa179fa2f0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00007ffa179fa310 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00007ffa179fca30 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00007ffa17a14af0 (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00007ffa179f56e0 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00007ffa179ff4a0 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00007ffa179c26c0 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00007ffa179c23e0 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00007ffa179c2550 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00007ffa179ffc30 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00007ffa179fec50 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00007ffa17a00af0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00007ffa17a00620 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00007ffa17a01500 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00007ffa17a010a0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00007ffa17a013a0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00007ffa179fef50 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00007ffa179fa460 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00007ffa179fa6c0 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00007ffa179ee310 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00007ffa179ed880 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00007ffa179edbe0 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00007ffa179c2570 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00007ffa179c2290 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00007ffa179c2750 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00007ffa179c2400 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00007ffa179c27a0 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00007ffa179c2200 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00007ffa179c2220 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00007ffa179c2700 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00007ffa179c2270 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00007ffa179c21c0 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00007ffa179c26e0 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00007ffa179c2260 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00007ffa17a17640 (__TEXT,__text) external _glvmPreloadFPTransformFour
00007ffa17a14cd0 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00007ffa179c2e90 (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00007ffa179c59f0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00007ffa179c2840 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00007ffa179c2f50 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00007ffa179c5420 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00007ffa179c7070 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00007ffa179c7460 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00007ffa179c2a40 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00007ffa179c2b40 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00007ffa179c2bb0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00007ffa179c2d90 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00007ffa179c54a0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00007ffa179c7610 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00007ffa179c79d0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00007ffa179c7e70 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00007ffa179c1530 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00007ffa179c1400 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00007ffa1799e140 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00007ffa179a4cf0 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00007ffa179a62a0 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00007ffa179c1440 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00007ffa17a07fc0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa17a0b810 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa17a0f3c0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa17a14370 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa17a1b760 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa1799c53c (__TEXT,__text) external _glvmSetTextureFormat
00007ffa179c9230 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00007ffa179d3440 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00007ffa179d7230 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00007ffa179de3d0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00007ffa179e3270 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00007ffa179e8640 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00007ffa179e57a0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
