00007ff841c062c0 (__DATA,__data) non-external _.compoundliteral
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
00007ff803a5c428 (__TEXT,__text) non-external _mk_atom
00007ff803a6aa6a (__TEXT,__text) non-external (was a private external) _mk_counted_string
00007ff803a75bb0 (__TEXT,__text) non-external _mk_empty_string
00007ff803a5f450 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
00007ff803a5f487 (__TEXT,__text) non-external (was a private external) _mk_foreign_func
00007ff803a630b2 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
00007ff803a5fc70 (__TEXT,__text) non-external (was a private external) _mk_integer
00007ff803a5d087 (__TEXT,__text) non-external _mk_sharp_const
00007ff803a74ae6 (__TEXT,__text) non-external _mk_sharp_integer
00007ff803a59547 (__TEXT,__text) non-external (was a private external) _mk_string
00007ff803a59357 (__TEXT,__text) non-external (was a private external) _mk_symbol
00007ff803a58fb2 (__TEXT,__text) non-external _mk_vector
00007ff803a80e86 (__TEXT,__text) non-external _mk_vector.cold.1
00007ff840520020 (__DATA_CONST,__const) non-external _modifier_info
00007ff803a6abc6 (__TEXT,__text) non-external _move_to_next_node
00007ff803a7ea31 (__TEXT,__text) non-external _msgfilter_free_callback
00007ff803a6d081 (__TEXT,__text) non-external _negate_instruction
00007ff84051f1a0 (__DATA_CONST,__const) non-external _network_filter_constants
00007ff803a59205 (__TEXT,__text) non-external _new_frame_in_env
00007ff803a59621 (__TEXT,__text) non-external _new_slot_spec_in_env
00007ff803aa5770 (__TEXT,__const) non-external _nfBasicCF
00007ff803aa1b80 (__TEXT,__const) non-external _nfTrieHi
00007ff803aa6170 (__TEXT,__const) non-external _nfTrieLo
00007ff803aa4590 (__TEXT,__const) non-external _nfTrieMid
00007ff803aa21b0 (__TEXT,__const) non-external _nfU16InvMasks
00007ff803aa22c0 (__TEXT,__const) non-external _nfU16Seq2
00007ff803aa2ee0 (__TEXT,__const) non-external _nfU16Seq3
00007ff803aa3420 (__TEXT,__const) non-external _nfU16SeqMisc
00007ff803aa35b0 (__TEXT,__const) non-external _nfU32Char
00007ff803aa4430 (__TEXT,__const) non-external _nfU32SeqMisc
00007ff803a5e76c (__TEXT,__text) non-external _num_eq
00007ff803a6569d (__TEXT,__text) non-external _num_ge
00007ff803a6aabf (__TEXT,__text) non-external _num_gt
00007ff803a74cb9 (__TEXT,__text) non-external _num_le
00007ff803a74c75 (__TEXT,__text) non-external _num_lt
00007ff803a75722 (__TEXT,__text) non-external _num_mod
00007ff843828178 (__DATA_DIRTY,__bss) non-external _num_one
00007ff803a756b4 (__TEXT,__text) non-external _num_rem
00007ff843828168 (__DATA_DIRTY,__bss) non-external _num_zero
00007ff803a630f5 (__TEXT,__text) non-external (was a private external) _objvalue
00007ff803a5941a (__TEXT,__text) non-external _oblist_add_by_name
00007ff803a59386 (__TEXT,__text) non-external _oblist_find_by_name
00007ff803a680fa (__TEXT,__text) non-external _op_concat
00007ff803a68640 (__TEXT,__text) non-external _operand_release
00007ff803a7d0ff (__TEXT,__text) non-external _operation_expand
00007ff840520a20 (__DATA_CONST,__const) non-external _operation_info
00007ff840520400 (__DATA_CONST,__const) non-external _operation_names
00007ff803a7d397 (__TEXT,__text) non-external _operations_allowed_by_default
00007ff803a7c9e0 (__TEXT,__text) non-external _operator_name
00007ff803a67f30 (__TEXT,__text) non-external _operator_precedence
00007ff803a59de2 (__TEXT,__text) non-external _opexe_0
00007ff803a80ea9 (__TEXT,__text) non-external _opexe_0.cold.1
00007ff803a80ecc (__TEXT,__text) non-external _opexe_0.cold.2
00007ff803a5c6c0 (__TEXT,__text) non-external _opexe_1
00007ff803a5d2a8 (__TEXT,__text) non-external _opexe_2
00007ff803a5e240 (__TEXT,__text) non-external _opexe_3
00007ff803a5e928 (__TEXT,__text) non-external _opexe_4
00007ff803a5b314 (__TEXT,__text) non-external _opexe_5
00007ff803a74190 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ff803a61011 (__TEXT,__text) non-external (was a private external) _pair_car
00007ff803a6105f (__TEXT,__text) non-external (was a private external) _pair_cdr
00007ff803a61f06 (__TEXT,__text) non-external _parse_pattern
00007ff803a7c899 (__TEXT,__text) non-external _peek_operand
00007ff803a9d300 (__TEXT,__const) non-external _policy_scm
00007ff803a79265 (__TEXT,__text) non-external _populate_modifier_descriptor
00007ff803a7960c (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
00007ff803a602e7 (__TEXT,__text) non-external _port_close
00007ff803a74edc (__TEXT,__text) non-external _port_from_file
00007ff803a59797 (__TEXT,__text) non-external _port_from_string
00007ff803a61778 (__TEXT,__text) non-external _port_rep_from_file
00007ff803a7320c (__TEXT,__text) non-external _previously_emitted_buffer
00007ff803a78c02 (__TEXT,__text) non-external _previously_emitted_condition
00007ff803a75fed (__TEXT,__text) non-external _printatom
00007ff803a75c32 (__TEXT,__text) non-external _printslashstring
00007ff84051e530 (__DATA_CONST,__const) non-external _profile_dirs
00007ff803a78848 (__TEXT,__text) non-external _profile_has_mach_message_filters
00007ff803a78818 (__TEXT,__text) non-external _profile_has_message_filters
00007ff803a6a2fc (__TEXT,__text) non-external _push_bytes
00007ff803a68d1d (__TEXT,__text) non-external _push_byteset
00007ff803a7c974 (__TEXT,__text) non-external _push_byteset_skip
00007ff803a6a4b9 (__TEXT,__text) non-external _push_jne_instr
00007ff803a67f77 (__TEXT,__text) non-external _push_literal
00007ff803a6a62d (__TEXT,__text) non-external _push_match_sequence_instr
00007ff803a7fa5c (__TEXT,__text) non-external _push_match_variable_instr
00007ff803a74aa4 (__TEXT,__text) non-external _push_nop
00007ff803a7ca50 (__TEXT,__text) non-external _push_operand
00007ff803a67a5f (__TEXT,__text) non-external _push_operator
00007ff803a7fbb8 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
00007ff803a7c8e7 (__TEXT,__text) non-external _push_seek
00007ff803a7fb09 (__TEXT,__text) non-external _push_seek_byte_instr
00007ff803a74e3c (__TEXT,__text) non-external (was a private external) _putcharacter
00007ff803a74df0 (__TEXT,__text) non-external (was a private external) _putstr
00007ff803a75f50 (__TEXT,__text) non-external _readsharpstrexp
00007ff803a5c373 (__TEXT,__text) non-external _readstr_upto
00007ff803a75d5d (__TEXT,__text) non-external _readstrexp
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _reallocf (from libSystem)
00007ff803a73393 (__TEXT,__text) non-external _record_buffer_data
00007ff803a734a1 (__TEXT,__text) non-external _record_condition_data
00007ff803a6a80d (__TEXT,__text) non-external _regex_quote
00007ff803a7c92c (__TEXT,__text) non-external _remove_leading_literal_byte
00007ff803a70031 (__TEXT,__text) non-external _reorder_condition
00007ff803a70126 (__TEXT,__text) non-external _reorder_condition_list
00007ff803a7cbeb (__TEXT,__text) non-external _reorder_policy
00007ff803a6571d (__TEXT,__text) non-external _reverse
00007ff803a5f852 (__TEXT,__text) non-external (was a private external) _s_cons
00007ff803a5f30b (__TEXT,__text) non-external (was a private external) _s_immutable_cons
00007ff803a5ae48 (__TEXT,__text) non-external _s_save
00007ff803a73ab0 (__TEXT,__text) external _sandbox_apply
00007ff803a73acb (__TEXT,__text) external _sandbox_apply_container
00007ff803a76734 (__TEXT,__text) external _sandbox_compile_entitlements
00007ff803a55c0f (__TEXT,__text) external _sandbox_compile_file
00007ff803a55b76 (__TEXT,__text) external _sandbox_compile_named
00007ff803a747b1 (__TEXT,__text) external _sandbox_compile_string
00007ff803a770c0 (__TEXT,__text) external _sandbox_container_paths_iterate_items
00007ff803a55a40 (__TEXT,__text) external _sandbox_create_params
00007ff803a774bf (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
00007ff803a73baa (__TEXT,__text) external _sandbox_free_params
00007ff803a73b6d (__TEXT,__text) external _sandbox_free_profile
00007ff803a76872 (__TEXT,__text) external _sandbox_inspect_pid
00007ff803a76971 (__TEXT,__text) external _sandbox_inspect_smemory
00007ff803a770d5 (__TEXT,__text) external _sandbox_prepare_user_home_mount
00007ff803a77570 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
00007ff803a7676c (__TEXT,__text) external _sandbox_register_profile
00007ff803a77906 (__TEXT,__text) external _sandbox_register_sync_root
00007ff803a55a90 (__TEXT,__text) external _sandbox_set_param
00007ff803a769f1 (__TEXT,__text) external _sandbox_set_user_state_item
00007ff803a76a09 (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
00007ff803a76845 (__TEXT,__text) external _sandbox_unregister_all_profiles
00007ff803a76800 (__TEXT,__text) external _sandbox_unregister_profile
00007ff803a7697c (__TEXT,__text) external _sandbox_user_state_item_buffer_create
00007ff803a769d9 (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
00007ff803a7698b (__TEXT,__text) external _sandbox_user_state_item_buffer_send
00007ff803a76d14 (__TEXT,__text) external _sandbox_user_state_iterate_items
00007ff803a77b26 (__TEXT,__text) non-external _sb_annotation_destroy
00007ff803a77a4c (__TEXT,__text) non-external _sb_annotation_list_copy
00007ff803a7228f (__TEXT,__text) non-external _sb_annotation_set_integer
00007ff803a78454 (__TEXT,__text) non-external _sb_bitmask_clear_bit
00007ff803a78231 (__TEXT,__text) non-external _sb_bitmask_create_empty
00007ff803a78348 (__TEXT,__text) non-external _sb_bitmask_get_hash
00007ff803a783d3 (__TEXT,__text) non-external _sb_bitmask_iterate_set
00007ff803a781c2 (__TEXT,__text) non-external _sb_bitmask_release
00007ff803a7816f (__TEXT,__text) non-external _sb_bitmask_retain
00007ff803a5811e (__TEXT,__text) non-external _sb_buffer_alloc
00007ff803a690c1 (__TEXT,__text) non-external _sb_buffer_get_byte_count
00007ff803a69152 (__TEXT,__text) non-external _sb_buffer_get_hash
00007ff803a6a74e (__TEXT,__text) non-external _sb_buffer_is_equivalent
00007ff803a6254e (__TEXT,__text) non-external _sb_buffer_release
00007ff803a69541 (__TEXT,__text) non-external _sb_buffer_retain
00007ff803a78498 (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
00007ff803a690fd (__TEXT,__text) non-external _sb_buffer_with_data_pointer
00007ff803a68b19 (__TEXT,__text) non-external _sb_byteset_add_byte
00007ff803a79f73 (__TEXT,__text) non-external _sb_byteset_copy
00007ff803a68d8a (__TEXT,__text) non-external _sb_byteset_get_population
00007ff803a717d2 (__TEXT,__text) non-external _sb_byteset_is_equivalent
00007ff803a6ae72 (__TEXT,__text) non-external _sb_byteset_iterate_ranges
00007ff803a68c71 (__TEXT,__text) non-external _sb_byteset_negate
00007ff803a68ad1 (__TEXT,__text) non-external _sb_byteset_new
00007ff803a68c13 (__TEXT,__text) non-external _sb_byteset_release
00007ff803a68bc0 (__TEXT,__text) non-external _sb_byteset_retain
00007ff803a6afcb (__TEXT,__text) non-external _sb_byteset_union
00007ff803a79e9c (__TEXT,__text) non-external _sb_byteset_with_range
00007ff803a57fd2 (__TEXT,__text) non-external _sb_calloc
00007ff803a7a17b (__TEXT,__text) non-external _sb_condition_boolean
00007ff803a6596d (__TEXT,__text) non-external _sb_condition_conjunction
00007ff803a745cd (__TEXT,__text) non-external _sb_condition_constant
00007ff803a62e1b (__TEXT,__text) non-external _sb_condition_disjunction
00007ff803a7aad3 (__TEXT,__text) non-external _sb_condition_is_bitmask
00007ff803a7a984 (__TEXT,__text) non-external _sb_condition_is_boolean
00007ff803a6dfbc (__TEXT,__text) non-external _sb_condition_is_conjunction
00007ff803a65c38 (__TEXT,__text) non-external _sb_condition_is_contrary
00007ff803a6d30c (__TEXT,__text) non-external _sb_condition_is_disjunction
00007ff803a66326 (__TEXT,__text) non-external _sb_condition_is_equivalent
00007ff803a72ffd (__TEXT,__text) non-external _sb_condition_is_integer
00007ff803a7aa6a (__TEXT,__text) non-external _sb_condition_is_network
00007ff803a6e202 (__TEXT,__text) non-external _sb_condition_is_pattern
00007ff803a629a0 (__TEXT,__text) non-external _sb_condition_is_regex
00007ff803a7a9f8 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
00007ff803a6e37d (__TEXT,__text) non-external _sb_condition_is_transposable
00007ff803a62a0a (__TEXT,__text) non-external _sb_condition_list_append
00007ff803a6e941 (__TEXT,__text) non-external _sb_condition_list_contains_condition
00007ff803a6e54e (__TEXT,__text) non-external _sb_condition_list_copy
00007ff803a69664 (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
00007ff803a7abc6 (__TEXT,__text) non-external _sb_condition_list_filter
00007ff803a653b2 (__TEXT,__text) non-external _sb_condition_list_get_hash
00007ff803a71308 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
00007ff803a65535 (__TEXT,__text) non-external _sb_condition_list_iterate
00007ff803a6ef12 (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
00007ff803a60f45 (__TEXT,__text) non-external _sb_condition_list_new
00007ff803a6169d (__TEXT,__text) non-external _sb_condition_list_release
00007ff803a6e650 (__TEXT,__text) non-external _sb_condition_list_remove
00007ff803a6f71c (__TEXT,__text) non-external _sb_condition_matches_subset
00007ff803a6d158 (__TEXT,__text) non-external _sb_condition_negation
00007ff803a7411b (__TEXT,__text) non-external _sb_condition_network
00007ff803a62688 (__TEXT,__text) non-external _sb_condition_new
00007ff803a68a6a (__TEXT,__text) non-external _sb_condition_pattern
00007ff803a631da (__TEXT,__text) non-external _sb_condition_pattern_path
00007ff803a62cb6 (__TEXT,__text) non-external _sb_condition_release
00007ff803a6947d (__TEXT,__text) non-external _sb_condition_string
00007ff803a57c90 (__TEXT,__text) non-external _sb_context_intern_string
00007ff803a6138b (__TEXT,__text) non-external _sb_context_release
00007ff803a6130d (__TEXT,__text) non-external _sb_context_release_modification
00007ff803a57b68 (__TEXT,__text) non-external _sb_context_retain
00007ff803a7ac23 (__TEXT,__text) non-external _sb_context_retain_modification
00007ff803a7af68 (__TEXT,__text) non-external _sb_error_fatal
00007ff803a7b1f0 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
00007ff803a7b00f (__TEXT,__text) non-external _sb_error_for_instruction
00007ff803a68f67 (__TEXT,__text) non-external _sb_error_new
00007ff84051f0c8 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
00007ff803a68e4d (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
00007ff803a7ade3 (__TEXT,__text) non-external _sb_error_set_with_description
00007ff803a7aec1 (__TEXT,__text) non-external _sb_error_set_with_format
00007ff803a7ae41 (__TEXT,__text) non-external _sb_error_set_with_formatv
00007ff803a5fca1 (__TEXT,__text) non-external _sb_filter_accepts_type
00007ff803a7b4ec (__TEXT,__text) non-external _sb_filter_has_atom_namespace
00007ff803a62859 (__TEXT,__text) non-external _sb_filter_has_dependency
00007ff843828188 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00007ff843828198 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
00007ff803a619ac (__TEXT,__text) non-external _sb_filter_is_case_sensitive
00007ff803a7b4af (__TEXT,__text) non-external _sb_filter_pattern_values_can_be_mutually_exclusive
00007ff803a61abb (__TEXT,__text) non-external _sb_fsa_acceptor
00007ff803a64455 (__TEXT,__text) non-external _sb_fsa_copy
00007ff803a642ab (__TEXT,__text) non-external _sb_fsa_disjunction
00007ff803a6469c (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
00007ff803a6fa87 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
00007ff803a6f97e (__TEXT,__text) non-external _sb_fsa_matches_subset
00007ff803a78116 (__TEXT,__text) non-external _sb_fsa_may_backtrack
00007ff803a6acd2 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
00007ff803a6b0c3 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
00007ff803a6ac2f (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
00007ff803a689c5 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
00007ff803a6404d (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
00007ff803a64256 (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
00007ff803a77cab (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00007ff803a62426 (__TEXT,__text) non-external _sb_fsa_release
00007ff803a651e0 (__TEXT,__text) non-external _sb_fsa_release_indegree
00007ff803a62363 (__TEXT,__text) non-external _sb_fsa_retain
00007ff803a641c8 (__TEXT,__text) non-external _sb_fsa_retain_indegree
00007ff803a6ab08 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
00007ff803a58028 (__TEXT,__text) non-external _sb_hash_compute
00007ff803a7688a (__TEXT,__text) non-external _sb_inspect_subsystem
00007ff803a58345 (__TEXT,__text) non-external _sb_instr_action
00007ff803a63101 (__TEXT,__text) non-external _sb_instr_conditional
00007ff803a7b5fc (__TEXT,__text) non-external _sb_instr_deep_copy
00007ff803a71834 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
00007ff803a6d3f7 (__TEXT,__text) non-external _sb_instr_get_jump_target
00007ff803a6ce2e (__TEXT,__text) non-external _sb_instr_is_equivalent
00007ff803a7b710 (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
00007ff803a7b568 (__TEXT,__text) non-external _sb_instr_jump
00007ff803a583aa (__TEXT,__text) non-external _sb_instr_new
00007ff803a5856a (__TEXT,__text) non-external _sb_instr_release
00007ff803a6d018 (__TEXT,__text) non-external _sb_instr_replace
00007ff803a58457 (__TEXT,__text) non-external _sb_instr_retain
00007ff803a6d55e (__TEXT,__text) non-external _sb_instr_set_condition
00007ff803a693cb (__TEXT,__text) non-external _sb_instr_set_false_branch
00007ff803a6f636 (__TEXT,__text) non-external _sb_instr_set_true_branch
00007ff803a584b4 (__TEXT,__text) non-external _sb_instr_track
00007ff803a58079 (__TEXT,__text) non-external _sb_malloc
00007ff803a7bc92 (__TEXT,__text) non-external _sb_modifier_get_name
00007ff803a668ed (__TEXT,__text) non-external _sb_modifier_requires_argument
00007ff803a6119c (__TEXT,__text) non-external _sb_modifiers_iterate
00007ff803a61209 (__TEXT,__text) non-external _sb_modifiers_release
00007ff803a7be11 (__TEXT,__text) non-external _sb_modifiers_set_deny_errno
00007ff803a7bef7 (__TEXT,__text) non-external _sb_modifiers_set_message_filter
00007ff803a7bcd7 (__TEXT,__text) non-external _sb_modifiers_set_modifier
00007ff803a7bdbc (__TEXT,__text) non-external _sb_modifiers_set_signal
00007ff803a7bb5e (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
00007ff803a7bacc (__TEXT,__text) non-external _sb_msgfilter_release
00007ff803a73888 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
00007ff803a6bae2 (__TEXT,__text) non-external _sb_mutable_buffer_new
00007ff803a739a1 (__TEXT,__text) non-external _sb_mutable_buffer_release
00007ff803a72321 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00007ff803a723a9 (__TEXT,__text) non-external _sb_mutable_buffer_write
00007ff803a7620d (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
00007ff803a81007 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
00007ff803a7627f (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
00007ff803a76293 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
00007ff803a76289 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
00007ff803a7619f (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
00007ff803a76094 (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
00007ff803a76463 (__TEXT,__text) non-external _sb_packbuff_pack_item
00007ff803a8109c (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
00007ff803a810bf (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
00007ff803a765bf (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
00007ff803a7658c (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
00007ff803a7644a (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
00007ff803a76106 (__TEXT,__text) non-external _sb_packbuff_realloc
00007ff803a7631d (__TEXT,__text) non-external _sb_packbuff_unpack_item
00007ff803a81079 (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
00007ff803a7666e (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
00007ff803a763db (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
00007ff803a762c6 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
00007ff803a692d5 (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
00007ff803a623bf (__TEXT,__text) non-external _sb_pattern_new
00007ff803a61a08 (__TEXT,__text) non-external _sb_pattern_prefix
00007ff803a66ace (__TEXT,__text) non-external _sb_pattern_regex
00007ff803a62900 (__TEXT,__text) non-external _sb_pattern_release
00007ff803a628ad (__TEXT,__text) non-external _sb_pattern_retain
00007ff803a699e3 (__TEXT,__text) non-external _sb_pattern_serialize
00007ff803a80803 (__TEXT,__text) non-external _sb_pattern_var_release
00007ff803a807ae (__TEXT,__text) non-external _sb_pattern_var_retain
00007ff803a808f4 (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
00007ff803a80ae5 (__TEXT,__text) non-external _sb_pattern_varset_enter
00007ff803a80c3d (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
00007ff803a746ad (__TEXT,__text) non-external _sb_pattern_varset_release
00007ff803a74602 (__TEXT,__text) non-external _sb_pattern_varset_retain
00007ff803a7c61f (__TEXT,__text) non-external _sb_policy_get_entry_point
00007ff803a7c5df (__TEXT,__text) non-external _sb_policy_is_operation_supported
00007ff803a7c661 (__TEXT,__text) non-external _sb_policy_iterate_entry_points
00007ff803a7c2b4 (__TEXT,__text) non-external _sb_policy_new
00007ff803a7c4b7 (__TEXT,__text) non-external _sb_policy_release
00007ff803a7c540 (__TEXT,__text) non-external _sb_policy_set_entry_point
00007ff803a6ba3c (__TEXT,__text) non-external _sb_profile_release
00007ff803a7465e (__TEXT,__text) non-external _sb_profile_set_pattern_variables
00007ff803a747e3 (__TEXT,__text) non-external _sb_program_add_source_buffer
00007ff803a581a3 (__TEXT,__text) non-external _sb_program_source_alloc
00007ff803a6a45c (__TEXT,__text) non-external _sb_realloc
00007ff803a691a2 (__TEXT,__text) non-external _sb_regex_release
00007ff803a6b7c8 (__TEXT,__text) non-external _sb_sbpl_parser_release
00007ff803a7fccb (__TEXT,__text) non-external _sb_source_info_copy
00007ff803a6908c (__TEXT,__text) non-external _sb_textbuf_get_length
00007ff803a6343c (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
00007ff803a57bc3 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
00007ff803a6923a (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
00007ff803a7c0a3 (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
00007ff803a7ad73 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
00007ff803a6ebba (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
00007ff803a7cd38 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
00007ff803a6c53f (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
00007ff803a7fd3b (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
00007ff803a6b6b7 (__TEXT,__text) non-external _sb_visitor_has_visited
00007ff803a6b340 (__TEXT,__text) non-external _sb_visitor_new
00007ff803a6b74a (__TEXT,__text) non-external _sb_visitor_release
00007ff803a80cd3 (__TEXT,__text) non-external _sb_warn
00007ff803aa0460 (__TEXT,__const) non-external _sbpl1_scm
00007ff803aa1290 (__TEXT,__const) non-external _sbpl2_scm
00007ff803aa1730 (__TEXT,__const) non-external _sbpl3_scm
00007ff803a7d6c1 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
00007ff803a7deae (__TEXT,__text) non-external _sbpl_filter_eqv
00007ff803a7d8d9 (__TEXT,__text) non-external _sbpl_leave_message_filter_context
00007ff803a7df7c (__TEXT,__text) non-external _sbpl_operation_eqv
00007ff803a997a0 (__TEXT,__const) non-external _sbpl_scm
00007ff803a74e76 (__TEXT,__text) non-external (was a private external) _scheme_backtrace
00007ff803a80e40 (__TEXT,__text) non-external _scheme_backtrace.cold.1
00007ff803a6b1ce (__TEXT,__text) non-external (was a private external) _scheme_call
00007ff803a5f3f2 (__TEXT,__text) non-external (was a private external) _scheme_define
00007ff803a6b87f (__TEXT,__text) non-external (was a private external) _scheme_deinit
00007ff803a58d85 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
00007ff803a750a4 (__TEXT,__text) non-external (was a private external) _scheme_error
00007ff803a7545b (__TEXT,__text) non-external (was a private external) _scheme_errorf
00007ff803a6aa5a (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
00007ff803a74d34 (__TEXT,__text) non-external (was a private external) _scheme_get_location_col
00007ff803a74d2a (__TEXT,__text) non-external (was a private external) _scheme_get_location_line
00007ff803a74d12 (__TEXT,__text) non-external (was a private external) _scheme_get_location_name
00007ff803a6b190 (__TEXT,__text) non-external (was a private external) _scheme_global
00007ff803a5873c (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
00007ff803a586f8 (__TEXT,__text) non-external (was a private external) _scheme_init_new
00007ff803a5fa0f (__TEXT,__text) non-external (was a private external) _scheme_load_file
00007ff803a59845 (__TEXT,__text) non-external (was a private external) _scheme_load_string
00007ff803a601a5 (__TEXT,__text) non-external (was a private external) _scheme_push_string
00007ff803a75546 (__TEXT,__text) non-external (was a private external) _scheme_quit
00007ff803a59823 (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
00007ff803a59765 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
00007ff803a59774 (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
00007ff803a74f19 (__TEXT,__text) non-external (was a private external) _scheme_write_to_file
00007ff803a648fb (__TEXT,__text) non-external _shallow_copy_node
00007ff803a6f3da (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
00007ff803a711d8 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
00007ff803a595a6 (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff803a6aa4f (__TEXT,__text) non-external (was a private external) _string_length
00007ff803a61995 (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
00007ff803a7fb59 (__TEXT,__text) non-external _submatch_end
00007ff803a5f442 (__TEXT,__text) non-external (was a private external) _symname
00007ff803a755ca (__TEXT,__text) non-external _syntaxnum
00007ff803a6c592 (__TEXT,__text) non-external _synthesize_logical_conditions
00007ff803a7b920 (__TEXT,__text) non-external _synthesize_logical_conditions_policy
