0000000187998a00 (__TEXT,__const) non-external _A1_Table
0000000187760080 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast
000000018775e70c (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst
000000018775ebf4 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast
000000018776057c (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst
00000001877609b4 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast
00000001876965a0 (__TEXT,__text) external _vImageFlatten_RGBA16Q12
000000018766d9b4 (__TEXT,__text) external _vImageFlatten_RGBA16U
0000000187632148 (__TEXT,__text) external _vImageFlatten_RGBA8888
000000018766b110 (__TEXT,__text) external _vImageFlatten_RGBA8888ToRGB888
000000018766deb4 (__TEXT,__text) external _vImageFlatten_RGBAFFFF
000000018766b908 (__TEXT,__text) external _vImageFlatten_RGBAFFFFToRGBFFF
0000000187749994 (__TEXT,__text) external _vImageFloodFill_ARGB16U
00000001877498dc (__TEXT,__text) external _vImageFloodFill_ARGB8888
0000000187749828 (__TEXT,__text) external _vImageFloodFill_Planar16U
0000000187749774 (__TEXT,__text) external _vImageFloodFill_Planar8
000000018774adb0 (__TEXT,__text) external _vImageGamma_Planar8toPlanarF
000000018774be24 (__TEXT,__text) external _vImageGamma_PlanarF
000000018774b12c (__TEXT,__text) external _vImageGamma_PlanarFtoPlanar8
0000000187703838 (__TEXT,__text) external _vImageGaussianBoxDiffConvolve_Planar8
0000000187650acc (__TEXT,__text) external _vImageGaussianConvolve_Planar8
0000000187811c24 (__TEXT,__text) non-external _vImageGetCPUCount
0000000187811bdc (__TEXT,__text) non-external _vImageGetLogicalCPUCount
0000000187703f78 (__TEXT,__text) external _vImageGetMinimumGeometryTempBufferSize
000000018769d354 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForConvolution
0000000187714ebc (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForHistogram
0000000187744138 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForMinMax
0000000187710c50 (__TEXT,__text) external _vImageGetPerspectiveWarp
000000018778e128 (__TEXT,__text) external _vImageGetResamplingFilterExtent
0000000187627220 (__TEXT,__text) external _vImageGetResamplingFilterSize
0000000187647af0 (__TEXT,__text) non-external (was a private external) _vImageGetResamplingFilterSizeForBuffer
000000018770334c (__TEXT,__text) external _vImageGradientSobel_Planar8to16S
0000000187997fd8 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel1_D
0000000187997fe4 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel1_S
0000000187997fe8 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel3_D
0000000187997ff4 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel3_S
0000000187998000 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel5_D
0000000187998014 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel5_S
0000000187998028 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel7_D
0000000187998044 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel7_S
00000001876250bc (__TEXT,__text) external _vImageHistogramCalculation_ARGB8888
000000018771729c (__TEXT,__text) external _vImageHistogramCalculation_ARGBFFFF
0000000187714edc (__TEXT,__text) external _vImageHistogramCalculation_Planar8
0000000187715694 (__TEXT,__text) external _vImageHistogramCalculation_PlanarF
000000018771e8d0 (__TEXT,__text) external _vImageHistogramSpecification_ARGB8888
000000018771f03c (__TEXT,__text) external _vImageHistogramSpecification_ARGBFFFF
000000018771d968 (__TEXT,__text) external _vImageHistogramSpecification_Planar8
000000018771db9c (__TEXT,__text) external _vImageHistogramSpecification_PlanarF
0000000187713814 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16F
00000001877131cc (__TEXT,__text) external _vImageHorizontalReflect_ARGB16S
0000000187712ea4 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16U
0000000187712b8c (__TEXT,__text) external _vImageHorizontalReflect_ARGB8888
00000001877134f4 (__TEXT,__text) external _vImageHorizontalReflect_ARGBFFFF
0000000187713810 (__TEXT,__text) external _vImageHorizontalReflect_CbCr16F
000000018771380c (__TEXT,__text) external _vImageHorizontalReflect_Planar16F
00000001877124cc (__TEXT,__text) external _vImageHorizontalReflect_Planar16U
0000000187712124 (__TEXT,__text) external _vImageHorizontalReflect_Planar8
0000000187712874 (__TEXT,__text) external _vImageHorizontalReflect_PlanarF
00000001877bf1cc (__TEXT,__text) external _vImageHorizontalShearD_ARGB16F
0000000187706e78 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16S
0000000187706540 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16U
0000000187647eb0 (__TEXT,__text) external _vImageHorizontalShearD_ARGB8888
0000000187710380 (__TEXT,__text) external _vImageHorizontalShearD_ARGBFFFF
00000001877becd4 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16F
000000018770dfb4 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16S
000000018770dc10 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16U
00000001877bf74c (__TEXT,__text) external _vImageHorizontalShearD_CbCrF
00000001877be698 (__TEXT,__text) external _vImageHorizontalShearD_Planar16F
00000001877043a8 (__TEXT,__text) external _vImageHorizontalShearD_Planar8
0000000187704cf0 (__TEXT,__text) external _vImageHorizontalShearD_PlanarF
00000001877bf440 (__TEXT,__text) external _vImageHorizontalShear_ARGB16F
000000018770a454 (__TEXT,__text) external _vImageHorizontalShear_ARGB16S
0000000187636a34 (__TEXT,__text) external _vImageHorizontalShear_ARGB16U
0000000187627970 (__TEXT,__text) external _vImageHorizontalShear_ARGB8888
0000000187707780 (__TEXT,__text) external _vImageHorizontalShear_ARGBFFFF
00000001877bef48 (__TEXT,__text) external _vImageHorizontalShear_CbCr16F
000000018770e0b4 (__TEXT,__text) external _vImageHorizontalShear_CbCr16S
0000000187709fc0 (__TEXT,__text) external _vImageHorizontalShear_CbCr16U
00000001876410c4 (__TEXT,__text) external _vImageHorizontalShear_CbCr8
00000001877bf97c (__TEXT,__text) external _vImageHorizontalShear_CbCrF
00000001877bea5c (__TEXT,__text) external _vImageHorizontalShear_Planar16F
0000000187708168 (__TEXT,__text) external _vImageHorizontalShear_Planar16S
0000000187708b48 (__TEXT,__text) external _vImageHorizontalShear_Planar16U
000000018763d6fc (__TEXT,__text) external _vImageHorizontalShear_Planar8
0000000187709530 (__TEXT,__text) external _vImageHorizontalShear_PlanarF
000000018770af6c (__TEXT,__text) external _vImageHorizontalShear_XRGB2101010W
000000018774e244 (__TEXT,__text) external _vImageInterpolatedLookupTable_PlanarF
000000018774f1c8 (__TEXT,__text) external _vImageInvert_16U
000000018774ee58 (__TEXT,__text) external _vImageInvert_8
000000018774f534 (__TEXT,__text) external _vImageInvert_F
00000001876634c0 (__TEXT,__text) external _vImageLinearTransform_16Q12to8
000000018775d818 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U
0000000187663488 (__TEXT,__text) external _vImageLinearTransform_16Uto8
00000001876634a4 (__TEXT,__text) external _vImageLinearTransform_16UtoF
000000018775bf10 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8
0000000187663438 (__TEXT,__text) external _vImageLinearTransform_8to16Q12
0000000187663454 (__TEXT,__text) external _vImageLinearTransform_8to16U
0000000187663470 (__TEXT,__text) external _vImageLinearTransform_8toF
000000018775dd84 (__TEXT,__text) external _vImageLinearTransform_F
00000001876634f8 (__TEXT,__text) external _vImageLinearTransform_Fto16U
00000001876634dc (__TEXT,__text) external _vImageLinearTransform_Fto8
000000018765c8d0 (__TEXT,__text) non-external (was a private external) _vImageLogDebug
000000018765c80c (__TEXT,__text) non-external (was a private external) _vImageLogError
000000018765c748 (__TEXT,__text) non-external (was a private external) _vImageLogWarning
000000018774d6d8 (__TEXT,__text) external _vImageLookupTable_8to64U
000000018761a4e0 (__TEXT,__text) external _vImageLookupTable_Planar16
000000018774d9bc (__TEXT,__text) external _vImageLookupTable_Planar16WithClipping
000000018774d410 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar128
000000018761a324 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar16
00000001876463ec (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar24
000000018774cfd8 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar48
000000018774d1f4 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar96
0000000187626290 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanarF
000000018774b70c (__TEXT,__text) external _vImageLookupTable_PlanarFtoPlanar8
0000000187768648 (__TEXT,__text) external _vImageMapping_CreateFromMap_Image8U
000000018790cf9c (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.1
000000018790cfc8 (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.2
000000018790cff4 (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.3
000000018790d020 (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.4
0000000187768ab0 (__TEXT,__text) external _vImageMapping_Release
000000018763b4f8 (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888
000000018774a134 (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888ToPlanar8
000000018774a7c8 (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFF
000000018774a270 (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFFToPlanarF
0000000187616a44 (__TEXT,__text) external _vImageMatrixMultiply_Planar16S
0000000187749a4c (__TEXT,__text) external _vImageMatrixMultiply_Planar8
0000000187615770 (__TEXT,__text) external _vImageMatrixMultiply_PlanarF
0000000187741bc0 (__TEXT,__text) external _vImageMax_ARGB8888
00000001877432a8 (__TEXT,__text) external _vImageMax_ARGBFFFF
0000000187623de0 (__TEXT,__text) external _vImageMax_Planar8
00000001877404d8 (__TEXT,__text) external _vImageMax_PlanarF
0000000187742314 (__TEXT,__text) external _vImageMin_ARGB8888
00000001877439e4 (__TEXT,__text) external _vImageMin_ARGBFFFF
0000000187624398 (__TEXT,__text) external _vImageMin_Planar8
0000000187740c2c (__TEXT,__text) external _vImageMin_PlanarF
000000018774ebf8 (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_Planar16Q12
000000018761cf50 (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_PlanarF
000000018761aa18 (__TEXT,__text) external _vImageMultidimensionalTable_Create
000000018761fb5c (__TEXT,__text) external _vImageMultidimensionalTable_Release
000000018774e8c0 (__TEXT,__text) external _vImageMultidimensionalTable_Retain
000000018778dfb4 (__TEXT,__text) external _vImageNewResamplingFilter
00000001876272fc (__TEXT,__text) external _vImageNewResamplingFilterForFunctionUsingBuffer
000000018790c98c (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB16U
0000000187626c70 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB8888
000000018790cc0c (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGBFFFF
0000000187626bd8 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGB8888
000000018790cc5c (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGBFFFF
0000000187763f0c (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U
0000000187763ddc (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8
0000000187764058 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF
000000018790ce38 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16F
000000018790cd74 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16S
000000018790cdb0 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16U
000000018790cd00 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar8
000000018790cdf4 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_PlanarF
000000018790c6e0 (__TEXT,__text) external _vImageOverwriteChannels_ARGB16U
000000018790c69c (__TEXT,__text) external _vImageOverwriteChannels_ARGB8888
000000018790c948 (__TEXT,__text) external _vImageOverwriteChannels_ARGBFFFF
0000000187748c18 (__TEXT,__text) external _vImagePNGDecompressionFilter
0000000187674a84 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB16U
00000001876306b0 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB8888
0000000187674d78 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGBFFFF
000000018767488c (__TEXT,__text) external _vImagePermuteChannels_ARGB16F
0000000187631b50 (__TEXT,__text) external _vImagePermuteChannels_ARGB16U
000000018761edbc (__TEXT,__text) external _vImagePermuteChannels_ARGB8888
0000000187674890 (__TEXT,__text) external _vImagePermuteChannels_ARGBFFFF
0000000187766e08 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U
0000000187766248 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8
000000018776781c (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF
0000000187675070 (__TEXT,__text) external _vImagePermuteChannels_RGB888
0000000187711e4c (__TEXT,__text) external _vImagePerspectiveWarp_ARGB16F
000000018771185c (__TEXT,__text) external _vImagePerspectiveWarp_ARGB16U
0000000187711260 (__TEXT,__text) external _vImagePerspectiveWarp_ARGB8888
0000000187711b34 (__TEXT,__text) external _vImagePerspectiveWarp_Planar16F
0000000187711538 (__TEXT,__text) external _vImagePerspectiveWarp_Planar16U
0000000187710e8c (__TEXT,__text) external _vImagePerspectiveWarp_Planar8
000000018774c76c (__TEXT,__text) external _vImagePiecewiseGamma_Planar16Q12
000000018774c928 (__TEXT,__text) external _vImagePiecewiseGamma_Planar16Q12toPlanar8
000000018774c53c (__TEXT,__text) external _vImagePiecewiseGamma_Planar8
000000018774c644 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8toPlanar16Q12
000000018774c998 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8toPlanarF
00000001876151b4 (__TEXT,__text) external _vImagePiecewiseGamma_PlanarF
000000018774cc5c (__TEXT,__text) external _vImagePiecewiseGamma_PlanarFtoPlanar8
000000018774ae64 (__TEXT,__text) external _vImagePiecewisePolynomial_Planar8toPlanarF
000000018761d438 (__TEXT,__text) external _vImagePiecewisePolynomial_PlanarF
000000018774bac8 (__TEXT,__text) external _vImagePiecewisePolynomial_PlanarFtoPlanar8
000000018774e464 (__TEXT,__text) external _vImagePiecewiseRational_PlanarF
000000018765ea68 (__TEXT,__text) external _vImagePremultipliedAlphaBlendDarken_RGBA8888
000000018765e820 (__TEXT,__text) external _vImagePremultipliedAlphaBlendLighten_RGBA8888
000000018765e390 (__TEXT,__text) external _vImagePremultipliedAlphaBlendMultiply_RGBA8888
000000018765e5d8 (__TEXT,__text) external _vImagePremultipliedAlphaBlendScreen_RGBA8888
000000018761e8fc (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_ARGB8888
0000000187617898 (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_RGBA8888
000000018765d8cc (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGB8888
000000018765dd7c (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGBFFFF
000000018765db24 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRA8888
000000018765dfd8 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRAFFFF
000000018765d44c (__TEXT,__text) external _vImagePremultipliedAlphaBlend_Planar8
000000018765d68c (__TEXT,__text) external _vImagePremultipliedAlphaBlend_PlanarF
000000018765f130 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGB8888
000000018765f388 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGBFFFF
000000018765ecb0 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_Planar8
000000018765eef0 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_PlanarF
0000000187660764 (__TEXT,__text) external _vImagePremultiplyData_ARGB16Q12
0000000187660544 (__TEXT,__text) external _vImagePremultiplyData_ARGB16U
0000000187617a78 (__TEXT,__text) external _vImagePremultiplyData_ARGB8888
000000018765fbb4 (__TEXT,__text) external _vImagePremultiplyData_ARGBFFFF
0000000187763288 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst
000000018776302c (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast
000000018776378c (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst
00000001877634fc (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast
0000000187762d90 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst
0000000187622b18 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast
0000000187763bf8 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst
0000000187763a34 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast
000000018765f5e0 (__TEXT,__text) external _vImagePremultiplyData_Planar8
000000018765f880 (__TEXT,__text) external _vImagePremultiplyData_PlanarF
0000000187660084 (__TEXT,__text) external _vImagePremultiplyData_RGBA16F
0000000187632a7c (__TEXT,__text) external _vImagePremultiplyData_RGBA16Q12
0000000187660324 (__TEXT,__text) external _vImagePremultiplyData_RGBA16U
0000000187617708 (__TEXT,__text) external _vImagePremultiplyData_RGBA8888
000000018765fe64 (__TEXT,__text) external _vImagePremultiplyData_RGBAFFFF
00000001877481cc (__TEXT,__text) non-external _vImageRLD_Float
0000000187747b8c (__TEXT,__text) non-external _vImageRLD_Int
0000000187768abc (__TEXT,__text) external _vImageRemap_Image8U
0000000187765a4c (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst
00000001877657b4 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast
0000000187765508 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst
0000000187765274 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast
0000000187765f94 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst
0000000187765cfc (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast
0000000187748150 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGB8888
0000000187748bd0 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGBFFFF
0000000187747b60 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_Planar8
000000018774817c (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_PlanarF
0000000187705db0 (__TEXT,__text) external _vImageRotate90_ARGB16F
0000000187706e10 (__TEXT,__text) external _vImageRotate90_ARGB16S
000000018770651c (__TEXT,__text) external _vImageRotate90_ARGB16U
000000018770618c (__TEXT,__text) external _vImageRotate90_ARGB8888
000000018770775c (__TEXT,__text) external _vImageRotate90_ARGBFFFF
00000001877059e4 (__TEXT,__text) external _vImageRotate90_CbCr16F
0000000187714dd4 (__TEXT,__text) external _vImageRotate90_CbCr16S
0000000187714d64 (__TEXT,__text) external _vImageRotate90_CbCr16U
0000000187714d24 (__TEXT,__text) external _vImageRotate90_CbCr8
0000000187714e44 (__TEXT,__text) external _vImageRotate90_CbCrF
0000000187705664 (__TEXT,__text) external _vImageRotate90_Planar16F
0000000187714cfc (__TEXT,__text) external _vImageRotate90_Planar16S
0000000187714cd8 (__TEXT,__text) external _vImageRotate90_Planar16U
0000000187704384 (__TEXT,__text) external _vImageRotate90_Planar8
0000000187704ccc (__TEXT,__text) external _vImageRotate90_PlanarF
0000000187705a54 (__TEXT,__text) external _vImageRotate_ARGB16F
0000000187706ab4 (__TEXT,__text) external _vImageRotate_ARGB16S
00000001877061b0 (__TEXT,__text) external _vImageRotate_ARGB16U
0000000187705e20 (__TEXT,__text) external _vImageRotate_ARGB8888
00000001877073ec (__TEXT,__text) external _vImageRotate_ARGBFFFF
0000000187705688 (__TEXT,__text) external _vImageRotate_CbCr16F
00000001877052f8 (__TEXT,__text) external _vImageRotate_Planar16F
0000000187704024 (__TEXT,__text) external _vImageRotate_Planar8
000000018770495c (__TEXT,__text) external _vImageRotate_PlanarF
000000018770c2b8 (__TEXT,__text) external _vImageScale_ARGB16F
0000000187709fd8 (__TEXT,__text) external _vImageScale_ARGB16S
00000001876364b4 (__TEXT,__text) external _vImageScale_ARGB16U
0000000187626ec4 (__TEXT,__text) external _vImageScale_ARGB8888
000000018770b520 (__TEXT,__text) external _vImageScale_ARGBFFFF
000000018770be3c (__TEXT,__text) external _vImageScale_CbCr16F
0000000187709b38 (__TEXT,__text) external _vImageScale_CbCr16U
0000000187640768 (__TEXT,__text) external _vImageScale_CbCr8
000000018770c734 (__TEXT,__text) non-external (was a private external) _vImageScale_Downsample2x
000000018770c9f8 (__TEXT,__text) non-external (was a private external) _vImageScale_Downsample2xCbCr
000000018770b9d0 (__TEXT,__text) external _vImageScale_Planar16F
0000000187707cfc (__TEXT,__text) external _vImageScale_Planar16S
00000001877086dc (__TEXT,__text) external _vImageScale_Planar16U
000000018763cd4c (__TEXT,__text) external _vImageScale_Planar8
00000001877090bc (__TEXT,__text) external _vImageScale_PlanarF
000000018770a9d0 (__TEXT,__text) external _vImageScale_XRGB2101010W
000000018766be58 (__TEXT,__text) external _vImageSelectChannels_ARGB8888
000000018766be80 (__TEXT,__text) external _vImageSelectChannels_ARGBFFFF
000000018764e6cc (__TEXT,__text) external _vImageSepConvolve_Planar16F
000000018764f4d8 (__TEXT,__text) external _vImageSepConvolve_Planar16U
000000018764ee68 (__TEXT,__text) external _vImageSepConvolve_Planar8
00000001876501bc (__TEXT,__text) external _vImageSepConvolve_Planar8to16S
000000018764fb40 (__TEXT,__text) external _vImageSepConvolve_Planar8to16U
000000018764dfac (__TEXT,__text) external _vImageSepConvolve_PlanarF
0000000187650790 (__TEXT,__text) external _vImageSquareBoxConvolve_Planar8
000000018774c908 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_Planar16Q12
0000000187615198 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_PlanarF
000000018774dce4 (__TEXT,__text) external _vImageSymmetricPiecewisePolynomial_PlanarF
00000001876689fc (__TEXT,__text) external _vImageTableLookUp_ARGB8888
0000000187668ce4 (__TEXT,__text) external _vImageTableLookUp_Planar8
000000018769ded4 (__TEXT,__text) external _vImageTentConvolve_ARGB8888
000000018769d6f4 (__TEXT,__text) external _vImageTentConvolve_Planar8
000000018766680c (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_Planar16Q12
000000018766641c (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_PlanarF
0000000187666ef4 (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_Planar16Q12
0000000187666b04 (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_PlanarF
00000001876675dc (__TEXT,__text) external _vImageTransformPQToneMapping_Planar16Q12
00000001876671ec (__TEXT,__text) external _vImageTransformPQToneMapping_PlanarF
00000001876651ac (__TEXT,__text) external _vImageTransformTRCParametric_Planar16Q12
0000000187664db8 (__TEXT,__text) external _vImageTransformTRCParametric_PlanarF
0000000187665e28 (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_Planar16Q12
0000000187665c2c (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_PlanarF
0000000187666220 (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_Planar16Q12
0000000187666024 (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_PlanarF
0000000187665638 (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_Planar16Q12
000000018766543c (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_PlanarF
0000000187665a30 (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_Planar16Q12
0000000187665834 (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_PlanarF
0000000187661644 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16Q12
0000000187660f54 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16U
000000018761f1dc (__TEXT,__text) external _vImageUnpremultiplyData_ARGB8888
0000000187661174 (__TEXT,__text) external _vImageUnpremultiplyData_ARGBFFFF
0000000187761838 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst
0000000187761354 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast
000000018776213c (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst
0000000187761d40 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast
0000000187760d90 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst
000000018761616c (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast
0000000187762950 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst
0000000187762564 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast
0000000187660a14 (__TEXT,__text) external _vImageUnpremultiplyData_Planar8
0000000187660c6c (__TEXT,__text) external _vImageUnpremultiplyData_PlanarF
0000000187661ca4 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16F
0000000187661864 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16Q12
0000000187661424 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16U
0000000187619ee4 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA8888
0000000187661a84 (__TEXT,__text) external _vImageUnpremultiplyData_RGBAFFFF
0000000187714cd4 (__TEXT,__text) external _vImageVerticalReflect_ARGB16F
00000001877145d0 (__TEXT,__text) external _vImageVerticalReflect_ARGB16S
0000000187714250 (__TEXT,__text) external _vImageVerticalReflect_ARGB16U
0000000187713ed0 (__TEXT,__text) external _vImageVerticalReflect_ARGB8888
0000000187714950 (__TEXT,__text) external _vImageVerticalReflect_ARGBFFFF
0000000187714cd0 (__TEXT,__text) external _vImageVerticalReflect_CbCr16F
0000000187714ccc (__TEXT,__text) external _vImageVerticalReflect_Planar16F
0000000187714c7c (__TEXT,__text) external _vImageVerticalReflect_Planar16U
0000000187713818 (__TEXT,__text) external _vImageVerticalReflect_Planar8
0000000187713ba4 (__TEXT,__text) external _vImageVerticalReflect_PlanarF
00000001877bf44c (__TEXT,__text) external _vImageVerticalShearD_ARGB16F
0000000187707134 (__TEXT,__text) external _vImageVerticalShearD_ARGB16S
00000001877067fc (__TEXT,__text) external _vImageVerticalShearD_ARGB16U
0000000187647bf8 (__TEXT,__text) external _vImageVerticalShearD_ARGB8888
0000000187710908 (__TEXT,__text) external _vImageVerticalShearD_ARGBFFFF
00000001877bef54 (__TEXT,__text) external _vImageVerticalShearD_CbCr16F
000000018770e828 (__TEXT,__text) external _vImageVerticalShearD_CbCr16S
000000018770e4f8 (__TEXT,__text) external _vImageVerticalShearD_CbCr16U
00000001877bf988 (__TEXT,__text) external _vImageVerticalShearD_CbCrF
00000001877bea68 (__TEXT,__text) external _vImageVerticalShearD_Planar16F
00000001877046a4 (__TEXT,__text) external _vImageVerticalShearD_Planar8
0000000187704ff8 (__TEXT,__text) external _vImageVerticalShearD_PlanarF
00000001877bf6b8 (__TEXT,__text) external _vImageVerticalShear_ARGB16F
000000018770a714 (__TEXT,__text) external _vImageVerticalShear_ARGB16S
