00000001e1a09830 (__DATA,__data) non-external _.compoundliteral
00000001c2506108 (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeGetFunctionObject
00000001c2505ce0 (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeGetName
00000001c25145f0 (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeListNodeAddType
00000001c25145d8 (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeListNodeGetType
00000001c25145d0 (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeListNodeGetTypeCount
00000001c25145f8 (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeListNodeInsertType
00000001c25145e4 (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeListNodeSetType
00000001c2515c40 (__TEXT,__text) non-external (was a private external) _glpSubroutineUniformNodeGetExtra
00000001c2514f64 (__TEXT,__text) non-external (was a private external) _glpSwitchStatementNodeGetBody
00000001c2514f4c (__TEXT,__text) non-external (was a private external) _glpSwitchStatementNodeGetExpr
00000001c2514f70 (__TEXT,__text) non-external (was a private external) _glpSwitchStatementNodeSetBody
00000001c2514f58 (__TEXT,__text) non-external (was a private external) _glpSwitchStatementNodeSetExpr
00000001c24d9aac (__TEXT,__text) non-external _glpTextureNameFromSamplerType
00000001c25153f8 (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeAddDef
00000001c25114ec (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeGetDef
00000001c25114e4 (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeGetDefCount
00000001c251148c (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeGetGlobalTypeQualifier
00000001c2515400 (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeInsertDef
00000001c25153ec (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeSetDef
00000001c25118c8 (__TEXT,__text) non-external (was a private external) _glpTypeConversionNodeGetToPrecision
00000001c25118c0 (__TEXT,__text) non-external (was a private external) _glpTypeConversionNodeGetToType
00000001c25118d0 (__TEXT,__text) non-external (was a private external) _glpTypeConversionNodeSetToPrecision
00000001c24dfd64 (__TEXT,__text) non-external (was a private external) _glpTypeFromScalarTypeAndComponentCount
00000001c24b88ec (__TEXT,__text) non-external (was a private external) _glpTypeGetAppleVec4Types
00000001c25059b8 (__TEXT,__text) non-external (was a private external) _glpTypeGetKind
00000001c2506224 (__TEXT,__text) non-external (was a private external) _glpTypeGetSamplerCount
00000001c2506cac (__TEXT,__text) non-external (was a private external) _glpTypeHumanReadableDescription
00000001c2511a0c (__TEXT,__text) non-external (was a private external) _glpTypeIdentifierNodeGetName
00000001c2506358 (__TEXT,__text) non-external (was a private external) _glpTypeIsAtomic
00000001c250642c (__TEXT,__text) non-external (was a private external) _glpTypeIsSized
00000001c2506954 (__TEXT,__text) non-external (was a private external) _glpTypeParseDeref
00000001c24b8700 (__TEXT,__text) non-external (was a private external) _glpTypeSizeGetSize
00000001c24b86f4 (__TEXT,__text) non-external (was a private external) _glpTypeSizeIsValid
00000001c24dca94 (__TEXT,__text) non-external _glpTypeToLLVMType
00000001c250b1c8 (__TEXT,__text) non-external (was a private external) _glpTypedValueHash
00000001c24b8690 (__TEXT,__text) non-external (was a private external) _glpTypedValueHashCache
00000001c24b85f8 (__TEXT,__text) non-external (was a private external) _glpTypedValueHashGet
00000001c24b83e8 (__TEXT,__text) non-external (was a private external) _glpTypedValueHashPut
00000001c250b244 (__TEXT,__text) non-external (was a private external) _glpTypedValuesEqual
00000001c2505ec0 (__TEXT,__text) non-external (was a private external) _glpTypesEqual
00000001c2511548 (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorNodeGetExpr
00000001c2511554 (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorNodeSetExpr
00000001c2507158 (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorStringToSymbol
00000001c2511d44 (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeGetCallee
00000001c2511d54 (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeSetCallee
00000001c24b94dc (__TEXT,__text) non-external (was a private external) _glpUnlockPoolAllocator
00000001c2542c7c (__TEXT,__text) non-external (was a private external) _glpUpdateExtensionBehavior
00000001c24fa3f8 (__TEXT,__text) non-external (was a private external) _glpValidateSwizzle
00000001c250ae54 (__TEXT,__text) non-external (was a private external) _glpValueGetAsSize
00000001c250adf0 (__TEXT,__text) non-external (was a private external) _glpValueIsUsableAsSize
00000001c25136d8 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeAddDeclaration
00000001c2513698 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetBaseType
00000001c25136b8 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclaration
00000001c25136b0 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclarationCount
00000001c25136e0 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeInsertDeclaration
00000001c25136a4 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetBaseType
00000001c25136c8 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetDeclaration
00000001c25135bc (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetExtra
00000001c25135e4 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetInitializer
00000001c25135b4 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetIsFromSource
00000001c25135a0 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetName
00000001c25135cc (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetType
00000001c25135c4 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetExtra
00000001c25135f0 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetInitializer
00000001c25135ac (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetName
00000001c25135d8 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetType
00000001c2511974 (__TEXT,__text) non-external (was a private external) _glpVariableIdentifierNodeGetName
00000001c24e0ea4 (__TEXT,__text) non-external (was a private external) _glpVariableObjectExtendImplicitArraySize
00000001c24e0cf4 (__TEXT,__text) non-external (was a private external) _glpVariableObjectGetABI
00000001c24e0dc4 (__TEXT,__text) non-external (was a private external) _glpVariableObjectValidateImplicitArraySize
00000001c2530a84 (__TEXT,__text) non-external _glpVecFromValue
00000001c25720f0 (__TEXT,__text) external _glpVertexStateToPPStream
00000001c2562238 (__TEXT,__text) non-external _glpWriteClampSat
00000001c25622d0 (__TEXT,__text) non-external _glpWriteDestinationOperand
00000001c25657c0 (__TEXT,__text) non-external _glpWriteOperandSize
00000001c2512f44 (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeGetExtra
00000001c2512f4c (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeSetExtra
00000001c2562214 (__TEXT,__text) non-external _glpWritePrecision
00000001c2561ba8 (__TEXT,__text) non-external _glpWriteSizeType
00000001c2565708 (__TEXT,__text) non-external _glpWriteSizeTypePrecision
00000001c2561c58 (__TEXT,__text) non-external _glpWriteSourceOperand
00000001c24ffb00 (__TEXT,__text) non-external (was a private external) _glp_serialized_integer32_control
00000001c24ffa84 (__TEXT,__text) non-external (was a private external) _glp_serialized_integer64_control
00000001c2447ac0 (__TEXT,__text) non-external (was a private external) _glp_strtod
00000001c24b612c (__TEXT,__text) external _glsmAllocateTextureLevels
00000001c24b6240 (__TEXT,__text) external _glsmCleanTextureGeometry
00000001c24b7088 (__TEXT,__text) external _glsmCreateBuffer
00000001c24b6f30 (__TEXT,__text) external _glsmCreateSampler
00000001c24b60bc (__TEXT,__text) external _glsmCreateTexture
00000001c24b70d0 (__TEXT,__text) external _glsmDestroyBuffer
00000001c24b6f7c (__TEXT,__text) external _glsmDestroySampler
00000001c24b61f4 (__TEXT,__text) external _glsmDestroyTexture
00000001c24b616c (__TEXT,__text) external _glsmFreeTextureLevelBuffers
00000001c24b6784 (__TEXT,__text) external _glsmLoadTextureLevelBuffer
00000001c24b6cf4 (__TEXT,__text) external _glsmLoadTextureStructure
00000001c24b6544 (__TEXT,__text) non-external _glsmResetTextureLevel
00000001c24b6f80 (__TEXT,__text) external _glsmUpdateTexImageDataInPPStream
00000001c244826c (__TEXT,__text) non-external (was a private external) _glvmCPGetAttributeCode
00000001c244b358 (__TEXT,__text) external _glvmCalculateSurfaceTextureBase
00000001c24737f4 (__TEXT,__text) non-external (was a private external) _glvmChooseArgTypeConversion
00000001c2473a48 (__TEXT,__text) non-external (was a private external) _glvmChooseDestTypeConversion
00000001c24b236c (__TEXT,__text) external _glvmCopyAttributes
00000001c244828c (__TEXT,__text) non-external (was a private external) _glvmEPGetAttributeCode
00000001c244830c (__TEXT,__text) non-external (was a private external) _glvmFPGetAttributeCode
00000001c24482ac (__TEXT,__text) non-external (was a private external) _glvmGPGetAttributeCode
00000001c24483c4 (__TEXT,__text) external _glvmGetConstants
00000001c248f9f0 (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00000001c2447d78 (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
00000001c248ffec (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00000001c24481ec (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00000001c248f160 (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00000001c24a8cf4 (__TEXT,__text) external _glvmInterpretCPTransformPatch
00000001c24a6b48 (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00000001c24ab9d0 (__TEXT,__text) external _glvmInterpretEPTransformPatch
00000001c24a935c (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00000001c24b4c84 (__TEXT,__text) external _glvmInterpretFPTransformFour
00000001c24b25d8 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00000001c24af9a4 (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00000001c24ace64 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00000001c24a6494 (__TEXT,__text) external _glvmInterpretVPTransformFour
00000001c24a38dc (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00000001c24790d8 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00000001c247552c (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00000001c2482368 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00000001c2486818 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00000001c248a978 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00000001c24899b4 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00000001c247f4e0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00000001c2475f34 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00000001c2473c40 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00000001c2530d24 (__TEXT,__text) non-external _glvmOp
00000001c2492544 (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00000001c249f7d4 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00000001c24926e4 (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00000001c2496388 (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00000001c24928a4 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00000001c249eef8 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00000001c24964d4 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00000001c2492a50 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00000001c24924e8 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00000001c24924c0 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00000001c24924e4 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00000001c249f6a4 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00000001c2492bfc (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00000001c249f904 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00000001c2492e14 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00000001c2496518 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00000001c2491690 (__TEXT,__text) non-external (was a private external) _glvmOperationATN_Core
00000001c249d87c (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00000001c24a1bb8 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00000001c24a17f4 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00000001c2492e20 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00000001c249a964 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00000001c249a8f4 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00000001c249f2e0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00000001c2492f94 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00000001c249f444 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00000001c24afc48 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00000001c24962fc (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00000001c2496328 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00000001c2493020 (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00000001c2497480 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00000001c24967c8 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00000001c2496b30 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00000001c2496f08 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00000001c2497144 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00000001c2497314 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00000001c249c8ac (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00000001c24973d8 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00000001c24a694c (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00000001c24a9160 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00000001c24b2380 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00000001c24acc5c (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00000001c24a3670 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00000001c24ac524 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00000001c24ac9e4 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00000001c24ac780 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00000001c2493060 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00000001c2490dac (__TEXT,__text) non-external (was a private external) _glvmOperationEX2_Core
00000001c24931c4 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00000001c24931cc (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00000001c249ffc0 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00000001c249fcec (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00000001c249af50 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00000001c24a1dfc (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00000001c24a20c0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00000001c2493388 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00000001c2490b80 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR_CEI_Core
00000001c24934fc (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00000001c249fcc8 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00000001c246e020 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00000001c2496354 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00000001c24a23dc (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00000001c24a2400 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00000001c24a2560 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00000001c2495510 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00000001c249fa34 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00000001c249fb28 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00000001c246e028 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00000001c246e05c (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00000001c24a023c (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00000001c2493864 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00000001c2493d00 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00000001c2491164 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2_Core
00000001c2493e60 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00000001c249d950 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00000001c2494024 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00000001c2494034 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00000001c249b5e0 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00000001c249b954 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00000001c249794c (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00000001c2497cdc (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00000001c249806c (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00000001c2498070 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00000001c24941b8 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00000001c24987f8 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00000001c24a1724 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00000001c2494228 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00000001c249425c (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00000001c2494738 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00000001c249ef3c (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00000001c2498944 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00000001c24a0724 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00000001c24a0508 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00000001c24a16dc (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00000001c24a0f08 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00000001c24a133c (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00000001c2498988 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00000001c2495430 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00000001c2495470 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00000001c2495474 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00000001c246e024 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00000001c2498ba4 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00000001c249ba50 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00000001c249de58 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00000001c249e0a0 (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00000001c24954ac (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00000001c2492430 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00000001c2496274 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00000001c249911c (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00000001c24991e4 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00000001c2499634 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00000001c249964c (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00000001c24998cc (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00000001c249efc4 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00000001c249f0c8 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00000001c24956e8 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00000001c249f314 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00000001c249133c (__TEXT,__text) non-external (was a private external) _glvmOperationSIN_Core
00000001c2499b4c (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00000001c2499dcc (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00000001c249c4e0 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00000001c249a04c (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00000001c24956ec (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00000001c2495864 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00000001c24a8f94 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00000001c24abca0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00000001c24a2698 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00000001c249a4a0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00000001c249a4b8 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00000001c249c954 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00000001c24afe78 (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00000001c2495be4 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00000001c249f574 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00000001c246de9c (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00000001c246dd08 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00000001c246ddd0 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00000001c249fca4 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00000001c249ecb0 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00000001c24a0b64 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00000001c24a0684 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00000001c24a1700 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00000001c24a11a8 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00000001c24a15dc (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00000001c249ef80 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00000001c249a604 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00000001c249a8b0 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00000001c24924ec (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00000001c2491a9c (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise2D
00000001c2491c1c (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00000001c2491ebc (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00000001c246ddf0 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00000001c246dc60 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00000001c246df34 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00000001c246dd28 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00000001c246dfec (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00000001c246dbd0 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00000001c246dbf8 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00000001c246ded4 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00000001c246dc44 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00000001c246db38 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00000001c246debc (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00000001c246dc3c (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00000001c24b1c3c (__TEXT,__text) external _glvmPreloadFPTransformFour
00000001c24affe0 (__TEXT,__text) non-external (was a private external) _glvmPreloadPositionAttrib
00000001c24b0188 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00000001c246e65c (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00000001c2470c0c (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00000001c246e068 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00000001c246e818 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00000001c2470278 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00000001c2472118 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00000001c2472260 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00000001c246e294 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00000001c246e3d0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00000001c246e418 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00000001c246e5a8 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00000001c24702b4 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00000001c24725ec (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00000001c24727bc (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00000001c2472a6c (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00000001c246d160 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00000001c246d054 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00000001c244c400 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00000001c24521c8 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00000001c2453518 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00000001c246d0a0 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00000001c24a63c0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001c24a8c20 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001c24ab8fc (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001c24af8d0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001c24b4bb0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001c244a684 (__TEXT,__text) external _glvmSetTextureFormat
00000001c2473588 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00000001c247ba34 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00000001c247ec28 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00000001c2484228 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00000001c24880a4 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00000001c248c8f8 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00000001c2489f60 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00000001c2480460 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00000001c248551c (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00000001c2488d2c (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00000001c248d8c0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00000001c248a464 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00000001c2481154 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
