00007ff841e679d0 (__DATA,__data) non-external _.compoundliteral
00007ff803440934 (__TEXT,__text) non-external _oblist_add_by_name
00007ff8034408a1 (__TEXT,__text) non-external _oblist_find_by_name
00007ff80344f67e (__TEXT,__text) non-external _op_concat
00007ff80344fb14 (__TEXT,__text) non-external _operand_release
00007ff803463fdc (__TEXT,__text) non-external _operation_expand
00007ff8402593a0 (__DATA_CONST,__const) non-external _operation_info
00007ff840258da0 (__DATA_CONST,__const) non-external _operation_names
00007ff803463a0c (__TEXT,__text) non-external _operator_name
00007ff80344f4b0 (__TEXT,__text) non-external _operator_precedence
00007ff8034412ff (__TEXT,__text) non-external _opexe_0
00007ff803467868 (__TEXT,__text) non-external _opexe_0.cold.1
00007ff80346788b (__TEXT,__text) non-external _opexe_0.cold.2
00007ff803443bdc (__TEXT,__text) non-external _opexe_1
00007ff8034447c8 (__TEXT,__text) non-external _opexe_2
00007ff80344579c (__TEXT,__text) non-external _opexe_3
00007ff803445e80 (__TEXT,__text) non-external _opexe_4
00007ff803442820 (__TEXT,__text) non-external _opexe_5
00007ff80345b62c (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ff803448545 (__TEXT,__text) non-external (was a private external) _pair_car
00007ff803448593 (__TEXT,__text) non-external (was a private external) _pair_cdr
00007ff803449489 (__TEXT,__text) non-external _parse_pattern
00007ff8034638c1 (__TEXT,__text) non-external _peek_operand
00007ff8034821a0 (__TEXT,__const) non-external _policy_scm
00007ff803460437 (__TEXT,__text) non-external _populate_modifier_descriptor
00007ff8034607df (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
00007ff803447836 (__TEXT,__text) non-external _port_close
00007ff803440ca8 (__TEXT,__text) non-external _port_from_string
00007ff803448c9f (__TEXT,__text) non-external _port_rep_from_file
00007ff80345a70b (__TEXT,__text) non-external _previously_emitted_buffer
00007ff80345fdf4 (__TEXT,__text) non-external _previously_emitted_condition
00007ff80345d370 (__TEXT,__text) non-external _printatom
00007ff80345cfbe (__TEXT,__text) non-external _printslashstring
00007ff840256fd0 (__DATA_CONST,__const) non-external _profile_dirs
00007ff80345fa23 (__TEXT,__text) non-external _profile_has_mach_message_filters
00007ff80345f9f0 (__TEXT,__text) non-external _profile_has_message_filters
00007ff8034517ec (__TEXT,__text) non-external _push_bytes
00007ff8034501db (__TEXT,__text) non-external _push_byteset
00007ff8034639a6 (__TEXT,__text) non-external _push_byteset_skip
00007ff8034519aa (__TEXT,__text) non-external _push_jne_instr
00007ff80344f4f5 (__TEXT,__text) non-external _push_literal
00007ff803451b17 (__TEXT,__text) non-external _push_match_sequence_instr
00007ff803466388 (__TEXT,__text) non-external _push_match_variable_instr
00007ff80345bf42 (__TEXT,__text) non-external _push_nop
00007ff803463a7c (__TEXT,__text) non-external _push_operand
00007ff80344effc (__TEXT,__text) non-external _push_operator
00007ff8034664da (__TEXT,__text) non-external _push_repeat_seek_byte_instr
00007ff803463910 (__TEXT,__text) non-external _push_seek
00007ff80346642b (__TEXT,__text) non-external _push_seek_byte_instr
00007ff80345c25c (__TEXT,__text) non-external (was a private external) _putcharacter
00007ff80345c210 (__TEXT,__text) non-external (was a private external) _putstr
00007ff80345d2d4 (__TEXT,__text) non-external _readsharpstrexp
00007ff8034438a6 (__TEXT,__text) non-external _readstr_upto
00007ff80345d0e2 (__TEXT,__text) non-external _readstrexp
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _reallocf (from libSystem)
00007ff80345a872 (__TEXT,__text) non-external _record_buffer_data
00007ff80345a973 (__TEXT,__text) non-external _record_condition_data
00007ff803451cf3 (__TEXT,__text) non-external _regex_quote
00007ff80346395a (__TEXT,__text) non-external _remove_leading_literal_byte
00007ff803457506 (__TEXT,__text) non-external _reorder_condition
00007ff803457600 (__TEXT,__text) non-external _reorder_condition_list
00007ff803463ac0 (__TEXT,__text) non-external _reorder_policy
00007ff80344ccc2 (__TEXT,__text) non-external _reverse
00007ff803446db6 (__TEXT,__text) non-external (was a private external) _s_cons
00007ff803446877 (__TEXT,__text) non-external (was a private external) _s_immutable_cons
00007ff803442364 (__TEXT,__text) non-external _s_save
00007ff80345af79 (__TEXT,__text) external _sandbox_apply
00007ff80345af93 (__TEXT,__text) external _sandbox_apply_container
00007ff80345dacc (__TEXT,__text) external _sandbox_compile_entitlements
00007ff80343d10b (__TEXT,__text) external _sandbox_compile_file
00007ff80343d080 (__TEXT,__text) external _sandbox_compile_named
00007ff80345bc69 (__TEXT,__text) external _sandbox_compile_string
00007ff80345e430 (__TEXT,__text) external _sandbox_container_paths_iterate_items
00007ff80343cf50 (__TEXT,__text) external _sandbox_create_params
00007ff80345e839 (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
00007ff80345b056 (__TEXT,__text) external _sandbox_free_params
00007ff80345b025 (__TEXT,__text) external _sandbox_free_profile
00007ff80345dbf7 (__TEXT,__text) external _sandbox_inspect_pid
00007ff80345dcf4 (__TEXT,__text) external _sandbox_inspect_smemory
00007ff80345e445 (__TEXT,__text) external _sandbox_prepare_user_home_mount
00007ff80345e8ea (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
00007ff80345daf5 (__TEXT,__text) external _sandbox_register_profile
00007ff80345ec82 (__TEXT,__text) external _sandbox_register_sync_root
00007ff80343cf9b (__TEXT,__text) external _sandbox_set_param
00007ff80345dd74 (__TEXT,__text) external _sandbox_set_user_state_item
00007ff80345dd8c (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
00007ff80345dbca (__TEXT,__text) external _sandbox_unregister_all_profiles
00007ff80345db85 (__TEXT,__text) external _sandbox_unregister_profile
00007ff80345dcff (__TEXT,__text) external _sandbox_user_state_item_buffer_create
00007ff80345dd5c (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
00007ff80345dd0e (__TEXT,__text) external _sandbox_user_state_item_buffer_send
00007ff80345e084 (__TEXT,__text) external _sandbox_user_state_iterate_items
00007ff80345eea6 (__TEXT,__text) non-external _sb_annotation_destroy
00007ff80345edcd (__TEXT,__text) non-external _sb_annotation_list_copy
00007ff80345977f (__TEXT,__text) non-external _sb_annotation_set_integer
00007ff80345f6bb (__TEXT,__text) non-external _sb_bitmask_clear_bit
00007ff80345f4c8 (__TEXT,__text) non-external _sb_bitmask_create_empty
00007ff80345f5da (__TEXT,__text) non-external _sb_bitmask_get_hash
00007ff80345f459 (__TEXT,__text) non-external _sb_bitmask_release
00007ff80345f66a (__TEXT,__text) non-external _sb_bitmask_set_bit
00007ff80343f60a (__TEXT,__text) non-external _sb_buffer_alloc
00007ff80345055d (__TEXT,__text) non-external _sb_buffer_get_byte_count
00007ff8034505ec (__TEXT,__text) non-external _sb_buffer_get_hash
00007ff803451c3a (__TEXT,__text) non-external _sb_buffer_is_equivalent
00007ff803449b08 (__TEXT,__text) non-external _sb_buffer_release
00007ff8034509db (__TEXT,__text) non-external _sb_buffer_retain
00007ff80345f702 (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
00007ff803450599 (__TEXT,__text) non-external _sb_buffer_with_data_pointer
00007ff80344ffc6 (__TEXT,__text) non-external _sb_byteset_add_byte
00007ff803460f91 (__TEXT,__text) non-external _sb_byteset_copy
00007ff803450247 (__TEXT,__text) non-external _sb_byteset_get_population
00007ff803458ccf (__TEXT,__text) non-external _sb_byteset_is_equivalent
00007ff80345233f (__TEXT,__text) non-external _sb_byteset_iterate_ranges
00007ff80345012f (__TEXT,__text) non-external _sb_byteset_negate
00007ff80344ff83 (__TEXT,__text) non-external _sb_byteset_new
00007ff8034500c8 (__TEXT,__text) non-external _sb_byteset_release
00007ff803450075 (__TEXT,__text) non-external _sb_byteset_retain
00007ff803452489 (__TEXT,__text) non-external _sb_byteset_union
00007ff80343f4ce (__TEXT,__text) non-external _sb_calloc
00007ff8034611a1 (__TEXT,__text) non-external _sb_condition_boolean
00007ff80344cf1d (__TEXT,__text) non-external _sb_condition_conjunction
00007ff80345ba8c (__TEXT,__text) non-external _sb_condition_constant
00007ff80344a386 (__TEXT,__text) non-external _sb_condition_disjunction
00007ff803461ce4 (__TEXT,__text) non-external _sb_condition_is_bitmask
00007ff803461b98 (__TEXT,__text) non-external _sb_condition_is_boolean
00007ff803455498 (__TEXT,__text) non-external _sb_condition_is_conjunction
00007ff80344d1dc (__TEXT,__text) non-external _sb_condition_is_contrary
00007ff8034547b8 (__TEXT,__text) non-external _sb_condition_is_disjunction
00007ff80344d891 (__TEXT,__text) non-external _sb_condition_is_equivalent
00007ff80345a501 (__TEXT,__text) non-external _sb_condition_is_integer
00007ff803461c7b (__TEXT,__text) non-external _sb_condition_is_network
00007ff8034556e6 (__TEXT,__text) non-external _sb_condition_is_pattern
00007ff803449f01 (__TEXT,__text) non-external _sb_condition_is_regex
00007ff803461c0c (__TEXT,__text) non-external _sb_condition_is_string_textbuf
00007ff80345584e (__TEXT,__text) non-external _sb_condition_is_transposable
00007ff803449f6b (__TEXT,__text) non-external _sb_condition_list_append
00007ff803455dfc (__TEXT,__text) non-external _sb_condition_list_contains_condition
00007ff803455a14 (__TEXT,__text) non-external _sb_condition_list_copy
00007ff803450aff (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
00007ff803461de0 (__TEXT,__text) non-external _sb_condition_list_filter
00007ff80344c94d (__TEXT,__text) non-external _sb_condition_list_get_hash
00007ff803458814 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
00007ff80344cacc (__TEXT,__text) non-external _sb_condition_list_iterate
00007ff8034563db (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
00007ff803448478 (__TEXT,__text) non-external _sb_condition_list_new
00007ff803448bc0 (__TEXT,__text) non-external _sb_condition_list_release
00007ff803455b24 (__TEXT,__text) non-external _sb_condition_list_remove
00007ff803456bf8 (__TEXT,__text) non-external _sb_condition_matches_subset
00007ff8034545f8 (__TEXT,__text) non-external _sb_condition_negation
00007ff80345b5bb (__TEXT,__text) non-external _sb_condition_network
00007ff803449c37 (__TEXT,__text) non-external _sb_condition_new
00007ff80344ff18 (__TEXT,__text) non-external _sb_condition_pattern
00007ff803461525 (__TEXT,__text) non-external _sb_condition_pattern_literal
00007ff80344a73e (__TEXT,__text) non-external _sb_condition_pattern_path
00007ff80344a214 (__TEXT,__text) non-external _sb_condition_release
00007ff803450916 (__TEXT,__text) non-external _sb_condition_string
00007ff80343f18a (__TEXT,__text) non-external _sb_context_intern_string
00007ff8034488b5 (__TEXT,__text) non-external _sb_context_release
00007ff803448837 (__TEXT,__text) non-external _sb_context_release_modification
00007ff80343f062 (__TEXT,__text) non-external _sb_context_retain
00007ff803461e3d (__TEXT,__text) non-external _sb_context_retain_modification
00007ff803462175 (__TEXT,__text) non-external _sb_error_fatal
00007ff8034623fd (__TEXT,__text) non-external _sb_error_fatal_for_instruction
00007ff80346221c (__TEXT,__text) non-external _sb_error_for_instruction
00007ff803450420 (__TEXT,__text) non-external _sb_error_new
00007ff840257b48 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
00007ff803450303 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
00007ff803461ffc (__TEXT,__text) non-external _sb_error_set_with_description
00007ff8034620d7 (__TEXT,__text) non-external _sb_error_set_with_format
00007ff803462057 (__TEXT,__text) non-external _sb_error_set_with_formatv
00007ff8034471ff (__TEXT,__text) non-external _sb_filter_accepts_type
00007ff8034626f2 (__TEXT,__text) non-external _sb_filter_has_atom_namespace
00007ff843af58e8 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00007ff843af58f8 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
00007ff803448fa3 (__TEXT,__text) non-external _sb_fsa_acceptor
00007ff80344b9ef (__TEXT,__text) non-external _sb_fsa_copy
00007ff80344b83b (__TEXT,__text) non-external _sb_fsa_disjunction
00007ff80344bc37 (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
00007ff803456f82 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
00007ff803456e79 (__TEXT,__text) non-external _sb_fsa_matches_subset
00007ff8034521a5 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
00007ff80345258c (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
00007ff80345210b (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
00007ff80344fe7b (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
00007ff80344b608 (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
00007ff80344b7f2 (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
00007ff80345f002 (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00007ff8034499e8 (__TEXT,__text) non-external _sb_fsa_release
00007ff80344c768 (__TEXT,__text) non-external _sb_fsa_release_indegree
00007ff803449935 (__TEXT,__text) non-external _sb_fsa_retain
00007ff80344b76f (__TEXT,__text) non-external _sb_fsa_retain_indegree
00007ff803451fe0 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
00007ff80343f524 (__TEXT,__text) non-external _sb_hash_compute
00007ff80345dc0f (__TEXT,__text) non-external _sb_inspect_subsystem
00007ff80343f833 (__TEXT,__text) non-external _sb_instr_action
00007ff80344a65f (__TEXT,__text) non-external _sb_instr_conditional
00007ff8034627e0 (__TEXT,__text) non-external _sb_instr_deep_copy
00007ff803458d3b (__TEXT,__text) non-external _sb_instr_get_action_modifiers
00007ff80345489e (__TEXT,__text) non-external _sb_instr_get_jump_target
00007ff8034542d1 (__TEXT,__text) non-external _sb_instr_is_equivalent
00007ff8034628f7 (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
00007ff803462744 (__TEXT,__text) non-external _sb_instr_jump
00007ff80343f89c (__TEXT,__text) non-external _sb_instr_new
00007ff80343fa56 (__TEXT,__text) non-external _sb_instr_release
00007ff8034544bc (__TEXT,__text) non-external _sb_instr_replace
00007ff80343f953 (__TEXT,__text) non-external _sb_instr_retain
00007ff803454a05 (__TEXT,__text) non-external _sb_instr_set_condition
00007ff803450863 (__TEXT,__text) non-external _sb_instr_set_false_branch
00007ff803456b0e (__TEXT,__text) non-external _sb_instr_set_true_branch
00007ff80343f9a8 (__TEXT,__text) non-external _sb_instr_track
00007ff80343f575 (__TEXT,__text) non-external _sb_malloc
00007ff803462e01 (__TEXT,__text) non-external _sb_modifier_get_name
00007ff80344de1c (__TEXT,__text) non-external _sb_modifier_requires_argument
00007ff8034486ce (__TEXT,__text) non-external _sb_modifiers_iterate
00007ff803448738 (__TEXT,__text) non-external _sb_modifiers_release
00007ff803462f80 (__TEXT,__text) non-external _sb_modifiers_set_deny_errno
00007ff803463069 (__TEXT,__text) non-external _sb_modifiers_set_message_filter
00007ff803462e46 (__TEXT,__text) non-external _sb_modifiers_set_modifier
00007ff803462f2b (__TEXT,__text) non-external _sb_modifiers_set_signal
00007ff803462ccd (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
00007ff803462c3b (__TEXT,__text) non-external _sb_msgfilter_release
00007ff80345ad61 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
00007ff803452ff8 (__TEXT,__text) non-external _sb_mutable_buffer_new
00007ff80345ae7a (__TEXT,__text) non-external _sb_mutable_buffer_release
00007ff803459808 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00007ff803459890 (__TEXT,__text) non-external _sb_mutable_buffer_write
00007ff80345d598 (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
00007ff8034679c6 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
00007ff80345d60a (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
00007ff80345d61e (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
00007ff80345d614 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
00007ff80345d520 (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
00007ff80345d415 (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
00007ff80345d7ef (__TEXT,__text) non-external _sb_packbuff_pack_item
00007ff803467a5b (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
00007ff803467a7e (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
00007ff80345d954 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
00007ff80345d921 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
00007ff80345d7d6 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
00007ff80345d487 (__TEXT,__text) non-external _sb_packbuff_realloc
00007ff80345d6aa (__TEXT,__text) non-external _sb_packbuff_unpack_item
00007ff803467a38 (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
00007ff80345da03 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
00007ff80345d767 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
00007ff80345d651 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
00007ff80345076b (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
00007ff803449988 (__TEXT,__text) non-external _sb_pattern_new
00007ff803448ef4 (__TEXT,__text) non-external _sb_pattern_prefix
00007ff80344dffa (__TEXT,__text) non-external _sb_pattern_regex
00007ff803449e63 (__TEXT,__text) non-external _sb_pattern_release
00007ff803449e10 (__TEXT,__text) non-external _sb_pattern_retain
00007ff803450ea9 (__TEXT,__text) non-external _sb_pattern_serialize
00007ff8034671ef (__TEXT,__text) non-external _sb_pattern_var_release
00007ff80346719a (__TEXT,__text) non-external _sb_pattern_var_retain
00007ff8034672e0 (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
00007ff8034674d5 (__TEXT,__text) non-external _sb_pattern_varset_enter
00007ff803467619 (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
00007ff80345bb69 (__TEXT,__text) non-external _sb_pattern_varset_release
00007ff80345bac2 (__TEXT,__text) non-external _sb_pattern_varset_retain
00007ff803463648 (__TEXT,__text) non-external _sb_policy_get_entry_point
00007ff803463608 (__TEXT,__text) non-external _sb_policy_is_operation_supported
00007ff80346368a (__TEXT,__text) non-external _sb_policy_iterate_entry_points
00007ff8034632d8 (__TEXT,__text) non-external _sb_policy_new
00007ff8034634dd (__TEXT,__text) non-external _sb_policy_release
00007ff803463569 (__TEXT,__text) non-external _sb_policy_set_entry_point
00007ff803452f56 (__TEXT,__text) non-external _sb_profile_release
00007ff80345bb18 (__TEXT,__text) non-external _sb_profile_set_pattern_variables
00007ff80345bc8d (__TEXT,__text) non-external _sb_program_add_source_buffer
00007ff80343f68b (__TEXT,__text) non-external _sb_program_source_alloc
00007ff803451948 (__TEXT,__text) non-external _sb_realloc
00007ff803450643 (__TEXT,__text) non-external _sb_regex_release
00007ff803452cdd (__TEXT,__text) non-external _sb_sbpl_parser_release
00007ff8034665ee (__TEXT,__text) non-external _sb_source_info_copy
00007ff803450528 (__TEXT,__text) non-external _sb_textbuf_get_length
00007ff80344a9da (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
00007ff80343f0c3 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
00007ff8034506d8 (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
00007ff8034630dd (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
00007ff803461f8a (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
00007ff803456089 (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
00007ff803463c14 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
00007ff8034539a0 (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
00007ff803466663 (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
00007ff803452bb4 (__TEXT,__text) non-external _sb_visitor_has_visited
00007ff803452848 (__TEXT,__text) non-external _sb_visitor_new
00007ff803452c57 (__TEXT,__text) non-external _sb_visitor_release
00007ff8034676af (__TEXT,__text) non-external _sb_warn
00007ff8034850b0 (__TEXT,__const) non-external _sbpl1_scm
00007ff803485ae0 (__TEXT,__const) non-external _sbpl2_scm
00007ff803485b80 (__TEXT,__const) non-external _sbpl3_scm
00007ff803464451 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
00007ff803464bb8 (__TEXT,__text) non-external _sbpl_filter_eqv
00007ff803464669 (__TEXT,__text) non-external _sbpl_leave_message_filter_context
00007ff803464c86 (__TEXT,__text) non-external _sbpl_operation_eqv
00007ff80347e9a0 (__TEXT,__const) non-external _sbpl_scm
00007ff803452689 (__TEXT,__text) non-external (was a private external) _scheme_call
00007ff803446956 (__TEXT,__text) non-external (was a private external) _scheme_define
00007ff803452d97 (__TEXT,__text) non-external (was a private external) _scheme_deinit
00007ff803440272 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
00007ff80345c435 (__TEXT,__text) non-external (was a private external) _scheme_error
00007ff80345c7eb (__TEXT,__text) non-external (was a private external) _scheme_errorf
00007ff803451f3a (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
00007ff80345264b (__TEXT,__text) non-external (was a private external) _scheme_global
00007ff80343fc28 (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
00007ff80343fbe4 (__TEXT,__text) non-external (was a private external) _scheme_init_new
00007ff803446f77 (__TEXT,__text) non-external (was a private external) _scheme_load_file
00007ff803440d58 (__TEXT,__text) non-external (was a private external) _scheme_load_string
00007ff8034476f3 (__TEXT,__text) non-external (was a private external) _scheme_push_string
00007ff80345c8d6 (__TEXT,__text) non-external (was a private external) _scheme_quit
00007ff803440d33 (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
00007ff803440c75 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
00007ff803440c84 (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
00007ff80345c299 (__TEXT,__text) non-external (was a private external) _scheme_write_to_string
00007ff80344bea3 (__TEXT,__text) non-external _shallow_copy_node
00007ff80345687c (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
00007ff8034586f4 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
00007ff803440ab8 (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff803451f2f (__TEXT,__text) non-external (was a private external) _string_length
00007ff803448edd (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
00007ff80346647b (__TEXT,__text) non-external _submatch_end
00007ff8034469a6 (__TEXT,__text) non-external (was a private external) _symname
00007ff80345c95a (__TEXT,__text) non-external _syntaxnum
00007ff8034539e8 (__TEXT,__text) non-external _synthesize_logical_conditions
00007ff803462a8f (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00007ff840256ed0 (__DATA_CONST,__const) non-external _tests
00007ff8034423ec (__TEXT,__text) non-external _token
00007ff8034529ba (__TEXT,__text) non-external _traverse_postorder
00007ff80346292d (__TEXT,__text) non-external _traverse_preorder
00007ff80346121b (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
00007ff803485bc0 (__TEXT,__const) non-external _utf8_minLegal
                 (undefined) external _uuid_unparse_lower (from libSystem)
00007ff80346477e (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
00007ff803463d8a (__TEXT,__text) non-external _version
00007ff803463784 (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
00007ff803446a24 (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
