00000001e986e9a0 (__DATA,__data) external _NDR_record
00000001804bf930 (__TEXT,__text) external _proc_pidfdinfo
00000001804bf968 (__TEXT,__text) external _proc_pidfileportinfo
00000001804ad0d0 (__TEXT,__text) external _proc_pidinfo
00000001804b37a4 (__TEXT,__text) external _proc_pidoriginatorinfo
00000001804ad900 (__TEXT,__text) external _proc_pidpath
00000001804bfb24 (__TEXT,__text) external _proc_pidpath_audittoken
00000001804bf9f4 (__TEXT,__text) external _proc_regionfilename
00000001804c0314 (__TEXT,__text) external _proc_reset_footprint_interval
00000001804c0064 (__TEXT,__text) external _proc_resume_cpumon
00000001804b45b4 (__TEXT,__text) external _proc_rlimit_control
00000001804b3a98 (__TEXT,__text) external _proc_set_cpumon_defaults
00000001804b3a20 (__TEXT,__text) external _proc_set_cpumon_params
00000001804c0084 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00000001804c0718 (__TEXT,__text) external _proc_set_csm
00000001804c0498 (__TEXT,__text) external _proc_set_delayidlesleep
00000001804af14c (__TEXT,__text) external _proc_set_dirty
00000001804c0650 (__TEXT,__text) external _proc_set_no_smt
00000001804c0438 (__TEXT,__text) external _proc_set_owner_vmpressure
00000001804b5c24 (__TEXT,__text) external _proc_set_wakemon_defaults
00000001804c01e8 (__TEXT,__text) external _proc_set_wakemon_params
00000001804c02a4 (__TEXT,__text) external _proc_setcpu_percentage
00000001804ae1f8 (__TEXT,__text) external _proc_setpcontrol
00000001804bf8e8 (__TEXT,__text) external _proc_setthread_cpupercent
00000001804c07dc (__TEXT,__text) external _proc_setthread_csm
00000001804c06b4 (__TEXT,__text) external _proc_setthread_no_smt
00000001804bfe0c (__TEXT,__text) external _proc_signal_delegate
00000001804bff10 (__TEXT,__text) external _proc_signal_with_audittoken
00000001804c0648 (__TEXT,__text) external _proc_suppress
00000001804bfd90 (__TEXT,__text) external _proc_terminate
00000001804bffec (__TEXT,__text) external _proc_terminate_all_rsr
00000001804bfe7c (__TEXT,__text) external _proc_terminate_delegate
00000001804bff6c (__TEXT,__text) external _proc_terminate_with_audittoken
00000001804bab9c (__TEXT,__text) external _proc_trace_log
00000001804af0ec (__TEXT,__text) external _proc_track_dirty
00000001804bf9d8 (__TEXT,__text) external _proc_udata_info
00000001804babc8 (__TEXT,__text) external _proc_uuid_policy
00000001804d6240 (__TEXT,__text) external _processor_assign
00000001804d60e8 (__TEXT,__text) external _processor_control
00000001804d5dc4 (__TEXT,__text) external _processor_exit
00000001804d636c (__TEXT,__text) external _processor_get_assignment
00000001804d5ed4 (__TEXT,__text) external _processor_info
00000001804ce1a8 (__TEXT,__text) external _processor_set_create
00000001804ce04c (__TEXT,__text) external _processor_set_default
00000001804d4e9c (__TEXT,__text) external _processor_set_destroy
00000001804d5918 (__TEXT,__text) external _processor_set_info
00000001804d4fb0 (__TEXT,__text) external _processor_set_max_priority
00000001804d5618 (__TEXT,__text) external _processor_set_policy_control
00000001804d51f0 (__TEXT,__text) external _processor_set_policy_disable
00000001804d50d0 (__TEXT,__text) external _processor_set_policy_enable
00000001804d578c (__TEXT,__text) external _processor_set_stack_usage
00000001804d4cb8 (__TEXT,__text) external _processor_set_statistics
00000001804d5310 (__TEXT,__text) external _processor_set_tasks
00000001804d5b20 (__TEXT,__text) external _processor_set_tasks_with_flavor
00000001804d5494 (__TEXT,__text) external _processor_set_threads
00000001804d5cb4 (__TEXT,__text) external _processor_start
00000001804c6838 (__TEXT,__text) external _pselect
00000001804b1fe8 (__TEXT,__text) external _pselect$DARWIN_EXTSN
00000001804be9c0 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00000001804c69c4 (__TEXT,__text) external _pselect$NOCANCEL
00000001804ad87c (__TEXT,__text) external _pthread_getugid_np
00000001804b54ac (__TEXT,__text) external _pthread_setugid_np
00000001804b4a64 (__TEXT,__text) external _ptrace
00000001804af428 (__TEXT,__text) external _pwrite
00000001804b97ec (__TEXT,__text) external _pwrite$NOCANCEL
00000001804babf4 (__TEXT,__text) external _pwritev
00000001804b9818 (__TEXT,__text) external _pwritev$NOCANCEL
00000001804be704 (__TEXT,__text) external _quota
00000001804b2174 (__TEXT,__text) external _quotactl
00000001804ac914 (__TEXT,__text) external _read
00000001804adca4 (__TEXT,__text) external _read$NOCANCEL
00000001804ae154 (__TEXT,__text) external _readlink
00000001804bac20 (__TEXT,__text) external _readlinkat
00000001804bac4c (__TEXT,__text) external _readv
00000001804b9844 (__TEXT,__text) external _readv$NOCANCEL
00000001804bb4f0 (__TEXT,__text) non-external _reallocf
00000001804bd668 (__TEXT,__text) external _reboot
00000001804bd670 (__TEXT,__text) external _reboot_np
00000001804c6834 (__TEXT,__text) external _record_system_event_as_kernel
00000001804b03b4 (__TEXT,__text) external _recvfrom
00000001804b027c (__TEXT,__text) external _recvfrom$NOCANCEL
00000001804b07c4 (__TEXT,__text) external _recvmsg
00000001804b98c8 (__TEXT,__text) external _recvmsg$NOCANCEL
00000001804bac78 (__TEXT,__text) external _recvmsg_x
00000001804baca4 (__TEXT,__text) external _register_uexc_handler
00000001804b0ce8 (__TEXT,__text) external _removexattr
00000001804af858 (__TEXT,__text) external _rename
00000001804c13bc (__TEXT,__text) external _rename_ext
00000001804bd704 (__TEXT,__text) external _renameat
00000001804c1350 (__TEXT,__text) external _renameatx_np
00000001804c137c (__TEXT,__text) external _renamex_np
00000001804bacd0 (__TEXT,__text) external _revoke
00000001804af8c4 (__TEXT,__text) external _rmdir
00000001804bacfc (__TEXT,__text) external _searchfs
00000001804b04bc (__TEXT,__text) external _select
00000001804b6e78 (__TEXT,__text) external _select$DARWIN_EXTSN
00000001804b0250 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00000001804b021c (__TEXT,__text) external _select$NOCANCEL
00000001804b5750 (__TEXT,__text) external _sem_close
00000001804c63c8 (__TEXT,__text) external _sem_destroy
00000001804c63f0 (__TEXT,__text) external _sem_getvalue
00000001804c6418 (__TEXT,__text) external _sem_init
00000001804b8a10 (__TEXT,__text) external _sem_open
00000001804bad28 (__TEXT,__text) external _sem_post
00000001804bad54 (__TEXT,__text) external _sem_trywait
00000001804bad80 (__TEXT,__text) external _sem_unlink
00000001804badac (__TEXT,__text) external _sem_wait
00000001804b994c (__TEXT,__text) external _sem_wait$NOCANCEL
00000001804aec44 (__TEXT,__text) external _semaphore_create
00000001804aefd0 (__TEXT,__text) external _semaphore_destroy
00000001804aedb0 (__TEXT,__text) external _semaphore_signal
00000001804be7d4 (__TEXT,__text) external _semaphore_signal_all
00000001804abb90 (__TEXT,__text) external _semaphore_signal_all_trap
00000001804be7d8 (__TEXT,__text) external _semaphore_signal_thread
00000001804abb9c (__TEXT,__text) external _semaphore_signal_thread_trap
00000001804abb84 (__TEXT,__text) external _semaphore_signal_trap
00000001804b0a54 (__TEXT,__text) external _semaphore_timedwait
00000001804be7e0 (__TEXT,__text) external _semaphore_timedwait_signal
00000001804abbcc (__TEXT,__text) external _semaphore_timedwait_signal_trap
00000001804abbc0 (__TEXT,__text) external _semaphore_timedwait_trap
00000001804aedac (__TEXT,__text) external _semaphore_wait
00000001804be7dc (__TEXT,__text) external _semaphore_wait_signal
00000001804abbb4 (__TEXT,__text) external _semaphore_wait_signal_trap
00000001804abba8 (__TEXT,__text) external _semaphore_wait_trap
00000001804b8a98 (__TEXT,__text) external _semctl
00000001804badd8 (__TEXT,__text) external _semget
00000001804bae04 (__TEXT,__text) external _semop
00000001804b8a74 (__TEXT,__text) external _semsys
00000001804bae30 (__TEXT,__text) external _sendfile
00000001804b1978 (__TEXT,__text) external _sendmsg
00000001804b02d4 (__TEXT,__text) external _sendmsg$NOCANCEL
00000001804bae5c (__TEXT,__text) external _sendmsg_x
00000001804b0388 (__TEXT,__text) external _sendto
00000001804b01f0 (__TEXT,__text) external _sendto$NOCANCEL
00000001804af480 (__TEXT,__text) external _setattrlist
00000001804bae88 (__TEXT,__text) external _setattrlistat
00000001804c9cb0 (__TEXT,__text) external _setaudit
00000001804baeb4 (__TEXT,__text) external _setaudit_addr
00000001804baee0 (__TEXT,__text) external _setauid
00000001804b5504 (__TEXT,__text) external _setegid
00000001804b54d8 (__TEXT,__text) external _seteuid
00000001804b522c (__TEXT,__text) external _setgid
00000001804baf0c (__TEXT,__text) external _setgroups
00000001804b3938 (__TEXT,__text) external _setiopolicy_np
00000001804b460c (__TEXT,__text) external _setitimer
00000001804b782c (__TEXT,__text) external _setpgid
00000001804b4084 (__TEXT,__text) external _setpriority
00000001804baf38 (__TEXT,__text) external _setprivexec
00000001804be734 (__TEXT,__text) external _setquota
00000001804b99d0 (__TEXT,__text) external _setregid
00000001804b99fc (__TEXT,__text) external _setreuid
00000001804aea00 (__TEXT,__text) external _setrlimit
00000001804b9a28 (__TEXT,__text) external _setsgroups_np
00000001804b4788 (__TEXT,__text) external _setsid
00000001804b0198 (__TEXT,__text) external _setsockopt
00000001804b5258 (__TEXT,__text) external _setuid
00000001804b9aac (__TEXT,__text) external _setwgroups_np
00000001804af778 (__TEXT,__text) external _setxattr
00000001804c2e44 (__TEXT,__text) external _sfi_get_class_offtime
00000001804c2e6c (__TEXT,__text) external _sfi_process_get_flags
00000001804c2e58 (__TEXT,__text) external _sfi_process_set_flags
00000001804b57a8 (__TEXT,__text) external _sfi_set_class_offtime
00000001804b8a30 (__TEXT,__text) external _shm_open
00000001804baf64 (__TEXT,__text) external _shm_unlink
00000001804baf90 (__TEXT,__text) external _shmat
00000001804b9b5c (__TEXT,__text) external _shmctl
00000001804bafbc (__TEXT,__text) external _shmdt
00000001804bafe8 (__TEXT,__text) external _shmget
00000001804b8ab8 (__TEXT,__text) external _shmsys
00000001804b0438 (__TEXT,__text) external _shutdown
00000001804bb014 (__TEXT,__text) external _sigpending
00000001804af3d0 (__TEXT,__text) external _sigprocmask
00000001804c815c (__TEXT,__text) external _sigsuspend
00000001804b3544 (__TEXT,__text) external _sigsuspend$NOCANCEL
00000001804aff98 (__TEXT,__text) external _socket
00000001804bb040 (__TEXT,__text) external _socket_delegate
00000001804b02a8 (__TEXT,__text) external _socketpair
00000001804c2b4c (__TEXT,__text) external _stackshot_capture_with_config
00000001804c2a94 (__TEXT,__text) external _stackshot_config_create
00000001804c2cbc (__TEXT,__text) external _stackshot_config_dealloc
00000001804c2c64 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00000001804c2bcc (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00000001804c2bd8 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00000001804c2c18 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00000001804c2b30 (__TEXT,__text) external _stackshot_config_set_flags
00000001804c2c3c (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00000001804c2b14 (__TEXT,__text) external _stackshot_config_set_pid
00000001804c2bf4 (__TEXT,__text) external _stackshot_config_set_size_hint
00000001804b7884 (__TEXT,__text) external _stat
00000001804b7884 (__TEXT,__text) external _stat64
00000001804bb0c4 (__TEXT,__text) external _statfs
00000001804bb0c4 (__TEXT,__text) external _statfs64
00000001804c177c (__TEXT,__text) external _statfs_ext
00000001e986e9d8 (__DATA,__bss) non-external _supported
00000001804bb0f0 (__TEXT,__text) external _swapon
00000001804abc8c (__TEXT,__text) external _swtch
00000001804abc80 (__TEXT,__text) external _swtch_pri
00000001804b1920 (__TEXT,__text) external _symlink
00000001804bb11c (__TEXT,__text) external _symlinkat
00000001804bb148 (__TEXT,__text) external _sync
00000001804ae118 (__TEXT,__text) external _syscall
00000001804abc98 (__TEXT,__text) external _syscall_thread_switch
00000001804c2e30 (__TEXT,__text) external _system_get_sfi_window
00000001804bb174 (__TEXT,__text) external _system_override
00000001804b57e8 (__TEXT,__text) external _system_set_sfi_window
00000001e986e9b0 (__DATA,__bss) non-external _system_version_compat_check_path_suffix
00000001e986e9e8 (__DATA,__common) external _system_version_compat_mode
00000001804d87e8 (__TEXT,__text) external _task_assign
00000001804d8914 (__TEXT,__text) external _task_assign_default
00000001804d6bf8 (__TEXT,__text) external _task_create
00000001804dad20 (__TEXT,__text) external _task_create_identity_token
00000001804dafe8 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00000001804abaac (__TEXT,__text) external _task_dyld_process_info_notify_get
00000001804dac04 (__TEXT,__text) external _task_dyld_process_info_notify_register
00000001804abc14 (__TEXT,__text) external _task_for_pid
00000001804d9aa8 (__TEXT,__text) external _task_generate_corpse
00000001804d8a30 (__TEXT,__text) external _task_get_assignment
00000001804d9fd4 (__TEXT,__text) external _task_get_dyld_image_infos
00000001804d823c (__TEXT,__text) external _task_get_emulation_vector
00000001804da860 (__TEXT,__text) external _task_get_exc_guard_behavior
00000001804b7304 (__TEXT,__text) external _task_get_exception_ports
00000001804db104 (__TEXT,__text) external _task_get_exception_ports_info
00000001804d96a4 (__TEXT,__text) external _task_get_mach_voucher
00000001804ac1c8 (__TEXT,__text) external _task_get_special_port
00000001804d8d4c (__TEXT,__text) external _task_get_state
00000001804dae7c (__TEXT,__text) external _task_identity_token_get_task_port
00000001804ac3ac (__TEXT,__text) external _task_info
00000001804da684 (__TEXT,__text) external _task_inspect
00000001804bb1a0 (__TEXT,__text) external _task_inspect_for_pid
00000001804d9c04 (__TEXT,__text) external _task_map_corpse_info
00000001804da518 (__TEXT,__text) external _task_map_corpse_info_64
00000001804db738 (__TEXT,__text) external _task_map_kcdata_object_64
00000001804abc08 (__TEXT,__text) external _task_name_for_pid
00000001804d7fac (__TEXT,__text) external _task_policy
00000001804d7c7c (__TEXT,__text) external _task_policy_get
00000001804ae498 (__TEXT,__text) external _task_policy_set
00000001804d9500 (__TEXT,__text) external _task_purgable_info
00000001804bb1cc (__TEXT,__text) external _task_read_for_pid
00000001804da3b0 (__TEXT,__text) external _task_register_dyld_get_process_state
00000001804d9d6c (__TEXT,__text) external _task_register_dyld_image_infos
00000001804da28c (__TEXT,__text) external _task_register_dyld_set_dyld_state
00000001804da164 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00000001804db8a4 (__TEXT,__text) external _task_register_hardened_exception_handler
00000001804abd64 (__TEXT,__text) external _task_restartable_ranges_register
00000001804aea34 (__TEXT,__text) external _task_restartable_ranges_synchronize
00000001804d7264 (__TEXT,__text) external _task_resume
00000001804d93f0 (__TEXT,__text) external _task_resume2
00000001804d7e90 (__TEXT,__text) external _task_sample
00000001804be800 (__TEXT,__text) external _task_self_
00000001804abb54 (__TEXT,__text) external _task_self_trap
00000001804db4f0 (__TEXT,__text) external _task_set_corpse_forking_behavior
00000001804d8124 (__TEXT,__text) external _task_set_emulation
00000001804d83c8 (__TEXT,__text) external _task_set_emulation_vector
00000001804da9a4 (__TEXT,__text) external _task_set_exc_guard_behavior
00000001804b619c (__TEXT,__text) external _task_set_exception_ports
00000001804b6624 (__TEXT,__text) external _task_set_info
00000001804d9810 (__TEXT,__text) external _task_set_mach_voucher
00000001804d9140 (__TEXT,__text) external _task_set_phys_footprint_limit
00000001804d8b8c (__TEXT,__text) external _task_set_policy
00000001804c969c (__TEXT,__text) external _task_set_port_space
00000001804d84f8 (__TEXT,__text) external _task_set_ras_pc
00000001804acf1c (__TEXT,__text) external _task_set_special_port
00000001804d8f94 (__TEXT,__text) external _task_set_state
00000001804d7154 (__TEXT,__text) external _task_suspend
00000001804d9294 (__TEXT,__text) external _task_suspend2
00000001804d76d0 (__TEXT,__text) external _task_swap_exception_ports
00000001804d992c (__TEXT,__text) external _task_swap_mach_voucher
00000001804d6d78 (__TEXT,__text) external _task_terminate
00000001804db60c (__TEXT,__text) external _task_test_async_upcall_propagation
00000001804db3d4 (__TEXT,__text) external _task_test_sync_upcall
00000001804b4e64 (__TEXT,__text) external _task_threads
00000001804d9ea0 (__TEXT,__text) external _task_unregister_dyld_image_infos
00000001804d8610 (__TEXT,__text) external _task_zone_info
00000001804c2e2c (__TEXT,__text) external _terminate_with_payload
00000001804b65e4 (__TEXT,__text) external _terminate_with_reason
00000001804dc2a4 (__TEXT,__text) external _thread_abort
00000001804dc3b4 (__TEXT,__text) external _thread_abort_safely
00000001804ddc34 (__TEXT,__text) external _thread_adopt_exception_handler
00000001804dcdcc (__TEXT,__text) external _thread_assign
00000001804dcee8 (__TEXT,__text) external _thread_assign_default
00000001804dd704 (__TEXT,__text) external _thread_convert_thread_state
00000001804d7374 (__TEXT,__text) external _thread_create
00000001804d74d0 (__TEXT,__text) external _thread_create_running
00000001804dc4c4 (__TEXT,__text) external _thread_depress_abort
00000001804aeefc (__TEXT,__text) external _thread_destruct_special_reply_port
00000001804dcff8 (__TEXT,__text) external _thread_get_assignment
00000001804b57fc (__TEXT,__text) external _thread_get_exception_ports
00000001804dd964 (__TEXT,__text) external _thread_get_exception_ports_info
00000001804dd300 (__TEXT,__text) external _thread_get_mach_voucher
00000001804c114c (__TEXT,__text) external _thread_get_register_pointer_values
00000001804dc5d4 (__TEXT,__text) external _thread_get_special_port
00000001804abc50 (__TEXT,__text) external _thread_get_special_reply_port
00000001804b4fe4 (__TEXT,__text) external _thread_get_state
00000001804b35a8 (__TEXT,__text) external _thread_info
00000001804b0fd0 (__TEXT,__text) external _thread_policy
00000001804b5284 (__TEXT,__text) external _thread_policy_get
00000001804b21cc (__TEXT,__text) external _thread_policy_set
00000001804dc194 (__TEXT,__text) external _thread_resume
00000001804ddec0 (__TEXT,__text) external _thread_resume2
00000001804dcb94 (__TEXT,__text) external _thread_sample
00000001804abb48 (__TEXT,__text) external _thread_self_trap
00000001804bb1f8 (__TEXT,__text) external _thread_selfcounts
00000001804b24c8 (__TEXT,__text) external _thread_set_exception_ports
00000001804dd46c (__TEXT,__text) external _thread_set_mach_voucher
00000001804c10c0 (__TEXT,__text) external _thread_set_policy
00000001804dc740 (__TEXT,__text) external _thread_set_special_port
00000001804dbed8 (__TEXT,__text) external _thread_set_state
00000001804abd58 (__TEXT,__text) external _thread_set_x86_64_compat
00000001804dc084 (__TEXT,__text) external _thread_suspend
00000001804ddd64 (__TEXT,__text) external _thread_suspend2
00000001804dc86c (__TEXT,__text) external _thread_swap_exception_ports
00000001804dd588 (__TEXT,__text) external _thread_swap_mach_voucher
00000001804b1508 (__TEXT,__text) external _thread_switch
00000001804db9d4 (__TEXT,__text) external _thread_terminate
00000001804cb84c (__TEXT,__text) external _thread_wire
00000001804e0c90 (__TEXT,__const) non-external _times_now
00000001804bb224 (__TEXT,__text) external _tracker_action
00000001ed97faf8 (__AUTH_CONST,__const) non-external _traffic_rule_types
00000001804bb250 (__TEXT,__text) external _truncate
00000001804b14b0 (__TEXT,__text) external _umask
00000001804bb27c (__TEXT,__text) external _undelete
00000001804bb2a8 (__TEXT,__text) external _ungraftdmg
00000001804afc78 (__TEXT,__text) external _unlink
00000001804b5ac0 (__TEXT,__text) external _unlinkat
00000001804b837c (__TEXT,__text) external _unmount
00000001e986e9f0 (__DATA,__common) external _update_tpidr
00000001804bb2d4 (__TEXT,__text) external _usrctl
00000001804c0fec (__TEXT,__text) external _utimensat
00000001804b14dc (__TEXT,__text) external _utimes
00000001804bb300 (__TEXT,__text) external _vfs_purge
00000001804adfc4 (__TEXT,__text) external _vm_allocate
00000001804cb978 (__TEXT,__text) external _vm_allocate_cpm
00000001804de618 (__TEXT,__text) external _vm_behavior_set
00000001804aedb4 (__TEXT,__text) external _vm_copy
00000001804ae0b4 (__TEXT,__text) external _vm_deallocate
00000001804ddfd0 (__TEXT,__text) external _vm_inherit
00000001ec305908 (__DATA_DIRTY,__common) external _vm_kernel_page_mask
00000001ec305900 (__DATA_DIRTY,__common) external _vm_kernel_page_shift
00000001ec3058f8 (__DATA_DIRTY,__common) external _vm_kernel_page_size
00000001804de738 (__TEXT,__text) external _vm_machine_attribute
00000001804b7fe8 (__TEXT,__text) external _vm_map
00000001804de890 (__TEXT,__text) external _vm_map_page_query
00000001804de4f8 (__TEXT,__text) external _vm_msync
00000001ec3058f0 (__DATA_DIRTY,__common) external _vm_page_mask
00000001ec3058ec (__DATA_DIRTY,__common) external _vm_page_shift
00000001ec3058e0 (__DATA_DIRTY,__common) external _vm_page_size
00000001804bb32c (__TEXT,__text) external _vm_pressure_monitor
00000001804b07c0 (__TEXT,__text) external _vm_protect
00000001804af5e4 (__TEXT,__text) external _vm_purgable_control
00000001804b5530 (__TEXT,__text) external _vm_read
00000001804de0f0 (__TEXT,__text) external _vm_read_list
00000001804de3a8 (__TEXT,__text) external _vm_read_overwrite
00000001804c9c08 (__TEXT,__text) external _vm_reallocate
00000001804b413c (__TEXT,__text) external _vm_region_64
00000001804b436c (__TEXT,__text) external _vm_region_recurse_64
00000001804ae278 (__TEXT,__text) external _vm_remap
00000001804c9aa8 (__TEXT,__text) external _vm_remap_new
00000001e55cc7e8 (__DATA_CONST,__const) non-external _vm_tag_descriptions
00000001804cb71c (__TEXT,__text) external _vm_wire
00000001804de274 (__TEXT,__text) external _vm_write
00000001804af344 (__TEXT,__text) external _voucher_mach_msg_adopt
00000001804ace8c (__TEXT,__text) external _voucher_mach_msg_clear
00000001804af32c (__TEXT,__text) external _voucher_mach_msg_revert
00000001804aca3c (__TEXT,__text) external _voucher_mach_msg_set
00000001e986e9f8 (__DATA,__common) external _vprintf_stderr_func
00000001804b82a0 (__TEXT,__text) external _wait4
00000001804bb358 (__TEXT,__text) external _waitid
00000001804b9d58 (__TEXT,__text) external _waitid$NOCANCEL
00000001804c87dc (__TEXT,__text) external _work_interval_copy_port
00000001804b4b30 (__TEXT,__text) external _work_interval_create
00000001804c85cc (__TEXT,__text) external _work_interval_destroy
00000001804c8240 (__TEXT,__text) external _work_interval_get_flags_from_port
00000001804b4c74 (__TEXT,__text) external _work_interval_instance_alloc
00000001804c83ac (__TEXT,__text) external _work_interval_instance_clear
00000001804c854c (__TEXT,__text) external _work_interval_instance_finish
00000001804c83c0 (__TEXT,__text) external _work_interval_instance_free
00000001804c8470 (__TEXT,__text) external _work_interval_instance_get_complexity
00000001804c8440 (__TEXT,__text) external _work_interval_instance_get_deadline
00000001804c8458 (__TEXT,__text) external _work_interval_instance_get_finish
00000001804b4cdc (__TEXT,__text) external _work_interval_instance_get_id
00000001804c8428 (__TEXT,__text) external _work_interval_instance_get_start
00000001804c8488 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
00000001804c8420 (__TEXT,__text) external _work_interval_instance_set_complexity
00000001804c8410 (__TEXT,__text) external _work_interval_instance_set_deadline
00000001804c8418 (__TEXT,__text) external _work_interval_instance_set_finish
00000001804c8408 (__TEXT,__text) external _work_interval_instance_set_start
00000001804c84a4 (__TEXT,__text) external _work_interval_instance_start
00000001804c84f4 (__TEXT,__text) external _work_interval_instance_update
00000001804c8730 (__TEXT,__text) external _work_interval_join
00000001804c8788 (__TEXT,__text) external _work_interval_join_port
00000001804c87c8 (__TEXT,__text) external _work_interval_leave
00000001804c82d0 (__TEXT,__text) external _work_interval_notify
00000001804c834c (__TEXT,__text) external _work_interval_notify_simple
00000001804af82c (__TEXT,__text) external _write
00000001804afbdc (__TEXT,__text) external _write$NOCANCEL
00000001804afb84 (__TEXT,__text) external _writev
00000001804b9d84 (__TEXT,__text) external _writev$NOCANCEL
