00007ffa182bdf0a (__TEXT,__text) external _CGLGetCurrentContext
00007ffa182bbb64 (__TEXT,__text) external _glWindowPos2dvARB
00007ffa182b75b6 (__TEXT,__text) external _glWindowPos2f
00007ffa182bbb81 (__TEXT,__text) external _glWindowPos2fARB
00007ffa182b75d0 (__TEXT,__text) external _glWindowPos2fv
00007ffa182bbb9b (__TEXT,__text) external _glWindowPos2fvARB
00007ffa182b75ed (__TEXT,__text) external _glWindowPos2i
00007ffa182bbbb8 (__TEXT,__text) external _glWindowPos2iARB
00007ffa182b760b (__TEXT,__text) external _glWindowPos2iv
00007ffa182bbbd6 (__TEXT,__text) external _glWindowPos2ivARB
00007ffa182b7628 (__TEXT,__text) external _glWindowPos2s
00007ffa182bbbf3 (__TEXT,__text) external _glWindowPos2sARB
00007ffa182b7646 (__TEXT,__text) external _glWindowPos2sv
00007ffa182bbc11 (__TEXT,__text) external _glWindowPos2svARB
00007ffa182b7663 (__TEXT,__text) external _glWindowPos3d
00007ffa182bbc2e (__TEXT,__text) external _glWindowPos3dARB
00007ffa182b767d (__TEXT,__text) external _glWindowPos3dv
00007ffa182bbc48 (__TEXT,__text) external _glWindowPos3dvARB
00007ffa182b769a (__TEXT,__text) external _glWindowPos3f
00007ffa182bbc65 (__TEXT,__text) external _glWindowPos3fARB
00007ffa182b76b4 (__TEXT,__text) external _glWindowPos3fv
00007ffa182bbc7f (__TEXT,__text) external _glWindowPos3fvARB
00007ffa182b76d1 (__TEXT,__text) external _glWindowPos3i
00007ffa182bbc9c (__TEXT,__text) external _glWindowPos3iARB
00007ffa182b76f2 (__TEXT,__text) external _glWindowPos3iv
00007ffa182bbcbd (__TEXT,__text) external _glWindowPos3ivARB
00007ffa182b770f (__TEXT,__text) external _glWindowPos3s
00007ffa182bbcda (__TEXT,__text) external _glWindowPos3sARB
00007ffa182b7730 (__TEXT,__text) external _glWindowPos3sv
00007ffa182bbcfb (__TEXT,__text) external _glWindowPos3svARB
00007ffa441a0920 (__DATA_DIRTY,__common) external _gll_noop
