00007ffd1e4a8968 (__TEXT,__text) external _AAAFSCGetMetadata
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffd1e4a4861 (__TEXT,__text) non-external (was a private external) _pushControls
00007ffd1e4a47ec (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00007ffd1e42fbca (__TEXT,__text) non-external _pushPaddingRange
00007ffd1e42e303 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffd1e45d562 (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
00007ffd1e44e574 (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffd1e46699b (__TEXT,__text) non-external _rangeCmp
00007ffd1e461bd6 (__TEXT,__text) non-external _rangeInputStreamCancel
00007ffd1e461bb3 (__TEXT,__text) non-external _rangeInputStreamClose
00007ffd1e461bf3 (__TEXT,__text) non-external _rangeInputStreamRead
00007ffd1e42ae20 (__TEXT,__text) non-external _rawimg_add_fork
00007ffd1e42afc8 (__TEXT,__text) non-external _rawimg_add_volume
00007ffd1e42d28d (__TEXT,__text) non-external _rawimg_allocate_header_and_footer
00007ffd1e42ab0c (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
00007ffd1e42ccfa (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
00007ffd1e42a893 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
00007ffd1e42c2eb (__TEXT,__text) non-external _rawimg_digest_worker
00007ffd1e450c87 (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
00007ffd1e4c8d00 (__TEXT,__const) non-external _rawimg_force_in_place.pass_name.rel
00007ffd1e42c27a (__TEXT,__text) non-external _rawimg_free_chunks
00007ffd1e42b4b4 (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
00007ffd1e42c89a (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
00007ffd1e42c48b (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
00007ffd1e42a92a (__TEXT,__text) non-external (was a private external) _rawimg_show
00007ffd1e42afd0 (__TEXT,__text) non-external _rawimg_verify
00007ffd1e439398 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
00007ffd1e4b235d (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffd1e466f00 (__TEXT,__text) non-external (was a private external) _reallocToFit
00007ffd1e495331 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffd1e4787b9 (__TEXT,__text) non-external _remap_page
00007ffd1e4690a8 (__TEXT,__text) non-external _removeEntryProc
00007ffd1e468cd1 (__TEXT,__text) non-external (was a private external) _removeFile
00007ffd1e469145 (__TEXT,__text) non-external _removeLeaveDirProc
00007ffd1e4538be (__TEXT,__text) non-external _removeStreamAbort
00007ffd1e4530b3 (__TEXT,__text) non-external _removeStreamClose
00007ffd1e4538ac (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffd1e4533bd (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffd1e469072 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffd1e4a4782 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
00007ffd1e4a9a4c (__TEXT,__text) non-external _resizeResourceFork
00007ffd1e475d35 (__TEXT,__text) non-external _resizeStream
00007ffd1e4a8c6e (__TEXT,__text) non-external _resourceForkSize
00007ffd1e46dce7 (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
00007ffd1e484808 (__TEXT,__text) non-external _retireEntryRange
00007ffd1e4944ca (__TEXT,__text) non-external _retireThreadEnqueue
00007ffd1e490342 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffd1e47be85 (__TEXT,__text) non-external _sanitize_internal_controls
00007ffd1e46dc92 (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
00007ffd1e45e64f (__TEXT,__text) non-external _seekTo
00007ffd1e471f21 (__TEXT,__text) non-external _segment_find
00007ffd1e45264c (__TEXT,__text) non-external _sendEOF
00007ffd1e46f6c2 (__TEXT,__text) non-external _sendHeader
00007ffd1e43e969 (__TEXT,__text) non-external _sendMessage
00007ffd1e4b1f88 (__TEXT,__text) non-external _sendMessage
00007ffd1e44e440 (__TEXT,__text) non-external _sequentialReaderProc
00007ffd1e44e4c6 (__TEXT,__text) non-external _sequentialWriterProc
00007ffd1e467036 (__TEXT,__text) non-external (was a private external) _serializeHexString
00007ffd1e4be8a0 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffd1e47a980 (__TEXT,__text) non-external _setFieldBlob
00007ffd1e46825d (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffd1e4687ee (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
00007ffd1e46d766 (__TEXT,__text) non-external _setThreadErrorContext
00007ffd1e4aad63 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
00007ffd1e474a8c (__TEXT,__text) non-external _setupContext
00007ffd1e4825c8 (__TEXT,__text) non-external _setupContext
00007ffd1e466ffd (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffd1e467086 (__TEXT,__text) non-external (was a private external) _sha1cmp
00007ffd1e442b82 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffd1e42fc77 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffd1e4681d5 (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffd1e46919c (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffd1e48c9bf (__TEXT,__text) non-external _stateAppendEntry
00007ffd1e4a0c1e (__TEXT,__text) non-external _stateCollectorStreamClose
00007ffd1e4a173d (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
00007ffd1e4a0c2b (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
00007ffd1e49e6ad (__TEXT,__text) non-external _stateComputePatches
00007ffd1e48c11b (__TEXT,__text) non-external _stateConcatPath
00007ffd1e489a29 (__TEXT,__text) non-external _stateDestroy
00007ffd1e4a0aec (__TEXT,__text) non-external _stateDestroy
00007ffd1e49ea67 (__TEXT,__text) non-external _stateGenerateArchive
00007ffd1e48c14e (__TEXT,__text) non-external _stateGetEntryData
00007ffd1e4a2744 (__TEXT,__text) non-external _stateLoadEntryHeader
00007ffd1e48c333 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00007ffd1e466a00 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffd1e4b4464 (__TEXT,__text) non-external _storeCachePos
00007ffd1e4aae2f (__TEXT,__text) non-external _storeChunkOffsets
00007ffd1e46786d (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffd1e464a72 (__TEXT,__text) non-external _streamAbort
00007ffd1e47d4b2 (__TEXT,__text) non-external _streamAbort
00007ffd1e464917 (__TEXT,__text) non-external _streamClose
00007ffd1e47d14f (__TEXT,__text) non-external _streamClose
00007ffd1e4412d9 (__TEXT,__text) non-external _streamConsumerProc
00007ffd1e47dd48 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007ffd1e464a8f (__TEXT,__text) non-external _streamPRead
00007ffd1e47d4d2 (__TEXT,__text) non-external _streamPWrite
00007ffd1e4658e0 (__TEXT,__text) non-external _streamProc
00007ffd1e4b12e1 (__TEXT,__text) non-external _streamProc
00007ffd1e464e5e (__TEXT,__text) non-external _streamRead
00007ffd1e464e81 (__TEXT,__text) non-external _streamSeek
00007ffd1e44139c (__TEXT,__text) non-external _streamThreadProc
00007ffd1e441247 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffd1e45a5f1 (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffd1e45a0cc (__TEXT,__text) non-external _stringTableReserve
00007ffd1e4a82cc (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
00007ffd1e4a2971 (__TEXT,__text) non-external _subArchiveCreate
00007ffd1e4a2ed4 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffd1e49ab8d (__TEXT,__text) non-external _tarParseInt
00007ffd1e4756ad (__TEXT,__text) non-external _tempStreamCancel
00007ffd1e47562a (__TEXT,__text) non-external _tempStreamClose
00007ffd1e4756fa (__TEXT,__text) non-external _tempStreamPRead
00007ffd1e475962 (__TEXT,__text) non-external _tempStreamPWrite
00007ffd1e4756c2 (__TEXT,__text) non-external _tempStreamRead
00007ffd1e4758d6 (__TEXT,__text) non-external _tempStreamSeek
00007ffd1e475bc6 (__TEXT,__text) non-external _tempStreamTruncate
00007ffd1e47592a (__TEXT,__text) non-external _tempStreamWrite
00007ffd1e460f19 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffd1e460c23 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffd1e4ae9f1 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffd1e46e104 (__TEXT,__text) non-external _threadWrapperProc
00007ffd1e44687e (__TEXT,__text) non-external _treeAdd
00007ffd1e44624b (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffd1e446517 (__TEXT,__text) non-external _treeRebalance
00007ffd1e447241 (__TEXT,__text) non-external _treeRotateLeft
00007ffd1e447135 (__TEXT,__text) non-external _treeRotateRight
00007ffd1e446764 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffd1e484280 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffd1e467b41 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffd1e46a64e (__TEXT,__text) non-external _updateFromHeader
00007ffd1e46dc20 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffd1e46dc53 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffd1e496dbb (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffd1e43e8b3 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffd1e43dbc9 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffd1e43e637 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffd1e43df4e (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffd1e474d3d (__TEXT,__text) non-external _verifySegment
00007ffd1e4831fa (__TEXT,__text) non-external _verifySegment
00007ffd1e4b210b (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
00007ffd1e48c40c (__TEXT,__text) non-external _workerApplyAttr
00007ffd1e43e8c8 (__TEXT,__text) non-external _workerDataFree
00007ffd1e48c8c3 (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffd1e48c7c7 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffd1e4538d3 (__TEXT,__text) non-external _workerDestroy
00007ffd1e48c0c0 (__TEXT,__text) non-external _workerDestroy
00007ffd1e48c5f8 (__TEXT,__text) non-external _workerLoadAndApplyACL
00007ffd1e48c4c8 (__TEXT,__text) non-external _workerLoadAndApplyXAT
00007ffd1e42da23 (__TEXT,__text) non-external _workerProc
00007ffd1e43d6dc (__TEXT,__text) non-external _workerProc
00007ffd1e452fbe (__TEXT,__text) non-external _workerProc
00007ffd1e466d83 (__TEXT,__text) non-external _workerProc
00007ffd1e489ae2 (__TEXT,__text) non-external _workerProc
00007ffd1e4b119a (__TEXT,__text) non-external _workerProc
00007ffd1e48c728 (__TEXT,__text) non-external _workerReserve
00007ffd1e48c1eb (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffd1e46b94d (__TEXT,__text) non-external _writeBlobProc
00007ffd1e46b2e2 (__TEXT,__text) non-external _writeHeaderProc
00007ffd1e4a40fa (__TEXT,__text) non-external _writeOBuf
00007ffd1e433ec1 (__TEXT,__text) non-external _writeProc
00007ffd1e45fa92 (__TEXT,__text) non-external _writeProc
00007ffd1e480078 (__TEXT,__text) non-external _writeProc
00007ffd1e47ce36 (__TEXT,__text) non-external _writerProc
00007ffd1e4b2529 (__TEXT,__text) non-external (was a private external) _writerProc
