00007ffa17b1bf0a (__TEXT,__text) external _CGLGetCurrentContext
00007ffa17b193a6 (__TEXT,__text) external _glWeightbvARB
00007ffa17b19422 (__TEXT,__text) external _glWeightdvARB
00007ffa17b19403 (__TEXT,__text) external _glWeightfvARB
00007ffa17b193e4 (__TEXT,__text) external _glWeightivARB
00007ffa17b193c5 (__TEXT,__text) external _glWeightsvARB
00007ffa17b19441 (__TEXT,__text) external _glWeightubvARB
00007ffa17b1947f (__TEXT,__text) external _glWeightuivARB
00007ffa17b19460 (__TEXT,__text) external _glWeightusvARB
00007ffa17b1558c (__TEXT,__text) external _glWindowPos2d
00007ffa17b19b4f (__TEXT,__text) external _glWindowPos2dARB
00007ffa17b155a6 (__TEXT,__text) external _glWindowPos2dv
00007ffa17b19b69 (__TEXT,__text) external _glWindowPos2dvARB
00007ffa17b155c3 (__TEXT,__text) external _glWindowPos2f
00007ffa17b19b86 (__TEXT,__text) external _glWindowPos2fARB
00007ffa17b155dd (__TEXT,__text) external _glWindowPos2fv
00007ffa17b19ba0 (__TEXT,__text) external _glWindowPos2fvARB
00007ffa17b155fa (__TEXT,__text) external _glWindowPos2i
00007ffa17b19bbd (__TEXT,__text) external _glWindowPos2iARB
00007ffa17b15618 (__TEXT,__text) external _glWindowPos2iv
00007ffa17b19bdb (__TEXT,__text) external _glWindowPos2ivARB
00007ffa17b15635 (__TEXT,__text) external _glWindowPos2s
00007ffa17b19bf8 (__TEXT,__text) external _glWindowPos2sARB
00007ffa17b15653 (__TEXT,__text) external _glWindowPos2sv
00007ffa17b19c16 (__TEXT,__text) external _glWindowPos2svARB
00007ffa17b15670 (__TEXT,__text) external _glWindowPos3d
00007ffa17b19c33 (__TEXT,__text) external _glWindowPos3dARB
00007ffa17b1568a (__TEXT,__text) external _glWindowPos3dv
00007ffa17b19c4d (__TEXT,__text) external _glWindowPos3dvARB
00007ffa17b156a7 (__TEXT,__text) external _glWindowPos3f
00007ffa17b19c6a (__TEXT,__text) external _glWindowPos3fARB
00007ffa17b156c1 (__TEXT,__text) external _glWindowPos3fv
00007ffa17b19c84 (__TEXT,__text) external _glWindowPos3fvARB
00007ffa17b156de (__TEXT,__text) external _glWindowPos3i
00007ffa17b19ca1 (__TEXT,__text) external _glWindowPos3iARB
00007ffa17b156ff (__TEXT,__text) external _glWindowPos3iv
00007ffa17b19cc2 (__TEXT,__text) external _glWindowPos3ivARB
00007ffa17b1571c (__TEXT,__text) external _glWindowPos3s
00007ffa17b19cdf (__TEXT,__text) external _glWindowPos3sARB
00007ffa17b1573d (__TEXT,__text) external _glWindowPos3sv
00007ffa17b19d00 (__TEXT,__text) external _glWindowPos3svARB
00007ffa4411a0e0 (__DATA_DIRTY,__common) external _gll_noop
