00007ff8003ff692 (__TEXT,__text) external _NSAddImage
00007ff80041ca93 (__TEXT,__text) non-external __ZN3lsl5BTreeIPKcNS_20ConstCharStarCompareELb0EE8NodeCoreILj31ELj15EE6insertEhOS2_.cold.1
00007ff80041cab6 (__TEXT,__text) non-external __ZN3lsl5BTreeIPKcNS_20ConstCharStarCompareELb0EE8NodeCoreILj31ELj15EE6insertEhOS2_.cold.2
00007ff800407e3e (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator19prepareForInsertionEv
00007ff80041c584 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator19prepareForInsertionEv.cold.1
00007ff80041c5a7 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator19prepareForInsertionEv.cold.2
00007ff80041c5ca (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator19prepareForInsertionEv.cold.3
00007ff800408a50 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv
00007ff80041c7d7 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.1
00007ff80041c7fa (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.2
00007ff80041c81d (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.3
00007ff80041c840 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.4
00007ff80041c863 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.5
00007ff80041c886 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.6
00007ff80041c8a9 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.7
00007ff80041c8cc (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.8
00007ff80040834a (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratorC1EPKS4_RKiS3_
00007ff80041c6e2 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratorC1EPKS4_RKiS3_.cold.1
00007ff800407d0e (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratormmEv
00007ff80041c53e (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratormmEv.cold.1
00007ff80041c561 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratormmEv.cold.2
00007ff80040845c (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratorppEv
00007ff80041c705 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratorppEv.cold.1
00007ff80041c728 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratorppEv.cold.2
00007ff800407a08 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE15insert_internalEONS4_14const_iteratorEOi
00007ff80040881a (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE5eraseENS4_14const_iteratorE
00007ff80041c76e (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE5eraseENS4_14const_iteratorE.cold.1
00007ff800408746 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE5eraseERKi
00007ff800406c8e (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10deallocateEPS6_PNS_9AllocatorE
00007ff80040809c (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE
00007ff80041c5ed (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE.cold.1
00007ff80041c610 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE.cold.2
00007ff80041c633 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE.cold.3
00007ff80041c656 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE.cold.4
00007ff80041c679 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE.cold.5
00007ff80041c69c (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE.cold.6
00007ff80041c6bf (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE.cold.7
00007ff800408e3e (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE14rotateFromLeftEh
00007ff80041c958 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE14rotateFromLeftEh.cold.1
00007ff80041c97b (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE14rotateFromLeftEh.cold.2
00007ff80041c99e (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE14rotateFromLeftEh.cold.3
00007ff80041c9c1 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE14rotateFromLeftEh.cold.4
00007ff800408d1c (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE15rotateFromRightEh
00007ff80041c8ef (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE15rotateFromRightEh.cold.1
00007ff80041c912 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE15rotateFromRightEh.cold.2
00007ff80041c935 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE15rotateFromRightEh.cold.3
00007ff8004089fc (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5eraseEh
00007ff80041c791 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5eraseEh.cold.1
00007ff80041c7b4 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5eraseEh.cold.2
00007ff800408fbe (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5mergeEPNS_9AllocatorEh
00007ff80041c9e4 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5mergeEPNS_9AllocatorEh.cold.1
00007ff80041ca07 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5mergeEPNS_9AllocatorEh.cold.2
00007ff80041ca2a (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5mergeEPNS_9AllocatorEh.cold.3
00007ff80041ca4d (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5mergeEPNS_9AllocatorEh.cold.4
00007ff800407c8c (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE6insertEhOi
00007ff80041c4f8 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE6insertEhOi.cold.1
00007ff80041c51b (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE6insertEhOi.cold.2
00007ff8004121d6 (__TEXT,__text) non-external (was a private external) __ZN3lsl6CRC32cC1Ev
00007ff80041221c (__TEXT,__text) non-external (was a private external) __ZN3lsl6CRC32cclENSt3__14spanISt4byteLm18446744073709551615EEE
00007ff8004121fa (__TEXT,__text) non-external (was a private external) __ZN3lsl6CRC32cclEj
00007ff8004121ee (__TEXT,__text) non-external (was a private external) __ZN3lsl6CRC32ccvjEv
00007ff800408684 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIN5dyld45Atlas6Mapper7MappingEE12reserveExactEm
00007ff80041c74b (__TEXT,__text) non-external __ZN3lsl6VectorIN5dyld45Atlas6Mapper7MappingEE12reserveExactEm.cold.1
00007ff80040917e (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIN5dyld45Atlas6Mapper7MappingEE4swapERS5_
00007ff80040854e (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIN5dyld45Atlas6Mapper7MappingEE6resizeEm
00007ff80040861c (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIN5dyld45Atlas6Mapper7MappingEE7reserveEm
00007ff8004091c6 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIN5dyld45Atlas6Mapper7MappingEEC2ERKS5_RNS_9AllocatorE
00007ff8004181fa (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorINS_13MemoryManager6BufferEE12reserveExactEm
00007ff80041e318 (__TEXT,__text) non-external __ZN3lsl6VectorINS_13MemoryManager6BufferEE12reserveExactEm.cold.1
00007ff8004185d4 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorINS_13MemoryManager6BufferEE6resizeEm
00007ff8004186ce (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorINS_13MemoryManager6BufferEE7reserveEm
00007ff80040d832 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorINS_4UUIDEE12reserveExactEm
00007ff80041d8a8 (__TEXT,__text) non-external __ZN3lsl6VectorINS_4UUIDEE12reserveExactEm.cold.1
00007ff80040d6fc (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorINS_4UUIDEE6resizeEm
00007ff80040d7ca (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorINS_4UUIDEE7reserveEm
00007ff800407812 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIPKcE12reserveExactEm
00007ff80041c48c (__TEXT,__text) non-external __ZN3lsl6VectorIPKcE12reserveExactEm.cold.1
00007ff8004076da (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIPKcE6resizeEm
00007ff8004077aa (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIPKcE7reserveEm
00007ff80040e5b2 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIcE12reserveExactEm
00007ff80041db67 (__TEXT,__text) non-external __ZN3lsl6VectorIcE12reserveExactEm.cold.1
00007ff800407628 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIcE6resizeEm
00007ff800406abe (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIcE7reserveEm
00007ff800409354 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIiE12reserveExactEm
00007ff80041ca70 (__TEXT,__text) non-external __ZN3lsl6VectorIiE12reserveExactEm.cold.1
00007ff80040921c (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIiE6resizeEm
00007ff8004092ec (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIiE7reserveEm
00007ff80040756a (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIjE12reserveExactEm
00007ff80041c469 (__TEXT,__text) non-external __ZN3lsl6VectorIjE12reserveExactEm.cold.1
00007ff800407432 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIjE6resizeEm
00007ff800407502 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIjE7reserveEm
00007ff80041f080 (__TEXT,__const) non-external __ZN3lsl8CRC32cSW12sCRC32cTableE
00007ff8004122c8 (__TEXT,__text) non-external (was a private external) __ZN3lsl8CRC32cSW8checksumEjNSt3__14spanISt4byteLm18446744073709551615EEE
00007ff800412242 (__TEXT,__text) non-external (was a private external) __ZN3lsl8CRC32cSW8checksumEjh
00007ff800412280 (__TEXT,__text) non-external (was a private external) __ZN3lsl8CRC32cSW8checksumEjj
00007ff80041225c (__TEXT,__text) non-external (was a private external) __ZN3lsl8CRC32cSW8checksumEjt
00007ff8004122a4 (__TEXT,__text) non-external (was a private external) __ZN3lsl8CRC32cSW8checksumEjy
00007ff800400a4c (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeSharedIN5dyld45Atlas6MapperEJRS0_RNS_6VectorINS4_7MappingEEEEEENS_9SharedPtrIT_EEDpOT0_
00007ff80040f6b2 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld411FileManagerEJRS0_DnEEENS_9UniquePtrIT_EEDpOT0_
00007ff800406b72 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas11SharedCacheEJRS0_NS2_10FileRecordERNS_9SharedPtrINS3_6MapperEEERyyEEENS_9UniquePtrIT_EEDpOT0_
00007ff800402bdc (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas11SharedCacheEJRS0_NS2_10FileRecordERNS_9SharedPtrINS3_6MapperEEEybEEENS_9UniquePtrIT_EEDpOT0_
00007ff80040eda6 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas15ProcessSnapshotEJRNS_18EphemeralAllocatorERNS2_11FileManagerEbRNSt3__14spanISt4byteLm18446744073709551615EEEEEENS_9UniquePtrIT_EEDpOT0_
00007ff8004043ac (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas15ProcessSnapshotEJRS0_RNS2_11FileManagerEbEEENS_9UniquePtrIT_EEDpOT0_
00007ff80040440e (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas15ProcessSnapshotEJRS0_RNS2_11FileManagerEbRNSt3__14spanISt4byteLm18446744073709551615EEEEEENS_9UniquePtrIT_EEDpOT0_
00007ff800403278 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas17SharedCacheLocalsEJRNS_9SharedPtrINS3_6MapperEEERbEEENS_9UniquePtrIT_EEDpOT0_
00007ff8004068ea (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas5ImageEJS4_EEENS_9UniquePtrIT_EEDpOT0_
00007ff800406bea (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas6BitmapEJRS0_RNSt3__14spanISt4byteLm18446744073709551615EEEEEENS_9UniquePtrIT_EEDpOT0_
00007ff80040eb08 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas7ProcessEJRS0_RNS2_11FileManagerERjRPiEEENS_9UniquePtrIT_EEDpOT0_
00007ff80041549c (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator13aligned_allocEmm
00007ff800418428 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator13memoryManagerEv
00007ff800415c2e (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator15allocate_bufferEmm
00007ff800415d1a (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator16defaultAllocatorEv
00007ff800415ca2 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator17deallocate_bufferEPvmm
00007ff800415b36 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator4freeEPv
00007ff800415cd2 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator6mallocEm
00007ff800415ce4 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator6strdupEPKc
00007ff800409134 (__TEXT,__text) non-external (was a private external) __ZN3lsl9SharedPtrIN5dyld45Atlas6MapperEEC2EPS3_
00007ff800409412 (__TEXT,__text) non-external (was a private external) __ZN3lsl9SharedPtrIN5dyld45Atlas6MapperEEC2ERKS4_
00007ff80040793c (__TEXT,__text) non-external (was a private external) __ZN3lsl9SharedPtrIN5dyld45Atlas6MapperEED2Ev
00007ff800406b20 (__TEXT,__text) non-external (was a private external) __ZN3lsl9SharedPtrIN5dyld45Atlas6MapperEEaSERKS4_
00007ff8004143c6 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIKcEC2IcEEPT_
00007ff80041de24 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIKcEC2IcEEPT_.cold.1
00007ff80041440a (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIKcED2Ev
00007ff80041de47 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIKcED2Ev.cold.1
00007ff80040f700 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld411FileManagerEE7releaseEv
00007ff80041dc38 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld411FileManagerEE7releaseEv.cold.1
00007ff80040f756 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld411FileManagerEEC2IS2_EEPT_
00007ff80041dc5b (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld411FileManagerEEC2IS2_EEPT_.cold.1
00007ff80040f79a (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld411FileManagerEED2Ev
00007ff80041dc7e (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld411FileManagerEED2Ev.cold.1
00007ff80040a21c (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas11SharedCacheEEC2IS3_EEPT_
00007ff80041cd09 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas11SharedCacheEEC2IS3_EEPT_.cold.1
00007ff80040a0be (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas11SharedCacheEED2Ev
00007ff80041cca0 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas11SharedCacheEED2Ev.cold.1
00007ff800404abe (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas15ProcessSnapshotEE10withUnsafeIZNS2_7Process19handleNotificationsEvE3$_6EEDaT_
00007ff80040ec8e (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas15ProcessSnapshotEE7releaseEv
00007ff80041dbd3 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas15ProcessSnapshotEE7releaseEv.cold.1
00007ff80040a3b8 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas15ProcessSnapshotEEC2IS3_EEPT_
00007ff80041cd72 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas15ProcessSnapshotEEC2IS3_EEPT_.cold.1
00007ff80040a2a4 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas15ProcessSnapshotEED2Ev
00007ff80041cd4f (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas15ProcessSnapshotEED2Ev.cold.1
00007ff80040a260 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas17SharedCacheLocalsEEC2IS3_EEPT_
00007ff80041cd2c (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas17SharedCacheLocalsEEC2IS3_EEPT_.cold.1
00007ff80040f95a (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas17SharedCacheLocalsEED2Ev
00007ff80041dd0a (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas17SharedCacheLocalsEED2Ev.cold.1
00007ff80040d9d4 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas5ImageEEC2IS3_EEPT_
00007ff80041d911 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas5ImageEEC2IS3_EEPT_.cold.1
00007ff80040da18 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas5ImageEED2Ev
00007ff80041d934 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas5ImageEED2Ev.cold.1
00007ff80040e646 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas6BitmapEEC2IS3_EEPT_
00007ff80041db8a (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas6BitmapEEC2IS3_EEPT_.cold.1
00007ff80040d6a8 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas6BitmapEED2Ev
00007ff80041d885 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas6BitmapEED2Ev.cold.1
00007ff80040eb72 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas7ProcessEE7releaseEv
00007ff80041dbb0 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas7ProcessEE7releaseEv.cold.1
00007ff80040f916 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas7ProcessEEC2IS3_EEPT_
00007ff80041dce7 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas7ProcessEEC2IS3_EEPT_.cold.1
00007ff80040f8c6 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas7ProcessEED2Ev
00007ff80041dcc4 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas7ProcessEED2Ev.cold.1
00007ff800414382 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrINS_10OrderedMapIyNS_4UUIDENSt3__14lessIyEEEEEC2IS6_EEPT_
00007ff80041de01 (__TEXT,__text) non-external __ZN3lsl9UniquePtrINS_10OrderedMapIyNS_4UUIDENSt3__14lessIyEEEEEC2IS6_EEPT_.cold.1
00007ff80040f7ee (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrINS_10OrderedMapIyNS_4UUIDENSt3__14lessIyEEEEED2Ev
00007ff80041dca1 (__TEXT,__text) non-external __ZN3lsl9UniquePtrINS_10OrderedMapIyNS_4UUIDENSt3__14lessIyEEEEED2Ev.cold.1
00007ff8004079c4 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrISt4byteEC2IS1_EEPT_
00007ff80041c4d5 (__TEXT,__text) non-external __ZN3lsl9UniquePtrISt4byteEC2IS1_EEPT_.cold.1
00007ff80040797c (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrISt4byteED2Ev
00007ff80041c4b2 (__TEXT,__text) non-external __ZN3lsl9UniquePtrISt4byteED2Ev.cold.1
00007ff8004152ce (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIcEC2IcEEPT_
00007ff80041e09a (__TEXT,__text) non-external __ZN3lsl9UniquePtrIcEC2IcEEPT_.cold.1
00007ff800415286 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIcED2Ev
00007ff80041e077 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIcED2Ev.cold.1
00007ff841d689a0 (__DATA,__data) non-external __ZN3lslL9sCRC32cSWE
00007ff800412738 (__TEXT,__text) non-external (was a private external) __ZN5dyld311GradedArchs12forCurrentOSEbb
00007ff80041f480 (__TEXT,__const) non-external (was a private external) __ZN5dyld311GradedArchs6x86_64E
00007ff80041f4b0 (__TEXT,__const) non-external (was a private external) __ZN5dyld311GradedArchs7x86_64hE
00007ff8004122fc (__TEXT,__text) non-external (was a private external) __ZN5dyld34openEPKcii
00007ff80041234a (__TEXT,__text) non-external (was a private external) __ZN5dyld37FatFile9isFatFileEPKv
00007ff840030620 (__DATA_CONST,__const) non-external (was a private external) __ZN5dyld39MachOFile12_s_archInfosE
00007ff8003fe5f6 (__TEXT,__text) non-external (was a private external) __ZN5dyld39MachOFile15currentPlatformEv
00007ff8004127ba (__TEXT,__text) non-external (was a private external) __ZN5dyld39MachOFile19cpuTypeFromArchNameEPKcPiS3_
00007ff800412a12 (__TEXT,__text) non-external (was a private external) __ZN5dyld39MachOFile7isMachOEPKv
00007ff8004126a8 (__TEXT,__text) non-external (was a private external) __ZN5dyld39MachOFile8archNameEjj
00007ff80041275a (__TEXT,__text) non-external __ZN5dyld3L9isHaswellEv
00007ff800413ff0 (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecord4openEi
00007ff80041dd97 (__TEXT,__text) non-external __ZN5dyld410FileRecord4openEi.cold.1
00007ff800413e26 (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecord4swapERS0_
00007ff800413fcc (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecord5closeEv
00007ff800413f46 (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecordC1EOS0_
00007ff800413f7a (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecordD1Ev
00007ff800413f9c (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecordD2Ev
00007ff800413f84 (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecordaSEOS0_
00007ff800412e4c (__TEXT,__text) non-external (was a private external) __ZN5dyld411FileManager17fileRecordForPathERN3lsl9AllocatorEPKc
00007ff800412ed8 (__TEXT,__text) non-external (was a private external) __ZN5dyld411FileManager31fileRecordForVolumeUUIDAndObjIDERKN3lsl4UUIDEy
00007ff800413d2e (__TEXT,__text) non-external (was a private external) __ZN5dyld411FileManager7getPathERKN3lsl4UUIDEy
00007ff800413d8e (__TEXT,__text) non-external (was a private external) __ZN5dyld411FileManager7getPathEyy
00007ff800412e42 (__TEXT,__text) non-external (was a private external) __ZN5dyld411FileManagerC1ERN3lsl9AllocatorEPKNS_15SyscallDelegateE
00007ff800412de6 (__TEXT,__text) non-external (was a private external) __ZN5dyld411FileManagerC2ERN3lsl9AllocatorEPKNS_15SyscallDelegateE
00007ff800402e52 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache12forEachImageEU13block_pointerFvPNS0_5ImageEE
00007ff800402fcc (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache17withImageForIndexEjU13block_pointerFvPNS0_5ImageEE
