00007ffa447c0ae0 (__DATA,__data) non-external _.compoundliteral
00007ffa1e761aa9 (__TEXT,__text) non-external (was a private external) _glp_strtod
00007ffa1e7e4b58 (__TEXT,__text) external _glsmAllocateTextureLevels
00007ffa1e7e4c2f (__TEXT,__text) external _glsmCleanTextureGeometry
00007ffa1e7e5b35 (__TEXT,__text) external _glsmCreateBuffer
00007ffa1e7e59a5 (__TEXT,__text) external _glsmCreateSampler
00007ffa1e7e4af0 (__TEXT,__text) external _glsmCreateTexture
00007ffa1e7e5b76 (__TEXT,__text) external _glsmDestroyBuffer
00007ffa1e7e59e8 (__TEXT,__text) external _glsmDestroySampler
00007ffa1e7e4c00 (__TEXT,__text) external _glsmDestroyTexture
00007ffa1e7e4b90 (__TEXT,__text) external _glsmFreeTextureLevelBuffers
00007ffa1e7e517c (__TEXT,__text) external _glsmLoadTextureLevelBuffer
00007ffa1e7e57ad (__TEXT,__text) external _glsmLoadTextureStructure
00007ffa1e7e4f5d (__TEXT,__text) non-external _glsmResetTextureLevel
00007ffa1e7e59f2 (__TEXT,__text) external _glsmUpdateTexImageDataInPPStream
00007ffa1e7622cc (__TEXT,__text) non-external (was a private external) _glvmCPGetAttributeCode
00007ffa1e765238 (__TEXT,__text) external _glvmCalculateSurfaceTextureBase
00007ffa1e790e80 (__TEXT,__text) non-external (was a private external) _glvmChooseArgTypeConversion
00007ffa1e791190 (__TEXT,__text) non-external (was a private external) _glvmChooseDestTypeConversion
00007ffa1e7df1c0 (__TEXT,__text) external _glvmCopyAttributes
00007ffa1e7622ec (__TEXT,__text) non-external (was a private external) _glvmEPGetAttributeCode
00007ffa1e762360 (__TEXT,__text) non-external (was a private external) _glvmFPGetAttributeCode
00007ffa1e76230c (__TEXT,__text) non-external (was a private external) _glvmGPGetAttributeCode
00007ffa1e762408 (__TEXT,__text) external _glvmGetConstants
00007ffa1e7b3ef0 (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00007ffa1e761d2c (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
00007ffa1e7b4730 (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00007ffa1e76225c (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00007ffa1e7b3510 (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00007ffa1e7d3060 (__TEXT,__text) external _glvmInterpretCPTransformPatch
00007ffa1e7d0120 (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00007ffa1e7d6b10 (__TEXT,__text) external _glvmInterpretEPTransformPatch
00007ffa1e7d3720 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00007ffa1e7e2f50 (__TEXT,__text) external _glvmInterpretFPTransformFour
00007ffa1e7df430 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00007ffa1e7db920 (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00007ffa1e7d8210 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00007ffa1e7cf940 (__TEXT,__text) external _glvmInterpretVPTransformFour
00007ffa1e7cc1a0 (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00007ffa1e797cb0 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00007ffa1e7932d0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00007ffa1e7a3920 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00007ffa1e7a8e20 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00007ffa1e7adcc0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00007ffa1e7ac840 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00007ffa1e79fc20 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00007ffa1e793ec0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00007ffa1e791430 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00007ffa1e866cc2 (__TEXT,__text) non-external _glvmOp
00007ffa1e7b5ec0 (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00007ffa1e7c76c0 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00007ffa1e7b6050 (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00007ffa1e7bdaa0 (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00007ffa1e7b61e0 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00007ffa1e7c6e40 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00007ffa1e7bdbf0 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00007ffa1e7b6360 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00007ffa1e7b5e50 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00007ffa1e7b5e10 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00007ffa1e7b5e40 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00007ffa1e7c7580 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00007ffa1e7b64e0 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00007ffa1e7c7800 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00007ffa1e7b6670 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00007ffa1e7bdc30 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00007ffa1e7c5920 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00007ffa1e7c9c20 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00007ffa1e7c9710 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00007ffa1e7b6890 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00007ffa1e7c2550 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00007ffa1e7c24d0 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00007ffa1e7c7180 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00007ffa1e7b6b00 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00007ffa1e7c7300 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00007ffa1e7dbbf0 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00007ffa1e7bda00 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00007ffa1e7bda30 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00007ffa1e7b6d50 (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00007ffa1e7bed40 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00007ffa1e7bdf80 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00007ffa1e7be480 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00007ffa1e7be7f0 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00007ffa1e7be9b0 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00007ffa1e7bebd0 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00007ffa1e7c4860 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00007ffa1e7beca0 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00007ffa1e7cfef0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00007ffa1e7d34f0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00007ffa1e7df1e0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00007ffa1e7d7fd0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00007ffa1e7cbf30 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00007ffa1e7d7880 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00007ffa1e7d7d40 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00007ffa1e7d7ae0 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00007ffa1e7b6d90 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00007ffa1e7b7130 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00007ffa1e7b7410 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00007ffa1e7c7f20 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00007ffa1e7c7c30 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00007ffa1e7c2e20 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00007ffa1e7c9f30 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00007ffa1e7ca440 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00007ffa1e7b77c0 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00007ffa1e7b7a20 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00007ffa1e7c7c00 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00007ffa1e78a1a0 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00007ffa1e7bda60 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00007ffa1e7caab0 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00007ffa1e7cab00 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00007ffa1e7cacf0 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00007ffa1e7bc610 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00007ffa1e7c7940 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00007ffa1e7c7a50 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00007ffa1e78a1c0 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00007ffa1e78a200 (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00007ffa1e7c8190 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00007ffa1e7b7d80 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00007ffa1e7b8120 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00007ffa1e7b8410 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00007ffa1e7c5a10 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00007ffa1e7b8920 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00007ffa1e7b8b30 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00007ffa1e7c32e0 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00007ffa1e7c3600 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00007ffa1e7bf1b0 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00007ffa1e7bf5b0 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00007ffa1e7bf9b0 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00007ffa1e7bf9c0 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00007ffa1e7b8e30 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00007ffa1e7c01b0 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00007ffa1e7c94b0 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00007ffa1e7b8eb0 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00007ffa1e7b8ef0 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00007ffa1e7b9360 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00007ffa1e7c6e80 (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00007ffa1e7c0300 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00007ffa1e7c8670 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00007ffa1e7c84b0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00007ffa1e7c9450 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00007ffa1e7c8e70 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00007ffa1e7c9170 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00007ffa1e7c0340 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00007ffa1e7bbef0 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00007ffa1e7bbf30 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00007ffa1e7bbf40 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00007ffa1e78a1b0 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00007ffa1e7c08d0 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00007ffa1e7c3710 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00007ffa1e7c5ee0 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00007ffa1e7c6160 (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00007ffa1e7bc270 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00007ffa1e7b5db0 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00007ffa1e7bd7b0 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00007ffa1e7c0d30 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00007ffa1e7c0e20 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00007ffa1e7c1230 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00007ffa1e7c1250 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00007ffa1e7c14f0 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00007ffa1e7c6f00 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00007ffa1e7c6fd0 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00007ffa1e7bcab0 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00007ffa1e7c71c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00007ffa1e7c1780 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00007ffa1e7c1a20 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00007ffa1e7c44c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00007ffa1e7c1cb0 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00007ffa1e7bccf0 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00007ffa1e7bced0 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00007ffa1e7d32f0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00007ffa1e7d6dc0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00007ffa1e7cae90 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00007ffa1e7c20b0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00007ffa1e7c20d0 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00007ffa1e7c48f0 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00007ffa1e7dbfb0 (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00007ffa1e7bd400 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00007ffa1e7c7440 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00007ffa1e78a0a0 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00007ffa1e789ea0 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00007ffa1e789fa0 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00007ffa1e7c7bd0 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00007ffa1e7c6bc0 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00007ffa1e7c8ab0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00007ffa1e7c85c0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00007ffa1e7c9480 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00007ffa1e7c9020 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00007ffa1e7c9320 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00007ffa1e7c6ec0 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00007ffa1e7c2220 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00007ffa1e7c2490 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00007ffa1e7b5e60 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00007ffa1e7b5330 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00007ffa1e7b56c0 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00007ffa1e789fc0 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00007ffa1e789dc0 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00007ffa1e78a120 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00007ffa1e789ec0 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00007ffa1e78a170 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00007ffa1e789d30 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00007ffa1e789d50 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00007ffa1e78a0e0 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00007ffa1e789da0 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00007ffa1e789cf0 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00007ffa1e78a0c0 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00007ffa1e789d90 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00007ffa1e7deb50 (__TEXT,__text) external _glvmPreloadFPTransformFour
00007ffa1e7dc180 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00007ffa1e78a860 (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00007ffa1e78d360 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00007ffa1e78a210 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00007ffa1e78a920 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00007ffa1e78cd90 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00007ffa1e78e9e0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00007ffa1e78ed90 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00007ffa1e78a400 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00007ffa1e78a500 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00007ffa1e78a570 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00007ffa1e78a750 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00007ffa1e78ce10 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00007ffa1e78ef40 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00007ffa1e78f2b0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00007ffa1e78f750 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00007ffa1e7890c0 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00007ffa1e788f90 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00007ffa1e7662b0 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00007ffa1e76ca20 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00007ffa1e76e080 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00007ffa1e788fd0 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00007ffa1e7cf820 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa1e7d2f40 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa1e7d69f0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa1e7db800 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa1e7e2e30 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa1e76474c (__TEXT,__text) external _glvmSetTextureFormat
00007ffa1e790b90 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00007ffa1e79b240 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00007ffa1e79f0f0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00007ffa1e7a5f50 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00007ffa1e7aab50 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00007ffa1e7afeb0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00007ffa1e7ad000 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00007ffa1e7a10c0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00007ffa1e7a76d0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00007ffa1e7ab9c0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00007ffa1e7b1400 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00007ffa1e7ad660 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00007ffa1e7a2200 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00007ffa1e799330 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00007ffa1e79bbf0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00007ffa1e7661d0 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00007ffa1e766230 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00007ffa1e790c30 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00007ffa1e76554f (__TEXT,__text) external _glvmUpdateTextureStructure
00007ffa1e7d64d0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00007ffa1e7db090 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00007ffa1e7cef20 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00007ffa4355b750 (__DATA_DIRTY,__bss) non-external _glvm_constants
00007ffa4355b740 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00007ffa1e8350cf (__TEXT,__text) non-external _handleResetPost
00007ffa1e83506f (__TEXT,__text) non-external _handleResetPre
00007ffa1e83a978 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00007ffa1e842f15 (__TEXT,__text) non-external _include_str_getch
00007ffa1e842fea (__TEXT,__text) non-external _include_str_ungetch
00007ffa1e83a179 (__TEXT,__text) non-external _initAggregateType
00007ffa1e847fab (__TEXT,__text) non-external _initBinaryOperatorNode
00007ffa1e847fee (__TEXT,__text) non-external _initDerefNode
00007ffa1e7ebf8c (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00007ffa1e847f76 (__TEXT,__text) non-external _initUnaryOperatorNode
00007ffa1e868c1f (__TEXT,__text) non-external _inliningNodeReplacement
00007ffa1e824087 (__TEXT,__text) non-external _inputForOutput
00007ffa1e896656 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00007ffa1e89664d (__TEXT,__text) non-external _instructionIndexHashFunction
00007ffa1e884981 (__TEXT,__text) non-external _iterateQualifiers
00007ffa1e843e29 (__TEXT,__text) non-external _lAddByte
00007ffa1e843696 (__TEXT,__text) non-external _lFloatConst
00007ffa1e843cff (__TEXT,__text) non-external _lNewBlock
00007ffa1e844388 (__TEXT,__text) non-external _lReadByte
00007ffa1e83f360 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00007ffa1e86516f (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00007ffa1e757e9f (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00007ffa1e757ef7 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00007ffa1e757ffc (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00007ffa1e758078 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00007ffa1e757e6c (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00007ffa1e757fea (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00007ffa1e757f5f (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00007ffa1e757ea5 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00007ffa1e757ef1 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00007ffa1e757e99 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00007ffa1e758089 (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00007ffa1e757e63 (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00007ffa1e8412f7 (__TEXT,__text) non-external _macro_scan
00007ffa1e81c129 (__TEXT,__text) non-external _makeCopyFunction
00007ffa1e8654d1 (__TEXT,__text) non-external _makeIntConstantNode
00007ffa1e7e7adf (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00007ffa1e841c32 (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00007ffa1e841b7e (__TEXT,__text) non-external (was a private external) _mem_Alloc
00007ffa1e841a83 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00007ffa1e841b3e (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ffa1e7e9134 (__TEXT,__text) non-external _mergeTypes
00007ffa447c51c0 (__DATA,__bss) non-external _message
00007ffa447c51b0 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffa447c0a68 (__DATA,__data) non-external _mutex
00007ffa1e8262bf (__TEXT,__text) non-external _nameTablePush
00007ffa447c55f0 (__DATA,__bss) non-external _nameTableSets
00007ffa1e8419e2 (__TEXT,__text) non-external _noop
00007ffa1e843690 (__TEXT,__text) non-external _noop
00007ffa1e81e1a9 (__TEXT,__text) non-external _offsetLayout
00007ffa1e83f65a (__TEXT,__text) non-external _op_add
00007ffa1e83f5ea (__TEXT,__text) non-external _op_and
00007ffa1e83f6b8 (__TEXT,__text) non-external _op_cmpl
00007ffa1e83f678 (__TEXT,__text) non-external _op_div
00007ffa1e83f5f4 (__TEXT,__text) non-external _op_eq
00007ffa1e83f61b (__TEXT,__text) non-external _op_ge
00007ffa1e83f60e (__TEXT,__text) non-external _op_gt
00007ffa1e83f635 (__TEXT,__text) non-external _op_le
00007ffa1e83f5c1 (__TEXT,__text) non-external _op_logand
00007ffa1e83f5b4 (__TEXT,__text) non-external _op_logor
00007ffa1e83f628 (__TEXT,__text) non-external _op_lt
00007ffa1e83f68e (__TEXT,__text) non-external _op_mod
00007ffa1e83f66d (__TEXT,__text) non-external _op_mul
00007ffa1e83f601 (__TEXT,__text) non-external _op_ne
00007ffa1e83f6ae (__TEXT,__text) non-external _op_neg
