00007ffb0a5619f0 (__TEXT,__text) external _ARMCompilationCallback
00007ffb416c5240 (__DATA_CONST,__const) external __ZTIN4llvm21X86MCAsmInfoMicrosoftE
00007ffb416c5210 (__DATA_CONST,__const) external __ZTIN4llvm21X86_64MCAsmInfoDarwinE
00007ffb4174b1f0 (__DATA_CONST,__const) external __ZTIN4llvm21formatted_raw_ostreamE
00007ffb416f8cd0 (__DATA_CONST,__const) external __ZTIN4llvm22ARMElfTargetObjectFileE
00007ffb4170a768 (__DATA_CONST,__const) external __ZTIN4llvm22ConstantDataSequentialE
00007ffb416fc0a8 (__DATA_CONST,__const) external __ZTIN4llvm22CriticalAntiDepBreakerE
00007ffb416fe1f8 (__DATA_CONST,__const) external __ZTIN4llvm22MachineModuleInfoMachOE
00007ffb4174b458 (__DATA_CONST,__const) external __ZTIN4llvm22PrettyStackTraceStringE
00007ffb4174b5f0 (__DATA_CONST,__const) external __ZTIN4llvm22StreamableMemoryObjectE
00007ffb416fadb0 (__DATA_CONST,__const) external __ZTIN4llvm22TargetSelectionDAGInfoE
00007ffb417052c8 (__DATA_CONST,__const) external __ZTIN4llvm22UnifyFunctionExitNodesE
00007ffb4166c858 (__DATA_CONST,__const) external __ZTIN4llvm22X86MachineFunctionInfoE
00007ffb4174cff0 (__DATA_CONST,__const) external __ZTIN4llvm22_system_error_categoryE
00007ffb416c5728 (__DATA_CONST,__const) external __ZTIN4llvm23ARM64ExternalSymbolizerE
00007ffb416f6ed0 (__DATA_CONST,__const) external __ZTIN4llvm23ARMConstantPoolConstantE
00007ffb41709640 (__DATA_CONST,__const) external __ZTIN4llvm23AbstractLatticeFunctionE
00007ffb4170a9b8 (__DATA_CONST,__const) external __ZTIN4llvm23DiagnosticInfoInlineAsmE
00007ffb4170aa08 (__DATA_CONST,__const) external __ZTIN4llvm23DiagnosticInfoStackSizeE
00007ffb41714630 (__DATA_CONST,__const) external __ZTIN4llvm23InsertValueConstantExprE
00007ffb41716030 (__DATA_CONST,__const) external __ZTIN4llvm23MCAsmParserSemaCallbackE
00007ffb417469a8 (__DATA_CONST,__const) external __ZTIN4llvm23MCDwarfLineAddrFragmentE
00007ffb41746bc8 (__DATA_CONST,__const) external __ZTIN4llvm23MCELFObjectTargetWriterE
00007ffb416fdbc0 (__DATA_CONST,__const) external __ZTIN4llvm23MachineFunctionAnalysisE
00007ffb4174b4a8 (__DATA_CONST,__const) external __ZTIN4llvm23PrettyStackTraceProgramE
00007ffb41700408 (__DATA_CONST,__const) external __ZTIN4llvm23SchedulingPriorityQueueE
00007ffb4174cf90 (__DATA_CONST,__const) external __ZTIN4llvm23_generic_error_categoryE
00007ffb416fb880 (__DATA_CONST,__const) external __ZTIN4llvm24AggressiveAntiDepBreakerE
00007ffb4170a100 (__DATA_CONST,__const) external __ZTIN4llvm24AssemblyAnnotationWriterE
00007ffb4170ad40 (__DATA_CONST,__const) external __ZTIN4llvm24DominatorTreeWrapperPassE
00007ffb417145d8 (__DATA_CONST,__const) external __ZTIN4llvm24ExtractValueConstantExprE
00007ffb41746a10 (__DATA_CONST,__const) external __ZTIN4llvm24MCDwarfCallFrameFragmentE
00007ffb41747430 (__DATA_CONST,__const) external __ZTIN4llvm24MCMachObjectTargetWriterE
00007ffb416fda90 (__DATA_CONST,__const) external __ZTIN4llvm24MachineConstantPoolValueE
00007ffb416fe340 (__DATA_CONST,__const) external __ZTIN4llvm24MachinePostDominatorTreeE
00007ffb417084a0 (__DATA_CONST,__const) external __ZTIN4llvm24MemoryDependenceAnalysisE
00007ffb41715880 (__DATA_CONST,__const) external __ZTIN4llvm24PassRegistrationListenerE
00007ffb41700480 (__DATA_CONST,__const) external __ZTIN4llvm24ScheduleHazardRecognizerE
00007ffb41709f08 (__DATA_CONST,__const) external __ZTIN4llvm24TargetLoweringObjectFileE
00007ffb4166ad38 (__DATA_CONST,__const) external __ZTIN4llvm24X86COFFMachineModuleInfoE
00007ffb4166ed38 (__DATA_CONST,__const) external __ZTIN4llvm24X86LinuxTargetObjectFileE
00007ffb416c84c8 (__DATA_CONST,__const) external __ZTIN4llvm25ARM64_ELFTargetObjectFileE
00007ffb417146e0 (__DATA_CONST,__const) external __ZTIN4llvm25GetElementPtrConstantExprE
00007ffb41714528 (__DATA_CONST,__const) external __ZTIN4llvm25InsertElementConstantExprE
00007ffb41747800 (__DATA_CONST,__const) external __ZTIN4llvm25MCMachOObjectDisassemblerE
00007ffb416fd470 (__DATA_CONST,__const) external __ZTIN4llvm25MachineBlockFrequencyInfoE
00007ffb41700110 (__DATA_CONST,__const) external __ZTIN4llvm25PBQPBuilderWithCoalescingE
00007ffb41714580 (__DATA_CONST,__const) external __ZTIN4llvm25ShuffleVectorConstantExprE
00007ffb41703d20 (__DATA_CONST,__const) external __ZTIN4llvm25SimplifyFortifiedLibCallsE
00007ffb417057a0 (__DATA_CONST,__const) weak external __ZTIN4llvm26DOTGraphTraitsModuleViewerINS_20CallGraphWrapperPassELb1EPNS_9CallGraphENS_34AnalysisCallGraphWrapperPassTraitsEEE
00007ffb417144d0 (__DATA_CONST,__const) external __ZTIN4llvm26ExtractElementConstantExprE
00007ffb416fe190 (__DATA_CONST,__const) external __ZTIN4llvm26MMIAddrLabelMapCallbackPtrE
00007ffb417005a0 (__DATA_CONST,__const) external __ZTIN4llvm26ScoreboardHazardRecognizerE
00007ffb4166edf0 (__DATA_CONST,__const) external __ZTIN4llvm26X86WindowsTargetObjectFileE
00007ffb416c8580 (__DATA_CONST,__const) external __ZTIN4llvm27ARM64_MachoTargetObjectFileE
00007ffb4174a7a8 (__DATA_CONST,__const) external __ZTIN4llvm27CrashRecoveryContextCleanupE
00007ffb41705910 (__DATA_CONST,__const) weak external __ZTIN4llvm27DOTGraphTraitsModulePrinterINS_20CallGraphWrapperPassELb1EPNS_9CallGraphENS_34AnalysisCallGraphWrapperPassTraitsEEE
00007ffb4170ab08 (__DATA_CONST,__const) external __ZTIN4llvm27DiagnosticPrinterRawOStreamE
00007ffb416ffac8 (__DATA_CONST,__const) external __ZTIN4llvm27FixedStackPseudoSourceValueE
00007ffb417465d0 (__DATA_CONST,__const) external __ZTIN4llvm27MCEncodedFragmentWithFixupsE
00007ffb41748838 (__DATA_CONST,__const) external __ZTIN4llvm27MCWinCOFFObjectTargetWriterE
00007ffb416fe288 (__DATA_CONST,__const) external __ZTIN4llvm27MachinePassRegistryListenerE
00007ffb41714920 (__DATA_CONST,__const) external __ZTIN4llvm27PassManagerPrettyStackEntryE
00007ffb41701488 (__DATA_CONST,__const) external __ZTIN4llvm27TargetLoweringObjectFileELFE
00007ffb4166ec80 (__DATA_CONST,__const) external __ZTIN4llvm27X86_64MachoTargetObjectFileE
00007ffb417466f8 (__DATA_CONST,__const) external __ZTIN4llvm28MCCompactEncodedInstFragmentE
00007ffb416fd6c8 (__DATA_CONST,__const) external __ZTIN4llvm28MachineBranchProbabilityInfoE
00007ffb417015f8 (__DATA_CONST,__const) external __ZTIN4llvm28TargetLoweringObjectFileCOFFE
00007ffb41701540 (__DATA_CONST,__const) external __ZTIN4llvm29TargetLoweringObjectFileMachOE
00007ffb416c53a8 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11OptionValueI17AsmWriterFlavorTyEE
00007ffb416c91f0 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11OptionValueI18AsmWriterVariantTyEE
00007ffb416f8810 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11OptionValueI6ITModeEE
00007ffb416f8660 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11OptionValueI9AlignModeEE
00007ffb4174a550 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl11OptionValueIN12_GLOBAL__N_111HelpPrinterEEE
00007ffb417009c0 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl11OptionValueIN12_GLOBAL__N_111SpillerNameEEE
00007ffb416fb538 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl11OptionValueIN12_GLOBAL__N_112DefaultOnOffEEE
00007ffb41714ef0 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl11OptionValueIN12_GLOBAL__N_114PassDebugLevelEEE
00007ffb4174a750 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl11OptionValueIN12_GLOBAL__N_114VersionPrinterEEE
00007ffb4174a650 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl11OptionValueIN12_GLOBAL__N_118HelpPrinterWrapperEEE
00007ffb41749938 (__DATA_CONST,__const) external __ZTIN4llvm2cl11OptionValueINS0_13boolOrDefaultEEE
00007ffb416ffe80 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11OptionValueINS_11SplitEditor19ComplementSpillModeEEE
00007ffb417089b0 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11OptionValueINS_6Region10PrintStyleEEE
00007ffb41749998 (__DATA_CONST,__const) external __ZTIN4llvm2cl11OptionValueINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEEE
00007ffb416ff590 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11OptionValueIPFPNS_12FunctionPassEvEEE
00007ffb416feb08 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11OptionValueIPFPNS_17ScheduleDAGInstrsEPNS_19MachineSchedContextEEEE
00007ffb416fa910 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11OptionValueIPFPNS_18ScheduleDAGSDNodesEPNS_16SelectionDAGISelENS_10CodeGenOpt5LevelEEEE
00007ffb41715970 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11OptionValueIPKNS_8PassInfoEEE
00007ffb4166e760 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11OptionValueIbEE
00007ffb4174a438 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11OptionValueIcEE
00007ffb416659a0 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11OptionValueIiEE
00007ffb41665a18 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11OptionValueIjEE
00007ffb41749a80 (__DATA_CONST,__const) external __ZTIN4llvm2cl11StringSaverE
00007ffb416c5300 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11opt_storageI17AsmWriterFlavorTyLb0ELb0EEE
00007ffb416c9148 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11opt_storageI18AsmWriterVariantTyLb0ELb0EEE
00007ffb416f8768 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11opt_storageI6ITModeLb0ELb0EEE
00007ffb416f85b8 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11opt_storageI9AlignModeLb0ELb0EEE
00007ffb4174a510 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl11opt_storageIN12_GLOBAL__N_111HelpPrinterELb1ELb1EEE
00007ffb41700918 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl11opt_storageIN12_GLOBAL__N_111SpillerNameELb0ELb0EEE
00007ffb416fb490 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl11opt_storageIN12_GLOBAL__N_112DefaultOnOffELb0ELb0EEE
00007ffb41714e48 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl11opt_storageIN12_GLOBAL__N_114PassDebugLevelELb0ELb0EEE
00007ffb4174a710 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl11opt_storageIN12_GLOBAL__N_114VersionPrinterELb1ELb1EEE
00007ffb4174a610 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl11opt_storageIN12_GLOBAL__N_118HelpPrinterWrapperELb1ELb1EEE
00007ffb416fbd08 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11opt_storageINS0_13boolOrDefaultELb0ELb0EEE
00007ffb416ffdd8 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11opt_storageINS_11SplitEditor19ComplementSpillModeELb0ELb0EEE
00007ffb41708908 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11opt_storageINS_6Region10PrintStyleELb0ELb0EEE
00007ffb41749ee8 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11opt_storageINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEELb0ELb1EEE
00007ffb4174b778 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11opt_storageINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEELb1ELb1EEE
00007ffb416ff428 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11opt_storageIPFPNS_12FunctionPassEvELb0ELb0EEE
00007ffb416fe9a0 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11opt_storageIPFPNS_17ScheduleDAGInstrsEPNS_19MachineSchedContextEELb0ELb0EEE
00007ffb416fa7a8 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11opt_storageIPFPNS_18ScheduleDAGSDNodesEPNS_16SelectionDAGISelENS_10CodeGenOpt5LevelEELb0ELb0EEE
00007ffb4174a040 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11opt_storageIbLb0ELb0EEE
00007ffb41665210 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11opt_storageIbLb1ELb0EEE
00007ffb41749fa0 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11opt_storageIcLb0ELb0EEE
00007ffb41749e48 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11opt_storageIiLb0ELb0EEE
00007ffb41749da8 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11opt_storageIjLb0ELb0EEE
00007ffb416fa5d8 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl11opt_storageIjLb1ELb0EEE
00007ffb41749b08 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl12basic_parserINS0_13boolOrDefaultEEE
00007ffb41749cb8 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl12basic_parserINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEEE
00007ffb41749ac0 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl12basic_parserIbEE
00007ffb41749d00 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl12basic_parserIcEE
00007ffb41749c28 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl12basic_parserIdEE
00007ffb41749c70 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl12basic_parserIfEE
00007ffb41749b50 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl12basic_parserIiEE
00007ffb41749b98 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl12basic_parserIjEE
00007ffb41749be0 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl12basic_parserIyEE
00007ffb41666c30 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl12list_storageINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEbEE
00007ffb41714ff8 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl12list_storageIPKNS_8PassInfoEbEE
00007ffb416c53c0 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueBaseI17AsmWriterFlavorTyLb0EEE
00007ffb416c9208 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueBaseI18AsmWriterVariantTyLb0EEE
00007ffb416f8828 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueBaseI6ITModeLb0EEE
00007ffb416f8678 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueBaseI9AlignModeLb0EEE
00007ffb4174a568 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl15OptionValueBaseIN12_GLOBAL__N_111HelpPrinterELb1EEE
00007ffb417009d8 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl15OptionValueBaseIN12_GLOBAL__N_111SpillerNameELb0EEE
00007ffb416fb550 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl15OptionValueBaseIN12_GLOBAL__N_112DefaultOnOffELb0EEE
00007ffb41714f08 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl15OptionValueBaseIN12_GLOBAL__N_114PassDebugLevelELb0EEE
00007ffb4174a768 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl15OptionValueBaseIN12_GLOBAL__N_114VersionPrinterELb1EEE
00007ffb4174a668 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl15OptionValueBaseIN12_GLOBAL__N_118HelpPrinterWrapperELb1EEE
00007ffb416ffe98 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueBaseINS_11SplitEditor19ComplementSpillModeELb0EEE
00007ffb417089c8 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueBaseINS_6Region10PrintStyleELb0EEE
00007ffb416ff5a8 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueBaseIPFPNS_12FunctionPassEvELb0EEE
00007ffb416feb20 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueBaseIPFPNS_17ScheduleDAGInstrsEPNS_19MachineSchedContextEELb0EEE
00007ffb416fa928 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueBaseIPFPNS_18ScheduleDAGSDNodesEPNS_16SelectionDAGISelENS_10CodeGenOpt5LevelEELb0EEE
00007ffb41715988 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueBaseIPKNS_8PassInfoELb0EEE
00007ffb4166f740 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueBaseIbLb0EEE
00007ffb4174a450 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueBaseIcLb0EEE
00007ffb416659b8 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueBaseIiLb0EEE
00007ffb41665a30 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueBaseIjLb0EEE
00007ffb416c53d8 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueCopyI17AsmWriterFlavorTyEE
00007ffb416c9220 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueCopyI18AsmWriterVariantTyEE
00007ffb416f8840 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueCopyI6ITModeEE
00007ffb416f8690 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueCopyI9AlignModeEE
00007ffb417009f0 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl15OptionValueCopyIN12_GLOBAL__N_111SpillerNameEEE
00007ffb416fb568 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl15OptionValueCopyIN12_GLOBAL__N_112DefaultOnOffEEE
00007ffb41714f20 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl15OptionValueCopyIN12_GLOBAL__N_114PassDebugLevelEEE
00007ffb41749950 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueCopyINS0_13boolOrDefaultEEE
00007ffb416ffeb0 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueCopyINS_11SplitEditor19ComplementSpillModeEEE
00007ffb417089e0 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueCopyINS_6Region10PrintStyleEEE
00007ffb41665798 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueCopyINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEEE
00007ffb416ff5c0 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueCopyIPFPNS_12FunctionPassEvEEE
00007ffb416feb38 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueCopyIPFPNS_17ScheduleDAGInstrsEPNS_19MachineSchedContextEEEE
00007ffb416fa940 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueCopyIPFPNS_18ScheduleDAGSDNodesEPNS_16SelectionDAGISelENS_10CodeGenOpt5LevelEEEE
00007ffb417159a0 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueCopyIPKNS_8PassInfoEEE
00007ffb4166e780 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueCopyIbEE
00007ffb4174a468 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueCopyIcEE
00007ffb416659d0 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueCopyIiEE
00007ffb41665a48 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl15OptionValueCopyIjEE
00007ffb41749a40 (__DATA_CONST,__const) external __ZTIN4llvm2cl17basic_parser_implE
00007ffb417498f8 (__DATA_CONST,__const) external __ZTIN4llvm2cl18GenericOptionValueE
00007ffb41749a00 (__DATA_CONST,__const) external __ZTIN4llvm2cl19generic_parser_baseE
00007ffb416c52c8 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl3optI17AsmWriterFlavorTyLb0ENS0_6parserIS2_EEEE
00007ffb416c9110 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl3optI18AsmWriterVariantTyLb0ENS0_6parserIS2_EEEE
00007ffb416f8730 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl3optI6ITModeLb0ENS0_6parserIS2_EEEE
00007ffb416f8580 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl3optI9AlignModeLb0ENS0_6parserIS2_EEEE
00007ffb4174a4d8 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl3optIN12_GLOBAL__N_111HelpPrinterELb1ENS0_6parserIbEEEE
00007ffb417008e0 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl3optIN12_GLOBAL__N_111SpillerNameELb0ENS0_6parserIS3_EEEE
00007ffb416fb458 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl3optIN12_GLOBAL__N_112DefaultOnOffELb0ENS0_6parserIS3_EEEE
00007ffb41714e10 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl3optIN12_GLOBAL__N_114PassDebugLevelELb0ENS0_6parserIS3_EEEE
00007ffb4174a6d8 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl3optIN12_GLOBAL__N_114VersionPrinterELb1ENS0_6parserIbEEEE
00007ffb4174a5d8 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl3optIN12_GLOBAL__N_118HelpPrinterWrapperELb1ENS0_6parserIbEEEE
00007ffb416fbcd0 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl3optINS0_13boolOrDefaultELb0ENS0_6parserIS2_EEEE
00007ffb416ffda0 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl3optINS_11SplitEditor19ComplementSpillModeELb0ENS0_6parserIS3_EEEE
00007ffb417088d0 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl3optINS_6Region10PrintStyleELb0ENS0_6parserIS3_EEEE
00007ffb41749eb0 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl3optINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEELb0ENS0_6parserIS8_EEEE
00007ffb4174b740 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl3optINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEELb1ENS0_6parserIS8_EEEE
00007ffb416ff3f0 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl3optIPFPNS_12FunctionPassEvELb0ENS_18RegisterPassParserINS_16RegisterRegAllocEEEEE
00007ffb416fe968 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl3optIPFPNS_17ScheduleDAGInstrsEPNS_19MachineSchedContextEELb0ENS_18RegisterPassParserINS_20MachineSchedRegistryEEEEE
00007ffb416fa770 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl3optIPFPNS_18ScheduleDAGSDNodesEPNS_16SelectionDAGISelENS_10CodeGenOpt5LevelEELb0ENS_18RegisterPassParserINS_17RegisterSchedulerEEEEE
00007ffb4174a008 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl3optIbLb0ENS0_6parserIbEEEE
00007ffb416651d8 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl3optIbLb1ENS0_6parserIbEEEE
00007ffb41749f68 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl3optIcLb0ENS0_6parserIcEEEE
00007ffb41749e10 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl3optIiLb0ENS0_6parserIiEEEE
00007ffb41749d70 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl3optIjLb0ENS0_6parserIjEEEE
00007ffb416fa5a0 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl3optIjLb1ENS0_6parserIjEEEE
00007ffb41666bf8 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl4listINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEbNS0_6parserIS8_EEEE
00007ffb41714fc0 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl4listIPKNS_8PassInfoEbNS_14PassNameParserEEE
00007ffb4174a330 (__DATA_CONST,__const) external __ZTIN4llvm2cl5aliasE
00007ffb417498b8 (__DATA_CONST,__const) external __ZTIN4llvm2cl6OptionE
00007ffb416c5360 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl6parserI17AsmWriterFlavorTyEE
00007ffb416c91a8 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl6parserI18AsmWriterVariantTyEE
00007ffb416f87c8 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl6parserI6ITModeEE
00007ffb416f8618 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl6parserI9AlignModeEE
00007ffb41700978 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl6parserIN12_GLOBAL__N_111SpillerNameEEE
00007ffb416fb4f0 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl6parserIN12_GLOBAL__N_112DefaultOnOffEEE
00007ffb41714ea8 (__DATA_CONST,__const) non-external __ZTIN4llvm2cl6parserIN12_GLOBAL__N_114PassDebugLevelEEE
00007ffb4174a0c8 (__DATA_CONST,__const) external __ZTIN4llvm2cl6parserINS0_13boolOrDefaultEEE
00007ffb416ffe38 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl6parserINS_11SplitEditor19ComplementSpillModeEEE
00007ffb41708968 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl6parserINS_6Region10PrintStyleEEE
00007ffb4174a278 (__DATA_CONST,__const) external __ZTIN4llvm2cl6parserINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEEE
00007ffb416ff4f8 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl6parserIPFPNS_12FunctionPassEvEEE
00007ffb416fea70 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl6parserIPFPNS_17ScheduleDAGInstrsEPNS_19MachineSchedContextEEEE
00007ffb416fa878 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl6parserIPFPNS_18ScheduleDAGSDNodesEPNS_16SelectionDAGISelENS_10CodeGenOpt5LevelEEEE
00007ffb41715890 (__DATA_CONST,__const) weak external __ZTIN4llvm2cl6parserIPKNS_8PassInfoEEE
00007ffb4174a080 (__DATA_CONST,__const) external __ZTIN4llvm2cl6parserIbEE
00007ffb4174a2c0 (__DATA_CONST,__const) external __ZTIN4llvm2cl6parserIcEE
00007ffb4174a1e8 (__DATA_CONST,__const) external __ZTIN4llvm2cl6parserIdEE
00007ffb4174a230 (__DATA_CONST,__const) external __ZTIN4llvm2cl6parserIfEE
00007ffb4174a110 (__DATA_CONST,__const) external __ZTIN4llvm2cl6parserIiEE
00007ffb4174a158 (__DATA_CONST,__const) external __ZTIN4llvm2cl6parserIjEE
00007ffb4174a1a0 (__DATA_CONST,__const) external __ZTIN4llvm2cl6parserIyEE
00007ffb4170aa48 (__DATA_CONST,__const) external __ZTIN4llvm34DiagnosticInfoDebugMetadataVersionE
00007ffb416fb318 (__DATA_CONST,__const) weak external __ZTIN4llvm3DIEE
