000000027e001350 (__TEXT,__text) external _AAAFSCGetMetadata
000000027dfc4b2c (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
000000027dfc514c (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
000000027dfc9810 (__TEXT,__text) non-external _setThreadErrorContext
000000027e0035f0 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
000000027dfd043c (__TEXT,__text) non-external _setupContext
000000027dfdd500 (__TEXT,__text) non-external _setupContext
000000027dfc3704 (__TEXT,__text) non-external (was a private external) _sha1ToString
000000027dfc3790 (__TEXT,__text) non-external (was a private external) _sha1cmp
000000027dfa0984 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
000000027df8eb40 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat (from libSystem)
000000027dfc4a94 (__TEXT,__text) non-external (was a private external) _statIsCompressed
000000027dfc5bb4 (__TEXT,__text) non-external (was a private external) _statIsDataless
000000027dfe68a0 (__TEXT,__text) non-external _stateAppendEntry
000000027dff94a0 (__TEXT,__text) non-external _stateCollectorStreamClose
000000027dff9e5c (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
000000027dff94bc (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
000000027dff74d8 (__TEXT,__text) non-external _stateComputePatches
000000027dfe5f3c (__TEXT,__text) non-external _stateConcatPath
000000027dfe3d94 (__TEXT,__text) non-external _stateDestroy
000000027dff9374 (__TEXT,__text) non-external _stateDestroy
000000027dff7808 (__TEXT,__text) non-external _stateGenerateArchive
000000027dfe5f68 (__TEXT,__text) non-external _stateGetEntryData
000000027dffacf0 (__TEXT,__text) non-external _stateLoadEntryHeader
000000027dfe6158 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
000000027dfc30d0 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs (from libSystem)
000000027e00c88c (__TEXT,__text) non-external _storeCachePos
000000027e0036b4 (__TEXT,__text) non-external _storeChunkOffsets
000000027dfc40a8 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
000000027dfc1384 (__TEXT,__text) non-external _streamAbort
000000027dfd8a14 (__TEXT,__text) non-external _streamAbort
000000027dfc1230 (__TEXT,__text) non-external _streamClose
000000027dfd86fc (__TEXT,__text) non-external _streamClose
000000027df9f120 (__TEXT,__text) non-external _streamConsumerProc
000000027dfd91a0 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
000000027dfc13a8 (__TEXT,__text) non-external _streamPRead
000000027dfd8a38 (__TEXT,__text) non-external _streamPWrite
000000027dfc2278 (__TEXT,__text) non-external _streamProc
000000027e00998c (__TEXT,__text) non-external _streamProc
000000027dfc1794 (__TEXT,__text) non-external _streamRead
000000027dfc17b4 (__TEXT,__text) non-external _streamSeek
000000027df9f200 (__TEXT,__text) non-external _streamThreadProc
000000027df9f080 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
000000027dfb73ec (__TEXT,__text) non-external _stringTableIndexCompareProc
000000027dfb6e84 (__TEXT,__text) non-external _stringTableReserve
000000027e000cb4 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
000000027dffaf44 (__TEXT,__text) non-external _subArchiveCreate
000000027dffb4e8 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
000000027dff3e88 (__TEXT,__text) non-external _tarParseInt
000000027dfd1000 (__TEXT,__text) non-external _tempStreamCancel
000000027dfd0f68 (__TEXT,__text) non-external _tempStreamClose
000000027dfd1044 (__TEXT,__text) non-external _tempStreamPRead
000000027dfd128c (__TEXT,__text) non-external _tempStreamPWrite
000000027dfd1014 (__TEXT,__text) non-external _tempStreamRead
000000027dfd11fc (__TEXT,__text) non-external _tempStreamSeek
000000027dfd14dc (__TEXT,__text) non-external _tempStreamTruncate
000000027dfd125c (__TEXT,__text) non-external _tempStreamWrite
000000027dfbdcc0 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
000000027dfbda00 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
000000027e007234 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
000000027dfca1f4 (__TEXT,__text) non-external _threadWrapperProc
000000027dfa43e0 (__TEXT,__text) non-external _treeAdd
000000027dfa3cf0 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
000000027dfa401c (__TEXT,__text) non-external _treeRebalance
000000027dfa4ea0 (__TEXT,__text) non-external _treeRotateLeft
000000027dfa4d70 (__TEXT,__text) non-external _treeRotateRight
000000027dfa42a8 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
000000027dfdef84 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
000000027dfc4388 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
000000027dfc6d50 (__TEXT,__text) non-external _updateFromHeader
000000027dfc9cbc (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
000000027dfc9d04 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
000000027dff0080 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
000000027df9c734 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
000000027df9bb70 (__TEXT,__text) non-external _verifyDirectoryStreamClose
000000027df9c4c0 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
000000027df9bec0 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
000000027dfd06c8 (__TEXT,__text) non-external _verifySegment
000000027dfddf38 (__TEXT,__text) non-external _verifySegment
000000027e00a5d8 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
000000027dfe6248 (__TEXT,__text) non-external _workerApplyAttr
000000027df9c748 (__TEXT,__text) non-external _workerDataFree
000000027dfe6790 (__TEXT,__text) non-external _workerDecodeAndApplyACL
000000027dfe6680 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
000000027dfb0900 (__TEXT,__text) non-external _workerDestroy
000000027dfe5ed0 (__TEXT,__text) non-external _workerDestroy
000000027dfe6470 (__TEXT,__text) non-external _workerLoadAndApplyACL
000000027dfe6318 (__TEXT,__text) non-external _workerLoadAndApplyXAT
000000027df8cb20 (__TEXT,__text) non-external _workerProc
000000027df9b678 (__TEXT,__text) non-external _workerProc
000000027dfb00b8 (__TEXT,__text) non-external _workerProc
000000027dfc345c (__TEXT,__text) non-external _workerProc
000000027dfe3e44 (__TEXT,__text) non-external _workerProc
000000027e009838 (__TEXT,__text) non-external _workerProc
000000027dfe65c8 (__TEXT,__text) non-external _workerReserve
000000027dfe601c (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
000000027dfc7e88 (__TEXT,__text) non-external _writeBlobProc
000000027dfc78d4 (__TEXT,__text) non-external _writeHeaderProc
000000027dffc778 (__TEXT,__text) non-external _writeOBuf
000000027df924d8 (__TEXT,__text) non-external _writeProc
000000027dfbc8b8 (__TEXT,__text) non-external _writeProc
000000027dfdb448 (__TEXT,__text) non-external _writeProc
000000027dfd83b4 (__TEXT,__text) non-external _writerProc
000000027e00a9cc (__TEXT,__text) non-external (was a private external) _writerProc
