00007ff8439bd580 (__DATA,__data) non-external _.compoundliteral
                 (undefined) external _dispatch_once (from libSystem)
00007ff8406c2ed0 (__DATA_CONST,__const) non-external _dispatch_table
00007ff8069ed7fe (__TEXT,__text) non-external _dump_stack_restore
00007ff8069ed77c (__TEXT,__text) non-external _dump_stack_stash
00007ff8069fc8cf (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
00007ff8069f17ee (__TEXT,__text) non-external _eliminate_dead_code
00007ff8069fd80c (__TEXT,__text) non-external _eliminate_dead_code_policy
00007ff8069f5457 (__TEXT,__text) non-external _emit
00007ff8069fb330 (__TEXT,__text) non-external _emit_bitmask
00007ff8069f6c44 (__TEXT,__text) non-external _emit_buffer
00007ff8069f46ed (__TEXT,__text) non-external _emit_instruction
00007ff8069fb898 (__TEXT,__text) non-external _emit_modifier_descriptor
00007ff8069fb299 (__TEXT,__text) non-external _emit_network
00007ff8069fb13c (__TEXT,__text) non-external _emit_pattern
00007ff8069fb190 (__TEXT,__text) non-external _emit_regex
00007ff8069fac3a (__TEXT,__text) non-external _emit_string_table
00007ff8069fb046 (__TEXT,__text) non-external _emit_string_table_reference
00007ff8069fab7c (__TEXT,__text) non-external _emit_variable_names
00007ff806a00c8f (__TEXT,__text) non-external _enable_profile_flag
00007ff8069f5160 (__TEXT,__text) non-external _encode_address
00007ff8069ea697 (__TEXT,__text) non-external _end_expression
00007ff8069e0c18 (__TEXT,__text) non-external _eqv
00007ff8069f1353 (__TEXT,__text) non-external _expand_logical_conditions
00007ff8069fe8a8 (__TEXT,__text) non-external _expand_logical_conditions_policy
00007ff806a00ec5 (__TEXT,__text) non-external _extends_builtin
00007ff8069fe106 (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
00007ff8069db112 (__TEXT,__text) non-external (was a private external) _fill_vector
00007ff8406c51f0 (__DATA_CONST,__const) non-external _filter_info
00007ff8069db079 (__TEXT,__text) non-external _find_consecutive_cells
00007ff8069de703 (__TEXT,__text) non-external _find_slot_in_env
00007ff8069eaae4 (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
00007ff806a01e68 (__TEXT,__text) non-external _format_error
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff8069da14e (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff8439bd110 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff8069e22eb (__TEXT,__text) non-external _gc
00007ff8069e16b1 (__TEXT,__text) non-external (was a private external) _gc_protect
00007ff8069e1930 (__TEXT,__text) non-external (was a private external) _gc_unprotect
00007ff806a0585d (__TEXT,__text) non-external _gc_unprotect.cold.1
00007ff806a03a62 (__TEXT,__text) non-external _generate_syscallmask
00007ff8069e0ad3 (__TEXT,__text) non-external (was a private external) _gensym
00007ff806a0583a (__TEXT,__text) non-external _gensym.cold.1
00007ff8069db21d (__TEXT,__text) non-external _get_cell
00007ff8069f53f7 (__TEXT,__text) non-external _get_current_data_address
00007ff8069dd1a0 (__TEXT,__text) non-external _inchar
00007ff806a061b0 (__TEXT,__const) non-external _init_scm
00007ff8069f8d60 (__TEXT,__text) non-external _inspect_iterate_items
00007ff8069e0516 (__TEXT,__text) non-external _is_any
00007ff8069f6d4e (__TEXT,__text) non-external (was a private external) _is_bt_pointer
00007ff8069e7f1e (__TEXT,__text) non-external (was a private external) _is_character
00007ff8069f6ddf (__TEXT,__text) non-external (was a private external) _is_closure
00007ff8069f6e05 (__TEXT,__text) non-external (was a private external) _is_continuation
00007ff8069f6e2b (__TEXT,__text) non-external (was a private external) _is_environment
00007ff8069f6db8 (__TEXT,__text) non-external (was a private external) _is_foreign
00007ff8069f6dcb (__TEXT,__text) non-external (was a private external) _is_foreign_block
00007ff8069e588a (__TEXT,__text) non-external (was a private external) _is_foreign_object
00007ff806a022e5 (__TEXT,__text) non-external _is_implicit_source_name
00007ff8069e38b5 (__TEXT,__text) non-external (was a private external) _is_integer
00007ff8069f6df2 (__TEXT,__text) non-external (was a private external) _is_macro
00007ff8069e3ea8 (__TEXT,__text) non-external _is_nonneg
00007ff8069f80b5 (__TEXT,__text) non-external _is_num_integer
00007ff8069e0bae (__TEXT,__text) non-external (was a private external) _is_number
00007ff8069df456 (__TEXT,__text) non-external (was a private external) _is_pair
00007ff8069f6d8f (__TEXT,__text) non-external (was a private external) _is_port
00007ff8069ed0d6 (__TEXT,__text) non-external _is_position_at_end_of_sequence
00007ff8069f6da5 (__TEXT,__text) non-external (was a private external) _is_proc
00007ff8069f6e18 (__TEXT,__text) non-external (was a private external) _is_promise
00007ff8069e3e94 (__TEXT,__text) non-external (was a private external) _is_string
00007ff8069e40a7 (__TEXT,__text) non-external (was a private external) _is_symbol
00007ff8069f6b83 (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
00007ff8069e38c2 (__TEXT,__text) non-external (was a private external) _ivalue
00007ff8069e7c72 (__TEXT,__text) non-external _list_cost_estimate
00007ff8069e7e60 (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_free (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00007ff8069e2652 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
00007ff8069de507 (__TEXT,__text) non-external _mk_atom
00007ff8069ecfa9 (__TEXT,__text) non-external (was a private external) _mk_counted_string
00007ff8069f7be0 (__TEXT,__text) non-external _mk_empty_string
00007ff8069e1a57 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
00007ff8069e1a8e (__TEXT,__text) non-external (was a private external) _mk_foreign_func
00007ff8069e5859 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
00007ff8069e21f7 (__TEXT,__text) non-external (was a private external) _mk_integer
00007ff8069df22a (__TEXT,__text) non-external _mk_sharp_const
00007ff8069f69f6 (__TEXT,__text) non-external _mk_sharp_integer
00007ff8069db4a6 (__TEXT,__text) non-external (was a private external) _mk_string
00007ff8069db2b6 (__TEXT,__text) non-external (was a private external) _mk_symbol
00007ff8069daf1b (__TEXT,__text) non-external _mk_vector
00007ff806a058c6 (__TEXT,__text) non-external _mk_vector.cold.1
00007ff8406c6110 (__DATA_CONST,__const) non-external _modifier_info
00007ff8069ed10f (__TEXT,__text) non-external _move_to_next_node
00007ff806a02638 (__TEXT,__text) non-external _msgfilter_free_callback
00007ff8069ef7bf (__TEXT,__text) non-external _negate_instruction
00007ff8406c5150 (__DATA_CONST,__const) non-external _network_filter_constants
00007ff8069db164 (__TEXT,__text) non-external _new_frame_in_env
00007ff8069db57f (__TEXT,__text) non-external _new_slot_spec_in_env
00007ff806a162d0 (__TEXT,__const) non-external _nfBasicCF
00007ff806a126e0 (__TEXT,__const) non-external _nfTrieHi
00007ff806a16cd0 (__TEXT,__const) non-external _nfTrieLo
00007ff806a150f0 (__TEXT,__const) non-external _nfTrieMid
00007ff806a12d10 (__TEXT,__const) non-external _nfU16InvMasks
00007ff806a12e20 (__TEXT,__const) non-external _nfU16Seq2
00007ff806a13a40 (__TEXT,__const) non-external _nfU16Seq3
00007ff806a13f80 (__TEXT,__const) non-external _nfU16SeqMisc
00007ff806a14110 (__TEXT,__const) non-external _nfU32Char
00007ff806a14f90 (__TEXT,__const) non-external _nfU32SeqMisc
00007ff8069e0bc4 (__TEXT,__text) non-external _num_eq
00007ff8069e7ecb (__TEXT,__text) non-external _num_ge
00007ff8069ecffd (__TEXT,__text) non-external _num_gt
00007ff8069f6be7 (__TEXT,__text) non-external _num_le
00007ff8069f6b97 (__TEXT,__text) non-external _num_lt
00007ff8069f7791 (__TEXT,__text) non-external _num_mod
00007ff843696888 (__DATA_DIRTY,__bss) non-external _num_one
00007ff8069f7720 (__TEXT,__text) non-external _num_rem
00007ff843696898 (__DATA_DIRTY,__bss) non-external _num_zero
00007ff8069e3749 (__TEXT,__text) non-external (was a private external) _objvalue
00007ff8069db379 (__TEXT,__text) non-external _oblist_add_by_name
00007ff8069db2e5 (__TEXT,__text) non-external _oblist_find_by_name
00007ff8069ea715 (__TEXT,__text) non-external _op_concat
00007ff8069eac20 (__TEXT,__text) non-external _operand_release
00007ff8069fff54 (__TEXT,__text) non-external _operation_expand
00007ff8406c6aa0 (__DATA_CONST,__const) non-external _operation_info
00007ff8406c6450 (__DATA_CONST,__const) non-external _operation_names
00007ff806a001f8 (__TEXT,__text) non-external _operations_allowed_by_default
00007ff8069ff7ce (__TEXT,__text) non-external _operator_name
00007ff8069ea544 (__TEXT,__text) non-external _operator_precedence
00007ff8069dbd41 (__TEXT,__text) non-external _opexe_0
00007ff806a058e9 (__TEXT,__text) non-external _opexe_0.cold.1
00007ff806a0590c (__TEXT,__text) non-external _opexe_0.cold.2
00007ff8069de7a4 (__TEXT,__text) non-external _opexe_1
00007ff8069df46c (__TEXT,__text) non-external _opexe_2
00007ff8069e0524 (__TEXT,__text) non-external _opexe_3
00007ff8069e0d94 (__TEXT,__text) non-external _opexe_4
00007ff8069dd394 (__TEXT,__text) non-external _opexe_5
00007ff8069f60a0 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ff8069e3749 (__TEXT,__text) non-external (was a private external) _pair_car
00007ff8069e379b (__TEXT,__text) non-external (was a private external) _pair_cdr
00007ff8069e464b (__TEXT,__text) non-external _parse_pattern
00007ff8069ff69d (__TEXT,__text) non-external _peek_operand
00007ff806a0db50 (__TEXT,__const) non-external _policy_scm
00007ff8069fb5e0 (__TEXT,__text) non-external _populate_modifier_descriptor
00007ff8069fb8fa (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
00007ff8069faaec (__TEXT,__text) non-external _populate_profile_entry_points
00007ff8069e2866 (__TEXT,__text) non-external _port_close
00007ff8069f6f57 (__TEXT,__text) non-external _port_from_file
00007ff8069db6f4 (__TEXT,__text) non-external _port_from_string
00007ff8069e3eca (__TEXT,__text) non-external _port_rep_from_file
00007ff8069fb0e4 (__TEXT,__text) non-external _previously_emitted_condition
00007ff8069fbb2a (__TEXT,__text) non-external _previously_emitted_data
00007ff8069f8029 (__TEXT,__text) non-external _printatom
00007ff8069f7c65 (__TEXT,__text) non-external _printslashstring
00007ff8406c4470 (__DATA_CONST,__const) non-external _profile_dirs
00007ff8069faa5c (__TEXT,__text) non-external _profile_has_autobox_actions
00007ff8069faabc (__TEXT,__text) non-external _profile_has_mach_message_filters
00007ff8069faa8c (__TEXT,__text) non-external _profile_has_message_filters
00007ff8069ec8a0 (__TEXT,__text) non-external _push_bytes
00007ff8069eb31a (__TEXT,__text) non-external _push_byteset
00007ff8069ff788 (__TEXT,__text) non-external _push_byteset_skip
00007ff8069ec9fe (__TEXT,__text) non-external _push_jne_instr
00007ff8069ea590 (__TEXT,__text) non-external _push_literal
00007ff8069ecb72 (__TEXT,__text) non-external _push_match_sequence_instr
00007ff806a036a1 (__TEXT,__text) non-external _push_match_variable_instr
00007ff8069ff6ec (__TEXT,__text) non-external _push_operand
00007ff8069ea0f0 (__TEXT,__text) non-external _push_operator
00007ff806a037fd (__TEXT,__text) non-external _push_repeat_seek_byte_instr
00007ff806a0374e (__TEXT,__text) non-external _push_seek_byte_instr
00007ff8069f6e8c (__TEXT,__text) non-external (was a private external) _putcharacter
00007ff8069f6e41 (__TEXT,__text) non-external (was a private external) _putstr
00007ff8069f7f8c (__TEXT,__text) non-external _readsharpstrexp
00007ff8069de449 (__TEXT,__text) non-external _readstr_upto
00007ff8069f7d95 (__TEXT,__text) non-external _readstrexp
                 (undefined) external _reallocf (from libSystem)
00007ff8069f54f3 (__TEXT,__text) non-external _record_condition_data
00007ff8069fbbd0 (__TEXT,__text) non-external _record_data_address
00007ff8069fa9b2 (__TEXT,__text) non-external _record_enabled_profile_flags
00007ff8069ecd55 (__TEXT,__text) non-external _regex_quote
00007ff8069ff84b (__TEXT,__text) non-external _remove_conditions_matching_predicate_policy
00007ff8069ff740 (__TEXT,__text) non-external _remove_leading_literal_byte
00007ff8069f279e (__TEXT,__text) non-external _reorder_condition
00007ff8069f296f (__TEXT,__text) non-external _reorder_condition_list
00007ff8069ffa44 (__TEXT,__text) non-external _reorder_policy
00007ff8069e7f57 (__TEXT,__text) non-external _reverse
00007ff8069e1e5c (__TEXT,__text) non-external (was a private external) _s_cons
00007ff8069e1909 (__TEXT,__text) non-external (was a private external) _s_immutable_cons
00007ff8069dcec4 (__TEXT,__text) non-external _s_save
00007ff8069f59eb (__TEXT,__text) external _sandbox_apply
00007ff8069f5a06 (__TEXT,__text) external _sandbox_apply_container
00007ff8069f875f (__TEXT,__text) external _sandbox_compile_entitlements
00007ff8069d7980 (__TEXT,__text) external _sandbox_compile_file
00007ff8069d78e7 (__TEXT,__text) external _sandbox_compile_named
00007ff8069f666c (__TEXT,__text) external _sandbox_compile_string
00007ff8069f90f8 (__TEXT,__text) external _sandbox_container_paths_iterate_items
00007ff8069d7780 (__TEXT,__text) external _sandbox_create_params
00007ff8069f94f7 (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
00007ff8069f5adb (__TEXT,__text) external _sandbox_free_params
00007ff8069f5aa8 (__TEXT,__text) external _sandbox_free_profile
00007ff8069f88a7 (__TEXT,__text) external _sandbox_inspect_pid
00007ff8069f89a9 (__TEXT,__text) external _sandbox_inspect_smemory
00007ff8069f910d (__TEXT,__text) external _sandbox_prepare_user_home_mount
00007ff8069f95a8 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
00007ff8069f8797 (__TEXT,__text) external _sandbox_register_profile
00007ff8069f9941 (__TEXT,__text) external _sandbox_register_sync_root
00007ff8069d77e4 (__TEXT,__text) external _sandbox_set_param
00007ff8069f8a29 (__TEXT,__text) external _sandbox_set_user_state_item
00007ff8069f8a41 (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
00007ff8069f887a (__TEXT,__text) external _sandbox_unregister_all_profiles
00007ff8069f8835 (__TEXT,__text) external _sandbox_unregister_profile
00007ff8069f89b4 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
00007ff8069f8a11 (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
00007ff8069f89c3 (__TEXT,__text) external _sandbox_user_state_item_buffer_send
00007ff8069f8d4c (__TEXT,__text) external _sandbox_user_state_iterate_items
00007ff806a04e25 (__TEXT,__text) non-external _save_condition
00007ff8069feb5b (__TEXT,__text) non-external _sb_action_iterate
00007ff8069f9c68 (__TEXT,__text) non-external _sb_annotation_destroy
00007ff8069f453d (__TEXT,__text) non-external _sb_annotation_set_integer
00007ff8069fa5c7 (__TEXT,__text) non-external _sb_bitmask_clear_bit
00007ff8069fa38c (__TEXT,__text) non-external _sb_bitmask_create_empty
00007ff8069fa480 (__TEXT,__text) non-external _sb_bitmask_get_hash
00007ff8069fa502 (__TEXT,__text) non-external _sb_bitmask_iterate_set
00007ff8069fa319 (__TEXT,__text) non-external _sb_bitmask_release
00007ff8069fa2c6 (__TEXT,__text) non-external _sb_bitmask_retain
00007ff8069fa57d (__TEXT,__text) non-external _sb_bitmask_set_bit
00007ff8069da18d (__TEXT,__text) non-external _sb_buffer_alloc
00007ff8069eb689 (__TEXT,__text) non-external _sb_buffer_get_byte_count
00007ff8069eb721 (__TEXT,__text) non-external _sb_buffer_get_hash
00007ff8069ecc9d (__TEXT,__text) non-external _sb_buffer_is_equivalent
00007ff8069e4c79 (__TEXT,__text) non-external _sb_buffer_release
00007ff8069ebb11 (__TEXT,__text) non-external _sb_buffer_retain
00007ff8069fa60f (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
00007ff8069eb6cc (__TEXT,__text) non-external _sb_buffer_with_data_pointer
00007ff8069eb10a (__TEXT,__text) non-external _sb_byteset_add_byte
00007ff8069fc884 (__TEXT,__text) non-external _sb_byteset_copy
00007ff8069eb36a (__TEXT,__text) non-external _sb_byteset_get_population
00007ff8069f401f (__TEXT,__text) non-external _sb_byteset_is_equivalent
00007ff8069ed3cd (__TEXT,__text) non-external _sb_byteset_iterate_ranges
00007ff8069eb272 (__TEXT,__text) non-external _sb_byteset_negate
00007ff8069eb0bf (__TEXT,__text) non-external _sb_byteset_new
00007ff8069eb20b (__TEXT,__text) non-external _sb_byteset_release
00007ff8069eb1b8 (__TEXT,__text) non-external _sb_byteset_retain
00007ff8069ed51c (__TEXT,__text) non-external _sb_byteset_union
00007ff8069fc7a6 (__TEXT,__text) non-external _sb_byteset_with_range
00007ff8069f9b44 (__TEXT,__text) non-external _sb_calloc_typed
00007ff8069fcaef (__TEXT,__text) non-external _sb_condition_bitmask
00007ff8069fca7c (__TEXT,__text) non-external _sb_condition_boolean
00007ff8069e81b1 (__TEXT,__text) non-external _sb_condition_conjunction
00007ff8069f64a0 (__TEXT,__text) non-external _sb_condition_constant
00007ff8069e55c4 (__TEXT,__text) non-external _sb_condition_disjunction
00007ff8069fd4bb (__TEXT,__text) non-external _sb_condition_is_bitmask
00007ff8069fd36c (__TEXT,__text) non-external _sb_condition_is_boolean
00007ff8069f071c (__TEXT,__text) non-external _sb_condition_is_conjunction
00007ff8069e8464 (__TEXT,__text) non-external _sb_condition_is_contrary
00007ff8069efa52 (__TEXT,__text) non-external _sb_condition_is_disjunction
00007ff8069e8bda (__TEXT,__text) non-external _sb_condition_is_equivalent
00007ff8069f51e5 (__TEXT,__text) non-external _sb_condition_is_integer
00007ff8069fd452 (__TEXT,__text) non-external _sb_condition_is_network
00007ff8069f096a (__TEXT,__text) non-external _sb_condition_is_pattern
00007ff8069e5148 (__TEXT,__text) non-external _sb_condition_is_regex
00007ff8069fd3e0 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
00007ff8069f0ace (__TEXT,__text) non-external _sb_condition_is_transposable
00007ff8069e51b3 (__TEXT,__text) non-external _sb_condition_list_append
00007ff8069f107b (__TEXT,__text) non-external _sb_condition_list_contains_condition
00007ff8069f0c93 (__TEXT,__text) non-external _sb_condition_list_copy
00007ff8069ebc0e (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
00007ff8069fd5b0 (__TEXT,__text) non-external _sb_condition_list_filter
00007ff8069e7beb (__TEXT,__text) non-external _sb_condition_list_get_hash
00007ff8069f3b8c (__TEXT,__text) non-external _sb_condition_list_is_equivalent
00007ff8069e7d63 (__TEXT,__text) non-external _sb_condition_list_iterate
00007ff8069f163d (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
00007ff8069e3662 (__TEXT,__text) non-external _sb_condition_list_new
00007ff8069e3dee (__TEXT,__text) non-external _sb_condition_list_release
00007ff8069f0d9c (__TEXT,__text) non-external _sb_condition_list_remove
00007ff8069f1e98 (__TEXT,__text) non-external _sb_condition_matches_subset
00007ff8069ef89c (__TEXT,__text) non-external _sb_condition_negation
00007ff8069f602c (__TEXT,__text) non-external _sb_condition_network
00007ff8069e4dbb (__TEXT,__text) non-external _sb_condition_new
00007ff8069eb054 (__TEXT,__text) non-external _sb_condition_pattern
00007ff8069e5974 (__TEXT,__text) non-external _sb_condition_pattern_path
00007ff8069e5455 (__TEXT,__text) non-external _sb_condition_release
00007ff8069e50c5 (__TEXT,__text) non-external _sb_condition_set_source_info
00007ff8069eba47 (__TEXT,__text) non-external _sb_condition_string
00007ff8069d9db9 (__TEXT,__text) non-external _sb_context_intern_string
00007ff8069e3ade (__TEXT,__text) non-external _sb_context_release
00007ff8069e3a66 (__TEXT,__text) non-external _sb_context_release_modification
00007ff8069d9c9b (__TEXT,__text) non-external _sb_context_retain
00007ff8069fd7bd (__TEXT,__text) non-external _sb_context_retain_modification
00007ff8069fdddf (__TEXT,__text) non-external _sb_error_fatal
00007ff8069fe067 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
00007ff8069fde86 (__TEXT,__text) non-external _sb_error_for_instruction
00007ff8069eb537 (__TEXT,__text) non-external _sb_error_new
00007ff8406c5078 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
00007ff8069eb424 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
00007ff8069fdc63 (__TEXT,__text) non-external _sb_error_set_with_description
00007ff8069fdd38 (__TEXT,__text) non-external _sb_error_set_with_format
00007ff8069fdcb8 (__TEXT,__text) non-external _sb_error_set_with_formatv
00007ff8069e2229 (__TEXT,__text) non-external _sb_filter_accepts_type
00007ff8069e4f76 (__TEXT,__text) non-external _sb_filter_has_dependency
00007ff843696878 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00007ff843696870 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
00007ff8069e40f8 (__TEXT,__text) non-external _sb_filter_is_case_sensitive
00007ff8069fe328 (__TEXT,__text) non-external _sb_filter_values_are_serialized_via_string_table
00007ff8069e41f6 (__TEXT,__text) non-external _sb_fsa_acceptor
00007ff8069e6cb8 (__TEXT,__text) non-external _sb_fsa_copy
00007ff8069e6b09 (__TEXT,__text) non-external _sb_fsa_disjunction
00007ff8069e6f16 (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
00007ff8069f2200 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
00007ff8069f20f7 (__TEXT,__text) non-external _sb_fsa_matches_subset
00007ff8069fa26f (__TEXT,__text) non-external _sb_fsa_may_backtrack
00007ff8069ed21e (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
00007ff8069ed61d (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
00007ff8069ed173 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
00007ff8069eafa6 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
00007ff8069e68b6 (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
00007ff8069e6ab6 (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
00007ff8069f9df7 (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00007ff8069e4b4e (__TEXT,__text) non-external _sb_fsa_release
00007ff8069e7a2c (__TEXT,__text) non-external _sb_fsa_release_indegree
00007ff8069e4a7b (__TEXT,__text) non-external _sb_fsa_retain
00007ff8069e6a36 (__TEXT,__text) non-external _sb_fsa_retain_indegree
00007ff8069ed058 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
00007ff8069da0f5 (__TEXT,__text) non-external _sb_hash_compute
00007ff8069f88bf (__TEXT,__text) non-external _sb_inspect_subsystem
00007ff8069da29d (__TEXT,__text) non-external _sb_instr_action
00007ff8069e589e (__TEXT,__text) non-external _sb_instr_conditional
00007ff8069f4085 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
00007ff8069efb3d (__TEXT,__text) non-external _sb_instr_get_jump_target
00007ff8069ef586 (__TEXT,__text) non-external _sb_instr_is_equivalent
00007ff8069fe5c8 (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
00007ff8069da376 (__TEXT,__text) non-external _sb_instr_new
00007ff8069da4b0 (__TEXT,__text) non-external _sb_instr_release
00007ff8069fe3ae (__TEXT,__text) non-external _sb_instr_release_tracking
00007ff8069ef76d (__TEXT,__text) non-external _sb_instr_replace
00007ff8069da438 (__TEXT,__text) non-external _sb_instr_retain
00007ff8069fe49a (__TEXT,__text) non-external _sb_instr_retain_tracking
00007ff8069efca9 (__TEXT,__text) non-external _sb_instr_set_condition
00007ff8069eb9b2 (__TEXT,__text) non-external _sb_instr_set_false_branch
00007ff8069f1dc1 (__TEXT,__text) non-external _sb_instr_set_true_branch
00007ff8069f9a8b (__TEXT,__text) non-external _sb_malloc_typed
00007ff8069e8fae (__TEXT,__text) non-external _sb_modifier_requires_argument
00007ff8069e38e9 (__TEXT,__text) non-external _sb_modifiers_iterate
00007ff8069e395e (__TEXT,__text) non-external _sb_modifiers_release
00007ff8069fea08 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
00007ff8069fe978 (__TEXT,__text) non-external _sb_msgfilter_release
00007ff8069f57d4 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
00007ff8069ee140 (__TEXT,__text) non-external _sb_mutable_buffer_new
00007ff8069f58e9 (__TEXT,__text) non-external _sb_mutable_buffer_release
00007ff8069f45cd (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00007ff8069f4655 (__TEXT,__text) non-external _sb_mutable_buffer_write
00007ff8069f8253 (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
00007ff806a05a47 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
00007ff8069f82c5 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
00007ff8069f82d9 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
00007ff8069f82cf (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
00007ff8069f81db (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
00007ff8069f80d0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
00007ff8069f849d (__TEXT,__text) non-external _sb_packbuff_pack_item
00007ff806a05adc (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
00007ff806a05aff (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
00007ff8069f85e9 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
00007ff8069f85b5 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
00007ff8069f8484 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
00007ff8069f814c (__TEXT,__text) non-external _sb_packbuff_realloc
00007ff8069f8361 (__TEXT,__text) non-external _sb_packbuff_unpack_item
00007ff806a05ab9 (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
