00000001e6fa2c58 (__DATA,__data) non-external _C
0000000180337018 (__TEXT,__text) external _inet_nsap_ntoa
00000001803095dc (__TEXT,__text) external _inet_ntoa
00000001e6fa4920 (__DATA,__bss) non-external _inet_ntoa.ret
00000001802eede8 (__TEXT,__text) external _inet_ntop
00000001802eee5c (__TEXT,__text) external _inet_ntop4
00000001802fb1b0 (__TEXT,__text) external _inet_ntop6
00000001802eda18 (__TEXT,__text) external _inet_pton
00000001802eddac (__TEXT,__text) non-external _inet_pton4
0000000180356ec9 (__TEXT,__const) non-external _inet_pton4.digits
0000000180356ed4 (__TEXT,__const) non-external _inet_pton6.xdigits_l
0000000180356ee5 (__TEXT,__const) non-external _inet_pton6.xdigits_u
00000001803124c4 (__TEXT,__text) non-external _infinity
0000000180312668 (__TEXT,__text) non-external _initMPFromDigits
0000000180355478 (__TEXT,__const) non-external _initMPFromDigits.powersOfTen
0000000180313e30 (__TEXT,__text) non-external _init_perm
0000000180315c80 (__TEXT,__text) non-external _initshells
000000018034663c (__TEXT,__text) external _initstate
00000001802f3244 (__TEXT,__text) non-external _insertionsort
00000001802f3300 (__TEXT,__text) non-external _insertionsort
0000000180345870 (__TEXT,__text) external _insque
                 (undefined) external _ioctl (from libsystem_kernel)
0000000180318280 (__TEXT,__text) external _isalnum
0000000180318a7c (__TEXT,__text) external _isalnum_l
00000001803182f8 (__TEXT,__text) external _isalpha
0000000180318af8 (__TEXT,__text) external _isalpha_l
0000000180318274 (__TEXT,__text) external _isascii
00000001802f05fc (__TEXT,__text) external _isatty
0000000180318368 (__TEXT,__text) external _isblank
0000000180318b6c (__TEXT,__text) external _isblank_l
00000001803183d8 (__TEXT,__text) external _iscntrl
0000000180318be0 (__TEXT,__text) external _iscntrl_l
0000000180309238 (__TEXT,__text) external _isdigit
0000000180318c54 (__TEXT,__text) external _isdigit_l
0000000180318448 (__TEXT,__text) external _isgraph
0000000180318cc8 (__TEXT,__text) external _isgraph_l
0000000180318780 (__TEXT,__text) external _ishexnumber
0000000180318d3c (__TEXT,__text) external _ishexnumber_l
00000001803187f0 (__TEXT,__text) external _isideogram
0000000180318db0 (__TEXT,__text) external _isideogram_l
00000001803184b8 (__TEXT,__text) external _islower
0000000180318e24 (__TEXT,__text) external _islower_l
0000000180318860 (__TEXT,__text) external _isnumber
0000000180318e98 (__TEXT,__text) external _isnumber_l
00000001803188d0 (__TEXT,__text) external _isphonogram
0000000180318f0c (__TEXT,__text) external _isphonogram_l
0000000180318528 (__TEXT,__text) external _isprint
0000000180318f80 (__TEXT,__text) external _isprint_l
0000000180318598 (__TEXT,__text) external _ispunct
0000000180318ff4 (__TEXT,__text) external _ispunct_l
0000000180318940 (__TEXT,__text) external _isrune
0000000180319068 (__TEXT,__text) external _isrune_l
                 (undefined) external _issetugid (from libsystem_kernel)
0000000180318608 (__TEXT,__text) external _isspace
00000001803190ec (__TEXT,__text) external _isspace_l
00000001803189b4 (__TEXT,__text) external _isspecial
0000000180319160 (__TEXT,__text) external _isspecial_l
00000001802ffe48 (__TEXT,__text) non-external _istrsenvisx
00000001803532d4 (__TEXT,__text) non-external _istrsenvisx.cold.1
0000000180353300 (__TEXT,__text) non-external _istrsenvisx.cold.2
000000018035332c (__TEXT,__text) non-external _istrsenvisx.cold.3
0000000180353358 (__TEXT,__text) non-external _istrsenvisx.cold.4
00000001802ffdc8 (__TEXT,__text) non-external _istrsenvisxl
0000000180318678 (__TEXT,__text) external _isupper
00000001803191d4 (__TEXT,__text) external _isupper_l
00000001803192fc (__TEXT,__text) external _iswalnum
000000018031983c (__TEXT,__text) external _iswalnum_l
0000000180319374 (__TEXT,__text) external _iswalpha
00000001803198b8 (__TEXT,__text) external _iswalpha_l
0000000180319e84 (__TEXT,__text) external _iswascii
0000000180319e14 (__TEXT,__text) external _iswblank
000000018031a134 (__TEXT,__text) external _iswblank_l
00000001803193e4 (__TEXT,__text) external _iswcntrl
000000018031992c (__TEXT,__text) external _iswcntrl_l
0000000180319454 (__TEXT,__text) external _iswctype
00000001803199a0 (__TEXT,__text) external _iswctype_l
00000001803194d4 (__TEXT,__text) external _iswdigit
0000000180319a34 (__TEXT,__text) external _iswdigit_l
00000001803194fc (__TEXT,__text) external _iswgraph
0000000180319aa8 (__TEXT,__text) external _iswgraph_l
0000000180319e90 (__TEXT,__text) external _iswhexnumber
000000018031a1a8 (__TEXT,__text) external _iswhexnumber_l
0000000180319f00 (__TEXT,__text) external _iswideogram
000000018031a21c (__TEXT,__text) external _iswideogram_l
000000018031956c (__TEXT,__text) external _iswlower
0000000180319b1c (__TEXT,__text) external _iswlower_l
0000000180319f70 (__TEXT,__text) external _iswnumber
000000018031a290 (__TEXT,__text) external _iswnumber_l
0000000180319fe0 (__TEXT,__text) external _iswphonogram
000000018031a304 (__TEXT,__text) external _iswphonogram_l
00000001803195dc (__TEXT,__text) external _iswprint
0000000180319b90 (__TEXT,__text) external _iswprint_l
000000018031964c (__TEXT,__text) external _iswpunct
0000000180319c04 (__TEXT,__text) external _iswpunct_l
000000018031a050 (__TEXT,__text) external _iswrune
000000018031a378 (__TEXT,__text) external _iswrune_l
00000001803196bc (__TEXT,__text) external _iswspace
0000000180319c78 (__TEXT,__text) external _iswspace_l
000000018031a0c4 (__TEXT,__text) external _iswspecial
000000018031a3fc (__TEXT,__text) external _iswspecial_l
000000018031972c (__TEXT,__text) external _iswupper
0000000180319cec (__TEXT,__text) external _iswupper_l
000000018031979c (__TEXT,__text) external _iswxdigit
0000000180319d60 (__TEXT,__text) external _iswxdigit_l
0000000180309210 (__TEXT,__text) external _isxdigit
0000000180319248 (__TEXT,__text) external _isxdigit_l
0000000180357dfb (__TEXT,__cstring) non-external _itoa64
000000018032cc58 (__TEXT,__text) external _jrand48
00000001e4d19aa0 (__DATA_CONST,__const) external _kOSThermalNotificationPressureLevelName
                 (undefined) external _kill (from libsystem_kernel)
0000000180309844 (__TEXT,__text) external _killpg
0000000180347c2c (__TEXT,__text) external _l64a
00000001e6fa4be0 (__DATA,__bss) non-external _l64a.buf
0000000180345894 (__TEXT,__text) external _labs
0000000180330fec (__TEXT,__text) non-external _largesearch
00000001e6fa4b48 (__DATA,__bss) non-external _last_default_tzload_mtimespec
00000001e6fa2f10 (__DATA,__data) non-external _lastglue
0000000180312c68 (__TEXT,__text) external _lchflags
00000001802fae48 (__TEXT,__text) external _lchmod
00000001e6fa49f0 (__DATA,__bss) non-external _lcl_TZname
00000001e8288568 (__DATA_DIRTY,__data) non-external _lcl_notify
00000001e8288490 (__DATA_DIRTY,__data) non-external (was a private external) _lcl_rwlock
00000001e8289ed0 (__DATA_DIRTY,__bss) non-external _lclptr
000000018032cc9c (__TEXT,__text) external _lcong48
00000001803458a0 (__TEXT,__text) external _ldiv
0000000180345998 (__TEXT,__text) external _lfind
000000018033b7f4 (__TEXT,__text) non-external _lflush
0000000180336c00 (__TEXT,__text) external _link_addr
0000000180336dbc (__TEXT,__text) external _link_ntoa
00000001e6fa4932 (__DATA,__bss) non-external _link_ntoa.obuf
00000001803458cc (__TEXT,__text) external _llabs
00000001803458d8 (__TEXT,__text) external _lldiv
0000000180337c0c (__TEXT,__text) non-external _loadCat
00000001802fd450 (__TEXT,__text) non-external _loadlocale
000000018030f160 (__TEXT,__text) external _localeconv
00000001802e1b2c (__TEXT,__text) external _localeconv_l
0000000180353384 (__TEXT,__text) non-external _localeconv_l.cold.1
00000001803533a0 (__TEXT,__text) non-external _localeconv_l.cold.2
00000001802e9988 (__TEXT,__text) external _localtime
00000001e8289ed8 (__DATA_DIRTY,__bss) non-external _localtime_key
00000001e6fa4af0 (__DATA,__bss) non-external _localtime_key_error
00000001802e9a68 (__TEXT,__text) non-external _localtime_key_init
00000001e8288570 (__DATA_DIRTY,__data) non-external _localtime_once
00000001802e3e84 (__TEXT,__text) external _localtime_r
000000018031008c (__TEXT,__text) external _lockf
000000018032cce0 (__TEXT,__text) external _lockf$NOCANCEL
000000018031e48c (__TEXT,__text) external _login
000000018031d01c (__TEXT,__text) external _login_tty
000000018031e544 (__TEXT,__text) external _logout
000000018031d0a0 (__TEXT,__text) external _logwtmp
000000018032cdd8 (__TEXT,__text) external _lrand48
0000000180345904 (__TEXT,__text) external _lsearch
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
000000018031da24 (__TEXT,__text) external _lstatx_np
00000001802f3934 (__TEXT,__text) non-external _lstatx_syscall
00000001803086d0 (__TEXT,__text) external _lutimes
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_boottime_usec (from libsystem_kernel)
                 (undefined) external _mach_continuous_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_error_string (from libsystem_kernel)
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc (from libsystem_malloc)
00000001e4d19618 (__DATA_CONST,__const) non-external _mapping
00000001803065d4 (__TEXT,__text) external _mblen
0000000180306650 (__TEXT,__text) external _mblen_l
000000018031df48 (__TEXT,__text) external _mbmb
00000001e6fa45b0 (__DATA,__bss) non-external _mbmb.warn_depreciated
                 (undefined) external _mbr_gid_to_uuid (from libsystem_info)
                 (undefined) external _mbr_uid_to_uuid (from libsystem_info)
                 (undefined) external _mbr_uuid_to_id (from libsystem_info)
00000001803066cc (__TEXT,__text) external _mbrlen
0000000180332808 (__TEXT,__text) external _mbrlen_l
000000018031de8c (__TEXT,__text) external _mbrrune
00000001e6fa45ac (__DATA,__bss) non-external _mbrrune.warn_depreciated
0000000180309274 (__TEXT,__text) external _mbrtowc
0000000180306d10 (__TEXT,__text) external _mbrtowc_l
000000018031dde8 (__TEXT,__text) external _mbrune
00000001e6fa45a8 (__DATA,__bss) non-external _mbrune.warn_depreciated
0000000180332884 (__TEXT,__text) external _mbsinit
0000000180332854 (__TEXT,__text) external _mbsinit_l
00000001803328f4 (__TEXT,__text) external _mbsnrtowcs
00000001803328b8 (__TEXT,__text) external _mbsnrtowcs_l
0000000180332aac (__TEXT,__text) external _mbsrtowcs
0000000180332a64 (__TEXT,__text) external _mbsrtowcs_l
0000000180300694 (__TEXT,__text) external _mbstowcs
0000000180332af8 (__TEXT,__text) external _mbstowcs_l
0000000180300430 (__TEXT,__text) external _mbtowc
00000001802e3324 (__TEXT,__text) external _mbtowc_l
                 (indirect) external _memccpy (for __platform_memccpy)
                 (indirect) external _memchr (for __platform_memchr)
                 (indirect) external _memcmp (for __platform_memcmp)
                 (indirect) external _memcpy (for __platform_memmove)
00000001802f1af8 (__TEXT,__text) external _memmem
                 (indirect) external _memmove (for __platform_memmove)
                 (indirect) external _memset (for __platform_memset)
                 (indirect) external _memset_pattern16 (for __platform_memset_pattern16)
                 (indirect) external _memset_pattern4 (for __platform_memset_pattern4)
                 (indirect) external _memset_pattern8 (for __platform_memset_pattern8)
00000001802de730 (__TEXT,__text) external _memset_s
0000000180335c0c (__TEXT,__text) non-external _memstream_close
0000000180335b78 (__TEXT,__text) non-external _memstream_seek
00000001803533e8 (__TEXT,__text) non-external _memstream_seek.cold.1
0000000180353414 (__TEXT,__text) non-external _memstream_seek.cold.2
0000000180335a34 (__TEXT,__text) non-external _memstream_update
00000001803533bc (__TEXT,__text) non-external _memstream_update.cold.1
0000000180335a6c (__TEXT,__text) non-external _memstream_write
00000001802f2ac8 (__TEXT,__text) external _mergesort
0000000180301738 (__TEXT,__text) external _mergesort_b
                 (undefined) external _mkdirat (from libsystem_kernel)
000000018031d8b8 (__TEXT,__text) external _mkdirx_np
000000018030963c (__TEXT,__text) external _mkdtemp
0000000180339adc (__TEXT,__text) external _mkdtempat_np
000000018031d8a4 (__TEXT,__text) external _mkfifox_np
0000000180339a58 (__TEXT,__text) external _mkostemp
0000000180339914 (__TEXT,__text) external _mkostemps
0000000180339998 (__TEXT,__text) external _mkostempsat_np
00000001802eaeb0 (__TEXT,__text) external _mkpath_np
000000018031d1b8 (__TEXT,__text) external _mkpathat_np
0000000180306f38 (__TEXT,__text) external _mkstemp
0000000180339b7c (__TEXT,__text) external _mkstemp_dprotected_np
00000001802fae94 (__TEXT,__text) external _mkstemps
0000000180339a0c (__TEXT,__text) external _mkstempsat_np
00000001802f1658 (__TEXT,__text) external _mktemp
00000001802f3988 (__TEXT,__text) external _mktime
                 (undefined) external _mmap (from libsystem_kernel)
0000000180356c54 (__TEXT,__const) non-external _mon_lengths
000000018031825c (__TEXT,__text) external _monaddition
000000018031826c (__TEXT,__text) external _moncontrol
0000000180318270 (__TEXT,__text) external _moncount
0000000180318254 (__TEXT,__text) external _moninit
0000000180318268 (__TEXT,__text) external _monitor
0000000180318264 (__TEXT,__text) external _monoutput
0000000180318260 (__TEXT,__text) external _monreset
0000000180318258 (__TEXT,__text) external _monstartup
0000000180338974 (__TEXT,__text) non-external _moreglue
0000000180326ab8 (__TEXT,__text) non-external _mpool_bkt
0000000180326d8c (__TEXT,__text) external _mpool_close
0000000180326a00 (__TEXT,__text) external _mpool_filter
0000000180326ba4 (__TEXT,__text) external _mpool_get
0000000180326a10 (__TEXT,__text) external _mpool_new
0000000180352afc (__TEXT,__text) non-external _mpool_new.cold.1
0000000180326914 (__TEXT,__text) external _mpool_open
0000000180326d70 (__TEXT,__text) external _mpool_put
0000000180326de8 (__TEXT,__text) external _mpool_sync
0000000180326e5c (__TEXT,__text) non-external _mpool_write
000000018032ce0c (__TEXT,__text) external _mrand48
000000018031eee4 (__TEXT,__text) non-external _mswap
0000000180312818 (__TEXT,__text) non-external _multiplyByFiveToTheN
                 (undefined) external _munmap (from libsystem_kernel)
00000001e6fa4548 (__DATA,__bss) non-external _namebuf
00000001802ea48c (__TEXT,__text) external _nanosleep
0000000180303e7c (__TEXT,__text) external _nanosleep$NOCANCEL
00000001e6fa4740 (__DATA,__bss) non-external _new_categories
000000018031c95c (__TEXT,__text) external _new_printf_comp
000000018030b568 (__TEXT,__text) external _new_printf_domain
00000001802eff38 (__TEXT,__text) external _newlocale
00000001e82885c8 (__DATA_DIRTY,__data) non-external _next
000000018032aa84 (__TEXT,__text) non-external _nextcomp
00000001e6fa45c8 (__DATA,__bss) non-external _nextcomp.lmsgverb
00000001e6fa45e8 (__DATA,__bss) non-external _nextcomp.state
0000000180332ed0 (__TEXT,__text) external _nextwctype
0000000180332d44 (__TEXT,__text) external _nextwctype_l
00000001803163ec (__TEXT,__text) external _nftw
000000018032ce40 (__TEXT,__text) external _nice
000000018030e67c (__TEXT,__text) external _nl_langinfo
000000018030e6a0 (__TEXT,__text) external _nl_langinfo_l
00000001e6fa4738 (__DATA,__bss) non-external _nl_langinfo_l.csym
0000000180356dd1 (__TEXT,__const) non-external _noarg
0000000180356970 (__TEXT,__const) non-external _nogrouping
00000001e6fa2f74 (__DATA,__data) non-external _nonopt_end
00000001e6fa2f78 (__DATA,__data) non-external _nonopt_start
                 (undefined) external _notify_cancel (from libsystem_notify)
                 (undefined) external _notify_check (from libsystem_notify)
00000001802e43b4 (__TEXT,__text) non-external _notify_check_tz
                 (undefined) external _notify_monitor_file (from libsystem_notify)
                 (undefined) external _notify_post (from libsystem_notify)
                 (undefined) external _notify_register_check (from libsystem_notify)
00000001802e59ec (__TEXT,__text) non-external _notify_register_tz
0000000180356c30 (__TEXT,__const) non-external _notify_tz_name
000000018032cf00 (__TEXT,__text) external _nrand48
00000001803204f4 (__TEXT,__text) non-external _nroot
00000001e6fa2d6c (__DATA,__data) non-external _numempty
00000001e6fa2dd0 (__DATA,__data) non-external _numempty
00000001803564b0 (__TEXT,__const) non-external _nv
00000001803301bc (__TEXT,__text) external _nvis
00000001e6fa3010 (__DATA,__data) external _off32
00000001e6fa3068 (__DATA,__data) external _off64
0000000180342248 (__TEXT,__text) external _offtime
00000001e4d19600 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
0000000180335914 (__TEXT,__text) external _open_memstream
000000018031bf50 (__TEXT,__text) external _open_with_subsystem
0000000180341d98 (__TEXT,__text) external _open_wmemstream
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
000000018031d230 (__TEXT,__text) external _opendev
000000018031d418 (__TEXT,__text) non-external _opendev_namebuf_init
00000001e6fa2c70 (__DATA,__data) non-external _opendev_namebuf_once
000000018032cf44 (__TEXT,__text) external _opendir
000000018032d2c4 (__TEXT,__text) non-external _opendir_compar
00000001802ffa50 (__TEXT,__text) external _openpty
000000018030f71c (__TEXT,__text) external _openx_np
00000001e6fa4c80 (__DATA,__common) external _optarg
00000001e6fa2f60 (__DATA,__data) external _opterr
00000001e82885c4 (__DATA_DIRTY,__data) external _optind
00000001e6fa4c7c (__DATA,__common) external _optopt
00000001e6fa4c78 (__DATA,__common) external _optreset
                 (undefined) external _os_log_simple_type_from_asl (from libsystem_platform)
                 (undefined) external _os_log_type_enabled (from libsystem_trace)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
00000001e82886a0 (__DATA_DIRTY,__bss) non-external _p5s
0000000180356a19 (__TEXT,__const) non-external _padchar
00000001e6fa3e9a (__DATA,__bss) non-external _parse_error
0000000180308b9c (__TEXT,__text) non-external _parse_long_options
00000001e6fa3e98 (__DATA,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
0000000180351668 (__TEXT,__text) external _pause
000000018032d2d8 (__TEXT,__text) external _pause$NOCANCEL
000000018032d658 (__TEXT,__text) external _pclose
00000001803137b0 (__TEXT,__text) non-external _permute
000000018034540c (__TEXT,__text) non-external _permute_args
00000001803535cc (__TEXT,__text) external _perror
00000001e6fa4620 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
00000001e6fa2f80 (__DATA,__data) non-external _place
000000018032d310 (__TEXT,__text) external _popen
000000018035194c (__TEXT,__text) external _popen$DARWIN_EXTSN
00000001803422f4 (__TEXT,__text) external _posix2time
00000001802ffb78 (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
000000018030da20 (__TEXT,__text) external _posix_spawnp
00000001803559d8 (__TEXT,__const) non-external _powersOf10_CoarseBinary64
00000001803555b0 (__TEXT,__const) non-external _powersOf10_Float
00000001803554a0 (__TEXT,__const) non-external _powersOfFive
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
00000001803092b4 (__TEXT,__text) external _printf
00000001e6fa4c00 (__DATA,__bss) non-external _printf_info_queue
000000018033b644 (__TEXT,__text) external _printf_l
000000018032a7e4 (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
000000018032d754 (__TEXT,__text) external _psignal
00000001803481b8 (__TEXT,__text) external _psort
0000000180348ce8 (__TEXT,__text) external _psort_b
00000001803093e8 (__TEXT,__text) external _psort_r
                 (undefined) external _pthread_fchdir_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_init (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
0000000180347b44 (__TEXT,__text) external _ptsname
0000000180353bb0 (__TEXT,__text) non-external _ptsname.cold.1
0000000180353bcc (__TEXT,__text) non-external _ptsname.cold.2
00000001e6fa4bd8 (__DATA,__bss) non-external _ptsname_buffer_specific_key
00000001e6fa4bd0 (__DATA,__bss) non-external _ptsname_once
0000000180347bf4 (__TEXT,__text) non-external _ptsname_once_init
0000000180353be8 (__TEXT,__text) non-external _ptsname_once_init.cold.1
00000001802ffbbc (__TEXT,__text) external _ptsname_r
000000018030dd50 (__TEXT,__text) external _putc
000000018033b684 (__TEXT,__text) external _putc_unlocked
0000000180309310 (__TEXT,__text) external _putchar
000000018033b6c8 (__TEXT,__text) external _putchar_unlocked
0000000180345a8c (__TEXT,__text) external _putenv
0000000180325848 (__TEXT,__text) non-external _putpair
0000000180308870 (__TEXT,__text) external _puts
000000018034d1ac (__TEXT,__text) external _pututxline
000000018033b718 (__TEXT,__text) external _putw
000000018033b788 (__TEXT,__text) external _putwc
000000018033b7ac (__TEXT,__text) external _putwc_l
000000018033b7b0 (__TEXT,__text) external _putwchar
000000018033b7e0 (__TEXT,__text) external _putwchar_l
00000001e6fa3fd0 (__DATA,__bss) non-external _pw_size
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
00000001802e90e0 (__TEXT,__text) external _qsort
00000001802e9f50 (__TEXT,__text) external _qsort_b
00000001802e9f88 (__TEXT,__text) external _qsort_r
000000018031a538 (__TEXT,__text) external _querylocale
0000000180345c24 (__TEXT,__text) non-external _r_sort_a
00000001e6fa4ba4 (__DATA,__bss) non-external _r_sort_a.bmin
00000001e6fa4b98 (__DATA,__bss) non-external _r_sort_a.count
00000001e6fa4ba0 (__DATA,__bss) non-external _r_sort_a.nc
00000001e6fa4ba8 (__DATA,__bss) non-external _r_sort_a_count
00000001803461b4 (__TEXT,__text) non-external _r_sort_b
00000001e6fa4bc4 (__DATA,__bss) non-external _r_sort_b.bmin
00000001e6fa4bb8 (__DATA,__bss) non-external _r_sort_b.count
00000001e6fa4bc0 (__DATA,__bss) non-external _r_sort_b.nc
00000001e6fa4bb0 (__DATA,__bss) non-external _r_sort_b_count
0000000180346570 (__TEXT,__text) non-external _r_sort_count_allocate
00000001e6fa2f90 (__DATA,__data) non-external _r_sort_count_control
0000000180345b3c (__TEXT,__text) external _radixsort
000000018031d1c0 (__TEXT,__text) external _raise
00000001802ecbf4 (__TEXT,__text) external _rand
00000001e6fa2fac (__DATA,__data) non-external _rand_deg
00000001802f28cc (__TEXT,__text) external _rand_r
00000001e6fa2fb0 (__DATA,__data) non-external _rand_sep
00000001e6fa2fa8 (__DATA,__data) non-external _rand_type
00000001802eb490 (__TEXT,__text) external _random
00000001e82885d0 (__DATA_DIRTY,__data) non-external _randtbl
000000018032aafc (__TEXT,__text) non-external (was a private external) _rangematch
000000018031be68 (__TEXT,__text) non-external _raosnprintf
000000018034e4c8 (__TEXT,__text) external _rb_tree_count
0000000180305e08 (__TEXT,__text) external _rb_tree_find_node
000000018034e338 (__TEXT,__text) external _rb_tree_find_node_geq
000000018034e3c0 (__TEXT,__text) external _rb_tree_find_node_leq
0000000180305df8 (__TEXT,__text) external _rb_tree_init
0000000180305e74 (__TEXT,__text) external _rb_tree_insert_node
000000018034e448 (__TEXT,__text) external _rb_tree_iterate
000000018034e4d4 (__TEXT,__text) non-external _rb_tree_removal_rebalance
000000018030f490 (__TEXT,__text) external _rb_tree_remove_node
0000000180306058 (__TEXT,__text) non-external _rb_tree_reparent_nodes
0000000180355f80 (__TEXT,__const) non-external _rcsid
0000000180355fcf (__TEXT,__const) non-external _rcsid
0000000180356019 (__TEXT,__const) non-external _rcsid
0000000180356116 (__TEXT,__const) non-external _rcsid
0000000180356e88 (__TEXT,__const) non-external _rcsid
0000000180356f4d (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
000000018032d9a0 (__TEXT,__text) external _readdir
000000018032d9e8 (__TEXT,__text) external _readdir_r
                 (undefined) external _readlink (from libsystem_kernel)
000000018032daa4 (__TEXT,__text) external _readpassphrase
                 (undefined) external _realloc (from libsystem_malloc)
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
                 (undefined) external _reallocf (from libsystem_malloc)
0000000180346874 (__TEXT,__text) external _realpath
00000001802eefe4 (__TEXT,__text) external _realpath$DARWIN_EXTSN
00000001e8289eec (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00000001e8289ef0 (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00000001e6fa4bc8 (__DATA,__bss) non-external _realpath.rootdev
00000001e6fa4bcc (__DATA,__bss) non-external _realpath.rootdev_inited
00000001803272a4 (__TEXT,__text) non-external _rec_rdelete
0000000180356d92 (__TEXT,__const) non-external _recargchar
0000000180356dfb (__TEXT,__const) non-external _recargstring
00000001802eedb8 (__TEXT,__text) external _recv
00000001802eeda0 (__TEXT,__text) external _recv$NOCANCEL
00000001802f4314 (__TEXT,__text) external _regcomp
00000001802f4338 (__TEXT,__text) external _regcomp_l
0000000180353818 (__TEXT,__text) external _regerror
00000001802f9134 (__TEXT,__text) external _regexec
00000001802fcf6c (__TEXT,__text) external _regfree
000000018030b734 (__TEXT,__text) external _register_printf_domain_function
000000018031cbc8 (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
000000018031ccac (__TEXT,__text) external _register_printf_domain_render_std
000000018034e630 (__TEXT,__text) external _regncomp
00000001802f43c0 (__TEXT,__text) external _regncomp_l
00000001802f9148 (__TEXT,__text) external _regnexec
000000018034e720 (__TEXT,__text) external _regwcomp
000000018034e6a0 (__TEXT,__text) external _regwcomp_l
000000018034e7c8 (__TEXT,__text) external _regwexec
000000018034e67c (__TEXT,__text) external _regwncomp
000000018034e654 (__TEXT,__text) external _regwncomp_l
000000018034e798 (__TEXT,__text) external _regwnexec
0000000180304c10 (__TEXT,__text) external _remove
0000000180346fc4 (__TEXT,__text) external _remque
00000001e4d1a218 (__DATA_CONST,__const) non-external _rerrs
00000001802f14ac (__TEXT,__text) external _rewind
000000018032e064 (__TEXT,__text) external _rewinddir
00000001802f1bbc (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
00000001e82886a8 (__DATA_DIRTY,__bss) non-external _rng
0000000180339c80 (__TEXT,__text) external _rpmatch
00000001e6fa2fc0 (__DATA,__data) non-external _rptr
00000001803085b8 (__TEXT,__text) non-external _sappend
