                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007fff2d6b4220 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
00007fff2d6add7a (__TEXT,__text) non-external (was a private external) _mshim_herror2merror
00007fff2d6ad763 (__TEXT,__text) non-external (was a private external) _mshim_hkeyblock2mkeyblock
00007fff2d6ae84f (__TEXT,__text) non-external (was a private external) _mshim_hprinc2mprinc
00007fff2d6adc62 (__TEXT,__text) non-external (was a private external) _mshim_hreplay2mreplay
00007fff2d6b4f9e (__TEXT,__text) non-external _mshim_hticket2mticket
00007fff2d6aa385 (__TEXT,__text) non-external (was a private external) _mshim_log_entry
00007fff2d6ad6c7 (__TEXT,__text) non-external (was a private external) _mshim_malloc
00007fff2d6b63c7 (__TEXT,__text) non-external _mshim_malloc.cold.1
00007fff2d6ad871 (__TEXT,__text) non-external (was a private external) _mshim_mcred2hcred
00007fff2d6ad731 (__TEXT,__text) non-external (was a private external) _mshim_mdata2hdata
00007fff2d6ad7a0 (__TEXT,__text) non-external (was a private external) _mshim_mkeyblock2hkeyblock
00007fff2d6ade51 (__TEXT,__text) non-external (was a private external) _mshim_remap_flags
                 (undefined) external _notify_check (from libSystem)
                 (undefined) external _notify_post (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
00007fff8156dea8 (__DATA,__data) non-external _notify_token
00007fff8156d770 (__DATA,__const) non-external _oidsets
00007fff8156dd60 (__DATA,__data) non-external _prof_error_strings
00007fff2d6b1b40 (__TEXT,__text) external _profile_abandon
00007fff2d6b2ebf (__TEXT,__text) non-external (was a private external) _profile_add_node
00007fff2d6b2b76 (__TEXT,__text) external _profile_add_relation
00007fff2d6b2950 (__TEXT,__text) external _profile_clear_relation
00007fff2d6b0bfd (__TEXT,__text) non-external (was a private external) _profile_close_file
00007fff2d6b0c46 (__TEXT,__text) external _profile_configuration_updated
00007fff2d6b1837 (__TEXT,__text) non-external (was a private external) _profile_copy
00007fff2d6b2d41 (__TEXT,__text) non-external (was a private external) _profile_create_node
00007fff2d6b0f05 (__TEXT,__text) non-external (was a private external) _profile_dereference_data
00007fff2d6b0b67 (__TEXT,__text) non-external (was a private external) _profile_dereference_data_locked
00007fff2d6b063b (__TEXT,__text) non-external (was a private external) _profile_file_is_writable
00007fff2d6b2ffd (__TEXT,__text) non-external (was a private external) _profile_find_node
00007fff2d6b3114 (__TEXT,__text) non-external (was a private external) _profile_find_node_relation
00007fff2d6b3164 (__TEXT,__text) non-external (was a private external) _profile_find_node_subsection
00007fff2d6b1aa1 (__TEXT,__text) external _profile_flush
00007fff2d6b0ca0 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data
00007fff2d6b0c57 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_buffer
00007fff2d6b0ea3 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_file
00007fff2d6b1b21 (__TEXT,__text) external _profile_flush_to_buffer
00007fff2d6b1ae1 (__TEXT,__text) external _profile_flush_to_file
00007fff2d6b1b33 (__TEXT,__text) external _profile_free_buffer
00007fff2d6b0f61 (__TEXT,__text) non-external (was a private external) _profile_free_file
00007fff2d6b0f9b (__TEXT,__text) external _profile_free_list
00007fff2d6b2ce7 (__TEXT,__text) non-external (was a private external) _profile_free_node
00007fff2d6b1386 (__TEXT,__text) external _profile_get_boolean
00007fff2d6b127d (__TEXT,__text) external _profile_get_integer
00007fff2d6b2fe9 (__TEXT,__text) non-external (was a private external) _profile_get_node_name
00007fff2d6b31b3 (__TEXT,__text) non-external (was a private external) _profile_get_node_parent
00007fff2d6b2ff3 (__TEXT,__text) non-external (was a private external) _profile_get_node_value
00007fff2d6b155d (__TEXT,__text) external _profile_get_relation_names
00007fff2d6b11d4 (__TEXT,__text) external _profile_get_string
00007fff2d6b1491 (__TEXT,__text) external _profile_get_subsection_names
00007fff2d6b116b (__TEXT,__text) non-external (was a private external) _profile_get_value
00007fff2d6b0fd4 (__TEXT,__text) external _profile_get_values
00007fff2d6b1722 (__TEXT,__text) external _profile_init
00007fff2d6b18de (__TEXT,__text) external _profile_init_path
00007fff2d6b1a63 (__TEXT,__text) external _profile_is_modified
00007fff2d6b2fdc (__TEXT,__text) non-external (was a private external) _profile_is_node_final
00007fff2d6b1a20 (__TEXT,__text) external _profile_is_writable
00007fff2d6b1676 (__TEXT,__text) external _profile_iterator
00007fff2d6b1662 (__TEXT,__text) external _profile_iterator_create
00007fff2d6b166c (__TEXT,__text) external _profile_iterator_free
00007fff2d6b0635 (__TEXT,__text) non-external (was a private external) _profile_library_initializer
00007fff2d6b0f3f (__TEXT,__text) non-external (was a private external) _profile_lock_global
00007fff2d6b2fc0 (__TEXT,__text) non-external (was a private external) _profile_make_node_final
00007fff2d6b067f (__TEXT,__text) non-external (was a private external) _profile_make_prf_data
00007fff2d6b32aa (__TEXT,__text) non-external (was a private external) _profile_node_iterator
00007fff2d6b6407 (__TEXT,__text) non-external _profile_node_iterator.cold.1
00007fff2d6b31c2 (__TEXT,__text) non-external (was a private external) _profile_node_iterator_create
00007fff2d6b3278 (__TEXT,__text) non-external (was a private external) _profile_node_iterator_free
00007fff2d6b0720 (__TEXT,__text) non-external (was a private external) _profile_open_file
00007fff2d6b1b83 (__TEXT,__text) non-external (was a private external) _profile_parse_file
00007fff2d6b17f4 (__TEXT,__text) external _profile_release
00007fff2d6b1718 (__TEXT,__text) external _profile_release_string
00007fff2d6b36a6 (__TEXT,__text) non-external (was a private external) _profile_remove_node
00007fff2d6b3727 (__TEXT,__text) non-external (was a private external) _profile_rename_node
00007fff2d6b2a42 (__TEXT,__text) external _profile_rename_section
00007fff2d6b36d2 (__TEXT,__text) non-external (was a private external) _profile_set_relation_value
00007fff2d6b0f50 (__TEXT,__text) non-external (was a private external) _profile_unlock_global
00007fff2d6b0a3e (__TEXT,__text) non-external (was a private external) _profile_update_file_data
00007fff2d6b63e4 (__TEXT,__text) non-external _profile_update_file_data.cold.1
00007fff2d6b273e (__TEXT,__text) external _profile_update_relation
00007fff2d6b2e25 (__TEXT,__text) non-external (was a private external) _profile_verify_node
00007fff2d6b2265 (__TEXT,__text) non-external (was a private external) _profile_write_tree_file
00007fff2d6b2606 (__TEXT,__text) non-external (was a private external) _profile_write_tree_to_buffer
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
00007fff2d6b4090 (__TEXT,__text) external _put_svc_key
00007fff2d6b40cc (__TEXT,__text) external _read_service_key
                 (undefined) external _realloc (from libSystem)
00007fff2d6aaf9c (__TEXT,__text) external _remove_error_table
                 (undefined) external _rename (from libSystem)
                 (undefined) external _reset_com_err_hook (from Heimdal)
                 (indirect) external _reset_com_err_hook (for _reset_com_err_hook)
00007fff2d6b2882 (__TEXT,__text) non-external _rw_setup
                 (undefined) external _set_com_err_hook (from Heimdal)
                 (indirect) external _set_com_err_hook (for _set_com_err_hook)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strdup (from libSystem)
00007fff8156dbc8 (__DATA,__data) non-external (was a private external) _string_functions
00007fff2d6aafcf (__TEXT,__text) non-external _string_release
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strptime (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _sync (from libSystem)
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
                 (undefined) external _time (from libSystem)
00007fff2d6b410e (__TEXT,__text) external _tkt_string
                 (undefined) external _unlink (from libSystem)
00007fff2d6aafac (__TEXT,__text) non-external (was a private external) _update_time
                 (undefined) external _vsyslog (from libSystem)
00007fff2d6b8b40 (__TEXT,__const) non-external _whichfields_flags
00007fff2d6b0d09 (__TEXT,__text) non-external _write_data_to_file
                 (undefined) external dyld_stub_binder (from libSystem)
