00007ff943750320 (__DATA,__bss) non-external _AGCPrinter
00007ff940b83670 (__DATA_CONST,__const) non-external __ZTC28AGCLLVMAGPFragmentShaderGen40_17AGCLLVMUserShader
00007ff940b82d40 (__DATA_CONST,__const) non-external __ZTC28AGCLLVMAGPFragmentShaderGen40_24AGCLLVMAGPFragmentShader
00007ff940b831f8 (__DATA_CONST,__const) non-external __ZTC28AGCLLVMAGPFragmentShaderGen40_25AGCLLVMUserFragmentShader
00007ff940b82880 (__DATA_CONST,__const) non-external __ZTC28AGCLLVMAGPFragmentShaderGen40_28AGCLLVMAGPFragmentShaderGen3
00007ff940b83e08 (__DATA_CONST,__const) non-external __ZTC28AGCLLVMAGPFragmentShaderGen44320_21AGCLLVMFragmentShader
00007ff940b84018 (__DATA_CONST,__const) non-external __ZTC28AGCLLVMAGPFragmentShaderGen44320_30AGCLLVMStatelessFragmentShader
00007ff940b858b0 (__DATA_CONST,__const) non-external __ZTC28AGCLLVMAGPFragmentShaderGen60_17AGCLLVMUserObject
00007ff940b854d8 (__DATA_CONST,__const) non-external __ZTC28AGCLLVMAGPFragmentShaderGen60_17AGCLLVMUserShader
00007ff940b84ba8 (__DATA_CONST,__const) non-external __ZTC28AGCLLVMAGPFragmentShaderGen60_24AGCLLVMAGPFragmentShader
00007ff940b85060 (__DATA_CONST,__const) non-external __ZTC28AGCLLVMAGPFragmentShaderGen60_25AGCLLVMUserFragmentShader
00007ff940b846e8 (__DATA_CONST,__const) non-external __ZTC28AGCLLVMAGPFragmentShaderGen60_28AGCLLVMAGPFragmentShaderGen3
00007ff940b84228 (__DATA_CONST,__const) non-external __ZTC28AGCLLVMAGPFragmentShaderGen60_28AGCLLVMAGPFragmentShaderGen4
00007ff940b85c70 (__DATA_CONST,__const) non-external __ZTC28AGCLLVMAGPFragmentShaderGen64320_21AGCLLVMFragmentShader
00007ff940b85e80 (__DATA_CONST,__const) non-external __ZTC28AGCLLVMAGPFragmentShaderGen64320_30AGCLLVMStatelessFragmentShader
00007ff940bdce30 (__DATA_CONST,__const) non-external __ZTC28AGCLLVMClearVertexDataShader0_19AGCLLVMDriverShader
00007ff940b97c30 (__DATA_CONST,__const) non-external __ZTC28AGCLLVMDriverVDMNOPDBGShader0_17AGCLLVMUserObject
00007ff940b97858 (__DATA_CONST,__const) non-external __ZTC28AGCLLVMDriverVDMNOPDBGShader0_17AGCLLVMUserShader
00007ff940b96fc8 (__DATA_CONST,__const) non-external __ZTC28AGCLLVMDriverVDMNOPDBGShader0_22AGCLLVMAGPVertexShader
00007ff940b97428 (__DATA_CONST,__const) non-external __ZTC28AGCLLVMDriverVDMNOPDBGShader0_23AGCLLVMUserVertexShader
00007ff940b96b60 (__DATA_CONST,__const) non-external __ZTC28AGCLLVMDriverVDMNOPDBGShader0_29AGCLLVMAGPVertexShaderRegular
00007ff940b966f8 (__DATA_CONST,__const) non-external __ZTC28AGCLLVMDriverVDMNOPDBGShader0_31AGCLLVMDriverTessellationShader
00007ff940b92548 (__DATA_CONST,__const) non-external __ZTC29AGCLLVMAGPVertexShaderRegular0_17AGCLLVMUserObject
00007ff940b92170 (__DATA_CONST,__const) non-external __ZTC29AGCLLVMAGPVertexShaderRegular0_17AGCLLVMUserShader
00007ff940b918e0 (__DATA_CONST,__const) non-external __ZTC29AGCLLVMAGPVertexShaderRegular0_22AGCLLVMAGPVertexShader
00007ff940b91d40 (__DATA_CONST,__const) non-external __ZTC29AGCLLVMAGPVertexShaderRegular0_23AGCLLVMUserVertexShader
00007ff940bcb860 (__DATA_CONST,__const) non-external __ZTC29AGCLLVMDriverFastClearShaders0_17AGCLLVMUserObject
00007ff940bcb488 (__DATA_CONST,__const) non-external __ZTC29AGCLLVMDriverFastClearShaders0_17AGCLLVMUserShader
00007ff940bca740 (__DATA_CONST,__const) non-external __ZTC29AGCLLVMDriverFastClearShaders0_26AGCLLVMDriverComputeKernel
00007ff940bcabb0 (__DATA_CONST,__const) non-external __ZTC29AGCLLVMDriverFastClearShaders0_27AGCLLVMUserComputeKernelG10
00007ff940bcb020 (__DATA_CONST,__const) non-external __ZTC29AGCLLVMDriverFastClearShaders0_28AGCLLVMUserComputeKernelBase
00007ff940bd58f8 (__DATA_CONST,__const) non-external __ZTC29AGCLLVMUserIntersectionShader0_17AGCLLVMUserObject
00007ff940bd5520 (__DATA_CONST,__const) non-external __ZTC29AGCLLVMUserIntersectionShader0_17AGCLLVMUserShader
00007ff940bd5cb8 (__DATA_CONST,__const) non-external __ZTC29AGCLLVMUserIntersectionShader4320_25AGCLLVMIntersectionShader
00007ff940b91520 (__DATA_CONST,__const) non-external __ZTC30AGCLLVMAGPVertexShaderAnalysis0_17AGCLLVMUserObject
00007ff940b91148 (__DATA_CONST,__const) non-external __ZTC30AGCLLVMAGPVertexShaderAnalysis0_17AGCLLVMUserShader
00007ff940b908b8 (__DATA_CONST,__const) non-external __ZTC30AGCLLVMAGPVertexShaderAnalysis0_22AGCLLVMAGPVertexShader
00007ff940b90d18 (__DATA_CONST,__const) non-external __ZTC30AGCLLVMAGPVertexShaderAnalysis0_23AGCLLVMUserVertexShader
00007ff940b89920 (__DATA_CONST,__const) non-external __ZTC30AGCLLVMPassThroughObjectShader0_19AGCLLVMDriverShader
00007ff940bdbf00 (__DATA_CONST,__const) non-external __ZTC30AGCLLVMPassthroughVertexShader0_19AGCLLVMDriverShader
00007ff940bb2d10 (__DATA_CONST,__const) non-external __ZTC30AGCLLVMUserComputeKernelLegacy0_17AGCLLVMUserObject
00007ff940bb2938 (__DATA_CONST,__const) non-external __ZTC30AGCLLVMUserComputeKernelLegacy0_17AGCLLVMUserShader
00007ff940bb24d0 (__DATA_CONST,__const) non-external __ZTC30AGCLLVMUserComputeKernelLegacy0_28AGCLLVMUserComputeKernelBase
00007ff940bd50e8 (__DATA_CONST,__const) non-external __ZTC31AGCLLVMDriverIntersectionShader0_19AGCLLVMDriverShader
00007ff940bd5310 (__DATA_CONST,__const) non-external __ZTC31AGCLLVMDriverIntersectionShader72_25AGCLLVMIntersectionShader
00007ff940b96338 (__DATA_CONST,__const) non-external __ZTC31AGCLLVMDriverTessellationShader0_17AGCLLVMUserObject
00007ff940b95f60 (__DATA_CONST,__const) non-external __ZTC31AGCLLVMDriverTessellationShader0_17AGCLLVMUserShader
00007ff940b956d0 (__DATA_CONST,__const) non-external __ZTC31AGCLLVMDriverTessellationShader0_22AGCLLVMAGPVertexShader
00007ff940b95b30 (__DATA_CONST,__const) non-external __ZTC31AGCLLVMDriverTessellationShader0_23AGCLLVMUserVertexShader
00007ff940b95268 (__DATA_CONST,__const) non-external __ZTC31AGCLLVMDriverTessellationShader0_29AGCLLVMAGPVertexShaderRegular
00007ff940bcddb0 (__DATA_CONST,__const) non-external __ZTC32AGCLLVMDriverBlitBCComputeShader0_17AGCLLVMUserObject
00007ff940bcd9d8 (__DATA_CONST,__const) non-external __ZTC32AGCLLVMDriverBlitBCComputeShader0_17AGCLLVMUserShader
00007ff940bcd100 (__DATA_CONST,__const) non-external __ZTC32AGCLLVMDriverBlitBCComputeShader0_27AGCLLVMUserComputeKernelG10
00007ff940bcd570 (__DATA_CONST,__const) non-external __ZTC32AGCLLVMDriverBlitBCComputeShader0_28AGCLLVMUserComputeKernelBase
00007ff940bc5470 (__DATA_CONST,__const) non-external __ZTC32AGCLLVMDriverComputeKernelLegacy0_17AGCLLVMUserObject
00007ff940bc5098 (__DATA_CONST,__const) non-external __ZTC32AGCLLVMDriverComputeKernelLegacy0_17AGCLLVMUserShader
00007ff940bc4c30 (__DATA_CONST,__const) non-external __ZTC32AGCLLVMDriverComputeKernelLegacy0_28AGCLLVMUserComputeKernelBase
00007ff940bc47c0 (__DATA_CONST,__const) non-external __ZTC32AGCLLVMDriverComputeKernelLegacy0_30AGCLLVMUserComputeKernelLegacy
00007ff940b9b9e0 (__DATA_CONST,__const) non-external __ZTC33AGCLLVMDriverVRRPatchVertexShader0_17AGCLLVMUserObject
00007ff940b9b608 (__DATA_CONST,__const) non-external __ZTC33AGCLLVMDriverVRRPatchVertexShader0_17AGCLLVMUserShader
00007ff940b9ad78 (__DATA_CONST,__const) non-external __ZTC33AGCLLVMDriverVRRPatchVertexShader0_22AGCLLVMAGPVertexShader
00007ff940b9b1d8 (__DATA_CONST,__const) non-external __ZTC33AGCLLVMDriverVRRPatchVertexShader0_23AGCLLVMUserVertexShader
00007ff940b9a910 (__DATA_CONST,__const) non-external __ZTC33AGCLLVMDriverVRRPatchVertexShader0_29AGCLLVMAGPVertexShaderRegular
00007ff940bdf100 (__DATA_CONST,__const) non-external __ZTC33AGCLLVMTextureFetchFragmentShader0_19AGCLLVMDriverShader
00007ff940bdeea0 (__DATA_CONST,__const) non-external __ZTC33AGCLLVMTextureFetchFragmentShader0_27AGCLLVMDriverFragmentShader
00007ff940bdf328 (__DATA_CONST,__const) non-external __ZTC33AGCLLVMTextureFetchFragmentShader72_21AGCLLVMFragmentShader
00007ff940bdf538 (__DATA_CONST,__const) non-external __ZTC33AGCLLVMTextureFetchFragmentShader72_30AGCLLVMStatelessFragmentShader
00007ff940b9ce70 (__DATA_CONST,__const) non-external __ZTC34AGCLLVMDriverGPUGatherVertexShader0_17AGCLLVMUserObject
00007ff940b9ca98 (__DATA_CONST,__const) non-external __ZTC34AGCLLVMDriverGPUGatherVertexShader0_17AGCLLVMUserShader
00007ff940b9c208 (__DATA_CONST,__const) non-external __ZTC34AGCLLVMDriverGPUGatherVertexShader0_22AGCLLVMAGPVertexShader
00007ff940b9c668 (__DATA_CONST,__const) non-external __ZTC34AGCLLVMDriverGPUGatherVertexShader0_23AGCLLVMUserVertexShader
00007ff940b9bda0 (__DATA_CONST,__const) non-external __ZTC34AGCLLVMDriverGPUGatherVertexShader0_29AGCLLVMAGPVertexShaderRegular
00007ff940bde858 (__DATA_CONST,__const) non-external __ZTC34AGCLLVMDummyFeedbackFragmentShader0_19AGCLLVMDriverShader
00007ff940bde5f8 (__DATA_CONST,__const) non-external __ZTC34AGCLLVMDummyFeedbackFragmentShader0_27AGCLLVMDriverFragmentShader
00007ff940bdea80 (__DATA_CONST,__const) non-external __ZTC34AGCLLVMDummyFeedbackFragmentShader72_21AGCLLVMFragmentShader
00007ff940bdec90 (__DATA_CONST,__const) non-external __ZTC34AGCLLVMDummyFeedbackFragmentShader72_30AGCLLVMStatelessFragmentShader
00007ff940b9e300 (__DATA_CONST,__const) non-external __ZTC35AGCLLVMDriverFastClearVertexShaders0_17AGCLLVMUserObject
00007ff940b9df28 (__DATA_CONST,__const) non-external __ZTC35AGCLLVMDriverFastClearVertexShaders0_17AGCLLVMUserShader
00007ff940b9d698 (__DATA_CONST,__const) non-external __ZTC35AGCLLVMDriverFastClearVertexShaders0_22AGCLLVMAGPVertexShader
00007ff940b9daf8 (__DATA_CONST,__const) non-external __ZTC35AGCLLVMDriverFastClearVertexShaders0_23AGCLLVMUserVertexShader
00007ff940b9d230 (__DATA_CONST,__const) non-external __ZTC35AGCLLVMDriverFastClearVertexShaders0_29AGCLLVMAGPVertexShaderRegular
00007ff940b9f790 (__DATA_CONST,__const) non-external __ZTC35AGCLLVMDriverPDSPatchUpVertexShader0_17AGCLLVMUserObject
00007ff940b9f3b8 (__DATA_CONST,__const) non-external __ZTC35AGCLLVMDriverPDSPatchUpVertexShader0_17AGCLLVMUserShader
00007ff940b9eb28 (__DATA_CONST,__const) non-external __ZTC35AGCLLVMDriverPDSPatchUpVertexShader0_22AGCLLVMAGPVertexShader
00007ff940b9ef88 (__DATA_CONST,__const) non-external __ZTC35AGCLLVMDriverPDSPatchUpVertexShader0_23AGCLLVMUserVertexShader
00007ff940b9e6c0 (__DATA_CONST,__const) non-external __ZTC35AGCLLVMDriverPDSPatchUpVertexShader0_29AGCLLVMAGPVertexShaderRegular
00007ff940bdcc08 (__DATA_CONST,__const) non-external __ZTC35AGCLLVMTileDispatchVertexShaderRect0_19AGCLLVMDriverShader
00007ff940bdc9d8 (__DATA_CONST,__const) non-external __ZTC35AGCLLVMTileDispatchVertexShaderRect0_30AGCLLVMDriverVertexFetchShader
00007ff940bd0770 (__DATA_CONST,__const) non-external __ZTC36AGCLLVMDriverBVHBuilderComputeShader0_17AGCLLVMUserObject
00007ff940bd0398 (__DATA_CONST,__const) non-external __ZTC36AGCLLVMDriverBVHBuilderComputeShader0_17AGCLLVMUserShader
00007ff940bcf650 (__DATA_CONST,__const) non-external __ZTC36AGCLLVMDriverBVHBuilderComputeShader0_26AGCLLVMDriverComputeKernel
00007ff940bcfac0 (__DATA_CONST,__const) non-external __ZTC36AGCLLVMDriverBVHBuilderComputeShader0_27AGCLLVMUserComputeKernelG10
00007ff940bcff30 (__DATA_CONST,__const) non-external __ZTC36AGCLLVMDriverBVHBuilderComputeShader0_28AGCLLVMUserComputeKernelBase
00007ff940bdc7b0 (__DATA_CONST,__const) non-external __ZTC36AGCLLVMTileDispatchVertexShaderPoint0_19AGCLLVMDriverShader
00007ff940bdc580 (__DATA_CONST,__const) non-external __ZTC36AGCLLVMTileDispatchVertexShaderPoint0_30AGCLLVMDriverVertexFetchShader
00007ff940bddd88 (__DATA_CONST,__const) non-external __ZTC37AGCLLVMBackgroundObjectFragmentShader0_19AGCLLVMDriverShader
00007ff940bddb28 (__DATA_CONST,__const) non-external __ZTC37AGCLLVMBackgroundObjectFragmentShader0_27AGCLLVMDriverFragmentShader
00007ff940bddfb0 (__DATA_CONST,__const) non-external __ZTC37AGCLLVMBackgroundObjectFragmentShader72_21AGCLLVMFragmentShader
00007ff940bde1c0 (__DATA_CONST,__const) non-external __ZTC37AGCLLVMBackgroundObjectFragmentShader72_30AGCLLVMStatelessFragmentShader
00007ff940bb77b0 (__DATA_CONST,__const) non-external __ZTC37AGCLLVMDriverTGSizeOptimizationShader0_17AGCLLVMUserObject
00007ff940bb73d8 (__DATA_CONST,__const) non-external __ZTC37AGCLLVMDriverTGSizeOptimizationShader0_17AGCLLVMUserShader
00007ff940bb6690 (__DATA_CONST,__const) non-external __ZTC37AGCLLVMDriverTGSizeOptimizationShader0_26AGCLLVMDriverComputeKernel
00007ff940bb6b00 (__DATA_CONST,__const) non-external __ZTC37AGCLLVMDriverTGSizeOptimizationShader0_27AGCLLVMUserComputeKernelG10
00007ff940bb6f70 (__DATA_CONST,__const) non-external __ZTC37AGCLLVMDriverTGSizeOptimizationShader0_28AGCLLVMUserComputeKernelBase
00007ff940bbb1e0 (__DATA_CONST,__const) non-external __ZTC39AGCLLVMDriverGPUGatherComputeShaderGen30_17AGCLLVMUserObject
00007ff940bbae08 (__DATA_CONST,__const) non-external __ZTC39AGCLLVMDriverGPUGatherComputeShaderGen30_17AGCLLVMUserShader
00007ff940bba0c0 (__DATA_CONST,__const) non-external __ZTC39AGCLLVMDriverGPUGatherComputeShaderGen30_26AGCLLVMDriverComputeKernel
00007ff940bba530 (__DATA_CONST,__const) non-external __ZTC39AGCLLVMDriverGPUGatherComputeShaderGen30_27AGCLLVMUserComputeKernelG10
00007ff940bba9a0 (__DATA_CONST,__const) non-external __ZTC39AGCLLVMDriverGPUGatherComputeShaderGen30_28AGCLLVMUserComputeKernelBase
00007ff940b939f8 (__DATA_CONST,__const) non-external __ZTC40AGCLLVMAGPVertexShaderPostTessellationHW0_17AGCLLVMUserObject
00007ff940b93620 (__DATA_CONST,__const) non-external __ZTC40AGCLLVMAGPVertexShaderPostTessellationHW0_17AGCLLVMUserShader
00007ff940b92d90 (__DATA_CONST,__const) non-external __ZTC40AGCLLVMAGPVertexShaderPostTessellationHW0_22AGCLLVMAGPVertexShader
00007ff940b931f0 (__DATA_CONST,__const) non-external __ZTC40AGCLLVMAGPVertexShaderPostTessellationHW0_23AGCLLVMUserVertexShader
00007ff940b92908 (__DATA_CONST,__const) non-external __ZTC40AGCLLVMAGPVertexShaderPostTessellationHW0_38AGCLLVMAGPVertexShaderPostTessellation
00007ff940b94ea8 (__DATA_CONST,__const) non-external __ZTC40AGCLLVMAGPVertexShaderPostTessellationSW0_17AGCLLVMUserObject
00007ff940b94ad0 (__DATA_CONST,__const) non-external __ZTC40AGCLLVMAGPVertexShaderPostTessellationSW0_17AGCLLVMUserShader
00007ff940b94240 (__DATA_CONST,__const) non-external __ZTC40AGCLLVMAGPVertexShaderPostTessellationSW0_22AGCLLVMAGPVertexShader
00007ff940b946a0 (__DATA_CONST,__const) non-external __ZTC40AGCLLVMAGPVertexShaderPostTessellationSW0_23AGCLLVMUserVertexShader
00007ff940b93db8 (__DATA_CONST,__const) non-external __ZTC40AGCLLVMAGPVertexShaderPostTessellationSW0_38AGCLLVMAGPVertexShaderPostTessellation
00007ff940bb41f0 (__DATA_CONST,__const) non-external __ZTC41AGCLLVMDriverGPUGatherComputeShaderLegacy0_17AGCLLVMUserObject
00007ff940bb3e18 (__DATA_CONST,__const) non-external __ZTC41AGCLLVMDriverGPUGatherComputeShaderLegacy0_17AGCLLVMUserShader
00007ff940bb39b0 (__DATA_CONST,__const) non-external __ZTC41AGCLLVMDriverGPUGatherComputeShaderLegacy0_28AGCLLVMUserComputeKernelBase
00007ff940bb3540 (__DATA_CONST,__const) non-external __ZTC41AGCLLVMDriverGPUGatherComputeShaderLegacy0_30AGCLLVMUserComputeKernelLegacy
00007ff940bb30d0 (__DATA_CONST,__const) non-external __ZTC41AGCLLVMDriverGPUGatherComputeShaderLegacy0_32AGCLLVMDriverComputeKernelLegacy
00007ff940bb56d0 (__DATA_CONST,__const) non-external __ZTC42AGCLLVMDriverPDSPatchUpComputeShaderLegacy0_17AGCLLVMUserObject
00007ff940bb52f8 (__DATA_CONST,__const) non-external __ZTC42AGCLLVMDriverPDSPatchUpComputeShaderLegacy0_17AGCLLVMUserShader
00007ff940bb4e90 (__DATA_CONST,__const) non-external __ZTC42AGCLLVMDriverPDSPatchUpComputeShaderLegacy0_28AGCLLVMUserComputeKernelBase
00007ff940bb4a20 (__DATA_CONST,__const) non-external __ZTC42AGCLLVMDriverPDSPatchUpComputeShaderLegacy0_30AGCLLVMUserComputeKernelLegacy
00007ff940bb45b0 (__DATA_CONST,__const) non-external __ZTC42AGCLLVMDriverPDSPatchUpComputeShaderLegacy0_32AGCLLVMDriverComputeKernelLegacy
00007ff940bc0560 (__DATA_CONST,__const) non-external __ZTC44AGCLLVMDriverComputeProgressMarkerShaderGen30_17AGCLLVMUserObject
00007ff940bc0188 (__DATA_CONST,__const) non-external __ZTC44AGCLLVMDriverComputeProgressMarkerShaderGen30_17AGCLLVMUserShader
00007ff940bbf440 (__DATA_CONST,__const) non-external __ZTC44AGCLLVMDriverComputeProgressMarkerShaderGen30_26AGCLLVMDriverComputeKernel
00007ff940bbf8b0 (__DATA_CONST,__const) non-external __ZTC44AGCLLVMDriverComputeProgressMarkerShaderGen30_27AGCLLVMUserComputeKernelG10
00007ff940bbfd20 (__DATA_CONST,__const) non-external __ZTC44AGCLLVMDriverComputeProgressMarkerShaderGen30_28AGCLLVMUserComputeKernelBase
00007ff940bcf290 (__DATA_CONST,__const) non-external __ZTC44AGCLLVMDriverExecuteIndirectComputeShaderG100_17AGCLLVMUserObject
00007ff940bceeb8 (__DATA_CONST,__const) non-external __ZTC44AGCLLVMDriverExecuteIndirectComputeShaderG100_17AGCLLVMUserShader
00007ff940bce170 (__DATA_CONST,__const) non-external __ZTC44AGCLLVMDriverExecuteIndirectComputeShaderG100_26AGCLLVMDriverComputeKernel
00007ff940bce5e0 (__DATA_CONST,__const) non-external __ZTC44AGCLLVMDriverExecuteIndirectComputeShaderG100_27AGCLLVMUserComputeKernelG10
00007ff940bcea50 (__DATA_CONST,__const) non-external __ZTC44AGCLLVMDriverExecuteIndirectComputeShaderG100_28AGCLLVMUserComputeKernelBase
00007ff940bb9d00 (__DATA_CONST,__const) non-external __ZTC45AGCLLVMDriverExecuteIndirectComputeShaderGen50_17AGCLLVMUserObject
00007ff940bb9928 (__DATA_CONST,__const) non-external __ZTC45AGCLLVMDriverExecuteIndirectComputeShaderGen50_17AGCLLVMUserShader
00007ff940bb9050 (__DATA_CONST,__const) non-external __ZTC45AGCLLVMDriverExecuteIndirectComputeShaderGen50_27AGCLLVMUserComputeKernelG10
00007ff940bb94c0 (__DATA_CONST,__const) non-external __ZTC45AGCLLVMDriverExecuteIndirectComputeShaderGen50_28AGCLLVMUserComputeKernelBase
00007ff940bdc358 (__DATA_CONST,__const) non-external __ZTC45AGCLLVMPassthroughVertexShaderWithVertexFetch0_19AGCLLVMDriverShader
00007ff940bdc128 (__DATA_CONST,__const) non-external __ZTC45AGCLLVMPassthroughVertexShaderWithVertexFetch0_30AGCLLVMDriverVertexFetchShader
00007ff940bc2f20 (__DATA_CONST,__const) non-external __ZTC46AGCLLVMDriverComputeProgressMarkerShaderLegacy0_17AGCLLVMUserObject
00007ff940bc2b48 (__DATA_CONST,__const) non-external __ZTC46AGCLLVMDriverComputeProgressMarkerShaderLegacy0_17AGCLLVMUserShader
00007ff940bc26e0 (__DATA_CONST,__const) non-external __ZTC46AGCLLVMDriverComputeProgressMarkerShaderLegacy0_28AGCLLVMUserComputeKernelBase
00007ff940bc2270 (__DATA_CONST,__const) non-external __ZTC46AGCLLVMDriverComputeProgressMarkerShaderLegacy0_30AGCLLVMUserComputeKernelLegacy
00007ff940bc1e00 (__DATA_CONST,__const) non-external __ZTC46AGCLLVMDriverComputeProgressMarkerShaderLegacy0_32AGCLLVMDriverComputeKernelLegacy
00007ff940bc6950 (__DATA_CONST,__const) non-external __ZTC47AGCLLVMDriverExecuteIndirectComputeShaderLegacy0_17AGCLLVMUserObject
00007ff940bc6578 (__DATA_CONST,__const) non-external __ZTC47AGCLLVMDriverExecuteIndirectComputeShaderLegacy0_17AGCLLVMUserShader
00007ff940bc6110 (__DATA_CONST,__const) non-external __ZTC47AGCLLVMDriverExecuteIndirectComputeShaderLegacy0_28AGCLLVMUserComputeKernelBase
00007ff940bc5ca0 (__DATA_CONST,__const) non-external __ZTC47AGCLLVMDriverExecuteIndirectComputeShaderLegacy0_30AGCLLVMUserComputeKernelLegacy
00007ff940bc5830 (__DATA_CONST,__const) non-external __ZTC47AGCLLVMDriverExecuteIndirectComputeShaderLegacy0_32AGCLLVMDriverComputeKernelLegacy
00007ff940b990c0 (__DATA_CONST,__const) non-external __ZTC47AGCLLVMDriverExecuteIndirectESLGenerationShader0_17AGCLLVMUserObject
00007ff940b98ce8 (__DATA_CONST,__const) non-external __ZTC47AGCLLVMDriverExecuteIndirectESLGenerationShader0_17AGCLLVMUserShader
00007ff940b98458 (__DATA_CONST,__const) non-external __ZTC47AGCLLVMDriverExecuteIndirectESLGenerationShader0_22AGCLLVMAGPVertexShader
00007ff940b988b8 (__DATA_CONST,__const) non-external __ZTC47AGCLLVMDriverExecuteIndirectESLGenerationShader0_23AGCLLVMUserVertexShader
00007ff940b97ff0 (__DATA_CONST,__const) non-external __ZTC47AGCLLVMDriverExecuteIndirectESLGenerationShader0_29AGCLLVMAGPVertexShaderRegular
00007ff940bc1a40 (__DATA_CONST,__const) non-external __ZTC50AGCLLVMDriverComputeControlFlowPredicateShaderGen30_17AGCLLVMUserObject
00007ff940bc1668 (__DATA_CONST,__const) non-external __ZTC50AGCLLVMDriverComputeControlFlowPredicateShaderGen30_17AGCLLVMUserShader
00007ff940bc0920 (__DATA_CONST,__const) non-external __ZTC50AGCLLVMDriverComputeControlFlowPredicateShaderGen30_26AGCLLVMDriverComputeKernel
00007ff940bc0d90 (__DATA_CONST,__const) non-external __ZTC50AGCLLVMDriverComputeControlFlowPredicateShaderGen30_27AGCLLVMUserComputeKernelG10
00007ff940bc1200 (__DATA_CONST,__const) non-external __ZTC50AGCLLVMDriverComputeControlFlowPredicateShaderGen30_28AGCLLVMUserComputeKernelBase
00007ff940ba88f8 (__DATA_CONST,__const) non-external __ZTC50AGCLLVMDriverTessellationClearInstanceCountsShader0_17AGCLLVMUserObject
00007ff940ba8520 (__DATA_CONST,__const) non-external __ZTC50AGCLLVMDriverTessellationClearInstanceCountsShader0_17AGCLLVMUserShader
00007ff940ba7c90 (__DATA_CONST,__const) non-external __ZTC50AGCLLVMDriverTessellationClearInstanceCountsShader0_22AGCLLVMAGPVertexShader
00007ff940ba80f0 (__DATA_CONST,__const) non-external __ZTC50AGCLLVMDriverTessellationClearInstanceCountsShader0_23AGCLLVMUserVertexShader
00007ff940ba7828 (__DATA_CONST,__const) non-external __ZTC50AGCLLVMDriverTessellationClearInstanceCountsShader0_29AGCLLVMAGPVertexShaderRegular
00007ff940ba73c0 (__DATA_CONST,__const) non-external __ZTC50AGCLLVMDriverTessellationClearInstanceCountsShader0_31AGCLLVMDriverTessellationShader
00007ff940bc4400 (__DATA_CONST,__const) non-external __ZTC52AGCLLVMDriverComputeControlFlowPredicateShaderLegacy0_17AGCLLVMUserObject
00007ff940bc4028 (__DATA_CONST,__const) non-external __ZTC52AGCLLVMDriverComputeControlFlowPredicateShaderLegacy0_17AGCLLVMUserShader
00007ff940bc3bc0 (__DATA_CONST,__const) non-external __ZTC52AGCLLVMDriverComputeControlFlowPredicateShaderLegacy0_28AGCLLVMUserComputeKernelBase
00007ff940bc3750 (__DATA_CONST,__const) non-external __ZTC52AGCLLVMDriverComputeControlFlowPredicateShaderLegacy0_30AGCLLVMUserComputeKernelLegacy
00007ff940bc32e0 (__DATA_CONST,__const) non-external __ZTC52AGCLLVMDriverComputeControlFlowPredicateShaderLegacy0_32AGCLLVMDriverComputeKernelLegacy
00007ff940b9a550 (__DATA_CONST,__const) non-external __ZTC54AGCLLVMDriverExecuteIndirectRangeExecutionVertexShader0_17AGCLLVMUserObject
00007ff940b9a178 (__DATA_CONST,__const) non-external __ZTC54AGCLLVMDriverExecuteIndirectRangeExecutionVertexShader0_17AGCLLVMUserShader
00007ff940b998e8 (__DATA_CONST,__const) non-external __ZTC54AGCLLVMDriverExecuteIndirectRangeExecutionVertexShader0_22AGCLLVMAGPVertexShader
00007ff940b99d48 (__DATA_CONST,__const) non-external __ZTC54AGCLLVMDriverExecuteIndirectRangeExecutionVertexShader0_23AGCLLVMUserVertexShader
00007ff940b99480 (__DATA_CONST,__const) non-external __ZTC54AGCLLVMDriverExecuteIndirectRangeExecutionVertexShader0_29AGCLLVMAGPVertexShaderRegular
00007ff940bb8c90 (__DATA_CONST,__const) non-external __ZTC55AGCLLVMDriverExecuteIndirectRangeExecutionComputeShader0_17AGCLLVMUserObject
00007ff940bb88b8 (__DATA_CONST,__const) non-external __ZTC55AGCLLVMDriverExecuteIndirectRangeExecutionComputeShader0_17AGCLLVMUserShader
00007ff940bb7b70 (__DATA_CONST,__const) non-external __ZTC55AGCLLVMDriverExecuteIndirectRangeExecutionComputeShader0_26AGCLLVMDriverComputeKernel
00007ff940bb7fe0 (__DATA_CONST,__const) non-external __ZTC55AGCLLVMDriverExecuteIndirectRangeExecutionComputeShader0_27AGCLLVMUserComputeKernelG10
00007ff940bb8450 (__DATA_CONST,__const) non-external __ZTC55AGCLLVMDriverExecuteIndirectRangeExecutionComputeShader0_28AGCLLVMUserComputeKernelBase
00007ff940ba3e10 (__DATA_CONST,__const) non-external __ZTC55AGCLLVMDriverTessellationBucketedEmitDrawCommandsShader0_17AGCLLVMUserObject
00007ff940ba3a38 (__DATA_CONST,__const) non-external __ZTC55AGCLLVMDriverTessellationBucketedEmitDrawCommandsShader0_17AGCLLVMUserShader
00007ff940ba31a8 (__DATA_CONST,__const) non-external __ZTC55AGCLLVMDriverTessellationBucketedEmitDrawCommandsShader0_22AGCLLVMAGPVertexShader
00007ff940ba3608 (__DATA_CONST,__const) non-external __ZTC55AGCLLVMDriverTessellationBucketedEmitDrawCommandsShader0_23AGCLLVMUserVertexShader
