00007ff8400f6990 (__DATA,__data) external _NDR_record
00007ff80106691e (__TEXT,__text) external _proc_track_dirty
00007ff801066528 (__TEXT,__text) external _proc_udata_info
00007ff801061ca4 (__TEXT,__text) external _proc_uuid_policy
00007ff80107e53a (__TEXT,__text) external _processor_assign
00007ff80107e3f8 (__TEXT,__text) external _processor_control
00007ff80107e101 (__TEXT,__text) external _processor_exit
00007ff80107e638 (__TEXT,__text) external _processor_get_assignment
00007ff80107e1e5 (__TEXT,__text) external _processor_info
00007ff801075f3a (__TEXT,__text) external _processor_set_create
00007ff801075e18 (__TEXT,__text) external _processor_set_default
00007ff80107d424 (__TEXT,__text) external _processor_set_destroy
00007ff80107dd14 (__TEXT,__text) external _processor_set_info
00007ff80107d508 (__TEXT,__text) external _processor_set_max_priority
00007ff80107da58 (__TEXT,__text) external _processor_set_policy_control
00007ff80107d6e5 (__TEXT,__text) external _processor_set_policy_disable
00007ff80107d5f7 (__TEXT,__text) external _processor_set_policy_enable
00007ff80107dba2 (__TEXT,__text) external _processor_set_stack_usage
00007ff80107d27b (__TEXT,__text) external _processor_set_statistics
00007ff80107d7d4 (__TEXT,__text) external _processor_set_tasks
00007ff80107ded6 (__TEXT,__text) external _processor_set_tasks_with_flavor
00007ff80107d916 (__TEXT,__text) external _processor_set_threads
00007ff80107e01d (__TEXT,__text) external _processor_start
00007ff80106df0b (__TEXT,__text) external _pselect
00007ff80106fcdc (__TEXT,__text) external _pselect$DARWIN_EXTSN
00007ff801065610 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00007ff80106e0a0 (__TEXT,__text) external _pselect$NOCANCEL
00007ff80105fd24 (__TEXT,__text) external _pthread_getugid_np
00007ff8010609ec (__TEXT,__text) external _pthread_setugid_np
00007ff8010606b0 (__TEXT,__text) external _ptrace
00007ff801061cbc (__TEXT,__text) external _pwrite
00007ff8010606d4 (__TEXT,__text) external _pwrite$NOCANCEL
00007ff801061cd4 (__TEXT,__text) external _pwritev
00007ff8010606ec (__TEXT,__text) external _pwritev$NOCANCEL
00007ff801065019 (__TEXT,__text) external _quota
00007ff801061cec (__TEXT,__text) external _quotactl
00007ff801061d04 (__TEXT,__text) external _read
00007ff801060704 (__TEXT,__text) external _read$NOCANCEL
00007ff801061d1c (__TEXT,__text) external _readlink
00007ff801061d34 (__TEXT,__text) external _readlinkat
00007ff801061d4c (__TEXT,__text) external _readv
00007ff80106071c (__TEXT,__text) external _readv$NOCANCEL
00007ff8010635ff (__TEXT,__text) external _reboot
00007ff801063606 (__TEXT,__text) external _reboot_np
00007ff80106ded7 (__TEXT,__text) external _record_system_event_as_kernel
00007ff801060764 (__TEXT,__text) external _recvfrom
00007ff80106077c (__TEXT,__text) external _recvfrom$NOCANCEL
00007ff801060794 (__TEXT,__text) external _recvmsg
00007ff8010607ac (__TEXT,__text) external _recvmsg$NOCANCEL
00007ff801061d64 (__TEXT,__text) external _recvmsg_x
00007ff801061d7c (__TEXT,__text) external _register_uexc_handler
00007ff801061d94 (__TEXT,__text) external _removexattr
00007ff80106fcb1 (__TEXT,__text) external _rename
00007ff801068108 (__TEXT,__text) external _rename_ext
00007ff8010636ff (__TEXT,__text) external _renameat
00007ff8010680c7 (__TEXT,__text) external _renameatx_np
00007ff8010680de (__TEXT,__text) external _renamex_np
00007ff801061dac (__TEXT,__text) external _revoke
00007ff80106f6a3 (__TEXT,__text) external _rmdir
00007ff801061dc4 (__TEXT,__text) external _searchfs
00007ff80106dedc (__TEXT,__text) external _select
00007ff801060824 (__TEXT,__text) external _select$DARWIN_EXTSN
00007ff80106083c (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00007ff80106e071 (__TEXT,__text) external _select$NOCANCEL
00007ff801061ddc (__TEXT,__text) external _sem_close
00007ff80106d776 (__TEXT,__text) external _sem_destroy
00007ff80106d799 (__TEXT,__text) external _sem_getvalue
00007ff80106d7bc (__TEXT,__text) external _sem_init
00007ff801060854 (__TEXT,__text) external _sem_open
00007ff801061df4 (__TEXT,__text) external _sem_post
00007ff801061e0c (__TEXT,__text) external _sem_trywait
00007ff801061e24 (__TEXT,__text) external _sem_unlink
00007ff801061e3c (__TEXT,__text) external _sem_wait
00007ff80106086c (__TEXT,__text) external _sem_wait$NOCANCEL
00007ff8010806ea (__TEXT,__text) external _semaphore_create
00007ff801080817 (__TEXT,__text) external _semaphore_destroy
00007ff80106533b (__TEXT,__text) external _semaphore_signal
00007ff801065340 (__TEXT,__text) external _semaphore_signal_all
00007ff80105f154 (__TEXT,__text) external _semaphore_signal_all_trap
00007ff801065345 (__TEXT,__text) external _semaphore_signal_thread
00007ff80105f160 (__TEXT,__text) external _semaphore_signal_thread_trap
00007ff80105f148 (__TEXT,__text) external _semaphore_signal_trap
00007ff80106534f (__TEXT,__text) external _semaphore_timedwait
00007ff801065360 (__TEXT,__text) external _semaphore_timedwait_signal
00007ff80105f190 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00007ff80105f184 (__TEXT,__text) external _semaphore_timedwait_trap
00007ff80106534a (__TEXT,__text) external _semaphore_wait
00007ff80106535b (__TEXT,__text) external _semaphore_wait_signal
00007ff80105f178 (__TEXT,__text) external _semaphore_wait_signal_trap
00007ff80105f16c (__TEXT,__text) external _semaphore_wait_trap
00007ff801060884 (__TEXT,__text) external _semctl
00007ff801061e54 (__TEXT,__text) external _semget
00007ff801061e6c (__TEXT,__text) external _semop
00007ff80106089c (__TEXT,__text) external _semsys
00007ff801061e84 (__TEXT,__text) external _sendfile
00007ff8010608e4 (__TEXT,__text) external _sendmsg
00007ff8010608fc (__TEXT,__text) external _sendmsg$NOCANCEL
00007ff801061e9c (__TEXT,__text) external _sendmsg_x
00007ff801060914 (__TEXT,__text) external _sendto
00007ff80106092c (__TEXT,__text) external _sendto$NOCANCEL
00007ff801060944 (__TEXT,__text) external _setattrlist
00007ff801061eb4 (__TEXT,__text) external _setattrlistat
00007ff801071d60 (__TEXT,__text) external _setaudit
00007ff801061ecc (__TEXT,__text) external _setaudit_addr
00007ff801061ee4 (__TEXT,__text) external _setauid
00007ff801061efc (__TEXT,__text) external _setegid
00007ff801061f14 (__TEXT,__text) external _seteuid
00007ff801061f2c (__TEXT,__text) external _setgid
00007ff801061f44 (__TEXT,__text) external _setgroups
00007ff8010655c0 (__TEXT,__text) external _setiopolicy_np
00007ff801061f5c (__TEXT,__text) external _setitimer
00007ff801061f74 (__TEXT,__text) external _setpgid
00007ff80106a401 (__TEXT,__text) external _setpriority
00007ff801061f8c (__TEXT,__text) external _setprivexec
00007ff801065034 (__TEXT,__text) external _setquota
00007ff80106098c (__TEXT,__text) external _setregid
00007ff8010609a4 (__TEXT,__text) external _setreuid
00007ff80106e206 (__TEXT,__text) external _setrlimit
00007ff8010609d4 (__TEXT,__text) external _setsgroups_np
00007ff801061fa4 (__TEXT,__text) external _setsid
00007ff801061fbc (__TEXT,__text) external _setsockopt
00007ff801061fd4 (__TEXT,__text) external _setuid
00007ff801060a34 (__TEXT,__text) external _setwgroups_np
00007ff801061fec (__TEXT,__text) external _setxattr
00007ff80106aa26 (__TEXT,__text) external _sfi_get_class_offtime
00007ff80106aa47 (__TEXT,__text) external _sfi_process_get_flags
00007ff80106aa37 (__TEXT,__text) external _sfi_process_set_flags
00007ff80106aa15 (__TEXT,__text) external _sfi_set_class_offtime
00007ff801060aac (__TEXT,__text) external _shm_open
00007ff801062004 (__TEXT,__text) external _shm_unlink
00007ff80106201c (__TEXT,__text) external _shmat
00007ff801060ac4 (__TEXT,__text) external _shmctl
00007ff801062034 (__TEXT,__text) external _shmdt
00007ff80106204c (__TEXT,__text) external _shmget
00007ff801060adc (__TEXT,__text) external _shmsys
00007ff801062064 (__TEXT,__text) external _shutdown
00007ff80106207c (__TEXT,__text) external _sigpending
00007ff801062094 (__TEXT,__text) external _sigprocmask
00007ff80106f502 (__TEXT,__text) external _sigsuspend
00007ff80106e211 (__TEXT,__text) external _sigsuspend$NOCANCEL
00007ff8010620ac (__TEXT,__text) external _socket
00007ff8010620c4 (__TEXT,__text) external _socket_delegate
00007ff801060b84 (__TEXT,__text) external _socketpair
00007ff80106a289 (__TEXT,__text) external _stackshot_capture_with_config
00007ff80106a206 (__TEXT,__text) external _stackshot_config_create
00007ff80106a3ae (__TEXT,__text) external _stackshot_config_dealloc
00007ff80106a366 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00007ff80106a2f8 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00007ff80106a305 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00007ff80106a332 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00007ff80106a277 (__TEXT,__text) external _stackshot_config_set_flags
00007ff80106a34b (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00007ff80106a267 (__TEXT,__text) external _stackshot_config_set_pid
00007ff80106a31a (__TEXT,__text) external _stackshot_config_set_size_hint
00007ff8010620dc (__TEXT,__text) external _stat
00007ff8010620dc (__TEXT,__text) external _stat64
00007ff8010620f4 (__TEXT,__text) external _statfs
00007ff8010620f4 (__TEXT,__text) external _statfs64
00007ff80106841a (__TEXT,__text) external _statfs_ext
00007ff8400f6b10 (__DATA,__bss) non-external _supported
00007ff80106210c (__TEXT,__text) external _swapon
00007ff80105f250 (__TEXT,__text) external _swtch
00007ff80105f244 (__TEXT,__text) external _swtch_pri
00007ff801062124 (__TEXT,__text) external _symlink
00007ff80106213c (__TEXT,__text) external _symlinkat
00007ff801062154 (__TEXT,__text) external _sync
00007ff801060be4 (__TEXT,__text) external _syscall
00007ff80105f25c (__TEXT,__text) external _syscall_thread_switch
00007ff80106aa04 (__TEXT,__text) external _system_get_sfi_window
00007ff80106216c (__TEXT,__text) external _system_override
00007ff80106a9f3 (__TEXT,__text) external _system_set_sfi_window
00007ff80108145b (__TEXT,__text) external _task_assign
00007ff801081559 (__TEXT,__text) external _task_assign_default
00007ff80107eebf (__TEXT,__text) external _task_create
00007ff8010834de (__TEXT,__text) external _task_create_identity_token
00007ff801083731 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00007ff80105f070 (__TEXT,__text) external _task_dyld_process_info_notify_get
00007ff8010833e2 (__TEXT,__text) external _task_dyld_process_info_notify_register
00007ff80105f1d8 (__TEXT,__text) external _task_for_pid
00007ff801082498 (__TEXT,__text) external _task_generate_corpse
00007ff801081647 (__TEXT,__text) external _task_get_assignment
00007ff80108290e (__TEXT,__text) external _task_get_dyld_image_infos
00007ff801080f98 (__TEXT,__text) external _task_get_emulation_vector
00007ff8010830ae (__TEXT,__text) external _task_get_exc_guard_behavior
00007ff80107ffa7 (__TEXT,__text) external _task_get_exception_ports
00007ff80108381f (__TEXT,__text) external _task_get_exception_ports_info
00007ff801082129 (__TEXT,__text) external _task_get_mach_voucher
00007ff80107f999 (__TEXT,__text) external _task_get_special_port
00007ff801081945 (__TEXT,__text) external _task_get_state
00007ff801083600 (__TEXT,__text) external _task_identity_token_get_task_port
00007ff80107f48b (__TEXT,__text) external _task_info
00007ff801082f09 (__TEXT,__text) external _task_inspect
00007ff801062184 (__TEXT,__text) external _task_inspect_for_pid
00007ff8010825ba (__TEXT,__text) external _task_map_corpse_info
00007ff801082dbd (__TEXT,__text) external _task_map_corpse_info_64
00007ff801083d7f (__TEXT,__text) external _task_map_kcdata_object_64
00007ff80105f1cc (__TEXT,__text) external _task_name_for_pid
00007ff801080d54 (__TEXT,__text) external _task_policy
00007ff801080a4b (__TEXT,__text) external _task_policy_get
00007ff801080913 (__TEXT,__text) external _task_policy_set
00007ff801081fc9 (__TEXT,__text) external _task_purgable_info
00007ff80106219c (__TEXT,__text) external _task_read_for_pid
00007ff801082c58 (__TEXT,__text) external _task_register_dyld_get_process_state
00007ff80108270a (__TEXT,__text) external _task_register_dyld_image_infos
00007ff801082b5e (__TEXT,__text) external _task_register_dyld_set_dyld_state
00007ff801082a5d (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00007ff801083ecb (__TEXT,__text) external _task_register_hardened_exception_handler
00007ff8010880c6 (__TEXT,__text) external _task_restartable_ranges_register
00007ff801088222 (__TEXT,__text) external _task_restartable_ranges_synchronize
00007ff80107f8b5 (__TEXT,__text) external _task_resume
00007ff801081ee5 (__TEXT,__text) external _task_resume2
00007ff801080c58 (__TEXT,__text) external _task_sample
00007ff80106537e (__TEXT,__text) external _task_self_
00007ff80105f118 (__TEXT,__text) external _task_self_trap
00007ff801083b8f (__TEXT,__text) external _task_set_corpse_forking_behavior
00007ff801080eb1 (__TEXT,__text) external _task_set_emulation
00007ff8010810de (__TEXT,__text) external _task_set_emulation_vector
00007ff8010831d1 (__TEXT,__text) external _task_set_exc_guard_behavior
00007ff80107fea1 (__TEXT,__text) external _task_set_exception_ports
00007ff80107f671 (__TEXT,__text) external _task_set_info
00007ff80108225a (__TEXT,__text) external _task_set_mach_voucher
00007ff801081c91 (__TEXT,__text) external _task_set_phys_footprint_limit
00007ff801081769 (__TEXT,__text) external _task_set_policy
00007ff801071294 (__TEXT,__text) external _task_set_port_space
00007ff8010811e5 (__TEXT,__text) external _task_set_ras_pc
00007ff80107faca (__TEXT,__text) external _task_set_special_port
00007ff801081b2e (__TEXT,__text) external _task_set_state
00007ff80107f7d1 (__TEXT,__text) external _task_suspend
00007ff801081dc3 (__TEXT,__text) external _task_suspend2
00007ff801080226 (__TEXT,__text) external _task_swap_exception_ports
00007ff801082356 (__TEXT,__text) external _task_swap_mach_voucher
00007ff80107f005 (__TEXT,__text) external _task_terminate
00007ff801083c7d (__TEXT,__text) external _task_test_async_upcall_propagation
00007ff801083a93 (__TEXT,__text) external _task_test_sync_upcall
00007ff80107f0e9 (__TEXT,__text) external _task_threads
00007ff80108280c (__TEXT,__text) external _task_unregister_dyld_image_infos
00007ff8010812cc (__TEXT,__text) external _task_zone_info
00007ff80106a7d5 (__TEXT,__text) external _terminate_with_payload
00007ff80106a7b6 (__TEXT,__text) external _terminate_with_reason
00007ff801084919 (__TEXT,__text) external _thread_abort
00007ff8010849fd (__TEXT,__text) external _thread_abort_safely
00007ff801086959 (__TEXT,__text) external _thread_adopt_exception_handler
00007ff801085c98 (__TEXT,__text) external _thread_assign
00007ff801085d94 (__TEXT,__text) external _thread_assign_default
00007ff80108649a (__TEXT,__text) external _thread_convert_thread_state
00007ff80107fbc8 (__TEXT,__text) external _thread_create
00007ff80107fcea (__TEXT,__text) external _thread_create_running
00007ff801084ae1 (__TEXT,__text) external _thread_depress_abort
00007ff801071367 (__TEXT,__text) external _thread_destruct_special_reply_port
00007ff801085e78 (__TEXT,__text) external _thread_get_assignment
00007ff801085105 (__TEXT,__text) external _thread_get_exception_ports
00007ff8010866e5 (__TEXT,__text) external _thread_get_exception_ports_info
00007ff80108612b (__TEXT,__text) external _thread_get_mach_voucher
00007ff801067e1d (__TEXT,__text) external _thread_get_register_pointer_values
00007ff801084bc5 (__TEXT,__text) external _thread_get_special_port
00007ff80105f214 (__TEXT,__text) external _thread_get_special_reply_port
00007ff801084405 (__TEXT,__text) external _thread_get_state
00007ff801084df4 (__TEXT,__text) external _thread_info
00007ff801067d4a (__TEXT,__text) external _thread_policy
00007ff8010858a1 (__TEXT,__text) external _thread_policy_get
00007ff801067d8b (__TEXT,__text) external _thread_policy_set
00007ff801084835 (__TEXT,__text) external _thread_resume
00007ff801085aae (__TEXT,__text) external _thread_sample
00007ff80105f10c (__TEXT,__text) external _thread_self_trap
00007ff8010621b4 (__TEXT,__text) external _thread_selfcounts
00007ff801084fff (__TEXT,__text) external _thread_set_exception_ports
00007ff80108625c (__TEXT,__text) external _thread_set_mach_voucher
00007ff801067dcc (__TEXT,__text) external _thread_set_policy
00007ff801084cf6 (__TEXT,__text) external _thread_set_special_port
00007ff8010845ee (__TEXT,__text) external _thread_set_state
00007ff801084751 (__TEXT,__text) external _thread_suspend
00007ff801085384 (__TEXT,__text) external _thread_swap_exception_ports
00007ff801086358 (__TEXT,__text) external _thread_swap_mach_voucher
00007ff80106528b (__TEXT,__text) external _thread_switch
00007ff801083fd5 (__TEXT,__text) external _thread_terminate
00007ff8010737c1 (__TEXT,__text) external _thread_wire
00007ff801089940 (__TEXT,__const) non-external _times_now
00007ff8010621cc (__TEXT,__text) external _tracker_action
00007ff8400b4000 (__DATA_CONST,__const) non-external _traffic_rule_types
00007ff8010621e4 (__TEXT,__text) external _truncate
00007ff8010621fc (__TEXT,__text) external _umask
00007ff801062214 (__TEXT,__text) external _undelete
00007ff80106222c (__TEXT,__text) external _ungraftdmg
00007ff80106f515 (__TEXT,__text) external _unlink
00007ff8010636d9 (__TEXT,__text) external _unlinkat
00007ff801062244 (__TEXT,__text) external _unmount
00007ff80106225c (__TEXT,__text) external _usrctl
00007ff801067c6f (__TEXT,__text) external _utimensat
00007ff801062274 (__TEXT,__text) external _utimes
00007ff80106228c (__TEXT,__text) external _vfs_purge
00007ff8010717fa (__TEXT,__text) external _vm_allocate
00007ff8010738bf (__TEXT,__text) external _vm_allocate_cpm
00007ff80108720d (__TEXT,__text) external _vm_behavior_set
00007ff801086f0e (__TEXT,__text) external _vm_copy
00007ff801071829 (__TEXT,__text) external _vm_deallocate
00007ff801086a5f (__TEXT,__text) external _vm_inherit
00007ff8400f6b48 (__DATA,__common) external _vm_kernel_page_mask
00007ff8400f6b50 (__DATA,__common) external _vm_kernel_page_shift
00007ff8400f6b40 (__DATA,__common) external _vm_kernel_page_size
00007ff801087475 (__TEXT,__text) external _vm_machine_attribute
00007ff801071aaa (__TEXT,__text) external _vm_map
00007ff801087716 (__TEXT,__text) external _vm_map_page_query
00007ff801087122 (__TEXT,__text) external _vm_msync
00007ff8400f6b70 (__DATA,__common) external _vm_page_mask
00007ff8400f6b54 (__DATA,__common) external _vm_page_shift
00007ff8400f6b58 (__DATA,__common) external _vm_page_size
00007ff8010622a4 (__TEXT,__text) external _vm_pressure_monitor
00007ff80107182e (__TEXT,__text) external _vm_protect
00007ff801071ce6 (__TEXT,__text) external _vm_purgable_control
00007ff801071c4c (__TEXT,__text) external _vm_read
00007ff801086c90 (__TEXT,__text) external _vm_read_list
00007ff801086ff9 (__TEXT,__text) external _vm_read_overwrite
00007ff801087a82 (__TEXT,__text) external _vm_region_64
00007ff80108785e (__TEXT,__text) external _vm_region_recurse_64
00007ff801071b3a (__TEXT,__text) external _vm_remap
00007ff801071bc3 (__TEXT,__text) external _vm_remap_new
00007ff8400b4030 (__DATA_CONST,__const) non-external _vm_tag_descriptions
00007ff8010736bb (__TEXT,__text) external _vm_wire
00007ff801086e0e (__TEXT,__text) external _vm_write
00007ff801062394 (__TEXT,__text) external _voucher_mach_msg_adopt
00007ff801062381 (__TEXT,__text) external _voucher_mach_msg_clear
00007ff8010623ae (__TEXT,__text) external _voucher_mach_msg_revert
00007ff80106236c (__TEXT,__text) external _voucher_mach_msg_set
00007ff8400f6b30 (__DATA,__common) external _vprintf_stderr_func
00007ff801060d8c (__TEXT,__text) external _wait4
00007ff8010622bc (__TEXT,__text) external _waitid
00007ff801060da4 (__TEXT,__text) external _waitid$NOCANCEL
00007ff80106fc38 (__TEXT,__text) external _work_interval_copy_port
00007ff80106f6ba (__TEXT,__text) external _work_interval_create
00007ff80106fad2 (__TEXT,__text) external _work_interval_destroy
00007ff80106f7b7 (__TEXT,__text) external _work_interval_get_flags_from_port
00007ff80106f8d8 (__TEXT,__text) external _work_interval_instance_alloc
00007ff80106f940 (__TEXT,__text) external _work_interval_instance_clear
00007ff80106fa6a (__TEXT,__text) external _work_interval_instance_finish
00007ff80106f954 (__TEXT,__text) external _work_interval_instance_free
00007ff80106f9a8 (__TEXT,__text) external _work_interval_instance_get_complexity
00007ff80106f98a (__TEXT,__text) external _work_interval_instance_get_deadline
00007ff80106f999 (__TEXT,__text) external _work_interval_instance_get_finish
00007ff80106f9b7 (__TEXT,__text) external _work_interval_instance_get_id
00007ff80106f97b (__TEXT,__text) external _work_interval_instance_get_start
00007ff80106f9bc (__TEXT,__text) external _work_interval_instance_get_telemetry_data
00007ff80106f976 (__TEXT,__text) external _work_interval_instance_set_complexity
00007ff80106f96c (__TEXT,__text) external _work_interval_instance_set_deadline
00007ff80106f971 (__TEXT,__text) external _work_interval_instance_set_finish
00007ff80106f967 (__TEXT,__text) external _work_interval_instance_set_start
00007ff80106f9d8 (__TEXT,__text) external _work_interval_instance_start
00007ff80106fa1d (__TEXT,__text) external _work_interval_instance_update
00007ff80106fbaa (__TEXT,__text) external _work_interval_join
00007ff80106fbf1 (__TEXT,__text) external _work_interval_join_port
00007ff80106fc28 (__TEXT,__text) external _work_interval_leave
00007ff80106f82e (__TEXT,__text) external _work_interval_notify
00007ff80106f89d (__TEXT,__text) external _work_interval_notify_simple
00007ff8010622d4 (__TEXT,__text) external _write
00007ff801060e04 (__TEXT,__text) external _write$NOCANCEL
00007ff8010622ec (__TEXT,__text) external _writev
00007ff801060e1c (__TEXT,__text) external _writev$NOCANCEL
