000000025a1a26e4 (__TEXT,__text) external _AAAFSCGetMetadata
000000025a188058 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
000000025a1644d0 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs (from libSystem)
000000025a1adf40 (__TEXT,__text) non-external _storeCachePos
000000025a1a4a18 (__TEXT,__text) non-external _storeChunkOffsets
000000025a16549c (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
000000025a1625ec (__TEXT,__text) non-external _streamAbort
000000025a17a1e4 (__TEXT,__text) non-external _streamAbort
000000025a162498 (__TEXT,__text) non-external _streamClose
000000025a179e94 (__TEXT,__text) non-external _streamClose
000000025a14000c (__TEXT,__text) non-external _streamConsumerProc
000000025a17a998 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
000000025a162610 (__TEXT,__text) non-external _streamPRead
000000025a17a208 (__TEXT,__text) non-external _streamPWrite
000000025a163520 (__TEXT,__text) non-external _streamProc
000000025a1aaec8 (__TEXT,__text) non-external _streamProc
000000025a162a10 (__TEXT,__text) non-external _streamRead
000000025a162a30 (__TEXT,__text) non-external _streamSeek
000000025a1400f0 (__TEXT,__text) non-external _streamThreadProc
000000025a13ff6c (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
000000025a1583dc (__TEXT,__text) non-external _stringTableIndexCompareProc
000000025a157f08 (__TEXT,__text) non-external _stringTableReserve
000000025a1a2020 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
000000025a19d02c (__TEXT,__text) non-external _subArchiveCreate
000000025a19d5d0 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
000000025a195c94 (__TEXT,__text) non-external _tarParseInt
000000025a172688 (__TEXT,__text) non-external _tempStreamCancel
000000025a1725f0 (__TEXT,__text) non-external _tempStreamClose
000000025a1726cc (__TEXT,__text) non-external _tempStreamPRead
000000025a172924 (__TEXT,__text) non-external _tempStreamPWrite
000000025a17269c (__TEXT,__text) non-external _tempStreamRead
000000025a172894 (__TEXT,__text) non-external _tempStreamSeek
000000025a172b90 (__TEXT,__text) non-external _tempStreamTruncate
000000025a1728f4 (__TEXT,__text) non-external _tempStreamWrite
000000025a15ee2c (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
000000025a15eb48 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
000000025a1a865c (__TEXT,__text) non-external _threadPoolWorkerThreadProc
000000025a16b73c (__TEXT,__text) non-external _threadWrapperProc
000000025a1453fc (__TEXT,__text) non-external _treeAdd
000000025a144cb8 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
000000025a145014 (__TEXT,__text) non-external _treeRebalance
000000025a145f64 (__TEXT,__text) non-external _treeRotateLeft
000000025a145df8 (__TEXT,__text) non-external _treeRotateRight
000000025a1452b8 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
000000025a180b90 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
000000025a165780 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
000000025a1681ec (__TEXT,__text) non-external _updateFromHeader
000000025a16b1fc (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
000000025a16b244 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
000000025a191e8c (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
000000025a13d464 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
000000025a13c8a4 (__TEXT,__text) non-external _verifyDirectoryStreamClose
000000025a13d1f4 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
000000025a13cbf4 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
000000025a171d4c (__TEXT,__text) non-external _verifySegment
000000025a17fb14 (__TEXT,__text) non-external _verifySegment
000000025a1abc48 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
000000025a188154 (__TEXT,__text) non-external _workerApplyAttr
000000025a13d478 (__TEXT,__text) non-external _workerDataFree
000000025a1883e8 (__TEXT,__text) non-external _workerDecodeAndApplyACL
000000025a1882d8 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
000000025a151a44 (__TEXT,__text) non-external _workerDestroy
000000025a187dd8 (__TEXT,__text) non-external _workerDestroy
000000025a12d4ac (__TEXT,__text) non-external _workerProc
000000025a13c3ac (__TEXT,__text) non-external _workerProc
000000025a151208 (__TEXT,__text) non-external _workerProc
000000025a16485c (__TEXT,__text) non-external _workerProc
000000025a185a5c (__TEXT,__text) non-external _workerProc
000000025a1aad64 (__TEXT,__text) non-external _workerProc
000000025a188224 (__TEXT,__text) non-external _workerReserve
000000025a187f10 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
000000025a169360 (__TEXT,__text) non-external _writeBlobProc
000000025a168da0 (__TEXT,__text) non-external _writeHeaderProc
000000025a19e870 (__TEXT,__text) non-external _writeOBuf
000000025a1330b0 (__TEXT,__text) non-external _writeProc
000000025a15d9e8 (__TEXT,__text) non-external _writeProc
000000025a17cf98 (__TEXT,__text) non-external _writeProc
000000025a179b34 (__TEXT,__text) non-external _writerProc
000000025a1ac068 (__TEXT,__text) non-external (was a private external) _writerProc
