000000020ccd3d60 (__DATA,__data) non-external _.compoundliteral
00000001e1c01490 (__TEXT,__text) non-external (was a private external) _glpStringBufferGetString
00000001e1bb19a4 (__TEXT,__text) non-external (was a private external) _glpStringHashCache
00000001e1bb1904 (__TEXT,__text) non-external (was a private external) _glpStringHashGet
00000001e1bb1708 (__TEXT,__text) non-external (was a private external) _glpStringHashPut
00000001e1bb19f8 (__TEXT,__text) non-external (was a private external) _glpStringHashRemove
00000001e1c0139c (__TEXT,__text) non-external (was a private external) _glpStringsCompare
00000001e1c0134c (__TEXT,__text) non-external (was a private external) _glpStringsEqual
00000001e1c02b94 (__TEXT,__text) non-external (was a private external) _glpStructTypeGetFieldIndex
00000001e1c01cb0 (__TEXT,__text) non-external (was a private external) _glpStructTypeGetFieldName
00000001e1c01de4 (__TEXT,__text) non-external (was a private external) _glpStructTypeGetName
00000001e1c0276c (__TEXT,__text) non-external (was a private external) _glpStructTypeGetSizesAndAlignments
00000001e1c10294 (__TEXT,__text) non-external (was a private external) _glpStructTypeNodeGetName
00000001e1c0dbd4 (__TEXT,__text) non-external (was a private external) _glpStructureNodeAddField
00000001e1c0db68 (__TEXT,__text) non-external (was a private external) _glpStructureNodeClearFields
00000001e1c0dbbc (__TEXT,__text) non-external (was a private external) _glpStructureNodeGetField
00000001e1c0dbb4 (__TEXT,__text) non-external (was a private external) _glpStructureNodeGetFieldCount
00000001e1c0dbdc (__TEXT,__text) non-external (was a private external) _glpStructureNodeInsertField
00000001e1c0dbc8 (__TEXT,__text) non-external (was a private external) _glpStructureNodeSetField
00000001e1c0e2e0 (__TEXT,__text) non-external (was a private external) _glpSubroutineArrayCallNodeGetIndexExpr
00000001e1c0e2d4 (__TEXT,__text) non-external (was a private external) _glpSubroutineArrayCallNodeGetName
00000001e1c0e2f0 (__TEXT,__text) non-external (was a private external) _glpSubroutineArrayCallNodeSetIndexExpr
00000001e1c117f4 (__TEXT,__text) non-external (was a private external) _glpSubroutineRawCallNodeGetExtra
00000001e1c117fc (__TEXT,__text) non-external (was a private external) _glpSubroutineRawCallNodeGetIndexExpr
00000001e1c11808 (__TEXT,__text) non-external (was a private external) _glpSubroutineRawCallNodeSetIndexExpr
00000001e1c023f0 (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeGetFunctionObject
00000001e1c01fc8 (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeGetName
00000001e1c10854 (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeListNodeAddType
00000001e1c1083c (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeListNodeGetType
00000001e1c10834 (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeListNodeGetTypeCount
00000001e1c1085c (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeListNodeInsertType
00000001e1c10848 (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeListNodeSetType
00000001e1c11d10 (__TEXT,__text) non-external (was a private external) _glpSubroutineUniformNodeGetExtra
00000001e1c11130 (__TEXT,__text) non-external (was a private external) _glpSwitchStatementNodeGetBody
00000001e1c11118 (__TEXT,__text) non-external (was a private external) _glpSwitchStatementNodeGetExpr
00000001e1c1113c (__TEXT,__text) non-external (was a private external) _glpSwitchStatementNodeSetBody
00000001e1c11124 (__TEXT,__text) non-external (was a private external) _glpSwitchStatementNodeSetExpr
00000001e1bd53a0 (__TEXT,__text) non-external _glpTextureNameFromSamplerType
00000001e1c1154c (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeAddDef
00000001e1c0d988 (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeGetDef
00000001e1c0d980 (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeGetDefCount
00000001e1c0d92c (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeGetGlobalTypeQualifier
00000001e1c11554 (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeInsertDef
00000001e1c11540 (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeSetDef
00000001e1c0dd64 (__TEXT,__text) non-external (was a private external) _glpTypeConversionNodeGetToPrecision
00000001e1c0dd5c (__TEXT,__text) non-external (was a private external) _glpTypeConversionNodeGetToType
00000001e1c0dd6c (__TEXT,__text) non-external (was a private external) _glpTypeConversionNodeSetToPrecision
00000001e1bdbc18 (__TEXT,__text) non-external (was a private external) _glpTypeFromScalarTypeAndComponentCount
00000001e1bb2bc4 (__TEXT,__text) non-external (was a private external) _glpTypeGetAppleVec4Types
00000001e1c01ca0 (__TEXT,__text) non-external (was a private external) _glpTypeGetKind
00000001e1c0251c (__TEXT,__text) non-external (was a private external) _glpTypeGetSamplerCount
00000001e1c02fa8 (__TEXT,__text) non-external (was a private external) _glpTypeHumanReadableDescription
00000001e1c0de88 (__TEXT,__text) non-external (was a private external) _glpTypeIdentifierNodeGetName
00000001e1c02620 (__TEXT,__text) non-external (was a private external) _glpTypeIsAtomic
00000001e1c026f4 (__TEXT,__text) non-external (was a private external) _glpTypeIsSized
00000001e1c02c14 (__TEXT,__text) non-external (was a private external) _glpTypeParseDeref
00000001e1bb29f8 (__TEXT,__text) non-external (was a private external) _glpTypeSizeGetSize
00000001e1bb29ec (__TEXT,__text) non-external (was a private external) _glpTypeSizeIsValid
00000001e1bd838c (__TEXT,__text) non-external _glpTypeToLLVMType
00000001e1c0759c (__TEXT,__text) non-external (was a private external) _glpTypedValueHash
00000001e1bb266c (__TEXT,__text) non-external (was a private external) _glpTypedValueHashCache
00000001e1bb25d0 (__TEXT,__text) non-external (was a private external) _glpTypedValueHashGet
00000001e1bb23d0 (__TEXT,__text) non-external (was a private external) _glpTypedValueHashPut
00000001e1c07618 (__TEXT,__text) non-external (was a private external) _glpTypedValuesEqual
00000001e1c021a8 (__TEXT,__text) non-external (was a private external) _glpTypesEqual
00000001e1c0d9e4 (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorNodeGetExpr
00000001e1c0d9f0 (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorNodeSetExpr
00000001e1c03474 (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorStringToSymbol
00000001e1c0e174 (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeGetCallee
00000001e1c0e184 (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeSetCallee
00000001e1bb381c (__TEXT,__text) non-external (was a private external) _glpUnlockPoolAllocator
00000001e1c3f10c (__TEXT,__text) non-external (was a private external) _glpUpdateExtensionBehavior
00000001e1bf653c (__TEXT,__text) non-external (was a private external) _glpValidateSwizzle
00000001e1c07228 (__TEXT,__text) non-external (was a private external) _glpValueGetAsSize
00000001e1c071c4 (__TEXT,__text) non-external (was a private external) _glpValueIsUsableAsSize
00000001e1c0fa38 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeAddDeclaration
00000001e1c0f9f8 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetBaseType
00000001e1c0fa18 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclaration
00000001e1c0fa10 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclarationCount
00000001e1c0fa40 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeInsertDeclaration
00000001e1c0fa04 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetBaseType
00000001e1c0fa28 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetDeclaration
00000001e1c0f930 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetExtra
00000001e1c0f958 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetInitializer
00000001e1c0f928 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetIsFromSource
00000001e1c0f914 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetName
00000001e1c0f940 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetType
00000001e1c0f938 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetExtra
00000001e1c0f964 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetInitializer
00000001e1c0f920 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetName
00000001e1c0f94c (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetType
00000001e1c0de00 (__TEXT,__text) non-external (was a private external) _glpVariableIdentifierNodeGetName
00000001e1bdcd68 (__TEXT,__text) non-external (was a private external) _glpVariableObjectExtendImplicitArraySize
00000001e1bdcbb4 (__TEXT,__text) non-external (was a private external) _glpVariableObjectGetABI
00000001e1bdcc84 (__TEXT,__text) non-external (was a private external) _glpVariableObjectValidateImplicitArraySize
00000001e1c2cd2c (__TEXT,__text) non-external _glpVecFromValue
00000001e1c6e9fc (__TEXT,__text) external _glpVertexStateToPPStream
00000001e1c5ebc4 (__TEXT,__text) non-external _glpWriteClampSat
00000001e1c5ec5c (__TEXT,__text) non-external _glpWriteDestinationOperand
00000001e1c620f8 (__TEXT,__text) non-external _glpWriteOperandSize
00000001e1c0f304 (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeGetExtra
00000001e1c0f30c (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeSetExtra
00000001e1c5e59c (__TEXT,__text) non-external _glpWriteSizeType
00000001e1c62040 (__TEXT,__text) non-external _glpWriteSizeTypePrecision
00000001e1c5e64c (__TEXT,__text) non-external _glpWriteSourceOperand
00000001e1bfbd6c (__TEXT,__text) non-external (was a private external) _glp_serialized_integer32_control
00000001e1bfbcf4 (__TEXT,__text) non-external (was a private external) _glp_serialized_integer64_control
00000001e1b430e4 (__TEXT,__text) non-external (was a private external) _glp_strtod
00000001e1bb0150 (__TEXT,__text) external _glsmAllocateTextureLevels
00000001e1bb0264 (__TEXT,__text) external _glsmCleanTextureGeometry
00000001e1bb107c (__TEXT,__text) external _glsmCreateBuffer
00000001e1bb0f28 (__TEXT,__text) external _glsmCreateSampler
00000001e1bb00e0 (__TEXT,__text) external _glsmCreateTexture
00000001e1bb10c4 (__TEXT,__text) external _glsmDestroyBuffer
00000001e1bb0f74 (__TEXT,__text) external _glsmDestroySampler
00000001e1bb0218 (__TEXT,__text) external _glsmDestroyTexture
00000001e1bb0190 (__TEXT,__text) external _glsmFreeTextureLevelBuffers
00000001e1bb0790 (__TEXT,__text) external _glsmLoadTextureLevelBuffer
00000001e1bb0d14 (__TEXT,__text) external _glsmLoadTextureStructure
00000001e1bb0558 (__TEXT,__text) non-external _glsmResetTextureLevel
00000001e1bb0f78 (__TEXT,__text) external _glsmUpdateTexImageDataInPPStream
00000001e1b4389c (__TEXT,__text) non-external (was a private external) _glvmCPGetAttributeCode
00000001e1b464d8 (__TEXT,__text) external _glvmCalculateSurfaceTextureBase
00000001e1b6d51c (__TEXT,__text) non-external (was a private external) _glvmChooseArgTypeConversion
00000001e1b6d768 (__TEXT,__text) non-external (was a private external) _glvmChooseDestTypeConversion
00000001e1babf94 (__TEXT,__text) external _glvmCopyAttributes
00000001e1b438bc (__TEXT,__text) non-external (was a private external) _glvmEPGetAttributeCode
00000001e1b4393c (__TEXT,__text) non-external (was a private external) _glvmFPGetAttributeCode
00000001e1b438dc (__TEXT,__text) non-external (was a private external) _glvmGPGetAttributeCode
00000001e1b439f8 (__TEXT,__text) external _glvmGetConstants
00000001e1b89f48 (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00000001e1b433ac (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
00000001e1b8a530 (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00000001e1b4381c (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00000001e1b89634 (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00000001e1ba28fc (__TEXT,__text) external _glvmInterpretCPTransformPatch
00000001e1ba073c (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00000001e1ba5604 (__TEXT,__text) external _glvmInterpretEPTransformPatch
00000001e1ba2f84 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00000001e1baec0c (__TEXT,__text) external _glvmInterpretFPTransformFour
00000001e1bac204 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00000001e1ba95e0 (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00000001e1ba6aa8 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00000001e1ba0044 (__TEXT,__text) external _glvmInterpretVPTransformFour
00000001e1b9d464 (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00000001e1b73184 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00000001e1b6f38c (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00000001e1b7c4ec (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00000001e1b80a08 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00000001e1b84bf0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00000001e1b83bdc (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00000001e1b795d4 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00000001e1b6fe70 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00000001e1b6d920 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00000001e1c2cfe8 (__TEXT,__text) non-external _glvmOp
00000001e1b8c668 (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00000001e1b994b0 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00000001e1b8c808 (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00000001e1b900cc (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00000001e1b8c968 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00000001e1b98bd4 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00000001e1b90218 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00000001e1b8cb38 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00000001e1b8c60c (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00000001e1b8c5e4 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00000001e1b8c608 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00000001e1b99380 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00000001e1b8cd08 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00000001e1b995e0 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00000001e1b8ce40 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00000001e1b9025c (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00000001e1b8ba44 (__TEXT,__text) non-external (was a private external) _glvmOperationATN_Core
00000001e1b97648 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00000001e1b9b790 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00000001e1b9b3cc (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00000001e1b8ce4c (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00000001e1b948fc (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00000001e1b9488c (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00000001e1b98fbc (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00000001e1b8cfc0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00000001e1b99120 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00000001e1ba9888 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00000001e1b90040 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00000001e1b9006c (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00000001e1b8d04c (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00000001e1b91090 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00000001e1b903fc (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00000001e1b90764 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00000001e1b90b34 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00000001e1b90d54 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00000001e1b90f24 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00000001e1b966d0 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00000001e1b90fe8 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00000001e1ba0538 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00000001e1ba2d80 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00000001e1babfa8 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00000001e1ba68a4 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00000001e1b9d200 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00000001e1ba616c (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00000001e1ba662c (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00000001e1ba63c8 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00000001e1b8d08c (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00000001e1b8b1a8 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2_Core
00000001e1b8d1f0 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00000001e1b8d1f8 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00000001e1b99c9c (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00000001e1b999c8 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00000001e1b95070 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00000001e1b9ba54 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00000001e1b9bd18 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00000001e1b8d3b4 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00000001e1b8b068 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR_CEI_Core
00000001e1b8d528 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00000001e1b999a4 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00000001e1b6813c (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00000001e1b90098 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00000001e1b9c034 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00000001e1b9c058 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00000001e1b9c1bc (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00000001e1b8f52c (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00000001e1b99710 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00000001e1b99804 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00000001e1b68144 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00000001e1b68178 (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00000001e1b99f18 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00000001e1b8d890 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00000001e1b8dd4c (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00000001e1b8b518 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2_Core
00000001e1b8deac (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00000001e1b9770c (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00000001e1b8e070 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00000001e1b8e080 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00000001e1b95520 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00000001e1b95810 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00000001e1b91548 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00000001e1b91ae8 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00000001e1b92088 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00000001e1b9208c (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00000001e1b8e204 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00000001e1b92814 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00000001e1b9b250 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00000001e1b8e274 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00000001e1b8e2a8 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00000001e1b8e744 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00000001e1b98c18 (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00000001e1b92960 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00000001e1b9a3c0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00000001e1b9a1e4 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00000001e1b9b208 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00000001e1b9ab84 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00000001e1b9af10 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00000001e1b929a4 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00000001e1b8f43c (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00000001e1b8f47c (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00000001e1b8f480 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00000001e1b68140 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00000001e1b92bc0 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00000001e1b9590c (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00000001e1b97c04 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00000001e1b97e4c (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00000001e1b8f4b8 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00000001e1b8c58c (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00000001e1b8ffb8 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00000001e1b9306c (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00000001e1b93134 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00000001e1b935a8 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00000001e1b935c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00000001e1b93840 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00000001e1b98ca0 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00000001e1b98da4 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00000001e1b8f704 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00000001e1b98ff0 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00000001e1b8b6f0 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN_Core
00000001e1b93ac0 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00000001e1b93d40 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00000001e1b9639c (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00000001e1b93fc0 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00000001e1b8f708 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00000001e1b8f880 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00000001e1ba2bb8 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00000001e1ba58e8 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00000001e1b9c2f8 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00000001e1b94438 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00000001e1b94450 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00000001e1b96778 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00000001e1ba9ab8 (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00000001e1b8fbf0 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00000001e1b99250 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00000001e1b67fb0 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00000001e1b67d60 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00000001e1b67e88 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00000001e1b99980 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00000001e1b9898c (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00000001e1b9a800 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00000001e1b9a320 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00000001e1b9b22c (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00000001e1b9ad7c (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00000001e1b9b108 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00000001e1b98c5c (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00000001e1b9459c (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00000001e1b94848 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00000001e1b8c610 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00000001e1b8bbf8 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise2D
00000001e1b8bd78 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00000001e1b8c018 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00000001e1b67ea8 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00000001e1b67c58 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00000001e1b68050 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00000001e1b67d80 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00000001e1b68108 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00000001e1b67bc8 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00000001e1b67bec (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00000001e1b67fe8 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00000001e1b67c3c (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00000001e1b67b34 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00000001e1b67fd0 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00000001e1b67c34 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00000001e1bab7c8 (__TEXT,__text) external _glvmPreloadFPTransformFour
00000001e1ba9c20 (__TEXT,__text) non-external (was a private external) _glvmPreloadPositionAttrib
00000001e1ba9d14 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00000001e1b6882c (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00000001e1b6a90c (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00000001e1b68184 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00000001e1b68944 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00000001e1b6a39c (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00000001e1b6beb0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
