                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
000000018050316c (__TEXT,__text) non-external _LI_get_thread_info
0000000180524f9c (__TEXT,__text) external _xdr_string
0000000180524d88 (__TEXT,__text) external _xdr_u_char
00000001805252d4 (__TEXT,__text) external _xdr_u_hyper
0000000180506294 (__TEXT,__text) external _xdr_u_int
0000000180524cb8 (__TEXT,__text) external _xdr_u_int16_t
000000018050620c (__TEXT,__text) external _xdr_u_int32_t
00000001805251cc (__TEXT,__text) external _xdr_u_int64_t
0000000180524ae0 (__TEXT,__text) external _xdr_u_long
00000001805252dc (__TEXT,__text) external _xdr_u_longlong_t
0000000180524ba8 (__TEXT,__text) external _xdr_u_short
0000000180524ee0 (__TEXT,__text) external _xdr_union
000000018051a95c (__TEXT,__text) external _xdr_valdat
0000000180525420 (__TEXT,__text) external _xdr_vector
0000000180524a10 (__TEXT,__text) external _xdr_void
00000001805250c0 (__TEXT,__text) external _xdr_wrapstring
000000018051c370 (__TEXT,__text) external _xdr_x_passwd
000000018051a96c (__TEXT,__text) external _xdr_ypbind_binding
000000018051a9c4 (__TEXT,__text) external _xdr_ypbind_resp
000000018051aa50 (__TEXT,__text) external _xdr_ypbind_resptype
000000018051aa54 (__TEXT,__text) external _xdr_ypbind_setdom
000000018051aab8 (__TEXT,__text) external _xdr_ypmaplist
000000018051c414 (__TEXT,__text) external _xdr_yppasswd
000000018051ab1c (__TEXT,__text) external _xdr_ypreq_key
000000018051ab80 (__TEXT,__text) external _xdr_ypreq_nokey
000000018051abd0 (__TEXT,__text) external _xdr_ypresp_all
000000018051ae30 (__TEXT,__text) external _xdr_ypresp_all_seq
000000018051ac3c (__TEXT,__text) external _xdr_ypresp_key_val
000000018051aca0 (__TEXT,__text) external _xdr_ypresp_maplist
000000018051ad04 (__TEXT,__text) external _xdr_ypresp_master
000000018051ad54 (__TEXT,__text) external _xdr_ypresp_order
000000018051addc (__TEXT,__text) external _xdr_ypresp_val
000000018051ae2c (__TEXT,__text) external _xdr_ypstat
000000018052a5b8 (__TEXT,__const) non-external _xdr_zero
000000018052560c (__TEXT,__text) external _xdrmem_create
00000001805257c8 (__TEXT,__text) non-external _xdrmem_destroy
00000001805256a8 (__TEXT,__text) non-external _xdrmem_getbytes
00000001805257cc (__TEXT,__text) non-external _xdrmem_getlong_aligned
0000000180525638 (__TEXT,__text) non-external _xdrmem_getlong_unaligned
0000000180525768 (__TEXT,__text) non-external _xdrmem_getpos
0000000180525834 (__TEXT,__text) non-external _xdrmem_inline_aligned
00000001805257c0 (__TEXT,__text) non-external _xdrmem_inline_unaligned
00000001ed981660 (__AUTH_CONST,__const) non-external _xdrmem_ops_aligned
00000001ed981618 (__AUTH_CONST,__const) non-external _xdrmem_ops_unaligned
000000018052570c (__TEXT,__text) non-external _xdrmem_putbytes
0000000180525800 (__TEXT,__text) non-external _xdrmem_putlong_aligned
000000018052566c (__TEXT,__text) non-external _xdrmem_putlong_unaligned
0000000180525780 (__TEXT,__text) non-external _xdrmem_setpos
0000000180525860 (__TEXT,__text) external _xdrrec_create
0000000180529484 (__TEXT,__text) non-external _xdrrec_create.cold.1
00000001805262b4 (__TEXT,__text) non-external _xdrrec_destroy
0000000180525d9c (__TEXT,__text) external _xdrrec_endofrecord
0000000180525d30 (__TEXT,__text) external _xdrrec_eof
0000000180525fec (__TEXT,__text) non-external _xdrrec_getbytes
0000000180525eec (__TEXT,__text) non-external _xdrrec_getlong
0000000180526130 (__TEXT,__text) non-external _xdrrec_getpos
0000000180526258 (__TEXT,__text) non-external _xdrrec_inline
00000001ed9816a8 (__AUTH_CONST,__const) non-external _xdrrec_ops
000000018052608c (__TEXT,__text) non-external _xdrrec_putbytes
0000000180525f7c (__TEXT,__text) non-external _xdrrec_putlong
00000001805261a4 (__TEXT,__text) non-external _xdrrec_setpos
0000000180525a1c (__TEXT,__text) external _xdrrec_skiprecord
0000000180526594 (__TEXT,__text) external _xdrstdio_create
0000000180526740 (__TEXT,__text) non-external _xdrstdio_destroy
0000000180526654 (__TEXT,__text) non-external _xdrstdio_getbytes
00000001805265b0 (__TEXT,__text) non-external _xdrstdio_getlong
00000001805266e4 (__TEXT,__text) non-external _xdrstdio_getpos
0000000180526738 (__TEXT,__text) non-external _xdrstdio_inline
00000001ed9816f0 (__AUTH_CONST,__const) non-external _xdrstdio_ops
000000018052669c (__TEXT,__text) non-external _xdrstdio_putbytes
0000000180526610 (__TEXT,__text) non-external _xdrstdio_putlong
000000018052670c (__TEXT,__text) non-external _xdrstdio_setpos
                 (undefined) external _xpc_array_apply (from libxpc)
                 (undefined) external _xpc_array_get_count (from libxpc)
                 (undefined) external _xpc_array_get_value (from libxpc)
                 (undefined) external _xpc_bool_get_value (from libxpc)
                 (undefined) external _xpc_create_from_plist (from libxpc)
                 (undefined) external _xpc_dictionary_apply (from libxpc)
                 (undefined) external _xpc_dictionary_create (from libxpc)
                 (undefined) external _xpc_dictionary_get_audit_token (from libxpc)
                 (undefined) external _xpc_dictionary_get_bool (from libxpc)
                 (undefined) external _xpc_dictionary_get_data (from libxpc)
                 (undefined) external _xpc_dictionary_get_int64 (from libxpc)
                 (undefined) external _xpc_dictionary_get_value (from libxpc)
                 (undefined) external _xpc_dictionary_set_bool (from libxpc)
                 (undefined) external _xpc_dictionary_set_data (from libxpc)
                 (undefined) external _xpc_dictionary_set_int64 (from libxpc)
                 (undefined) external _xpc_dictionary_set_string (from libxpc)
                 (undefined) external _xpc_dictionary_set_uuid (from libxpc)
                 (undefined) external _xpc_get_type (from libxpc)
                 (undefined) external _xpc_int64_get_value (from libxpc)
                 (undefined) external _xpc_pipe_create (from libxpc)
                 (undefined) external _xpc_pipe_invalidate (from libxpc)
                 (undefined) external _xpc_pipe_routine (from libxpc)
                 (undefined) external _xpc_release (from libxpc)
                 (undefined) external _xpc_retain (from libxpc)
                 (undefined) external _xpc_string_get_string_ptr (from libxpc)
00000001e9888888 (__DATA,__bss) non-external _xports
0000000180523074 (__TEXT,__text) external _xprt_register
0000000180523128 (__TEXT,__text) external _xprt_unregister
000000018051b02c (__TEXT,__text) external _yp_all
000000018051b71c (__TEXT,__text) external _yp_bind
000000018051b7c4 (__TEXT,__text) external _yp_first
00000001e98887f0 (__DATA,__bss) non-external _yp_first.proto
000000018051ba00 (__TEXT,__text) external _yp_get_default_domain
000000018051ba58 (__TEXT,__text) external _yp_maplist
00000001e98887f4 (__DATA,__bss) non-external _yp_maplist.proto
000000018051bb68 (__TEXT,__text) external _yp_master
00000001e98887f8 (__DATA,__bss) non-external _yp_master.proto
000000018051bf20 (__TEXT,__text) external _yp_match
00000001e9888850 (__DATA,__bss) non-external _yp_match.proto
000000018051c120 (__TEXT,__text) external _yp_next
00000001e9888854 (__DATA,__bss) non-external _yp_next.proto
000000018051bd14 (__TEXT,__text) external _yp_order
00000001e98887fc (__DATA,__bss) non-external _yp_order.proto
000000018051b724 (__TEXT,__text) external _yp_unbind
000000018051bec0 (__TEXT,__text) external _yperr_string
00000001e98887fd (__DATA,__bss) non-external _yperr_string.err
000000018051c468 (__TEXT,__text) external _ypprot_err
00000001e9888560 (__DATA,__common) non-external (was a private external) _ypresp_allfn
00000001e9888568 (__DATA,__common) non-external (was a private external) _ypresp_data
