00007ffe06204320 (__TEXT,__text) external _AAAFSCGetMetadata
00007ffe06224fc0 (__TEXT,__const) non-external _rawimg_force_in_place.pass_name.rel
00007ffe06188262 (__TEXT,__text) non-external _rawimg_free_chunks
00007ffe061874b7 (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
00007ffe06188885 (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
00007ffe06188473 (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
00007ffe0618692f (__TEXT,__text) non-external (was a private external) _rawimg_show
00007ffe06186fda (__TEXT,__text) non-external _rawimg_verify
00007ffe0619512c (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
00007ffe0620dd5e (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffe061c2a30 (__TEXT,__text) non-external (was a private external) _reallocToFit
00007ffe061f0e7d (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffe061d427c (__TEXT,__text) non-external _remap_page
00007ffe061c4be4 (__TEXT,__text) non-external _removeEntryProc
00007ffe061c4810 (__TEXT,__text) non-external (was a private external) _removeFile
00007ffe061c4c81 (__TEXT,__text) non-external _removeLeaveDirProc
00007ffe061af65f (__TEXT,__text) non-external _removeStreamAbort
00007ffe061aee4f (__TEXT,__text) non-external _removeStreamClose
00007ffe061af64d (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffe061af15e (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffe061c4bae (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffe0620016d (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
00007ffe06205408 (__TEXT,__text) non-external _resizeResourceFork
00007ffe061d178e (__TEXT,__text) non-external _resizeStream
00007ffe06204626 (__TEXT,__text) non-external _resourceForkSize
00007ffe061c984c (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
00007ffe061e0279 (__TEXT,__text) non-external _retireEntryRange
00007ffe061efa6d (__TEXT,__text) non-external _retireThreadEnqueue
00007ffe061ecd41 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffe061d7927 (__TEXT,__text) non-external _sanitize_internal_controls
00007ffe061c97f7 (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
00007ffe061ba23c (__TEXT,__text) non-external _seekTo
00007ffe061cdab4 (__TEXT,__text) non-external _segment_find
00007ffe061ae3e8 (__TEXT,__text) non-external _sendEOF
00007ffe061cb252 (__TEXT,__text) non-external _sendHeader
00007ffe0619a720 (__TEXT,__text) non-external _sendMessage
00007ffe0620d980 (__TEXT,__text) non-external _sendMessage
00007ffe061aa1a8 (__TEXT,__text) non-external _sequentialReaderProc
00007ffe061aa22e (__TEXT,__text) non-external _sequentialWriterProc
00007ffe061c2b66 (__TEXT,__text) non-external (was a private external) _serializeHexString
00007ffe0621a7f0 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffe061d6440 (__TEXT,__text) non-external _setFieldBlob
00007ffe061c3da6 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffe061c4334 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
00007ffe061c92be (__TEXT,__text) non-external _setThreadErrorContext
00007ffe0620670c (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
00007ffe061d04ea (__TEXT,__text) non-external _setupContext
00007ffe061de058 (__TEXT,__text) non-external _setupContext
00007ffe061c2b2d (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffe061c2bb6 (__TEXT,__text) non-external (was a private external) _sha1cmp
00007ffe0619e96a (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffe0618bc49 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffe061c3d1e (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffe061c4cd8 (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffe061e83d9 (__TEXT,__text) non-external _stateAppendEntry
00007ffe061fc626 (__TEXT,__text) non-external _stateCollectorStreamClose
00007ffe061fd147 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
00007ffe061fc633 (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
00007ffe061fa0b4 (__TEXT,__text) non-external _stateComputePatches
00007ffe061e7b4b (__TEXT,__text) non-external _stateConcatPath
00007ffe061e5489 (__TEXT,__text) non-external _stateDestroy
00007ffe061fc4f4 (__TEXT,__text) non-external _stateDestroy
00007ffe061fa46e (__TEXT,__text) non-external _stateGenerateArchive
00007ffe061e7b7e (__TEXT,__text) non-external _stateGetEntryData
00007ffe061fe115 (__TEXT,__text) non-external _stateLoadEntryHeader
00007ffe061e7d63 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00007ffe061c253e (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffe0620fe32 (__TEXT,__text) non-external _storeCachePos
00007ffe062067d8 (__TEXT,__text) non-external _storeChunkOffsets
00007ffe061c33bc (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffe061c0640 (__TEXT,__text) non-external _streamAbort
00007ffe061d8f42 (__TEXT,__text) non-external _streamAbort
00007ffe061c04e5 (__TEXT,__text) non-external _streamClose
00007ffe061d8bdf (__TEXT,__text) non-external _streamClose
00007ffe0619d0c1 (__TEXT,__text) non-external _streamConsumerProc
00007ffe061d97d3 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007ffe061c065d (__TEXT,__text) non-external _streamPRead
00007ffe061d8f62 (__TEXT,__text) non-external _streamPWrite
00007ffe061c14b3 (__TEXT,__text) non-external _streamProc
00007ffe0620ccd8 (__TEXT,__text) non-external _streamProc
00007ffe061c0a2a (__TEXT,__text) non-external _streamRead
00007ffe061c0a4d (__TEXT,__text) non-external _streamSeek
00007ffe0619d184 (__TEXT,__text) non-external _streamThreadProc
00007ffe0619d02f (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffe061b621e (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffe061b5df3 (__TEXT,__text) non-external _stringTableReserve
00007ffe06203c84 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
00007ffe061fe342 (__TEXT,__text) non-external _subArchiveCreate
00007ffe061fe8a5 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffe061f6683 (__TEXT,__text) non-external _tarParseInt
00007ffe061d1106 (__TEXT,__text) non-external _tempStreamCancel
00007ffe061d1083 (__TEXT,__text) non-external _tempStreamClose
00007ffe061d1153 (__TEXT,__text) non-external _tempStreamPRead
00007ffe061d13bb (__TEXT,__text) non-external _tempStreamPWrite
00007ffe061d111b (__TEXT,__text) non-external _tempStreamRead
00007ffe061d132f (__TEXT,__text) non-external _tempStreamSeek
00007ffe061d161f (__TEXT,__text) non-external _tempStreamTruncate
00007ffe061d1383 (__TEXT,__text) non-external _tempStreamWrite
00007ffe061bcaf1 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffe061bc7fb (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffe0620a39e (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffe061c9c69 (__TEXT,__text) non-external _threadWrapperProc
00007ffe061a2673 (__TEXT,__text) non-external _treeAdd
00007ffe061a2040 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffe061a230c (__TEXT,__text) non-external _treeRebalance
00007ffe061a301c (__TEXT,__text) non-external _treeRotateLeft
00007ffe061a2f10 (__TEXT,__text) non-external _treeRotateRight
00007ffe061a2559 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffe061dfcf1 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffe061c3690 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffe061c6175 (__TEXT,__text) non-external _updateFromHeader
00007ffe061c9785 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffe061c97b8 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffe061f28f8 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffe0619a66a (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffe06199980 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffe0619a3ee (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffe06199d05 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffe061d0796 (__TEXT,__text) non-external _verifySegment
00007ffe061dec6b (__TEXT,__text) non-external _verifySegment
00007ffe0620db03 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
00007ffe061e7e3c (__TEXT,__text) non-external _workerApplyAttr
00007ffe0619a67f (__TEXT,__text) non-external _workerDataFree
00007ffe061e82dd (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffe061e81e1 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffe061af674 (__TEXT,__text) non-external _workerDestroy
00007ffe061e7af0 (__TEXT,__text) non-external _workerDestroy
00007ffe061e801d (__TEXT,__text) non-external _workerLoadAndApplyACL
00007ffe061e7ef8 (__TEXT,__text) non-external _workerLoadAndApplyXAT
00007ffe06189a10 (__TEXT,__text) non-external _workerProc
00007ffe0619945f (__TEXT,__text) non-external _workerProc
00007ffe061aed5a (__TEXT,__text) non-external _workerProc
00007ffe061c28c2 (__TEXT,__text) non-external _workerProc
00007ffe061e5542 (__TEXT,__text) non-external _workerProc
00007ffe0620cb91 (__TEXT,__text) non-external _workerProc
00007ffe061e8142 (__TEXT,__text) non-external _workerReserve
00007ffe061e7c1b (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffe061c7475 (__TEXT,__text) non-external _writeBlobProc
00007ffe061c6e0a (__TEXT,__text) non-external _writeHeaderProc
00007ffe061ffad5 (__TEXT,__text) non-external _writeOBuf
00007ffe0618fd91 (__TEXT,__text) non-external _writeProc
00007ffe061bb68b (__TEXT,__text) non-external _writeProc
00007ffe061dbb08 (__TEXT,__text) non-external _writeProc
00007ffe061d88c6 (__TEXT,__text) non-external _writerProc
00007ffe0620df2a (__TEXT,__text) non-external (was a private external) _writerProc
