0000000182771da8 (__DATA,__data) external _NDR_record
000000018066e698 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
000000018066e6a4 (__TEXT,__text) external _stackshot_config_get_stackshot_size
000000018066e6e4 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
000000018066e608 (__TEXT,__text) external _stackshot_config_set_flags
000000018066e708 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
000000018066e5ec (__TEXT,__text) external _stackshot_config_set_pid
000000018066e6c0 (__TEXT,__text) external _stackshot_config_set_size_hint
00000001806655d4 (__TEXT,__text) external _stat
00000001806655d4 (__TEXT,__text) external _stat64
0000000180665600 (__TEXT,__text) external _statfs
0000000180665600 (__TEXT,__text) external _statfs64
00000001827724d0 (__DATA,__bss) non-external _supported
000000018066562c (__TEXT,__text) external _swapon
0000000180660880 (__TEXT,__text) external _swtch
0000000180660874 (__TEXT,__text) external _swtch_pri
0000000180665658 (__TEXT,__text) external _symlink
0000000180665684 (__TEXT,__text) external _symlinkat
00000001806656b0 (__TEXT,__text) external _sync
0000000180663008 (__TEXT,__text) external _syscall
000000018066088c (__TEXT,__text) external _syscall_thread_switch
000000018066edec (__TEXT,__text) external _system_get_sfi_window
00000001806656dc (__TEXT,__text) external _system_override
000000018066edd8 (__TEXT,__text) external _system_set_sfi_window
0000000180688d64 (__TEXT,__text) external _task_assign
0000000180688e98 (__TEXT,__text) external _task_assign_default
0000000180686148 (__TEXT,__text) external _task_create
000000018068b324 (__TEXT,__text) external _task_create_identity_token
000000018068b5f4 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00000001806606a0 (__TEXT,__text) external _task_dyld_process_info_notify_get
000000018068b200 (__TEXT,__text) external _task_dyld_process_info_notify_register
0000000180660808 (__TEXT,__text) external _task_for_pid
000000018068a064 (__TEXT,__text) external _task_generate_corpse
0000000180688fb8 (__TEXT,__text) external _task_get_assignment
000000018068a5ac (__TEXT,__text) external _task_get_dyld_image_infos
00000001806887a4 (__TEXT,__text) external _task_get_emulation_vector
000000018068ae50 (__TEXT,__text) external _task_get_exc_guard_behavior
000000018068754c (__TEXT,__text) external _task_get_exception_ports
000000018068b714 (__TEXT,__text) external _task_get_exception_ports_info
0000000180689c4c (__TEXT,__text) external _task_get_mach_voucher
0000000180686e0c (__TEXT,__text) external _task_get_special_port
00000001806892dc (__TEXT,__text) external _task_get_state
000000018068b484 (__TEXT,__text) external _task_identity_token_get_task_port
0000000180686820 (__TEXT,__text) external _task_info
000000018068ac74 (__TEXT,__text) external _task_inspect
0000000180665708 (__TEXT,__text) external _task_inspect_for_pid
000000018068a1c4 (__TEXT,__text) external _task_map_corpse_info
000000018068ab00 (__TEXT,__text) external _task_map_corpse_info_64
000000018068bd6c (__TEXT,__text) external _task_map_kcdata_object_64
00000001806607fc (__TEXT,__text) external _task_name_for_pid
000000018068850c (__TEXT,__text) external _task_policy
00000001806881dc (__TEXT,__text) external _task_policy_get
000000018068807c (__TEXT,__text) external _task_policy_set
0000000180689aa4 (__TEXT,__text) external _task_purgable_info
0000000180665734 (__TEXT,__text) external _task_read_for_pid
000000018068a994 (__TEXT,__text) external _task_register_dyld_get_process_state
000000018068a334 (__TEXT,__text) external _task_register_dyld_image_infos
000000018068a86c (__TEXT,__text) external _task_register_dyld_set_dyld_state
000000018068a740 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
000000018069080c (__TEXT,__text) external _task_restartable_ranges_register
00000001806909bc (__TEXT,__text) external _task_restartable_ranges_synchronize
0000000180686cf8 (__TEXT,__text) external _task_resume
0000000180689990 (__TEXT,__text) external _task_resume2
00000001806883e8 (__TEXT,__text) external _task_sample
0000000180669588 (__TEXT,__text) external _task_self_
0000000180660748 (__TEXT,__text) external _task_self_trap
000000018068bb18 (__TEXT,__text) external _task_set_corpse_forking_behavior
0000000180688688 (__TEXT,__text) external _task_set_emulation
0000000180688934 (__TEXT,__text) external _task_set_emulation_vector
000000018068af98 (__TEXT,__text) external _task_set_exc_guard_behavior
0000000180687414 (__TEXT,__text) external _task_set_exception_ports
0000000180686a40 (__TEXT,__text) external _task_set_info
0000000180689dbc (__TEXT,__text) external _task_set_mach_voucher
00000001806896d8 (__TEXT,__text) external _task_set_phys_footprint_limit
0000000180689118 (__TEXT,__text) external _task_set_policy
00000001806766a0 (__TEXT,__text) external _task_set_port_space
0000000180688a6c (__TEXT,__text) external _task_set_ras_pc
0000000180686f7c (__TEXT,__text) external _task_set_special_port
0000000180689528 (__TEXT,__text) external _task_set_state
0000000180686be4 (__TEXT,__text) external _task_suspend
0000000180689830 (__TEXT,__text) external _task_suspend2
0000000180687820 (__TEXT,__text) external _task_swap_exception_ports
0000000180689ee0 (__TEXT,__text) external _task_swap_mach_voucher
00000001806862d0 (__TEXT,__text) external _task_terminate
000000018068bc38 (__TEXT,__text) external _task_test_async_upcall_propagation
000000018068b9f4 (__TEXT,__text) external _task_test_sync_upcall
00000001806863e4 (__TEXT,__text) external _task_threads
000000018068a470 (__TEXT,__text) external _task_unregister_dyld_image_infos
0000000180688b88 (__TEXT,__text) external _task_zone_info
000000018066ec30 (__TEXT,__text) external _terminate_with_payload
000000018066ec1c (__TEXT,__text) external _terminate_with_reason
000000018068ca14 (__TEXT,__text) external _thread_abort
000000018068cb28 (__TEXT,__text) external _thread_abort_safely
000000018068e05c (__TEXT,__text) external _thread_assign
000000018068e180 (__TEXT,__text) external _thread_assign_default
000000018068e9bc (__TEXT,__text) external _thread_convert_thread_state
00000001806870b0 (__TEXT,__text) external _thread_create
0000000180687210 (__TEXT,__text) external _thread_create_running
000000018068cc3c (__TEXT,__text) external _thread_depress_abort
00000001806767d0 (__TEXT,__text) external _thread_destruct_special_reply_port
000000018068e294 (__TEXT,__text) external _thread_get_assignment
000000018068d328 (__TEXT,__text) external _thread_get_exception_ports
000000018068ec1c (__TEXT,__text) external _thread_get_exception_ports_info
000000018068e5a4 (__TEXT,__text) external _thread_get_mach_voucher
000000018066be54 (__TEXT,__text) external _thread_get_register_pointer_values
000000018068cd50 (__TEXT,__text) external _thread_get_special_port
0000000180660844 (__TEXT,__text) external _thread_get_special_reply_port
000000018068c3f0 (__TEXT,__text) external _thread_get_state
000000018068cff4 (__TEXT,__text) external _thread_info
000000018066bc98 (__TEXT,__text) external _thread_policy
000000018068dc0c (__TEXT,__text) external _thread_policy_get
000000018066bd2c (__TEXT,__text) external _thread_policy_set
000000018068c900 (__TEXT,__text) external _thread_resume
000000018068de18 (__TEXT,__text) external _thread_sample
000000018066073c (__TEXT,__text) external _thread_self_trap
0000000180665760 (__TEXT,__text) external _thread_selfcounts
000000018068d1f0 (__TEXT,__text) external _thread_set_exception_ports
000000018068e714 (__TEXT,__text) external _thread_set_mach_voucher
000000018066bdc0 (__TEXT,__text) external _thread_set_policy
000000018068cec0 (__TEXT,__text) external _thread_set_special_port
000000018068c63c (__TEXT,__text) external _thread_set_state
000000018068c7ec (__TEXT,__text) external _thread_suspend
000000018068d5fc (__TEXT,__text) external _thread_swap_exception_ports
000000018068e838 (__TEXT,__text) external _thread_swap_mach_voucher
0000000180669488 (__TEXT,__text) external _thread_switch
000000018068bee0 (__TEXT,__text) external _thread_terminate
0000000180679350 (__TEXT,__text) external _thread_wire
0000000180692bd0 (__TEXT,__const) non-external _times_now
000000018066578c (__TEXT,__text) external _tracker_action
00000001806657b8 (__TEXT,__text) external _truncate
00000001806657e4 (__TEXT,__text) external _umask
0000000180665810 (__TEXT,__text) external _undelete
000000018066583c (__TEXT,__text) external _ungraftdmg
0000000180674930 (__TEXT,__text) external _unlink
000000018066783c (__TEXT,__text) external _unlinkat
0000000180665868 (__TEXT,__text) external _unmount
0000000180665894 (__TEXT,__text) external _usrctl
000000018066bbdc (__TEXT,__text) external _utimensat
00000001806658c0 (__TEXT,__text) external _utimes
00000001806658ec (__TEXT,__text) external _vfs_purge
0000000180676e94 (__TEXT,__text) external _vm_allocate
0000000180679484 (__TEXT,__text) external _vm_allocate_cpm
000000018068f808 (__TEXT,__text) external _vm_behavior_set
000000018068f470 (__TEXT,__text) external _vm_copy
0000000180676ed4 (__TEXT,__text) external _vm_deallocate
000000018068eefc (__TEXT,__text) external _vm_inherit
0000000182771e08 (__DATA,__common) external _vm_kernel_page_mask
0000000182771e10 (__DATA,__common) external _vm_kernel_page_shift
0000000182771e00 (__DATA,__common) external _vm_kernel_page_size
000000018068fac0 (__TEXT,__text) external _vm_machine_attribute
00000001806771c0 (__TEXT,__text) external _vm_map
000000018068fdb4 (__TEXT,__text) external _vm_map_page_query
000000018068f6e4 (__TEXT,__text) external _vm_msync
0000000182771e18 (__DATA,__common) external _vm_page_mask
0000000182771e20 (__DATA,__common) external _vm_page_shift
0000000182771e38 (__DATA,__common) external _vm_page_size
0000000180665918 (__TEXT,__text) external _vm_pressure_monitor
0000000180676ed8 (__TEXT,__text) external _vm_protect
000000018067746c (__TEXT,__text) external _vm_purgable_control
0000000180677384 (__TEXT,__text) external _vm_read
000000018068f1ac (__TEXT,__text) external _vm_read_list
000000018068f590 (__TEXT,__text) external _vm_read_overwrite
0000000180690138 (__TEXT,__text) external _vm_region_64
000000018068ff1c (__TEXT,__text) external _vm_region_recurse_64
000000018067725c (__TEXT,__text) external _vm_remap
00000001806772f0 (__TEXT,__text) external _vm_remap_new
0000000180679218 (__TEXT,__text) external _vm_wire
000000018068f334 (__TEXT,__text) external _vm_write
0000000180665b90 (__TEXT,__text) external _voucher_mach_msg_adopt
0000000180665b74 (__TEXT,__text) external _voucher_mach_msg_clear
0000000180665bb0 (__TEXT,__text) external _voucher_mach_msg_revert
0000000180665b54 (__TEXT,__text) external _voucher_mach_msg_set
0000000182771df0 (__DATA,__common) external _vprintf_stderr_func
00000001806632f0 (__TEXT,__text) external _wait4
0000000180665944 (__TEXT,__text) external _waitid
000000018066331c (__TEXT,__text) external _waitid$NOCANCEL
0000000180675164 (__TEXT,__text) external _work_interval_copy_port
00000001806749f0 (__TEXT,__text) external _work_interval_create
0000000180674f44 (__TEXT,__text) external _work_interval_destroy
0000000180674b08 (__TEXT,__text) external _work_interval_get_flags_from_port
0000000180674c70 (__TEXT,__text) external _work_interval_instance_alloc
0000000180674d14 (__TEXT,__text) external _work_interval_instance_clear
0000000180674ec4 (__TEXT,__text) external _work_interval_instance_finish
0000000180674d28 (__TEXT,__text) external _work_interval_instance_free
0000000180674de0 (__TEXT,__text) external _work_interval_instance_get_complexity
0000000180674db0 (__TEXT,__text) external _work_interval_instance_get_deadline
0000000180674dc8 (__TEXT,__text) external _work_interval_instance_get_finish
0000000180674df8 (__TEXT,__text) external _work_interval_instance_get_id
0000000180674d98 (__TEXT,__text) external _work_interval_instance_get_start
0000000180674e00 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
0000000180674d90 (__TEXT,__text) external _work_interval_instance_set_complexity
0000000180674d80 (__TEXT,__text) external _work_interval_instance_set_deadline
0000000180674d88 (__TEXT,__text) external _work_interval_instance_set_finish
0000000180674d78 (__TEXT,__text) external _work_interval_instance_set_start
0000000180674e1c (__TEXT,__text) external _work_interval_instance_start
0000000180674e6c (__TEXT,__text) external _work_interval_instance_update
00000001806750b8 (__TEXT,__text) external _work_interval_join
0000000180675110 (__TEXT,__text) external _work_interval_join_port
0000000180675150 (__TEXT,__text) external _work_interval_leave
0000000180674b94 (__TEXT,__text) external _work_interval_notify
0000000180674c10 (__TEXT,__text) external _work_interval_notify_simple
0000000180665970 (__TEXT,__text) external _write
00000001806633cc (__TEXT,__text) external _write$NOCANCEL
000000018066599c (__TEXT,__text) external _writev
00000001806633f8 (__TEXT,__text) external _writev$NOCANCEL
