00000001e9817368 (__DATA,__data) non-external _.compoundliteral
00000001dd429af4 (__TEXT,__text) external _glsmCreateSampler
00000001dd428c90 (__TEXT,__text) external _glsmCreateTexture
00000001dd429cac (__TEXT,__text) external _glsmDestroyBuffer
00000001dd429b48 (__TEXT,__text) external _glsmDestroySampler
00000001dd428dd4 (__TEXT,__text) external _glsmDestroyTexture
00000001dd428d50 (__TEXT,__text) external _glsmFreeTextureLevelBuffers
00000001dd429358 (__TEXT,__text) external _glsmLoadTextureLevelBuffer
00000001dd4298dc (__TEXT,__text) external _glsmLoadTextureStructure
00000001dd429118 (__TEXT,__text) non-external _glsmResetTextureLevel
00000001dd429b4c (__TEXT,__text) external _glsmUpdateTexImageDataInPPStream
00000001dd3c188c (__TEXT,__text) non-external (was a private external) _glvmCPGetAttributeCode
00000001dd3c4418 (__TEXT,__text) external _glvmCalculateSurfaceTextureBase
00000001dd3e9270 (__TEXT,__text) non-external (was a private external) _glvmChooseArgTypeConversion
00000001dd3e94bc (__TEXT,__text) non-external (was a private external) _glvmChooseDestTypeConversion
00000001dd424ba8 (__TEXT,__text) external _glvmCopyAttributes
00000001dd3c18ac (__TEXT,__text) non-external (was a private external) _glvmEPGetAttributeCode
00000001dd3c192c (__TEXT,__text) non-external (was a private external) _glvmFPGetAttributeCode
00000001dd3c18cc (__TEXT,__text) non-external (was a private external) _glvmGPGetAttributeCode
00000001dd3c19e8 (__TEXT,__text) external _glvmGetConstants
00000001dd403274 (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00000001dd3c1318 (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
00000001dd403894 (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00000001dd3c180c (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00000001dd40297c (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00000001dd41b790 (__TEXT,__text) external _glvmInterpretCPTransformPatch
00000001dd41961c (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00000001dd41e410 (__TEXT,__text) external _glvmInterpretEPTransformPatch
00000001dd41be44 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00000001dd4276f0 (__TEXT,__text) external _glvmInterpretFPTransformFour
00000001dd424e10 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00000001dd422300 (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00000001dd41f894 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00000001dd418f20 (__TEXT,__text) external _glvmInterpretVPTransformFour
00000001dd416470 (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00000001dd3edeb0 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00000001dd3eac30 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00000001dd3f6b78 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00000001dd3fa9bc (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00000001dd3fe620 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00000001dd3fd71c (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00000001dd3f3fd0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00000001dd3eb610 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00000001dd3e9674 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00000001dd4a9658 (__TEXT,__text) non-external _glvmOp
00000001dd4056b0 (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00000001dd4124d4 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00000001dd405850 (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00000001dd409d8c (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00000001dd405998 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00000001dd411bf8 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00000001dd409ed8 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00000001dd405c00 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00000001dd405654 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00000001dd40562c (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00000001dd405650 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00000001dd4123a4 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00000001dd405e68 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00000001dd412604 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00000001dd405f90 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00000001dd409f1c (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00000001dd404d50 (__TEXT,__text) non-external (was a private external) _glvmOperationATN_Core
00000001dd4107e4 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00000001dd414808 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00000001dd414444 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00000001dd405f9c (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00000001dd40dea4 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00000001dd40de40 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00000001dd411fe0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00000001dd406110 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00000001dd412144 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00000001dd4225a8 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00000001dd409d08 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00000001dd409d34 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00000001dd40619c (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00000001dd40ac00 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00000001dd40a0b4 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00000001dd40a41c (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00000001dd40a770 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00000001dd40a954 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00000001dd40aab4 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00000001dd40f8b4 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00000001dd40ab58 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00000001dd41941c (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00000001dd41bc44 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00000001dd424bbc (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00000001dd41f694 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00000001dd41621c (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00000001dd41ef5c (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00000001dd41f41c (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00000001dd41f1b8 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00000001dd4061dc (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00000001dd404510 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2_Core
00000001dd406340 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00000001dd406348 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00000001dd412cac (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00000001dd4129d8 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00000001dd40e490 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00000001dd414acc (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00000001dd414d90 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00000001dd406504 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00000001dd4043d0 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR_CEI_Core
00000001dd406678 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00000001dd4129b4 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00000001dd3e4120 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00000001dd409d60 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00000001dd4150ac (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00000001dd4150d0 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00000001dd415218 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00000001dd409274 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00000001dd412734 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00000001dd412814 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00000001dd3e4128 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00000001dd3e415c (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00000001dd412f28 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00000001dd4069e0 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00000001dd406d10 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00000001dd404874 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2_Core
00000001dd406e70 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00000001dd4108a8 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00000001dd407024 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00000001dd407034 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00000001dd40e8c0 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00000001dd40eb84 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00000001dd40af50 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00000001dd40b2e0 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00000001dd40b670 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00000001dd40b674 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00000001dd4071b8 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00000001dd40bdfc (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00000001dd4142c0 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00000001dd407228 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00000001dd40725c (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00000001dd407684 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00000001dd411c3c (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00000001dd40bf48 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00000001dd4133f0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00000001dd4131f4 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00000001dd414278 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00000001dd413bb4 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00000001dd413f60 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00000001dd40bf8c (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00000001dd409194 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00000001dd4091d4 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00000001dd4091d8 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00000001dd3e4124 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00000001dd40c1a8 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00000001dd40ec50 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00000001dd410d84 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00000001dd410fcc (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00000001dd409210 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00000001dd4055d4 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00000001dd409c80 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00000001dd40c5b0 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00000001dd40c678 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00000001dd40cb5c (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00000001dd40cb74 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00000001dd40cdf4 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00000001dd411cc4 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00000001dd411dc8 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00000001dd40944c (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00000001dd412014 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00000001dd404a34 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN_Core
00000001dd40d074 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00000001dd40d2f4 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00000001dd40f634 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00000001dd40d574 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00000001dd409450 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00000001dd4095c8 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00000001dd41ba50 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00000001dd41e6f8 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00000001dd41533c (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00000001dd40da5c (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00000001dd40da74 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00000001dd40f95c (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00000001dd4098c4 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00000001dd412274 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00000001dd3e3fa0 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00000001dd3e3d4c (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00000001dd3e3e74 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00000001dd412990 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00000001dd4119b0 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00000001dd413830 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00000001dd413350 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00000001dd41429c (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00000001dd413dcc (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00000001dd414178 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00000001dd411c80 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00000001dd40dbc0 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00000001dd40ddfc (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00000001dd405658 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00000001dd404f04 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00000001dd40516c (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00000001dd3e3e94 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00000001dd3e3c44 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00000001dd3e4034 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00000001dd3e3d6c (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00000001dd3e40ec (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00000001dd3e3bb8 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00000001dd3e3bdc (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00000001dd3e3fd8 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00000001dd3e3c28 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00000001dd3e3b10 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00000001dd3e3fc0 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00000001dd3e3c20 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00000001dd4242a4 (__TEXT,__text) external _glvmPreloadFPTransformFour
00000001dd4227d4 (__TEXT,__text) non-external (was a private external) _glvmPreloadPositionAttrib
00000001dd4228c0 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00000001dd3e473c (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00000001dd3e6844 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00000001dd3e4168 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00000001dd3e48fc (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00000001dd3e6344 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00000001dd3e7b2c (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00000001dd3e7f48 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00000001dd3e43a8 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00000001dd3e44c4 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00000001dd3e44f0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00000001dd3e4688 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00000001dd3e6380 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00000001dd3e80a4 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00000001dd3e8284 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00000001dd3e8534 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00000001dd3e31b8 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00000001dd3e30b0 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00000001dd3c5424 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00000001dd3cad78 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00000001dd3cbef4 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00000001dd3e30fc (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00000001dd418e54 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001dd41b6c4 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001dd41e344 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001dd422234 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001dd427624 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001dd3c37f0 (__TEXT,__text) external _glvmSetTextureFormat
00000001dd3e9030 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00000001dd3f0818 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00000001dd3f3774 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00000001dd3f877c (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00000001dd3fc0ec (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00000001dd400118 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00000001dd3fdcb0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00000001dd3f4ea8 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00000001dd3f989c (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00000001dd3fcc04 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00000001dd40106c (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00000001dd3fe154 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00000001dd3f5a88 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00000001dd3eefd8 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00000001dd3f0ec0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00000001dd3c531c (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00000001dd3c539c (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00000001dd3e90d0 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00000001dd3c4704 (__TEXT,__text) external _glvmUpdateTextureStructure
00000001dd41de84 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00000001dd421b88 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00000001dd418784 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00000001ea243b20 (__DATA_DIRTY,__bss) non-external _glvm_constants
00000001ea243b10 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00000001dd47453c (__TEXT,__text) non-external _handleResetPost
00000001dd4744dc (__TEXT,__text) non-external _handleResetPre
00000001dd47a1a0 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00000001dd482f64 (__TEXT,__text) non-external _include_str_getch
00000001dd483080 (__TEXT,__text) non-external _include_str_ungetch
00000001dd479924 (__TEXT,__text) non-external _initAggregateType
00000001dd488f18 (__TEXT,__text) non-external _initBinaryOperatorNode
00000001dd488eec (__TEXT,__text) non-external _initCallNode
00000001dd488fe4 (__TEXT,__text) non-external _initDerefNode
00000001dd488f94 (__TEXT,__text) non-external _initQualifierNode
00000001dd488fbc (__TEXT,__text) non-external _initStatementNode
00000001dd488f68 (__TEXT,__text) non-external _initStructureNode
00000001dd4304d0 (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00000001dd488eb0 (__TEXT,__text) non-external _initUnaryOperatorNode
00000001dd4ab308 (__TEXT,__text) non-external _inliningNodeReplacement
00000001dd463fb0 (__TEXT,__text) non-external _inputForOutput
00000001dd4d66f4 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00000001dd4d66f0 (__TEXT,__text) non-external _instructionIndexHashFunction
00000001dd4c4f18 (__TEXT,__text) non-external _iterateQualifiers
00000001dd4840b8 (__TEXT,__text) non-external _lAddByte
00000001dd48386c (__TEXT,__text) non-external _lFloatConst
00000001dd483f5c (__TEXT,__text) non-external _lNewBlock
00000001dd4846a0 (__TEXT,__text) non-external _lReadByte
00000001dd47ee74 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00000001dd4a7864 (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00000001dd3b7b88 (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00000001dd3b7bf0 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00000001dd3b7d18 (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00000001dd3b7d98 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00000001dd3b7b3c (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00000001dd3b7d00 (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00000001dd3b7c88 (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00000001dd3b7b8c (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00000001dd3b7bec (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00000001dd3b7b84 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00000001dd3b7da0 (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00000001dd3b7b34 (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00000001dd48110c (__TEXT,__text) non-external _macro_scan
00000001dd45cc7c (__TEXT,__text) non-external _makeCopyFunction
00000001dd4a7c14 (__TEXT,__text) non-external _makeIntConstantNode
00000001dd42c1bc (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00000001dd481ae4 (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00000001dd481a1c (__TEXT,__text) non-external (was a private external) _mem_Alloc
00000001dd481924 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00000001dd4819cc (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00000001dd42d784 (__TEXT,__text) non-external _mergeTypes
00000001e981ba34 (__DATA,__bss) non-external _message
00000001e981ba30 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
00000001e9817328 (__DATA,__data) non-external _mutex
00000001dd46613c (__TEXT,__text) non-external _nameTablePush
00000001e981be58 (__DATA,__bss) non-external _nameTableSets
00000001dd481880 (__TEXT,__text) non-external _noop
00000001dd483868 (__TEXT,__text) non-external _noop
00000001dd45e6ac (__TEXT,__text) non-external _offsetLayout
00000001dd47f158 (__TEXT,__text) non-external _op_add
00000001dd47f0f8 (__TEXT,__text) non-external _op_and
00000001dd47f1a8 (__TEXT,__text) non-external _op_cmpl
00000001dd47f170 (__TEXT,__text) non-external _op_div
00000001dd47f100 (__TEXT,__text) non-external _op_eq
00000001dd47f124 (__TEXT,__text) non-external _op_ge
00000001dd47f118 (__TEXT,__text) non-external _op_gt
00000001dd47f13c (__TEXT,__text) non-external _op_le
00000001dd47f0d8 (__TEXT,__text) non-external _op_logand
00000001dd47f0c8 (__TEXT,__text) non-external _op_logor
00000001dd47f130 (__TEXT,__text) non-external _op_lt
00000001dd47f184 (__TEXT,__text) non-external _op_mod
00000001dd47f168 (__TEXT,__text) non-external _op_mul
00000001dd47f10c (__TEXT,__text) non-external _op_ne
00000001dd47f1a0 (__TEXT,__text) non-external _op_neg
00000001dd47f1b0 (__TEXT,__text) non-external _op_not
00000001dd47f0e8 (__TEXT,__text) non-external _op_or
00000001dd47f19c (__TEXT,__text) non-external _op_pos
00000001dd47f148 (__TEXT,__text) non-external _op_shl
00000001dd47f150 (__TEXT,__text) non-external _op_shr
00000001dd47f160 (__TEXT,__text) non-external _op_sub
00000001dd47f0f0 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00000001dd464f04 (__TEXT,__text) non-external _outputForInput
00000001dd453424 (__TEXT,__text) non-external _packInto
00000001dd46c424 (__TEXT,__text) non-external _parseInterpolationQualifiers
00000001dd46c274 (__TEXT,__text) non-external _parseLayout
00000001dd42d6b8 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00000001dd42d444 (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00000001dd4a67dc (__TEXT,__text) non-external (was a private external) _phase2AddDef
00000001dd4a69a4 (__TEXT,__text) non-external _phase2Process
00000001dd4a6cb0 (__TEXT,__text) non-external _phase2ProcessConstant
00000001dd4a6d8c (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
