00007ff9092c5215 (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff940b55640 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionHistoryItem
00007ff940b55340 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionPolicy
00007ff940b53b50 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionPolicyItem
00007ff940b54c18 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPLog
00007ff940b55920 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPMigration
00007ff940b564a8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPMigrationScanner
00007ff940b562b8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPProvenanceMetadata
00007ff940b54690 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPProvenanceTracking
00007ff940b53da0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_StagedBundleData
00007ff940b53750 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_TrackingAttributes
00007ff943736818 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_ExecManager
00007ff943736938 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_ExecManagerRemote
00007ff943736878 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_KernelExtensionHistoryAPI
00007ff9437368d8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_KernelExtensionPolicyAPI
00007ff943736750 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSCoding
00007ff9437367b0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSSecureCoding
00007ff940b577c8 (__DATA_CONST,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_ExecManager
00007ff940b577e0 (__DATA_CONST,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_ExecManagerRemote
00007ff940b577d0 (__DATA_CONST,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_KernelExtensionHistoryAPI
00007ff940b577d8 (__DATA_CONST,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_KernelExtensionPolicyAPI
                 (undefined) external __Unwind_Resume (from libSystem)
00007ff9092c21fa (__TEXT,__text) non-external ___100-[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:]_block_invoke
00007ff9092c2073 (__TEXT,__text) non-external ___104-[SPInstallationPolicy canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:error:]_block_invoke
00007ff9092b881c (__TEXT,__text) non-external ___13+[SPLog exec]_block_invoke
00007ff9092b87c0 (__TEXT,__text) non-external ___13+[SPLog kext]_block_invoke
00007ff9092b8764 (__TEXT,__text) non-external ___16+[SPLog generic]_block_invoke
00007ff9092b8930 (__TEXT,__text) non-external ___17+[SPLog sampling]_block_invoke
00007ff9092b88d4 (__TEXT,__text) non-external ___18+[SPLog signposts]_block_invoke
00007ff9092b8878 (__TEXT,__text) non-external ___21+[SPLog measurements]_block_invoke
00007ff9092be621 (__TEXT,__text) non-external ___22+[MIS currentDeviceID]_block_invoke
00007ff9092b1b18 (__TEXT,__text) non-external ___24-[AKELData initWithURL:]_block_invoke
00007ff9092b8988 (__TEXT,__text) non-external ___30+[SPLog verboseLoggingEnabled]_block_invoke
00007ff9092c705f (__TEXT,__text) non-external ___30+[SPLog verboseLoggingEnabled]_block_invoke.cold.1
00007ff9092b2266 (__TEXT,__text) non-external ___31+[SPFilePolicy getAllowedPaths]_block_invoke
00007ff9092b1166 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke
00007ff9092b14ef (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.27
00007ff9092c5a97 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.cold.1
00007ff9092c5b42 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.cold.2
00007ff9092b9e7d (__TEXT,__text) non-external ___40-[SPKernelExtensionPolicy currentPolicy]_block_invoke
00007ff9092c40e9 (__TEXT,__text) non-external ___42-[SPMigrationScanner performMigrationScan]_block_invoke
00007ff9092c4217 (__TEXT,__text) non-external ___42-[SPMigrationScanner performMigrationScan]_block_invoke_2
00007ff9092c5930 (__TEXT,__text) non-external ___43-[SPDeveloperPolicy isDeveloperModeEnabled]_block_invoke
00007ff9092b9ea9 (__TEXT,__text) non-external ___43-[SPKernelExtensionPolicy pendingApprovals]_block_invoke
00007ff9092bbacd (__TEXT,__text) non-external ___45-[SPExecutionPolicy isBlockedSoftware:error:]_block_invoke
00007ff9092bc07c (__TEXT,__text) non-external ___47-[SPExecutionPolicy setGatekeeperPolicy:error:]_block_invoke
00007ff9092b30c6 (__TEXT,__text) non-external ___47-[SPProvenanceTracking getAllProvenanceEntries]_block_invoke
00007ff9092bb63f (__TEXT,__text) non-external ___48-[SPExecutionPolicy blockedExecutionPolicyItems]_block_invoke
00007ff9092bc27d (__TEXT,__text) non-external ___49-[SPExecutionPolicy allowGatekeeperPolicy:error:]_block_invoke
00007ff9092bbe6e (__TEXT,__text) non-external ___49-[SPExecutionPolicy getGatekeeperInsightEnabled:]_block_invoke
00007ff9092b2fc2 (__TEXT,__text) non-external ___49-[SPProvenanceTracking findProvenanceEntryForID:]_block_invoke
00007ff9092bc111 (__TEXT,__text) non-external ___50-[SPExecutionPolicy getGatekeeperPolicyWithError:]_block_invoke
00007ff9092b943f (__TEXT,__text) non-external ___50-[SPKernelExtensionHistory kernelExtensionHistory]_block_invoke
00007ff9092b2e2c (__TEXT,__text) non-external ___50-[SPProvenanceTracking findProvenanceEntryForURL:]_block_invoke
00007ff9092c59b8 (__TEXT,__text) non-external ___51-[SPDeveloperPolicy setDeveloperModeEnabled:error:]_block_invoke
00007ff9092bb71e (__TEXT,__text) non-external ___51-[SPExecutionPolicy addGatekeeperUserIntent:error:]_block_invoke
00007ff9092b9e45 (__TEXT,__text) non-external ___51-[SPKernelExtensionPolicy updatePolicyItems:error:]_block_invoke
00007ff9092ba47b (__TEXT,__text) non-external ___52-[SPKernelExtensionPolicy requiresSecurityDowngrade]_block_invoke
00007ff9092bc1c2 (__TEXT,__text) non-external ___53-[SPExecutionPolicy isGatekeeperPolicyAllowed:error:]_block_invoke
00007ff9092bb807 (__TEXT,__text) non-external ___54-[SPExecutionPolicy addBlockedSoftwareOverride:error:]_block_invoke
00007ff9092bb9e4 (__TEXT,__text) non-external ___54-[SPExecutionPolicy getBlockedSoftwareOverride:error:]_block_invoke
00007ff9092ba44f (__TEXT,__text) non-external ___54-[SPKernelExtensionPolicy triggerPanicMedicWithError:]_block_invoke
00007ff9092b9557 (__TEXT,__text) non-external ___55+[SPKernelExtensionPolicy findBundledKernelExtensions:]_block_invoke
00007ff9092bbd93 (__TEXT,__text) non-external ___55-[SPExecutionPolicy setGatekeeperInsightEnabled:error:]_block_invoke
00007ff9092bbee2 (__TEXT,__text) non-external ___56-[SPExecutionPolicy isFastGatekeeperOverrideModeEnabled]_block_invoke
00007ff9092b99f3 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy canLoadKernelExtension:error:]_block_invoke
00007ff9092ba336 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]_block_invoke
00007ff9092ba4a7 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy requiresRebootForInstallation]_block_invoke
00007ff9092b3090 (__TEXT,__text) non-external ___56-[SPProvenanceTracking findAssociatedProvenanceEntries:]_block_invoke
00007ff9092c59ec (__TEXT,__text) non-external ___57-[SPDeveloperPolicy isDeveloperToolEnvironmentWithError:]_block_invoke
00007ff9092b9b7d (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]_block_invoke
00007ff9092ba3f1 (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy updateLastUsedTimes:withError:]_block_invoke
00007ff9092b6a27 (__TEXT,__text) non-external ___58-[BundleData initWithURL:withReloadBlock:watchForUpdates:]_block_invoke
00007ff9092ba4d3 (__TEXT,__text) non-external ___58-[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]_block_invoke
00007ff9092bbfc1 (__TEXT,__text) non-external ___59-[SPExecutionPolicy logGatekeeperOverrideForURL:withError:]_block_invoke
00007ff9092bda24 (__TEXT,__text) non-external ___61-[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]_block_invoke
00007ff9092bbc4a (__TEXT,__text) non-external ___63-[SPExecutionPolicy getStrictGatekeeperEnabledForDomain:error:]_block_invoke
00007ff9092b9ab8 (__TEXT,__text) non-external ___63-[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]_block_invoke
00007ff9092bb8f7 (__TEXT,__text) non-external ___64-[SPExecutionPolicy setBlockedSoftwareOverride:isEnabled:error:]_block_invoke
00007ff9092bbb8b (__TEXT,__text) non-external ___64-[SPExecutionPolicy setStrictGatekeeperEnabled:forDomain:error:]_block_invoke
00007ff9092ba1e5 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]_block_invoke
00007ff9092ba4ff (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]_block_invoke
00007ff9092b9f6d (__TEXT,__text) non-external ___65-[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]_block_invoke
00007ff9092ba2ab (__TEXT,__text) non-external ___66-[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]_block_invoke
00007ff9092bddd2 (__TEXT,__text) non-external ___67-[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]_block_invoke
00007ff9092ba032 (__TEXT,__text) non-external ___69-[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]_block_invoke
00007ff9092b9d7c (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]_block_invoke
00007ff9092bdade (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]_block_invoke
00007ff9092bdfd4 (__TEXT,__text) non-external ___76-[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]_block_invoke
00007ff9092b9c68 (__TEXT,__text) non-external ___78-[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]_block_invoke
00007ff9092b1078 (__TEXT,__text) non-external ___79-[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]_block_invoke
00007ff9092ba425 (__TEXT,__text) non-external ___80-[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]_block_invoke
00007ff9092b84bd (__TEXT,__text) non-external ___83-[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]_block_invoke
00007ff9092bdee7 (__TEXT,__text) non-external ___87-[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]_block_invoke
00007ff9092b83a6 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke
00007ff9092b83c5 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke.35
00007ff9092ba0ff (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]_block_invoke
00007ff9092bdc42 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]_block_invoke
00007ff9092b869f (__TEXT,__text) non-external ___97-[SPExecutionPolicy(Gatekeeper) performGatekeeperScan:withScanOptions:withProgressHandler:error:]_block_invoke
00007ff9092bf765 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff9092bf77b (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff9092bfa92 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke
00007ff9092bfb38 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.17
00007ff9092c7ac7 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.cold.1
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ff940b50db0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e27_c24?0"NSURL"8"NSError"16l
00007ff940b50d70 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?"NSError">16l
00007ff940b510d0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?c"NSError">16l
00007ff940b51260 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e43_v24?0"<ExecManager>"8?<v?c"NSError">16l
00007ff940b50d00 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00007ff940b51300 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?c"NSError">16l
00007ff940b51240 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e43_v24?0"<ExecManager>"8?<v?c"NSError">16l
00007ff940b51220 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e28_v24?08?<v?c"NSError">16l
00007ff940b513a0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00007ff940b51490 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_c16?0"NSURL"8l
00007ff940b50cd0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00007ff940b50d40 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00007ff940b50e50 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff940b51010 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00007ff940b50e20 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00007ff940b50c70 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00007ff940b514f0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_ea8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00007ff940b51200 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e28_v24?08?<v?c"NSError">16l
00007ff940b511d0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff940b51400 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00007ff940b51370 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00007ff940b514c0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00007ff940b51040 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?c"NSError">16l
00007ff940b50ca0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00007ff940b50eb0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff940b513d0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0c8"NSError"12l
00007ff940b51430 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?c"NSError">16l
00007ff940b50e80 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff940b50df0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00007ff940b51460 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_57_e8_32s40s48s_e28_v24?08?<v?c"NSError">16l
00007ff940b50ee0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_60_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00007ff940b51320 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?c"NSError">16l
00007ff940b50d20 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940b50d90 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940b50dd0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940b50f10 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940b50ff0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940b51070 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940b511b0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940b512e0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940b51350 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940b51550 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940b51090 (__DATA_CONST,__const) non-external ___block_literal_global.101
00007ff940b510b0 (__DATA_CONST,__const) non-external ___block_literal_global.103
00007ff940b510f0 (__DATA_CONST,__const) non-external ___block_literal_global.104
00007ff940b51110 (__DATA_CONST,__const) non-external ___block_literal_global.106
00007ff940b51130 (__DATA_CONST,__const) non-external ___block_literal_global.108
00007ff940b50fb0 (__DATA_CONST,__const) non-external ___block_literal_global.11
00007ff940b51150 (__DATA_CONST,__const) non-external ___block_literal_global.110
00007ff940b51170 (__DATA_CONST,__const) non-external ___block_literal_global.112
00007ff940b51190 (__DATA_CONST,__const) non-external ___block_literal_global.114
00007ff940b51280 (__DATA_CONST,__const) non-external ___block_literal_global.118
00007ff940b512a0 (__DATA_CONST,__const) non-external ___block_literal_global.122
00007ff940b512c0 (__DATA_CONST,__const) non-external ___block_literal_global.126
00007ff940b50fd0 (__DATA_CONST,__const) non-external ___block_literal_global.13
00007ff940b50f30 (__DATA_CONST,__const) non-external ___block_literal_global.3
00007ff940b50f50 (__DATA_CONST,__const) non-external ___block_literal_global.5
00007ff940b50f70 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff940b51570 (__DATA_CONST,__const) non-external ___block_literal_global.75
00007ff940b50f90 (__DATA_CONST,__const) non-external ___block_literal_global.9
                 (undefined) external ___bzero (from libSystem)
00007ff9092bb000 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff9092bb020 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff9092bf8c5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00007ff9092bfb59 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00007ff9092bf84e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
00007ff9092b1b31 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00007ff9092b86df (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00007ff9092b9c8b (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00007ff9092b5e48 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00007ff9092c2233 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00007ff9092bdc7a (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00007ff9092b1545 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00007ff9092b10a9 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00007ff9092c4d13 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_ea8_32b
00007ff9092bf886 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
00007ff9092b1b40 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00007ff9092bfb91 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00007ff9092b870f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00007ff9092b5e8c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00007ff9092bdcad (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00007ff9092b1573 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00007ff9092b10bb (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00007ff9092c4d2a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_ea8_32s
00007ff9092bf78a (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
00007ff9092bf8b1 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
00007ff9092c7a13 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
00007ff9092bd94d (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___kCFBooleanFalse (from CoreFoundation)
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
00007ff9092c4cd7 (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
00007ff9092b5d46 (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
00007ff9092b57cc (__TEXT,__text) non-external ___scanForBundles_block_invoke
00007ff9092c68c6 (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_feature_enabled_impl (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
                 (undefined) external _abort_report_np (from libSystem)
00007ff9092c4732 (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
00007ff9092ba560 (__TEXT,__text) external _calculateTotalPathSize
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00007ff9092c9768 (__TEXT,__const) external _cdResourceDirSlot
00007ff9092c457c (__TEXT,__text) external _checkBOOLSetting
00007ff9092c4633 (__TEXT,__text) external _checkNumberSetting
00007ff9092b643e (__TEXT,__text) external _checkPathQuarantineState
00007ff9092c6bf5 (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
00007ff9092b63a5 (__TEXT,__text) external _checkURLQuarantineState
                 (undefined) external _close (from libSystem)
00007ff9092b32e4 (__TEXT,__text) external _copyAdhocSignatureHash
00007ff9092c5d5c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
00007ff9092c5f56 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
00007ff9092c5f8a (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
00007ff9092c5fbe (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
00007ff9092c5ff2 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
00007ff9092c604c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
00007ff9092c6080 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
00007ff9092c60e7 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
00007ff9092c6141 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
00007ff9092c619b (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
00007ff9092c5db6 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
00007ff9092c5dea (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
00007ff9092c5e1e (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
00007ff9092c5e52 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
00007ff9092c5e86 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
00007ff9092c5eba (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
00007ff9092c5eee (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
00007ff9092c5f22 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
00007ff9092b4d5c (__TEXT,__text) external _copyBootUUID
00007ff9092c675e (__TEXT,__text) non-external _copyBootUUID.cold.1
00007ff9092b44ca (__TEXT,__text) external _copyBundleID
00007ff9092c648e (__TEXT,__text) non-external _copyBundleID.cold.1
00007ff9092b45b5 (__TEXT,__text) external _copyBundleIDFromURL
00007ff9092b478e (__TEXT,__text) external _copyBundleVersion
00007ff9092c6542 (__TEXT,__text) non-external _copyBundleVersion.cold.1
00007ff9092b46a3 (__TEXT,__text) external _copyBundleVersionShort
00007ff9092c64e8 (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
00007ff9092b462c (__TEXT,__text) external _copyBundleVersionShortFromURL
00007ff9092b3dea (__TEXT,__text) external _copyCdhash
00007ff9092c61f5 (__TEXT,__text) non-external _copyCdhash.cold.1
00007ff9092c6229 (__TEXT,__text) non-external _copyCdhash.cold.2
00007ff9092c625d (__TEXT,__text) non-external _copyCdhash.cold.3
00007ff9092b3d77 (__TEXT,__text) external _copyCdhashFromKextURL
00007ff9092c488e (__TEXT,__text) external _copyCodeSigningInfo
00007ff9092b4b55 (__TEXT,__text) external _copyDeveloperName
00007ff9092c65f6 (__TEXT,__text) non-external _copyDeveloperName.cold.1
00007ff9092c6650 (__TEXT,__text) non-external _copyDeveloperName.cold.2
00007ff9092c66aa (__TEXT,__text) non-external _copyDeveloperName.cold.3
00007ff9092c6704 (__TEXT,__text) non-external _copyDeveloperName.cold.4
00007ff9092c4d39 (__TEXT,__text) external _copyEntitlements
00007ff9092ba77f (__TEXT,__text) external _copyFileHashForURL
00007ff9092c70c7 (__TEXT,__text) non-external _copyFileHashForURL.cold.1
00007ff9092c714e (__TEXT,__text) non-external _copyFileHashForURL.cold.2
00007ff9092c71ec (__TEXT,__text) non-external _copyFileHashForURL.cold.3
00007ff9092b3f7d (__TEXT,__text) external _copyLegacyCdhash
00007ff9092b3ff1 (__TEXT,__text) external _copyLegacyCdhashSHA256
00007ff9092b1cab (__TEXT,__text) external _copyLegacyDeveloperName
00007ff9092b6131 (__TEXT,__text) external _copySecureTimestamp
00007ff9092c6b31 (__TEXT,__text) non-external _copySecureTimestamp.cold.1
00007ff9092b4edf (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
00007ff9092b43fe (__TEXT,__text) external _copySigningID
00007ff9092c6434 (__TEXT,__text) non-external _copySigningID.cold.1
