000000018959cbd0 (__TEXT,__const) non-external _A1_Table
00000001892bb678 (__TEXT,__text) external _vImageHorizontalReflect_ARGB8888
00000001892bc060 (__TEXT,__text) external _vImageHorizontalReflect_ARGBFFFF
00000001892bc38c (__TEXT,__text) external _vImageHorizontalReflect_CbCr16F
00000001892bc388 (__TEXT,__text) external _vImageHorizontalReflect_Planar16F
00000001892baf38 (__TEXT,__text) external _vImageHorizontalReflect_Planar16U
00000001892bab20 (__TEXT,__text) external _vImageHorizontalReflect_Planar8
00000001892bb350 (__TEXT,__text) external _vImageHorizontalReflect_PlanarF
0000000189397da0 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16F
00000001892af968 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16S
00000001892af004 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16U
00000001891e66c8 (__TEXT,__text) external _vImageHorizontalShearD_ARGB8888
00000001892b8bd8 (__TEXT,__text) external _vImageHorizontalShearD_ARGBFFFF
00000001893978d4 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16F
00000001892b6824 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16S
00000001892b6484 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16U
0000000189398304 (__TEXT,__text) external _vImageHorizontalShearD_CbCrF
00000001893972d8 (__TEXT,__text) external _vImageHorizontalShearD_Planar16F
00000001892acdac (__TEXT,__text) external _vImageHorizontalShearD_Planar8
00000001892ad708 (__TEXT,__text) external _vImageHorizontalShearD_PlanarF
0000000189398000 (__TEXT,__text) external _vImageHorizontalShear_ARGB16F
00000001892b2e04 (__TEXT,__text) external _vImageHorizontalShear_ARGB16S
00000001891d6088 (__TEXT,__text) external _vImageHorizontalShear_ARGB16U
00000001891c8ab8 (__TEXT,__text) external _vImageHorizontalShear_ARGB8888
00000001892b02a0 (__TEXT,__text) external _vImageHorizontalShear_ARGBFFFF
0000000189397b34 (__TEXT,__text) external _vImageHorizontalShear_CbCr16F
00000001892b6904 (__TEXT,__text) external _vImageHorizontalShear_CbCr16S
00000001892b29a0 (__TEXT,__text) external _vImageHorizontalShear_CbCr16U
00000001891e0378 (__TEXT,__text) external _vImageHorizontalShear_CbCr8
000000018939851c (__TEXT,__text) external _vImageHorizontalShear_CbCrF
0000000189397670 (__TEXT,__text) external _vImageHorizontalShear_Planar16F
00000001892b0c3c (__TEXT,__text) external _vImageHorizontalShear_Planar16S
00000001892b15c8 (__TEXT,__text) external _vImageHorizontalShear_Planar16U
00000001891dcdcc (__TEXT,__text) external _vImageHorizontalShear_Planar8
00000001892b1f5c (__TEXT,__text) external _vImageHorizontalShear_PlanarF
00000001892b38f4 (__TEXT,__text) external _vImageHorizontalShear_XRGB2101010W
0000000189304d3c (__TEXT,__text) external _vImageInterpolatedLookupTable_PlanarF
0000000189305cf0 (__TEXT,__text) external _vImageInvert_16U
000000018930596c (__TEXT,__text) external _vImageInvert_8
0000000189306064 (__TEXT,__text) external _vImageInvert_F
0000000189204434 (__TEXT,__text) external _vImageLinearTransform_16Q12to8
0000000189327454 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U
00000001892043fc (__TEXT,__text) external _vImageLinearTransform_16Uto8
0000000189204418 (__TEXT,__text) external _vImageLinearTransform_16UtoF
0000000189325d44 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8
00000001892043ac (__TEXT,__text) external _vImageLinearTransform_8to16Q12
00000001892043c8 (__TEXT,__text) external _vImageLinearTransform_8to16U
00000001892043e4 (__TEXT,__text) external _vImageLinearTransform_8toF
00000001893279d0 (__TEXT,__text) external _vImageLinearTransform_F
000000018920446c (__TEXT,__text) external _vImageLinearTransform_Fto16U
0000000189204450 (__TEXT,__text) external _vImageLinearTransform_Fto8
00000001891fd69c (__TEXT,__text) non-external (was a private external) _vImageLogDebug
0000000189512478 (__TEXT,__text) non-external _vImageLogDebug.cold.1
00000001891fd5f0 (__TEXT,__text) non-external (was a private external) _vImageLogError
0000000189512478 (__TEXT,__text) non-external _vImageLogError.cold.1
00000001891fd544 (__TEXT,__text) non-external (was a private external) _vImageLogWarning
0000000189512478 (__TEXT,__text) non-external _vImageLogWarning.cold.1
00000001893041e4 (__TEXT,__text) external _vImageLookupTable_8to64U
00000001891b8988 (__TEXT,__text) external _vImageLookupTable_Planar16
00000001893044d4 (__TEXT,__text) external _vImageLookupTable_Planar16WithClipping
0000000189303f60 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar128
00000001891b87b8 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar16
00000001891e4ae4 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar24
0000000189303ba0 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar48
0000000189303d80 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar96
00000001891c73dc (__TEXT,__text) external _vImageLookupTable_Planar8toPlanarF
0000000189302284 (__TEXT,__text) external _vImageLookupTable_PlanarFtoPlanar8
0000000189332d40 (__TEXT,__text) external _vImageMapping_CreateFromImageMap_Image8U
0000000189332418 (__TEXT,__text) external _vImageMapping_CreateFromMap_Image8U
0000000189332d34 (__TEXT,__text) external _vImageMapping_Release
00000001891da9d4 (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888
0000000189300e1c (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888ToPlanar8
000000018930145c (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFF
0000000189300f38 (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFFToPlanarF
00000001891b4af4 (__TEXT,__text) external _vImageMatrixMultiply_Planar16S
0000000189300738 (__TEXT,__text) external _vImageMatrixMultiply_Planar8
00000001891b383c (__TEXT,__text) external _vImageMatrixMultiply_PlanarF
00000001892f6698 (__TEXT,__text) external _vImageMax_ARGB8888
00000001892f7ca0 (__TEXT,__text) external _vImageMax_ARGBFFFF
00000001891c4f48 (__TEXT,__text) external _vImageMax_Planar8
00000001892f5090 (__TEXT,__text) external _vImageMax_PlanarF
00000001892f6d9c (__TEXT,__text) external _vImageMin_ARGB8888
00000001892f837c (__TEXT,__text) external _vImageMin_ARGBFFFF
00000001891c54b4 (__TEXT,__text) external _vImageMin_Planar8
00000001892f5794 (__TEXT,__text) external _vImageMin_PlanarF
00000001893056f8 (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_Planar16Q12
00000001891bddb4 (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_PlanarF
00000001891b8e94 (__TEXT,__text) external _vImageMultidimensionalTable_Create
00000001891c0970 (__TEXT,__text) external _vImageMultidimensionalTable_Release
00000001893053a8 (__TEXT,__text) external _vImageMultidimensionalTable_Retain
0000000189359b3c (__TEXT,__text) external _vImageNewResamplingFilter
00000001891c8460 (__TEXT,__text) external _vImageNewResamplingFilterForFunctionUsingBuffer
000000018950b6d0 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB16U
00000001891c7dd8 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB8888
000000018950b950 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGBFFFF
00000001891c7d40 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGB8888
000000018950b9a0 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGBFFFF
000000018932de50 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U
000000018932dd20 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8
000000018932df9c (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF
000000018950bbbc (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16F
000000018950baf0 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16S
000000018950bb34 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16U
000000018950ba7c (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar8
000000018950bb78 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_PlanarF
000000018950b41c (__TEXT,__text) external _vImageOverwriteChannels_ARGB16U
000000018950b3d8 (__TEXT,__text) external _vImageOverwriteChannels_ARGB8888
000000018950b68c (__TEXT,__text) external _vImageOverwriteChannels_ARGBFFFF
00000001892ff944 (__TEXT,__text) external _vImagePNGDecompressionFilter
0000000189215728 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB16U
00000001891cf278 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB8888
0000000189215a1c (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGBFFFF
0000000189215568 (__TEXT,__text) external _vImagePermuteChannels_ARGB16F
00000001891d0568 (__TEXT,__text) external _vImagePermuteChannels_ARGB16U
00000001891bfb8c (__TEXT,__text) external _vImagePermuteChannels_ARGB8888
000000018921556c (__TEXT,__text) external _vImagePermuteChannels_ARGBFFFF
0000000189330bfc (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U
00000001893300fc (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8
00000001893315b4 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF
0000000189215d14 (__TEXT,__text) external _vImagePermuteChannels_RGB888
00000001892ba7c0 (__TEXT,__text) external _vImagePerspectiveWarp_ARGB16F
00000001892ba14c (__TEXT,__text) external _vImagePerspectiveWarp_ARGB16U
00000001892b9ad0 (__TEXT,__text) external _vImagePerspectiveWarp_ARGB8888
00000001892ba4ac (__TEXT,__text) external _vImagePerspectiveWarp_Planar16F
00000001892b9e30 (__TEXT,__text) external _vImagePerspectiveWarp_Planar16U
00000001892b96f0 (__TEXT,__text) external _vImagePerspectiveWarp_Planar8
00000001893033a4 (__TEXT,__text) external _vImagePiecewiseGamma_Planar16Q12
000000018930355c (__TEXT,__text) external _vImagePiecewiseGamma_Planar16Q12toPlanar8
0000000189303164 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8
0000000189303274 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8toPlanar16Q12
00000001893035cc (__TEXT,__text) external _vImagePiecewiseGamma_Planar8toPlanarF
00000001891b3324 (__TEXT,__text) external _vImagePiecewiseGamma_PlanarF
000000018930385c (__TEXT,__text) external _vImagePiecewiseGamma_PlanarFtoPlanar8
00000001893019f0 (__TEXT,__text) external _vImagePiecewisePolynomial_Planar8toPlanarF
00000001891be2c8 (__TEXT,__text) external _vImagePiecewisePolynomial_PlanarF
0000000189302674 (__TEXT,__text) external _vImagePiecewisePolynomial_PlanarFtoPlanar8
0000000189304f64 (__TEXT,__text) external _vImagePiecewiseRational_PlanarF
00000001891ff8bc (__TEXT,__text) external _vImagePremultipliedAlphaBlendDarken_RGBA8888
00000001891ff66c (__TEXT,__text) external _vImagePremultipliedAlphaBlendLighten_RGBA8888
00000001891ff1cc (__TEXT,__text) external _vImagePremultipliedAlphaBlendMultiply_RGBA8888
00000001891ff41c (__TEXT,__text) external _vImagePremultipliedAlphaBlendScreen_RGBA8888
00000001891bf718 (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_ARGB8888
00000001891b58c0 (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_RGBA8888
00000001891fe6a8 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGB8888
00000001891feb80 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGBFFFF
00000001891fe914 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRA8888
00000001891fedf0 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRAFFFF
00000001891fe228 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_Planar8
00000001891fe468 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_PlanarF
00000001891fffa4 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGB8888
0000000189200208 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGBFFFF
00000001891ffb0c (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_Planar8
00000001891ffd58 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_PlanarF
0000000189201610 (__TEXT,__text) external _vImagePremultiplyData_ARGB16Q12
00000001892013e8 (__TEXT,__text) external _vImagePremultiplyData_ARGB16U
00000001891b5a60 (__TEXT,__text) external _vImagePremultiplyData_ARGB8888
0000000189200a40 (__TEXT,__text) external _vImagePremultiplyData_ARGBFFFF
000000018932d150 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst
000000018932ced0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast
000000018932d688 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst
000000018932d3f4 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast
000000018932cc28 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst
00000001891c3c34 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast
000000018932db18 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst
000000018932d934 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast
000000018920046c (__TEXT,__text) external _vImagePremultiplyData_Planar8
000000018920070c (__TEXT,__text) external _vImagePremultiplyData_PlanarF
0000000189200f20 (__TEXT,__text) external _vImagePremultiplyData_RGBA16F
00000001891d1e2c (__TEXT,__text) external _vImagePremultiplyData_RGBA16Q12
00000001892011c0 (__TEXT,__text) external _vImagePremultiplyData_RGBA16U
00000001891b5728 (__TEXT,__text) external _vImagePremultiplyData_RGBA8888
0000000189200cf8 (__TEXT,__text) external _vImagePremultiplyData_RGBAFFFF
00000001892bf27c (__TEXT,__text) external _vImagePrepareTemplate_RGBAFFFF
00000001892feea8 (__TEXT,__text) non-external _vImageRLD_Float
00000001892fe7d8 (__TEXT,__text) non-external _vImageRLD_Int
0000000189333674 (__TEXT,__text) external _vImageRemap_Image8U
000000018932f924 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst
000000018932f698 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast
000000018932f3f8 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst
000000018932f170 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast
000000018932fe54 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst
000000018932fbc8 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast
00000001892fee00 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGB8888
00000001892ff8fc (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGBFFFF
00000001892fe7ac (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_Planar8
00000001892fee2c (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_PlanarF
00000001892ae7f0 (__TEXT,__text) external _vImageRotate90_ARGB16F
00000001892af8e8 (__TEXT,__text) external _vImageRotate90_ARGB16S
00000001892aefe0 (__TEXT,__text) external _vImageRotate90_ARGB16U
00000001892aec38 (__TEXT,__text) external _vImageRotate90_ARGB8888
00000001892b027c (__TEXT,__text) external _vImageRotate90_ARGBFFFF
00000001892ae428 (__TEXT,__text) external _vImageRotate90_CbCr16F
00000001892bdb3c (__TEXT,__text) external _vImageRotate90_CbCr16S
00000001892bdacc (__TEXT,__text) external _vImageRotate90_CbCr16U
00000001892bda8c (__TEXT,__text) external _vImageRotate90_CbCr8
00000001892bdbac (__TEXT,__text) external _vImageRotate90_CbCrF
00000001892ae0ac (__TEXT,__text) external _vImageRotate90_Planar16F
00000001892bda64 (__TEXT,__text) external _vImageRotate90_Planar16S
00000001892bda40 (__TEXT,__text) external _vImageRotate90_Planar16U
00000001892acd88 (__TEXT,__text) external _vImageRotate90_Planar8
00000001892ad6e4 (__TEXT,__text) external _vImageRotate90_PlanarF
00000001892ae498 (__TEXT,__text) external _vImageRotate_ARGB16F
00000001892af590 (__TEXT,__text) external _vImageRotate_ARGB16S
00000001892aec5c (__TEXT,__text) external _vImageRotate_ARGB16U
00000001892ae8b4 (__TEXT,__text) external _vImageRotate_ARGB8888
00000001892afef4 (__TEXT,__text) external _vImageRotate_ARGBFFFF
00000001892ae0d0 (__TEXT,__text) external _vImageRotate_CbCr16F
00000001892add28 (__TEXT,__text) external _vImageRotate_Planar16F
00000001892aca10 (__TEXT,__text) external _vImageRotate_Planar8
00000001892ad360 (__TEXT,__text) external _vImageRotate_PlanarF
00000001892b4b34 (__TEXT,__text) external _vImageScale_ARGB16F
00000001892b29b8 (__TEXT,__text) external _vImageScale_ARGB16S
00000001891d5ae0 (__TEXT,__text) external _vImageScale_ARGB16U
00000001891c803c (__TEXT,__text) external _vImageScale_ARGB8888
00000001892b3eb0 (__TEXT,__text) external _vImageScale_ARGBFFFF
00000001892b4714 (__TEXT,__text) external _vImageScale_CbCr16F
00000001892b2574 (__TEXT,__text) external _vImageScale_CbCr16U
00000001891df94c (__TEXT,__text) external _vImageScale_CbCr8
00000001892b4f80 (__TEXT,__text) non-external (was a private external) _vImageScale_Downsample2x
00000001892b5258 (__TEXT,__text) non-external (was a private external) _vImageScale_Downsample2xCbCr
00000001892b4304 (__TEXT,__text) external _vImageScale_Planar16F
00000001892b082c (__TEXT,__text) external _vImageScale_Planar16S
00000001892b11b8 (__TEXT,__text) external _vImageScale_Planar16U
00000001891dc344 (__TEXT,__text) external _vImageScale_Planar8
00000001892b1b44 (__TEXT,__text) external _vImageScale_PlanarF
00000001892b3390 (__TEXT,__text) external _vImageScale_XRGB2101010W
000000018920c9f0 (__TEXT,__text) external _vImageSelectChannels_ARGB8888
000000018920ca18 (__TEXT,__text) external _vImageSelectChannels_ARGBFFFF
00000001891ee208 (__TEXT,__text) external _vImageSepConvolve_ARGB8888
00000001891ebf04 (__TEXT,__text) external _vImageSepConvolve_Planar16F
00000001891ecd58 (__TEXT,__text) external _vImageSepConvolve_Planar16U
00000001891ec648 (__TEXT,__text) external _vImageSepConvolve_Planar8
00000001891edb80 (__TEXT,__text) external _vImageSepConvolve_Planar8to16S
00000001891ed45c (__TEXT,__text) external _vImageSepConvolve_Planar8to16U
00000001891eb7d4 (__TEXT,__text) external _vImageSepConvolve_PlanarF
00000001891ee8a4 (__TEXT,__text) external _vImageSquareBoxConvolve_ARGB8888
00000001891ee544 (__TEXT,__text) external _vImageSquareBoxConvolve_Planar8
000000018930353c (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_Planar16Q12
00000001891b3308 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_PlanarF
00000001893047fc (__TEXT,__text) external _vImageSymmetricPiecewisePolynomial_PlanarF
00000001892094e4 (__TEXT,__text) external _vImageTableLookUp_ARGB8888
00000001892097bc (__TEXT,__text) external _vImageTableLookUp_Planar8
0000000189255644 (__TEXT,__text) external _vImageTentConvolve_ARGB8888
00000001892549fc (__TEXT,__text) external _vImageTentConvolve_Planar8
0000000189207358 (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_Planar16Q12
0000000189206f7c (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_PlanarF
0000000189207a18 (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_Planar16Q12
000000018920763c (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_PlanarF
00000001892080d8 (__TEXT,__text) external _vImageTransformPQToneMapping_Planar16Q12
0000000189207cfc (__TEXT,__text) external _vImageTransformPQToneMapping_PlanarF
0000000189206090 (__TEXT,__text) external _vImageTransformTRCParametric_Planar16Q12
0000000189205d1c (__TEXT,__text) external _vImageTransformTRCParametric_PlanarF
0000000189206aa8 (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_Planar16Q12
000000018920690c (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_PlanarF
0000000189206de0 (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_Planar16Q12
0000000189206c44 (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_PlanarF
0000000189206438 (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_Planar16Q12
000000018920629c (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_PlanarF
0000000189206770 (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_Planar16Q12
00000001892065d4 (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_PlanarF
0000000189202538 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16Q12
0000000189201e30 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16U
00000001891bff68 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB8888
0000000189202058 (__TEXT,__text) external _vImageUnpremultiplyData_ARGBFFFF
000000018932b5c4 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst
000000018932b168 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast
000000018932bf9c (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst
000000018932ba68 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast
000000018932ac44 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst
00000001891b4298 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast
000000018932c848 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst
000000018932c4d0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast
00000001892018c8 (__TEXT,__text) external _vImageUnpremultiplyData_Planar8
0000000189201b34 (__TEXT,__text) external _vImageUnpremultiplyData_PlanarF
0000000189202bb0 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16F
0000000189202760 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16Q12
0000000189202310 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16U
00000001891b8374 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA8888
0000000189202988 (__TEXT,__text) external _vImageUnpremultiplyData_RGBAFFFF
00000001892bda3c (__TEXT,__text) external _vImageVerticalReflect_ARGB16F
00000001892bd284 (__TEXT,__text) external _vImageVerticalReflect_ARGB16S
00000001892bce9c (__TEXT,__text) external _vImageVerticalReflect_ARGB16U
00000001892bcab4 (__TEXT,__text) external _vImageVerticalReflect_ARGB8888
00000001892bd66c (__TEXT,__text) external _vImageVerticalReflect_ARGBFFFF
00000001892bda38 (__TEXT,__text) external _vImageVerticalReflect_CbCr16F
00000001892bd9e8 (__TEXT,__text) external _vImageVerticalReflect_Planar16F
00000001892bd998 (__TEXT,__text) external _vImageVerticalReflect_Planar16U
00000001892bc394 (__TEXT,__text) external _vImageVerticalReflect_Planar8
00000001892bc788 (__TEXT,__text) external _vImageVerticalReflect_PlanarF
000000018939800c (__TEXT,__text) external _vImageVerticalShearD_ARGB16F
00000001892afc30 (__TEXT,__text) external _vImageVerticalShearD_ARGB16S
00000001892af2cc (__TEXT,__text) external _vImageVerticalShearD_ARGB16U
00000001891e6404 (__TEXT,__text) external _vImageVerticalShearD_ARGB8888
00000001892b916c (__TEXT,__text) external _vImageVerticalShearD_ARGBFFFF
0000000189397b40 (__TEXT,__text) external _vImageVerticalShearD_CbCr16F
00000001892b7084 (__TEXT,__text) external _vImageVerticalShearD_CbCr16S
00000001892b6d48 (__TEXT,__text) external _vImageVerticalShearD_CbCr16U
0000000189398528 (__TEXT,__text) external _vImageVerticalShearD_CbCrF
000000018939767c (__TEXT,__text) external _vImageVerticalShearD_Planar16F
00000001892ad0a0 (__TEXT,__text) external _vImageVerticalShearD_Planar8
00000001892ada1c (__TEXT,__text) external _vImageVerticalShearD_PlanarF
0000000189398260 (__TEXT,__text) external _vImageVerticalShear_ARGB16F
00000001892b30cc (__TEXT,__text) external _vImageVerticalShear_ARGB16S
00000001891d81a4 (__TEXT,__text) external _vImageVerticalShear_ARGB16U
00000001891cb828 (__TEXT,__text) external _vImageVerticalShear_ARGB8888
00000001892b0568 (__TEXT,__text) external _vImageVerticalShear_ARGBFFFF
0000000189397d94 (__TEXT,__text) external _vImageVerticalShear_CbCr16F
00000001892b7160 (__TEXT,__text) external _vImageVerticalShear_CbCr16S
00000001892b29ac (__TEXT,__text) external _vImageVerticalShear_CbCr16U
00000001891dfe98 (__TEXT,__text) external _vImageVerticalShear_CbCr8
0000000189398734 (__TEXT,__text) external _vImageVerticalShear_CbCrF
00000001893978c8 (__TEXT,__text) external _vImageVerticalShear_Planar16F
00000001892b0efc (__TEXT,__text) external _vImageVerticalShear_Planar16S
00000001892b1888 (__TEXT,__text) external _vImageVerticalShear_Planar16U
00000001891dc878 (__TEXT,__text) external _vImageVerticalShear_Planar8
00000001892b226c (__TEXT,__text) external _vImageVerticalShear_PlanarF
00000001892b3bec (__TEXT,__text) external _vImageVerticalShear_XRGB2101010W
00000001893d6a5c (__TEXT,__text) non-external _vImage_CGImageFormat_Print
00000001892c03fc (__TEXT,__text) external _vImage_SILBuffer_Allocate_RGBAFFFF
00000001892c14a0 (__TEXT,__text) external _vImage_SILBuffer_Free_RGBAFFFF
00000001892c046c (__TEXT,__text) external _vImage_SILBuffer_Init_RGBAFFFF
00000001893f3f44 (__TEXT,__text) non-external (was a private external) _vImage_free
00000001893f3f38 (__TEXT,__text) non-external (was a private external) _vImage_malloc
00000001893f3f50 (__TEXT,__text) non-external (was a private external) _vImage_posix_memalign
0000000189335d80 (__TEXT,__text) non-external (was a private external) _vImage_vramp
000000018940dab8 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_vec
00000001894002ac (__TEXT,__text) non-external (was a private external) _vInvert_16U_vec
00000001893ff6d8 (__TEXT,__text) non-external (was a private external) _vInvert_8_vec
0000000189400fe8 (__TEXT,__text) non-external (was a private external) _vInvert_F_vec
00000001893fa744 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_vec
00000001893f6c5c (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_vec
00000001893f98f0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_vec
00000001893f4878 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_vec
00000001893f86f4 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_vec
00000001893f5a8c (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_vec
00000001893fe384 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_vec
00000001893fc1dc (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_vec
0000000189412324 (__TEXT,__text) non-external (was a private external) _vLookupTable_2to8_vec
0000000189412530 (__TEXT,__text) non-external (was a private external) _vLookupTable_4to8_vec
000000018931b520 (__TEXT,__text) non-external (was a private external) _vLookupTable_8to64U
00000001891b8af8 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16
000000018931b738 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16WithClipping
000000018941217c (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16toPlanar16_vec
000000018931b51c (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar128
00000001891e36bc (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar16
00000001891e4c30 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar24
000000018931b514 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar48
000000018931b518 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar96
