000000025873f880 (__DATA,__common) external _AfterColour
00000002237ec8c4 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile11toSection32ENS0_11DataRefImplE
00000002237ec8cc (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile11toSection64ENS0_11DataRefImplE
00000002237ec8d4 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile11toSymbolRefENS0_11DataRefImplE
00000002237ec8f8 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile12fileHeader32Ev
00000002237ec900 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile12fileHeader64Ev
00000002237eca9c (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile12getCFileNameEPKNS0_15XCOFFFileAuxEntE
00000002237eed60 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile12getTimeStampEv
00000002237edf04 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile12isSectionBSSENS0_11DataRefImplE
00000002237ee5a0 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile12symbol_beginEv
00000002237ecb2c (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile13getSymbolNameENS0_11DataRefImplE
00000002237eeec0 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile13getSymbolSizeENS0_11DataRefImplE
00000002237ed1f0 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile13getSymbolTypeENS0_11DataRefImplE
00000002237eded8 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile13isSectionDataENS0_11DataRefImplE
00000002237ede94 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile13isSectionTextENS0_11DataRefImplE
00000002237ee620 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile13section_beginEv
00000002237ed8a8 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile14getSectionNameENS0_11DataRefImplE
00000002237ed958 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile14getSectionSizeENS0_11DataRefImplE
00000002237eca84 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile14getStringTableEv
00000002237ee400 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile14getSymbolFlagsENS0_11DataRefImplE
00000002237eee9c (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile14getSymbolIndexEm
00000002237edf30 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile14isDebugSectionENS0_11DataRefImplE
00000002237ec928 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile14moveSymbolNextERNS0_11DataRefImplE
00000002237ed624 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile15getSectionByNumEs
00000002237edeb8 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile15getSectionFlagsENS0_11DataRefImplE
00000002237ed930 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile15getSectionIndexENS0_11DataRefImplE
00000002237ee6f4 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile15getStartAddressEv
00000002237ed884 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile15moveSectionNextERNS0_11DataRefImplE
00000002237ee094 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile15section_rel_endENS0_11DataRefImplE
00000002237ecc4c (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile16getSymbolAddressENS0_11DataRefImplE
00000002237ec81c (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile16getSymbolAuxTypeEm
00000002237ed750 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile16getSymbolSectionENS0_11DataRefImplE
00000002237edf5c (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile16isSectionVirtualENS0_11DataRefImplE
00000002237ec908 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile17auxiliaryHeader32Ev
00000002237ec910 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile17auxiliaryHeader64Ev
00000002237ee668 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile17getBytesInAddressEv
00000002237ee680 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile17getFileFormatNameEv
00000002237ee980 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile17getFileHeaderSizeEv
00000002237ee388 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile17getRelocationTypeENS0_11DataRefImplE
00000002237ed90c (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile17getSectionAddressENS0_11DataRefImplE
00000002237edf84 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile17section_rel_beginENS0_11DataRefImplE
00000002237ef478 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile18getImportFileTableEv
00000002237ed97c (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile18getSectionContentsENS0_11DataRefImplE
00000002237ecce8 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile18getSymbolAlignmentENS0_11DataRefImplE
00000002237eed24 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile18getSymbolSectionIDENS0_9SymbolRefE
00000002237ecca0 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile18getSymbolValueImplENS0_11DataRefImplE
00000002237ee1d0 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile18moveRelocationNextERNS0_11DataRefImplE
00000002237ec824 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile19checkSectionAddressEmm
00000002237ec8b0 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile19getNumberOfSectionsEv
00000002237ee1f0 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile19getRelocationOffsetENS0_11DataRefImplE
00000002237ee2b0 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile19getRelocationSymbolENS0_11DataRefImplE
00000002237edbd8 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile19getSectionAlignmentENS0_11DataRefImplE
00000002237ec970 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile19getStringTableEntryEj
00000002237ee6e0 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile19isRelocatableObjectEv
00000002237ede8c (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile19isSectionCompressedENS0_11DataRefImplE
00000002237ee708 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile19mapDebugSectionNameENS_9StringRefE
00000002237ec898 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile20getSectionHeaderSizeEv
00000002237ef004 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile20getSymbolNameByIndexEj
00000002237eebe0 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile20getSymbolSectionNameENS0_14XCOFFSymbolRefE
00000002237ec918 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile20sectionHeaderTable32Ev
00000002237ec920 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile20sectionHeaderTable64Ev
00000002237eed70 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile21getOptionalHeaderSizeEv
00000002237ee3a4 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile21getRelocationTypeNameENS0_11DataRefImplERNS_15SmallVectorImplIcEE
00000002237ed904 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile22getSectionNameInternalENS0_11DataRefImplE
00000002237eed84 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile22getSymbolTableOffset32Ev
00000002237eeda4 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile22getSymbolTableOffset64Ev
00000002237eedf0 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile23checkSymbolEntryPointerEm
00000002237ed0d8 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile23getCommonSymbolSizeImplENS0_11DataRefImplE
00000002237edbdc (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile23getLoaderSectionAddressEv
00000002237eedb4 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile26getEndOfSymbolTableAddressEv
00000002237ee62c (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile28getSectionHeaderTableAddressEv
00000002237ee378 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile28getSymbolEntryAddressByIndexEj
00000002237ee5ec (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile29getNumberOfSymbolTableEntriesEv
00000002237ee34c (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile31getNumberOfSymbolTableEntries64Ev
00000002237eed94 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile34getRawNumberOfSymbolTableEntries32Ev
00000002237ee35c (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile38getLogicalNumberOfSymbolTableEntries32Ev
00000002237ee6ac (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile7getArchEv
00000002237ed740 (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile7is64BitEv
00000002237ef12c (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile8getFlagsEv
00000002237eebcc (__TEXT,__text) external __ZNK4llvm6object15XCOFFObjectFile8getMagicEv
00000002237ec298 (__TEXT,__text) weak external __ZNK4llvm6object15XCOFFRelocationINS_7support6detail31packed_endian_specific_integralIjLNS2_10endiannessE0ELm1ELm1EEEE16isFixupIndicatedEv
00000002237ec2a4 (__TEXT,__text) weak external __ZNK4llvm6object15XCOFFRelocationINS_7support6detail31packed_endian_specific_integralIjLNS2_10endiannessE0ELm1ELm1EEEE18getRelocatedLengthEv
00000002237ec28c (__TEXT,__text) weak external __ZNK4llvm6object15XCOFFRelocationINS_7support6detail31packed_endian_specific_integralIjLNS2_10endiannessE0ELm1ELm1EEEE18isRelocationSignedEv
00000002237ec2c0 (__TEXT,__text) weak external __ZNK4llvm6object15XCOFFRelocationINS_7support6detail31packed_endian_specific_integralIyLNS2_10endiannessE0ELm1ELm1EEEE16isFixupIndicatedEv
00000002237ec2cc (__TEXT,__text) weak external __ZNK4llvm6object15XCOFFRelocationINS_7support6detail31packed_endian_specific_integralIyLNS2_10endiannessE0ELm1ELm1EEEE18getRelocatedLengthEv
00000002237ec2b4 (__TEXT,__text) weak external __ZNK4llvm6object15XCOFFRelocationINS_7support6detail31packed_endian_specific_integralIyLNS2_10endiannessE0ELm1ELm1EEEE18isRelocationSignedEv
000000022378b3b0 (__TEXT,__text) external __ZNK4llvm6object17ELFObjectFileBase11getFeaturesEv
000000022378b908 (__TEXT,__text) external __ZNK4llvm6object17ELFObjectFileBase13setARMSubArchERNS_6TripleE
000000022378b4ac (__TEXT,__text) external __ZNK4llvm6object17ELFObjectFileBase13tryGetCPUNameEv
000000022378aa6c (__TEXT,__text) external __ZNK4llvm6object17ELFObjectFileBase14getARMFeaturesEv
000000022378a884 (__TEXT,__text) external __ZNK4llvm6object17ELFObjectFileBase15getMIPSFeaturesEv
000000022378bcb4 (__TEXT,__text) external __ZNK4llvm6object17ELFObjectFileBase15getPltAddressesEv
000000022378b524 (__TEXT,__text) external __ZNK4llvm6object17ELFObjectFileBase16getAMDGPUCPUNameEv
000000022378afb4 (__TEXT,__text) external __ZNK4llvm6object17ELFObjectFileBase16getRISCVFeaturesEv
000000022378c644 (__TEXT,__text) external __ZNK4llvm6object17ELFObjectFileBase18readDynsymVersionsEv
000000022375e26c (__TEXT,__text) external __ZNK4llvm6object17ImportedSymbolRef10getOrdinalERt
000000022375e168 (__TEXT,__text) external __ZNK4llvm6object17ImportedSymbolRef13getSymbolNameERNS_9StringRefE
000000022375e240 (__TEXT,__text) external __ZNK4llvm6object17ImportedSymbolRef14getHintNameRVAERj
000000022375e20c (__TEXT,__text) external __ZNK4llvm6object17ImportedSymbolRef9isOrdinalERb
000000022375e11c (__TEXT,__text) external __ZNK4llvm6object17ImportedSymbolRefeqERKS1_
000000022379d48c (__TEXT,__text) external __ZNK4llvm6object18GenericBinaryError3logERNS_11raw_ostreamE
00000002237cec74 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile10asFunctionENS0_11DataRefImplE
00000002237ced10 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile10asVariableENS0_11DataRefImplE
00000002237c9308 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile10symbol_endEv
00000002237cb048 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile11getFeaturesEv
00000002237cd698 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile11reflectionsEv
00000002237cafdc (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile11section_endEv
00000002237ce9a0 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile12hashOfModuleENSt3__111__wrap_iterIPKNS2_10unique_ptrINS_8metallib14MetalLibModuleENS2_14default_deleteIS6_EEEEEE
00000002237cafa4 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile12isSectionBSSENS0_11DataRefImplE
00000002237c92fc (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile12symbol_beginEv
00000002237cb054 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile13getArchTripleEv
00000002237ca15c (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile13getSymbolHashENS0_11DataRefImplE
00000002237c9344 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile13getSymbolNameENS0_11DataRefImplE
00000002237c98a4 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile13getSymbolTypeENS0_11DataRefImplE
00000002237caf9c (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile13isSectionDataENS0_11DataRefImplE
00000002237caf90 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile13isSectionTextENS0_11DataRefImplE
00000002237cafd0 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile13section_beginEv
00000002237caae8 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile14getSectionNameENS0_11DataRefImplE
00000002237cad58 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile14getSectionSizeENS0_11DataRefImplE
00000002237c92b0 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile14getSymbolFlagsENS0_11DataRefImplE
00000002237cdf88 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile14moduleWithHashENS_8ArrayRefIhEE
00000002237c7e84 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile14moveSymbolNextERNS0_11DataRefImplE
00000002237cb3ac (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile14publicMetadataEv
00000002237cad50 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile15getSectionIndexENS0_11DataRefImplE
00000002237c9974 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile15getTargetTripleEv
00000002237cd5dc (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile15importedSymbolsEv
00000002237ca9fc (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile15moveSectionNextERNS0_11DataRefImplE
00000002237cc06c (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile15privateMetadataEv
00000002237cafb8 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile15section_rel_endENS0_11DataRefImplE
00000002237cd4ac (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile16dynamicLibrariesEv
00000002237ce780 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile16functionOfModuleENSt3__111__wrap_iterIPKNS2_10unique_ptrINS_8metallib14MetalLibModuleENS2_14default_deleteIS6_EEEEEE
00000002237cdcc8 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile16functionWithHashENS_8ArrayRefIhEE
00000002237cadf8 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile16getSectionOffsetENS0_11DataRefImplE
00000002237c9754 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile16getSymbolAddressENS0_11DataRefImplE
00000002237c9900 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile16getSymbolSectionENS0_11DataRefImplE
00000002237cafac (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile16isSectionVirtualENS0_11DataRefImplE
00000002237cccd4 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile16linkerWorkingDirEv
00000002237ce304 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile16scriptWithOffsetEy
00000002237ce3e8 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile16sourceOfFunctionENS1_18iterator_referenceINSt3__111__wrap_iterIPKNS3_10unique_ptrINS_8metallib16MetalLibFunctionENS3_14default_deleteIS7_EEEEEEEE
00000002237ce5b4 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile16sourceOfVariableENS1_18iterator_referenceINSt3__111__wrap_iterIPKNS3_10unique_ptrINS_8metallib16MetalLibVariableENS3_14default_deleteIS7_EEEEEEEE
00000002237ce890 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile16variableOfModuleENSt3__111__wrap_iterIPKNS2_10unique_ptrINS_8metallib14MetalLibModuleENS2_14default_deleteIS6_EEEEEE
00000002237cde80 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile16variableWithHashENS_8ArrayRefIhEE
00000002237ca720 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile17findDynamicSymbolENS_9StringRefE
00000002237cafe8 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile17getBytesInAddressEv
00000002237cb038 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile17getFileFormatNameEv
00000002237cafc8 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile17getRelocationTypeENS0_11DataRefImplE
00000002237cacb0 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile17getSectionAddressENS0_11DataRefImplE
00000002237ca274 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile17getSymbolImplNameENS0_11DataRefImplE
00000002237ca4f0 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile17getSymbolImplSizeENS0_11DataRefImplE
00000002237cc9b4 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile17linkerCommandLineEv
00000002237cafb4 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile17section_rel_beginENS0_11DataRefImplE
00000002237ca6f4 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile18dynamic_symbol_endEv
00000002237cae98 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile18getSectionContentsENS0_11DataRefImplE
00000002237c9758 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile18getSymbolValueImplENS0_11DataRefImplE
00000002237cd0e4 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile18libraryInstallNameEv
00000002237cafbc (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile18moveRelocationNextERNS0_11DataRefImplE
00000002237cafc0 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile19getRelocationOffsetENS0_11DataRefImplE
00000002237cafc4 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile19getRelocationSymbolENS0_11DataRefImplE
00000002237caf84 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile19getSectionAlignmentENS0_11DataRefImplE
00000002237cb04c (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile19isRelocatableObjectEv
00000002237caf88 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile19isSectionCompressedENS0_11DataRefImplE
00000002237cda78 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile19materializeScriptNoEj
00000002237cce20 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile19materializeSourceNoEj
00000002237ca694 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile20dynamic_symbol_beginEv
00000002237ca394 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile20getSymbolImplAddressENS0_11DataRefImplE
00000002237ca644 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile20getSymbolImplSectionENS0_11DataRefImplE
00000002237cafcc (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile21getRelocationTypeNameENS0_11DataRefImplERNS_15SmallVectorImplIcEE
00000002237c800c (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile21materializeFunctionNoEj
00000002237c8aa4 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile21materializeVariableNoEj
00000002237c98a0 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile23getCommonSymbolSizeImplENS0_11DataRefImplE
00000002237cd754 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile23materializeReflectionNoEj
00000002237cd158 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile24materializeDynamicHeaderEv
00000002237cca28 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile24materializeSourcesHeaderEv
00000002237cfec0 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile25materializeAdditionalDataERPKhS3_h
00000002237c94c4 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile27materializeImportedSymbolNoEj
00000002237cb460 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile27materializePublicMetadataNoEj
00000002237ceb34 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile27referencesExternalResourcesEv
00000002237ca11c (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile30materializeModuleForFunctionNoEj
00000002237ca13c (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile30materializeModuleForVariableNoEj
00000002237cb294 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile7getUUIDEv
00000002237cc864 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile7modulesEv
00000002237cd9bc (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile7scriptsEv
00000002237ccd48 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile7sourcesEv
00000002237cb2f8 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile9functionsEv
00000002237cd520 (__TEXT,__text) external __ZNK4llvm6object18MetalLibObjectFile9variablesEv
00000002237ec20c (__TEXT,__text) weak external __ZNK4llvm6object18XCOFFSectionHeaderINS0_20XCOFFSectionHeader32EE14getSectionTypeEv
00000002237ec21c (__TEXT,__text) weak external __ZNK4llvm6object18XCOFFSectionHeaderINS0_20XCOFFSectionHeader32EE21isReservedSectionTypeEv
00000002237ec1cc (__TEXT,__text) weak external __ZNK4llvm6object18XCOFFSectionHeaderINS0_20XCOFFSectionHeader32EE7getNameEv
00000002237ec26c (__TEXT,__text) weak external __ZNK4llvm6object18XCOFFSectionHeaderINS0_20XCOFFSectionHeader64EE14getSectionTypeEv
00000002237ec27c (__TEXT,__text) weak external __ZNK4llvm6object18XCOFFSectionHeaderINS0_20XCOFFSectionHeader64EE21isReservedSectionTypeEv
00000002237ec22c (__TEXT,__text) weak external __ZNK4llvm6object18XCOFFSectionHeaderINS0_20XCOFFSectionHeader64EE7getNameEv
000000022374ed24 (__TEXT,__text) external __ZNK4llvm6object19ArchiveMemberHeader10getRawNameEv
000000022375038c (__TEXT,__text) external __ZNK4llvm6object19ArchiveMemberHeader15getNextChildLocEv
000000022375025c (__TEXT,__text) external __ZNK4llvm6object19ArchiveMemberHeader6isThinEv
000000022374f2e4 (__TEXT,__text) external __ZNK4llvm6object19ArchiveMemberHeader7getNameEy
000000022374fbdc (__TEXT,__text) external __ZNK4llvm6object19ArchiveMemberHeader7getSizeEv
00000002237f0610 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable10getVersionEv
00000002237f05e0 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable12isAllocaUsedEv
00000002237f061c (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable13getLanguageIDEv
00000002237f05f0 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable13hasVectorInfoEv
00000002237f06f8 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable15hasParmsOnStackEv
00000002237f0628 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable15isGlobalLinkageEv
00000002237f06d8 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable17getNumOfFPRsSavedEv
00000002237f06e8 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable17getNumOfGPRsSavedEv
00000002237f0600 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable17hasExtensionTableEv
00000002237f06b8 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable17isBackChainStoredEv
00000002237f05d0 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable17isFuncNamePresentEv
00000002237f0590 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable18getNumberOfFPParmsEv
00000002237f05b0 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable18isInterruptHandlerEv
00000002237f0648 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable19isInternalProcedureEv
00000002237f05c0 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable20hasControlledStorageEv
00000002237f0584 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable21getNumberOfFixedParmsEv
00000002237f0668 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable22isFloatingPointPresentEv
00000002237f0688 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable23getOnConditionDirectiveEv
00000002237f05a0 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable23hasTraceBackTableOffsetEv
00000002237f0638 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable27isOutOfLineEpilogOrPrologueEv
00000002237f0678 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable41isFloatingPointOperationLogOrAbortEnabledEv
00000002237f06c8 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable7isFixupEv
00000002237f0698 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable9isCRSavedEv
00000002237f06a8 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable9isLRSavedEv
00000002237f0658 (__TEXT,__text) external __ZNK4llvm6object19XCOFFTracebackTable9isTOClessEv
00000002237b3540 (__TEXT,__text) external __ZNK4llvm6object20MachORebaseBindEntry8typeNameEv
00000002237b359c (__TEXT,__text) external __ZNK4llvm6object20MachORebaseBindEntryeqERKS1_
00000002237c4c6c (__TEXT,__text) external __ZNK4llvm6object20MachOUniversalBinary13ObjectForArch12getAsArchiveEv
00000002237c4be4 (__TEXT,__text) external __ZNK4llvm6object20MachOUniversalBinary13ObjectForArch13getAsIRObjectERNS_11LLVMContextE
00000002237c4cf4 (__TEXT,__text) external __ZNK4llvm6object20MachOUniversalBinary13ObjectForArch13getAsMetalLibEv
00000002237c4b4c (__TEXT,__text) external __ZNK4llvm6object20MachOUniversalBinary13ObjectForArch15getAsObjectFileEv
00000002237c5d74 (__TEXT,__text) external __ZNK4llvm6object20MachOUniversalBinary16getObjectForArchENS_9StringRefE
00000002237c6048 (__TEXT,__text) external __ZNK4llvm6object20MachOUniversalBinary17getArchiveForArchENS_9StringRefE
