
/Volumes/Macintosh HD 1/usr/lib/system/libsystem_kernel.dylib (for architecture i386):
00031320 (__DATA,__data) external _NDR_record
000000000003c060 (__DATA_DIRTY,__common) external _errno
000000000002762c (__TEXT,__text) external _etap_trace_thread
0000000000017abc (__TEXT,__text) external _exc_server
0000000000017724 (__TEXT,__text) external _exc_server_routine
0000000000017158 (__TEXT,__text) external _exception_raise
00000000000172d0 (__TEXT,__text) external _exception_raise_state
00000000000174f8 (__TEXT,__text) external _exception_raise_state_identity
000000000000c5f0 (__TEXT,__text) external _exchangedata
0000000000008ffc (__TEXT,__text) external _execve
000000000002b3f4 (__TEXT,__text) external _faccessat
000000000002b420 (__TEXT,__text) external _fchdir
0000000000006348 (__TEXT,__text) external _fchflags
0000000000005584 (__TEXT,__text) external _fchmod
000000000002b44c (__TEXT,__text) external _fchmodat
0000000000006724 (__TEXT,__text) external _fchown
000000000002b478 (__TEXT,__text) external _fchownat
000000000002b4a4 (__TEXT,__text) external _fclonefileat
00000000000018d8 (__TEXT,__text) external _fcntl
0000000000005140 (__TEXT,__text) external _fcntl$NOCANCEL
000000000002b4d0 (__TEXT,__text) external _fdatasync
0000000000008300 (__TEXT,__text) external _ffsctl
00000000000046c8 (__TEXT,__text) external _fgetattrlist
00000000000054c4 (__TEXT,__text) external _fgetxattr
000000000002b4fc (__TEXT,__text) external _fhopen
0000000000006efc (__TEXT,__text) external _fileport_makefd
0000000000007128 (__TEXT,__text) external _fileport_makeport
000000000000c524 (__TEXT,__text) external _flistxattr
0000000000004e4c (__TEXT,__text) external _flock
000000000002b528 (__TEXT,__text) external _fmount
000000000002b554 (__TEXT,__text) external _fpathconf
000000000000e8b4 (__TEXT,__text) non-external (was a private external) _fprintf_stderr
0000000000007d80 (__TEXT,__text) non-external (was a private external) _free
000000000002b580 (__TEXT,__text) external _fremovexattr
000000000001426c (__TEXT,__text) external _fs_snapshot_create
0000000000014288 (__TEXT,__text) external _fs_snapshot_delete
0000000000008ee4 (__TEXT,__text) external _fs_snapshot_list
00000000000142f8 (__TEXT,__text) external _fs_snapshot_mount
00000000000142a4 (__TEXT,__text) external _fs_snapshot_rename
00000000000142c0 (__TEXT,__text) external _fs_snapshot_revert
00000000000142dc (__TEXT,__text) external _fs_snapshot_root
000000000000469c (__TEXT,__text) external _fsctl
00000000000066f8 (__TEXT,__text) external _fsetattrlist
00000000000061a8 (__TEXT,__text) external _fsetxattr
0000000000004790 (__TEXT,__text) external _fsgetpath
000000000002b5ac (__TEXT,__text) external _fsgetpath_ext
000000000002b604 (__TEXT,__text) external _fstat
000000000002b604 (__TEXT,__text) external _fstat64
000000000002b65c (__TEXT,__text) external _fstatat
000000000002b65c (__TEXT,__text) external _fstatat64
000000000000bc28 (__TEXT,__text) external _fstatfs
000000000000bc28 (__TEXT,__text) external _fstatfs64
0000000000004840 (__TEXT,__text) external _fsync
000000000002a2d8 (__TEXT,__text) external _fsync$NOCANCEL
0000000000004490 (__TEXT,__text) external _ftruncate
00000000000100e0 (__TEXT,__text) external _futimens
0000000000006374 (__TEXT,__text) external _futimes
0000000000038000 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00000000000017f8 (__TEXT,__text) external _getattrlist
000000000002b6b4 (__TEXT,__text) external _getattrlistat
00000000000044e8 (__TEXT,__text) external _getattrlistbulk
0000000000016878 (__TEXT,__text) external _getaudit
00000000000031a0 (__TEXT,__text) external _getaudit_addr
000000000002b6e0 (__TEXT,__text) external _getauid
000000000002b70c (__TEXT,__text) external _getdirentries
000000000002b738 (__TEXT,__text) external _getdirentriesattr
0000000000009248 (__TEXT,__text) external _getdtablesize
0000000000002960 (__TEXT,__text) external _getegid
0000000000001358 (__TEXT,__text) external _getentropy
000000000000210c (__TEXT,__text) external _geteuid
000000000002b764 (__TEXT,__text) external _getfh
000000000002b7bc (__TEXT,__text) external _getfsstat
000000000002b7bc (__TEXT,__text) external _getfsstat64
00000000000050bc (__TEXT,__text) external _getgid
0000000000006750 (__TEXT,__text) external _getgroups
0000000000006524 (__TEXT,__text) external _gethostuuid
000000000000568c (__TEXT,__text) external _getiopolicy_np
000000000002b7e8 (__TEXT,__text) external _getitimer
0000000000005558 (__TEXT,__text) external _getpeername
000000000000a7b4 (__TEXT,__text) external _getpgid
0000000000008fd0 (__TEXT,__text) external _getpgrp
0000000000001394 (__TEXT,__text) external _getpid
00000000000071ac (__TEXT,__text) external _getppid
0000000000008e08 (__TEXT,__text) external _getpriority
000000000000316c (__TEXT,__text) external _getrlimit
0000000000008110 (__TEXT,__text) external _getrusage
000000000002a304 (__TEXT,__text) external _getsgroups_np
000000000002b814 (__TEXT,__text) external _getsid
000000000000832c (__TEXT,__text) external _getsockname
000000000000546c (__TEXT,__text) external _getsockopt
0000000000002908 (__TEXT,__text) external _getuid
000000000002a330 (__TEXT,__text) external _getwgroups_np
0000000000003f3c (__TEXT,__text) external _getxattr
000000000002b840 (__TEXT,__text) external _grab_pgo_data
0000000000004814 (__TEXT,__text) external _guarded_close_np
000000000000adcc (__TEXT,__text) external _guarded_kqueue_np
000000000000e92c (__TEXT,__text) external _guarded_open_dprotected_np
0000000000004598 (__TEXT,__text) external _guarded_open_np
00000000000045f4 (__TEXT,__text) external _guarded_pwrite_np
0000000000008490 (__TEXT,__text) external _guarded_write_np
000000000002b86c (__TEXT,__text) external _guarded_writev_np
0000000000032fa9 (__TEXT,__cstring) non-external _hex
000000000000e97c (__TEXT,__text) external _host_check_multiuser_mode
0000000000001ed4 (__TEXT,__text) external _host_create_mach_voucher
0000000000000f04 (__TEXT,__text) external _host_create_mach_voucher_trap
0000000000017f9c (__TEXT,__text) external _host_default_memory_manager
000000000001981c (__TEXT,__text) external _host_get_UNDServer
000000000000e95c (__TEXT,__text) external _host_get_atm_diagnostic_flag
0000000000017b48 (__TEXT,__text) external _host_get_boot_info
0000000000018644 (__TEXT,__text) external _host_get_clock_control
0000000000006b08 (__TEXT,__text) external _host_get_clock_service
0000000000018e00 (__TEXT,__text) external _host_get_exception_ports
000000000000486c (__TEXT,__text) external _host_get_io_master
000000000000e974 (__TEXT,__text) external _host_get_multiuser_config_flags
0000000000001af8 (__TEXT,__text) external _host_get_special_port
0000000000005ccc (__TEXT,__text) external _host_info
000000000001a510 (__TEXT,__text) external _host_kernel_version
000000000001b1d4 (__TEXT,__text) external _host_lockgroup_info
000000000000eae8 (__TEXT,__text) external _host_page_size
0000000000017dd8 (__TEXT,__text) external _host_priv_statistics
000000000001a920 (__TEXT,__text) external _host_processor_info
0000000000019598 (__TEXT,__text) external _host_processor_set_priv
000000000001942c (__TEXT,__text) external _host_processor_sets
00000000000184d8 (__TEXT,__text) external _host_processors
0000000000017cb8 (__TEXT,__text) external _host_reboot
000000000001b7bc (__TEXT,__text) external _host_register_mach_voucher_attr_manager
000000000001b940 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
0000000000002e6c (__TEXT,__text) external _host_request_notification
0000000000019b44 (__TEXT,__text) external _host_security_create_task_token
0000000000019cdc (__TEXT,__text) external _host_security_set_task_token
000000000000ed58 (__TEXT,__text) external _host_self
0000000000000dc0 (__TEXT,__text) external _host_self_trap
0000000000019700 (__TEXT,__text) external _host_set_UNDServer
000000000001babc (__TEXT,__text) external _host_set_atm_diagnostic_flag
0000000000018ccc (__TEXT,__text) external _host_set_exception_ports
000000000001bddc (__TEXT,__text) external _host_set_multiuser_config_flags
0000000000018b9c (__TEXT,__text) external _host_set_special_port
000000000000a8a0 (__TEXT,__text) external _host_statistics
000000000000a1d8 (__TEXT,__text) external _host_statistics64
0000000000019074 (__TEXT,__text) external _host_swap_exception_ports
000000000001ac1c (__TEXT,__text) external _host_virtual_physical_table_info
00000000000381e0 (__DATA,__data) external _important_boost_assertion_token
0000000000040088 (__AUTH_CONST,__const) external _internal_catch_exc_subsystem
000000000000e800 (__TEXT,__text) non-external (was a private external) _internal_catch_exception_raise
00000000000381c8 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
000000000000e72c (__TEXT,__text) non-external (was a private external) _internal_catch_exception_raise_state
00000000000381c0 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
000000000000e644 (__TEXT,__text) non-external (was a private external) _internal_catch_exception_raise_state_identity
00000000000381b8 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
0000000000005360 (__TEXT,__text) external _ioctl
0000000000000b88 (__TEXT,__text) external _issetugid
000000000002b898 (__TEXT,__text) external _kas_info
0000000000000a20 (__TEXT,__text) external _kdebug_is_enabled
0000000000014324 (__TEXT,__text) external _kdebug_signpost
000000000000a890 (__TEXT,__text) external _kdebug_signpost_end
000000000000a7f0 (__TEXT,__text) non-external _kdebug_signpost_internal
000000000000a7e0 (__TEXT,__text) external _kdebug_signpost_start
0000000000000b08 (__TEXT,__text) external _kdebug_trace
00000000000038ec (__TEXT,__text) external _kdebug_trace_string
0000000000000a80 (__TEXT,__text) external _kdebug_typefilter
000000000003c6b8 (__DATA_DIRTY,__bss) non-external _kdebug_typefilter.typefilter
0000000000014310 (__TEXT,__text) external _kdebug_using_continuous_time
0000000000006d4c (__TEXT,__text) external _kevent
000000000000bee0 (__TEXT,__text) external _kevent64
0000000000002b08 (__TEXT,__text) external _kevent_id
0000000000002adc (__TEXT,__text) external _kevent_qos
000000000001996c (__TEXT,__text) external _kext_request
00000000000088fc (__TEXT,__text) external _kill
00000000000189fc (__TEXT,__text) external _kmod_control
00000000000187a8 (__TEXT,__text) external _kmod_create
00000000000188dc (__TEXT,__text) external _kmod_destroy
000000000001aab0 (__TEXT,__text) external _kmod_get_info
0000000000016950 (__TEXT,__text) external _kpersona_alloc
00000000000169d0 (__TEXT,__text) external _kpersona_dealloc
0000000000016a9c (__TEXT,__text) external _kpersona_find
0000000000016b20 (__TEXT,__text) external _kpersona_find_by_type
000000000000507c (__TEXT,__text) external _kpersona_get
0000000000016a14 (__TEXT,__text) external _kpersona_getpath
0000000000004d80 (__TEXT,__text) external _kpersona_info
0000000000016990 (__TEXT,__text) external _kpersona_palloc
0000000000016a58 (__TEXT,__text) external _kpersona_pidinfo
0000000000006d20 (__TEXT,__text) external _kqueue
000000000000677c (__TEXT,__text) external _lchown
000000000002b8c4 (__TEXT,__text) external _ledger
0000000000005724 (__TEXT,__text) external _link
000000000002b8f0 (__TEXT,__text) external _linkat
000000000002b91c (__TEXT,__text) external _lio_listio
0000000000008f20 (__TEXT,__text) external _listen
0000000000004514 (__TEXT,__text) external _listxattr
0000000000019e20 (__TEXT,__text) external _lock_acquire
000000000001a2c0 (__TEXT,__text) external _lock_handoff
000000000001a3e8 (__TEXT,__text) external _lock_handoff_accept
000000000001a198 (__TEXT,__text) external _lock_make_stable
0000000000019f48 (__TEXT,__text) external _lock_release
0000000000022c70 (__TEXT,__text) external _lock_set_create
0000000000022dd4 (__TEXT,__text) external _lock_set_destroy
000000000001a070 (__TEXT,__text) external _lock_try
00000000000105a8 (__TEXT,__text) external _log_data_as_kernel
00000000000026d0 (__TEXT,__text) external _lseek
000000000000bb0c (__TEXT,__text) external _lstat
000000000000bb0c (__TEXT,__text) external _lstat64
00000000000012e0 (__TEXT,__text) external _mach_absolute_time
0000000000001340 (__TEXT,__text) external _mach_absolute_time_kernel
000000000000252c (__TEXT,__text) external _mach_approximate_time
000000000000fe44 (__TEXT,__text) external _mach_boottime_usec
0000000000007e00 (__TEXT,__text) external _mach_continuous_approximate_time
0000000000001278 (__TEXT,__text) external _mach_continuous_time
000000000000134c (__TEXT,__text) external _mach_continuous_time_kernel
000000000000ea64 (__TEXT,__text) external _mach_error
0000000000038210 (__DATA,__common) external _mach_error_full_diag
000000000000730c (__TEXT,__text) external _mach_error_string
0000000000007330 (__TEXT,__text) non-external (was a private external) _mach_error_string_int
000000000000e984 (__TEXT,__text) external _mach_error_type
0000000000029814 (__TEXT,__text) external _mach_eventlink_associate
0000000000029574 (__TEXT,__text) external _mach_eventlink_create
0000000000029700 (__TEXT,__text) external _mach_eventlink_destroy
0000000000029954 (__TEXT,__text) external _mach_eventlink_disassociate
0000000000010044 (__TEXT,__text) external _mach_eventlink_signal
00000000000100a0 (__TEXT,__text) external _mach_eventlink_signal_wait_until
0000000000010060 (__TEXT,__text) external _mach_eventlink_wait_until
0000000000000e5c (__TEXT,__text) external _mach_generate_activity_id
0000000000002d70 (__TEXT,__text) external _mach_get_times
0000000000001af4 (__TEXT,__text) external _mach_host_self
000000000000cf5c (__TEXT,__text) external _mach_host_special_port_description
0000000000034000 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
000000000000cfbc (__TEXT,__text) external _mach_host_special_port_for_id
0000000000038040 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
000000000000697c (__TEXT,__text) external _mach_init
000000000003c6a8 (__DATA_DIRTY,__bss) non-external _mach_init.mach_init_inited
00000000000069b4 (__TEXT,__text) non-external _mach_init_doit
000000000001fb60 (__TEXT,__text) external _mach_make_memory_entry
000000000000236c (__TEXT,__text) external _mach_make_memory_entry_64
00000000000292e0 (__TEXT,__text) external _mach_memory_entry_access_tracking
0000000000029440 (__TEXT,__text) external _mach_memory_entry_ownership
00000000000291a0 (__TEXT,__text) external _mach_memory_entry_purgable_control
000000000001bbdc (__TEXT,__text) external _mach_memory_info
000000000001a79c (__TEXT,__text) external _mach_memory_object_memory_entry
000000000001b050 (__TEXT,__text) external _mach_memory_object_memory_entry_64
0000000000001138 (__TEXT,__text) external _mach_msg
0000000000001c5c (__TEXT,__text) external _mach_msg_destroy
0000000000001db8 (__TEXT,__text) non-external _mach_msg_destroy_port
0000000000009080 (__TEXT,__text) external _mach_msg_overwrite
0000000000000dd8 (__TEXT,__text) external _mach_msg_overwrite_trap
000000000000eb58 (__TEXT,__text) external _mach_msg_priority_encode
000000000000eb48 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
000000000000eb8c (__TEXT,__text) external _mach_msg_priority_overide_qos
000000000000eb9c (__TEXT,__text) external _mach_msg_priority_qos
000000000000ebac (__TEXT,__text) external _mach_msg_priority_relpri
000000000000c550 (__TEXT,__text) external _mach_msg_receive
0000000000005708 (__TEXT,__text) external _mach_msg_send
00000000000085e0 (__TEXT,__text) external _mach_msg_server
00000000000091dc (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
000000000000eb44 (__TEXT,__text) external _mach_msg_server_importance
000000000000b350 (__TEXT,__text) external _mach_msg_server_once
0000000000000dcc (__TEXT,__text) external _mach_msg_trap
0000000000020450 (__TEXT,__text) external _mach_notify_dead_name
000000000002039c (__TEXT,__text) external _mach_notify_no_senders
00000000000202d4 (__TEXT,__text) external _mach_notify_port_deleted
0000000000020338 (__TEXT,__text) external _mach_notify_port_destroyed
0000000000020400 (__TEXT,__text) external _mach_notify_send_once
0000000000002f9c (__TEXT,__text) external _mach_port_allocate
0000000000016418 (__TEXT,__text) external _mach_port_allocate_full
0000000000016404 (__TEXT,__text) external _mach_port_allocate_name
0000000000016414 (__TEXT,__text) external _mach_port_allocate_qos
0000000000001f64 (__TEXT,__text) external _mach_port_construct
0000000000002138 (__TEXT,__text) external _mach_port_deallocate
0000000000006520 (__TEXT,__text) external _mach_port_destroy
0000000000002768 (__TEXT,__text) external _mach_port_destruct
00000000000165cc (__TEXT,__text) external _mach_port_dnrequest_info
000000000000439c (__TEXT,__text) external _mach_port_extract_member
000000000000a504 (__TEXT,__text) external _mach_port_extract_right
00000000000036f8 (__TEXT,__text) external _mach_port_get_attributes
00000000000061d4 (__TEXT,__text) external _mach_port_get_context
0000000000004200 (__TEXT,__text) external _mach_port_get_refs
000000000000c15c (__TEXT,__text) external _mach_port_get_set_status
0000000000016420 (__TEXT,__text) external _mach_port_get_srights
0000000000003c34 (__TEXT,__text) external _mach_port_guard
000000000001664c (__TEXT,__text) external _mach_port_guard_with_flags
000000000000300c (__TEXT,__text) external _mach_port_insert_member
0000000000003234 (__TEXT,__text) external _mach_port_insert_right
00000000000165d0 (__TEXT,__text) external _mach_port_kernel_object
00000000000165d4 (__TEXT,__text) external _mach_port_kobject
00000000000165d8 (__TEXT,__text) external _mach_port_kobject_description
0000000000001548 (__TEXT,__text) external _mach_port_mod_refs
0000000000005e90 (__TEXT,__text) external _mach_port_move_member
00000000000163fc (__TEXT,__text) external _mach_port_names
0000000000016408 (__TEXT,__text) external _mach_port_peek
0000000000016400 (__TEXT,__text) external _mach_port_rename
0000000000002bb8 (__TEXT,__text) external _mach_port_request_notification
0000000000003784 (__TEXT,__text) external _mach_port_set_attributes
000000000000c034 (__TEXT,__text) external _mach_port_set_context
000000000001640c (__TEXT,__text) external _mach_port_set_mscount
0000000000016410 (__TEXT,__text) external _mach_port_set_seqno
0000000000016428 (__TEXT,__text) external _mach_port_space_basic_info
0000000000016424 (__TEXT,__text) external _mach_port_space_info
0000000000016650 (__TEXT,__text) external _mach_port_swap_guard
00000000000039a4 (__TEXT,__text) external _mach_port_type
00000000000165dc (__TEXT,__text) external _mach_port_unguard
000000000000bc54 (__TEXT,__text) external _mach_ports_lookup
000000000000813c (__TEXT,__text) external _mach_ports_register
0000000000000d9c (__TEXT,__text) external _mach_reply_port
000000000000f030 (__TEXT,__text) external _mach_right_recv_construct
000000000002c730 (__TEXT,__text) non-external _mach_right_recv_construct.cold.1
000000000000f0e0 (__TEXT,__text) external _mach_right_recv_destruct
000000000002c758 (__TEXT,__text) non-external _mach_right_recv_destruct.cold.1
000000000002c780 (__TEXT,__text) non-external _mach_right_recv_destruct.cold.2
000000000000f138 (__TEXT,__text) external _mach_right_send_create
000000000002c7a8 (__TEXT,__text) non-external _mach_right_send_create.cold.1
000000000000f228 (__TEXT,__text) external _mach_right_send_once_consume
000000000002c870 (__TEXT,__text) non-external _mach_right_send_once_consume.cold.1
000000000002c898 (__TEXT,__text) non-external _mach_right_send_once_consume.cold.2
000000000000f1d8 (__TEXT,__text) external _mach_right_send_once_create
000000000002c848 (__TEXT,__text) non-external _mach_right_send_once_create.cold.1
0000000000005750 (__TEXT,__text) external _mach_right_send_release
000000000002c7f8 (__TEXT,__text) non-external _mach_right_send_release.cold.1
000000000002c820 (__TEXT,__text) non-external _mach_right_send_release.cold.2
000000000000f180 (__TEXT,__text) external _mach_right_send_retain
000000000002c7d0 (__TEXT,__text) non-external _mach_right_send_retain.cold.1
00000000000164a0 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
0000000000016554 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
000000000000fe54 (__TEXT,__text) external _mach_task_is_self
000000000000f02c (__TEXT,__text) external _mach_task_self
000000000003c02c (__DATA_DIRTY,__common) external _mach_task_self_
000000000000cf7c (__TEXT,__text) external _mach_task_special_port_description
0000000000034108 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
000000000000d04c (__TEXT,__text) external _mach_task_special_port_for_id
0000000000038138 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
0000000000006ad8 (__TEXT,__text) external _mach_thread_self
000000000000cf9c (__TEXT,__text) external _mach_thread_special_port_description
0000000000034168 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
000000000000d05c (__TEXT,__text) external _mach_thread_special_port_for_id
0000000000038198 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
0000000000001220 (__TEXT,__text) external _mach_timebase_info
000000000003c6ac (__DATA_DIRTY,__bss) non-external _mach_timebase_info.cached_info
0000000000000f34 (__TEXT,__text) external _mach_timebase_info_trap
00000000000030bc (__TEXT,__text) external _mach_vm_allocate
000000000001f628 (__TEXT,__text) external _mach_vm_behavior_set
00000000000084bc (__TEXT,__text) external _mach_vm_copy
0000000000002864 (__TEXT,__text) external _mach_vm_deallocate
000000000001efa0 (__TEXT,__text) external _mach_vm_inherit
000000000001f750 (__TEXT,__text) external _mach_vm_machine_attribute
0000000000000bb4 (__TEXT,__text) external _mach_vm_map
000000000001f500 (__TEXT,__text) external _mach_vm_msync
000000000001fe34 (__TEXT,__text) external _mach_vm_page_info
000000000001fa14 (__TEXT,__text) external _mach_vm_page_query
000000000001fffc (__TEXT,__text) external _mach_vm_page_range_query
0000000000004bbc (__TEXT,__text) external _mach_vm_protect
0000000000004624 (__TEXT,__text) external _mach_vm_purgable_control
000000000001677c (__TEXT,__text) external _mach_vm_read
000000000001f250 (__TEXT,__text) external _mach_vm_read_list
000000000000b210 (__TEXT,__text) external _mach_vm_read_overwrite
0000000000005820 (__TEXT,__text) external _mach_vm_region
000000000000afc0 (__TEXT,__text) external _mach_vm_region_recurse
0000000000016654 (__TEXT,__text) external _mach_vm_remap
00000000000166e8 (__TEXT,__text) external _mach_vm_remap_new
00000000000192f8 (__TEXT,__text) external _mach_vm_wire
000000000001f3c4 (__TEXT,__text) external _mach_vm_write
0000000000005a70 (__TEXT,__text) external _mach_voucher_attr_command
0000000000002728 (__TEXT,__text) external _mach_voucher_deallocate
0000000000029e18 (__TEXT,__text) external _mach_voucher_debug_info
0000000000029c44 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
000000000000ac04 (__TEXT,__text) external _mach_voucher_extract_attr_content
0000000000003680 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
0000000000000f10 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
0000000000000f40 (__TEXT,__text) external _mach_wait_until
000000000001b508 (__TEXT,__text) external _mach_zone_force_gc
000000000001c338 (__TEXT,__text) external _mach_zone_get_btlog_records
000000000001c1bc (__TEXT,__text) external _mach_zone_get_zlog_zones
000000000001b350 (__TEXT,__text) external _mach_zone_info
000000000001c058 (__TEXT,__text) external _mach_zone_info_for_largest_zone
000000000001befc (__TEXT,__text) external _mach_zone_info_for_zone
0000000000000ec8 (__TEXT,__text) external _macx_backing_store_recovery
0000000000000ebc (__TEXT,__text) external _macx_backing_store_suspend
0000000000000e98 (__TEXT,__text) external _macx_swapoff
0000000000000e8c (__TEXT,__text) external _macx_swapon
0000000000000eb0 (__TEXT,__text) external _macx_triggers
0000000000003a14 (__TEXT,__text) external _madvise
00000000000075c0 (__TEXT,__text) non-external (was a private external) _malloc
0000000000038248 (__DATA,__bss) non-external _master_host_port
000000000000c890 (__TEXT,__text) non-external (was a private external) _memcmp
00000000000010f0 (__TEXT,__text) non-external (was a private external) _memcpy
0000000000009394 (__TEXT,__text) external _memorystatus_control
000000000002b974 (__TEXT,__text) external _memorystatus_get_level
000000000000ebc4 (__TEXT,__text) external _mig_allocate
0000000000003fd0 (__TEXT,__text) external _mig_dealloc_reply_port
000000000001642c (__TEXT,__text) external _mig_dealloc_special_reply_port
000000000000682c (__TEXT,__text) external _mig_deallocate
0000000000001100 (__TEXT,__text) external _mig_get_reply_port
0000000000002548 (__TEXT,__text) external _mig_get_special_reply_port
00000000000060d8 (__TEXT,__text) external _mig_put_reply_port
00000000000057e8 (__TEXT,__text) external _mig_reply_setup
00000000000060dc (__TEXT,__text) external _mig_strncpy
0000000000002588 (__TEXT,__text) external _mig_strncpy_zerofill
000000000002b9a0 (__TEXT,__text) external _mincore
000000000002b9cc (__TEXT,__text) external _minherit
0000000000000f64 (__TEXT,__text) external _mk_timer_arm
0000000000000f7c (__TEXT,__text) external _mk_timer_arm_leeway
0000000000000f70 (__TEXT,__text) external _mk_timer_cancel
0000000000000f4c (__TEXT,__text) external _mk_timer_create
0000000000000f58 (__TEXT,__text) external _mk_timer_destroy
0000000000002838 (__TEXT,__text) external _mkdir
00000000000047e8 (__TEXT,__text) external _mkdirat
000000000002b9f8 (__TEXT,__text) external _mkfifo
000000000002ba24 (__TEXT,__text) external _mknod
000000000000a14c (__TEXT,__text) external _mlock
000000000002ba50 (__TEXT,__text) external _mlockall
0000000000001a0c (__TEXT,__text) external _mmap
000000000000c56c (__TEXT,__text) external _mount
0000000000004c74 (__TEXT,__text) external _mprotect
000000000002ba7c (__TEXT,__text) external _mremap_encrypted
000000000000ed40 (__TEXT,__text) external _msg_receive
000000000000ed30 (__TEXT,__text) external _msg_rpc
000000000000ed38 (__TEXT,__text) external _msg_send
000000000002a7d4 (__TEXT,__text) external _msgctl
000000000002baa8 (__TEXT,__text) external _msgget
000000000002bad4 (__TEXT,__text) external _msgrcv
000000000002a800 (__TEXT,__text) external _msgrcv$NOCANCEL
000000000002bb00 (__TEXT,__text) external _msgsnd
000000000002a82c (__TEXT,__text) external _msgsnd$NOCANCEL
0000000000016374 (__TEXT,__text) external _msgsys
00000000000070c4 (__TEXT,__text) external _msync
000000000002a884 (__TEXT,__text) external _msync$NOCANCEL
000000000000a178 (__TEXT,__text) external _munlock
000000000002bb2c (__TEXT,__text) external _munlockall
00000000000046f4 (__TEXT,__text) external _munmap
0000000000005050 (__TEXT,__text) external _necp_client_action
000000000000b1b8 (__TEXT,__text) external _necp_match_policy
0000000000004ff8 (__TEXT,__text) external _necp_open
000000000002bb58 (__TEXT,__text) external _necp_session_action
000000000002bb84 (__TEXT,__text) external _necp_session_open
000000000002bbb0 (__TEXT,__text) external _net_qos_guideline
000000000002bbdc (__TEXT,__text) external _netagent_trigger
0000000000021c18 (__TEXT,__text) external _netname_check_in
0000000000021f7c (__TEXT,__text) external _netname_check_out
0000000000021d84 (__TEXT,__text) external _netname_look_up
00000000000220e4 (__TEXT,__text) external _netname_version
000000000002bc08 (__TEXT,__text) external _nfsclnt
000000000002bc34 (__TEXT,__text) external _nfssvc
00000000000381f0 (__DATA,__data) external _non_boost_assertion_token
00000000000381e8 (__DATA,__data) external _normal_boost_assertion_token
000000000002bc60 (__TEXT,__text) external _ntp_adjtime
000000000002bc8c (__TEXT,__text) external _ntp_gettime
000000000000bb64 (__TEXT,__text) external _open
000000000000feac (__TEXT,__text) external _open$NOCANCEL
0000000000006644 (__TEXT,__text) external _open_dprotected_np
00000000000151f4 (__TEXT,__text) external _openat
000000000000ff70 (__TEXT,__text) external _openat$NOCANCEL
000000000002bcb8 (__TEXT,__text) external _openbyid_np
000000000000e21c (__TEXT,__text) external _os_buflet_get_data_address
000000000000e1ec (__TEXT,__text) external _os_buflet_get_data_length
000000000000e224 (__TEXT,__text) external _os_buflet_get_data_limit
000000000000e1e4 (__TEXT,__text) external _os_buflet_get_data_offset
000000000000e20c (__TEXT,__text) external _os_buflet_get_object_address
000000000000e214 (__TEXT,__text) external _os_buflet_get_object_limit
000000000000e200 (__TEXT,__text) external _os_buflet_set_data_length
000000000000e1f4 (__TEXT,__text) external _os_buflet_set_data_offset
00000000000120d8 (__TEXT,__text) external _os_channel_advance_slot
0000000000012960 (__TEXT,__text) external _os_channel_attr_clone
0000000000012924 (__TEXT,__text) external _os_channel_attr_create
0000000000012aa4 (__TEXT,__text) external _os_channel_attr_destroy
0000000000012c5c (__TEXT,__text) external _os_channel_attr_get
0000000000012df8 (__TEXT,__text) external _os_channel_attr_get_key
0000000000012ae8 (__TEXT,__text) external _os_channel_attr_set
00000000000129d4 (__TEXT,__text) external _os_channel_attr_set_key
0000000000012080 (__TEXT,__text) external _os_channel_available_slot_count
0000000000013cd0 (__TEXT,__text) external _os_channel_buflet_alloc
000000000002d200 (__TEXT,__text) non-external _os_channel_buflet_alloc.cold.1
000000000002d228 (__TEXT,__text) non-external _os_channel_buflet_alloc.cold.2
000000000002d250 (__TEXT,__text) non-external _os_channel_buflet_alloc.cold.3
000000000002d270 (__TEXT,__text) non-external _os_channel_buflet_alloc.cold.4
0000000000013e6c (__TEXT,__text) external _os_channel_buflet_free
000000000002d298 (__TEXT,__text) non-external _os_channel_buflet_free.cold.1
000000000002d2c0 (__TEXT,__text) non-external _os_channel_buflet_free.cold.2
000000000002d2e0 (__TEXT,__text) non-external _os_channel_buflet_free.cold.3
0000000000013c9c (__TEXT,__text) external _os_channel_configure_interface_advisory
