00007ff807464940 (__TEXT,__const) non-external _A1_Table
00007ff807007d90 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_scalar
00007ff841d73bc8 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_vec
00007ff806fb6710 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGB8888
00007ff806fb7c70 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGBFFFF
00007ff806fb5ee0 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_Planar8
00007ff806fb6770 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_PlanarF
00007ff806f75020 (__TEXT,__text) external _vImageRotate90_ARGB16F
00007ff806f67440 (__TEXT,__text) external _vImageRotate90_ARGB16S
00007ff841d74528 (__DATA,__bss) non-external _vImageRotate90_ARGB16S.vRotate_90_ARGB_16U
00007ff806f665f0 (__TEXT,__text) external _vImageRotate90_ARGB16U
00007ff841d74520 (__DATA,__bss) non-external _vImageRotate90_ARGB16U.vRotate_90_ARGB_16U
00007ff806f66100 (__TEXT,__text) external _vImageRotate90_ARGB8888
00007ff806f68200 (__TEXT,__text) external _vImageRotate90_ARGBFFFF
00007ff806f74f20 (__TEXT,__text) external _vImageRotate90_CbCr16F
00007ff806f74ec0 (__TEXT,__text) external _vImageRotate90_CbCr16S
00007ff806f74e60 (__TEXT,__text) external _vImageRotate90_CbCr16U
00007ff806f74dd0 (__TEXT,__text) external _vImageRotate90_CbCr8
00007ff806f74f80 (__TEXT,__text) external _vImageRotate90_CbCrF
00007ff806f74d50 (__TEXT,__text) external _vImageRotate90_Planar16F
00007ff806f74cd0 (__TEXT,__text) external _vImageRotate90_Planar16S
00007ff806f74c50 (__TEXT,__text) external _vImageRotate90_Planar16U
00007ff841d74518 (__DATA,__bss) non-external _vImageRotate90_Planar16U.vRotate_90_Planar_UInt16
00007ff806f645e0 (__TEXT,__text) external _vImageRotate90_Planar8
00007ff841d74510 (__DATA,__bss) non-external _vImageRotate90_Planar8.vRotate_90_Planar_UInt8
00007ff806f653b0 (__TEXT,__text) external _vImageRotate90_PlanarF
00007ff806f66ef0 (__TEXT,__text) external _vImageRotate_ARGB16S
00007ff806f66130 (__TEXT,__text) external _vImageRotate_ARGB16U
00007ff806f65c70 (__TEXT,__text) external _vImageRotate_ARGB8888
00007ff806f67d80 (__TEXT,__text) external _vImageRotate_ARGBFFFF
00007ff806f64120 (__TEXT,__text) external _vImageRotate_Planar8
00007ff806f64f30 (__TEXT,__text) external _vImageRotate_PlanarF
00007ff806f6be20 (__TEXT,__text) external _vImageScale_ARGB16S
00007ff806e44f80 (__TEXT,__text) external _vImageScale_ARGB16U
00007ff806e2d1d0 (__TEXT,__text) external _vImageScale_ARGB8888
00007ff806f6df90 (__TEXT,__text) external _vImageScale_ARGBFFFF
00007ff806f6b810 (__TEXT,__text) external _vImageScale_CbCr16U
00007ff806e58200 (__TEXT,__text) external _vImageScale_CbCr8
00007ff806f68ac0 (__TEXT,__text) external _vImageScale_Planar16S
00007ff806f69a50 (__TEXT,__text) external _vImageScale_Planar16U
00007ff806e51a90 (__TEXT,__text) external _vImageScale_Planar8
00007ff806f6a9e0 (__TEXT,__text) external _vImageScale_PlanarF
00007ff806f6cc70 (__TEXT,__text) external _vImageScale_XRGB2101010W
00007ff806eb0780 (__TEXT,__text) external _vImageSelectChannels_ARGB8888
00007ff806eb07b0 (__TEXT,__text) external _vImageSelectChannels_ARGBFFFF
00007ff806e6f900 (__TEXT,__text) external _vImageSepConvolve_Planar16U
00007ff841d73ec8 (__DATA,__bss) non-external _vImageSepConvolve_Planar16U.vConvolve16Ubgf
00007ff841d73ed0 (__DATA,__bss) non-external _vImageSepConvolve_Planar16U.vConvolve16Ucip
00007ff841d73ec0 (__DATA,__bss) non-external _vImageSepConvolve_Planar16U.vConvolve16Uext
00007ff806e6ef80 (__TEXT,__text) external _vImageSepConvolve_Planar8
00007ff841d73eb0 (__DATA,__bss) non-external _vImageSepConvolve_Planar8.vConvolve8bgf
00007ff841d73eb8 (__DATA,__bss) non-external _vImageSepConvolve_Planar8.vConvolve8cip
00007ff841d73ea8 (__DATA,__bss) non-external _vImageSepConvolve_Planar8.vConvolve8ext
00007ff806e70c20 (__TEXT,__text) external _vImageSepConvolve_Planar8to16S
00007ff841d73ef8 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16S.vConvolve8to16Sbgf
00007ff841d73f00 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16S.vConvolve8to16Scip
00007ff841d73ef0 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16S.vConvolve8to16Sext
00007ff806e70280 (__TEXT,__text) external _vImageSepConvolve_Planar8to16U
00007ff841d73ee0 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16U.vConvolve8to16Ubgf
00007ff841d73ee8 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16U.vConvolve8to16Ucip
00007ff841d73ed8 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16U.vConvolve8to16Uext
00007ff806e6e6a0 (__TEXT,__text) external _vImageSepConvolve_PlanarF
00007ff841d73e98 (__DATA,__bss) non-external _vImageSepConvolve_PlanarF.vConvolveFbgf
00007ff841d73ea0 (__DATA,__bss) non-external _vImageSepConvolve_PlanarF.vConvolveFcip
00007ff841d73e90 (__DATA,__bss) non-external _vImageSepConvolve_PlanarF.vConvolveFext
00007ff806e71510 (__TEXT,__text) external _vImageSquareBoxConvolve_Planar8
00007ff841d73f08 (__DATA,__bss) non-external _vImageSquareBoxConvolve_Planar8.vSquareBoxPlanar8
00007ff806fbc6b0 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_Planar16Q12
00007ff806df9470 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_PlanarF
00007ff806fbd9d0 (__TEXT,__text) external _vImageSymmetricPiecewisePolynomial_PlanarF
00007ff806eacd80 (__TEXT,__text) external _vImageTableLookUp_ARGB8888
00007ff806ead0e0 (__TEXT,__text) external _vImageTableLookUp_Planar8
00007ff806efe520 (__TEXT,__text) external _vImageTentConvolve_ARGB8888
00007ff806efdca0 (__TEXT,__text) external _vImageTentConvolve_Planar8
00007ff806eaa880 (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_Planar16Q12
00007ff841d74168 (__DATA,__bss) non-external _vImageTransformHLGLuminanceScaling_Planar16Q12.vTransformHLGLuminanceScaling_Planar16Q12
00007ff806eaa390 (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_PlanarF
00007ff841d74160 (__DATA,__bss) non-external _vImageTransformHLGLuminanceScaling_PlanarF.vTransformHLGLuminanceScaling_PlanarF
00007ff806eab0c0 (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_Planar16Q12
00007ff841d74178 (__DATA,__bss) non-external _vImageTransformHLGSceneReferredMapping_Planar16Q12.vTransformHLGSceneReferredMapping_Planar16Q12
00007ff806eaabd0 (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_PlanarF
00007ff841d74170 (__DATA,__bss) non-external _vImageTransformHLGSceneReferredMapping_PlanarF.vTransformHLGSceneReferredMapping_PlanarF
00007ff806eab900 (__TEXT,__text) external _vImageTransformPQToneMapping_Planar16Q12
00007ff841d74188 (__DATA,__bss) non-external _vImageTransformPQToneMapping_Planar16Q12.vTransformPQToneMapping_Planar16Q12
00007ff806eab410 (__TEXT,__text) external _vImageTransformPQToneMapping_PlanarF
00007ff841d74180 (__DATA,__bss) non-external _vImageTransformPQToneMapping_PlanarF.vTransformPQToneMapping_PlanarF
00007ff806ea8ed0 (__TEXT,__text) external _vImageTransformTRCParametric_Planar16Q12
00007ff841d74118 (__DATA,__bss) non-external _vImageTransformTRCParametric_Planar16Q12.vTransformTRCParametric_Planar16Q12
00007ff806ea8b80 (__TEXT,__text) external _vImageTransformTRCParametric_PlanarF
00007ff841d74110 (__DATA,__bss) non-external _vImageTransformTRCParametric_PlanarF.vTransformTRCParametric_PlanarF
00007ff806ea9cd0 (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_Planar16Q12
00007ff841d74148 (__DATA,__bss) non-external _vImageTransformTRC_HLG_EOTF_Planar16Q12.vTransformTRC_HLG_EOTF_Planar16Q12
00007ff806ea9a90 (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_PlanarF
00007ff841d74140 (__DATA,__bss) non-external _vImageTransformTRC_HLG_EOTF_PlanarF.vTransformTRC_HLG_EOTF_PlanarF
00007ff806eaa150 (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_Planar16Q12
00007ff841d74158 (__DATA,__bss) non-external _vImageTransformTRC_HLG_OETF_Planar16Q12.vTransformTRC_HLG_OETF_Planar16Q12
00007ff806ea9f10 (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_PlanarF
00007ff841d74150 (__DATA,__bss) non-external _vImageTransformTRC_HLG_OETF_PlanarF.vTransformTRC_HLG_OETF_PlanarF
00007ff806ea93d0 (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_Planar16Q12
00007ff841d74128 (__DATA,__bss) non-external _vImageTransformTRC_PQ_EOTF_Planar16Q12.vTransformTRC_PQ_EOTF_Planar16Q12
00007ff806ea9190 (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_PlanarF
00007ff841d74120 (__DATA,__bss) non-external _vImageTransformTRC_PQ_EOTF_PlanarF.vTransformTRC_PQ_EOTF_PlanarF
00007ff806ea9850 (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_Planar16Q12
00007ff841d74138 (__DATA,__bss) non-external _vImageTransformTRC_PQ_OETF_Planar16Q12.vTransformTRC_PQ_OETF_Planar16Q12
00007ff806ea9610 (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_PlanarF
00007ff841d74130 (__DATA,__bss) non-external _vImageTransformTRC_PQ_OETF_PlanarF.vTransformTRC_PQ_OETF_PlanarF
00007ff806e82080 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16Q12
00007ff841d74070 (__DATA,__bss) non-external _vImageUnpremultiplyData_ARGB16Q12.vUnpremultiplyData_ARGB16Q12_CV
00007ff806e819a0 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16U
00007ff841d74058 (__DATA,__bss) non-external _vImageUnpremultiplyData_ARGB16U.vUnpremultiplyData_ARGB16U_CV
00007ff806e136f0 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB8888
00007ff841d73870 (__DATA,__data) non-external _vImageUnpremultiplyData_ARGB8888.vUnpremultiplyData_ARGB8888_CV
00007ff806e81bd0 (__TEXT,__text) external _vImageUnpremultiplyData_ARGBFFFF
00007ff841d74060 (__DATA,__bss) non-external _vImageUnpremultiplyData_ARGBFFFF.vUnpremultiplyData_ARGBFFFF_CV
00007ff806ffbce0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst
00007ff807017610 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_AVX2
00007ff806ffbd00 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_resolver
00007ff807000450 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_scalar
00007ff841d73af8 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_vec
00007ff806ffbcb0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast
00007ff8070166e0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_AVX2
00007ff806ffbcd0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_resolver
00007ff807000000 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_scalar
00007ff841d73af0 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_vec
00007ff806ffbd40 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst
00007ff807019220 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_AVX2
00007ff806ffbd60 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_resolver
00007ff807000d60 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_scalar
00007ff841d73b08 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_vec
00007ff806ffbd10 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast
00007ff807018590 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_AVX2
00007ff806ffbd30 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_resolver
00007ff8070008d0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_scalar
00007ff841d73b00 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_vec
00007ff806ffbc80 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst
00007ff807015920 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_AVX2
00007ff806ffbca0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_resolver
00007ff806fffbc0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_scalar
00007ff841d73ae8 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_vec
00007ff806dfc8e0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast
00007ff806dfc910 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_AVX2
00007ff806dfc900 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_resolver
00007ff806fff7b0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_scalar
00007ff841d73ae0 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_vec
00007ff806ffbda0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst
00007ff80701a9d0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_AVX2
00007ff806ffbdc0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_resolver
00007ff8070015f0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_scalar
00007ff841d73b18 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_vec
00007ff806ffbd70 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast
00007ff807019ef0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_AVX2
00007ff806ffbd90 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_resolver
00007ff8070011f0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_scalar
00007ff841d73b10 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_vec
00007ff806e81410 (__TEXT,__text) external _vImageUnpremultiplyData_Planar8
00007ff841d73868 (__DATA,__data) non-external _vImageUnpremultiplyData_Planar8.vUnpremultiplyData_Planar8_CV
00007ff806e81690 (__TEXT,__text) external _vImageUnpremultiplyData_PlanarF
00007ff841d74050 (__DATA,__bss) non-external _vImageUnpremultiplyData_PlanarF.vUnpremultiplyData_PlanarF_CV
00007ff806e82270 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16Q12
00007ff841d74078 (__DATA,__bss) non-external _vImageUnpremultiplyData_RGBA16Q12.vUnpremultiplyData_RGBA16Q12_CV
00007ff806e81e50 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16U
00007ff841d74068 (__DATA,__bss) non-external _vImageUnpremultiplyData_RGBA16U.vUnpremultiplyData_RGBA16U_CV
00007ff806e07320 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA8888
00007ff841d73878 (__DATA,__data) non-external _vImageUnpremultiplyData_RGBA8888.vUnpremultiplyData_RGBA8888_CV
00007ff806e82460 (__TEXT,__text) external _vImageUnpremultiplyData_RGBAFFFF
00007ff841d74080 (__DATA,__bss) non-external _vImageUnpremultiplyData_RGBAFFFF.vUnpremultiplyData_RGBAFFFF_CV
00007ff806f74650 (__TEXT,__text) external _vImageVerticalReflect_ARGB16S
00007ff806f74380 (__TEXT,__text) external _vImageVerticalReflect_ARGB16U
00007ff806f740b0 (__TEXT,__text) external _vImageVerticalReflect_ARGB8888
00007ff806f74920 (__TEXT,__text) external _vImageVerticalReflect_ARGBFFFF
00007ff806f74bf0 (__TEXT,__text) external _vImageVerticalReflect_Planar16U
00007ff806f73ad0 (__TEXT,__text) external _vImageVerticalReflect_Planar8
00007ff806f73de0 (__TEXT,__text) external _vImageVerticalReflect_PlanarF
00007ff8070d32a0 (__TEXT,__text) external _vImageVerticalShearD_ARGB16F
00007ff841d746e0 (__DATA,__bss) non-external _vImageVerticalShearD_ARGB16F.vVerticalShear_ARGB16F
00007ff806f67940 (__TEXT,__text) external _vImageVerticalShearD_ARGB16S
00007ff806f66ab0 (__TEXT,__text) external _vImageVerticalShearD_ARGB16U
00007ff806e672c0 (__TEXT,__text) external _vImageVerticalShearD_ARGB8888
00007ff806f71f70 (__TEXT,__text) external _vImageVerticalShearD_ARGBFFFF
00007ff8070d2c30 (__TEXT,__text) external _vImageVerticalShearD_CbCr16F
00007ff841d746d0 (__DATA,__bss) non-external _vImageVerticalShearD_CbCr16F.vVerticalShear_CbCr16F
00007ff806f70480 (__TEXT,__text) external _vImageVerticalShearD_CbCr16S
00007ff806f6ffc0 (__TEXT,__text) external _vImageVerticalShearD_CbCr16U
00007ff8070d3a20 (__TEXT,__text) external _vImageVerticalShearD_CbCrF
00007ff841d746f0 (__DATA,__bss) non-external _vImageVerticalShearD_CbCrF.vVerticalShear_CbCrF
00007ff8070d25c0 (__TEXT,__text) external _vImageVerticalShearD_Planar16F
00007ff841d746c0 (__DATA,__bss) non-external _vImageVerticalShearD_Planar16F.vVerticalShear_Planar16F
00007ff806f64ae0 (__TEXT,__text) external _vImageVerticalShearD_Planar8
00007ff806f65820 (__TEXT,__text) external _vImageVerticalShearD_PlanarF
00007ff8070d35c0 (__TEXT,__text) external _vImageVerticalShear_ARGB16F
00007ff806f6c830 (__TEXT,__text) external _vImageVerticalShear_ARGB16S
00007ff806e48bf0 (__TEXT,__text) external _vImageVerticalShear_ARGB16U
00007ff806e31b60 (__TEXT,__text) external _vImageVerticalShear_ARGB8888
00007ff806f68680 (__TEXT,__text) external _vImageVerticalShear_ARGBFFFF
00007ff8070d2f50 (__TEXT,__text) external _vImageVerticalShear_CbCr16F
00007ff806f70550 (__TEXT,__text) external _vImageVerticalShear_CbCr16S
00007ff806f6be00 (__TEXT,__text) external _vImageVerticalShear_CbCr16U
00007ff806e587b0 (__TEXT,__text) external _vImageVerticalShear_CbCr8
00007ff8070d3dc0 (__TEXT,__text) external _vImageVerticalShear_CbCrF
00007ff8070d28e0 (__TEXT,__text) external _vImageVerticalShear_Planar16F
00007ff806f695f0 (__TEXT,__text) external _vImageVerticalShear_Planar16S
00007ff806f6a580 (__TEXT,__text) external _vImageVerticalShear_Planar16U
00007ff806e52030 (__TEXT,__text) external _vImageVerticalShear_Planar8
00007ff806f6b3c0 (__TEXT,__text) external _vImageVerticalShear_PlanarF
00007ff806f6db20 (__TEXT,__text) external _vImageVerticalShear_XRGB2101010W
00007ff8070ee140 (__TEXT,__text) non-external _vImage_CGImageFormat_Print
00007ff807109430 (__TEXT,__text) non-external (was a private external) _vImage_free
00007ff807109420 (__TEXT,__text) non-external (was a private external) _vImage_malloc
00007ff807109450 (__TEXT,__text) non-external (was a private external) _vImage_posix_memalign
00007ff80702b510 (__TEXT,__text) non-external (was a private external) _vImage_vramp
00007ff807284db0 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_avx2
00007ff80712c060 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_avx512
00007ff8072712c0 (__TEXT,__text) non-external (was a private external) _vInvert_16U_avx2
00007ff80711c0b0 (__TEXT,__text) non-external (was a private external) _vInvert_16U_avx512
00007ff8072702c0 (__TEXT,__text) non-external (was a private external) _vInvert_8_avx2
00007ff80711b090 (__TEXT,__text) non-external (was a private external) _vInvert_8_avx512
00007ff807272760 (__TEXT,__text) non-external (was a private external) _vInvert_F_avx2
00007ff80711d590 (__TEXT,__text) non-external (was a private external) _vInvert_F_avx512
00007ff80726b2b0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_avx2
00007ff807115930 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_avx512
00007ff807265170 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_avx2
00007ff80710ea70 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_avx512
00007ff807269ed0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_avx2
00007ff807113f80 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_avx512
00007ff807261390 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_avx2
00007ff80710a4d0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_avx512
00007ff807267810 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_avx2
00007ff8071111f0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_avx512
00007ff807263590 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_avx2
00007ff80710cee0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_avx512
00007ff80726edf0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_avx2
00007ff8071198b0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_avx512
00007ff80726d960 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_avx2
00007ff8071180e0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_avx512
00007ff807288960 (__TEXT,__text) non-external (was a private external) _vLookupTable_2to8_avx2
00007ff807288bc0 (__TEXT,__text) non-external (was a private external) _vLookupTable_4to8_avx2
00007ff806feea80 (__TEXT,__text) non-external (was a private external) _vLookupTable_8to64U
00007ff806e09540 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16
00007ff806fed850 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16WithClipping
00007ff807288640 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16toPlanar16_avx2
00007ff80712c710 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16toPlanar16_avx512
00007ff806feee70 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar128
00007ff806e64e70 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar16
00007ff806e655d0 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar24
00007ff806fed570 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar48
00007ff806feee60 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar96
00007ff806e2b740 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanarF
00007ff806ffc2e0 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8
00007ff807027a30 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8_AVX2
00007ff806ffc300 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8_resolver
00007ff80700c540 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8_scalar
00007ff841d73c00 (__DATA,__data) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8_vec
00007ff806e4f520 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGB8888
00007ff806fde860 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGB8888ToPlanar8
00007ff806fca680 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGB8888ToPlanar8_avx2
00007ff806fdfe90 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFF
00007ff806fe01a0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFFToPlanarF
00007ff806fbfed0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFFToPlanarF_avx
00007ff806fcc1f0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFFToPlanarF_avx2
00007ff806fbf8b0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFF_AVX
00007ff807293100 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_0_avx2
00007ff807298d90 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_10_avx2
00007ff807299bc0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_11_avx2
00007ff806e18b10 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_12_avx2
00007ff80729a660 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_13_avx2
00007ff80729b100 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_14_avx2
00007ff80729bcb0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_15_avx2
00007ff80729cb30 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_16_avx2
00007ff80729d610 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_17_avx2
00007ff80729e1a0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_18_avx2
00007ff806e08560 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_19_avx2
00007ff807293630 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_1_avx2
00007ff8072a6880 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_1x4_avx2
00007ff806e2c500 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_20_avx2
00007ff80729ef60 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_21_avx2
00007ff80729fbf0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_22_avx2
00007ff8072a0720 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_23_avx2
00007ff8072a11e0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_24_avx2
00007ff8072a1dc0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_25_avx2
00007ff8072a2880 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_26_avx2
00007ff806e64620 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_27_avx2
00007ff8072a3380 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_28_avx2
00007ff8072a40d0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_29_avx2
00007ff806dffd80 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_2_avx2
00007ff8072a73c0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_2x4_avx2
