00000001879a2a00 (__TEXT,__const) non-external _A1_Table
000000018781c298 (__TEXT,__text) external _vImageConvert_ARGB8888To422YpCbYpCr8
00000001879a3314 (__TEXT,__const) non-external _vImageConvert_ARGB8888To422YpCbYpCr8.identityMap
00000001d8c1b828 (__DATA,__bss) non-external _vImageConvert_ARGB8888To422YpCbYpCr8.vConvert_ARGB8888To422YpCbYpCr8
000000018781f24c (__TEXT,__text) external _vImageConvert_ARGB8888To444AYpCbCr16
00000001879a3354 (__TEXT,__const) non-external _vImageConvert_ARGB8888To444AYpCbCr16.identityMap
000000018781d5ec (__TEXT,__text) external _vImageConvert_ARGB8888To444AYpCbCr8
00000001879a332c (__TEXT,__const) non-external _vImageConvert_ARGB8888To444AYpCbCr8.identityMap
000000018781e198 (__TEXT,__text) external _vImageConvert_ARGB8888To444CbYpCrA8
00000001879a333c (__TEXT,__const) non-external _vImageConvert_ARGB8888To444CbYpCrA8.identityMap
0000000187820aec (__TEXT,__text) external _vImageConvert_ARGB8888To444CrYpCb10
00000001879a3374 (__TEXT,__const) non-external _vImageConvert_ARGB8888To444CrYpCb10.identityMap
000000018781dc20 (__TEXT,__text) external _vImageConvert_ARGB8888To444CrYpCb8
00000001879a3334 (__TEXT,__const) non-external _vImageConvert_ARGB8888To444CrYpCb8.identityMap
0000000187676e5c (__TEXT,__text) external _vImageConvert_ARGB8888ToARGB16U
00000001876a1fb4 (__TEXT,__text) external _vImageConvert_ARGB8888ToARGB2101010
00000001876773e4 (__TEXT,__text) external _vImageConvert_ARGB8888ToRGB16U
000000018767adac (__TEXT,__text) external _vImageConvert_ARGB8888ToRGBA1010102
000000018799e09c (__TEXT,__const) non-external _vImageConvert_ARGB8888ToRGBA1010102.identityMap
00000001876a22a4 (__TEXT,__text) external _vImageConvert_ARGB8888ToXRGB2101010
0000000187674ad0 (__TEXT,__text) external _vImageConvert_ARGB8888toARGB1555
0000000187673a84 (__TEXT,__text) external _vImageConvert_ARGB8888toARGB1555_dithered
0000000187679eb4 (__TEXT,__text) external _vImageConvert_ARGB8888toPlanar16Q12
00000001876240a8 (__TEXT,__text) external _vImageConvert_ARGB8888toPlanar8
00000001877ce9bc (__TEXT,__text) external _vImageConvert_ARGB8888toPlanarF
0000000187674738 (__TEXT,__text) external _vImageConvert_ARGB8888toRGB565
0000000187674018 (__TEXT,__text) external _vImageConvert_ARGB8888toRGB565_dithered
00000001876a0830 (__TEXT,__text) external _vImageConvert_ARGB8888toRGB888
00000001876a32f0 (__TEXT,__text) external _vImageConvert_ARGBFFFFToARGB2101010
00000001876a35e0 (__TEXT,__text) external _vImageConvert_ARGBFFFFToXRGB2101010
0000000187671d7c (__TEXT,__text) external _vImageConvert_ARGBFFFFtoARGB8888_dithered
000000018797e090 (__TEXT,__const) non-external _vImageConvert_ARGBFFFFtoARGB8888_dithered.identityMap
00000001877ce740 (__TEXT,__text) external _vImageConvert_ARGBFFFFtoPlanar8
0000000187626d74 (__TEXT,__text) external _vImageConvert_ARGBFFFFtoPlanarF
00000001876a0f8c (__TEXT,__text) external _vImageConvert_ARGBFFFFtoRGBFFF
0000000187645c34 (__TEXT,__text) external _vImageConvert_ARGBToYpCbCr_GenerateConversion
000000018761cd98 (__TEXT,__text) external _vImageConvert_AnyToAny
0000000187676624 (__TEXT,__text) external _vImageConvert_BGRA16UtoRGB16U
000000018767494c (__TEXT,__text) external _vImageConvert_BGRA8888toRGB565
0000000187674358 (__TEXT,__text) external _vImageConvert_BGRA8888toRGB565_dithered
00000001876a0c14 (__TEXT,__text) external _vImageConvert_BGRA8888toRGB888
00000001876a13dc (__TEXT,__text) external _vImageConvert_BGRAFFFFtoRGBFFF
00000001877cde50 (__TEXT,__text) external _vImageConvert_BGRX8888ToPlanar8
00000001877ce494 (__TEXT,__text) external _vImageConvert_BGRXFFFFToPlanarF
000000018767c9a8 (__TEXT,__text) external _vImageConvert_CMYK16UtoACMYK16U
000000018767cbf0 (__TEXT,__text) external _vImageConvert_CMYK16UtoCMYKA16U
000000018767bf88 (__TEXT,__text) external _vImageConvert_CMYK8888toACMYK88888
000000018767c2d4 (__TEXT,__text) external _vImageConvert_CMYK8888toCMYKA88888
000000018767d088 (__TEXT,__text) external _vImageConvert_CMYKA16UtoCMYK16U
000000018767c784 (__TEXT,__text) external _vImageConvert_CMYKA88888toCMYK8888
000000018767da98 (__TEXT,__text) external _vImageConvert_CMYKAFFFFFtoCMYKFFFF
000000018767d2d8 (__TEXT,__text) external _vImageConvert_CMYKFFFFtoACMYKFFFFF
000000018767d5a4 (__TEXT,__text) external _vImageConvert_CMYKFFFFtoCMYKAFFFFF
00000001876207d8 (__TEXT,__text) external _vImageConvert_ChunkyToPlanar8
0000000187672f7c (__TEXT,__text) external _vImageConvert_ChunkyToPlanarF
00000001877cfe50 (__TEXT,__text) external _vImageConvert_FTo16S
00000001877d0048 (__TEXT,__text) external _vImageConvert_FTo16U
0000000187623c24 (__TEXT,__text) external _vImageConvert_Fto16Q12
0000000187678534 (__TEXT,__text) external _vImageConvert_Indexed1toPlanar8
00000001876781c8 (__TEXT,__text) external _vImageConvert_Indexed2toPlanar8
00000001876783b0 (__TEXT,__text) external _vImageConvert_Indexed4toPlanar8
00000001877d0488 (__TEXT,__text) external _vImageConvert_Planar16FtoPlanar8
00000001877d06c0 (__TEXT,__text) external _vImageConvert_Planar16FtoPlanarF
000000018767a3b8 (__TEXT,__text) external _vImageConvert_Planar16Q12toARGB16F
0000000187621530 (__TEXT,__text) external _vImageConvert_Planar16Q12toARGB8888
0000000187760d48 (__TEXT,__text) external _vImageConvert_Planar16Q12toPlanarN
000000018767a584 (__TEXT,__text) external _vImageConvert_Planar16Q12toRGB16F
000000018762eec0 (__TEXT,__text) external _vImageConvert_Planar16Q12toRGB888
000000018763c580 (__TEXT,__text) external _vImageConvert_Planar16UtoARGB16U
000000018767202c (__TEXT,__text) external _vImageConvert_Planar16UtoPlanar8_dithered
000000018763cdc8 (__TEXT,__text) external _vImageConvert_Planar16UtoRGB16U
0000000187678134 (__TEXT,__text) external _vImageConvert_Planar1toPlanar8
0000000187678194 (__TEXT,__text) external _vImageConvert_Planar2toPlanar8
000000018767834c (__TEXT,__text) external _vImageConvert_Planar4toPlanar8
00000001877cf32c (__TEXT,__text) external _vImageConvert_Planar8To16U
00000001877cc0f0 (__TEXT,__text) external _vImageConvert_Planar8ToARGBFFFF
000000018765360c (__TEXT,__text) external _vImageConvert_Planar8ToBGRX8888
00000001877cc604 (__TEXT,__text) external _vImageConvert_Planar8ToBGRXFFFF
00000001877cd068 (__TEXT,__text) external _vImageConvert_Planar8ToXRGB8888
00000001877cc454 (__TEXT,__text) external _vImageConvert_Planar8ToXRGBFFFF
0000000187674acc (__TEXT,__text) external _vImageConvert_Planar8toARGB1555
00000001877ccdcc (__TEXT,__text) external _vImageConvert_Planar8toARGB8888
0000000187679684 (__TEXT,__text) non-external (was a private external) _vImageConvert_Planar8toIndexed
0000000187916f70 (__TEXT,__text) non-external _vImageConvert_Planar8toIndexed.cold.1
0000000187679678 (__TEXT,__text) external _vImageConvert_Planar8toIndexed1
0000000187679b5c (__TEXT,__text) external _vImageConvert_Planar8toIndexed2
0000000187679b68 (__TEXT,__text) external _vImageConvert_Planar8toIndexed4
000000018767861c (__TEXT,__text) external _vImageConvert_Planar8toPlanar1
00000001877d0240 (__TEXT,__text) external _vImageConvert_Planar8toPlanar16F
0000000187678bbc (__TEXT,__text) external _vImageConvert_Planar8toPlanar2
0000000187679120 (__TEXT,__text) external _vImageConvert_Planar8toPlanar4
00000001877cfa6c (__TEXT,__text) external _vImageConvert_Planar8toPlanarF
00000001877607bc (__TEXT,__text) external _vImageConvert_Planar8toPlanarN
0000000187674ad8 (__TEXT,__text) external _vImageConvert_Planar8toRGB565
00000001877cec38 (__TEXT,__text) external _vImageConvert_Planar8toRGB888
00000001877cc7ac (__TEXT,__text) external _vImageConvert_PlanarFToARGB8888
00000001877ccc14 (__TEXT,__text) external _vImageConvert_PlanarFToBGRX8888
00000001877cd864 (__TEXT,__text) external _vImageConvert_PlanarFToBGRXFFFF
00000001877cca50 (__TEXT,__text) external _vImageConvert_PlanarFToXRGB8888
00000001877cd614 (__TEXT,__text) external _vImageConvert_PlanarFToXRGBFFFF
00000001877cd38c (__TEXT,__text) external _vImageConvert_PlanarFtoARGBFFFF
00000001877d0858 (__TEXT,__text) external _vImageConvert_PlanarFtoPlanar16F
0000000187645300 (__TEXT,__text) external _vImageConvert_PlanarFtoPlanar8
00000001876718d4 (__TEXT,__text) external _vImageConvert_PlanarFtoPlanar8_dithered
00000001877612f0 (__TEXT,__text) external _vImageConvert_PlanarFtoPlanarN
000000018761fd78 (__TEXT,__text) external _vImageConvert_PlanarFtoRGBFFF
0000000187760bc8 (__TEXT,__text) external _vImageConvert_PlanarNtoPlanar16Q12
0000000187760634 (__TEXT,__text) external _vImageConvert_PlanarNtoPlanar8
0000000187761158 (__TEXT,__text) external _vImageConvert_PlanarNtoPlanarF
000000018762ca8c (__TEXT,__text) external _vImageConvert_PlanarToChunky8
0000000187672ff0 (__TEXT,__text) external _vImageConvert_PlanarToChunkyF
00000001877cb6f4 (__TEXT,__text) external _vImageConvert_RGB16UToARGB2101010
0000000187677120 (__TEXT,__text) external _vImageConvert_RGB16UToARGB8888
000000018763fb78 (__TEXT,__text) external _vImageConvert_RGB16UtoARGB16U
000000018767605c (__TEXT,__text) external _vImageConvert_RGB16UtoBGRA16U
00000001877cee78 (__TEXT,__text) external _vImageConvert_RGB16UtoPlanar16U
00000001876722c0 (__TEXT,__text) external _vImageConvert_RGB16UtoRGB888_dithered
000000018763d1b8 (__TEXT,__text) external _vImageConvert_RGB16UtoRGBA16U
0000000187673870 (__TEXT,__text) external _vImageConvert_RGB565toARGB1555
000000018767313c (__TEXT,__text) external _vImageConvert_RGB565toARGB8888
0000000187673214 (__TEXT,__text) external _vImageConvert_RGB565toBGRA8888
0000000187674ae0 (__TEXT,__text) external _vImageConvert_RGB565toPlanar8
0000000187673280 (__TEXT,__text) external _vImageConvert_RGB565toRGB888
000000018767365c (__TEXT,__text) external _vImageConvert_RGB565toRGBA5551
00000001876731a8 (__TEXT,__text) external _vImageConvert_RGB565toRGBA8888
00000001877cb04c (__TEXT,__text) external _vImageConvert_RGB888ToARGB2101010
0000000187650168 (__TEXT,__text) external _vImageConvert_RGB888toARGB8888
000000018762ffa0 (__TEXT,__text) external _vImageConvert_RGB888toBGRA8888
0000000187679c08 (__TEXT,__text) external _vImageConvert_RGB888toPlanar16Q12
000000018762ecf8 (__TEXT,__text) external _vImageConvert_RGB888toPlanar8
0000000187673e78 (__TEXT,__text) external _vImageConvert_RGB888toRGB565_dithered
0000000187630ce0 (__TEXT,__text) external _vImageConvert_RGB888toRGBA8888
000000018767af54 (__TEXT,__text) external _vImageConvert_RGBA1010102ToARGB16Q12
000000018799e0a0 (__TEXT,__const) non-external _vImageConvert_RGBA1010102ToARGB16Q12.identityMap
000000018767b400 (__TEXT,__text) external _vImageConvert_RGBA1010102ToARGB16U
000000018799e0a8 (__TEXT,__const) non-external _vImageConvert_RGBA1010102ToARGB16U.identityMap
000000018767ab68 (__TEXT,__text) external _vImageConvert_RGBA1010102ToARGB8888
000000018799e098 (__TEXT,__const) non-external _vImageConvert_RGBA1010102ToARGB8888.identityMap
00000001876763dc (__TEXT,__text) external _vImageConvert_RGBA16UtoRGB16U
00000001876733bc (__TEXT,__text) external _vImageConvert_RGBA5551toRGB565
00000001876730d0 (__TEXT,__text) external _vImageConvert_RGBA5551toRGBA8888
000000018767473c (__TEXT,__text) external _vImageConvert_RGBA8888toRGB565
00000001876741b8 (__TEXT,__text) external _vImageConvert_RGBA8888toRGB565_dithered
00000001876a0a6c (__TEXT,__text) external _vImageConvert_RGBA8888toRGB888
0000000187674ad4 (__TEXT,__text) external _vImageConvert_RGBA8888toRGBA5551
0000000187673cd8 (__TEXT,__text) external _vImageConvert_RGBA8888toRGBA5551_dithered
00000001876a11b4 (__TEXT,__text) external _vImageConvert_RGBAFFFFtoRGBFFF
00000001877cbd9c (__TEXT,__text) external _vImageConvert_RGBFFFToARGB2101010
00000001876a1604 (__TEXT,__text) external _vImageConvert_RGBFFFtoARGBFFFF
00000001876a1aac (__TEXT,__text) external _vImageConvert_RGBFFFtoBGRAFFFF
000000018761ea84 (__TEXT,__text) external _vImageConvert_RGBFFFtoPlanarF
0000000187671b40 (__TEXT,__text) external _vImageConvert_RGBFFFtoRGB888_dithered
00000001876a18d0 (__TEXT,__text) external _vImageConvert_RGBFFFtoRGBAFFFF
00000001876a3928 (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGB16F
00000001876a2c04 (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGB16Q12
00000001876a25cc (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGB16U
00000001876a1f94 (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGB8888
00000001876a32d4 (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGBFFFF
0000000187822fb0 (__TEXT,__text) external _vImageConvert_XRGB2101010WTo420Yp10_CbCr10
0000000187823ab4 (__TEXT,__text) external _vImageConvert_XRGB2101010WTo422CbYpCrYp10
0000000187822978 (__TEXT,__text) external _vImageConvert_XRGB2101010WTo422Yp10_CbCr10
000000018782238c (__TEXT,__text) external _vImageConvert_XRGB2101010WTo444Yp10_CbCr10
000000018782355c (__TEXT,__text) external _vImageConvert_XRGB2101010WTo444YpCbCr10
00000001877ca9a4 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB16F
00000001879a2b7c (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB16F.identityMap
00000001877ca314 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB16Q12
00000001879a2b74 (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB16Q12.identityMap
00000001877c9fd8 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB16U
00000001879a2b70 (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB16U.identityMap
00000001877c9bb8 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB8888
00000001879a2b6c (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB8888.identityMap
00000001877ca650 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGBFFFF
00000001879a2b78 (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGBFFFF.identityMap
00000001877cdba4 (__TEXT,__text) external _vImageConvert_XRGB8888ToPlanar8
00000001877ce1e8 (__TEXT,__text) external _vImageConvert_XRGBFFFFToPlanarF
000000018763f298 (__TEXT,__text) external _vImageConvert_YpCbCrToARGB_GenerateConversion
00000001dd56b420 (__AUTH_CONST,__const) non-external (was a private external) _vImageConverter_CGCVImageFormat_vtbl
00000001dd56b3b0 (__AUTH_CONST,__const) non-external (was a private external) _vImageConverter_CGImageFormat_vtbl
00000001dd56b490 (__AUTH_CONST,__const) non-external (was a private external) _vImageConverter_CVCGImageFormat_vtbl
0000000187618d20 (__TEXT,__text) non-external _vImageConverter_CreateCGPassList
0000000187808d3c (__TEXT,__text) external _vImageConverter_CreateForCGToCVImageFormat
00000001dd56c750 (__AUTH_CONST,__const) non-external _vImageConverter_CreateForCGToCVImageFormat.Convert_BGR888toRGB888_vtbl
0000000187809b34 (__TEXT,__text) external _vImageConverter_CreateForCVToCGImageFormat
00000001dd56c7b0 (__AUTH_CONST,__const) non-external _vImageConverter_CreateForCVToCGImageFormat.Convert_BGR888toRGB888_vtbl
0000000187806ad8 (__TEXT,__text) external _vImageConverter_CreateWithCGColorConversionInfo
0000000187808c18 (__TEXT,__text) external _vImageConverter_CreateWithCGColorConverter
0000000187628ad0 (__TEXT,__text) external _vImageConverter_CreateWithCGImageFormat
00000001876161b0 (__TEXT,__text) external _vImageConverter_CreateWithColorSyncCodeFragment
00000001877fdb20 (__TEXT,__text) external _vImageConverter_GetDestinationBufferOrder
00000001877fdb04 (__TEXT,__text) external _vImageConverter_GetNumberOfDestinationBuffers
00000001877fdaf8 (__TEXT,__text) external _vImageConverter_GetNumberOfSourceBuffers
00000001877fdb10 (__TEXT,__text) external _vImageConverter_GetSourceBufferOrder
000000018761c964 (__TEXT,__text) non-external _vImageConverter_Init
0000000187630824 (__TEXT,__text) external _vImageConverter_MustOperateOutOfPlace
00000001877fd4c0 (__TEXT,__text) external _vImageConverter_Print
00000001876290b4 (__TEXT,__text) external _vImageConverter_Release
00000001877fd4a8 (__TEXT,__text) external _vImageConverter_Retain
00000001876a5ec4 (__TEXT,__text) non-external (was a private external) _vImageConvolve
00000001876a73ac (__TEXT,__text) external _vImageConvolveMultiKernel_ARGB8888
00000001876a7fe8 (__TEXT,__text) external _vImageConvolveMultiKernel_ARGBFFFF
0000000187722e28 (__TEXT,__text) external _vImageConvolveWithBias_ARGB16F
00000001876a7ca4 (__TEXT,__text) external _vImageConvolveWithBias_ARGB8888
00000001876a8394 (__TEXT,__text) external _vImageConvolveWithBias_ARGBFFFF
00000001877227cc (__TEXT,__text) external _vImageConvolveWithBias_Planar16F
0000000187629c1c (__TEXT,__text) external _vImageConvolveWithBias_Planar8
00000001876a7764 (__TEXT,__text) external _vImageConvolveWithBias_PlanarF
0000000187722e10 (__TEXT,__text) external _vImageConvolve_ARGB16F
00000001876a7bfc (__TEXT,__text) external _vImageConvolve_ARGB8888
00000001876a7f68 (__TEXT,__text) external _vImageConvolve_ARGBFFFF
00000001877227b4 (__TEXT,__text) external _vImageConvolve_Planar16F
0000000187629bd0 (__TEXT,__text) external _vImageConvolve_Planar8
00000001876a7750 (__TEXT,__text) external _vImageConvolve_PlanarF
000000018762f47c (__TEXT,__text) external _vImageCopyBuffer
000000018781bc84 (__TEXT,__text) external _vImageCreateCGImageFromBuffer
000000018781acac (__TEXT,__text) non-external _vImageCreateCGImageFromBuffer_loader
0000000187754a5c (__TEXT,__text) external _vImageCreateGammaFunction
000000018781bdd4 (__TEXT,__text) external _vImageCreateMonochromeColorSpaceWithWhitePointAndTransferFunction
000000018781b9e4 (__TEXT,__text) non-external _vImageCreateMonochromeColorSpaceWithWhitePointAndTransferFunction_loader
000000018781bdc8 (__TEXT,__text) external _vImageCreateRGBColorSpaceWithPrimariesAndTransferFunction
000000018781b93c (__TEXT,__text) non-external _vImageCreateRGBColorSpaceWithPrimariesAndTransferFunction_loader
000000018761dbcc (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckDestBuffer
000000018761dac0 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckSrcBuffer
000000018761ddf0 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckTempBuffer
000000018766ea08 (__TEXT,__text) external _vImageDecodeVectorHalf
0000000187621c08 (__TEXT,__text) external _vImageDeepmap2Decode
0000000187664974 (__TEXT,__text) external _vImageDeepmap2DecodeScratchBufferSize
0000000187664dc8 (__TEXT,__text) external _vImageDeepmap2DecodeStreamCreate
0000000187664f3c (__TEXT,__text) external _vImageDeepmap2DecodeStreamProcess
0000000187664f04 (__TEXT,__text) external _vImageDeepmap2DecodeStreamRelease
0000000187664d74 (__TEXT,__text) external _vImageDeepmap2DecodeStreamScratchBufferSize
000000018766404c (__TEXT,__text) external _vImageDeepmap2Encode
0000000187664790 (__TEXT,__text) external _vImageDeepmap2EncodeCreateBuffer
0000000187622784 (__TEXT,__text) external _vImageDeepmap2PixelSize
0000000187657860 (__TEXT,__text) external _vImageDeepmapDecode
0000000187657850 (__TEXT,__text) external _vImageDeepmapDecodeScratchBufferSize
000000018763e1b0 (__TEXT,__text) external _vImageDeepmapDecodeStreamCreate
000000018763e31c (__TEXT,__text) external _vImageDeepmapDecodeStreamProcess
000000018763e9d4 (__TEXT,__text) external _vImageDeepmapDecodeStreamRelease
0000000187657ca8 (__TEXT,__text) external _vImageDeepmapDecodeStreamScratchBufferSize
0000000187656f70 (__TEXT,__text) external _vImageDeepmapEncode
0000000187657678 (__TEXT,__text) external _vImageDeepmapEncodeCreateBuffer
000000018763f030 (__TEXT,__text) external _vImageDeepmapPixelSize
0000000187754da4 (__TEXT,__text) external _vImageDestroyGammaFunction
0000000187798138 (__TEXT,__text) external _vImageDestroyResamplingFilter
000000018770dbb8 (__TEXT,__text) non-external _vImageDiff_Planar8
000000018774b7a0 (__TEXT,__text) external _vImageDilate_ARGB8888
000000018774ce88 (__TEXT,__text) external _vImageDilate_ARGBFFFF
000000018762cd94 (__TEXT,__text) external _vImageDilate_Planar8
000000018774a0b8 (__TEXT,__text) external _vImageDilate_PlanarF
00000001877172f4 (__TEXT,__text) external _vImageDownScale_CbCr8
0000000187716cbc (__TEXT,__text) external _vImageDownScale_Planar8
000000018766e468 (__TEXT,__text) external _vImageEncodeVectorHalf
0000000187916eec (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.1
0000000187916f18 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.2
0000000187916f44 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.3
000000018766e404 (__TEXT,__text) external _vImageEncodeVectorOptionsCreate
000000018766e434 (__TEXT,__text) external _vImageEncodeVectorOptionsFree
000000018766e428 (__TEXT,__text) external _vImageEncodeVectorOptionsSetQuantization
000000018773f640 (__TEXT,__text) external _vImageEndsInContrastStretch_ARGB8888
000000018773fac4 (__TEXT,__text) external _vImageEndsInContrastStretch_ARGBFFFF
000000018773e9cc (__TEXT,__text) external _vImageEndsInContrastStretch_Planar8
000000018773eda0 (__TEXT,__text) external _vImageEndsInContrastStretch_PlanarF
0000000187726114 (__TEXT,__text) external _vImageEqualization_ARGB8888
0000000187726450 (__TEXT,__text) external _vImageEqualization_ARGBFFFF
000000018772529c (__TEXT,__text) external _vImageEqualization_Planar8
00000001877254a4 (__TEXT,__text) external _vImageEqualization_PlanarF
000000018774b380 (__TEXT,__text) external _vImageErode_ARGB8888
000000018774ca68 (__TEXT,__text) external _vImageErode_ARGBFFFF
00000001877493c4 (__TEXT,__text) external _vImageErode_Planar8
0000000187749c98 (__TEXT,__text) external _vImageErode_PlanarF
0000000187674c10 (__TEXT,__text) external _vImageExtractChannel_ARGB16U
0000000187674ae4 (__TEXT,__text) external _vImageExtractChannel_ARGB8888
0000000187674d3c (__TEXT,__text) external _vImageExtractChannel_ARGBFFFF
00000001878265f0 (__TEXT,__text) external _vImageExtract_444YpCbCrA10To420Yp10P32_CbCr10P32
00000001878262c0 (__TEXT,__text) external _vImageExtract_444YpCbCrA10To420Yp10_CbCr10
0000000187825f90 (__TEXT,__text) external _vImageExtract_444YpCbCrA8To420Yp8_CbCr8
00000001876a0310 (__TEXT,__text) external _vImageFlatten_ARGB16Q12
0000000187677734 (__TEXT,__text) external _vImageFlatten_ARGB16U
000000018764edac (__TEXT,__text) external _vImageFlatten_ARGB8888
0000000187674e68 (__TEXT,__text) external _vImageFlatten_ARGB8888ToRGB888
0000000187677c34 (__TEXT,__text) external _vImageFlatten_ARGBFFFF
0000000187675660 (__TEXT,__text) external _vImageFlatten_ARGBFFFFToRGBFFF
00000001876753b8 (__TEXT,__text) external _vImageFlatten_BGRA8888ToRGB888
0000000187675bb0 (__TEXT,__text) external _vImageFlatten_BGRAFFFFToRGBFFF
0000000187769088 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst
000000018776965c (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast
0000000187769bbc (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst
000000018776a080 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast
000000018776870c (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst
0000000187768bf4 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast
000000018776a57c (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst
000000018776a9b4 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast
00000001876a05a0 (__TEXT,__text) external _vImageFlatten_RGBA16Q12
00000001876779b4 (__TEXT,__text) external _vImageFlatten_RGBA16U
000000018763c148 (__TEXT,__text) external _vImageFlatten_RGBA8888
0000000187675110 (__TEXT,__text) external _vImageFlatten_RGBA8888ToRGB888
0000000187677eb4 (__TEXT,__text) external _vImageFlatten_RGBAFFFF
0000000187675908 (__TEXT,__text) external _vImageFlatten_RGBAFFFFToRGBFFF
0000000187753994 (__TEXT,__text) external _vImageFloodFill_ARGB16U
00000001877538dc (__TEXT,__text) external _vImageFloodFill_ARGB8888
0000000187753828 (__TEXT,__text) external _vImageFloodFill_Planar16U
0000000187753774 (__TEXT,__text) external _vImageFloodFill_Planar8
0000000187754db0 (__TEXT,__text) external _vImageGamma_Planar8toPlanarF
0000000187755e24 (__TEXT,__text) external _vImageGamma_PlanarF
000000018775512c (__TEXT,__text) external _vImageGamma_PlanarFtoPlanar8
000000018770d838 (__TEXT,__text) external _vImageGaussianBoxDiffConvolve_Planar8
000000018765aacc (__TEXT,__text) external _vImageGaussianConvolve_Planar8
000000018781bc24 (__TEXT,__text) non-external _vImageGetCPUCount
000000018781bbdc (__TEXT,__text) non-external _vImageGetLogicalCPUCount
000000018770df78 (__TEXT,__text) external _vImageGetMinimumGeometryTempBufferSize
00000001876a7354 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForConvolution
000000018771eebc (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForHistogram
000000018774e138 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForMinMax
000000018771ac50 (__TEXT,__text) external _vImageGetPerspectiveWarp
0000000187798128 (__TEXT,__text) external _vImageGetResamplingFilterExtent
0000000187631220 (__TEXT,__text) external _vImageGetResamplingFilterSize
0000000187651af0 (__TEXT,__text) non-external (was a private external) _vImageGetResamplingFilterSizeForBuffer
000000018770d34c (__TEXT,__text) external _vImageGradientSobel_Planar8to16S
00000001879a1fd8 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel1_D
00000001879a1fe4 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel1_S
00000001879a1fe8 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel3_D
00000001879a1ff4 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel3_S
00000001879a2000 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel5_D
00000001879a2014 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel5_S
00000001879a2028 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel7_D
00000001879a2044 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel7_S
000000018762f0bc (__TEXT,__text) external _vImageHistogramCalculation_ARGB8888
000000018772129c (__TEXT,__text) external _vImageHistogramCalculation_ARGBFFFF
000000018771eedc (__TEXT,__text) external _vImageHistogramCalculation_Planar8
000000018771f694 (__TEXT,__text) external _vImageHistogramCalculation_PlanarF
00000001877288d0 (__TEXT,__text) external _vImageHistogramSpecification_ARGB8888
000000018772903c (__TEXT,__text) external _vImageHistogramSpecification_ARGBFFFF
0000000187727968 (__TEXT,__text) external _vImageHistogramSpecification_Planar8
0000000187727b9c (__TEXT,__text) external _vImageHistogramSpecification_PlanarF
000000018771d814 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16F
000000018771d1cc (__TEXT,__text) external _vImageHorizontalReflect_ARGB16S
000000018771cea4 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16U
000000018771cb8c (__TEXT,__text) external _vImageHorizontalReflect_ARGB8888
000000018771d4f4 (__TEXT,__text) external _vImageHorizontalReflect_ARGBFFFF
