000000025fc6c6e4 (__TEXT,__text) external _AAAFSCGetMetadata
                 (undefined) external _setattrlist (from libSystem)
000000025fc3bac0 (__TEXT,__text) non-external _setupContext
000000025fc490e4 (__TEXT,__text) non-external _setupContext
000000025fc2eb08 (__TEXT,__text) non-external (was a private external) _sha1ToString
000000025fc2eb94 (__TEXT,__text) non-external (was a private external) _sha1cmp
000000025fc0b878 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
000000025fbf94cc (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat (from libSystem)
000000025fc2fe8c (__TEXT,__text) non-external (was a private external) _statIsCompressed
000000025fc30fb8 (__TEXT,__text) non-external (was a private external) _statIsDataless
000000025fc524f8 (__TEXT,__text) non-external _stateAppendEntry
000000025fc654bc (__TEXT,__text) non-external _stateCollectorStreamClose
000000025fc65f1c (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
000000025fc654d8 (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
000000025fc6335c (__TEXT,__text) non-external _stateComputePatches
000000025fc51e48 (__TEXT,__text) non-external _stateConcatPath
000000025fc4f9a8 (__TEXT,__text) non-external _stateDestroy
000000025fc65390 (__TEXT,__text) non-external _stateDestroy
000000025fc63694 (__TEXT,__text) non-external _stateGenerateArchive
000000025fc51e68 (__TEXT,__text) non-external _stateGetEntryData
000000025fc66dd8 (__TEXT,__text) non-external _stateLoadEntryHeader
000000025fc52058 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
000000025fc2e4d0 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs (from libSystem)
000000025fc77f40 (__TEXT,__text) non-external _storeCachePos
000000025fc6ea18 (__TEXT,__text) non-external _storeChunkOffsets
000000025fc2f49c (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
000000025fc2c5ec (__TEXT,__text) non-external _streamAbort
000000025fc441e4 (__TEXT,__text) non-external _streamAbort
000000025fc2c498 (__TEXT,__text) non-external _streamClose
000000025fc43e94 (__TEXT,__text) non-external _streamClose
000000025fc0a00c (__TEXT,__text) non-external _streamConsumerProc
000000025fc44998 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
000000025fc2c610 (__TEXT,__text) non-external _streamPRead
000000025fc44208 (__TEXT,__text) non-external _streamPWrite
000000025fc2d520 (__TEXT,__text) non-external _streamProc
000000025fc74ec8 (__TEXT,__text) non-external _streamProc
000000025fc2ca10 (__TEXT,__text) non-external _streamRead
000000025fc2ca30 (__TEXT,__text) non-external _streamSeek
000000025fc0a0f0 (__TEXT,__text) non-external _streamThreadProc
000000025fc09f6c (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
000000025fc223dc (__TEXT,__text) non-external _stringTableIndexCompareProc
000000025fc21f08 (__TEXT,__text) non-external _stringTableReserve
000000025fc6c020 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
000000025fc6702c (__TEXT,__text) non-external _subArchiveCreate
000000025fc675d0 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
000000025fc5fc94 (__TEXT,__text) non-external _tarParseInt
000000025fc3c688 (__TEXT,__text) non-external _tempStreamCancel
000000025fc3c5f0 (__TEXT,__text) non-external _tempStreamClose
000000025fc3c6cc (__TEXT,__text) non-external _tempStreamPRead
000000025fc3c924 (__TEXT,__text) non-external _tempStreamPWrite
000000025fc3c69c (__TEXT,__text) non-external _tempStreamRead
000000025fc3c894 (__TEXT,__text) non-external _tempStreamSeek
000000025fc3cb90 (__TEXT,__text) non-external _tempStreamTruncate
000000025fc3c8f4 (__TEXT,__text) non-external _tempStreamWrite
000000025fc28e2c (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
000000025fc28b48 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
000000025fc7265c (__TEXT,__text) non-external _threadPoolWorkerThreadProc
000000025fc3573c (__TEXT,__text) non-external _threadWrapperProc
000000025fc0f3fc (__TEXT,__text) non-external _treeAdd
000000025fc0ecb8 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
000000025fc0f014 (__TEXT,__text) non-external _treeRebalance
000000025fc0ff64 (__TEXT,__text) non-external _treeRotateLeft
000000025fc0fdf8 (__TEXT,__text) non-external _treeRotateRight
000000025fc0f2b8 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
000000025fc4ab90 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
000000025fc2f780 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
000000025fc321ec (__TEXT,__text) non-external _updateFromHeader
000000025fc351fc (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
000000025fc35244 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
000000025fc5be8c (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
000000025fc07464 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
000000025fc068a4 (__TEXT,__text) non-external _verifyDirectoryStreamClose
000000025fc071f4 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
000000025fc06bf4 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
000000025fc3bd4c (__TEXT,__text) non-external _verifySegment
000000025fc49b14 (__TEXT,__text) non-external _verifySegment
000000025fc75c48 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
000000025fc52154 (__TEXT,__text) non-external _workerApplyAttr
000000025fc07478 (__TEXT,__text) non-external _workerDataFree
000000025fc523e8 (__TEXT,__text) non-external _workerDecodeAndApplyACL
000000025fc522d8 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
000000025fc1ba44 (__TEXT,__text) non-external _workerDestroy
000000025fc51dd8 (__TEXT,__text) non-external _workerDestroy
000000025fbf74ac (__TEXT,__text) non-external _workerProc
000000025fc063ac (__TEXT,__text) non-external _workerProc
000000025fc1b208 (__TEXT,__text) non-external _workerProc
000000025fc2e85c (__TEXT,__text) non-external _workerProc
000000025fc4fa5c (__TEXT,__text) non-external _workerProc
000000025fc74d64 (__TEXT,__text) non-external _workerProc
000000025fc52224 (__TEXT,__text) non-external _workerReserve
000000025fc51f10 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
000000025fc33360 (__TEXT,__text) non-external _writeBlobProc
000000025fc32da0 (__TEXT,__text) non-external _writeHeaderProc
000000025fc68870 (__TEXT,__text) non-external _writeOBuf
000000025fbfd0b0 (__TEXT,__text) non-external _writeProc
000000025fc279e8 (__TEXT,__text) non-external _writeProc
000000025fc46f98 (__TEXT,__text) non-external _writeProc
000000025fc43b34 (__TEXT,__text) non-external _writerProc
000000025fc76068 (__TEXT,__text) non-external (was a private external) _writerProc
