00007ff841ae2718 (__DATA,__data) non-external _C
00007ff841ae4ec0 (__DATA,__bss) non-external _getpass.buf
00007ff800335bbc (__TEXT,__text) external _getpeereid
                 (undefined) external _getpgrp (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getpriority (from libsystem_kernel)
00007ff8002f0f9c (__TEXT,__text) external _getprogname
                 (undefined) external _getpwnam (from libsystem_info)
                 (undefined) external _getpwuid (from libsystem_info)
                 (undefined) external _getpwuid_r (from libsystem_info)
                 (undefined) external _getrlimit (from libsystem_kernel)
00007ff8002ebf63 (__TEXT,__text) non-external _getrule
                 (undefined) external _getrusage (from libsystem_kernel)
00007ff8003425b6 (__TEXT,__text) external _gets
00007ff800364910 (__TEXT,__const) non-external _gets.w
00007ff841ae5170 (__DATA,__bss) non-external _gets.warned
00007ff8002ebd5b (__TEXT,__text) non-external _getsecs
                 (undefined) external _getsectiondata (from libmacho)
                 (undefined) external _getsockopt (from libsystem_kernel)
00007ff80034035a (__TEXT,__text) external _getsourcefilter
00007ff80034fcc9 (__TEXT,__text) external _getsubopt
00007ff8002ea8f6 (__TEXT,__text) external _gettimeofday
00007ff841ae4d74 (__DATA,__bss) non-external _gettimeofday.cached_tz.0
00007ff841ae4d78 (__DATA,__bss) non-external _gettimeofday.cached_tz.1
00007ff841ae4d70 (__DATA,__bss) non-external _gettimeofday.validtz
00007ff80031fd12 (__TEXT,__text) external _getttyent
00007ff841ae46c0 (__DATA,__bss) non-external _getttyent.line
00007ff840028438 (__DATA_CONST,__const) non-external _getttyent.nonexistent
00007ff841ae4680 (__DATA,__bss) non-external _getttyent.tty
00007ff80031fbc2 (__TEXT,__text) external _getttynam
00007ff80031f693 (__TEXT,__text) non-external _gettype
                 (undefined) external _getuid (from libsystem_kernel)
00007ff800320417 (__TEXT,__text) external _getusershell
00007ff8003589df (__TEXT,__text) external _getutmp
00007ff800358a1e (__TEXT,__text) external _getutmpx
00007ff800358208 (__TEXT,__text) external _getutxent
00007ff8003219bf (__TEXT,__text) external _getutxent_wtmp
00007ff800358375 (__TEXT,__text) external _getutxid
00007ff800358452 (__TEXT,__text) external _getutxline
00007ff8003648f1 (__TEXT,__const) non-external _getv4.digits
00007ff80031a043 (__TEXT,__text) external _getvfsbyname
00007ff80034266b (__TEXT,__text) external _getw
00007ff8003426a0 (__TEXT,__text) external _getwc
00007ff8003426c8 (__TEXT,__text) external _getwc_l
00007ff8003426d2 (__TEXT,__text) external _getwchar
00007ff800342704 (__TEXT,__text) external _getwchar_l
00007ff80032843a (__TEXT,__text) external _getwd
00007ff8002ebca2 (__TEXT,__text) non-external _getzname
00007ff80035e050 (__TEXT,__text) external _glob
00007ff8003110b0 (__TEXT,__text) external _glob$INODE64
00007ff800311761 (__TEXT,__text) non-external _glob0
00007ff80031198c (__TEXT,__text) non-external _glob0
00007ff800311ef4 (__TEXT,__text) non-external _glob2
00007ff8003124ef (__TEXT,__text) non-external _glob2
00007ff80035e06c (__TEXT,__text) external _glob_b
00007ff800335c1c (__TEXT,__text) external _glob_b$INODE64
00007ff800335c67 (__TEXT,__text) non-external _globexp1
00007ff80035e091 (__TEXT,__text) non-external _globexp1
00007ff80031300f (__TEXT,__text) non-external _globfinal
00007ff80031308a (__TEXT,__text) non-external _globfinal
00007ff800313118 (__TEXT,__text) external _globfree
00007ff800364be4 (__TEXT,__const) non-external _gmt
00007ff80030c3dd (__TEXT,__text) non-external _gmt_init
00007ff841ae2a18 (__DATA,__data) non-external _gmt_notify
00007ff841ae2a20 (__DATA,__data) non-external _gmt_once
00007ff8003138ef (__TEXT,__text) external _gmtime
00007ff841ae5318 (__DATA,__bss) non-external _gmtime_key
00007ff841ae5314 (__DATA,__bss) non-external _gmtime_key_error
00007ff800313983 (__TEXT,__text) non-external _gmtime_key_init
00007ff841ae2a08 (__DATA,__data) non-external _gmtime_once
00007ff80030c337 (__TEXT,__text) external _gmtime_r
00007ff80030c46c (__TEXT,__text) non-external _gmtload
00007ff841ae5358 (__DATA,__bss) non-external _gmtptr
00007ff80030c353 (__TEXT,__text) non-external _gmtsub
00007ff800364da0 (__TEXT,__const) non-external _gnuoptchar
00007ff841ae4e08 (__DATA,__bss) non-external _gottoprec
00007ff800309b66 (__TEXT,__text) external _grantpt
00007ff800345394 (__TEXT,__text) non-external _grouping_init
00007ff800349907 (__TEXT,__text) non-external _grouping_init
00007ff80034542f (__TEXT,__text) non-external _grouping_print
00007ff800349a38 (__TEXT,__text) non-external _grouping_print
00007ff800337037 (__TEXT,__text) non-external _handler
00007ff80032e51c (__TEXT,__text) non-external _hash4
00007ff80032d10c (__TEXT,__text) non-external _hash_access
00007ff80032ca0c (__TEXT,__text) non-external _hash_close
00007ff800352954 (__TEXT,__text) external _hash_create
00007ff80032ca3d (__TEXT,__text) non-external _hash_delete
00007ff8003529c0 (__TEXT,__text) external _hash_destroy
00007ff80032ca9a (__TEXT,__text) non-external _hash_fd
00007ff80032cac9 (__TEXT,__text) non-external _hash_get
00007ff800352bef (__TEXT,__text) external _hash_purge
00007ff80032cb0e (__TEXT,__text) non-external _hash_put
00007ff800352a8a (__TEXT,__text) external _hash_search
00007ff80032cb75 (__TEXT,__text) non-external _hash_seq
00007ff800352c63 (__TEXT,__text) external _hash_stats
00007ff80032cdce (__TEXT,__text) non-external _hash_sync
00007ff800352b85 (__TEXT,__text) external _hash_traverse
00007ff80034fdf4 (__TEXT,__text) external _hcreate
00007ff80032c8f2 (__TEXT,__text) non-external _hdestroy
00007ff80034febb (__TEXT,__text) external _hdestroy
00007ff8002f072a (__TEXT,__text) external _heapsort
00007ff800315d0e (__TEXT,__text) external _heapsort_b
00007ff800362910 (__TEXT,__const) non-external _hexdigit
00007ff800367d60 (__TEXT,__cstring) non-external _hexlist
00007ff841ae4728 (__DATA,__bss) non-external _hexpreg
                 (undefined) external _host_get_clock_service (from libsystem_kernel)
00007ff80034ff28 (__TEXT,__text) external _hsearch
00007ff841ae53a0 (__DATA,__bss) non-external _htable
00007ff841ae53a8 (__DATA,__bss) non-external _htablesize
                 (undefined) external _if_nametoindex (from libsystem_info)
00007ff800364d80 (__TEXT,__const) non-external _illoptchar
00007ff800364e70 (__TEXT,__const) non-external _illoptstring
00007ff80034ffd3 (__TEXT,__text) external _imaxabs
00007ff80034ffe3 (__TEXT,__text) external _imaxdiv
                 (indirect) external _index (for __platform_strchr)
00007ff8002f6975 (__TEXT,__text) external _inet_addr
00007ff8002f6934 (__TEXT,__text) external _inet_aton
00007ff80033e85c (__TEXT,__text) external _inet_lnaof
00007ff80033e889 (__TEXT,__text) external _inet_makeaddr
00007ff80033e8c2 (__TEXT,__text) external _inet_net_ntop
00007ff80033ed9e (__TEXT,__text) external _inet_net_pton
00007ff80036157b (__TEXT,__text) non-external _inet_net_pton.cold.1
00007ff80036159c (__TEXT,__text) non-external _inet_net_pton.cold.2
00007ff8003615bf (__TEXT,__text) non-external _inet_net_pton.cold.3
00007ff8003648b1 (__TEXT,__const) non-external _inet_net_pton_ipv4.digits
00007ff8003648a0 (__TEXT,__const) non-external _inet_net_pton_ipv4.xdigits
00007ff8003648c0 (__TEXT,__const) non-external _inet_net_pton_ipv6.xdigits_l
00007ff8003648e0 (__TEXT,__const) non-external _inet_net_pton_ipv6.xdigits_u
00007ff80033f5f9 (__TEXT,__text) external _inet_neta
00007ff80033f69e (__TEXT,__text) external _inet_netof
00007ff80033f6ce (__TEXT,__text) external _inet_network
00007ff80033fb21 (__TEXT,__text) external _inet_nsap_addr
00007ff80033fca2 (__TEXT,__text) external _inet_nsap_ntoa
00007ff8003143ff (__TEXT,__text) external _inet_ntoa
00007ff841ae5110 (__DATA,__bss) non-external _inet_ntoa.ret
00007ff8002f6a0e (__TEXT,__text) external _inet_ntop
00007ff8002f6a4f (__TEXT,__text) external _inet_ntop4
00007ff800304f40 (__TEXT,__text) external _inet_ntop6
00007ff8002f4b8a (__TEXT,__text) external _inet_pton
00007ff8002f4ede (__TEXT,__text) non-external _inet_pton4
00007ff800364f70 (__TEXT,__const) non-external _inet_pton4.digits
00007ff800364f80 (__TEXT,__const) non-external _inet_pton6.xdigits_l
00007ff800364fa0 (__TEXT,__const) non-external _inet_pton6.xdigits_u
00007ff80031d840 (__TEXT,__text) non-external _infinity
00007ff80031da32 (__TEXT,__text) non-external _initMPFromDigits
00007ff800362a10 (__TEXT,__const) non-external _initMPFromDigits.powersOfTen
00007ff80031f02d (__TEXT,__text) non-external _init_perm
00007ff80032044b (__TEXT,__text) non-external _initshells
00007ff800351da4 (__TEXT,__text) external _initstate
00007ff8002fbdab (__TEXT,__text) non-external _insertionsort
00007ff8002fbe45 (__TEXT,__text) non-external _insertionsort
00007ff800350013 (__TEXT,__text) external _insque
                 (undefined) external _ioctl (from libsystem_kernel)
00007ff800322823 (__TEXT,__text) external _isalnum
00007ff800322ed4 (__TEXT,__text) external _isalnum_l
00007ff800322886 (__TEXT,__text) external _isalpha
00007ff800322f37 (__TEXT,__text) external _isalpha_l
00007ff800322812 (__TEXT,__text) external _isascii
00007ff8002f8226 (__TEXT,__text) external _isatty
00007ff8003228e3 (__TEXT,__text) external _isblank
00007ff800322f94 (__TEXT,__text) external _isblank_l
00007ff800322940 (__TEXT,__text) external _iscntrl
00007ff800322ff1 (__TEXT,__text) external _iscntrl_l
00007ff800313fa1 (__TEXT,__text) external _isdigit
00007ff80032304e (__TEXT,__text) external _isdigit_l
00007ff80032299d (__TEXT,__text) external _isgraph
00007ff8003230ab (__TEXT,__text) external _isgraph_l
00007ff800322c5c (__TEXT,__text) external _ishexnumber
00007ff800323108 (__TEXT,__text) external _ishexnumber_l
00007ff800322cb9 (__TEXT,__text) external _isideogram
00007ff800323165 (__TEXT,__text) external _isideogram_l
00007ff8003229fa (__TEXT,__text) external _islower
00007ff8003231c2 (__TEXT,__text) external _islower_l
00007ff800322d16 (__TEXT,__text) external _isnumber
00007ff80032321f (__TEXT,__text) external _isnumber_l
00007ff800322d73 (__TEXT,__text) external _isphonogram
00007ff80032327c (__TEXT,__text) external _isphonogram_l
00007ff800322a57 (__TEXT,__text) external _isprint
00007ff8003232d9 (__TEXT,__text) external _isprint_l
00007ff800322ab4 (__TEXT,__text) external _ispunct
00007ff800323336 (__TEXT,__text) external _ispunct_l
00007ff800322dd0 (__TEXT,__text) external _isrune
00007ff800323393 (__TEXT,__text) external _isrune_l
                 (undefined) external _issetugid (from libsystem_kernel)
00007ff800322b11 (__TEXT,__text) external _isspace
00007ff8003233fb (__TEXT,__text) external _isspace_l
00007ff800322e31 (__TEXT,__text) external _isspecial
00007ff800323458 (__TEXT,__text) external _isspecial_l
00007ff800309d9f (__TEXT,__text) non-external _istrsenvisx
00007ff800361464 (__TEXT,__text) non-external _istrsenvisx.cold.1
00007ff800361487 (__TEXT,__text) non-external _istrsenvisx.cold.2
00007ff8003614aa (__TEXT,__text) non-external _istrsenvisx.cold.3
00007ff8003614cd (__TEXT,__text) non-external _istrsenvisx.cold.4
00007ff800309d42 (__TEXT,__text) non-external _istrsenvisxl
00007ff800322b6e (__TEXT,__text) external _isupper
00007ff8003234b5 (__TEXT,__text) external _isupper_l
00007ff8003235ad (__TEXT,__text) external _iswalnum
00007ff800323a27 (__TEXT,__text) external _iswalnum_l
00007ff800323610 (__TEXT,__text) external _iswalpha
00007ff800323a8a (__TEXT,__text) external _iswalpha_l
00007ff800323f37 (__TEXT,__text) external _iswascii
00007ff800323eda (__TEXT,__text) external _iswblank
00007ff80032417a (__TEXT,__text) external _iswblank_l
00007ff80032366d (__TEXT,__text) external _iswcntrl
00007ff800323ae7 (__TEXT,__text) external _iswcntrl_l
00007ff8003236ca (__TEXT,__text) external _iswctype
00007ff800323b44 (__TEXT,__text) external _iswctype_l
00007ff800323733 (__TEXT,__text) external _iswdigit
00007ff800323bb4 (__TEXT,__text) external _iswdigit_l
00007ff800323756 (__TEXT,__text) external _iswgraph
00007ff800323c11 (__TEXT,__text) external _iswgraph_l
00007ff800323f48 (__TEXT,__text) external _iswhexnumber
00007ff8003241d7 (__TEXT,__text) external _iswhexnumber_l
00007ff800323fa5 (__TEXT,__text) external _iswideogram
00007ff800324234 (__TEXT,__text) external _iswideogram_l
00007ff8003237b3 (__TEXT,__text) external _iswlower
00007ff800323c6e (__TEXT,__text) external _iswlower_l
00007ff800324002 (__TEXT,__text) external _iswnumber
00007ff800324291 (__TEXT,__text) external _iswnumber_l
00007ff80032405f (__TEXT,__text) external _iswphonogram
00007ff8003242ee (__TEXT,__text) external _iswphonogram_l
00007ff800323810 (__TEXT,__text) external _iswprint
00007ff800323ccb (__TEXT,__text) external _iswprint_l
00007ff80032386d (__TEXT,__text) external _iswpunct
00007ff800323d28 (__TEXT,__text) external _iswpunct_l
00007ff8003240bc (__TEXT,__text) external _iswrune
00007ff80032434b (__TEXT,__text) external _iswrune_l
00007ff8003238ca (__TEXT,__text) external _iswspace
00007ff800323d85 (__TEXT,__text) external _iswspace_l
00007ff80032411d (__TEXT,__text) external _iswspecial
00007ff8003243b3 (__TEXT,__text) external _iswspecial_l
00007ff800323927 (__TEXT,__text) external _iswupper
00007ff800323de2 (__TEXT,__text) external _iswupper_l
00007ff800323984 (__TEXT,__text) external _iswxdigit
00007ff800323e3f (__TEXT,__text) external _iswxdigit_l
00007ff800313f7e (__TEXT,__text) external _isxdigit
00007ff800323512 (__TEXT,__text) external _isxdigit_l
00007ff800365f30 (__TEXT,__cstring) non-external _itoa64
00007ff800336090 (__TEXT,__text) external _jrand48
00007ff8400289d0 (__DATA_CONST,__const) external _kOSThermalNotificationPressureLevelName
                 (undefined) external _kill (from libsystem_kernel)
00007ff800314611 (__TEXT,__text) external _killpg
00007ff80035325e (__TEXT,__text) external _l64a
00007ff841ae53f8 (__DATA,__bss) non-external _l64a.buf
00007ff80035003c (__TEXT,__text) external _labs
00007ff80033961d (__TEXT,__text) non-external _largesearch
00007ff841ae5360 (__DATA,__bss) non-external _last_default_tzload_mtimespec
00007ff841ae29e8 (__DATA,__data) non-external _lastglue
00007ff80031dfe7 (__TEXT,__text) external _lchflags
00007ff800304c30 (__TEXT,__text) external _lchmod
00007ff841ae5200 (__DATA,__bss) non-external _lcl_TZname
00007ff84380b630 (__DATA_DIRTY,__data) non-external _lcl_notify
00007ff84380b550 (__DATA_DIRTY,__data) non-external (was a private external) _lcl_rwlock
00007ff84380cfc0 (__DATA_DIRTY,__bss) non-external _lclptr
00007ff8003360d0 (__TEXT,__text) external _lcong48
00007ff80035004c (__TEXT,__text) external _ldiv
00007ff80035012b (__TEXT,__text) external _lfind
00007ff800344964 (__TEXT,__text) non-external _lflush
00007ff80033f8c4 (__TEXT,__text) external _link_addr
00007ff80033fa44 (__TEXT,__text) external _link_ntoa
00007ff841ae5130 (__DATA,__bss) non-external _link_ntoa.obuf
00007ff80035007c (__TEXT,__text) external _llabs
00007ff80035008c (__TEXT,__text) external _lldiv
00007ff8003408c1 (__TEXT,__text) non-external _loadCat
00007ff800307454 (__TEXT,__text) non-external _loadlocale
00007ff800319e9a (__TEXT,__text) external _localeconv
00007ff8002e8450 (__TEXT,__text) external _localeconv_l
00007ff8003614f0 (__TEXT,__text) non-external _localeconv_l.cold.1
00007ff800361502 (__TEXT,__text) non-external _localeconv_l.cold.2
00007ff8002f0fda (__TEXT,__text) external _localtime
00007ff84380cfd0 (__DATA_DIRTY,__bss) non-external _localtime_key
00007ff841ae5308 (__DATA,__bss) non-external _localtime_key_error
00007ff8002f109c (__TEXT,__text) non-external _localtime_key_init
00007ff84380b638 (__DATA_DIRTY,__data) non-external _localtime_once
00007ff8002ea9c0 (__TEXT,__text) external _localtime_r
00007ff80031ad0c (__TEXT,__text) external _lockf
00007ff800336114 (__TEXT,__text) external _lockf$NOCANCEL
00007ff800327fe4 (__TEXT,__text) external _login
00007ff800326f17 (__TEXT,__text) external _login_tty
00007ff800328045 (__TEXT,__text) external _logout
00007ff800326f7e (__TEXT,__text) external _logwtmp
00007ff8003361dc (__TEXT,__text) external _lrand48
00007ff8003500bc (__TEXT,__text) external _lsearch
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
                 (undefined) external _lstat$INODE64 (from libsystem_kernel)
00007ff80032778e (__TEXT,__text) external _lstatx64_np
00007ff80035fc1b (__TEXT,__text) external _lstatx_np
00007ff8002fc5fe (__TEXT,__text) external _lstatx_np$INODE64
00007ff8002fc638 (__TEXT,__text) non-external _lstatx_syscall
00007ff8002fc645 (__TEXT,__text) non-external _lstatx_syscall
00007ff8003135b6 (__TEXT,__text) external _lutimes
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_boottime_usec (from libsystem_kernel)
                 (undefined) external _mach_continuous_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_error_string (from libsystem_kernel)
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc (from libsystem_malloc)
00007ff8400284a0 (__DATA_CONST,__const) non-external _mapping
00007ff80031046d (__TEXT,__text) external _mblen
00007ff8003104f5 (__TEXT,__text) external _mblen_l
00007ff800327ba7 (__TEXT,__text) external _mbmb
00007ff841ae4d90 (__DATA,__bss) non-external _mbmb.warn_depreciated
                 (undefined) external _mbr_gid_to_uuid (from libsystem_info)
                 (undefined) external _mbr_uid_to_uuid (from libsystem_info)
                 (undefined) external _mbr_uuid_to_id (from libsystem_info)
00007ff800310579 (__TEXT,__text) external _mbrlen
00007ff80033b647 (__TEXT,__text) external _mbrlen_l
00007ff800327aff (__TEXT,__text) external _mbrrune
00007ff841ae4d8c (__DATA,__bss) non-external _mbrrune.warn_depreciated
00007ff800313fdd (__TEXT,__text) external _mbrtowc
00007ff800310e55 (__TEXT,__text) external _mbrtowc_l
00007ff800327a56 (__TEXT,__text) external _mbrune
00007ff841ae4d88 (__DATA,__bss) non-external _mbrune.warn_depreciated
00007ff80033b6c3 (__TEXT,__text) external _mbsinit
00007ff80033b690 (__TEXT,__text) external _mbsinit_l
00007ff80033b740 (__TEXT,__text) external _mbsnrtowcs
00007ff80033b6fb (__TEXT,__text) external _mbsnrtowcs_l
00007ff80033b8cf (__TEXT,__text) external _mbsrtowcs
00007ff80033b884 (__TEXT,__text) external _mbsrtowcs_l
00007ff80030a6df (__TEXT,__text) external _mbstowcs
00007ff80033b923 (__TEXT,__text) external _mbstowcs_l
00007ff80030a461 (__TEXT,__text) external _mbtowc
00007ff8002e9c37 (__TEXT,__text) external _mbtowc_l
                 (indirect) external _memccpy (for __platform_memccpy)
                 (indirect) external _memchr (for __platform_memchr)
                 (indirect) external _memcmp (for __platform_memcmp)
                 (indirect) external _memcpy (for __platform_memmove)
00007ff8002f93de (__TEXT,__text) external _memmem
                 (indirect) external _memmove (for __platform_memmove)
                 (indirect) external _memset (for __platform_memset)
                 (indirect) external _memset_pattern16 (for __platform_memset_pattern16)
                 (indirect) external _memset_pattern4 (for __platform_memset_pattern4)
                 (indirect) external _memset_pattern8 (for __platform_memset_pattern8)
00007ff8002e39e7 (__TEXT,__text) external _memset_s
00007ff80033e84f (__TEXT,__text) non-external _memstream_close
00007ff80033e7c3 (__TEXT,__text) non-external _memstream_seek
00007ff800361535 (__TEXT,__text) non-external _memstream_seek.cold.1
00007ff800361558 (__TEXT,__text) non-external _memstream_seek.cold.2
00007ff80033e6b2 (__TEXT,__text) non-external _memstream_update
00007ff800361514 (__TEXT,__text) non-external _memstream_update.cold.1
00007ff80033e6df (__TEXT,__text) non-external _memstream_write
00007ff8002fb595 (__TEXT,__text) external _mergesort
00007ff80030b67a (__TEXT,__text) external _mergesort_b
                 (undefined) external _mkdirat (from libsystem_kernel)
00007ff8003276e1 (__TEXT,__text) external _mkdirx_np
00007ff800314445 (__TEXT,__text) external _mkdtemp
00007ff800342874 (__TEXT,__text) external _mkdtempat_np
00007ff8003276ca (__TEXT,__text) external _mkfifox_np
00007ff80034280d (__TEXT,__text) external _mkostemp
00007ff80034271b (__TEXT,__text) external _mkostemps
00007ff80034277c (__TEXT,__text) external _mkostempsat_np
00007ff8002f2224 (__TEXT,__text) external _mkpath_np
00007ff800327084 (__TEXT,__text) external _mkpathat_np
00007ff80031102e (__TEXT,__text) external _mkstemp
00007ff8003428f3 (__TEXT,__text) external _mkstemp_dprotected_np
00007ff800304c75 (__TEXT,__text) external _mkstemps
00007ff8003427d1 (__TEXT,__text) external _mkstempsat_np
00007ff8002f8fd0 (__TEXT,__text) external _mktemp
00007ff8002fc6df (__TEXT,__text) external _mktime
                 (undefined) external _mmap (from libsystem_kernel)
00007ff800364c20 (__TEXT,__const) non-external _mon_lengths
00007ff8003227ee (__TEXT,__text) external _monaddition
00007ff800322806 (__TEXT,__text) external _moncontrol
00007ff80032280c (__TEXT,__text) external _moncount
00007ff8003227e2 (__TEXT,__text) external _moninit
00007ff800322800 (__TEXT,__text) external _monitor
00007ff8003227fa (__TEXT,__text) external _monoutput
00007ff8003227f4 (__TEXT,__text) external _monreset
00007ff8003227e8 (__TEXT,__text) external _monstartup
00007ff8003415af (__TEXT,__text) non-external _moreglue
00007ff80032fd24 (__TEXT,__text) non-external _mpool_bkt
00007ff80032ff92 (__TEXT,__text) external _mpool_close
00007ff80032fc75 (__TEXT,__text) external _mpool_filter
00007ff80032fdeb (__TEXT,__text) external _mpool_get
00007ff80032fc90 (__TEXT,__text) external _mpool_new
00007ff800360b5c (__TEXT,__text) non-external _mpool_new.cold.1
00007ff80032fbaf (__TEXT,__text) external _mpool_open
00007ff80032ff7d (__TEXT,__text) external _mpool_put
00007ff80032ffdc (__TEXT,__text) external _mpool_sync
00007ff800330047 (__TEXT,__text) non-external _mpool_write
00007ff80033620d (__TEXT,__text) external _mrand48
00007ff800328807 (__TEXT,__text) non-external _mswap
00007ff80031db9e (__TEXT,__text) non-external _multiplyByFiveToTheN
                 (undefined) external _munmap (from libsystem_kernel)
00007ff841ae4d28 (__DATA,__bss) non-external _namebuf
00007ff8002f199a (__TEXT,__text) external _nanosleep
00007ff80030deb1 (__TEXT,__text) external _nanosleep$NOCANCEL
00007ff841ae4f30 (__DATA,__bss) non-external _new_categories
00007ff800326725 (__TEXT,__text) external _new_printf_comp
00007ff800316354 (__TEXT,__text) external _new_printf_domain
00007ff8002f7a95 (__TEXT,__text) external _newlocale
00007ff84380b690 (__DATA_DIRTY,__data) non-external _next
00007ff800333e9c (__TEXT,__text) non-external _nextcomp
00007ff841ae4db0 (__DATA,__bss) non-external _nextcomp.lmsgverb
00007ff841ae4dd0 (__DATA,__bss) non-external _nextcomp.state
00007ff80033bdc5 (__TEXT,__text) external _nextwctype
00007ff80033bc84 (__TEXT,__text) external _nextwctype_l
00007ff80035fb94 (__TEXT,__text) external _nftw
00007ff800320b2c (__TEXT,__text) external _nftw$INODE64
00007ff80033623c (__TEXT,__text) external _nice
00007ff800319424 (__TEXT,__text) external _nl_langinfo
00007ff80031944c (__TEXT,__text) external _nl_langinfo_l
00007ff841ae4f28 (__DATA,__bss) non-external _nl_langinfo_l.csym
00007ff800364e10 (__TEXT,__const) non-external _noarg
00007ff800364860 (__TEXT,__const) non-external _nogrouping
00007ff841ae2a54 (__DATA,__data) non-external _nonopt_end
00007ff841ae2a58 (__DATA,__data) non-external _nonopt_start
                 (undefined) external _notify_cancel (from libsystem_notify)
                 (undefined) external _notify_check (from libsystem_notify)
00007ff8002eae3e (__TEXT,__text) non-external _notify_check_tz
                 (undefined) external _notify_monitor_file (from libsystem_notify)
                 (undefined) external _notify_post (from libsystem_notify)
                 (undefined) external _notify_register_check (from libsystem_notify)
00007ff8002ec363 (__TEXT,__text) non-external _notify_register_tz
00007ff800364bf0 (__TEXT,__const) non-external _notify_tz_name
00007ff8003362bc (__TEXT,__text) external _nrand48
00007ff800329e24 (__TEXT,__text) non-external _nroot
00007ff841ae2834 (__DATA,__data) non-external _numempty
00007ff841ae2898 (__DATA,__data) non-external _numempty
00007ff800364320 (__TEXT,__const) non-external _nv
00007ff800338a39 (__TEXT,__text) external _nvis
00007ff841ae2b00 (__DATA,__data) external _off32
00007ff841ae2b60 (__DATA,__data) external _off64
00007ff80034cea6 (__TEXT,__text) external _offtime
00007ff840028480 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
00007ff80033e5b9 (__TEXT,__text) external _open_memstream
00007ff800325b1e (__TEXT,__text) external _open_with_subsystem
00007ff80034ca0f (__TEXT,__text) external _open_wmemstream
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
00007ff8003270dd (__TEXT,__text) external _opendev
00007ff8003272a9 (__TEXT,__text) non-external _opendev_namebuf_init
00007ff841ae2730 (__DATA,__data) non-external _opendev_namebuf_once
00007ff80035e4b0 (__TEXT,__text) external _opendir
00007ff8002e89a1 (__TEXT,__text) external _opendir$INODE64
00007ff800336567 (__TEXT,__text) non-external _opendir_compar
00007ff80035e7f5 (__TEXT,__text) non-external _opendir_compar
00007ff800309a15 (__TEXT,__text) external _openpty
00007ff80031a3b8 (__TEXT,__text) external _openx_np
00007ff841ae54c8 (__DATA,__common) external _optarg
00007ff841ae2a40 (__DATA,__data) external _opterr
00007ff84380b68c (__DATA_DIRTY,__data) external _optind
00007ff841ae54c4 (__DATA,__common) external _optopt
00007ff841ae54c0 (__DATA,__common) external _optreset
                 (undefined) external _os_log_simple_type_from_asl (from libsystem_platform)
                 (undefined) external _os_log_type_enabled (from libsystem_trace)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
00007ff84380b780 (__DATA_DIRTY,__bss) non-external _p5s
00007ff800364950 (__TEXT,__const) non-external _padchar
00007ff841ae467a (__DATA,__bss) non-external _parse_error
00007ff8003139a7 (__TEXT,__text) non-external _parse_long_options
00007ff841ae4678 (__DATA,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
00007ff80035d7e7 (__TEXT,__text) external _pause
00007ff80033657f (__TEXT,__text) external _pause$NOCANCEL
00007ff8003368ad (__TEXT,__text) external _pclose
00007ff80031eade (__TEXT,__text) non-external _permute
00007ff80034fc2b (__TEXT,__text) non-external _permute_args
00007ff8003616b2 (__TEXT,__text) external _perror
00007ff841ae4e10 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
00007ff841ae2a60 (__DATA,__data) non-external _place
00007ff8003365a4 (__TEXT,__text) external _popen
00007ff80035da6e (__TEXT,__text) external _popen$DARWIN_EXTSN
00007ff80034cf5d (__TEXT,__text) external _posix2time
00007ff800309b46 (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
