000000000003c1b8 (__DATA,__data) external _NDR_record
0000000000007dd8 (__TEXT,__text) external _setiopolicy_np
0000000000008a0c (__TEXT,__text) external _setitimer
000000000000ba80 (__TEXT,__text) external _setpgid
00000000000084d0 (__TEXT,__text) external _setpriority
000000000000ed6c (__TEXT,__text) external _setprivexec
0000000000011ef4 (__TEXT,__text) external _setquota
000000000000da68 (__TEXT,__text) external _setregid
000000000000da90 (__TEXT,__text) external _setreuid
0000000000003608 (__TEXT,__text) external _setrlimit
000000000000dab8 (__TEXT,__text) external _setsgroups_np
0000000000008b70 (__TEXT,__text) external _setsid
0000000000004b24 (__TEXT,__text) external _setsockopt
000000000000959c (__TEXT,__text) external _setuid
000000000000db30 (__TEXT,__text) external _setwgroups_np
00000000000042d0 (__TEXT,__text) external _setxattr
0000000000015464 (__TEXT,__text) external _sfi_get_class_offtime
000000000001548c (__TEXT,__text) external _sfi_process_get_flags
0000000000015478 (__TEXT,__text) external _sfi_process_set_flags
0000000000009ac0 (__TEXT,__text) external _sfi_set_class_offtime
000000000000cc8c (__TEXT,__text) external _shm_open
000000000000ed94 (__TEXT,__text) external _shm_unlink
000000000000edbc (__TEXT,__text) external _shmat
000000000000dbd0 (__TEXT,__text) external _shmctl
000000000000ede4 (__TEXT,__text) external _shmdt
000000000000ee0c (__TEXT,__text) external _shmget
000000000000cd00 (__TEXT,__text) external _shmsys
0000000000004d8c (__TEXT,__text) external _shutdown
000000000000ee34 (__TEXT,__text) external _sigpending
0000000000003f90 (__TEXT,__text) external _sigprocmask
000000000001a410 (__TEXT,__text) external _sigsuspend
0000000000007990 (__TEXT,__text) external _sigsuspend$NOCANCEL
0000000000004a5c (__TEXT,__text) external _socket
000000000000ee5c (__TEXT,__text) external _socket_delegate
0000000000004c20 (__TEXT,__text) external _socketpair
00000000000151f0 (__TEXT,__text) external _stackshot_capture_with_config
000000000001516c (__TEXT,__text) external _stackshot_config_create
0000000000015348 (__TEXT,__text) external _stackshot_config_dealloc
00000000000152f8 (__TEXT,__text) external _stackshot_config_dealloc_buffer
0000000000015260 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
000000000001526c (__TEXT,__text) external _stackshot_config_get_stackshot_size
00000000000152ac (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00000000000151d4 (__TEXT,__text) external _stackshot_config_set_flags
00000000000152d0 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00000000000151b8 (__TEXT,__text) external _stackshot_config_set_pid
0000000000015288 (__TEXT,__text) external _stackshot_config_set_size_hint
000000000000bad0 (__TEXT,__text) external _stat
000000000000bad0 (__TEXT,__text) external _stat64
000000000000eed4 (__TEXT,__text) external _statfs
000000000000eed4 (__TEXT,__text) external _statfs64
000000000003c268 (__DATA,__bss) non-external _supported
000000000000eefc (__TEXT,__text) external _swapon
0000000000000c08 (__TEXT,__text) external _swtch
0000000000000bfc (__TEXT,__text) external _swtch_pri
0000000000006194 (__TEXT,__text) external _symlink
000000000000ef24 (__TEXT,__text) external _symlinkat
000000000000ef4c (__TEXT,__text) external _sync
0000000000002da0 (__TEXT,__text) external _syscall
0000000000000c14 (__TEXT,__text) external _syscall_thread_switch
0000000000015450 (__TEXT,__text) external _system_get_sfi_window
000000000000ef74 (__TEXT,__text) external _system_override
0000000000009afc (__TEXT,__text) external _system_set_sfi_window
000000000003c270 (__DATA,__bss) non-external _system_version_compat_check_path_suffix
000000000003c220 (__DATA,__common) external _system_version_compat_mode
0000000000029cf8 (__TEXT,__text) external _task_assign
0000000000029e28 (__TEXT,__text) external _task_assign_default
00000000000283c0 (__TEXT,__text) external _task_create
000000000002c24c (__TEXT,__text) external _task_create_identity_token
000000000002c514 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
0000000000000a28 (__TEXT,__text) external _task_dyld_process_info_notify_get
000000000002c12c (__TEXT,__text) external _task_dyld_process_info_notify_register
0000000000000b90 (__TEXT,__text) external _task_for_pid
000000000002afc4 (__TEXT,__text) external _task_generate_corpse
0000000000029f44 (__TEXT,__text) external _task_get_assignment
000000000002b4fc (__TEXT,__text) external _task_get_dyld_image_infos
0000000000029748 (__TEXT,__text) external _task_get_emulation_vector
000000000002bd88 (__TEXT,__text) external _task_get_exc_guard_behavior
000000000000b5c8 (__TEXT,__text) external _task_get_exception_ports
000000000002c630 (__TEXT,__text) external _task_get_exception_ports_info
000000000002abb8 (__TEXT,__text) external _task_get_mach_voucher
000000000000111c (__TEXT,__text) external _task_get_special_port
000000000002a260 (__TEXT,__text) external _task_get_state
000000000002c3a8 (__TEXT,__text) external _task_identity_token_get_task_port
00000000000012ec (__TEXT,__text) external _task_info
000000000002bbb0 (__TEXT,__text) external _task_inspect
000000000000ef9c (__TEXT,__text) external _task_inspect_for_pid
000000000002b120 (__TEXT,__text) external _task_map_corpse_info
000000000002ba40 (__TEXT,__text) external _task_map_corpse_info_64
000000000002cc78 (__TEXT,__text) external _task_map_kcdata_object_64
0000000000000b84 (__TEXT,__text) external _task_name_for_pid
00000000000294b8 (__TEXT,__text) external _task_policy
0000000000029190 (__TEXT,__text) external _task_policy_get
00000000000030fc (__TEXT,__text) external _task_policy_set
000000000002aa14 (__TEXT,__text) external _task_purgable_info
000000000000efc4 (__TEXT,__text) external _task_read_for_pid
000000000002b8d8 (__TEXT,__text) external _task_register_dyld_get_process_state
000000000002b28c (__TEXT,__text) external _task_register_dyld_image_infos
000000000002b7b4 (__TEXT,__text) external _task_register_dyld_set_dyld_state
000000000002b68c (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
0000000000000cc8 (__TEXT,__text) external _task_restartable_ranges_register
0000000000003638 (__TEXT,__text) external _task_restartable_ranges_synchronize
0000000000028764 (__TEXT,__text) external _task_resume
000000000002a904 (__TEXT,__text) external _task_resume2
0000000000029398 (__TEXT,__text) external _task_sample
0000000000011ff4 (__TEXT,__text) external _task_self_
0000000000000ad0 (__TEXT,__text) external _task_self_trap
000000000002ca2c (__TEXT,__text) external _task_set_corpse_forking_behavior
0000000000029630 (__TEXT,__text) external _task_set_emulation
00000000000298d4 (__TEXT,__text) external _task_set_emulation_vector
000000000002becc (__TEXT,__text) external _task_set_exc_guard_behavior
000000000000a488 (__TEXT,__text) external _task_set_exception_ports
000000000000a900 (__TEXT,__text) external _task_set_info
000000000002ad24 (__TEXT,__text) external _task_set_mach_voucher
000000000002a654 (__TEXT,__text) external _task_set_phys_footprint_limit
000000000002a0a0 (__TEXT,__text) external _task_set_policy
000000000001b778 (__TEXT,__text) external _task_set_port_space
0000000000029a08 (__TEXT,__text) external _task_set_ras_pc
0000000000001c9c (__TEXT,__text) external _task_set_special_port
000000000002a4a8 (__TEXT,__text) external _task_set_state
0000000000028654 (__TEXT,__text) external _task_suspend
000000000002a7a8 (__TEXT,__text) external _task_suspend2
0000000000028bd0 (__TEXT,__text) external _task_swap_exception_ports
000000000002ae44 (__TEXT,__text) external _task_swap_mach_voucher
0000000000028544 (__TEXT,__text) external _task_terminate
000000000002cb48 (__TEXT,__text) external _task_test_async_upcall_propagation
000000000002c90c (__TEXT,__text) external _task_test_sync_upcall
00000000000091ac (__TEXT,__text) external _task_threads
000000000002b3c4 (__TEXT,__text) external _task_unregister_dyld_image_infos
0000000000029b20 (__TEXT,__text) external _task_zone_info
000000000001544c (__TEXT,__text) external _terminate_with_payload
000000000000a8c4 (__TEXT,__text) external _terminate_with_reason
000000000002d6b8 (__TEXT,__text) external _thread_abort
000000000002d7c8 (__TEXT,__text) external _thread_abort_safely
000000000002e1f8 (__TEXT,__text) external _thread_assign
000000000002e318 (__TEXT,__text) external _thread_assign_default
000000000002eb3c (__TEXT,__text) external _thread_convert_thread_state
0000000000028874 (__TEXT,__text) external _thread_create
00000000000289d0 (__TEXT,__text) external _thread_create_running
000000000002d8d8 (__TEXT,__text) external _thread_depress_abort
0000000000003adc (__TEXT,__text) external _thread_destruct_special_reply_port
000000000002e428 (__TEXT,__text) external _thread_get_assignment
0000000000009b10 (__TEXT,__text) external _thread_get_exception_ports
000000000002ed98 (__TEXT,__text) external _thread_get_exception_ports_info
000000000002e730 (__TEXT,__text) external _thread_get_mach_voucher
000000000001403c (__TEXT,__text) external _thread_get_register_pointer_values
000000000002d9e8 (__TEXT,__text) external _thread_get_special_port
0000000000000bcc (__TEXT,__text) external _thread_get_special_reply_port
000000000000932c (__TEXT,__text) external _thread_get_state
00000000000079ec (__TEXT,__text) external _thread_info
00000000000058e0 (__TEXT,__text) external _thread_policy
00000000000095c4 (__TEXT,__text) external _thread_policy_get
0000000000006920 (__TEXT,__text) external _thread_policy_set
000000000002d5a8 (__TEXT,__text) external _thread_resume
000000000002dfbc (__TEXT,__text) external _thread_sample
0000000000000ac4 (__TEXT,__text) external _thread_self_trap
000000000000efec (__TEXT,__text) external _thread_selfcounts
0000000000006bd0 (__TEXT,__text) external _thread_set_exception_ports
000000000002e89c (__TEXT,__text) external _thread_set_mach_voucher
0000000000013fe4 (__TEXT,__text) external _thread_set_policy
000000000002db54 (__TEXT,__text) external _thread_set_special_port
000000000002d2ec (__TEXT,__text) external _thread_set_state
000000000002d498 (__TEXT,__text) external _thread_suspend
000000000002dc84 (__TEXT,__text) external _thread_swap_exception_ports
000000000002e9bc (__TEXT,__text) external _thread_swap_mach_voucher
0000000000005dc4 (__TEXT,__text) external _thread_switch
000000000002cde8 (__TEXT,__text) external _thread_terminate
000000000001d7b8 (__TEXT,__text) external _thread_wire
0000000000031180 (__TEXT,__const) non-external _times_now
000000000000f014 (__TEXT,__text) external _tracker_action
000000000000f03c (__TEXT,__text) external _truncate
0000000000005d74 (__TEXT,__text) external _umask
000000000000f064 (__TEXT,__text) external _undelete
000000000000f08c (__TEXT,__text) external _ungraftdmg
000000000000475c (__TEXT,__text) external _unlink
0000000000009de0 (__TEXT,__text) external _unlinkat
000000000000c60c (__TEXT,__text) external _unmount
000000000000f0b4 (__TEXT,__text) external _usrctl
0000000000013f2c (__TEXT,__text) external _utimensat
0000000000005d9c (__TEXT,__text) external _utimes
000000000000f0dc (__TEXT,__text) external _vfs_purge
0000000000002c5c (__TEXT,__text) external _vm_allocate
000000000001d8e8 (__TEXT,__text) external _vm_allocate_cpm
000000000002f6c0 (__TEXT,__text) external _vm_behavior_set
0000000000003998 (__TEXT,__text) external _vm_copy
0000000000002d44 (__TEXT,__text) external _vm_deallocate
000000000002f074 (__TEXT,__text) external _vm_inherit
0000000000040028 (__DATA_DIRTY,__common) external _vm_kernel_page_mask
0000000000040030 (__DATA_DIRTY,__common) external _vm_kernel_page_shift
0000000000040020 (__DATA_DIRTY,__common) external _vm_kernel_page_size
000000000002f7e0 (__TEXT,__text) external _vm_machine_attribute
000000000000c298 (__TEXT,__text) external _vm_map
000000000002f938 (__TEXT,__text) external _vm_map_page_query
000000000002f5a0 (__TEXT,__text) external _vm_msync
0000000000040038 (__DATA_DIRTY,__common) external _vm_page_mask
0000000000040040 (__DATA_DIRTY,__common) external _vm_page_shift
0000000000040050 (__DATA_DIRTY,__common) external _vm_page_size
000000000000f104 (__TEXT,__text) external _vm_pressure_monitor
00000000000050f8 (__TEXT,__text) external _vm_protect
0000000000004174 (__TEXT,__text) external _vm_purgable_control
0000000000009858 (__TEXT,__text) external _vm_read
000000000002f194 (__TEXT,__text) external _vm_read_list
000000000002f450 (__TEXT,__text) external _vm_read_overwrite
0000000000008550 (__TEXT,__text) external _vm_region_64
000000000000877c (__TEXT,__text) external _vm_region_recurse_64
0000000000002edc (__TEXT,__text) external _vm_remap
000000000001bb54 (__TEXT,__text) external _vm_remap_new
000000000001d684 (__TEXT,__text) external _vm_wire
000000000002f318 (__TEXT,__text) external _vm_write
0000000000003f18 (__TEXT,__text) external _voucher_mach_msg_adopt
0000000000001c20 (__TEXT,__text) external _voucher_mach_msg_clear
0000000000003f00 (__TEXT,__text) external _voucher_mach_msg_revert
000000000000181c (__TEXT,__text) external _voucher_mach_msg_set
000000000003c208 (__DATA,__common) external _vprintf_stderr_func
000000000000c544 (__TEXT,__text) external _wait4
000000000000f12c (__TEXT,__text) external _waitid
000000000000dda4 (__TEXT,__text) external _waitid$NOCANCEL
000000000001a9c0 (__TEXT,__text) external _work_interval_copy_port
0000000000008ebc (__TEXT,__text) external _work_interval_create
000000000001a814 (__TEXT,__text) external _work_interval_destroy
000000000001a4dc (__TEXT,__text) external _work_interval_get_flags_from_port
0000000000008fc0 (__TEXT,__text) external _work_interval_instance_alloc
000000000001a628 (__TEXT,__text) external _work_interval_instance_clear
000000000001a798 (__TEXT,__text) external _work_interval_instance_finish
000000000001a63c (__TEXT,__text) external _work_interval_instance_free
000000000001a6bc (__TEXT,__text) external _work_interval_instance_get_complexity
000000000001a68c (__TEXT,__text) external _work_interval_instance_get_deadline
000000000001a6a4 (__TEXT,__text) external _work_interval_instance_get_finish
0000000000009028 (__TEXT,__text) external _work_interval_instance_get_id
000000000001a674 (__TEXT,__text) external _work_interval_instance_get_start
000000000001a6d4 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
000000000001a66c (__TEXT,__text) external _work_interval_instance_set_complexity
000000000001a65c (__TEXT,__text) external _work_interval_instance_set_deadline
000000000001a664 (__TEXT,__text) external _work_interval_instance_set_finish
000000000001a654 (__TEXT,__text) external _work_interval_instance_set_start
000000000001a6f0 (__TEXT,__text) external _work_interval_instance_start
000000000001a740 (__TEXT,__text) external _work_interval_instance_update
000000000001a914 (__TEXT,__text) external _work_interval_join
000000000001a96c (__TEXT,__text) external _work_interval_join_port
000000000001a9ac (__TEXT,__text) external _work_interval_leave
000000000001a564 (__TEXT,__text) external _work_interval_notify
000000000001a5dc (__TEXT,__text) external _work_interval_notify_simple
0000000000004374 (__TEXT,__text) external _write
00000000000046cc (__TEXT,__text) external _write$NOCANCEL
000000000000467c (__TEXT,__text) external _writev
000000000000ddcc (__TEXT,__text) external _writev$NOCANCEL
