000000019fc3c600 (__TEXT,__text) non-external +[AMFI isAvailable]
000000019fc32c80 (__TEXT,__text) non-external ___65-[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]_block_invoke
000000019fc33030 (__TEXT,__text) non-external ___66-[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]_block_invoke
000000019fc35ba0 (__TEXT,__text) non-external ___67-[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]_block_invoke
000000019fc32d64 (__TEXT,__text) non-external ___69-[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]_block_invoke
000000019fc32a58 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]_block_invoke
000000019fc35830 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]_block_invoke
000000019fc35ddc (__TEXT,__text) non-external ___76-[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]_block_invoke
000000019fc32904 (__TEXT,__text) non-external ___78-[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]_block_invoke
000000019fc29b74 (__TEXT,__text) non-external ___79-[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]_block_invoke
000000019fc331d8 (__TEXT,__text) non-external ___80-[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]_block_invoke
000000019fc30d28 (__TEXT,__text) non-external ___83-[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]_block_invoke
000000019fc35cd8 (__TEXT,__text) non-external ___87-[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]_block_invoke
000000019fc30c00 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke
000000019fc30c1c (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke.82
000000019fc32e4c (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]_block_invoke
000000019fc359cc (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]_block_invoke
000000019fc30f28 (__TEXT,__text) non-external ___97-[SPExecutionPolicy(Gatekeeper) performGatekeeperScan:withScanOptions:withProgressHandler:error:]_block_invoke
000000019fc3c324 (__TEXT,__text) non-external ___AppleMobileFileIntegrityLibraryCore_block_invoke
000000019fc37744 (__TEXT,__text) non-external ___Block_byref_object_copy_
000000019fc37754 (__TEXT,__text) non-external ___Block_byref_object_dispose_
000000019fc37a7c (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke
000000019fc37b34 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.18
000000019fc3edac (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.cold.1
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
00000001d2b103c0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e27_B24?0"NSURL"8"NSError"16l
00000001d2b103e8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?"NSError">16l
00000001d2b10408 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?B"NSError">16l
00000001d2b103a0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000001d2b10428 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?B"NSError">16l
00000001dbb83fc0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00000001dbb84110 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00000001dbb84170 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00000001dbb840b0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_B16?0"NSURL"8l
00000001dbb83a90 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00000001dbb83da0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00000001dbb83b60 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dbb83d00 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00000001dbb83b30 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00000001dbb83a30 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00000001dbb83ef0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dbb84020 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00000001dbb83f90 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00000001dbb84140 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r_e5_v8?0l
00000001dbb840e0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00000001dbb83d30 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001dbb83a60 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00000001dbb83bc0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dbb83ff0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0B8"NSError"12l
00000001dbb84050 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001dbb83b90 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dbb83b00 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00000001dbb84080 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_57_e8_32s40s48s_e28_v24?08?<v?B"NSError">16l
00000001dbb83bf0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_60_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00000001dbb83f40 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?B"NSError">16l
00000001dbb83ac0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbb83ae0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbb83c20 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbb83ce0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbb83d60 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbb83eb0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbb83f20 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbb83f70 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbb841a0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbb83c80 (__AUTH_CONST,__const) non-external ___block_literal_global.10
00000001dbb83d80 (__AUTH_CONST,__const) non-external ___block_literal_global.105
00000001dbb83dd0 (__AUTH_CONST,__const) non-external ___block_literal_global.112
00000001dbb83df0 (__AUTH_CONST,__const) non-external ___block_literal_global.114
00000001dbb83e10 (__AUTH_CONST,__const) non-external ___block_literal_global.117
00000001dbb83e30 (__AUTH_CONST,__const) non-external ___block_literal_global.120
00000001dbb83e50 (__AUTH_CONST,__const) non-external ___block_literal_global.123
00000001dbb83e70 (__AUTH_CONST,__const) non-external ___block_literal_global.126
00000001dbb83e90 (__AUTH_CONST,__const) non-external ___block_literal_global.129
00000001dbb83ca0 (__AUTH_CONST,__const) non-external ___block_literal_global.13
00000001dbb83cc0 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001dbb83c40 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001dbb841c0 (__AUTH_CONST,__const) non-external ___block_literal_global.55
00000001dbb83c60 (__AUTH_CONST,__const) non-external ___block_literal_global.7
00000001dbb83ed0 (__AUTH_CONST,__const) non-external ___block_literal_global.85
000000019fc378d8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
000000019fc37b54 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
000000019fc3c3c4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
000000019fc3782c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
000000019fc2a714 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
000000019fc30f54 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
000000019fc32920 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
000000019fc2e2f8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
000000019fc39f7c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
000000019fc359ec (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
000000019fc2a0a0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
000000019fc29bbc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
000000019fc3c3d4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
000000019fc3787c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
000000019fc2a71c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
000000019fc37ba4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
000000019fc30f9c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
000000019fc2e348 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
000000019fc35a38 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
000000019fc2a0e4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
000000019fc29bc8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
000000019fc3775c (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
000000019fc378c0 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
000000019fc3ecf4 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
000000019fc3c530 (__TEXT,__text) non-external ___getAMFIExecutionPreflightSymbolLoc_block_invoke
000000019fc3562c (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___objc_personality_v0 (from libobjc)
000000019fc3c0fc (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
000000019fc2e1e4 (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
000000019fc2dccc (__TEXT,__text) non-external ___scanForBundles_block_invoke
000000019fc3deac (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
00000001d6f0ecb8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00000001d6f0eed0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00000001d6f0ef08 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00000001d6f0f038 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00000001d6f0f120 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00000001d6f0ef20 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.101
00000001d6f0ef30 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.116
00000001d6f0ece8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.119
00000001d6f0ef48 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.125
00000001d6f0ef50 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.134
00000001d6f0ed28 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.137
00000001d6f0ef58 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.140
00000001d6f0ef60 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.142
00000001d6f0efa0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.143
00000001d6f0efe0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.208
00000001d6f0ed50 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.211
00000001d6f0edb0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.212
00000001d6f0ee10 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.267
00000001d6f0ee58 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.268
00000001d6f0eea0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.290
00000001d6f0eeb8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.291
00000001d6f0ef10 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.80
00000001d6f0ef18 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.89
00000001d6f0ecc8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.92
                 (undefined) external _abort_report_np (from libSystem)
000000019fc3bbec (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
000000019fc42f6d (__TEXT,__dlopen_cstrs) non-external _audit_stringAppleMobileFileIntegrity
                 (undefined) external _bzero (from libSystem)
000000019fc332fc (__TEXT,__text) external _calculateTotalPathSize
000000019fc3bb20 (__TEXT,__text) external _checkBOOLSetting
000000019fc2e974 (__TEXT,__text) external _checkPathQuarantineState
000000019fc3e208 (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
000000019fc2e8d4 (__TEXT,__text) external _checkURLQuarantineState
000000019fc2b7e4 (__TEXT,__text) external _copyAdhocSignatureHash
000000019fc3d2c4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
000000019fc3d4c0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
000000019fc3d4f4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
000000019fc3d528 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
000000019fc3d55c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
000000019fc3d5b8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
000000019fc3d5ec (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
000000019fc3d670 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
000000019fc3d6cc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
000000019fc3d728 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
000000019fc3d320 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
000000019fc3d354 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
000000019fc3d388 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
000000019fc3d3bc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
000000019fc3d3f0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
000000019fc3d424 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
000000019fc3d458 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
000000019fc3d48c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
000000019fc2d260 (__TEXT,__text) external _copyBootUUID
000000019fc3dd3c (__TEXT,__text) non-external _copyBootUUID.cold.1
000000019fc2c910 (__TEXT,__text) external _copyBundleID
000000019fc3da44 (__TEXT,__text) non-external _copyBundleID.cold.1
000000019fc2ca10 (__TEXT,__text) external _copyBundleIDFromURL
000000019fc2cc38 (__TEXT,__text) external _copyBundleVersion
000000019fc3dafc (__TEXT,__text) non-external _copyBundleVersion.cold.1
000000019fc2cb38 (__TEXT,__text) external _copyBundleVersionShort
000000019fc3daa0 (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
000000019fc2caa4 (__TEXT,__text) external _copyBundleVersionShortFromURL
000000019fc2c258 (__TEXT,__text) external _copyCdhash
000000019fc3d784 (__TEXT,__text) non-external _copyCdhash.cold.1
000000019fc3d7b8 (__TEXT,__text) non-external _copyCdhash.cold.2
000000019fc3d7ec (__TEXT,__text) non-external _copyCdhash.cold.3
000000019fc2c1d0 (__TEXT,__text) external _copyCdhashFromKextURL
000000019fc3bcfc (__TEXT,__text) external _copyCodeSigningInfo
000000019fc2d064 (__TEXT,__text) external _copyDeveloperName
000000019fc3dbb4 (__TEXT,__text) non-external _copyDeveloperName.cold.1
000000019fc3dc18 (__TEXT,__text) non-external _copyDeveloperName.cold.2
000000019fc3dc7c (__TEXT,__text) non-external _copyDeveloperName.cold.3
000000019fc3dce0 (__TEXT,__text) non-external _copyDeveloperName.cold.4
000000019fc3c158 (__TEXT,__text) external _copyEntitlements
000000019fc2c3d8 (__TEXT,__text) external _copyLegacyCdhash
000000019fc2a8c8 (__TEXT,__text) external _copyLegacyDeveloperName
000000019fc2e618 (__TEXT,__text) external _copySecureTimestamp
000000019fc3e148 (__TEXT,__text) non-external _copySecureTimestamp.cold.1
000000019fc2d41c (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
000000019fc2c830 (__TEXT,__text) external _copySigningID
000000019fc3d9e8 (__TEXT,__text) non-external _copySigningID.cold.1
000000019fc2c63c (__TEXT,__text) external _copyTeamIdentifier
000000019fc3d98c (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
000000019fc2c454 (__TEXT,__text) external _copyTeamIdentifierFromCertificates
000000019fc3d848 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
000000019fc3d8b4 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
000000019fc2c574 (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
000000019fc3d920 (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
000000019fc2cd38 (__TEXT,__text) external _copyUnstagedURL
000000019fc3db58 (__TEXT,__text) non-external _copyUnstagedURL.cold.1
000000019fc2b7dc (__TEXT,__text) external _createCodeReference
000000019fc2b6b4 (__TEXT,__text) non-external _createCodeReferenceHelper
000000019fc3d1a4 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
000000019fc3d234 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
000000019fc2b6ac (__TEXT,__text) external _createCodeReferenceQuiet
000000019fc2b5d4 (__TEXT,__text) external _createHexStringFromData
000000019fc38124 (__TEXT,__text) non-external _createMigrationManifest
000000019fc3ee4c (__TEXT,__text) non-external _createMigrationManifest.cold.1
000000019fc3bc4c (__TEXT,__text) external _createSecStaticCodeForURL
000000019fc3f198 (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
000000019fc3badc (__TEXT,__text) external _createSystemPolicyDefaults
000000019fc2ce5c (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csr_check (from libSystem)
00000001d6f0f1b0 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00000001d6f0f1b8 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
000000019fc37210 (__TEXT,__text) external _doBooleanXPCFunction
000000019fc37494 (__TEXT,__text) external _doBooleanXPCFunctionSilent
000000019fc3749c (__TEXT,__text) external _doObjectXPCFunction
00000001d6f0f168 (__DATA,__bss) non-external _exec.sLog
00000001d6f0f160 (__DATA,__bss) non-external _exec.sLogInit
000000019fc333d0 (__TEXT,__text) external _fileExists
000000019fc3344c (__TEXT,__text) external _fileIsSymlink
000000019fc34480 (__TEXT,__text) external _findContainingBundle
000000019fc2d684 (__TEXT,__text) external _findFirstSubdirectoryURL
000000019fc34e7c (__TEXT,__text) external _findOuterMostBundle
000000019fc35594 (__TEXT,__text) external _findOuterMostBundleWithFilter
000000019fc34650 (__TEXT,__text) external _findScanTargetByPath
000000019fc34aa4 (__TEXT,__text) external _findTopAppBundle
000000019fc345c0 (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
000000019fc2f2c8 (__TEXT,__text) non-external _fsEventCallback
00000001d6f0f148 (__DATA,__bss) non-external _generic.sLog
00000001d6f0f140 (__DATA,__bss) non-external _generic.sLogInit
000000019fc3c43c (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00000001d6f0f1c8 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00000001d6f0f130 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00000001d6f0f138 (__DATA,__bss) non-external _getAllowedPaths.once
000000019fc2c724 (__TEXT,__text) external _getDictionaryValue
000000019fc34d54 (__TEXT,__text) external _getVolumePrefix
000000019fc3e808 (__TEXT,__text) non-external _getVolumePrefix.cold.1
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
000000019fc3442c (__TEXT,__text) non-external _globalBundleSuffixes
00000001d6f0f1a8 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00000001d6f0f1a0 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
000000019fc2d4b4 (__TEXT,__text) external _hasCodeRequirementString
000000019fc3ddf4 (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
000000019fc41cab (__TEXT,__cstring) non-external _hexString.nibble
000000019fc2ec28 (__TEXT,__text) external _historyEntriesContainPolicyMatch
000000019fc2ea68 (__TEXT,__text) external _historyEntryMatchesPolicyEntry
000000019fc2d5c4 (__TEXT,__text) external _isAdhocSignature
000000019fc3de50 (__TEXT,__text) non-external _isAdhocSignature.cold.1
000000019fc2b48c (__TEXT,__text) external _isAppleInternalMachine
000000019fc2d584 (__TEXT,__text) external _isAppleSignedCode
000000019fc2e38c (__TEXT,__text) external _isCodelessKext
000000019fc3df10 (__TEXT,__text) non-external _isCodelessKext.cold.1
000000019fc378e8 (__TEXT,__text) external _isConnectionEntitled
000000019fc3ed50 (__TEXT,__text) non-external _isConnectionEntitled.cold.1
000000019fc2b4b0 (__TEXT,__text) external _isDarwinOSEnvironment
000000019fc2d5b4 (__TEXT,__text) external _isDeveloperIDKextSignedCode
000000019fc2d5a4 (__TEXT,__text) external _isDeveloperIDSignedCode
000000019fc2b4bc (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
000000019fc2d430 (__TEXT,__text) external _isKernelExtensionShippedWithOS
000000019fc2d428 (__TEXT,__text) external _isKernelExtensionSystemRequired
000000019fc2e6f8 (__TEXT,__text) external _isKextAllowedWithoutNotarization
000000019fc3e1a4 (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
000000019fc2b420 (__TEXT,__text) external _isKextSecurityDisabledMachine
000000019fc2d594 (__TEXT,__text) external _isMacAppStoreSignedCode
000000019fc37ca0 (__TEXT,__text) non-external _isMigrationManifestUpToDate
000000019fc2e448 (__TEXT,__text) external _isNotarizedKext
000000019fc3df74 (__TEXT,__text) non-external _isNotarizedKext.cold.1
000000019fc3e020 (__TEXT,__text) non-external _isNotarizedKext.cold.2
000000019fc3e0b4 (__TEXT,__text) non-external _isNotarizedKext.cold.3
000000019fc2b444 (__TEXT,__text) external _isSIPDisabledMachine
000000019fc2b468 (__TEXT,__text) external _isSKELDisabledMachine
000000019fc3420c (__TEXT,__text) external _isValidInfoPlist
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) weak external _kMISValidationInfoSignerType (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByLocalProfile (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByUniversalProfile (from libmis)
                 (undefined) weak external _kMISValidationOptionOnlineAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionRespectUppTrustAndAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionUnauthoritativeLaunch (from libmis)
                 (undefined) weak external _kMISValidationOptionValidateSignatureOnly (from libmis)
                 (undefined) external _kSecCodeInfoCertificates (from Security)
                 (undefined) external _kSecCodeInfoDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeInfoEntitlementsDict (from Security)
                 (undefined) external _kSecCodeInfoIdentifier (from Security)
                 (undefined) external _kSecCodeInfoPList (from Security)
                 (undefined) external _kSecCodeInfoTeamIdentifier (from Security)
                 (undefined) external _kSecCodeInfoTimestamp (from Security)
                 (undefined) external _kSecCodeInfoUnique (from Security)
                 (undefined) external _kSecCodeSignerDetached (from Security)
                 (undefined) external _kSecCodeSignerDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeSignerIdentifier (from Security)
                 (undefined) external _kSecCodeSignerIdentity (from Security)
                 (undefined) external _kSecCodeSignerResourceRules (from Security)
00000001d6f0f158 (__DATA,__bss) non-external _kext.sLog
00000001d6f0f150 (__DATA,__bss) non-external _kext.sLogInit
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _malloc (from libSystem)
00000001d6f0f178 (__DATA,__bss) non-external _measurements.sLog
00000001d6f0f170 (__DATA,__bss) non-external _measurements.sLogInit
                 (undefined) external _memset (from libSystem)
000000019fc34194 (__TEXT,__text) external _normalizeURL
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
