00007ff80cc9b3f0 (__TEXT,__const) non-external _A1_Table
00007ff80c89dcf0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8ext_sse4_1
00007ff80c5a52b0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8ext_vec
00007ff80ca21550 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Sbgf_avx
00007ff80cbb64c0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Sbgf_avx2
00007ff80c727ad0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Sbgf_avx512
00007ff80c8aa1e0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Sbgf_sse4_1
00007ff80c5b17a0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Sbgf_vec
00007ff80ca22820 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Scip_avx
00007ff80cbb7750 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Scip_avx2
00007ff80c729050 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Scip_avx512
00007ff80c8ab430 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Scip_sse4_1
00007ff80c5b29f0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Scip_vec
00007ff80ca20050 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Sext_avx
00007ff80cbb4f90 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Sext_avx2
00007ff80c726770 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Sext_avx512
00007ff80c8a9070 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Sext_sse4_1
00007ff80c5b0630 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Sext_vec
00007ff80ca1ca20 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Ubgf_avx
00007ff80cbb1d40 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Ubgf_avx2
00007ff80c723430 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Ubgf_avx512
00007ff80c8a62d0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Ubgf_sse4_1
00007ff80c5ad890 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Ubgf_vec
00007ff80ca1ddf0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Ucip_avx
00007ff80cbb2f60 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Ucip_avx2
00007ff80c724940 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Ucip_avx512
00007ff80c8a75e0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Ucip_sse4_1
00007ff80c5aeba0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Ucip_vec
00007ff80ca1b400 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Uext_avx
00007ff80cbb08e0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Uext_avx2
00007ff80c722100 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Uext_avx512
00007ff80c8a5070 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Uext_sse4_1
00007ff80c5ac630 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to16Uext_vec
00007ff80ca27cd0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_avx
00007ff80cbbc8f0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_avx2
00007ff80c72da10 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_avx512
00007ff80ca292d0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_int_avx
00007ff80cbbdec0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_int_avx2
00007ff80c72ed80 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_int_avx512
00007ff80ca2ab20 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_int_shift_avx
00007ff80cbbf530 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_int_shift_avx2
00007ff80c7301a0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_int_shift_avx512
00007ff80c8b28e0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_int_shift_sse4_1
00007ff80c5b9ea0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_int_shift_vec
00007ff80c8b11b0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_int_sse4_1
00007ff80c5b8770 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_int_vec
00007ff80ca2c3c0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_short_avx
00007ff80cbc0b00 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_short_avx2
00007ff80c731530 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_short_avx512
00007ff80c8b3fa0 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_short_sse4_1
00007ff80c5bb560 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_short_vec
00007ff80c8afb70 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_sse4_1
00007ff80c5b7130 (__TEXT,__text) non-external (was a private external) _vSepConvolve8to2x16Sext_vec
00007ff80ca25dc0 (__TEXT,__text) non-external (was a private external) _vSepConvolveARGB8bgf_avx
00007ff80cbba9a0 (__TEXT,__text) non-external (was a private external) _vSepConvolveARGB8bgf_avx2
00007ff80c72bb00 (__TEXT,__text) non-external (was a private external) _vSepConvolveARGB8bgf_avx512
00007ff80c8ae040 (__TEXT,__text) non-external (was a private external) _vSepConvolveARGB8bgf_sse4_1
00007ff80c5b5600 (__TEXT,__text) non-external (was a private external) _vSepConvolveARGB8bgf_vec
00007ff80ca26b80 (__TEXT,__text) non-external (was a private external) _vSepConvolveARGB8cip_avx
00007ff80cbbb6b0 (__TEXT,__text) non-external (was a private external) _vSepConvolveARGB8cip_avx2
00007ff80c72ca40 (__TEXT,__text) non-external (was a private external) _vSepConvolveARGB8cip_avx512
00007ff80c8aecb0 (__TEXT,__text) non-external (was a private external) _vSepConvolveARGB8cip_sse4_1
00007ff80c5b6270 (__TEXT,__text) non-external (was a private external) _vSepConvolveARGB8cip_vec
00007ff80ca24f70 (__TEXT,__text) non-external (was a private external) _vSepConvolveARGB8ext_avx
00007ff80cbb9b30 (__TEXT,__text) non-external (was a private external) _vSepConvolveARGB8ext_avx2
00007ff80c72adb0 (__TEXT,__text) non-external (was a private external) _vSepConvolveARGB8ext_avx512
00007ff80c8ad4c0 (__TEXT,__text) non-external (was a private external) _vSepConvolveARGB8ext_sse4_1
00007ff80c5b4a80 (__TEXT,__text) non-external (was a private external) _vSepConvolveARGB8ext_vec
00007ff80ca0b070 (__TEXT,__text) non-external (was a private external) _vSepConvolveFbgf_avx
00007ff80cba1d10 (__TEXT,__text) non-external (was a private external) _vSepConvolveFbgf_avx2
00007ff80c714140 (__TEXT,__text) non-external (was a private external) _vSepConvolveFbgf_avx512
00007ff80c895df0 (__TEXT,__text) non-external (was a private external) _vSepConvolveFbgf_sse4_1
00007ff80c59d3b0 (__TEXT,__text) non-external (was a private external) _vSepConvolveFbgf_vec
00007ff80ca0c4b0 (__TEXT,__text) non-external (was a private external) _vSepConvolveFcip_avx
00007ff80cba3100 (__TEXT,__text) non-external (was a private external) _vSepConvolveFcip_avx2
00007ff80c7156d0 (__TEXT,__text) non-external (was a private external) _vSepConvolveFcip_avx512
00007ff80c897210 (__TEXT,__text) non-external (was a private external) _vSepConvolveFcip_sse4_1
00007ff80c59e7d0 (__TEXT,__text) non-external (was a private external) _vSepConvolveFcip_vec
00007ff80ca09bf0 (__TEXT,__text) non-external (was a private external) _vSepConvolveFext_avx
00007ff80cba07b0 (__TEXT,__text) non-external (was a private external) _vSepConvolveFext_avx2
00007ff80c712e10 (__TEXT,__text) non-external (was a private external) _vSepConvolveFext_avx512
00007ff80c894ab0 (__TEXT,__text) non-external (was a private external) _vSepConvolveFext_sse4_1
00007ff80c59c070 (__TEXT,__text) non-external (was a private external) _vSepConvolveFext_vec
00007ff80ca30ef0 (__TEXT,__text) non-external (was a private external) _vSobel8to16Sext_avx
00007ff843bbff70 (__DATA,__bss) non-external _vSobel8to16Sext_avx.vSepConvolve8to2x16Sext
00007ff843bbff48 (__DATA,__bss) non-external _vSobel8to16Sext_avx.vSepConvolve8to2x16Sext_int
00007ff843bbff68 (__DATA,__bss) non-external _vSobel8to16Sext_avx.vSepConvolve8to2x16Sext_int_shift
00007ff843bbff40 (__DATA,__bss) non-external _vSobel8to16Sext_avx.vSepConvolve8to2x16Sext_short
00007ff843bbff50 (__DATA,__bss) non-external _vSobel8to16Sext_avx.vSobel8to2x16Sext_3x3
00007ff843bbff58 (__DATA,__bss) non-external _vSobel8to16Sext_avx.vSobel8to2x16Sext_5x5
00007ff843bbff60 (__DATA,__bss) non-external _vSobel8to16Sext_avx.vSobel8to2x16Sext_7x7
00007ff80cbc4d90 (__TEXT,__text) non-external (was a private external) _vSobel8to16Sext_avx2
00007ff843bc0088 (__DATA,__bss) non-external _vSobel8to16Sext_avx2.vSepConvolve8to2x16Sext
00007ff843bc0060 (__DATA,__bss) non-external _vSobel8to16Sext_avx2.vSepConvolve8to2x16Sext_int
00007ff843bc0080 (__DATA,__bss) non-external _vSobel8to16Sext_avx2.vSepConvolve8to2x16Sext_int_shift
00007ff843bc0058 (__DATA,__bss) non-external _vSobel8to16Sext_avx2.vSepConvolve8to2x16Sext_short
00007ff843bc0068 (__DATA,__bss) non-external _vSobel8to16Sext_avx2.vSobel8to2x16Sext_3x3
00007ff843bc0070 (__DATA,__bss) non-external _vSobel8to16Sext_avx2.vSobel8to2x16Sext_5x5
00007ff843bc0078 (__DATA,__bss) non-external _vSobel8to16Sext_avx2.vSobel8to2x16Sext_7x7
00007ff80c7354c0 (__TEXT,__text) non-external (was a private external) _vSobel8to16Sext_avx512
00007ff843bbfd40 (__DATA,__bss) non-external _vSobel8to16Sext_avx512.vSepConvolve8to2x16Sext
00007ff843bbfd18 (__DATA,__bss) non-external _vSobel8to16Sext_avx512.vSepConvolve8to2x16Sext_int
00007ff843bbfd38 (__DATA,__bss) non-external _vSobel8to16Sext_avx512.vSepConvolve8to2x16Sext_int_shift
00007ff843bbfd10 (__DATA,__bss) non-external _vSobel8to16Sext_avx512.vSepConvolve8to2x16Sext_short
00007ff843bbfd20 (__DATA,__bss) non-external _vSobel8to16Sext_avx512.vSobel8to2x16Sext_3x3
00007ff843bbfd28 (__DATA,__bss) non-external _vSobel8to16Sext_avx512.vSobel8to2x16Sext_5x5
00007ff843bbfd30 (__DATA,__bss) non-external _vSobel8to16Sext_avx512.vSobel8to2x16Sext_7x7
00007ff80c8b8640 (__TEXT,__text) non-external (was a private external) _vSobel8to16Sext_sse4_1
00007ff843bbfe58 (__DATA,__bss) non-external _vSobel8to16Sext_sse4_1.vSepConvolve8to2x16Sext
00007ff843bbfe30 (__DATA,__bss) non-external _vSobel8to16Sext_sse4_1.vSepConvolve8to2x16Sext_int
00007ff843bbfe50 (__DATA,__bss) non-external _vSobel8to16Sext_sse4_1.vSepConvolve8to2x16Sext_int_shift
00007ff843bbfe28 (__DATA,__bss) non-external _vSobel8to16Sext_sse4_1.vSepConvolve8to2x16Sext_short
00007ff843bbfe38 (__DATA,__bss) non-external _vSobel8to16Sext_sse4_1.vSobel8to2x16Sext_3x3
00007ff843bbfe40 (__DATA,__bss) non-external _vSobel8to16Sext_sse4_1.vSobel8to2x16Sext_5x5
00007ff843bbfe48 (__DATA,__bss) non-external _vSobel8to16Sext_sse4_1.vSobel8to2x16Sext_7x7
00007ff80c5bfc00 (__TEXT,__text) non-external (was a private external) _vSobel8to16Sext_vec
00007ff843bbfc28 (__DATA,__bss) non-external _vSobel8to16Sext_vec.vSepConvolve8to2x16Sext
00007ff843bbfc00 (__DATA,__bss) non-external _vSobel8to16Sext_vec.vSepConvolve8to2x16Sext_int
00007ff843bbfc20 (__DATA,__bss) non-external _vSobel8to16Sext_vec.vSepConvolve8to2x16Sext_int_shift
00007ff843bbfbf8 (__DATA,__bss) non-external _vSobel8to16Sext_vec.vSepConvolve8to2x16Sext_short
00007ff843bbfc08 (__DATA,__bss) non-external _vSobel8to16Sext_vec.vSobel8to2x16Sext_3x3
00007ff843bbfc10 (__DATA,__bss) non-external _vSobel8to16Sext_vec.vSobel8to2x16Sext_5x5
00007ff843bbfc18 (__DATA,__bss) non-external _vSobel8to16Sext_vec.vSobel8to2x16Sext_7x7
00007ff80ca2dbd0 (__TEXT,__text) non-external (was a private external) _vSobel8to2x16Sext_3x3_avx
00007ff80cbc2230 (__TEXT,__text) non-external (was a private external) _vSobel8to2x16Sext_3x3_avx2
00007ff80c732b40 (__TEXT,__text) non-external (was a private external) _vSobel8to2x16Sext_3x3_avx512
00007ff80c8b5520 (__TEXT,__text) non-external (was a private external) _vSobel8to2x16Sext_3x3_sse4_1
00007ff80c5bcae0 (__TEXT,__text) non-external (was a private external) _vSobel8to2x16Sext_3x3_vec
00007ff80ca2eb00 (__TEXT,__text) non-external (was a private external) _vSobel8to2x16Sext_5x5_avx
00007ff80cbc2f10 (__TEXT,__text) non-external (was a private external) _vSobel8to2x16Sext_5x5_avx2
00007ff80c733770 (__TEXT,__text) non-external (was a private external) _vSobel8to2x16Sext_5x5_avx512
00007ff80c8b63a0 (__TEXT,__text) non-external (was a private external) _vSobel8to2x16Sext_5x5_sse4_1
00007ff80c5bd960 (__TEXT,__text) non-external (was a private external) _vSobel8to2x16Sext_5x5_vec
00007ff80ca2fd70 (__TEXT,__text) non-external (was a private external) _vSobel8to2x16Sext_7x7_avx
00007ff80cbc3d80 (__TEXT,__text) non-external (was a private external) _vSobel8to2x16Sext_7x7_avx2
00007ff80c734560 (__TEXT,__text) non-external (was a private external) _vSobel8to2x16Sext_7x7_avx512
00007ff80c8b75a0 (__TEXT,__text) non-external (was a private external) _vSobel8to2x16Sext_7x7_sse4_1
00007ff80c5beb60 (__TEXT,__text) non-external (was a private external) _vSobel8to2x16Sext_7x7_vec
00007ff80c33c610 (__TEXT,__text) non-external _vSplitRational_PlanarF
00007ff80ca5ff60 (__TEXT,__text) non-external (was a private external) _vSquareBoxARGB8888_avx
00007ff843bc0008 (__DATA,__bss) non-external _vSquareBoxARGB8888_avx.vSepConvolveARGB8bgf
00007ff843bc0010 (__DATA,__bss) non-external _vSquareBoxARGB8888_avx.vSepConvolveARGB8cip
00007ff843bc0000 (__DATA,__bss) non-external _vSquareBoxARGB8888_avx.vSepConvolveARGB8ext
00007ff843bbfff8 (__DATA,__bss) non-external _vSquareBoxARGB8888_avx.vSquareBoxARGB8888bgf_3x3
00007ff843bbfff0 (__DATA,__bss) non-external _vSquareBoxARGB8888_avx.vSquareBoxARGB8888ext_3x3
00007ff80cbee5e0 (__TEXT,__text) non-external (was a private external) _vSquareBoxARGB8888_avx2
00007ff843bc0120 (__DATA,__bss) non-external _vSquareBoxARGB8888_avx2.vSepConvolveARGB8bgf
00007ff843bc0128 (__DATA,__bss) non-external _vSquareBoxARGB8888_avx2.vSepConvolveARGB8cip
00007ff843bc0118 (__DATA,__bss) non-external _vSquareBoxARGB8888_avx2.vSepConvolveARGB8ext
00007ff843bc0110 (__DATA,__bss) non-external _vSquareBoxARGB8888_avx2.vSquareBoxARGB8888bgf_3x3
00007ff843bc0108 (__DATA,__bss) non-external _vSquareBoxARGB8888_avx2.vSquareBoxARGB8888ext_3x3
00007ff80c7601f0 (__TEXT,__text) non-external (was a private external) _vSquareBoxARGB8888_avx512
00007ff843bbfdd8 (__DATA,__bss) non-external _vSquareBoxARGB8888_avx512.vSepConvolveARGB8bgf
00007ff843bbfde0 (__DATA,__bss) non-external _vSquareBoxARGB8888_avx512.vSepConvolveARGB8cip
00007ff843bbfdd0 (__DATA,__bss) non-external _vSquareBoxARGB8888_avx512.vSepConvolveARGB8ext
00007ff843bbfdc8 (__DATA,__bss) non-external _vSquareBoxARGB8888_avx512.vSquareBoxARGB8888bgf_3x3
00007ff843bbfdc0 (__DATA,__bss) non-external _vSquareBoxARGB8888_avx512.vSquareBoxARGB8888ext_3x3
00007ff80c8e30f0 (__TEXT,__text) non-external (was a private external) _vSquareBoxARGB8888_sse4_1
00007ff843bbfef0 (__DATA,__bss) non-external _vSquareBoxARGB8888_sse4_1.vSepConvolveARGB8bgf
00007ff843bbfef8 (__DATA,__bss) non-external _vSquareBoxARGB8888_sse4_1.vSepConvolveARGB8cip
00007ff843bbfee8 (__DATA,__bss) non-external _vSquareBoxARGB8888_sse4_1.vSepConvolveARGB8ext
00007ff843bbfee0 (__DATA,__bss) non-external _vSquareBoxARGB8888_sse4_1.vSquareBoxARGB8888bgf_3x3
00007ff843bbfed8 (__DATA,__bss) non-external _vSquareBoxARGB8888_sse4_1.vSquareBoxARGB8888ext_3x3
00007ff80c5ea6b0 (__TEXT,__text) non-external (was a private external) _vSquareBoxARGB8888_vec
00007ff843bbfcc0 (__DATA,__bss) non-external _vSquareBoxARGB8888_vec.vSepConvolveARGB8bgf
00007ff843bbfcc8 (__DATA,__bss) non-external _vSquareBoxARGB8888_vec.vSepConvolveARGB8cip
00007ff843bbfcb8 (__DATA,__bss) non-external _vSquareBoxARGB8888_vec.vSepConvolveARGB8ext
00007ff843bbfcb0 (__DATA,__bss) non-external _vSquareBoxARGB8888_vec.vSquareBoxARGB8888bgf_3x3
00007ff843bbfca8 (__DATA,__bss) non-external _vSquareBoxARGB8888_vec.vSquareBoxARGB8888ext_3x3
00007ff80ca60bf0 (__TEXT,__text) non-external (was a private external) _vSquareBoxARGB8888bgf_3x3_avx
00007ff80cbef1b0 (__TEXT,__text) non-external (was a private external) _vSquareBoxARGB8888bgf_3x3_avx2
00007ff80c760db0 (__TEXT,__text) non-external (was a private external) _vSquareBoxARGB8888bgf_3x3_avx512
00007ff80c8e3d50 (__TEXT,__text) non-external (was a private external) _vSquareBoxARGB8888bgf_3x3_sse4_1
00007ff80c5eb310 (__TEXT,__text) non-external (was a private external) _vSquareBoxARGB8888bgf_3x3_vec
00007ff80ca60400 (__TEXT,__text) non-external (was a private external) _vSquareBoxARGB8888ext_3x3_avx
00007ff80cbeea70 (__TEXT,__text) non-external (was a private external) _vSquareBoxARGB8888ext_3x3_avx2
00007ff80c7606a0 (__TEXT,__text) non-external (was a private external) _vSquareBoxARGB8888ext_3x3_avx512
00007ff80c8e3520 (__TEXT,__text) non-external (was a private external) _vSquareBoxARGB8888ext_3x3_sse4_1
00007ff80c5eaae0 (__TEXT,__text) non-external (was a private external) _vSquareBoxARGB8888ext_3x3_vec
00007ff80ca3a7a0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8_avx
00007ff843bbffc0 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx.vSquareBoxPlanar8bgf_11x11
00007ff843bbffa0 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx.vSquareBoxPlanar8bgf_3x3
00007ff843bbffa8 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx.vSquareBoxPlanar8bgf_5x5
00007ff843bbffb0 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx.vSquareBoxPlanar8bgf_7x7
00007ff843bbffb8 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx.vSquareBoxPlanar8bgf_9x9
00007ff843bbffe8 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx.vSquareBoxPlanar8cip_11x11
00007ff843bbffc8 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx.vSquareBoxPlanar8cip_3x3
00007ff843bbffd0 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx.vSquareBoxPlanar8cip_5x5
00007ff843bbffd8 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx.vSquareBoxPlanar8cip_7x7
00007ff843bbffe0 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx.vSquareBoxPlanar8cip_9x9
00007ff843bbff98 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx.vSquareBoxPlanar8ext_11x11
00007ff843bbff78 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx.vSquareBoxPlanar8ext_3x3
00007ff843bbff80 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx.vSquareBoxPlanar8ext_5x5
00007ff843bbff88 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx.vSquareBoxPlanar8ext_7x7
00007ff843bbff90 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx.vSquareBoxPlanar8ext_9x9
00007ff80cbcd6b0 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8_avx2
00007ff843bc00d8 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx2.vSquareBoxPlanar8bgf_11x11
00007ff843bc00b8 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx2.vSquareBoxPlanar8bgf_3x3
00007ff843bc00c0 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx2.vSquareBoxPlanar8bgf_5x5
00007ff843bc00c8 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx2.vSquareBoxPlanar8bgf_7x7
00007ff843bc00d0 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx2.vSquareBoxPlanar8bgf_9x9
00007ff843bc0100 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx2.vSquareBoxPlanar8cip_11x11
00007ff843bc00e0 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx2.vSquareBoxPlanar8cip_3x3
00007ff843bc00e8 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx2.vSquareBoxPlanar8cip_5x5
00007ff843bc00f0 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx2.vSquareBoxPlanar8cip_7x7
00007ff843bc00f8 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx2.vSquareBoxPlanar8cip_9x9
00007ff843bc00b0 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx2.vSquareBoxPlanar8ext_11x11
00007ff843bc0090 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx2.vSquareBoxPlanar8ext_3x3
00007ff843bc0098 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx2.vSquareBoxPlanar8ext_5x5
00007ff843bc00a0 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx2.vSquareBoxPlanar8ext_7x7
00007ff843bc00a8 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx2.vSquareBoxPlanar8ext_9x9
00007ff80c73dc20 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8_avx512
00007ff843bbfd90 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx512.vSquareBoxPlanar8bgf_11x11
00007ff843bbfd70 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx512.vSquareBoxPlanar8bgf_3x3
00007ff843bbfd78 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx512.vSquareBoxPlanar8bgf_5x5
00007ff843bbfd80 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx512.vSquareBoxPlanar8bgf_7x7
00007ff843bbfd88 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx512.vSquareBoxPlanar8bgf_9x9
00007ff843bbfdb8 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx512.vSquareBoxPlanar8cip_11x11
00007ff843bbfd98 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx512.vSquareBoxPlanar8cip_3x3
00007ff843bbfda0 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx512.vSquareBoxPlanar8cip_5x5
00007ff843bbfda8 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx512.vSquareBoxPlanar8cip_7x7
00007ff843bbfdb0 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx512.vSquareBoxPlanar8cip_9x9
00007ff843bbfd68 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx512.vSquareBoxPlanar8ext_11x11
00007ff843bbfd48 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx512.vSquareBoxPlanar8ext_3x3
00007ff843bbfd50 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx512.vSquareBoxPlanar8ext_5x5
00007ff843bbfd58 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx512.vSquareBoxPlanar8ext_7x7
00007ff843bbfd60 (__DATA,__bss) non-external _vSquareBoxPlanar8_avx512.vSquareBoxPlanar8ext_9x9
00007ff80c8c2040 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8_sse4_1
00007ff843bbfea8 (__DATA,__bss) non-external _vSquareBoxPlanar8_sse4_1.vSquareBoxPlanar8bgf_11x11
00007ff843bbfe88 (__DATA,__bss) non-external _vSquareBoxPlanar8_sse4_1.vSquareBoxPlanar8bgf_3x3
00007ff843bbfe90 (__DATA,__bss) non-external _vSquareBoxPlanar8_sse4_1.vSquareBoxPlanar8bgf_5x5
00007ff843bbfe98 (__DATA,__bss) non-external _vSquareBoxPlanar8_sse4_1.vSquareBoxPlanar8bgf_7x7
00007ff843bbfea0 (__DATA,__bss) non-external _vSquareBoxPlanar8_sse4_1.vSquareBoxPlanar8bgf_9x9
00007ff843bbfed0 (__DATA,__bss) non-external _vSquareBoxPlanar8_sse4_1.vSquareBoxPlanar8cip_11x11
00007ff843bbfeb0 (__DATA,__bss) non-external _vSquareBoxPlanar8_sse4_1.vSquareBoxPlanar8cip_3x3
00007ff843bbfeb8 (__DATA,__bss) non-external _vSquareBoxPlanar8_sse4_1.vSquareBoxPlanar8cip_5x5
00007ff843bbfec0 (__DATA,__bss) non-external _vSquareBoxPlanar8_sse4_1.vSquareBoxPlanar8cip_7x7
00007ff843bbfec8 (__DATA,__bss) non-external _vSquareBoxPlanar8_sse4_1.vSquareBoxPlanar8cip_9x9
00007ff843bbfe80 (__DATA,__bss) non-external _vSquareBoxPlanar8_sse4_1.vSquareBoxPlanar8ext_11x11
00007ff843bbfe60 (__DATA,__bss) non-external _vSquareBoxPlanar8_sse4_1.vSquareBoxPlanar8ext_3x3
00007ff843bbfe68 (__DATA,__bss) non-external _vSquareBoxPlanar8_sse4_1.vSquareBoxPlanar8ext_5x5
00007ff843bbfe70 (__DATA,__bss) non-external _vSquareBoxPlanar8_sse4_1.vSquareBoxPlanar8ext_7x7
00007ff843bbfe78 (__DATA,__bss) non-external _vSquareBoxPlanar8_sse4_1.vSquareBoxPlanar8ext_9x9
00007ff80c5c9600 (__TEXT,__text) non-external (was a private external) _vSquareBoxPlanar8_vec
00007ff843bbfc78 (__DATA,__bss) non-external _vSquareBoxPlanar8_vec.vSquareBoxPlanar8bgf_11x11
00007ff843bbfc58 (__DATA,__bss) non-external _vSquareBoxPlanar8_vec.vSquareBoxPlanar8bgf_3x3
00007ff843bbfc60 (__DATA,__bss) non-external _vSquareBoxPlanar8_vec.vSquareBoxPlanar8bgf_5x5
00007ff843bbfc68 (__DATA,__bss) non-external _vSquareBoxPlanar8_vec.vSquareBoxPlanar8bgf_7x7
00007ff843bbfc70 (__DATA,__bss) non-external _vSquareBoxPlanar8_vec.vSquareBoxPlanar8bgf_9x9
00007ff843bbfca0 (__DATA,__bss) non-external _vSquareBoxPlanar8_vec.vSquareBoxPlanar8cip_11x11
00007ff843bbfc80 (__DATA,__bss) non-external _vSquareBoxPlanar8_vec.vSquareBoxPlanar8cip_3x3
00007ff843bbfc88 (__DATA,__bss) non-external _vSquareBoxPlanar8_vec.vSquareBoxPlanar8cip_5x5
00007ff843bbfc90 (__DATA,__bss) non-external _vSquareBoxPlanar8_vec.vSquareBoxPlanar8cip_7x7
00007ff843bbfc98 (__DATA,__bss) non-external _vSquareBoxPlanar8_vec.vSquareBoxPlanar8cip_9x9
