00007ffa42ae00c0 (__DATA,__data) non-external _.compoundliteral
00007ffa17fb9708 (__TEXT,__text) external _glvmCalculateSurfaceTextureBase
00007ffa17fe5a80 (__TEXT,__text) non-external (was a private external) _glvmChooseArgTypeConversion
00007ffa17fe5d90 (__TEXT,__text) non-external (was a private external) _glvmChooseDestTypeConversion
00007ffa18034f30 (__TEXT,__text) external _glvmCopyAttributes
00007ffa17fb671c (__TEXT,__text) non-external (was a private external) _glvmEPGetAttributeCode
00007ffa17fb6790 (__TEXT,__text) non-external (was a private external) _glvmFPGetAttributeCode
00007ffa17fb673c (__TEXT,__text) non-external (was a private external) _glvmGPGetAttributeCode
00007ffa17fb6838 (__TEXT,__text) external _glvmGetConstants
00007ffa180097d0 (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00007ffa17fb61c4 (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
00007ffa1800a010 (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00007ffa17fb668c (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00007ffa18008db0 (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00007ffa18028d50 (__TEXT,__text) external _glvmInterpretCPTransformPatch
00007ffa18025de0 (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00007ffa1802c830 (__TEXT,__text) external _glvmInterpretEPTransformPatch
00007ffa18029410 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00007ffa18038890 (__TEXT,__text) external _glvmInterpretFPTransformFour
00007ffa180351a0 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00007ffa18031680 (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00007ffa1802df30 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00007ffa18025600 (__TEXT,__text) external _glvmInterpretVPTransformFour
00007ffa18021e20 (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00007ffa17fec630 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00007ffa17fe7f20 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00007ffa17ff8bf0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00007ffa17ffe280 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00007ffa18003200 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00007ffa18001dd0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00007ffa17ff4da0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00007ffa17fe8a90 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00007ffa17fe6030 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00007ffa180bd3dd (__TEXT,__text) non-external _glvmOp
00007ffa1800b790 (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00007ffa1801cf90 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00007ffa1800b920 (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00007ffa18013340 (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00007ffa1800bab0 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00007ffa1801c710 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00007ffa18013490 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00007ffa1800bc30 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00007ffa1800b720 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00007ffa1800b6e0 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00007ffa1800b710 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00007ffa1801ce50 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00007ffa1800bdb0 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00007ffa1801d0d0 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00007ffa1800bf40 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00007ffa180134d0 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00007ffa1801b1f0 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00007ffa1801f4d0 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00007ffa1801efe0 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00007ffa1800c140 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00007ffa18017dc0 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00007ffa18017d40 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00007ffa1801ca50 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00007ffa1800c3b0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00007ffa1801cbd0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00007ffa18031950 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00007ffa180132a0 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00007ffa180132d0 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00007ffa1800c600 (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00007ffa18014620 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00007ffa18013860 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00007ffa18013d60 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00007ffa180140d0 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00007ffa18014290 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00007ffa180144b0 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00007ffa1801a130 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00007ffa18014580 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00007ffa18025bb0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00007ffa180291e0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00007ffa18034f50 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00007ffa1802dcf0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00007ffa18021bb0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00007ffa1802d5a0 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00007ffa1802da60 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00007ffa1802d800 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00007ffa1800c640 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00007ffa1800c9e0 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00007ffa1800ccc0 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00007ffa1801d7f0 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00007ffa1801d500 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00007ffa18018690 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00007ffa1801f7e0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00007ffa1801fce0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00007ffa1800d070 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00007ffa1800d2d0 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00007ffa1801d4d0 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00007ffa17fded40 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00007ffa18013300 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00007ffa18020350 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00007ffa180203a0 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00007ffa18020590 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00007ffa18011ee0 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00007ffa1801d210 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00007ffa1801d320 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00007ffa17fded60 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00007ffa17fdeda0 (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00007ffa1801da60 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00007ffa1800d630 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00007ffa1800d9e0 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00007ffa1800dcd0 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00007ffa1801b2e0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00007ffa1800e1e0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00007ffa1800e3f0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00007ffa18018b50 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00007ffa18018e70 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00007ffa18014a20 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00007ffa18014e20 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00007ffa18015220 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00007ffa18015230 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00007ffa1800e6f0 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00007ffa18015a20 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00007ffa1801ed80 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00007ffa1800e770 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00007ffa1800e7b0 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00007ffa1800ec20 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00007ffa1801c750 (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00007ffa18015b70 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00007ffa1801df40 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00007ffa1801dd80 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00007ffa1801ed20 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00007ffa1801e740 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00007ffa1801ea40 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00007ffa18015bb0 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00007ffa180117c0 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00007ffa18011800 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00007ffa18011810 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00007ffa17fded50 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00007ffa18016140 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00007ffa18018f80 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00007ffa1801b7b0 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00007ffa1801ba30 (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00007ffa18011b40 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00007ffa1800b680 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00007ffa18013050 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00007ffa180165a0 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00007ffa18016690 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00007ffa18016aa0 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00007ffa18016ac0 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00007ffa18016d60 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00007ffa1801c7d0 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00007ffa1801c8a0 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00007ffa18012380 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00007ffa1801ca90 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00007ffa18016ff0 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00007ffa18017290 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00007ffa18019d20 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00007ffa18017520 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00007ffa180125c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00007ffa180127a0 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00007ffa18028fe0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00007ffa1802cae0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00007ffa18020740 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00007ffa18017920 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00007ffa18017940 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00007ffa1801a1c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00007ffa18031d10 (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00007ffa18012cd0 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00007ffa1801cd10 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00007ffa17fdec30 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00007ffa17fde930 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00007ffa17fdeab0 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00007ffa1801d4a0 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00007ffa1801c490 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00007ffa1801e380 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00007ffa1801de90 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00007ffa1801ed50 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00007ffa1801e8f0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00007ffa1801ebf0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00007ffa1801c790 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00007ffa18017a90 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00007ffa18017d00 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00007ffa1800b730 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00007ffa1800ac30 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00007ffa1800af90 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00007ffa17fdead0 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00007ffa17fde7d0 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00007ffa17fdecc0 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00007ffa17fde950 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00007ffa17fded10 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00007ffa17fde740 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00007ffa17fde760 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00007ffa17fdec70 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00007ffa17fde7b0 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00007ffa17fde700 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00007ffa17fdec50 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00007ffa17fde7a0 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00007ffa180348c0 (__TEXT,__text) external _glvmPreloadFPTransformFour
00007ffa18031ef0 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00007ffa17fdf410 (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00007ffa17fe1f40 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00007ffa17fdedb0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00007ffa17fdf4d0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00007ffa17fe1970 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00007ffa17fe35d0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00007ffa17fe39b0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00007ffa17fdefb0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00007ffa17fdf0b0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00007ffa17fdf120 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00007ffa17fdf300 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00007ffa17fe19f0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00007ffa17fe3b60 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00007ffa17fe3eb0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00007ffa17fe4320 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00007ffa17fddae0 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00007ffa17fdd9b0 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00007ffa17fba710 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00007ffa17fc1100 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00007ffa17fc2740 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00007ffa17fdd9f0 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00007ffa180254e0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa18028c30 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa1802c710 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa18031560 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa18038770 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa17fb8c1c (__TEXT,__text) external _glvmSetTextureFormat
00007ffa17fe5780 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00007ffa17fefe50 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00007ffa17ff4210 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00007ffa17ffb2c0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00007ffa17ffffe0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00007ffa180054a0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00007ffa180024f0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00007ffa17ff62a0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00007ffa17ffcab0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00007ffa18000ed0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00007ffa18006b50 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00007ffa18002b80 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00007ffa17ff7490 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00007ffa17fedd10 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00007ffa17ff07e0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00007ffa17fba630 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00007ffa17fba690 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00007ffa17fe5820 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00007ffa17fb9a18 (__TEXT,__text) external _glvmUpdateTextureStructure
00007ffa1802c1e0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00007ffa18030e00 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00007ffa18024bc0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00007ffa440476e0 (__DATA_DIRTY,__bss) non-external _glvm_constants
00007ffa440476d0 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00007ffa1808acf5 (__TEXT,__text) non-external _handleResetPost
00007ffa1808ac95 (__TEXT,__text) non-external _handleResetPre
00007ffa18090550 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00007ffa180989e0 (__TEXT,__text) non-external _include_str_getch
00007ffa18098ab5 (__TEXT,__text) non-external _include_str_ungetch
00007ffa1808fd71 (__TEXT,__text) non-external _initAggregateType
00007ffa1809d9e2 (__TEXT,__text) non-external _initBinaryOperatorNode
00007ffa1809da25 (__TEXT,__text) non-external _initDerefNode
00007ffa18041860 (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00007ffa1809d9ad (__TEXT,__text) non-external _initUnaryOperatorNode
00007ffa180bf341 (__TEXT,__text) non-external _inliningNodeReplacement
00007ffa18079c20 (__TEXT,__text) non-external _inputForOutput
00007ffa180ecdb6 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00007ffa180ecdad (__TEXT,__text) non-external _instructionIndexHashFunction
00007ffa180db029 (__TEXT,__text) non-external _iterateQualifiers
00007ffa180998bd (__TEXT,__text) non-external _lAddByte
00007ffa1809912c (__TEXT,__text) non-external _lFloatConst
00007ffa18099793 (__TEXT,__text) non-external _lNewBlock
00007ffa18099e74 (__TEXT,__text) non-external _lReadByte
00007ffa18094e50 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00007ffa180bb886 (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00007ffa17fac3ac (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00007ffa17fac404 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00007ffa17fac509 (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00007ffa17fac580 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00007ffa17fac379 (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00007ffa17fac4f7 (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00007ffa17fac46c (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00007ffa17fac3b2 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00007ffa17fac3fe (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00007ffa17fac3a6 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00007ffa17fac591 (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00007ffa17fac370 (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00007ffa18096dd0 (__TEXT,__text) non-external _macro_scan
00007ffa18071cbb (__TEXT,__text) non-external _makeCopyFunction
00007ffa180bbbe8 (__TEXT,__text) non-external _makeIntConstantNode
00007ffa1803d3ed (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc (from libSystem)
00007ffa180976da (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00007ffa18097629 (__TEXT,__text) non-external (was a private external) _mem_Alloc
00007ffa18097533 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00007ffa180975e9 (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ffa1803ea42 (__TEXT,__text) non-external _mergeTypes
00007ffa42ae47a0 (__DATA,__bss) non-external _message
00007ffa42ae4790 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffa42ae0048 (__DATA,__data) non-external _mutex
00007ffa1807be81 (__TEXT,__text) non-external _nameTablePush
00007ffa42ae4bd0 (__DATA,__bss) non-external _nameTableSets
00007ffa18097499 (__TEXT,__text) non-external _noop
00007ffa18099126 (__TEXT,__text) non-external _noop
00007ffa18073d23 (__TEXT,__text) non-external _offsetLayout
00007ffa1809514a (__TEXT,__text) non-external _op_add
00007ffa180950da (__TEXT,__text) non-external _op_and
00007ffa180951a8 (__TEXT,__text) non-external _op_cmpl
00007ffa18095168 (__TEXT,__text) non-external _op_div
00007ffa180950e4 (__TEXT,__text) non-external _op_eq
00007ffa1809510b (__TEXT,__text) non-external _op_ge
00007ffa180950fe (__TEXT,__text) non-external _op_gt
00007ffa18095125 (__TEXT,__text) non-external _op_le
00007ffa180950b1 (__TEXT,__text) non-external _op_logand
00007ffa180950a4 (__TEXT,__text) non-external _op_logor
00007ffa18095118 (__TEXT,__text) non-external _op_lt
00007ffa1809517e (__TEXT,__text) non-external _op_mod
00007ffa1809515d (__TEXT,__text) non-external _op_mul
00007ffa180950f1 (__TEXT,__text) non-external _op_ne
00007ffa1809519e (__TEXT,__text) non-external _op_neg
00007ffa180951b2 (__TEXT,__text) non-external _op_not
00007ffa180950c6 (__TEXT,__text) non-external _op_or
00007ffa18095196 (__TEXT,__text) non-external _op_pos
00007ffa18095132 (__TEXT,__text) non-external _op_shl
00007ffa1809513e (__TEXT,__text) non-external _op_shr
00007ffa18095153 (__TEXT,__text) non-external _op_sub
00007ffa180950d0 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00007ffa1807ac02 (__TEXT,__text) non-external _outputForInput
00007ffa18067579 (__TEXT,__text) non-external _packInto
00007ffa180827ec (__TEXT,__text) non-external _parseInterpolationQualifiers
00007ffa18082658 (__TEXT,__text) non-external _parseLayout
00007ffa1803e981 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00007ffa1803e67a (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00007ffa180ba7f0 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00007ffa180ba9da (__TEXT,__text) non-external _phase2Process
00007ffa180bac94 (__TEXT,__text) non-external _phase2ProcessConstant
00007ffa180bad41 (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00007ffa180badb7 (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00007ffa180bb29c (__TEXT,__text) non-external _phase2ProcessLValue
00007ffa180baceb (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00007ffa180bae5b (__TEXT,__text) non-external _phase2ProcessRawCall
00007ffa180bb03d (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00007ffa180bb7a1 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00007ffa180bad78 (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00007ffa1803d452 (__TEXT,__text) non-external _poolAlloc
00007ffa42ae4bf0 (__DATA,__bss) non-external _poolAllocators
00007ffa1803d4ce (__TEXT,__text) non-external _poolFree
00007ffa1803d4c6 (__TEXT,__text) non-external _poolRealloc
00007ffa18110330 (__TEXT,__const) non-external _pow_10.down
00007ffa18110230 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
