00007ff841ae9dd0 (__DATA,__data) external _NDR_record
00007ff80040bb75 (__TEXT,__text) external _proc_udata_info
00007ff800407bb0 (__TEXT,__text) external _proc_uuid_policy
00007ff80041ddfa (__TEXT,__text) external _processor_assign
00007ff80041dcc9 (__TEXT,__text) external _processor_control
00007ff80041da1f (__TEXT,__text) external _processor_exit
00007ff80041def3 (__TEXT,__text) external _processor_get_assignment
00007ff80041daeb (__TEXT,__text) external _processor_info
00007ff800417996 (__TEXT,__text) external _processor_set_create
00007ff80041788f (__TEXT,__text) external _processor_set_default
00007ff80041ce3d (__TEXT,__text) external _processor_set_destroy
00007ff80041d66f (__TEXT,__text) external _processor_set_info
00007ff80041cf09 (__TEXT,__text) external _processor_set_max_priority
00007ff80041d3f1 (__TEXT,__text) external _processor_set_policy_control
00007ff80041d0d5 (__TEXT,__text) external _processor_set_policy_disable
00007ff80041cff1 (__TEXT,__text) external _processor_set_policy_enable
00007ff80041d52b (__TEXT,__text) external _processor_set_stack_usage
00007ff80041cca3 (__TEXT,__text) external _processor_set_statistics
00007ff80041d1bd (__TEXT,__text) external _processor_set_tasks
00007ff80041d81b (__TEXT,__text) external _processor_set_tasks_with_flavor
00007ff80041d2d7 (__TEXT,__text) external _processor_set_threads
00007ff80041d953 (__TEXT,__text) external _processor_start
00007ff800411527 (__TEXT,__text) external _pselect
00007ff8004026e2 (__TEXT,__text) external _pselect$1050
00007ff8004010b9 (__TEXT,__text) external _pselect$DARWIN_EXTSN
00007ff80040b364 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00007ff800411725 (__TEXT,__text) external _pselect$NOCANCEL
00007ff8003fd9e0 (__TEXT,__text) external _pthread_getugid_np
00007ff800403d70 (__TEXT,__text) external _pthread_setugid_np
00007ff80040353c (__TEXT,__text) external _ptrace
00007ff8003feef8 (__TEXT,__text) external _pwrite
00007ff800407180 (__TEXT,__text) external _pwrite$NOCANCEL
00007ff800407bc8 (__TEXT,__text) external _pwritev
00007ff800407198 (__TEXT,__text) external _pwritev$NOCANCEL
00007ff80040b050 (__TEXT,__text) external _quota
00007ff8004011fc (__TEXT,__text) external _quotactl
00007ff8003fce24 (__TEXT,__text) external _read
00007ff8003fdcb4 (__TEXT,__text) external _read$NOCANCEL
00007ff8003fe034 (__TEXT,__text) external _readlink
00007ff800407be0 (__TEXT,__text) external _readlinkat
00007ff800407bf8 (__TEXT,__text) external _readv
00007ff8004071b0 (__TEXT,__text) external _readv$NOCANCEL
00007ff80040a27b (__TEXT,__text) external _reboot
00007ff80040a282 (__TEXT,__text) external _reboot_np
00007ff80041171e (__TEXT,__text) external _record_system_event_as_kernel
00007ff8003ffadc (__TEXT,__text) external _recvfrom
00007ff8003ff9ac (__TEXT,__text) external _recvfrom$NOCANCEL
00007ff8003ffdf4 (__TEXT,__text) external _recvmsg
00007ff8004071f8 (__TEXT,__text) external _recvmsg$NOCANCEL
00007ff800407c10 (__TEXT,__text) external _recvmsg_x
00007ff800407c28 (__TEXT,__text) external _register_uexc_handler
00007ff800400284 (__TEXT,__text) external _removexattr
00007ff8003ff1f6 (__TEXT,__text) external _rename
00007ff80040d2b6 (__TEXT,__text) external _rename_ext
00007ff80040a2ee (__TEXT,__text) external _renameat
00007ff80040d275 (__TEXT,__text) external _renameatx_np
00007ff80040d28c (__TEXT,__text) external _renamex_np
00007ff800407c40 (__TEXT,__text) external _revoke
00007ff8003ff231 (__TEXT,__text) external _rmdir
00007ff800407c58 (__TEXT,__text) external _searchfs
00007ff8003ffb6c (__TEXT,__text) external _select
00007ff80040064b (__TEXT,__text) external _select$1050
00007ff8004052c0 (__TEXT,__text) external _select$DARWIN_EXTSN
00007ff8003ff994 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00007ff8003ff962 (__TEXT,__text) external _select$NOCANCEL
00007ff800403f5c (__TEXT,__text) external _sem_close
00007ff8004111f9 (__TEXT,__text) external _sem_destroy
00007ff80041121c (__TEXT,__text) external _sem_getvalue
00007ff80041123f (__TEXT,__text) external _sem_init
00007ff800403f44 (__TEXT,__text) external _sem_open
00007ff800407c70 (__TEXT,__text) external _sem_post
00007ff800407c88 (__TEXT,__text) external _sem_trywait
00007ff800407ca0 (__TEXT,__text) external _sem_unlink
00007ff800407cb8 (__TEXT,__text) external _sem_wait
00007ff800407240 (__TEXT,__text) external _sem_wait$NOCANCEL
00007ff8003fe8a7 (__TEXT,__text) external _semaphore_create
00007ff8003feb8a (__TEXT,__text) external _semaphore_destroy
00007ff8003fe9d1 (__TEXT,__text) external _semaphore_signal
00007ff80040b132 (__TEXT,__text) external _semaphore_signal_all
00007ff8003fc328 (__TEXT,__text) external _semaphore_signal_all_trap
00007ff80040b137 (__TEXT,__text) external _semaphore_signal_thread
00007ff8003fc334 (__TEXT,__text) external _semaphore_signal_thread_trap
00007ff8003fc31c (__TEXT,__text) external _semaphore_signal_trap
00007ff800400035 (__TEXT,__text) external _semaphore_timedwait
00007ff80040b142 (__TEXT,__text) external _semaphore_timedwait_signal
00007ff8003fc364 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00007ff8003fc358 (__TEXT,__text) external _semaphore_timedwait_trap
00007ff8003fe9cc (__TEXT,__text) external _semaphore_wait
00007ff80040b13d (__TEXT,__text) external _semaphore_wait_signal
00007ff8003fc34c (__TEXT,__text) external _semaphore_wait_signal_trap
00007ff8003fc340 (__TEXT,__text) external _semaphore_wait_trap
00007ff800407258 (__TEXT,__text) external _semctl
00007ff800407cd0 (__TEXT,__text) external _semget
00007ff800407ce8 (__TEXT,__text) external _semop
00007ff800407270 (__TEXT,__text) external _semsys
00007ff800407d00 (__TEXT,__text) external _sendfile
00007ff800400c24 (__TEXT,__text) external _sendmsg
00007ff8003ff9dc (__TEXT,__text) external _sendmsg$NOCANCEL
00007ff800407d18 (__TEXT,__text) external _sendmsg_x
00007ff8003ffac4 (__TEXT,__text) external _sendto
00007ff8003ff94c (__TEXT,__text) external _sendto$NOCANCEL
00007ff8003fef28 (__TEXT,__text) external _setattrlist
00007ff800407d30 (__TEXT,__text) external _setattrlistat
00007ff800414161 (__TEXT,__text) external _setaudit
00007ff800407d48 (__TEXT,__text) external _setaudit_addr
00007ff800407d60 (__TEXT,__text) external _setauid
00007ff800403da0 (__TEXT,__text) external _setegid
00007ff800403d88 (__TEXT,__text) external _seteuid
00007ff800403b60 (__TEXT,__text) external _setgid
00007ff800407d78 (__TEXT,__text) external _setgroups
00007ff80040256c (__TEXT,__text) external _setiopolicy_np
00007ff800403158 (__TEXT,__text) external _setitimer
00007ff800405acc (__TEXT,__text) external _setpgid
00007ff800402cbe (__TEXT,__text) external _setpriority
00007ff800407d90 (__TEXT,__text) external _setprivexec
00007ff80040b06b (__TEXT,__text) external _setquota
00007ff800407288 (__TEXT,__text) external _setregid
00007ff8004072a0 (__TEXT,__text) external _setreuid
00007ff8003fe6fd (__TEXT,__text) external _setrlimit
00007ff8004072b8 (__TEXT,__text) external _setsgroups_np
00007ff800403254 (__TEXT,__text) external _setsid
00007ff8003ff91c (__TEXT,__text) external _setsockopt
00007ff800403b78 (__TEXT,__text) external _setuid
00007ff800407300 (__TEXT,__text) external _setwgroups_np
00007ff8003ff164 (__TEXT,__text) external _setxattr
00007ff80040e2ea (__TEXT,__text) external _sfi_get_class_offtime
00007ff80040e30b (__TEXT,__text) external _sfi_process_get_flags
00007ff80040e2fb (__TEXT,__text) external _sfi_process_set_flags
00007ff800403f89 (__TEXT,__text) external _sfi_set_class_offtime
00007ff8003fd7ec (__TEXT,__text) external _shm_open
00007ff800407da8 (__TEXT,__text) external _shm_unlink
00007ff800407dc0 (__TEXT,__text) external _shmat
00007ff800407360 (__TEXT,__text) external _shmctl
00007ff800407dd8 (__TEXT,__text) external _shmdt
00007ff800407df0 (__TEXT,__text) external _shmget
00007ff800407378 (__TEXT,__text) external _shmsys
00007ff8003ffb24 (__TEXT,__text) external _shutdown
00007ff800407e08 (__TEXT,__text) external _sigpending
00007ff8003feec8 (__TEXT,__text) external _sigprocmask
00007ff8004127c2 (__TEXT,__text) external _sigsuspend
00007ff8004021c4 (__TEXT,__text) external _sigsuspend$NOCANCEL
00007ff8003ff6f0 (__TEXT,__text) external _socket
00007ff800407e20 (__TEXT,__text) external _socket_delegate
00007ff8003ff9c4 (__TEXT,__text) external _socketpair
00007ff80040e0cf (__TEXT,__text) external _stackshot_capture_with_config
00007ff80040e06e (__TEXT,__text) external _stackshot_config_create
00007ff80040e1f3 (__TEXT,__text) external _stackshot_config_dealloc
00007ff80040e1ab (__TEXT,__text) external _stackshot_config_dealloc_buffer
00007ff80040e13d (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00007ff80040e14a (__TEXT,__text) external _stackshot_config_get_stackshot_size
00007ff80040e177 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00007ff80040e0bd (__TEXT,__text) external _stackshot_config_set_flags
00007ff80040e190 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00007ff80040e0ad (__TEXT,__text) external _stackshot_config_set_pid
00007ff80040e15f (__TEXT,__text) external _stackshot_config_set_size_hint
00007ff800405afc (__TEXT,__text) external _stat
00007ff8003fd928 (__TEXT,__text) external _stat$INODE64
00007ff8003fd928 (__TEXT,__text) external _stat64
00007ff800407e38 (__TEXT,__text) external _statfs
00007ff8003fe84c (__TEXT,__text) external _statfs$INODE64
00007ff8003fe84c (__TEXT,__text) external _statfs64
00007ff841ae9ea0 (__DATA,__bss) non-external _supported
00007ff800407e50 (__TEXT,__text) external _swapon
00007ff8003fc424 (__TEXT,__text) external _swtch
00007ff8003fc418 (__TEXT,__text) external _swtch_pri
00007ff800400bf4 (__TEXT,__text) external _symlink
00007ff800407e68 (__TEXT,__text) external _symlinkat
00007ff800407e80 (__TEXT,__text) external _sync
00007ff8003fe01c (__TEXT,__text) external _syscall
00007ff8003fc430 (__TEXT,__text) external _syscall_thread_switch
00007ff80040e2d8 (__TEXT,__text) external _system_get_sfi_window
00007ff800407e98 (__TEXT,__text) external _system_override
00007ff800403fb3 (__TEXT,__text) external _system_set_sfi_window
00007ff841ae9ea8 (__DATA,__bss) non-external _system_version_compat_check_path_suffix
00007ff841ae9e48 (__DATA,__common) external _system_version_compat_mode
00007ff80041fb27 (__TEXT,__text) external _task_assign
00007ff80041fc20 (__TEXT,__text) external _task_assign_default
00007ff80041e6cd (__TEXT,__text) external _task_create
00007ff8004219a3 (__TEXT,__text) external _task_create_identity_token
00007ff800421bc9 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00007ff8003fc244 (__TEXT,__text) external _task_dyld_process_info_notify_get
00007ff8004218b9 (__TEXT,__text) external _task_dyld_process_info_notify_register
00007ff8003fc3ac (__TEXT,__text) external _task_for_pid
00007ff800420a68 (__TEXT,__text) external _task_generate_corpse
00007ff80041fd04 (__TEXT,__text) external _task_get_assignment
00007ff800420eb3 (__TEXT,__text) external _task_get_dyld_image_infos
00007ff80041f6a9 (__TEXT,__text) external _task_get_emulation_vector
00007ff8004215df (__TEXT,__text) external _task_get_exc_guard_behavior
00007ff8004056cb (__TEXT,__text) external _task_get_exception_ports
00007ff800421cad (__TEXT,__text) external _task_get_exception_ports_info
00007ff800420723 (__TEXT,__text) external _task_get_mach_voucher
00007ff8003fc7cd (__TEXT,__text) external _task_get_special_port
00007ff80041ffc1 (__TEXT,__text) external _task_get_state
00007ff800421aaa (__TEXT,__text) external _task_identity_token_get_task_port
00007ff8003fc932 (__TEXT,__text) external _task_info
00007ff800421445 (__TEXT,__text) external _task_inspect
00007ff800407eb0 (__TEXT,__text) external _task_inspect_for_pid
00007ff800420b6f (__TEXT,__text) external _task_map_corpse_info
00007ff800421307 (__TEXT,__text) external _task_map_corpse_info_64
00007ff8004221d2 (__TEXT,__text) external _task_map_kcdata_object_64
00007ff8003fc3a0 (__TEXT,__text) external _task_name_for_pid
00007ff80041f47b (__TEXT,__text) external _task_policy
00007ff80041f1bc (__TEXT,__text) external _task_policy_get
00007ff8003fe2e8 (__TEXT,__text) external _task_policy_set
00007ff8004205dd (__TEXT,__text) external _task_purgable_info
00007ff800407ec8 (__TEXT,__text) external _task_read_for_pid
00007ff8004211c9 (__TEXT,__text) external _task_register_dyld_get_process_state
00007ff800420cab (__TEXT,__text) external _task_register_dyld_image_infos
00007ff8004210d9 (__TEXT,__text) external _task_register_dyld_set_dyld_state
00007ff800420fda (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00007ff8003fc4e3 (__TEXT,__text) external _task_restartable_ranges_register
00007ff8003fe71d (__TEXT,__text) external _task_restartable_ranges_synchronize
00007ff80041e9ad (__TEXT,__text) external _task_resume
00007ff800420511 (__TEXT,__text) external _task_resume2
00007ff80041f391 (__TEXT,__text) external _task_sample
00007ff80040b160 (__TEXT,__text) external _task_self_
00007ff8003fc2ec (__TEXT,__text) external _task_self_trap
00007ff800421ff1 (__TEXT,__text) external _task_set_corpse_forking_behavior
00007ff80041f5c1 (__TEXT,__text) external _task_set_emulation
00007ff80041f7d4 (__TEXT,__text) external _task_set_emulation_vector
00007ff8004216da (__TEXT,__text) external _task_set_exc_guard_behavior
00007ff8004047ea (__TEXT,__text) external _task_set_exception_ports
00007ff800404bb2 (__TEXT,__text) external _task_set_info
00007ff800420842 (__TEXT,__text) external _task_set_mach_voucher
00007ff8004202e9 (__TEXT,__text) external _task_set_phys_footprint_limit
00007ff80041fe0b (__TEXT,__text) external _task_set_policy
00007ff800413d47 (__TEXT,__text) external _task_set_port_space
00007ff80041f8d8 (__TEXT,__text) external _task_set_ras_pc
00007ff8003fd2f4 (__TEXT,__text) external _task_set_special_port
00007ff800420197 (__TEXT,__text) external _task_set_state
00007ff80041e8e1 (__TEXT,__text) external _task_suspend
00007ff80042040a (__TEXT,__text) external _task_suspend2
00007ff80041ed28 (__TEXT,__text) external _task_swap_exception_ports
00007ff80042092c (__TEXT,__text) external _task_swap_mach_voucher
00007ff80041e815 (__TEXT,__text) external _task_terminate
00007ff8004220d5 (__TEXT,__text) external _task_test_async_upcall_propagation
00007ff800421f07 (__TEXT,__text) external _task_test_sync_upcall
00007ff80040386d (__TEXT,__text) external _task_threads
00007ff800420daf (__TEXT,__text) external _task_unregister_dyld_image_infos
00007ff80041f9c0 (__TEXT,__text) external _task_zone_info
00007ff80040e2d0 (__TEXT,__text) external _terminate_with_payload
00007ff800404b7d (__TEXT,__text) external _terminate_with_reason
00007ff8004229f0 (__TEXT,__text) external _thread_abort
00007ff800422abc (__TEXT,__text) external _thread_abort_safely
00007ff8004232c5 (__TEXT,__text) external _thread_assign
00007ff8004233af (__TEXT,__text) external _thread_assign_default
00007ff800423a3e (__TEXT,__text) external _thread_convert_thread_state
00007ff80041ea79 (__TEXT,__text) external _thread_create
00007ff80041eb80 (__TEXT,__text) external _thread_create_running
00007ff800422b88 (__TEXT,__text) external _thread_depress_abort
00007ff8003feadc (__TEXT,__text) external _thread_destruct_special_reply_port
00007ff80042347b (__TEXT,__text) external _thread_get_assignment
00007ff800403fc5 (__TEXT,__text) external _thread_get_exception_ports
00007ff800423c77 (__TEXT,__text) external _thread_get_exception_ports_info
00007ff8004236f9 (__TEXT,__text) external _thread_get_mach_voucher
00007ff80040cfb1 (__TEXT,__text) external _thread_get_register_pointer_values
00007ff800422c54 (__TEXT,__text) external _thread_get_special_port
00007ff8003fc3e8 (__TEXT,__text) external _thread_get_special_reply_port
00007ff800403988 (__TEXT,__text) external _thread_get_state
00007ff800402208 (__TEXT,__text) external _thread_info
00007ff8004004ca (__TEXT,__text) external _thread_policy
00007ff800403b8e (__TEXT,__text) external _thread_policy_get
00007ff80040122b (__TEXT,__text) external _thread_policy_set
00007ff800422924 (__TEXT,__text) external _thread_resume
00007ff8004230f7 (__TEXT,__text) external _thread_sample
00007ff8003fc2e0 (__TEXT,__text) external _thread_self_trap
00007ff800407ee0 (__TEXT,__text) external _thread_selfcounts
00007ff80040142c (__TEXT,__text) external _thread_set_exception_ports
00007ff800423818 (__TEXT,__text) external _thread_set_mach_voucher
00007ff80040cf60 (__TEXT,__text) external _thread_set_policy
00007ff800422d73 (__TEXT,__text) external _thread_set_special_port
00007ff800422706 (__TEXT,__text) external _thread_set_state
00007ff800422858 (__TEXT,__text) external _thread_suspend
00007ff800422e6e (__TEXT,__text) external _thread_swap_exception_ports
00007ff800423902 (__TEXT,__text) external _thread_swap_mach_voucher
00007ff8004008b5 (__TEXT,__text) external _thread_switch
00007ff800422310 (__TEXT,__text) external _thread_terminate
00007ff80041583b (__TEXT,__text) external _thread_wire
00007ff800425a60 (__TEXT,__const) non-external _times_now
00007ff800407ef8 (__TEXT,__text) external _tracker_action
00007ff800407f10 (__TEXT,__text) external _truncate
00007ff800400888 (__TEXT,__text) external _umask
00007ff800407f28 (__TEXT,__text) external _undelete
00007ff800407f40 (__TEXT,__text) external _ungraftdmg
00007ff8003ff4cd (__TEXT,__text) external _unlink
00007ff800404230 (__TEXT,__text) external _unlinkat
00007ff800406478 (__TEXT,__text) external _unmount
00007ff800407f58 (__TEXT,__text) external _usrctl
00007ff80040ce8e (__TEXT,__text) external _utimensat
00007ff8004008a0 (__TEXT,__text) external _utimes
00007ff800407f70 (__TEXT,__text) external _vfs_purge
00007ff8003fdf1f (__TEXT,__text) external _vm_allocate
00007ff800415934 (__TEXT,__text) external _vm_allocate_cpm
00007ff800424452 (__TEXT,__text) external _vm_behavior_set
00007ff8003fe9d7 (__TEXT,__text) external _vm_copy
00007ff8003fdfda (__TEXT,__text) external _vm_deallocate
00007ff800423ed1 (__TEXT,__text) external _vm_inherit
00007ff8437ff800 (__DATA_DIRTY,__common) external _vm_kernel_page_mask
00007ff8437ff808 (__DATA_DIRTY,__common) external _vm_kernel_page_shift
00007ff8437ff7f8 (__DATA_DIRTY,__common) external _vm_kernel_page_size
00007ff80042453e (__TEXT,__text) external _vm_machine_attribute
00007ff8004061b2 (__TEXT,__text) external _vm_map
00007ff800424671 (__TEXT,__text) external _vm_map_page_query
00007ff800424366 (__TEXT,__text) external _vm_msync
00007ff8437ff810 (__DATA_DIRTY,__common) external _vm_page_mask
00007ff8437ff818 (__DATA_DIRTY,__common) external _vm_page_shift
00007ff8437ff830 (__DATA_DIRTY,__common) external _vm_page_size
00007ff800407f88 (__TEXT,__text) external _vm_pressure_monitor
00007ff8003ffdef (__TEXT,__text) external _vm_protect
00007ff8003ff078 (__TEXT,__text) external _vm_purgable_control
00007ff800403db7 (__TEXT,__text) external _vm_read
00007ff800423fbe (__TEXT,__text) external _vm_read_list
00007ff80042423b (__TEXT,__text) external _vm_read_overwrite
00007ff800402d16 (__TEXT,__text) external _vm_region_64
00007ff800402f0d (__TEXT,__text) external _vm_region_recurse_64
00007ff8003fe0ed (__TEXT,__text) external _vm_remap
00007ff800414092 (__TEXT,__text) external _vm_remap_new
00007ff80041573c (__TEXT,__text) external _vm_wire
00007ff80042413d (__TEXT,__text) external _vm_write
00007ff8003fee69 (__TEXT,__text) external _voucher_mach_msg_adopt
00007ff8003fd29a (__TEXT,__text) external _voucher_mach_msg_clear
00007ff8003fee53 (__TEXT,__text) external _voucher_mach_msg_revert
00007ff8003fcf01 (__TEXT,__text) external _voucher_mach_msg_set
00007ff841ae9e28 (__DATA,__common) external _vprintf_stderr_func
00007ff800406400 (__TEXT,__text) external _wait4
00007ff800407fa0 (__TEXT,__text) external _waitid
00007ff800407490 (__TEXT,__text) external _waitid$NOCANCEL
00007ff800412d19 (__TEXT,__text) external _work_interval_copy_port
00007ff8004035c0 (__TEXT,__text) external _work_interval_create
00007ff800412bb3 (__TEXT,__text) external _work_interval_destroy
00007ff80041290d (__TEXT,__text) external _work_interval_get_flags_from_port
00007ff8004036ba (__TEXT,__text) external _work_interval_instance_alloc
00007ff800412a25 (__TEXT,__text) external _work_interval_instance_clear
00007ff800412b4b (__TEXT,__text) external _work_interval_instance_finish
00007ff800412a39 (__TEXT,__text) external _work_interval_instance_free
00007ff800412a8d (__TEXT,__text) external _work_interval_instance_get_complexity
00007ff800412a6f (__TEXT,__text) external _work_interval_instance_get_deadline
00007ff800412a7e (__TEXT,__text) external _work_interval_instance_get_finish
00007ff800403714 (__TEXT,__text) external _work_interval_instance_get_id
00007ff800412a60 (__TEXT,__text) external _work_interval_instance_get_start
00007ff800412a9d (__TEXT,__text) external _work_interval_instance_get_telemetry_data
00007ff800412a5b (__TEXT,__text) external _work_interval_instance_set_complexity
00007ff800412a51 (__TEXT,__text) external _work_interval_instance_set_deadline
00007ff800412a56 (__TEXT,__text) external _work_interval_instance_set_finish
00007ff800412a4c (__TEXT,__text) external _work_interval_instance_set_start
00007ff800412ab9 (__TEXT,__text) external _work_interval_instance_start
00007ff800412afe (__TEXT,__text) external _work_interval_instance_update
00007ff800412c8b (__TEXT,__text) external _work_interval_join
00007ff800412cd2 (__TEXT,__text) external _work_interval_join_port
00007ff800412d09 (__TEXT,__text) external _work_interval_leave
00007ff800412978 (__TEXT,__text) external _work_interval_notify
00007ff8004129e7 (__TEXT,__text) external _work_interval_notify_simple
00007ff8003ff1e0 (__TEXT,__text) external _write
00007ff8003ff470 (__TEXT,__text) external _write$NOCANCEL
00007ff8003ff440 (__TEXT,__text) external _writev
00007ff8004074a8 (__TEXT,__text) external _writev$NOCANCEL
