000000019f79f858 (__TEXT,__text) non-external +[Calculate _lock]
000000019f824e00 (__TEXT,__const) non-external ___bid_ten2mk128trunc
000000019f9052e0 (__TEXT,__const) non-external ___bid_ten2mxtrunc128
000000019f906440 (__TEXT,__const) non-external ___bid_ten2mxtrunc192
000000019f9081c0 (__TEXT,__const) non-external ___bid_ten2mxtrunc256
000000019f904b48 (__TEXT,__const) non-external ___bid_ten2mxtrunc64
000000019f7c9dd0 (__TEXT,__text) non-external ___binary128_to_bid128
000000019f7c92a0 (__TEXT,__text) non-external ___binary64_to_bid128
00000001ddcaccc8 (__DATA_CONST,__const) non-external ___block_descriptor_32_e25_B24?08"NSDictionary"16l
00000001ddcacd08 (__DATA_CONST,__const) non-external ___block_descriptor_32_e28_"NSString"16?0"NSString"8l
00000001ddcacc18 (__DATA_CONST,__const) non-external ___block_descriptor_32_e31_q24?0"UnitRank"8"UnitRank"16l
00000001ddcacd48 (__DATA_CONST,__const) non-external ___block_descriptor_32_e37_B24?0"NSString"8"NSCharacterSet"16l
00000001ddcacca8 (__DATA_CONST,__const) non-external ___block_descriptor_32_e41_q24?0"CalculateUnit"8"CalculateUnit"16l
00000001ddcacd28 (__DATA_CONST,__const) non-external ___block_descriptor_32_e45_q24?0"CalculateResult"8"CalculateResult"16l
00000001ddcacd88 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000001ddcacce8 (__DATA_CONST,__const) non-external ___block_descriptor_32_e83_"NSString"32?0"NSString"8"NSString"16?<"NSString"?"NSTextCheckingResult">24l
00000001ddcacb98 (__DATA_CONST,__const) non-external ___block_descriptor_40_e161_v24?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}16l
00000001ddcacb38 (__DATA_CONST,__const) non-external ___block_descriptor_40_e18_B16?0"NSString"8l
00000001ddcacd68 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_v8?0l
00000001ddcacbf8 (__DATA_CONST,__const) non-external ___block_descriptor_40_e83_v16?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8l
00000001ddcb0d30 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32bs_e24_v16?0"NSNotification"8l
00000001ddcb05c0 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32bs_e52_v56?0"NSString"8{_NSRange=QQ}16{_NSRange=QQ}32^B48l
00000001ddcb0830 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32bs_e71_"NSString"32?0"NSString"8"NSString"16?<"NSString"?"NSString">24l
00000001ddcb0860 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32bs_e84_"NSString"32?0"NSString"8"NSString"16?<"NSString"?"NSString"{_NSRange=QQ}>24l
00000001ddcb08b0 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32s_e28_"NSString"16?0"NSString"8l
00000001ddcb0ba0 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32s_e30_"NSTextCheckingResult"12?0B8l
00000001ddcb0a70 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32s_e31_v28?0"CalculateToken"8^i16B24l
00000001ddcb0610 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32s_e34_"NSString"32?0"NSNumber"8Q16Q24l
00000001ddcb0aa0 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32s_e37_{UnitSet=[4Q]}16?0"CalculateToken"8l
00000001ddcb0ad0 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32s_e38_"NSMutableSet"16?0"CalculateToken"8l
00000001ddcb0c50 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32s_e38_v40?0Q8Q16"NSString"24"UnitRanks"32l
00000001ddcb0a00 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32s_e40_"NSString"16?0"NSTextCheckingResult"8l
00000001ddcb0660 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32s_e5_v8?0l
00000001ddcacb78 (__DATA_CONST,__const) non-external ___block_descriptor_41_e161_v24?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}16l
00000001ddcacbd8 (__DATA_CONST,__const) non-external ___block_descriptor_48_e161_v24?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}16l
00000001ddcacb58 (__DATA_CONST,__const) non-external ___block_descriptor_48_e83_v16?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8l
00000001ddcb0c20 (__AUTH_CONST,__const) non-external ___block_descriptor_48_e8_32s40bs_e11_v24?0Q8Q16l
00000001ddcb08e0 (__AUTH_CONST,__const) non-external ___block_descriptor_48_e8_32s40bs_e28_"NSString"16?0"NSString"8l
00000001ddcb0800 (__AUTH_CONST,__const) non-external ___block_descriptor_48_e8_32s40bs_e40_"NSString"16?0"NSTextCheckingResult"8l
00000001ddcb0db0 (__AUTH_CONST,__const) non-external ___block_descriptor_48_e8_32s40bs_e5_v8?0l
00000001ddcb0d80 (__AUTH_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e11_q24?0816l
00000001ddcb0690 (__AUTH_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e18_v16?0"NSString"8l
00000001ddcb0910 (__AUTH_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e21_"NSString"16?0i8i12l
00000001ddcb0940 (__AUTH_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e28_"NSString"16?0"NSString"8l
00000001ddcb0b40 (__AUTH_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e37_v32?0"NSString"8i16f20"NSLocale"24l
00000001ddcacbb8 (__DATA_CONST,__const) non-external ___block_descriptor_49_e161_v24?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}16l
00000001ddcb07d0 (__AUTH_CONST,__const) non-external ___block_descriptor_56_e8_32bs40bs48r_e37_v32?0"NSTextCheckingResult"8Q16^B24l
00000001ddcb0d00 (__AUTH_CONST,__const) non-external ___block_descriptor_56_e8_32bs40r48r_e37_v40?0"NSString"8{_NSRange=QQ}16^B32l
00000001ddcb0bf0 (__AUTH_CONST,__const) non-external ___block_descriptor_56_e8_32s40bs48r_e37_v40?0"NSString"8{_NSRange=QQ}16^B32l
00000001ddcb07a0 (__AUTH_CONST,__const) non-external ___block_descriptor_56_e8_32s40r48r_e20_v24?0{_NSRange=QQ}8l
00000001ddcb0b70 (__AUTH_CONST,__const) non-external ___block_descriptor_56_e8_32s40s48bs_e36_v32?0"NSArray"8i16i20"NSLocale"24l
00000001ddcb0530 (__AUTH_CONST,__const) non-external ___block_descriptor_56_e8_32s40s48r_e46_v32?0"NSData"8"NSURLResponse"16"NSError"24l
00000001ddcb04d0 (__AUTH_CONST,__const) non-external ___block_descriptor_56_e8_32s40s48r_e5_v8?0l
00000001ddcb0500 (__AUTH_CONST,__const) non-external ___block_descriptor_60_e8_32s40s48r_e5_v8?0l
00000001ddcb0cd0 (__AUTH_CONST,__const) non-external ___block_descriptor_72_e8_32bs40r48r56r64r_e37_v40?0"NSString"8{_NSRange=QQ}16^B32l
00000001ddcb0970 (__AUTH_CONST,__const) non-external ___block_descriptor_88_e8_32s40s48s56bs64r72r80r_e43_"NSString"32?0"NSString"8{_NSRange=QQ}16l
00000001ddcb0ca0 (__AUTH_CONST,__const) non-external ___block_descriptor_92_e8_32s40r48r56r64r72r80r_e37_v40?0"NSString"8{_NSRange=QQ}16^B32l
00000001ddcb0560 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ddcb0bd0 (__AUTH_CONST,__const) non-external ___block_literal_global.122
00000001ddcb0de0 (__AUTH_CONST,__const) non-external ___block_literal_global.131
00000001ddcb0c80 (__AUTH_CONST,__const) non-external ___block_literal_global.132
00000001ddcb0640 (__AUTH_CONST,__const) non-external ___block_literal_global.335
00000001ddcb05f0 (__AUTH_CONST,__const) non-external ___block_literal_global.370
00000001ddcb06c0 (__AUTH_CONST,__const) non-external ___block_literal_global.500
00000001ddcb06e0 (__AUTH_CONST,__const) non-external ___block_literal_global.503
00000001ddcb0700 (__AUTH_CONST,__const) non-external ___block_literal_global.507
00000001ddcb0720 (__AUTH_CONST,__const) non-external ___block_literal_global.543
00000001ddcb0740 (__AUTH_CONST,__const) non-external ___block_literal_global.547
00000001ddcb0760 (__AUTH_CONST,__const) non-external ___block_literal_global.549
00000001ddcb0780 (__AUTH_CONST,__const) non-external ___block_literal_global.552
00000001ddcb0b20 (__AUTH_CONST,__const) non-external ___block_literal_global.569
00000001ddcb0890 (__AUTH_CONST,__const) non-external ___block_literal_global.576
00000001ddcb09a0 (__AUTH_CONST,__const) non-external ___block_literal_global.700
00000001ddcb09c0 (__AUTH_CONST,__const) non-external ___block_literal_global.709
00000001ddcb0580 (__AUTH_CONST,__const) non-external ___block_literal_global.71
00000001ddcb09e0 (__AUTH_CONST,__const) non-external ___block_literal_global.718
00000001ddcb0a30 (__AUTH_CONST,__const) non-external ___block_literal_global.735
00000001ddcb0a50 (__AUTH_CONST,__const) non-external ___block_literal_global.743
00000001ddcb0d60 (__AUTH_CONST,__const) non-external ___block_literal_global.767
00000001ddcb0b00 (__AUTH_CONST,__const) non-external ___block_literal_global.792
00000001ddcb05a0 (__AUTH_CONST,__const) non-external ___block_literal_global.96
000000019f7abad4 (__TEXT,__text) non-external ___calc_yyparse_block_invoke
                 (undefined) external ___chkstk_darwin (from libSystem)
000000019f792e78 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
000000019f79b428 (__TEXT,__text) non-external ___copy_helper_block_e8_32b40b48r
000000019f7a1878 (__TEXT,__text) non-external ___copy_helper_block_e8_32b40r48r
000000019f7a193c (__TEXT,__text) non-external ___copy_helper_block_e8_32b40r48r56r64r
000000019f792e88 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
000000019f79b818 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
000000019f7a2094 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40b48r
000000019f79b4d4 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40r48r
000000019f7a1a38 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40r48r56r64r72r80r
000000019f792ecc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
000000019f7a31f8 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40s48b
000000019f77cddc (__TEXT,__text) non-external ___copy_helper_block_e8_32s40s48r
000000019f79b714 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40s48s56b64r72r80r
000000019f792e70 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
000000019f79b488 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r48r
000000019f7a18d8 (__TEXT,__text) non-external ___destroy_helper_block_e8_32s40r48r56r64r
000000019f7a19bc (__TEXT,__text) non-external ___destroy_helper_block_e8_32s40r48r56r64r72r80r
000000019f792e90 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
000000019f77cd94 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48r
000000019f7a31b4 (__TEXT,__text) non-external ___destroy_helper_block_e8_32s40s48s
000000019f79b6a4 (__TEXT,__text) non-external ___destroy_helper_block_e8_32s40s48s56s64r72r80r
000000019f7ac658 (__TEXT,__text) non-external ___dpml_bid_C_ux_erf__
000000019f7acc04 (__TEXT,__text) non-external ___dpml_bid_C_ux_hyperbolic__
000000019f7af7d0 (__TEXT,__text) non-external ___dpml_bid_C_ux_trig__
000000019f7ad930 (__TEXT,__text) non-external ___dpml_bid_addsub__
000000019f7d1d50 (__TEXT,__const) non-external ___dpml_bid_bid_x_table
000000019f7d1ef8 (__TEXT,__const) non-external ___dpml_bid_cbrt_x_table
000000019f7ae1fc (__TEXT,__text) non-external ___dpml_bid_divide__
000000019f7d1f68 (__TEXT,__const) non-external ___dpml_bid_erf_x_table
000000019f7adf68 (__TEXT,__text) non-external ___dpml_bid_evaluate_packed_poly__
000000019f7ae4b0 (__TEXT,__text) non-external ___dpml_bid_evaluate_rational__
000000019f7ac088 (__TEXT,__text) non-external ___dpml_bid_exception
000000019f7d24c8 (__TEXT,__const) non-external ___dpml_bid_exp_x_table
000000019f7ae0f4 (__TEXT,__text) non-external ___dpml_bid_extended_multiply__
000000019f7ad850 (__TEXT,__text) non-external ___dpml_bid_ffs_and_shift__
000000019f7d1620 (__TEXT,__const) non-external ___dpml_bid_globals_table
000000019f7d2a18 (__TEXT,__const) non-external ___dpml_bid_inv_hyper_x_table
000000019f7d2a88 (__TEXT,__const) non-external ___dpml_bid_inv_trig_x_table
000000019f7d2fa8 (__TEXT,__const) non-external ___dpml_bid_lgamma_x_table
000000019f7d3378 (__TEXT,__const) non-external ___dpml_bid_log_x_table
000000019f7ae038 (__TEXT,__text) non-external ___dpml_bid_multiply__
000000019f7ade24 (__TEXT,__text) non-external ___dpml_bid_pack__
000000019f7d4318 (__TEXT,__const) non-external ___dpml_bid_sqrt_t_table
000000019f7d3620 (__TEXT,__const) non-external ___dpml_bid_sqrt_x_table
000000019f7d3f08 (__TEXT,__const) non-external ___dpml_bid_trig_x_table
000000019f7add70 (__TEXT,__text) non-external ___dpml_bid_unpack2__
000000019f7adb48 (__TEXT,__text) non-external ___dpml_bid_unpack_x_or_y__
000000019f7acf54 (__TEXT,__text) non-external ___dpml_bid_ux_asin_acos__
000000019f7ac4dc (__TEXT,__text) non-external ___dpml_bid_ux_cmp__
000000019f7af0c8 (__TEXT,__text) non-external ___dpml_bid_ux_degree_reduce__
000000019f7ac94c (__TEXT,__text) non-external ___dpml_bid_ux_exp_common__
000000019f7ac9b0 (__TEXT,__text) non-external ___dpml_bid_ux_exp_reduce__
000000019f7ad6ac (__TEXT,__text) non-external ___dpml_bid_ux_log__
000000019f7af360 (__TEXT,__text) non-external ___dpml_bid_ux_radian_reduce__
000000019f7aefe8 (__TEXT,__text) non-external ___dpml_bid_ux_sincos
000000019f7aed24 (__TEXT,__text) non-external ___dpml_bid_ux_sqrt_evaluation__
000000019f7af8ec (__TEXT,__text) non-external ___dpml_bid_ux_tancot__
000000019f7d3568 (__TEXT,__const) non-external ___dpml_bid_x_constants__
000000019f7d17c0 (__TEXT,__const) non-external ___dpml_response_table
                 (undefined) external ___error (from libSystem)
000000019f7ae6dc (__TEXT,__text) non-external ___eval_neg_poly
000000019f7ae9c0 (__TEXT,__text) non-external ___eval_pos_poly
000000019f7d36d0 (__TEXT,__const) non-external ___four_over_pi
000000019f786d8c (__TEXT,__text) non-external ___functionACosD_block_invoke
000000019f7888b4 (__TEXT,__text) non-external ___functionACosH_block_invoke
000000019f78572c (__TEXT,__text) non-external ___functionACos_block_invoke
000000019f78dbc4 (__TEXT,__text) non-external ___functionAND_block_invoke
000000019f786900 (__TEXT,__text) non-external ___functionASinD_block_invoke
000000019f7885fc (__TEXT,__text) non-external ___functionASinH_block_invoke
000000019f785468 (__TEXT,__text) non-external ___functionASin_block_invoke
000000019f787168 (__TEXT,__text) non-external ___functionATanD_block_invoke
000000019f788f34 (__TEXT,__text) non-external ___functionATanH_block_invoke
000000019f785af8 (__TEXT,__text) non-external ___functionATan_block_invoke
000000019f78925c (__TEXT,__text) non-external ___functionCeil_block_invoke
000000019f78e7a8 (__TEXT,__text) non-external ___functionCompose_block_invoke
000000019f77d764 (__TEXT,__text) non-external ___functionConstant_block_invoke
000000019f786130 (__TEXT,__text) non-external ___functionCosD_block_invoke
000000019f787c30 (__TEXT,__text) non-external ___functionCosH_block_invoke
000000019f784e20 (__TEXT,__text) non-external ___functionCos_block_invoke
000000019f783d28 (__TEXT,__text) non-external ___functionCubeRoot_block_invoke
000000019f782608 (__TEXT,__text) non-external ___functionDivide_block_invoke
000000019f78b2d0 (__TEXT,__text) non-external ___functionERFC_block_invoke
000000019f78af30 (__TEXT,__text) non-external ___functionERF_block_invoke
000000019f784020 (__TEXT,__text) non-external ___functionExp_block_invoke
000000019f78c580 (__TEXT,__text) non-external ___functionFMod_block_invoke
000000019f78a1ac (__TEXT,__text) non-external ___functionFabs_block_invoke
000000019f78baa4 (__TEXT,__text) non-external ___functionFactorial_block_invoke
000000019f78ef9c (__TEXT,__text) non-external ___functionFail_block_invoke
000000019f789864 (__TEXT,__text) non-external ___functionFloor_block_invoke
000000019f78cb40 (__TEXT,__text) non-external ___functionHypot_block_invoke
000000019f78a3dc (__TEXT,__text) non-external ___functionJ0_block_invoke
000000019f78a58c (__TEXT,__text) non-external ___functionJ1_block_invoke
000000019f78accc (__TEXT,__text) non-external ___functionLGamma_block_invoke
000000019f78e348 (__TEXT,__text) non-external ___functionLeftShift_block_invoke
000000019f784298 (__TEXT,__text) non-external ___functionLn_block_invoke
000000019f784780 (__TEXT,__text) non-external ___functionLogBase_block_invoke
000000019f784508 (__TEXT,__text) non-external ___functionLog_block_invoke
000000019f78d6e8 (__TEXT,__text) non-external ___functionMax_block_invoke
000000019f78d20c (__TEXT,__text) non-external ___functionMin_block_invoke
000000019f78df84 (__TEXT,__text) non-external ___functionNOR_block_invoke
000000019f782b80 (__TEXT,__text) non-external ___functionNegate_block_invoke
000000019f77dc08 (__TEXT,__text) non-external ___functionNoOp_block_invoke
000000019f78dda4 (__TEXT,__text) non-external ___functionOR_block_invoke
000000019f783590 (__TEXT,__text) non-external ___functionPercentDecrease_block_invoke
000000019f7830dc (__TEXT,__text) non-external ___functionPercentIncrease_block_invoke
000000019f782e2c (__TEXT,__text) non-external ___functionPercent_block_invoke
000000019f7816b4 (__TEXT,__text) non-external ___functionPow_block_invoke
000000019f78aa9c (__TEXT,__text) non-external ___functionRInt_block_invoke
000000019f78ceb0 (__TEXT,__text) non-external ___functionRem_block_invoke
000000019f78e578 (__TEXT,__text) non-external ___functionRightShift_block_invoke
000000019f78c05c (__TEXT,__text) non-external ___functionRoot_block_invoke
000000019f789ce4 (__TEXT,__text) non-external ___functionRoundNearest_block_invoke
000000019f789a9c (__TEXT,__text) non-external ___functionRound_block_invoke
000000019f782144 (__TEXT,__text) non-external ___functionSameCurrency_block_invoke
000000019f785dbc (__TEXT,__text) non-external ___functionSinD_block_invoke
000000019f787530 (__TEXT,__text) non-external ___functionSinH_block_invoke
000000019f784b70 (__TEXT,__text) non-external ___functionSine_block_invoke
000000019f783ab8 (__TEXT,__text) non-external ___functionSqrRoot_block_invoke
000000019f7811ec (__TEXT,__text) non-external ___functionSubtract_block_invoke
000000019f7864a4 (__TEXT,__text) non-external ___functionTanD_block_invoke
000000019f788248 (__TEXT,__text) non-external ___functionTanH_block_invoke
000000019f7850d0 (__TEXT,__text) non-external ___functionTan_block_invoke
000000019f77e238 (__TEXT,__text) non-external ___functionUnit_block_invoke
000000019f78e168 (__TEXT,__text) non-external ___functionXOR_block_invoke
000000019f78a73c (__TEXT,__text) non-external ___functionY0_block_invoke
000000019f78a8ec (__TEXT,__text) non-external ___functionY1_block_invoke
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___stdoutp (from libSystem)
000000019f7d3608 (__TEXT,__const) non-external ___ux_one__
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
000000019f78e89c (__TEXT,__text) non-external __functionConvert
00000001d6a03d90 (__DATA,__bss) non-external __loadIfNeeded.onceToken
00000001d6a03cd8 (__DATA,__bss) non-external __lock.onceToken
00000001d6a03d20 (__DATA,__bss) non-external __lock.onceToken.541
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00000001ddcb0168 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001ddcb0238 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.119
00000001ddcb02b0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.240
00000001ddcb0310 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.241
00000001ddcb0370 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.359
00000001ddcb01c0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.377
00000001ddcb03a0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.646
00000001ddcb0418 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.647
00000001ddcb0490 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.701
00000001d6a036a8 (__DATA,__data) non-external __updateInputValueFromMatch:.feetInchRegexp
00000001d6a036b0 (__DATA,__data) non-external __updateInputValueFromMatch:.onceToken
                 (undefined) external _acos (from libSystem)
                 (undefined) external _acosh (from libSystem)
00000001d6a03db8 (__DATA,__bss) non-external _addSet
000000019f77e620 (__TEXT,__text) non-external _addUnitToSuggestions
                 (undefined) external _asin (from libSystem)
                 (undefined) external _asinh (from libSystem)
                 (undefined) external _atan (from libSystem)
                 (undefined) external _atanh (from libSystem)
00000001d6a03da0 (__DATA,__bss) non-external _availableUnitRanks
00000001d6a03d98 (__DATA,__bss) non-external _availableUnitRanksLock
000000019f7b7b80 (__TEXT,__text) non-external _bid128_ext_fma
000000019f77ed78 (__TEXT,__text) non-external _bid128_pow_fix
000000019f7cabc4 (__TEXT,__text) non-external _bid128_to_binary128_2part
000000019f7bd7cc (__TEXT,__text) non-external _bid___div_128_by_128.931
000000019f7c2788 (__TEXT,__text) non-external _bid___div_128_by_128.963
000000019f7bcf84 (__TEXT,__text) non-external _bid_add256
000000019f7bc534 (__TEXT,__text) non-external _bid_add_and_round
000000019f7bd0d4 (__TEXT,__text) non-external _bid_bid_nr_digits256
000000019f832da0 (__TEXT,__const) non-external _bid_breakpoints_binary128
000000019f825270 (__TEXT,__const) non-external _bid_breakpoints_binary64
000000019f8fec50 (__TEXT,__const) non-external _bid_coefflimits_bid128
000000019f7dbb60 (__TEXT,__const) non-external _bid_decimal128_moduli.997
000000019f859a80 (__TEXT,__const) non-external _bid_exponents_binary128
000000019f827c30 (__TEXT,__const) non-external _bid_exponents_binary64
000000019f7ac288 (__TEXT,__text) non-external _bid_f128_add
000000019f7acdc4 (__TEXT,__text) non-external _bid_f128_asinh
000000019f7ac460 (__TEXT,__text) non-external _bid_f128_cmp
000000019f7ac1dc (__TEXT,__text) non-external _bid_f128_div
000000019f7acb88 (__TEXT,__text) non-external _bid_f128_exp
000000019f7ac3e0 (__TEXT,__text) non-external _bid_f128_itof
000000019f7ad108 (__TEXT,__text) non-external _bid_f128_lgamma
000000019f7ad7cc (__TEXT,__text) non-external _bid_f128_log
000000019f7ac134 (__TEXT,__text) non-external _bid_f128_mul
000000019f7ac570 (__TEXT,__text) non-external _bid_f128_nextafter
000000019f7aeed8 (__TEXT,__text) non-external _bid_f128_sqrt
000000019f7ac334 (__TEXT,__text) non-external _bid_f128_sub
000000019f7b73f8 (__TEXT,__text) non-external _bid_get_BID128
000000019f7c71b0 (__TEXT,__text) non-external _bid_get_BID128.994
000000019f8fff60 (__TEXT,__const) non-external _bid_innertable_exp
000000019f8fef60 (__TEXT,__const) non-external _bid_innertable_sig
000000019f7d5ab0 (__TEXT,__const) non-external _bid_log_table_1
000000019f7d6eb0 (__TEXT,__const) non-external _bid_log_table_2
000000019f8635c0 (__TEXT,__const) non-external _bid_multipliers1_binary128
000000019f8286a0 (__TEXT,__const) non-external _bid_multipliers1_binary64
000000019f8b0f80 (__TEXT,__const) non-external _bid_multipliers2_binary128
000000019f82da20 (__TEXT,__const) non-external _bid_multipliers2_binary64
000000019f900b60 (__TEXT,__const) non-external _bid_outertable_exp
000000019f900160 (__TEXT,__const) non-external _bid_outertable_sig
000000019f8fe940 (__TEXT,__const) non-external _bid_power_five
000000019f7d56b0 (__TEXT,__const) non-external _bid_recip_table_1
000000019f7d6ab0 (__TEXT,__const) non-external _bid_recip_table_2
000000019f825130 (__TEXT,__const) non-external _bid_roundbound_128
000000019f7bc324 (__TEXT,__text) non-external _bid_rounding_correction
000000019f7bd020 (__TEXT,__text) non-external _bid_sub256
000000019f7d5570 (__TEXT,__const) non-external _c1
000000019f7d54e0 (__TEXT,__const) non-external _c10
000000019f7d54d0 (__TEXT,__const) non-external _c11
000000019f7d54c0 (__TEXT,__const) non-external _c12
000000019f7d5560 (__TEXT,__const) non-external _c2
000000019f7d5550 (__TEXT,__const) non-external _c3
000000019f7d5540 (__TEXT,__const) non-external _c4
000000019f7d5530 (__TEXT,__const) non-external _c5
000000019f7d5520 (__TEXT,__const) non-external _c6
000000019f7d5510 (__TEXT,__const) non-external _c7
000000019f7d5500 (__TEXT,__const) non-external _c8
000000019f7d54f0 (__TEXT,__const) non-external _c9
000000019f7d5480 (__TEXT,__const) non-external _c_105
000000019f7d5440 (__TEXT,__const) non-external _c_11000
000000019f7d5590 (__TEXT,__const) non-external _c_11000.924
000000019f7d7f00 (__TEXT,__const) non-external _c_11000.984
000000019f7d54a0 (__TEXT,__const) non-external _c_120
000000019f7d5580 (__TEXT,__const) non-external _c_1_ov_sqrt_pi
000000019f7d55e0 (__TEXT,__const) non-external _c_1_plus_eps
000000019f7d55c0 (__TEXT,__const) non-external _c_1e34
000000019f7d55f0 (__TEXT,__const) non-external _c_1em100
000000019f7d5460 (__TEXT,__const) non-external _c_1em2000
000000019f7d5320 (__TEXT,__const) non-external _c_1em40
000000019f823c10 (__TEXT,__const) non-external _c_1em40.1001
000000019f7d5380 (__TEXT,__const) non-external _c_1em40.882
000000019f7d53d0 (__TEXT,__const) non-external _c_1em40.891
000000019f7d5400 (__TEXT,__const) non-external _c_1em40.910
000000019f7d5470 (__TEXT,__const) non-external _c_1em40.920
000000019f7d7ec0 (__TEXT,__const) non-external _c_1em40.980
000000019f7d5490 (__TEXT,__const) non-external _c_2_ov_sqrt_pi
000000019f7d5680 (__TEXT,__const) non-external _c_4464
000000019f7d5640 (__TEXT,__const) non-external _c_4464_ln_10
000000019f7d5420 (__TEXT,__const) non-external _c_64
000000019f7d7ee0 (__TEXT,__const) non-external _c_64.982
000000019f7d5330 (__TEXT,__const) non-external _c_7_10ths
000000019f7d5390 (__TEXT,__const) non-external _c_7_10ths.883
000000019f7d53e0 (__TEXT,__const) non-external _c_half
000000019f7d5450 (__TEXT,__const) non-external _c_half.913
000000019f7d55d0 (__TEXT,__const) non-external _c_half.936
000000019f7d5660 (__TEXT,__const) non-external _c_half.942
000000019f7d56a0 (__TEXT,__const) non-external _c_half.946
000000019f7d7f20 (__TEXT,__const) non-external _c_half.985
000000019f7d5670 (__TEXT,__const) non-external _c_inv_log10
000000019f7d5370 (__TEXT,__const) non-external _c_log10
000000019f7d53c0 (__TEXT,__const) non-external _c_log10.888
000000019f7d5630 (__TEXT,__const) non-external _c_log_pi
000000019f7d55b0 (__TEXT,__const) non-external _c_m1e34
000000019f7d7f10 (__TEXT,__const) non-external _c_minus_half
