00007ffb1cb3835b (__TEXT,__text) external _AAAFSCGetMetadata
00007ffb1cb06824 (__TEXT,__text) non-external _tempStreamCancel
00007ffb1cb0678e (__TEXT,__text) non-external _tempStreamClose
00007ffb1cb06871 (__TEXT,__text) non-external _tempStreamPRead
00007ffb1cb06ac7 (__TEXT,__text) non-external _tempStreamPWrite
00007ffb1cb06839 (__TEXT,__text) non-external _tempStreamRead
00007ffb1cb06a3b (__TEXT,__text) non-external _tempStreamSeek
00007ffb1cb06d1e (__TEXT,__text) non-external _tempStreamTruncate
00007ffb1cb06a8f (__TEXT,__text) non-external _tempStreamWrite
00007ffb1caf5c1d (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffb1caf5927 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffb1cb3dae4 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffb1cb02ff2 (__TEXT,__text) non-external _threadWrapperProc
00007ffb1cadfbd2 (__TEXT,__text) non-external _treeAdd
00007ffb1cadf59b (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffb1cadf86c (__TEXT,__text) non-external _treeRebalance
00007ffb1cae05a5 (__TEXT,__text) non-external _treeRotateLeft
00007ffb1cae0496 (__TEXT,__text) non-external _treeRotateRight
00007ffb1cadfab2 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffb1cb14184 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffb1cafcb14 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffb1caff4da (__TEXT,__text) non-external _updateFromHeader
00007ffb1cb02c6f (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffb1cb02ca1 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffb1cb27185 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffb1cad862a (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffb1cad7920 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffb1cad8398 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffb1cad7cbb (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffb1cb05ea8 (__TEXT,__text) non-external _verifySegment
00007ffb1cb132b6 (__TEXT,__text) non-external _verifySegment
00007ffb1cb41586 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
00007ffb1cb1c84b (__TEXT,__text) non-external _workerApplyAttr
00007ffb1cad863f (__TEXT,__text) non-external _workerDataFree
00007ffb1cb1ca98 (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffb1cb1c9a2 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffb1cae9534 (__TEXT,__text) non-external _workerDestroy
00007ffb1cb1c4f8 (__TEXT,__text) non-external _workerDestroy
00007ffb1cac7d6f (__TEXT,__text) non-external _workerProc
00007ffb1cad7433 (__TEXT,__text) non-external _workerProc
00007ffb1cae8bd4 (__TEXT,__text) non-external _workerProc
00007ffb1cafbe0a (__TEXT,__text) non-external _workerProc
00007ffb1cb19abc (__TEXT,__text) non-external _workerProc
00007ffb1cb40550 (__TEXT,__text) non-external _workerProc
00007ffb1cb1c909 (__TEXT,__text) non-external _workerReserve
00007ffb1cb1c623 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffb1cb0091c (__TEXT,__text) non-external _writeBlobProc
00007ffb1cb002c3 (__TEXT,__text) non-external _writeHeaderProc
00007ffb1cb34572 (__TEXT,__text) non-external _writeOBuf
00007ffb1cace2bd (__TEXT,__text) non-external _writeProc
00007ffb1caf4769 (__TEXT,__text) non-external _writeProc
00007ffb1cb106fd (__TEXT,__text) non-external _writeProc
00007ffb1cb0d3f7 (__TEXT,__text) non-external _writerProc
00007ffb1cb41a1a (__TEXT,__text) non-external (was a private external) _writerProc
