00000001e3b1db74 (__TEXT,__text) non-external _DiToMD5
00000001e3b07d10 (__TEXT,__text) external __ZThn24_N9IOService4initEv
00000001e3b1093c (__TEXT,__text) external __ZThn24_N9OSBoolean4freeEv
00000001e3b09500 (__TEXT,__text) external __ZThn40_N13IOCommandPool10getCommandEb
00000001e3b09280 (__TEXT,__text) external __ZThn40_N13IOCommandPool13initWithQueueEP15IODispatchQueue
00000001e3b095e4 (__TEXT,__text) external __ZThn40_N13IOCommandPool13returnCommandEP9IOCommand
00000001e3b096b0 (__TEXT,__text) external __ZThn40_N13IOCommandPool15gatedGetCommandEPP9IOCommandb
00000001e3b09754 (__TEXT,__text) external __ZThn40_N13IOCommandPool18gatedReturnCommandEP9IOCommand
00000001e3b087ac (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00000001e3b0eaec (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00000001e3b0ec0c (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00000001e3b0f468 (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00000001e3b0f540 (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00000001e3b0e98c (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00000001e3b0e99c (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00000001e3b0ead8 (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00000001e3b0f1dc (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00000001e3b0eac0 (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00000001e3b0f454 (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00000001e3b0f980 (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00000001e3b0f43c (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
000000020c556440 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
000000020c556448 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znwm (from libc++)
00000001e3b040e0 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00000001e3b0417c (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00000001e3b04218 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00000001e3b2e784 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00000001e3b2e7b0 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00000001e3b0d4fc (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00000001e3b0c7a0 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00000001e3b0e17c (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00000001e3b0e1fc (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00000001e3b0e888 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00000001e3b0e904 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.39
00000001e3b0d2b4 (__TEXT,__text) non-external ____Z27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00000001e3b1af3c (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00000001e3b0af4c (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00000001e3b2f0f8 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00000001e3b10da0 (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00000001e3b10d7c (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00000001e3b10c34 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00000001e3b2f8e0 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00000001e3b10eb8 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00000001e3b10a9c (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00000001e3b10c04 (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00000001e3b10de8 (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00000001e3b0b254 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00000001e3b2f124 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke.cold.1
00000001e3b10dc0 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00000001e3b0af78 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00000001e3b0afe8 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.219
00000001e3b0b078 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.223
00000001e3b1d940 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00000001e3b197e8 (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00000001e3b193a0 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00000001e3b0ef0c (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00000001e3b09498 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00000001e3b0959c (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00000001e3b2ede0 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00000001e3b04c88 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00000001e3b049c8 (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00000001e3b04b38 (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00000001e3b04510 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00000001e3b0504c (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00000001e3b024e0 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00000001e3b06d70 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001e3b06a50 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00000001e3b070a4 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00000001e3b05660 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001e3b053dc (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001e3b05a54 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001e3b05c34 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00000001e3b2e9c0 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00000001e3b2e9ec (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00000001e3b059a8 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001e3b099e0 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001e3b09934 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001e3b0fdc8 (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00000001e3b0f7d0 (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00000001e3b07418 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00000001e3b08070 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00000001e3b0f1cc (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00000001e3b0f0b0 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00000001e3b0ef54 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00000001e3b0fa48 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00000001e3b0f81c (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
00000001e3b2d714 (__TEXT,__text) external ___assert_rtn
000000020fcf9ae0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000020fcfa340 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000020fcfb060 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000020fcfb4e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000020fcfb090 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.1
000000020fcf9c30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.102
000000020fcf9c60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.105
000000020fcf9c90 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.108
000000020fcf9cc0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.112
000000020982ced0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.120
000000020fcf9cf0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.123
000000020fcf9d20 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.124
000000020fcf9d50 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.128
000000020982cef0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.140
000000020fcf9d80 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.155
000000020982cf10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.156
000000020fcf9db0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.160
000000020982cf90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.162
000000020fcf9de0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.163
000000020fcfaf40 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.166
000000020fcfaf70 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.171
000000020fcfafa0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.174
000000020982cfb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.175
000000020fcfafd0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.181
000000020fcfb000 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.185
000000020fcfb030 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.188
000000020982cf30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.193
000000020fcfa370 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.20
000000020fcfa280 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.217
000000020fcfa2b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.222
000000020fcfa2e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.226
000000020982d038 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
000000020fcfa310 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.238
000000020fcfa3a0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.24
000000020982cf50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
000000020982cf70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
000000020fcfa3d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.38
000000020fcfa400 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.44
000000020fcfa430 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.53
000000020fcfa460 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.56
000000020fcfa490 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.59
000000020fcfa4c0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.62
000000020fcfa4f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.65
000000020fcfa520 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.68
000000020fcfa550 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.71
000000020fcf9b10 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.73
000000020fcfa580 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.74
000000020fcf9b40 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.76
000000020fcf9b70 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.79
000000020fcf9ba0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.82
000000020982ce70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
000000020982ce90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
000000020982ceb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
000000020fcf9bd0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.96
000000020fcf9c00 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.99
000000020fcfa260 (__AUTH_CONST,__const) non-external ___block_literal_global
000000020fcfb210 (__AUTH_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001e3b045e8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001e3b05088 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00000001e3b1da24 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00000001e3b070f0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00000001e3b025a4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00000001e3b04294 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001e3b194c8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00000001e3b1993c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00000001e3b045f8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001e3b050d8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00000001e3b1da5c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00000001e3b07100 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001e3b02620 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00000001e3b042e4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001e3b19528 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00000001e3b199bc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00000001e3b003f0 (__TEXT,__text) external _absolutetime_to_nanoseconds
00000001e3b2d638 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00000001e3b2d664 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.2
00000001e3b1e450 (__TEXT,__text) external _aes_decrypt
00000001e3b1e9bc (__TEXT,__text) external _aes_decrypt_aad_gcm
00000001e3b1e358 (__TEXT,__text) external _aes_decrypt_cbc
00000001e3b1ea94 (__TEXT,__text) external _aes_decrypt_finalize_gcm
00000001e3b1ea24 (__TEXT,__text) external _aes_decrypt_gcm
00000001e3b1eb38 (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00000001e3b1e968 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00000001e3b1e2f8 (__TEXT,__text) external _aes_decrypt_key
00000001e3b30220 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00000001e3b1e470 (__TEXT,__text) external _aes_decrypt_key128
00000001e3b1e488 (__TEXT,__text) external _aes_decrypt_key256
00000001e3b1e7c8 (__TEXT,__text) external _aes_decrypt_key_gcm
00000001e3b1e830 (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00000001e3b1e91c (__TEXT,__text) external _aes_decrypt_reset_gcm
00000001e3b1e8a0 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00000001e3b1e2e4 (__TEXT,__text) external _aes_encrypt
00000001e3b1e674 (__TEXT,__text) external _aes_encrypt_aad_gcm
00000001e3b1e1ec (__TEXT,__text) external _aes_encrypt_cbc
00000001e3b1e74c (__TEXT,__text) external _aes_encrypt_finalize_gcm
00000001e3b1e6dc (__TEXT,__text) external _aes_encrypt_gcm
00000001e3b1eb10 (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00000001e3b1e620 (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00000001e3b1e18c (__TEXT,__text) external _aes_encrypt_key
00000001e3b301f4 (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00000001e3b1e464 (__TEXT,__text) external _aes_encrypt_key128
00000001e3b1e47c (__TEXT,__text) external _aes_encrypt_key256
00000001e3b1e494 (__TEXT,__text) external _aes_encrypt_key_gcm
00000001e3b1e4fc (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00000001e3b1e5d4 (__TEXT,__text) external _aes_encrypt_reset_gcm
00000001e3b1e56c (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
00000001e3b004d0 (__TEXT,__text) external _clock_get_calendar_microtime
00000001e3b2d6bc (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00000001e3b0047c (__TEXT,__text) external _clock_get_calendar_nanotime
00000001e3b2d690 (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00000001e3b00540 (__TEXT,__text) external _clock_get_system_nanotime
00000001e3b2d6e8 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00000001e3b00594 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00000001e3aff8c8 (__TEXT,__text) external _crc32
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat (from libSystem)
000000020c554ed0 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
000000020982d058 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
000000020c554ed8 (__DATA,__common) external _gIOCommandMetaClass
000000020c554ee0 (__DATA,__common) external _gIOCommandPoolMetaClass
000000020982d068 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
000000020982d060 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
000000020c554eb8 (__DATA,__common) external _gIODKDebug
000000020c554ee8 (__DATA,__common) external _gIODMACommandMetaClass
000000020982d070 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
000000020c554ef0 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
000000020982d078 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
000000020c554ef8 (__DATA,__common) external _gIODispatchQueueMetaClass
000000020982d080 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
000000020c554f00 (__DATA,__common) external _gIODispatchSourceMetaClass
000000020982d088 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
000000020c554f08 (__DATA,__common) external _gIOEventLinkMetaClass
000000020982d090 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
000000020c554f40 (__DATA,__common) external _gIOHistogramReporterMetaClass
000000020982d0c8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
000000020c554f10 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
000000020982d098 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
000000020c554f18 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
000000020982d0a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
000000020c554f20 (__DATA,__common) external _gIOMemoryMapMetaClass
000000020982d0a8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
000000020c554f48 (__DATA,__common) external _gIOReportLegendMetaClass
000000020982d0d0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
000000020c554f28 (__DATA,__common) external _gIOReporterMetaClass
000000020982d0b0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
000000020c554f50 (__DATA,__common) external _gIOServiceMetaClass
000000020c554f58 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
000000020982d0e0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
000000020c554f60 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
000000020982d0e8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
000000020982d0d8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
000000020c554f30 (__DATA,__common) external _gIOSimpleReporterMetaClass
000000020982d0b8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
000000020c554f38 (__DATA,__common) external _gIOStateReporterMetaClass
000000020982d0c0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
000000020c555018 (__DATA,__common) external _gIOThreadMetaClass
000000020982d1a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
000000020c554f68 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
000000020982d0f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
000000020c554f70 (__DATA,__common) external _gIOUserClientMetaClass
000000020982d0f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
000000020c554f80 (__DATA,__common) external _gIOUserServerMetaClass
000000020982d108 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
000000020c554f88 (__DATA,__common) external _gIOWorkGroupMetaClass
000000020982d110 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
000000020c554f90 (__DATA,__common) external _gOSActionMetaClass
000000020982d118 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
