00000001ead85ae0 (__DATA,__data) external _NDR_record
00000001804b2cdc (__TEXT,__text) external _processor_set_policy_control
00000001804b28b4 (__TEXT,__text) external _processor_set_policy_disable
00000001804b2794 (__TEXT,__text) external _processor_set_policy_enable
00000001804b2e50 (__TEXT,__text) external _processor_set_stack_usage
00000001804b237c (__TEXT,__text) external _processor_set_statistics
00000001804b29d4 (__TEXT,__text) external _processor_set_tasks
00000001804b31e4 (__TEXT,__text) external _processor_set_tasks_with_flavor
00000001804b2b58 (__TEXT,__text) external _processor_set_threads
00000001804b3378 (__TEXT,__text) external _processor_start
00000001804a4370 (__TEXT,__text) external _pselect
000000018048ff54 (__TEXT,__text) external _pselect$DARWIN_EXTSN
000000018049c4a8 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00000001804a44fc (__TEXT,__text) external _pselect$NOCANCEL
000000018048b868 (__TEXT,__text) external _pthread_getugid_np
0000000180493480 (__TEXT,__text) external _pthread_setugid_np
0000000180492a34 (__TEXT,__text) external _ptrace
000000018048d414 (__TEXT,__text) external _pwrite
00000001804977c8 (__TEXT,__text) external _pwrite$NOCANCEL
0000000180498bd0 (__TEXT,__text) external _pwritev
00000001804977f4 (__TEXT,__text) external _pwritev$NOCANCEL
000000018049c1bc (__TEXT,__text) external _quota
00000001804900e0 (__TEXT,__text) external _quotactl
000000018048a900 (__TEXT,__text) external _read
000000018048bc90 (__TEXT,__text) external _read$NOCANCEL
000000018048c140 (__TEXT,__text) external _readlink
0000000180498bfc (__TEXT,__text) external _readlinkat
0000000180498c28 (__TEXT,__text) external _readv
0000000180497820 (__TEXT,__text) external _readv$NOCANCEL
00000001804994cc (__TEXT,__text) non-external _reallocf
000000018049b4a8 (__TEXT,__text) external _reboot
000000018049b4b0 (__TEXT,__text) external _reboot_np
00000001804a436c (__TEXT,__text) external _record_system_event_as_kernel
000000018048e39c (__TEXT,__text) external _recvfrom
000000018048e264 (__TEXT,__text) external _recvfrom$NOCANCEL
000000018048e7ac (__TEXT,__text) external _recvmsg
00000001804978a4 (__TEXT,__text) external _recvmsg$NOCANCEL
0000000180498c54 (__TEXT,__text) external _recvmsg_x
0000000180498c80 (__TEXT,__text) external _register_uexc_handler
000000018048ecd0 (__TEXT,__text) external _removexattr
000000018048d844 (__TEXT,__text) external _rename
000000018049eea4 (__TEXT,__text) external _rename_ext
000000018049b544 (__TEXT,__text) external _renameat
000000018049ee38 (__TEXT,__text) external _renameatx_np
000000018049ee64 (__TEXT,__text) external _renamex_np
0000000180498cac (__TEXT,__text) external _revoke
000000018048d8b0 (__TEXT,__text) external _rmdir
0000000180498cd8 (__TEXT,__text) external _searchfs
000000018048e4a4 (__TEXT,__text) external _select
0000000180494e4c (__TEXT,__text) external _select$DARWIN_EXTSN
000000018048e238 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
000000018048e204 (__TEXT,__text) external _select$NOCANCEL
0000000180493724 (__TEXT,__text) external _sem_close
00000001804a3f34 (__TEXT,__text) external _sem_destroy
00000001804a3f5c (__TEXT,__text) external _sem_getvalue
00000001804a3f84 (__TEXT,__text) external _sem_init
00000001804969f0 (__TEXT,__text) external _sem_open
0000000180498d04 (__TEXT,__text) external _sem_post
0000000180498d30 (__TEXT,__text) external _sem_trywait
0000000180498d5c (__TEXT,__text) external _sem_unlink
0000000180498d88 (__TEXT,__text) external _sem_wait
0000000180497928 (__TEXT,__text) external _sem_wait$NOCANCEL
000000018048cc30 (__TEXT,__text) external _semaphore_create
000000018048cfbc (__TEXT,__text) external _semaphore_destroy
000000018048cd9c (__TEXT,__text) external _semaphore_signal
000000018049c2dc (__TEXT,__text) external _semaphore_signal_all
0000000180489b90 (__TEXT,__text) external _semaphore_signal_all_trap
000000018049c2e0 (__TEXT,__text) external _semaphore_signal_thread
0000000180489b9c (__TEXT,__text) external _semaphore_signal_thread_trap
0000000180489b84 (__TEXT,__text) external _semaphore_signal_trap
000000018048ea3c (__TEXT,__text) external _semaphore_timedwait
000000018049c2e8 (__TEXT,__text) external _semaphore_timedwait_signal
0000000180489bcc (__TEXT,__text) external _semaphore_timedwait_signal_trap
0000000180489bc0 (__TEXT,__text) external _semaphore_timedwait_trap
000000018048cd98 (__TEXT,__text) external _semaphore_wait
000000018049c2e4 (__TEXT,__text) external _semaphore_wait_signal
0000000180489bb4 (__TEXT,__text) external _semaphore_wait_signal_trap
0000000180489ba8 (__TEXT,__text) external _semaphore_wait_trap
0000000180496a74 (__TEXT,__text) external _semctl
0000000180498db4 (__TEXT,__text) external _semget
0000000180498de0 (__TEXT,__text) external _semop
0000000180496a50 (__TEXT,__text) external _semsys
0000000180498e0c (__TEXT,__text) external _sendfile
000000018048f96c (__TEXT,__text) external _sendmsg
000000018048e2bc (__TEXT,__text) external _sendmsg$NOCANCEL
0000000180498e38 (__TEXT,__text) external _sendmsg_x
000000018048e370 (__TEXT,__text) external _sendto
000000018048e1d8 (__TEXT,__text) external _sendto$NOCANCEL
000000018048d46c (__TEXT,__text) external _setattrlist
0000000180498e64 (__TEXT,__text) external _setattrlistat
00000001804a76fc (__TEXT,__text) external _setaudit
0000000180498e90 (__TEXT,__text) external _setaudit_addr
0000000180498ebc (__TEXT,__text) external _setauid
00000001804934d8 (__TEXT,__text) external _setegid
00000001804934ac (__TEXT,__text) external _seteuid
0000000180493200 (__TEXT,__text) external _setgid
0000000180498ee8 (__TEXT,__text) external _setgroups
00000001804918f8 (__TEXT,__text) external _setiopolicy_np
00000001804925d4 (__TEXT,__text) external _setitimer
0000000180495808 (__TEXT,__text) external _setpgid
0000000180492048 (__TEXT,__text) external _setpriority
0000000180498f14 (__TEXT,__text) external _setprivexec
000000018049c1ec (__TEXT,__text) external _setquota
00000001804979ac (__TEXT,__text) external _setregid
00000001804979d8 (__TEXT,__text) external _setreuid
000000018048c9ec (__TEXT,__text) external _setrlimit
0000000180497a04 (__TEXT,__text) external _setsgroups_np
0000000180492750 (__TEXT,__text) external _setsid
000000018048e180 (__TEXT,__text) external _setsockopt
000000018049322c (__TEXT,__text) external _setuid
0000000180497a88 (__TEXT,__text) external _setwgroups_np
000000018048d764 (__TEXT,__text) external _setxattr
00000001804a0984 (__TEXT,__text) external _sfi_get_class_offtime
00000001804a09ac (__TEXT,__text) external _sfi_process_get_flags
00000001804a0998 (__TEXT,__text) external _sfi_process_set_flags
000000018049377c (__TEXT,__text) external _sfi_set_class_offtime
0000000180496a10 (__TEXT,__text) external _shm_open
0000000180498f40 (__TEXT,__text) external _shm_unlink
0000000180498f6c (__TEXT,__text) external _shmat
0000000180497b38 (__TEXT,__text) external _shmctl
0000000180498f98 (__TEXT,__text) external _shmdt
0000000180498fc4 (__TEXT,__text) external _shmget
0000000180496a94 (__TEXT,__text) external _shmsys
000000018048e420 (__TEXT,__text) external _shutdown
0000000180498ff0 (__TEXT,__text) external _sigpending
000000018048d3bc (__TEXT,__text) external _sigprocmask
00000001804a5c60 (__TEXT,__text) external _sigsuspend
00000001804914f8 (__TEXT,__text) external _sigsuspend$NOCANCEL
000000018048df84 (__TEXT,__text) external _socket
000000018049901c (__TEXT,__text) external _socket_delegate
000000018048e290 (__TEXT,__text) external _socketpair
00000001804a0684 (__TEXT,__text) external _stackshot_capture_with_config
00000001804a05c8 (__TEXT,__text) external _stackshot_config_create
00000001804a07f4 (__TEXT,__text) external _stackshot_config_dealloc
00000001804a079c (__TEXT,__text) external _stackshot_config_dealloc_buffer
00000001804a0704 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00000001804a0710 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00000001804a0750 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00000001804a0668 (__TEXT,__text) external _stackshot_config_set_flags
00000001804a0774 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00000001804a064c (__TEXT,__text) external _stackshot_config_set_pid
00000001804a072c (__TEXT,__text) external _stackshot_config_set_size_hint
0000000180495860 (__TEXT,__text) external _stat
0000000180495860 (__TEXT,__text) external _stat64
00000001804990a0 (__TEXT,__text) external _statfs
00000001804990a0 (__TEXT,__text) external _statfs64
000000018049f270 (__TEXT,__text) external _statfs_ext
00000001ead85b50 (__DATA,__bss) non-external _supported
00000001804990cc (__TEXT,__text) external _swapon
0000000180489c8c (__TEXT,__text) external _swtch
0000000180489c80 (__TEXT,__text) external _swtch_pri
000000018048f914 (__TEXT,__text) external _symlink
00000001804990f8 (__TEXT,__text) external _symlinkat
0000000180499124 (__TEXT,__text) external _sync
000000018048c104 (__TEXT,__text) external _syscall
0000000180489c98 (__TEXT,__text) external _syscall_thread_switch
00000001804a0970 (__TEXT,__text) external _system_get_sfi_window
0000000180499150 (__TEXT,__text) external _system_override
00000001804937bc (__TEXT,__text) external _system_set_sfi_window
00000001ead85b30 (__DATA,__bss) non-external _system_version_compat_check_path_suffix
00000001ead85af0 (__DATA,__common) external _system_version_compat_mode
00000001804b5eb4 (__TEXT,__text) external _task_assign
00000001804b5fe0 (__TEXT,__text) external _task_assign_default
00000001804b42c4 (__TEXT,__text) external _task_create
00000001804b83ec (__TEXT,__text) external _task_create_identity_token
00000001804b86b4 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
0000000180489aac (__TEXT,__text) external _task_dyld_process_info_notify_get
00000001804b82d0 (__TEXT,__text) external _task_dyld_process_info_notify_register
0000000180489c14 (__TEXT,__text) external _task_for_pid
00000001804b7174 (__TEXT,__text) external _task_generate_corpse
00000001804b60fc (__TEXT,__text) external _task_get_assignment
00000001804b76a0 (__TEXT,__text) external _task_get_dyld_image_infos
00000001804b5908 (__TEXT,__text) external _task_get_emulation_vector
00000001804b7f2c (__TEXT,__text) external _task_get_exc_guard_behavior
00000001804952d8 (__TEXT,__text) external _task_get_exception_ports
00000001804b87d0 (__TEXT,__text) external _task_get_exception_ports_info
00000001804b6d70 (__TEXT,__text) external _task_get_mach_voucher
000000018048a1b8 (__TEXT,__text) external _task_get_special_port
00000001804b6418 (__TEXT,__text) external _task_get_state
00000001804b8548 (__TEXT,__text) external _task_identity_token_get_task_port
000000018048a39c (__TEXT,__text) external _task_info
00000001804b7d50 (__TEXT,__text) external _task_inspect
000000018049917c (__TEXT,__text) external _task_inspect_for_pid
00000001804b72d0 (__TEXT,__text) external _task_map_corpse_info
00000001804b7be4 (__TEXT,__text) external _task_map_corpse_info_64
00000001804b8e04 (__TEXT,__text) external _task_map_kcdata_object_64
0000000180489c08 (__TEXT,__text) external _task_name_for_pid
00000001804b5678 (__TEXT,__text) external _task_policy
00000001804b5348 (__TEXT,__text) external _task_policy_get
000000018048c484 (__TEXT,__text) external _task_policy_set
00000001804b6bcc (__TEXT,__text) external _task_purgable_info
00000001804991a8 (__TEXT,__text) external _task_read_for_pid
00000001804b7a7c (__TEXT,__text) external _task_register_dyld_get_process_state
00000001804b7438 (__TEXT,__text) external _task_register_dyld_image_infos
00000001804b7958 (__TEXT,__text) external _task_register_dyld_set_dyld_state
00000001804b7830 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00000001804b8f70 (__TEXT,__text) external _task_register_hardened_exception_handler
0000000180489d58 (__TEXT,__text) external _task_restartable_ranges_register
000000018048ca20 (__TEXT,__text) external _task_restartable_ranges_synchronize
00000001804b4930 (__TEXT,__text) external _task_resume
00000001804b6abc (__TEXT,__text) external _task_resume2
00000001804b555c (__TEXT,__text) external _task_sample
000000018049c308 (__TEXT,__text) external _task_self_
0000000180489b54 (__TEXT,__text) external _task_self_trap
00000001804b8bbc (__TEXT,__text) external _task_set_corpse_forking_behavior
00000001804b57f0 (__TEXT,__text) external _task_set_emulation
00000001804b5a94 (__TEXT,__text) external _task_set_emulation_vector
00000001804b8070 (__TEXT,__text) external _task_set_exc_guard_behavior
0000000180494170 (__TEXT,__text) external _task_set_exception_ports
00000001804945f8 (__TEXT,__text) external _task_set_info
00000001804b6edc (__TEXT,__text) external _task_set_mach_voucher
00000001804b680c (__TEXT,__text) external _task_set_phys_footprint_limit
00000001804b6258 (__TEXT,__text) external _task_set_policy
00000001804a71d0 (__TEXT,__text) external _task_set_port_space
00000001804b5bc4 (__TEXT,__text) external _task_set_ras_pc
000000018048af08 (__TEXT,__text) external _task_set_special_port
00000001804b6660 (__TEXT,__text) external _task_set_state
00000001804b4820 (__TEXT,__text) external _task_suspend
00000001804b6960 (__TEXT,__text) external _task_suspend2
00000001804b4d9c (__TEXT,__text) external _task_swap_exception_ports
00000001804b6ff8 (__TEXT,__text) external _task_swap_mach_voucher
00000001804b4444 (__TEXT,__text) external _task_terminate
00000001804b8cd8 (__TEXT,__text) external _task_test_async_upcall_propagation
00000001804b8aa0 (__TEXT,__text) external _task_test_sync_upcall
0000000180492e38 (__TEXT,__text) external _task_threads
00000001804b756c (__TEXT,__text) external _task_unregister_dyld_image_infos
00000001804b5cdc (__TEXT,__text) external _task_zone_info
00000001804a096c (__TEXT,__text) external _terminate_with_payload
00000001804945b8 (__TEXT,__text) external _terminate_with_reason
00000001804b9970 (__TEXT,__text) external _thread_abort
00000001804b9a80 (__TEXT,__text) external _thread_abort_safely
00000001804bb300 (__TEXT,__text) external _thread_adopt_exception_handler
00000001804ba498 (__TEXT,__text) external _thread_assign
00000001804ba5b4 (__TEXT,__text) external _thread_assign_default
00000001804badd0 (__TEXT,__text) external _thread_convert_thread_state
00000001804b4a40 (__TEXT,__text) external _thread_create
00000001804b4b9c (__TEXT,__text) external _thread_create_running
00000001804b9b90 (__TEXT,__text) external _thread_depress_abort
000000018048cee8 (__TEXT,__text) external _thread_destruct_special_reply_port
00000001804ba6c4 (__TEXT,__text) external _thread_get_assignment
00000001804937d0 (__TEXT,__text) external _thread_get_exception_ports
00000001804bb030 (__TEXT,__text) external _thread_get_exception_ports_info
00000001804ba9cc (__TEXT,__text) external _thread_get_mach_voucher
000000018049ec34 (__TEXT,__text) external _thread_get_register_pointer_values
00000001804b9ca0 (__TEXT,__text) external _thread_get_special_port
0000000180489c50 (__TEXT,__text) external _thread_get_special_reply_port
0000000180492fb8 (__TEXT,__text) external _thread_get_state
000000018049155c (__TEXT,__text) external _thread_info
000000018048efb8 (__TEXT,__text) external _thread_policy
0000000180493258 (__TEXT,__text) external _thread_policy_get
0000000180490138 (__TEXT,__text) external _thread_policy_set
00000001804b9860 (__TEXT,__text) external _thread_resume
00000001804ba260 (__TEXT,__text) external _thread_sample
0000000180489b48 (__TEXT,__text) external _thread_self_trap
00000001804991d4 (__TEXT,__text) external _thread_selfcounts
0000000180490438 (__TEXT,__text) external _thread_set_exception_ports
00000001804bab38 (__TEXT,__text) external _thread_set_mach_voucher
000000018049eba4 (__TEXT,__text) external _thread_set_policy
00000001804b9e0c (__TEXT,__text) external _thread_set_special_port
00000001804b95a4 (__TEXT,__text) external _thread_set_state
00000001804b9750 (__TEXT,__text) external _thread_suspend
00000001804b9f38 (__TEXT,__text) external _thread_swap_exception_ports
00000001804bac54 (__TEXT,__text) external _thread_swap_mach_voucher
000000018048f4fc (__TEXT,__text) external _thread_switch
00000001804b90a0 (__TEXT,__text) external _thread_terminate
00000001804a92a0 (__TEXT,__text) external _thread_wire
00000001804bdf28 (__TEXT,__const) non-external _times_now
0000000180499200 (__TEXT,__text) external _tracker_action
00000001ee4fcd88 (__AUTH_CONST,__const) non-external _traffic_rule_types
000000018049922c (__TEXT,__text) external _truncate
000000018048f4a4 (__TEXT,__text) external _umask
0000000180499258 (__TEXT,__text) external _undelete
0000000180499284 (__TEXT,__text) external _ungraftdmg
000000018048dc64 (__TEXT,__text) external _unlink
0000000180493a94 (__TEXT,__text) external _unlinkat
0000000180496358 (__TEXT,__text) external _unmount
00000001804992b0 (__TEXT,__text) external _usrctl
000000018049eadc (__TEXT,__text) external _utimensat
000000018048f4d0 (__TEXT,__text) external _utimes
00000001804992dc (__TEXT,__text) external _vfs_purge
000000018048bfb0 (__TEXT,__text) external _vm_allocate
00000001804a93cc (__TEXT,__text) external _vm_allocate_cpm
00000001804bba78 (__TEXT,__text) external _vm_behavior_set
000000018048cda0 (__TEXT,__text) external _vm_copy
000000018048c0a0 (__TEXT,__text) external _vm_deallocate
00000001804bb430 (__TEXT,__text) external _vm_inherit
00000001ece84350 (__DATA_DIRTY,__common) external _vm_kernel_page_mask
00000001ece84348 (__DATA_DIRTY,__common) external _vm_kernel_page_shift
00000001ece84340 (__DATA_DIRTY,__common) external _vm_kernel_page_size
00000001804bbb98 (__TEXT,__text) external _vm_machine_attribute
0000000180495fc4 (__TEXT,__text) external _vm_map
00000001804bbcf0 (__TEXT,__text) external _vm_map_page_query
00000001804bb958 (__TEXT,__text) external _vm_msync
00000001ece84338 (__DATA_DIRTY,__common) external _vm_page_mask
00000001ece84334 (__DATA_DIRTY,__common) external _vm_page_shift
00000001ece84328 (__DATA_DIRTY,__common) external _vm_page_size
0000000180499308 (__TEXT,__text) external _vm_pressure_monitor
000000018048e7a8 (__TEXT,__text) external _vm_protect
000000018048d5d0 (__TEXT,__text) external _vm_purgable_control
0000000180493504 (__TEXT,__text) external _vm_read
00000001804bb550 (__TEXT,__text) external _vm_read_list
00000001804bb808 (__TEXT,__text) external _vm_read_overwrite
0000000180492104 (__TEXT,__text) external _vm_region_64
0000000180492334 (__TEXT,__text) external _vm_region_recurse_64
000000018048c264 (__TEXT,__text) external _vm_remap
00000001804a75dc (__TEXT,__text) external _vm_remap_new
00000001e6b2d148 (__DATA_CONST,__const) non-external _vm_tag_descriptions
00000001804a9170 (__TEXT,__text) external _vm_wire
00000001804bb6d4 (__TEXT,__text) external _vm_write
000000018048d330 (__TEXT,__text) external _voucher_mach_msg_adopt
000000018048ae78 (__TEXT,__text) external _voucher_mach_msg_clear
000000018048d318 (__TEXT,__text) external _voucher_mach_msg_revert
000000018048aa28 (__TEXT,__text) external _voucher_mach_msg_set
00000001ead85af8 (__DATA,__common) external _vprintf_stderr_func
000000018049627c (__TEXT,__text) external _wait4
0000000180499334 (__TEXT,__text) external _waitid
0000000180497d34 (__TEXT,__text) external _waitid$NOCANCEL
00000001804a62ec (__TEXT,__text) external _work_interval_copy_port
0000000180492b00 (__TEXT,__text) external _work_interval_create
00000001804a60d4 (__TEXT,__text) external _work_interval_destroy
00000001804a5d44 (__TEXT,__text) external _work_interval_get_flags_from_port
0000000180492c48 (__TEXT,__text) external _work_interval_instance_alloc
00000001804a5eb0 (__TEXT,__text) external _work_interval_instance_clear
00000001804a6054 (__TEXT,__text) external _work_interval_instance_finish
00000001804a5ec4 (__TEXT,__text) external _work_interval_instance_free
00000001804a5f78 (__TEXT,__text) external _work_interval_instance_get_complexity
00000001804a5f48 (__TEXT,__text) external _work_interval_instance_get_deadline
00000001804a5f60 (__TEXT,__text) external _work_interval_instance_get_finish
0000000180492cb0 (__TEXT,__text) external _work_interval_instance_get_id
00000001804a5f30 (__TEXT,__text) external _work_interval_instance_get_start
00000001804a5f90 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
00000001804a5f28 (__TEXT,__text) external _work_interval_instance_set_complexity
00000001804a5f18 (__TEXT,__text) external _work_interval_instance_set_deadline
00000001804a5f20 (__TEXT,__text) external _work_interval_instance_set_finish
00000001804a5f10 (__TEXT,__text) external _work_interval_instance_set_start
00000001804a5fac (__TEXT,__text) external _work_interval_instance_start
00000001804a5ffc (__TEXT,__text) external _work_interval_instance_update
00000001804a6240 (__TEXT,__text) external _work_interval_join
00000001804a6298 (__TEXT,__text) external _work_interval_join_port
00000001804a62d8 (__TEXT,__text) external _work_interval_leave
00000001804a5dd4 (__TEXT,__text) external _work_interval_notify
00000001804a5e50 (__TEXT,__text) external _work_interval_notify_simple
000000018048d818 (__TEXT,__text) external _write
000000018048dbc8 (__TEXT,__text) external _write$NOCANCEL
000000018048db70 (__TEXT,__text) external _writev
0000000180497d60 (__TEXT,__text) external _writev$NOCANCEL
